3poke_walk.dat
3poke_walk_kusa_01	[~ 0]
ajito_fairy_040_dokuboss_02	能用手工製作出如此傑作，\n奧爾迪加閣下實乃天才……[VAR 0114(0023)]
ajito_fairy_040_fairyboss_04	……動不了還有什麼意義？[VAR 0114(0020)]
ajito_fairy_040_fairyboss_05	早知道會這樣的話，\n我就拜託媽咪買車給我們就好了……[VAR 0114(0020)]
ajito_fairy_040_honooboss_02	你就是因為總是說那種話，\n才會被瞧不起。[VAR 0114(001F)]
ajito_fairy_040_fairyboss_06	什……[VAR 0114(0020)]
ajito_fairy_040_akuboss_03	梅洛可，別說了。[VAR 0114(0021)]
ajito_fairy_040_honooboss_03	我偏要說～[VAR 0114(001F)]
ajito_fairy_040_honooboss_04	成立天星隊時訂的隊規裡，\n有一條不就是不再依賴父母或金錢嗎？[VAR 0114(001F)]
ajito_fairy_040_fairyboss_07	……………………[VAR 0114(0020)]
ajito_fairy_040_honooboss_05	車子不會動的話，讓它動起來就行了。\n動力不夠的話，增加動力不就行了嗎？[VAR 0114(001F)]
ajito_fairy_040_kakutouboss_02	但是，要怎麼做呢？[VAR 0114(0022)]
ajito_fairy_040_honooboss_06	培育炭小侍，讓牠進化。\n再把牠的火力用在天星隊車上。[VAR 0114(001F)]
ajito_fairy_040_dokuboss_03	天星大作戰迫在眉睫……\n趕得上嗎？[VAR 0114(0023)]
ajito_fairy_040_honooboss_07	趕不上也要趕上！[VAR 0114(001F)]
ajito_fairy_040_kakutouboss_03	梅洛！！[VAR 0114(0022)]
ajito_fairy_040_fairyboss_08	……………………[VAR 0114(0020)]
ajito_fairy_040_akuboss_04	梅洛可她呀，雖然嘴巴上是這麼說，\n但她沒有惡意的。[VAR 0114(0021)]
ajito_fairy_040_fairyboss_09	……我知道。[VAR 0114(0020)]
ajito_fairy_040_fairyboss_10	真是的，可惡……[VAR 0114(0020)]
ajito_fairy_040_fairyboss_11	可惡！我明明就輸了很不甘心，\n卻同時也認可[VAR 1100(00FF,0101)]你妳的實力！[VAR 0114(0020)]
ajito_fairy_040_fairyboss_12	輸了就要卸下老大的職位……\n畢竟不遵守隊規的話，\r\n等於是背叛天星隊啊。[VAR 0114(0020)]
ajito_fairy_040_fairyboss_13	沒辦法，這個[VAR 1100(00FF,0101)]你妳拿去吧。\n[VAR 1100(00FF,0101)]你妳該感到榮幸的！！[VAR 0114(0020)]
ajito_fairy_040_waza_01	我不會讓[VAR 1100(00FF,0101)]你妳白白離開的……\n[VAR 1100(00FF,0101)]你妳還得拿走這個我中意的東西。[VAR 0114(0020)]
ajito_fairy_040_fairyboss_14	我先說清楚了。\n[VAR 1100(00FF,0101)]你妳真是讓我超級～超級～不爽！[VAR 0114(0020)]
ajito_fairy_040_fairyboss_15	但是，我也承認[VAR 1100(00FF,0101)]你妳非～常強！\n[VAR 1100(00FF,0101)]你妳竟然把我的天星隊車都給毀了！[VAR 0114(0020)]
ajito_fairy_040_jentle_01	……奧爾迪加少爺。[VAR 0114(003C)]
ajito_fairy_040_fairyboss_16	管家。[VAR 0114(0020)]
ajito_fairy_040_fairyboss_17	練鋼琴的時間到了？\n你是來接我的對吧。[VAR 0114(0020)]
ajito_fairy_040_fairyboss_18	正好我剛從老大的位子引退了，\n差不多也該回家……[VAR 0114(0020)]
ajito_fairy_040_jentle_02	……不，\n我想向少爺介紹一個人。[VAR 0114(003C)]
ajito_fairy_040_fairyboss_19	[~ 40]
ajito_fairy_040_jentle_03	[~ 41]
ajito_fairy_040_fairyboss_20	[~ 42]
ajito_fairy_040_jentle_04	[~ 43]
ajito_fairy_040_jentle_05	……他和我有一點交情。[VAR 0114(003C)]
ajito_fairy_040_fairyboss_21	[~ 45]
ajito_fairy_040_jentle_06	[~ 46]
ajito_fairy_040_nelke_01	叫我聶凱吧。[VAR 0114(001E)]
ajito_fairy_040_fairyboss_22	哦……你的目的是什麼？[VAR 0114(0020)]
ajito_fairy_040_nelke_02	服裝企業的公子……\n你有這麼雄厚的背景，為什麼加入天星隊？[VAR 0114(001E)]
ajito_fairy_040_fairyboss_23	一上門就丟問題過來，真沒禮貌。\n那當然是和其他的隊員一樣啊。\r\n因為我也一直被霸凌……[VAR 0114(0020)]
ajito_fairy_040_nelke_03	過去學院裡果然有霸凌的問題啊……[VAR 0114(001E)]
ajito_fairy_040_fairyboss_24	你不知道也很正常。\n畢竟現在學校裡是多麼的和平。[VAR 0114(0020)]
ajito_fairy_040_fairyboss_25	而且那些會霸凌的學生\n都已經不在學校了。[VAR 0114(0020)]
ajito_fairy_040_nelke_04	……那是怎麼回事？[VAR 0114(001E)]
ajito_fairy_040_jentle_07	……關於這一點，\n就由我這個前任校長來說明吧。[VAR 0114(003C)]
ajito_fairy_040_fairyboss_26	……管家。[VAR 0114(0020)]
ajito_fairy_040_jentle_08	大概在１年半以前，\n天星隊和霸凌他們的學生之間\r\n發生了一場騷動。[VAR 0114(003C)]
ajito_fairy_040_jentle_09	雖然事情沒有鬧到不可收拾，\n但也是個前所未有的事件。[VAR 0114(003C)]
ajito_fairy_040_jentle_10	由於這個事件，\n身為霸凌加害者的學生們\r\n都離開了學院。[VAR 0114(003C)]
ajito_fairy_040_nelke_05	可是學院裡沒有那樣的紀錄……！[VAR 0114(001E)]
ajito_fairy_040_jentle_11	想必是沒有的……\n因為紀錄被當時候的\r\n訓導主任給清除掉了……[VAR 0114(003C)]
ajito_fairy_040_nelke_06	清除掉了紀錄！？\n天啊，居然會發生這種事……[VAR 0114(001E)]
ajito_fairy_040_jentle_12	當我煩惱該如何處置天星隊的時候，\n有個學生出現在我的面前。[VAR 0114(003C)]
ajito_fairy_040_jentle_13	那個學生說，\n自己會為天星隊負起所有責任。[VAR 0114(003C)]
ajito_fairy_040_jentle_14	作為交換條件，\n那個學生請求我免除對夥伴們的處分。[VAR 0114(003C)]
ajito_fairy_040_fairyboss_27	欸！？這件事……！\n我從來都沒聽說過……！！[VAR 0114(0020)]
ajito_fairy_040_jentle_15	我接受了那名學生的請求，\n打消了處分天星隊的念頭。[VAR 0114(003C)]
ajito_fairy_040_jentle_16	然後，我要求那名學生\n去留學１年半的時間。[VAR 0114(003C)]
ajito_fairy_040_nelke_07	１年半……？留學……？[VAR 0114(001E)]
ajito_fairy_040_jentle_17	……留學是為了取代處分。\n天星隊是霸凌的受害者。[VAR 0114(003C)]
ajito_fairy_040_jentle_18	我希望那名學生的心靈可以獲得休息。\n因此以留學的名目，\r\n讓那名學生回到家鄉伽勒爾地區。[VAR 0114(003C)]
ajito_fairy_040_jentle_19	就在那時，\n當時候的訓導主任為了逃避責任，\c\n他把所有和這個事件有關的紀錄\n通通都從伺服器上給刪除掉了……[VAR 0114(003C)]
ajito_fairy_040_nelke_08	豈有此理！\n這個事件居然被隱蔽掉了……！[VAR 0114(001E)]
ajito_fairy_040_jentle_20	當然，我也對訓導主任做出了應有的處分。[VAR 0114(003C)]
ajito_fairy_040_jentle_21	只是，沒能夠阻止這個\n行為的我和其他的老師們，\r\n都該背負相同的責任……[VAR 0114(003C)]
ajito_fairy_040_jentle_24	於是為了承擔責任，\n我辭去了校長的職位。\c\n並且請當時的所有老師們\n也跟著我一起辭職了。[VAR 0114(003C)]
ajito_fairy_040_nelke_09	所以１年半以前，\n老師們才會變成全新的陣容啊……[VAR 0114(001E)]
ajito_fairy_040_jentle_22	我給大家添麻煩了。[VAR 0114(003C)]
ajito_fairy_040_fairyboss_28	我說管家啊，\n你為什麼現在才要說那些事？[VAR 0114(0020)]
ajito_fairy_040_jentle_23	……不論是少爺或天星隊，\n都不能繼續這樣下去了。\r\n如果這能成為一個契機……[VAR 0114(003C)]
ajito_fairy_040_fairyboss_29	事到如今要我背叛夥伴，\n自己一個人去學校我可無法想像。[VAR 0114(0020)]
ajito_fairy_040_nelke_10	看來你真的很重視天星隊的大家。[VAR 0114(001E)]
ajito_fairy_040_fairyboss_30	那還用說。[VAR 0114(0020)]
ajito_fairy_040_fairyboss_31	畢竟他們……都是我的寶物。[VAR 0114(0020)]
ajito_honoo_010.tbl
ajito_honoo_010_sitappa_01	……喂，[VAR 1100(00FF,0101)]你妳搞什麼？\n這裡可是天星隊的基地耶。[VAR 0114(002F)]
ajito_honoo_010_sitappa_02	[VAR 1100(00FF,0101)]你妳能不能快走？\n否則我要採取正當防衛囉。[VAR 0114(002F)]
ajito_honoo_010_select_01	我不走！
ajito_honoo_010_select_02	我走了……
ajito_honoo_010_sitappa_03	嗯嗯，這樣才聽話嘛！\n今天星苦了～！[VAR 0114(002F)]
ajito_honoo_010_sitappa_04	好！看我採取正當防衛\n把[VAR 1100(00FF,0101)]你妳打到落花流水！[VAR 0114(002F)]
ajito_honoo_010_sitappa_05	[VAR 1100(00FF,0101)]你妳超強的嘛……[VAR 0114(002F)]
ajito_honoo_010_sitappa_06	我說……\n[VAR 1100(00FF,0101)]你妳該不會是那個向天星隊挑釁的人？[VAR 0114(002F)]
ajito_honoo_010_select_03	沒錯
ajito_honoo_010_select_04	我叫[VAR 0100(0000)]
ajito_honoo_010_sitappa_07	謝謝[VAR 1100(00FF,0101)]你妳這麼親切！\n那可真是大事不好了！\r\n我要回夥伴那裡去了！[VAR 0114(002F)]
ajito_honoo_010_sitappa_08	再會！今天星苦了～！！[VAR 0114(002F)]
ajito_honoo_010_nelke_01	喂～！[VAR 0100(0000)]！[VAR 0114(001E)]
ajito_honoo_010_nelke_02	仙后拜託我去\n調查火幫班的基地。[VAR 0114(001E)]
ajito_honoo_010_nelke_03	調查結束後我就來這裡幫忙，\n但看來已經沒有那個必要了……[VAR 0114(001E)]
ajito_honoo_010_poke_01	炭！炭炭！
ajito_honoo_010_nelke_04	……嗯？[VAR 0114(001E)]
ajito_honoo_010_poke_02	炭！炭！！
ajito_honoo_010_nelke_05	這傢伙是……炭次郎？[VAR 0114(001E)]
ajito_honoo_010_poke_03	炭！！
ajito_honoo_010_nelke_06	果然沒錯！\n你為什麼會在這裡……？[VAR 0114(001E)]
ajito_honoo_010_select_05	這是老師的寶可夢？
ajito_honoo_010_select_06	你知道這隻寶可夢？
ajito_honoo_010_nelke_07	這隻寶可夢是炭小侍。\n牠的名字叫炭次郎……[VAR 0114(001E)]
ajito_honoo_010_poke_04	炭炭！
ajito_honoo_010_nelke_08	牠是我平時在學院裡\n照顧的一隻寶可夢……[VAR 0114(001E)]
ajito_honoo_010_poke_05	炭～！！
ajito_honoo_010_nelke_09	啊！炭次郎！[VAR 0114(001E)]
ajito_honoo_010_nelke_10	……牠跑掉了。[VAR 0114(001E)]
ajito_honoo_010_nelke_11	這或許和天星隊火幫班\n有什麼關連……\r\n我去追那個孩子之後再過去！[VAR 0114(001E)]
ajito_honoo_010_nelke_12	[VAR 0100(0000)]，基地就先交給[VAR 1100(00FF,0101)]你妳了！[VAR 0114(001E)]
ajito_honoo_020.tbl
ajito_honoo_020_system_01	洛托洛托洛托……
ajito_honoo_020_cassiopeia_01	……[VAR 1100(00FF,0101)]你妳搞定看門的了嗎？[VAR 0114(0009)]
ajito_honoo_020_cassiopeia_02	聚集在那裡的是\n天星隊火幫班……\r\n王良四小隊。[VAR 0114(0009)]
ajito_honoo_020_cassiopeia_03	老大梅洛可是\n天星隊首屈一指的萬事通，\r\n不論什麼樣的問題都能強硬解決。[VAR 0114(0009)]
ajito_honoo_020_cassiopeia_04	我們向梅洛可宣戰，\n她一定因此正大動肝火。[VAR 0114(0009)]
ajito_honoo_020_cassiopeia_05	現在她的手下們八成\n在基地裡忙著安撫她。[VAR 0114(0009)]
ajito_honoo_020_cassiopeia_06	這樣的話，\n把手下們一個個打倒就行了。[VAR 0114(0009)]
ajito_honoo_020_cassiopeia_07	只要安撫她的人都不見了，\n她應該就會現身。[VAR 0114(0009)]
ajito_honoo_020_cassiopeia_08	[~ 8]
ajito_honoo_020_cassiopeia_09	[VAR 1100(00FF,0101)]你妳準備好的話，\n就去敲響鑼來展開大作戰！\r\n到王良四小隊踢館吧。[VAR 0114(0009)]
ajito_honoo_020_select_01	[~ 10]
ajito_honoo_020_select_02	[~ 11]
ajito_honoo_020_cassiopeia_09_old	[~ 12]
ajito_honoo_020_cassiopeia_10_old	[~ 13]
ajito_honoo_020_kari_01	[~ 14]
ajito_honoo_030.tbl
ajito_honoo_030_honooboss_01	……原來就是[VAR 1100(00FF,0101)]你妳啊。\n那個挑釁我們的傢伙。[VAR 0114(001F)]
ajito_honoo_030_honooboss_02	那些雞毛蒜皮的事通通無所謂。[VAR 0114(001F)]
ajito_honoo_030_honooboss_03	有人敢上門挑釁，我就奉陪……\n就是這麼簡單。[VAR 0114(001F)]
ajito_honoo_030_honooboss_04	……爆裂吧。[VAR 0114(001F)]
ajito_honoo_040.tbl
ajito_honoo_040_honooboss_00	真是的，就這樣結束了？\n……哎呀。[VAR 0114(001F)]
ajito_honoo_040_system_01	大約１年多前……
ajito_honoo_040_honooboss_01	……哎呀，趕上了。[VAR 0114(001F)]
ajito_honoo_040_kakutouboss_01	梅洛，妳回來了！[VAR 0114(0022)]
ajito_honoo_040_honooboss_02	……我讓幾隻炭小侍進化了。[VAR 0114(001F)]
ajito_honoo_040_honooboss_03	這樣應該能解決動力不足的問題了吧。\n相信天星隊車也能動了。[VAR 0114(001F)]
ajito_honoo_040_dokuboss_01	真是可喜可賀，奧爾迪加閣下。[VAR 0114(0023)]
ajito_honoo_040_fairyboss_01	我還以為妳只是說說而已……[VAR 0114(0020)]
ajito_honoo_040_honooboss_04	閉嘴！你老是多說一句不必要的話！\n你就是這一點很煩人！[VAR 0114(001F)]
ajito_honoo_040_fairyboss_02	梅洛可妳也半斤八兩吧……[VAR 0114(0020)]
ajito_honoo_040_fairyboss_03	妳說話難聽，態度又差，\n才會讓人看不順眼，不是嗎？[VAR 0114(0020)]
ajito_honoo_040_kakutouboss_02	那可不是喔，奧爾。[VAR 0114(0022)]
ajito_honoo_040_kakutouboss_03	因為梅洛很可愛，\n總是被其他女孩嫉妒，\r\n她才會故意裝冷淡，說些難聽的話。[VAR 0114(0022)]
ajito_honoo_040_kakutouboss_04	不過……\n結果還是因為這樣惹得別人看不順眼。[VAR 0114(0022)]
ajito_honoo_040_honooboss_05	好了好了！\n枇琶姐，妳饒了我吧！[VAR 0114(001F)]
ajito_honoo_040_akuboss_01	就說到這裡吧。\n時間也差不多到了。[VAR 0114(0021)]
ajito_honoo_040_kakutouboss_06	終於要開始了，天星大作戰……[VAR 0114(0022)]
ajito_honoo_040_dokuboss_02	話說，真老大有何打算？[VAR 0114(0023)]
ajito_honoo_040_akuboss_02	這個嘛，真老大說已經把\n霸凌別人的學生們叫到操場去了。[VAR 0114(0021)]
ajito_honoo_040_honooboss_06	終於要開始了啊……！\n真叫人燃燒……燃燒起來了！[VAR 0114(001F)]
ajito_honoo_040_honooboss_07	燒啊燒啊……\n燃燒殆盡了嗎？[VAR 0114(001F)]
ajito_honoo_040_honooboss_08	……看來到此為止了。[VAR 0114(001F)]
ajito_honoo_040_honooboss_09	[VAR 1100(00FF,0101)]你妳的[VAR 0101(0001)]\n真是氣勢十足。[VAR 0114(001F)]
ajito_honoo_040_honooboss_10	[VAR 1100(00FF,0101)]你妳打贏了我！\n抬頭挺胸地把團隊徽章拿走吧！[VAR 0114(001F)]
ajito_honoo_040_waza_01	反正通通都無所謂了。\n招式學習器也拿去吧。[VAR 0114(001F)]
ajito_honoo_040_honooboss_11	[VAR 1100(00FF,0101)]你妳可不要誤會。\n我才不是要給[VAR 1100(00FF,0101)]你妳。[VAR 0114(001F)]
ajito_honoo_040_honooboss_12	我是要給[VAR 0101(0001)]的……[VAR 0114(001F)]
ajito_honoo_040_honooboss_13	……[VAR 1100(00FF,0101)]你妳的目的達成了吧？\n讓我一個人靜靜。[VAR 0114(001F)]
ajito_honoo_040_nelke_01	天星隊的梅洛可，\n我希望妳見見一隻寶可夢。[VAR 0114(001E)]
ajito_honoo_040_honooboss_14	……你哪位啊？[VAR 0114(001F)]
ajito_honoo_040_nelke_02	[~ 30]
ajito_honoo_040_poke_01	炭！
ajito_honoo_040_nelke_03	[~ 32]
ajito_honoo_040_honooboss_15	炭小侍？\n不對，你是……[VAR 0114(001F)]
ajito_honoo_040_poke_02	炭炭！
ajito_honoo_040_honooboss_16	你是炭次郎嗎……\n為什麼你會……[VAR 0114(001F)]
ajito_honoo_040_poke_03	[~ 36]
ajito_honoo_040_nelke_04	這孩子似乎為了找妳，\n而到了基地來。[VAR 0114(001E)]
ajito_honoo_040_poke_04	炭！
ajito_honoo_040_honooboss_17	你……[VAR 0114(001F)]
ajito_honoo_040_nelke_05	看來牠很喜歡妳。[VAR 0114(001E)]
ajito_honoo_040_honooboss_18	[~ 41]
ajito_honoo_040_honooboss_19	因為我在學院上學的時候，\n每天都和這傢伙玩在一起。[VAR 0114(001F)]
ajito_honoo_040_honooboss_20	要知道牠在想什麼也難不倒我。\n我只要看牠的火焰搖擺的樣子就知道了。[VAR 0114(001F)]
ajito_honoo_040_nelke_06	炭次郎是抱著什麼樣的想法，\n而來到這裡的呢？[VAR 0114(001E)]
ajito_honoo_040_poke_05	炭炭！
ajito_honoo_040_honooboss_21	…………[VAR 0114(001F)]
ajito_honoo_040_poke_06	炭炭！！
ajito_honoo_040_honooboss_22	炭次郎……[VAR 0114(001F)]
ajito_honoo_040_nelke_07	依我看炭次郎像是在跟妳說，\n希望妳能回來……[VAR 0114(001E)]
ajito_honoo_040_honooboss_23	……囉嗦。[VAR 0114(001F)]
ajito_honoo_040_nelke_08	[~ 51]
ajito_honoo_040_honooboss_24	[~ 52]
ajito_honoo_040_nelke_09	聽說天星隊在基地裡\n構思著襲擊學院的計畫……？[VAR 0114(001E)]
ajito_honoo_040_honooboss_25	竟然有那種八卦。\n從以前就是這樣，一點都沒變。\r\n那是絕對不可能的。[VAR 0114(001F)]
ajito_honoo_040_nelke_10	[~ 55]
ajito_honoo_040_nelke_11	妳剛剛不是騎著\n改造車四處打轉……？[VAR 0114(001E)]
ajito_honoo_040_honooboss_26	天星隊車……\n那是以前為了打架而製造的。[VAR 0114(001F)]
ajito_honoo_040_honooboss_27	但實際上用它對付的第一個對手，\n就是你們。[VAR 0114(001F)]
ajito_honoo_040_nelke_12	第一個……？\n以前打架的時候……？[VAR 0114(001E)]
ajito_honoo_040_honooboss_28	你知道天星大作戰嗎？[VAR 0114(001F)]
ajito_honoo_040_nelke_13	天星大作戰？\n而不是星塵大作戰？\r\n不，我第一次聽到這個名稱……[VAR 0114(001E)]
ajito_honoo_040_honooboss_29	這樣啊。\n你果然不知道……[VAR 0114(001F)]
ajito_honoo_040_honooboss_30	對我們天星隊來說，\n那是像寶物一般的回憶。[VAR 0114(001F)]
ajito_kakutou_010.tbl
ajito_kakutou_010_kakutouboss_01	……你很有一套。[VAR 0114(002C)]
ajito_kakutou_010_kakutouboss_02	竟然可以抵擋\n我的寶可夢的攻擊。[VAR 0114(002C)]
ajito_kakutou_010_nelke_01	彼此彼此……\n妳叫枇琶是吧？\r\n妳的招式可以說是經過千錘百鍊。[VAR 0114(001E)]
ajito_kakutou_010_nelke_02	但是，想不到老大會親自來看門……[VAR 0114(001E)]
ajito_kakutou_010_nelke_03	這是代表妳不信任\n自己的手下們嗎？[VAR 0114(001E)]
ajito_kakutou_010_kakutouboss_03	……住嘴。\c\n我只是不希望除了我以外，\n有任何人受到傷害。[VAR 0114(0022)]
ajito_kakutou_010_nelke_04	真是溫柔的老大。\n……那麼讓我們回到對戰吧！[VAR 0114(001E)]
ajito_kakutou_010_select_01	搭話
ajito_kakutou_010_select_02	觀望
ajito_kakutou_010_kakutouboss_04	……[VAR 1100(00FF,0101)]你妳是誰？[VAR 0114(0022)]
ajito_kakutou_010_nelke_05	[VAR 0100(0000)]！[VAR 1100(00FF,0101)]你妳來了啊！[VAR 0114(001E)]
ajito_kakutou_010_nelke_06	我看到有個像隊員的學生，\n就跟她搭了下話……[VAR 0114(001E)]
ajito_kakutou_010_nelke_07	想不到她突然襲擊過來，\n現在我剛跟她打完一場對戰。[VAR 0114(001E)]
ajito_kakutou_010_sitappa_00	枇琶！\n妳果然在這裡！[VAR 0114(002C)]
ajito_kakutou_010_nelke_08	[~ 14]
ajito_kakutou_010_kakutouboss_05	田中……！[VAR 0114(0022)]
ajito_kakutou_010_sitappa_01	妳沒事吧！？\n有沒有受傷！？[VAR 0114(003F)]
ajito_kakutou_010_kakutouboss_06	我沒事……！\n田中妳快到安全的地方去！[VAR 0114(0022)]
ajito_kakutou_010_sitappa_02	這裡交給我！\n枇琶妳快回基地裡！[VAR 0114(003F)]
ajito_kakutou_010_kakutouboss_07	……我不撤退……我不能撤退！[VAR 0114(0022)]
ajito_kakutou_010_sitappa_03	枇琶！\n到此為止吧！[VAR 0114(003F)]
ajito_kakutou_010_kakutouboss_08	在真老大回來之前……\n我必須保護格鬥幫班王良一小隊……\r\n保護天星隊才行……[VAR 0114(0022)]
ajito_kakutou_010_sitappa_04	那妳就更應該回去，\n至少休息一下！[VAR 0114(003F)]
