Common\Reference.msbt
GameName_gm102_T0	Statues
QuickQuestion_116_V	{size[7900]}\r\nWhen eating a meal, you'd use...\r\n\r\na table{size[6400]}
QuickQuestion_117_V	{size[7900]}\r\nWhen eating a meal, you'd use...\r\n\r\na cable{size[6400]}
QuickQuestion_118_V	{size[7900]}\r\nFor sitting down, you'd use...\r\n\r\na chair{size[6400]}
QuickQuestion_119_V	{size[7900]}\r\nFor sitting down, you'd use...\r\n\r\na bear{size[6400]}
QuickQuestion_120_V	\r\nFor taking clothes on a trip, you'd use...\r\n\r\na suitcase
QuickQuestion_121_V	\r\nFor taking clothes on a trip, you'd use...\r\n\r\na bookcase
QuickQuestion_122_V	\r\nA greeting you'd use before noon is...\r\n\r\ngood morning
QuickQuestion_123_V	\r\nA greeting you'd use before noon is...\r\n\r\ngood night
QuickQuestion_124_V	A greeting you'd use when it gets\r\ndark is...\r\n\r\ngood evening
QuickQuestion_125_V	A greeting you'd use when it gets\r\ndark is...\r\n\r\ngood morning
QuickQuestion_126_V	When you part with someone,\r\nyou'd say...\r\n\r\ngoodbye
QuickQuestion_127_V	When you part with someone,\r\nyou'd say...\r\n\r\nhello
QuickQuestion_128_V	{size[7900]}\r\nThe season after spring is...\r\n\r\nsummer{size[6400]}
QuickQuestion_129_V	{size[7900]}\r\nThe season after spring is...\r\n\r\nautumn{size[6400]}
QuickQuestion_130_V	{size[7900]}\r\nThe season before spring is...\r\n\r\nwinter{size[6400]}
QuickQuestion_131_V	{size[7900]}\r\nThe season before spring is...\r\n\r\nsummer{size[6400]}
QuickQuestion_132_V	{size[7900]}\r\nThe season after summer is...\r\n\r\nautumn{size[6400]}
QuickQuestion_133_V	{size[7900]}\r\nThe season after summer is...\r\n\r\nspring{size[6400]}
QuickQuestion_134_V	{size[7900]}\r\nThe season before summer is...\r\n\r\nspring{size[6400]}
QuickQuestion_135_V	{size[7900]}\r\nThe season before summer is...\r\n\r\nautumn{size[6400]}
QuickQuestion_136_V	It's OK to go straight through stoplights\r\nwhen...\r\n\r\nthey're green
QuickQuestion_137_V	It's OK to go straight through stoplights\r\nwhen...\r\n\r\nthey're red
QuickQuestion_138_V	It's not OK to go straight through\r\nstoplights when...\r\n\r\nthey're red
QuickQuestion_139_V	It's not OK to go straight through\r\nstoplights when...\r\n\r\nthey're green
QuickQuestion_140_V	A barrier that stops a river to collect the\r\nwater is...\r\n\r\na dam
QuickQuestion_141_V	A barrier that stops a river to collect the\r\nwater is...\r\n\r\na gym
QuickQuestion_142_V	You'd clean yourself with warm\r\nwater in...\r\n\r\na bath
QuickQuestion_143_V	You'd clean yourself with warm\r\nwater in...\r\n\r\na washing machine
QuickQuestion_144_V	{size[7900]}\r\nYou'd get on and off a ship at...\r\n\r\na port{size[6400]}
QuickQuestion_145_V	{size[7900]}\r\nYou'd get on and off a ship at...\r\n\r\na bus stop{size[6400]}
QuickQuestion_146_V	Which poles on a magnet attract\r\neach other?\r\n\r\nPositive and negative
QuickQuestion_147_V	Which poles on a magnet attract\r\neach other?\r\n\r\nNegative and positive
QuickQuestion_148_V	Which poles on a magnet attract\r\neach other?\r\n\r\nPositive and positive
QuickQuestion_149_V	Which poles on a magnet attract\r\neach other?\r\n\r\nNegative and negative
QuickQuestion_150_V	Which poles on a magnet repel\r\neach other?\r\n\r\nPositive and positive
QuickQuestion_151_V	Which poles on a magnet repel\r\neach other?\r\n\r\nNegative and negative
QuickQuestion_152_V	Which poles on a magnet repel\r\neach other?\r\n\r\nPositive and negative
QuickQuestion_153_V	Which poles on a magnet repel\r\neach other?\r\n\r\nNegative and positive
QuickQuestion_154_V	\r\nAfter rain clears up, you might see...\r\n\r\na rainbow
QuickQuestion_155_V	\r\nAfter rain clears up, you might see...\r\n\r\na reindeer
QuickQuestion_156_V	{size[7900]}\r\nIf it's raining, you can use...\r\n\r\nan umbrella{size[6400]}
QuickQuestion_157_V	{size[7900]}\r\nIf it's raining, you can use...\r\n\r\nan umpire{size[6400]}
QuickQuestion_158_V	A vehicle you move by pedaling\r\nis called...\r\n\r\na bicycle
QuickQuestion_159_V	A vehicle you move by pedaling\r\nis called...\r\n\r\na motorcycle
QuickQuestion_160_V	A vehicle that moves along tracks\r\nis called...\r\n\r\na train
QuickQuestion_161_V	A vehicle that moves along tracks\r\nis called...\r\n\r\na plane
QuickQuestion_162_V	\r\nThe highest mountain in the world is...\r\n\r\nEverest
QuickQuestion_163_V	\r\nThe highest mountain in the world is...\r\n\r\nErevest
QuickQuestion_164_V	When is the sky brighter,\r\nevening or noon?\r\n\r\nNoon
QuickQuestion_165_V	When is the sky brighter,\r\nevening or noon?\r\n\r\nEvening
QuickQuestion_166_V	\r\nWhen is the sky darker, evening or noon?\r\n\r\nEvening
QuickQuestion_167_V	\r\nWhen is the sky darker, evening or noon?\r\n\r\nNoon
QuickQuestion_168_V	\r\nHow many wheels does a tricycle have?\r\n\r\n3
QuickQuestion_169_V	\r\nHow many wheels does a tricycle have?\r\n\r\n4
QuickQuestion_170_V	\r\nHow many wheels does a unicycle have?\r\n\r\n1
QuickQuestion_171_V	\r\nHow many wheels does a unicycle have?\r\n\r\nNone at all
QuickQuestion_172_V	\r\nCompared to a minute, a second is...\r\n\r\nshorter
QuickQuestion_173_V	\r\nCompared to a minute, a second is...\r\n\r\nlonger
QuickQuestion_174_V	\r\nCompared to a second, a minute is...\r\n\r\nlonger
QuickQuestion_175_V	\r\nCompared to a second, a minute is...\r\n\r\nshorter
QuickQuestion_176_V	{size[7900]}\r\nCompared to a year, a day is...\r\n\r\nshorter{size[6400]}
QuickQuestion_177_V	{size[7900]}\r\nCompared to a year, a day is...\r\n\r\nlonger{size[6400]}
QuickQuestion_178_V	{size[7900]}\r\nCompared to a day, a year is...\r\n\r\nlonger{size[6400]}
QuickQuestion_179_V	{size[7900]}\r\nCompared to a day, a year is...\r\n\r\nshorter{size[6400]}
QuickQuestion_180_V	Which are farther from your eyes, your\r\neyebrows or your eyelashes?\r\n\r\nEyebrows
QuickQuestion_181_V	Which are farther from your eyes, your\r\neyebrows or your eyelashes?\r\n\r\nEyelashes
QuickQuestion_182_V	Which are closer to your eyes, your\r\neyebrows or your eyelashes?\r\n\r\nEyelashes
QuickQuestion_183_V	Which are closer to your eyes, your\r\neyebrows or your eyelashes?\r\n\r\nEyebrows
QuickQuestion_184_V	Which is on the front, your stomach\r\nor your spine?\r\n\r\nStomach
QuickQuestion_185_V	Which is on the front, your stomach\r\nor your spine?\r\n\r\nSpine
QuickQuestion_186_V	Which is on the back, your stomach\r\nor your spine?\r\n\r\nSpine
QuickQuestion_187_V	Which is on the back, your stomach\r\nor your spine?\r\n\r\nStomach
QuickQuestion_188_V	\r\nWhen your stomach rumbles it means...\r\n\r\nyou're hungry
QuickQuestion_189_V	\r\nWhen your stomach rumbles it means...\r\n\r\nyou're tired
QuickQuestion_190_V	{size[7900]}\r\nWhen you sweat, it means...\r\n\r\nyou're hot{size[6400]}
QuickQuestion_191_V	{size[7900]}\r\nWhen you sweat, it means...\r\n\r\nyou're cold{size[6400]}
QuickQuestion_192_V	{size[7900]}\r\nCompared to walking, running is...\r\n\r\nfaster{size[6400]}
QuickQuestion_193_V	{size[7900]}\r\nCompared to walking, running is...\r\n\r\nslower{size[6400]}
QuickQuestion_194_V	{size[7900]}\r\nCompared to running, walking is...\r\n\r\nslower{size[6400]}
QuickQuestion_195_V	{size[7900]}\r\nCompared to running, walking is...\r\n\r\nfaster{size[6400]}
QuickQuestion_196_V	\r\nParticipants in the Olympic Games...\r\n\r\ncan come from anywhere in the world
QuickQuestion_197_V	\r\nParticipants in the Olympic Games...\r\n\r\nmust be Greek
QuickQuestion_198_V	What's a sporting event where\r\ncompetitors run a long way?\r\n\r\nA marathon
QuickQuestion_199_V	What's a sporting event where\r\ncompetitors run a long way?\r\n\r\nJavelin
QuickQuestion_200_V	What's a sport where players kick\r\nthe ball with their feet?\r\n\r\nSoccer
QuickQuestion_201_V	What's a sport where players kick\r\nthe ball with their feet?\r\n\r\nBasketball
QuickQuestion_202_V	\r\nWhat's a sport involving gliding on ice?\r\n\r\nIce skating
QuickQuestion_203_V	\r\nWhat's a sport involving gliding on ice?\r\n\r\nSwimming
QuickQuestion_204_V	What's a sport involving throwing\r\nand hitting a ball?\r\n\r\nBaseball
QuickQuestion_205_V	What's a sport involving throwing\r\nand hitting a ball?\r\n\r\nBoxing
QuickQuestion_206_V	Compared to a soccer ball,\r\na tennis ball is...\r\n\r\nsmaller
QuickQuestion_207_V	Compared to a soccer ball,\r\na tennis ball is...\r\n\r\nlarger
QuickQuestion_208_V	Compared to a soccer ball,\r\na tennis ball is...\r\n\r\nlighter
QuickQuestion_209_V	Compared to a soccer ball,\r\na tennis ball is...\r\n\r\nheavier
QuickQuestion_210_V	\r\nCompared to a tennis ball, a golf ball is...\r\n\r\nlarger
QuickQuestion_211_V	\r\nCompared to a tennis ball, a golf ball is...\r\n\r\nsmaller
QuickQuestion_212_V	{size[7900]}\r\nA day is...\r\n\r\n24 hours long{size[6400]}
QuickQuestion_213_V	{size[7900]}\r\nA day is...\r\n\r\n24 minutes long{size[6400]}
QuickQuestion_214_V	{size[7900]}\r\nAn hour is...\r\n\r\n60 minutes long{size[6400]}
QuickQuestion_215_V	{size[7900]}\r\nAn hour is...\r\n\r\n60 seconds long{size[6400]}
QuickQuestion_216_V	{size[7900]}\r\nA minute is...\r\n\r\n60 seconds long{size[6400]}
QuickQuestion_217_V	{size[7900]}\r\nA minute is...\r\n\r\n60 days long{size[6400]}
QuickQuestion_218_V	Which foot would a runner put\r\nafter their right foot?\r\n\r\nTheir left foot
QuickQuestion_219_V	Which foot would a runner put\r\nafter their right foot?\r\n\r\nTheir right foot
QuickQuestion_220_V	Which foot would a runner put\r\nafter their left foot?\r\n\r\nTheir right foot
QuickQuestion_221_V	Which foot would a runner put\r\nafter their left foot?\r\n\r\nTheir left foot
QuickQuestion_222_V	To stay safe while crossing the street,\r\nchildren should...\r\n\r\nlook both ways before crossing
QuickQuestion_223_V	To stay safe while crossing the street,\r\nchildren should...\r\n\r\nlook both ways after crossing
QuickQuestion_224_V	{size[7900]}\r\nIt's considered polite to...\r\n\r\nwash your hands before eating{size[6400]}
QuickQuestion_225_V	\r\nIt's considered polite to...\r\n\r\nnot wash your hands before eating
QuickQuestion_226_V	{size[7900]}\r\nThe month after May is...\r\n\r\nJune{size[6400]}
QuickQuestion_227_V	{size[7900]}\r\nThe month after May is...\r\n\r\nSeptember{size[6400]}
QuickQuestion_228_V	{size[7900]}\r\nThe month before February is...\r\n\r\nJanuary{size[6400]}
QuickQuestion_229_V	{size[7900]}\r\nThe month before February is...\r\n\r\nJuly{size[6400]}
QuickQuestion_230_V	{size[7900]}\r\nThe month after September is...\r\n\r\nOctober{size[6400]}
QuickQuestion_231_V	{size[7900]}\r\nThe month after September is...\r\n\r\nNovember{size[6400]}
QuickQuestion_232_V	{size[7900]}\r\nThe month before August is...\r\n\r\nJuly{size[6400]}
QuickQuestion_233_V	{size[7900]}\r\nThe month before August is...\r\n\r\nJanuary{size[6400]}
QuickQuestion_234_V	Compared to mashed potatoes,\r\npeanuts are...\r\n\r\nharder
QuickQuestion_235_V	Compared to mashed potatoes,\r\npeanuts are...\r\n\r\nsofter
QuickQuestion_236_V	{size[7900]}\r\nCompared to chips, chocolate is...\r\n\r\nsweeter{size[6400]}
QuickQuestion_237_V	\r\n{size[7900]}Compared to chips, chocolate is...\r\n\r\nnot as sweet{size[6400]}
QuickQuestion_238_V	\r\nCompared to pancakes, ice cream is...\r\n\r\ncolder
QuickQuestion_239_V	\r\nCompared to pancakes, ice cream is...\r\n\r\nnot as cold
ThinkQuestion_00_V	\r\nIf you repeat rock, paper, scissors...\r\n\r\nthe 7th word is rock
ThinkQuestion_01_V	\r\nIf you repeat rock, paper, scissors...\r\n\r\nthe 7th word is paper
ThinkQuestion_02_V	\r\nIf you repeat rock, paper, scissors...\r\n\r\nthe 5th word is paper
ThinkQuestion_03_V	\r\nIf you repeat rock, paper, scissors...\r\n\r\nthe 5th word is scissors
ThinkQuestion_04_V	If the 1st step is with your left foot,\r\nthe 7th is with your...\r\n\r\nleft foot
ThinkQuestion_05_V	If the 1st step is with your left foot,\r\nthe 7th is with your...\r\n\r\nright foot
ThinkQuestion_06_V	If the 1st step is with your right foot,\r\nthe 7th is with your...\r\n\r\nright foot
ThinkQuestion_07_V	If the 1st step is with your right foot,\r\nthe 7th is with your...\r\n\r\nleft foot
ThinkQuestion_08_V	If the 1st step is with your left foot,\r\nthe 6th is with your...\r\n\r\nright foot
ThinkQuestion_09_V	If the 1st step is with your left foot,\r\nthe 6th is with your...\r\n\r\nleft foot
ThinkQuestion_10_V	If the 1st step is with your right foot,\r\nthe 6th is with your...\r\n\r\nleft foot
ThinkQuestion_11_V	If the 1st step is with your right foot,\r\nthe 6th is with your...\r\n\r\nright foot
ThinkQuestion_12_V	{size[7900]}\r\nOn a 6-sided die...\r\n\r\nthere are 21 dots in total{size[6400]}
ThinkQuestion_13_V	{size[7900]}\r\nOn a 6-sided die...\r\n\r\nthere are 20 dots in total{size[6400]}
ThinkQuestion_14_V	{size[7900]}\r\nOn a 6-sided die...\r\n\r\nthere are 8 corners{size[6400]}
ThinkQuestion_15_V	{size[7900]}\r\nOn a 6-sided die...\r\n\r\nthere are 6 corners{size[6400]}
ThinkQuestion_16_V	\r\nThe day after tomorrow's yesterday is...\r\n\r\ntomorrow
ThinkQuestion_17_V	\r\nThe day after tomorrow's yesterday is...\r\n\r\ntoday
ThinkQuestion_18_V	\r\nThe day before yesterday's tomorrow is...\r\n\r\nyesterday
ThinkQuestion_19_V	\r\nThe day before yesterday's tomorrow is...\r\n\r\ntoday
ThinkQuestion_20_V	Yesterday's day after tomorrow's\r\nyesterday is...\r\n\r\ntoday
ThinkQuestion_21_V	Yesterday's day after tomorrow's\r\nyesterday is...\r\n\r\ntomorrow
ThinkQuestion_22_V	Tomorrow's day before yesterday's\r\nyesterday is...\r\n\r\nthe day before yesterday
ThinkQuestion_23_V	Tomorrow's day before yesterday's\r\nyesterday is...\r\n\r\nyesterday
ThinkQuestion_24_V	{size[7900]}\r\n15 minutes before 2:09 am is...\r\n\r\n1:54 am{size[6400]}
ThinkQuestion_25_V	{size[7900]}\r\n15 minutes before 2:09 am is...\r\n\r\n1:56 am{size[6400]}
ThinkQuestion_26_V	{size[7900]}\r\n15 minutes after 2:09 am is...\r\n\r\n2:24 am{size[6400]}
ThinkQuestion_27_V	{size[7900]}\r\n15 minutes after 2:09 am is...\r\n\r\n2:23 am{size[6400]}
ThinkQuestion_28_V	{size[7900]}\r\n5 minutes before 9:02 am is...\r\n\r\n8:57 am{size[6400]}
ThinkQuestion_29_V	{size[7900]}\r\n5 minutes before 9:02 am is...\r\n\r\n8:58 am{size[6400]}
ThinkQuestion_30_V	If you sleep for 8 hours starting\r\nat 10 pm...\r\n\r\nyou wake up at 6 am
ThinkQuestion_31_V	If you sleep for 8 hours starting\r\nat 10 pm...\r\n\r\nyou wake up at 7 am
ThinkQuestion_32_V	If you sleep for 9 hours starting\r\nat 10 pm...\r\n\r\nyou wake up at 7 am
ThinkQuestion_33_V	If you sleep for 9 hours starting\r\nat 10 pm...\r\n\r\nyou wake up at 6 am
ThinkQuestion_34_V	If you pay for a 5-cent purchase\r\nwith $5...\r\n\r\nyour change is $4.95
ThinkQuestion_35_V	If you pay for a 5-cent purchase\r\nwith $5...\r\n\r\nyour change is $4.55
ThinkQuestion_36_V	If you pay for a 50-cent purchase\r\nwith $10...\r\n\r\nyour change is $9.50
ThinkQuestion_37_V	If you pay for a 50-cent purchase\r\nwith $10...\r\n\r\nyour change is $8.50
ThinkQuestion_38_V	If you walk for 60 minutes at a speed\r\nof 1mph...\r\n\r\nyou'll travel 1 mile
ThinkQuestion_39_V	If you walk for 60 minutes at a speed\r\nof 1mph...\r\n\r\nyou'll travel 60 miles
ThinkQuestion_40_V	If you walk for 1 hour at a speed\r\nof 6mph...\r\n\r\nyou'll travel 6 miles
ThinkQuestion_41_V	If you walk for 1 hour at a speed\r\nof 6mph...\r\n\r\nyou'll travel 1 mile
ThinkQuestion_42_V	{size[7900]}\r\nHorse + ostrich = how many legs?\r\n\r\n6{size[6400]}
ThinkQuestion_43_V	{size[7900]}\r\nHorse + ostrich = how many legs?\r\n\r\n4{size[6400]}
ThinkQuestion_44_V	{size[7900]}\r\nHorse + person = how many ears?\r\n\r\n4{size[6400]}
ThinkQuestion_45_V	{size[7900]}\r\nHorse + person = how many ears?\r\n\r\n6{size[6400]}
ThinkQuestion_46_V	{size[7900]}\r\nDog + snake + spider =\r\n\r\n12 legs in total{size[6400]}
ThinkQuestion_47_V	{size[7900]}\r\nDog + snake + spider =\r\n\r\n14 legs in total{size[6400]}
ThinkQuestion_48_V	{size[7900]}\r\nFlamingo + worm + cat =\r\n\r\n6 legs in total{size[6400]}
ThinkQuestion_49_V	{size[7900]}\r\nFlamingo + worm + cat =\r\n\r\n5 legs in total{size[6400]}
ThinkQuestion_50_V	{size[7900]}\r\nSquid + octopus + cat =\r\n\r\n22 limbs in total{size[6400]}
ThinkQuestion_51_V	{size[7900]}\r\nSquid + octopus + cat =\r\n\r\n20 limbs in total{size[6400]}
ThinkQuestion_52_V	If you're facing east, the direction\r\nto your right is...\r\n\r\nsouth
ThinkQuestion_53_V	If you're facing east, the direction\r\nto your right is...\r\n\r\nnorth
ThinkQuestion_54_V	If you're facing east, the direction\r\nto your left is...\r\n\r\nnorth
ThinkQuestion_55_V	If you're facing east, the direction\r\nto your left is...\r\n\r\nsouth
ThinkQuestion_56_V	If you're facing west, the direction\r\nto your right is...\r\n\r\nnorth
ThinkQuestion_57_V	If you're facing west, the direction\r\nto your right is...\r\n\r\nsouth
ThinkQuestion_58_V	If you're facing west, the direction\r\nto your left is...\r\n\r\nsouth
ThinkQuestion_59_V	If you're facing west, the direction\r\nto your left is...\r\n\r\nnorth
ThinkQuestion_60_V	If you're facing north and turn 180°\r\nto the right...\r\n\r\nthe direction to your left is east
ThinkQuestion_61_V	If you're facing north and turn 180°\r\nto the right...\r\n\r\nthe direction to your left is west
ThinkQuestion_62_V	If you're facing north and turn 180°\r\nto the right...\r\n\r\nthe direction to your right is west
ThinkQuestion_63_V	If you're facing north and turn 180°\r\nto the right...\r\n\r\nthe direction to your right is east
ThinkQuestion_64_V	If you're facing south and turn 180°\r\nto the right...\r\n\r\nthe direction to your left is west
ThinkQuestion_65_V	If you're facing south and turn 180°\r\nto the right...\r\n\r\nthe direction to your left is east
ThinkQuestion_66_V	If you're facing south and turn 180°\r\nto the right...\r\n\r\nthe direction to your right is east
ThinkQuestion_67_V	If you're facing south and turn 180°\r\nto the right...\r\n\r\nthe direction to your right is west
ThinkQuestion_68_V	{size[7900]}\r\n1 week before January 1st is...\r\n\r\nDecember 25th{size[6400]}
ThinkQuestion_69_V	{size[7900]}\r\n1 week before January 1st is...\r\n\r\nDecember 24th{size[6400]}
ThinkQuestion_70_V	{size[7900]}\r\n1 week after December 29th is...\r\n\r\nJanuary 5th{size[6400]}
ThinkQuestion_71_V	{size[7900]}\r\n1 week after December 29th is...\r\n\r\nJanuary 6th{size[6400]}
ThinkQuestion_72_V	{size[7900]}\r\n1 week after January 24th, it's...\r\n\r\nstill January{size[6400]}
ThinkQuestion_73_V	{size[7900]}\r\n1 week after January 24th, it's...\r\n\r\nFebruary{size[6400]}
ThinkQuestion_74_V	{size[7900]}\r\n1 week after February 23rd, it's...\r\n\r\nMarch{size[6400]}
ThinkQuestion_75_V	{size[7900]}\r\n1 week after February 23rd, it's...\r\n\r\nstill February{size[6400]}
