announce.msbt
AnnounceEmpty	お{r2[し]}知{/r2}らせは　まだありません
BuddyHint_4	ホネホネ　こわい…\nたおしても　つぎのターンで\nよみがえったりしたら　ホラーですわ…
BuddyHint_5	あのテキ　とっても　カタそう。\nファイアボールとか　はじいちゃうほど\nカタそうじゃない？
BuddyHint_6	ハンマーが　きかなかったら\nブーツで　ふんじゃえば\nいいじゃない？
BuddyHint_7	すがたが　{r2[き]}消{/r2}えるなんて　ずるいけど、\nマリオさんは　どこにいたかを\nちゃんと　おぼえてますわよね？
BuddyHint_8	ハンマーと　ブーツでは、こうげきが\nとどく　はんいが　ちがうのかも。\nテキを　よく{r2[み]}見{/r2}て　えらびたいです。
BuddyHint_101	おこってる　テキって　おこってるから\nほっとくと　ちょー{r2[きょうりょく]}強力{/r2}な\nこうげきとか　してきそう。
BuddyHint_103	マリオさんの　ＨＰ、\nだいぶ　へっちゃってます！\nキノコ　つかったほうが　いいですわ！
BuddyHint_104	バトルで　なかまが\nいっしょにいるのって、\nすっごい　あんしんかん！
BuddyHint_1001	のこりじかんも　ようちゅうい！\nじかんぎれの　まえに　そろえないと\nちょっと　まずいかも…？
BuddyHint_1002	リングそうさの　{r2[かいすう]}回数{/r2}も　だいじです。\n{r2[き]}気{/r2}づかずに　つかいきっちゃうとか\nけっこう　ありがちかも。
BuddyHint_1003	リングを　うごかして、\nテキを　そろえる。\nこれが　バトルの　きほんです！
BuddyHint_2001	ジャーン！\nバトルでも　で　{r2[よ]}呼{/r2}んでくれたら\nがんばって　ヒント　だしますわよ！
BuddyHint_2002	を{r2[お]}押{/r2}すと　キノピオさんが\nおうえん　してくれるんですって！{[0004]}{r2[なが]}長{/r2}く{r2[お]}押{/r2}すほど　コインもたくさん\nつかうけど、そのぶん　{r2[こうか]}効果{/r2}も\nアップするなんて　すごくない！？
BuddyHint_2003	テキから　にげたいときは、\nを　{r2[ながお]}長押{/r2}し　らしいです！{[0004]}でも　コケちゃう　ときもあるし、\nにげられない　テキも　いそう。\nつかいすぎは　ちゅういかも。
BuddyHint_2004	アイテム　つかってます？\nいがいと　{r2[きょうりょく]}強力{/r2}なものが\nあったりして。
BuddyHint_2005	テキの　せいれつに　しっぱいしたら、\nおもいきって　アイテムを\nつかってみるのも　いいかもしれません。
BuddyHint_2006	にげるの　ムリみたい！\nこれは　たたかうしか　ないかも！
battle_Attack.msbt
BtlPlayerAttack_Boots	{size[4100]}{[0001|0200]}ブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraBoots	{size[4100]}{[0001|0200]}キラブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraKiraBoots	{size[4100]}{[0001|0200]}キラキラブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_LegendBoots	{size[4100]}{[0001|0200]}でんせつのブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_GoldBoots	{size[4100]}{[0001|0200]}ゴールドブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_IronBoots	{size[4100]}{[0001|0200]}アイアンブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraIronBoots	{size[4100]}{[0001|0200]}キラアイアンブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraKiraIronBoots	{size[4100]}{[0001|0200]}キラキラアイアンブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_LegendIronBoots	{size[4100]}{[0001|0200]}でんせつのアイアンブーツ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_Hammer	{size[4100]}{[0001|0200]}ハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraHammer	{size[4100]}{[0001|0200]}キラハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraKiraHammer	{size[4100]}{[0001|0200]}キラキラハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_LegendHammer	{size[4100]}{[0001|0200]}でんせつのハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_GoldHammer	{size[4100]}{[0001|0200]}ゴールドハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_PoiHammer	{size[4100]}{[0001|0200]}ポイなげハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraPoiHammer	{size[4100]}{[0001|0200]}キラポイなげハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_FireHammer	{size[4100]}{[0001|0200]}ファイアハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_IceHammer	{size[4100]}{[0001|0200]}アイスハンマー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_Kinoko	{size[4100]}{[0001|0200]}キノコ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraKinoko	{size[4100]}{[0001|0200]}キラキノコ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraKiraKinoko	{size[4100]}{[0001|0200]}キラキラキノコ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_PowBlock	{size[4100]}{[0001|0200]}ＰＯＷブロック{[0001|ffff]}{size[6400]}
BtlPlayerAttack_FireFlower	{size[4100]}{[0001|0200]}ファイアフラワー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraFireFlower	{size[4100]}{[0001|0200]}キラファイアフラワー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_IceFlower	{size[4100]}{[0001|0200]}アイスフラワー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraIceFlower	{size[4100]}{[0001|0200]}キラアイスフラワー{[0001|ffff]}{size[6400]}
BtlPlayerAttack_Tail	{size[4100]}{[0001|0200]}しっぽ{[0001|ffff]}{size[6400]}
BtlPlayerAttack_KiraTail	{size[4100]}{[0001|0200]}キラしっぽ{[0001|ffff]}{size[6400]}
BtlMagic_Hand	{size[4100]}{[0001|0200]}カミの{r2[て]}手{/r2}{[0001|ffff]}{size[6400]}
BtlMagic_Earth	{size[4100]}{[0001|0200]}{r2[つち]}土{/r2}ガミ{[0001|ffff]}{size[6400]}
BtlMagic_Water	{size[4100]}{[0001|0200]}{r2[みず]}水{/r2}ガミ{[0001|ffff]}{size[6400]}
BtlMagic_Fire	{size[4100]}{[0001|0200]}{r2[ひ]}火{/r2}ガミ{[0001|ffff]}{size[6400]}
BtlMagic_Ice	{size[4100]}{[0001|0200]}{r2[こおり]}氷{/r2}ガミ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_Breath	{size[4100]}{[0001|0200]}サンドブレス{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_Tail	{size[4100]}{[0001|0200]}テイルアタック{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_Earthquake_01	{size[4100]}{[0001|0200]}じしん{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_Earthquake_02	{size[4100]}{[0001|0200]}だいじしん{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_Push	{size[4100]}{[0001|0200]}ふきとばし{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_Heal	{size[4100]}{[0001|0200]}かいふく{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_KING_Breath	{size[4100]}{[0001|0200]}サンドブレス{[0001|ffff]}{size[6400]}
BtlBossAttack_HBE_KING_Earthquake_02	{size[4100]}{[0001|0200]}だいじしん{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_WaterGun	{size[4100]}{[0001|0200]}{r2[みず]}水{/r2}でっぽう{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_WingBite	{size[4100]}{[0001|0200]}ひこうかみつき{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Bite	{size[4100]}{[0001|0200]}かみつき{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Tail	{size[4100]}{[0001|0200]}テイルアタック{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Tsunami	{size[4100]}{[0001|0200]}ビッグウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Tsunami_2nd	{size[4100]}{[0001|0200]}メガウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Tsunami_3rd	{size[4100]}{[0001|0200]}ギガウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Tsunami_4th	{size[4100]}{[0001|0200]}ファイナルウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Whirlpools	{size[4100]}{[0001|0200]}うずまき　しょうかん{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_WhirlpoolsAttack	{size[4100]}{[0001|0200]}あらいながし{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_Wing	{size[4100]}{[0001|0200]}はねビンタ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami	{size[4100]}{[0001|0200]}ビッグウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami_2nd	{size[4100]}{[0001|0200]}メガウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami_3rd	{size[4100]}{[0001|0200]}ギガウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami_4th	{size[4100]}{[0001|0200]}ファイナルウェーブ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FireBall	{size[4100]}{[0001|0200]}ファイアボール{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FireBreath	{size[4100]}{[0001|0200]}ファイアブレス{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_Recover	{size[4100]}{[0001|0200]}フェザーかいしゅう{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_Wind	{size[4100]}{[0001|0200]}はねビンタ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FeatherStorm	{size[4100]}{[0001|0200]}フェザーストーム{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_KING_FireBreath	{size[4100]}{[0001|0200]}ファイアブレス{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Scratch	{size[4100]}{[0001|0200]}ひっかき{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Rolling	{size[4100]}{[0001|0200]}ローリング{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceScratch	{size[4100]}{[0001|0200]}アイスひっかき{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceBeam	{size[4100]}{[0001|0200]}アイスブレス{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceMissile	{size[4100]}{[0001|0200]}アイスアロー{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceJump	{size[4100]}{[0001|0200]}アイスタックル{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceRolling	{size[4100]}{[0001|0200]}アイスローリング{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceMaze	{size[4100]}{[0001|0200]}アイスメイズ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Shuffle	{size[4100]}{[0001|0200]}シャッフル{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceAge	{size[4100]}{[0001|0200]}アイスエイジ{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_KING_IceAge	{size[4100]}{[0001|0200]}アイスエイジ{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Pencil	{size[4100]}{[0001|0200]}エンピツ　レイン{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Dozen	{size[4100]}{[0001|0200]}ローリング・ミサイル{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Bite	{size[4100]}{[0001|0200]}アイアン　バイト{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Weakness	{size[4100]}{[0001|0200]}スーパー　プレス{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_PencilTrapStart	{size[4100]}{[0001|0200]}エンピツ　トラップ{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_PencilReload	{size[4100]}{[0001|0200]}リロード{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomPacchin	{size[4100]}{[0001|0200]}ゴムパッチン{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomGun	{size[4100]}{[0001|0200]}ゴムてっぽう{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomGunPacchin	{size[4100]}{[0001|0200]}まきつきゴムパッチン{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_BigGomPacchin	{size[4100]}{[0001|0200]}デカゴムパッチン{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_TrapPacchin	{size[4100]}{[0001|0200]}パッチントラップ{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_Heal	{size[4100]}{[0001|0200]}よびもどし{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_Heal2	{size[4100]}{[0001|0200]}はやもどし{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_RingPunch	{size[4100]}{[0001|0200]}アナあけ{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_PeraPunch	{size[4100]}{[0001|0200]}ダンシングデコピン{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Whack	{size[4100]}{[0001|0200]}ダンシングプレス{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Jump	{size[4100]}{[0001|0200]}ダンシングフォール{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Paper	{size[4100]}{[0001|0200]}ペーパービート{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Rush	{size[4100]}{[0001|0200]}ダンシングコンボ{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Punchhole	{size[4100]}{[0001|0200]}アナあけ{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_BodyAttack	{size[4100]}{[0001|0200]}ボディアタック{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_BodyPress	{size[4100]}{[0001|0200]}ボディプレス{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_PoundingUp	{size[4100]}{[0001|0200]}はりつけスロー{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_JumpCounter	{size[4100]}{[0001|0200]}テープカウンター{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_TapeStop	{size[4100]}{[0001|0200]}はりマクリ{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_Stick	{size[4100]}{[0001|0200]}ギザギザドリル{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_Hulahoop	{size[4100]}{[0001|0200]}ギザギザフープ{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_RocketAttack	{size[4100]}{[0001|0200]}とつげき{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_GolfAttack	{size[4100]}{[0001|0200]}ゴルフショット{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_TwistAttack	{size[4100]}{[0001|0200]}ひねりおとし{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_FinishAttack	{size[4100]}{[0001|0200]}ファイナルアタック{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_PanelCut	{size[4100]}{[0001|0200]}パネルぎり{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_SewOn	{size[4100]}{[0001|0200]}ぬいつけ{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Spin	{size[4100]}{[0001|0200]}ハリぬき{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun	{size[4100]}{[0001|0200]}ハリマシンガン{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun_RED	{size[4100]}{[0001|0200]}レッドマシンガン{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun_GOLD	{size[4100]}{[0001|0200]}ゴールドマシンガン{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Dog	{size[4100]}{[0001|0200]}わんわんラッシュ{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_JumpCounter	{size[4100]}{[0001|0200]}カウンター{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_Punch	{size[4100]}{[0001|0200]}グーパンチ{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_Throw	{size[4100]}{[0001|0200]}つかみなげ{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ThunderGuard	{size[4100]}{[0001|0200]}カミナリガード{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ThunderAttack	{size[4100]}{[0001|0200]}カミナリ{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ChargeThunderAttack	{size[4100]}{[0001|0200]}でっかいカミナリ{[0001|ffff]}{size[6400]}
kuriboBoots_StampAttack_name	{[0001|0200]}{size[4100]}ふみつけ{size[6400]}{[0001|ffff]}
kuribo_ZutukiAttack_name	{[0001|0200]}{size[4100]}ずつき{size[6400]}{[0001|ffff]}
kuribo_ZutukiTowerAttack_name	{size[4100]}{[0001|0200]}タワーずつき{[0001|ffff]}{size[6400]}
kuribo_ZutukiSiegeAttack_name	{[0001|0200]}{size[4100]}かこんでずつき{size[6400]}{[0001|ffff]}
kuribo_ZutukiWaveAttack_name	{[0001|0200]}{size[4100]}ウェーブずつき{size[6400]}{[0001|ffff]}
kuriboPata_BodyAttack_name	{[0001|0200]}{size[4100]}たいあたり{size[6400]}{[0001|ffff]}
kuriboPata_SiegeAttack_name	{[0001|0200]}{size[4100]}かこんでこうげき{size[6400]}{[0001|ffff]}
kuriboPata_ThrowAttack_name	{[0001|0200]}{size[4100]}みかたなげ{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiAttack_name	{[0001|0200]}{size[4100]}ホネずつき{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiTowerAttack_name	{[0001|0200]}{size[4100]}タワーずつき{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiSiegeAttack_name	{[0001|0200]}{size[4100]}かこんでずつき{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiWaveAttack_name	{[0001|0200]}{size[4100]}ウェーブずつき{size[6400]}{[0001|ffff]}
kuribon_ZutukiAttack_name	{[0001|0200]}{size[4100]}ずつき{size[6400]}{[0001|ffff]}
kuribon_ZutukiTowerAttack_name	{[0001|0200]}{size[4100]}タワーずつき{size[6400]}{[0001|ffff]}
kuribon_ZutukiSiegeAttack_name	{[0001|0200]}{size[4100]}かこんでずつき{size[6400]}{[0001|ffff]}
kuribon_ZutukiWaveAttack_name	{[0001|0200]}{size[4100]}ウェーブずつき{size[6400]}{[0001|ffff]}
heiho_PokapokaAttack_name	{[0001|0200]}{size[4100]}ポカポカこうげき{size[6400]}{[0001|ffff]}
heiho_GroupAttack_name	{size[4100]}{[0001|0200]}タバこうげき{[0001|ffff]}{size[6400]}
heiho_CarryAttack_name	{[0001|0200]}{size[4100]}みかたでこうげき{size[6400]}{[0001|ffff]}
heiho_SurfingAttack_name	{[0001|0200]}{size[4100]}コウラのりヘイホー{size[6400]}{[0001|ffff]}
heiho_PileUpAttack_name	{[0001|0200]}{size[4100]}タワーアタック{size[6400]}{[0001|ffff]}
heiho_PyramidAttack_name	{size[4100]}{[0001|0200]}ピラミッドアタック{[0001|ffff]}{size[6400]}
heihoBlack_HarisenAttack_name	{[0001|0200]}{size[4100]}ハリセンこうげき{size[6400]}{[0001|ffff]}
heihoPropeller_BodyAttack_name	{size[4100]}{[0001|0200]}たいあたり{[0001|ffff]}{size[6400]}
heihoPropeller_SlappingAttack_name	{[0001|0200]}{size[4100]}ポカポカこうげき{size[6400]}{[0001|ffff]}
heihoPropeller_TrampleAttack_name	{size[4100]}{[0001|0200]}ふみつけ{[0001|ffff]}{size[6400]}
heihoPropeller_CarryDropAttack_name	{[0001|0200]}{size[4100]}ポイすてこうげき{size[6400]}{[0001|ffff]}
mucho_BulletAttack_name	{[0001|0200]}{size[4100]}ショット{size[6400]}{[0001|ffff]}
mucho_Bullet3xAttack_name	{[0001|0200]}{size[4100]}スリーショット{size[6400]}{[0001|ffff]}
mucho_TowerAttack_name	{[0001|0200]}{size[4100]}タワーアタック{size[6400]}{[0001|ffff]}
mucho_PyramidAttack_name	{[0001|0200]}{size[4100]}ピラミッドアタック{size[6400]}{[0001|ffff]}
mucho_GroupBulletAttack_name	{[0001|0200]}{size[4100]}ならんでショット{size[6400]}{[0001|ffff]}
mucho_LinkBulletAttack_name	{[0001|0200]}{size[4100]}みんなでショット{size[6400]}{[0001|ffff]}
nokonoko_KouraAttack_name	{[0001|0200]}{size[4100]}コウラアタック{size[6400]}{[0001|ffff]}
nokonoko_PendulumAttack_name	{size[4100]}{[0001|0200]}コウラスパーク{[0001|ffff]}{size[6400]}
nokonoko_TowerAttack_name	{[0001|0200]}{size[4100]}タワーアタック{size[6400]}{[0001|ffff]}
nokonoko_SiegeAttack_name	{[0001|0200]}{size[4100]}みんなでコウラアタック{size[6400]}{[0001|ffff]}
patapata_KouraAttack_name	{[0001|0200]}{size[4100]}とびコウラアタック{size[6400]}{[0001|ffff]}
patapata_HipDropAttack_name	{[0001|0200]}{size[4100]}とびゲリ{size[6400]}{[0001|ffff]}
patapata_SiegeAttack_name	{[0001|0200]}{size[4100]}みんなでコウラアタック{size[6400]}{[0001|ffff]}
patapata_CarryDropAttack_name	{[0001|0200]}{size[4100]}ポイすてこうげき{size[6400]}{[0001|ffff]}
met_KouraAttack_name	{[0001|0200]}{size[4100]}コウラアタック{size[6400]}{[0001|ffff]}
met_PendulumAttack_name	{[0001|0200]}{size[4100]}コウラスパーク{size[6400]}{[0001|ffff]}
met_BundleAttack_name	{[0001|0200]}{size[4100]}タバでコウラアタック{size[6400]}{[0001|ffff]}
met_RollingAttack_name	{[0001|0200]}{size[4100]}みんなでコウラアタック{size[6400]}{[0001|ffff]}
met_TowerAttack_name	{[0001|0200]}{size[4100]}タワーアタック{size[6400]}{[0001|ffff]}
metToge_KouraAttack_name	{[0001|0200]}{size[4100]}コウラアタック{size[6400]}{[0001|ffff]}
metToge_SkewerAttack_name	{[0001|0200]}{size[4100]}くしざし{size[6400]}{[0001|ffff]}
metToge_SiegeAttack_name	{[0001|0200]}{size[4100]}みんなでコウラアタック{size[6400]}{[0001|ffff]}
togezo_KouraAttack_name	{[0001|0200]}{size[4100]}コウラアタック{size[6400]}{[0001|ffff]}
togezo_BundleAttack_name	{[0001|0200]}{size[4100]}タバこうげき{size[6400]}{[0001|ffff]}
