announce.msbt
AnnounceEmpty	No notifications yet.
BtlPlayerAttack_PowBlock	{s[065]}\x0e\0\x01\x02\x02\0POW Block\x0e\0\x01\x02\xff\xff{s[100]}
BtlPlayerAttack_FireFlower	{s[065]}\x0e\0\x01\x02\x02\0Fire Flower\x0e\0\x01\x02\xff\xff{s[100]}
BtlPlayerAttack_KiraFireFlower	{s[065]}\x0e\0\x01\x02\x02\0Shiny Fire Flower\x0e\0\x01\x02\xff\xff{s[100]}
BtlPlayerAttack_IceFlower	{s[065]}\x0e\0\x01\x02\x02\0Ice Flower\x0e\0\x01\x02\xff\xff{s[100]}
BtlPlayerAttack_KiraIceFlower	{s[065]}\x0e\0\x01\x02\x02\0Shiny Ice Flower\x0e\0\x01\x02\xff\xff{s[100]}
BtlPlayerAttack_Tail	{s[065]}\x0e\0\x01\x02\x02\0Tail\x0e\0\x01\x02\xff\xff{s[100]}
BtlPlayerAttack_KiraTail	{s[065]}\x0e\0\x01\x02\x02\0Shiny Tail\x0e\0\x01\x02\xff\xff{s[100]}
BtlMagic_Hand	{s[065]}\x0e\0\x01\x02\x02\01,000-Fold Arms\x0e\0\x01\x02\xff\xff{s[100]}
BtlMagic_Earth	{s[065]}\x0e\0\x01\x02\x02\0Earth Vellumental\x0e\0\x01\x02\xff\xff{s[100]}
BtlMagic_Water	{s[065]}\x0e\0\x01\x02\x02\0Water Vellumental\x0e\0\x01\x02\xff\xff{s[100]}
BtlMagic_Fire	{s[065]}\x0e\0\x01\x02\x02\0Fire Vellumental\x0e\0\x01\x02\xff\xff{s[100]}
BtlMagic_Ice	{s[065]}\x0e\0\x01\x02\x02\0Ice Vellumental\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_Breath	{s[065]}\x0e\0\x01\x02\x02\0Sandblast\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_Tail	{s[065]}\x0e\0\x01\x02\x02\0Tremor Tail\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_Earthquake_01	{s[065]}\x0e\0\x01\x02\x02\0Earthquake\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_Earthquake_02	{s[065]}\x0e\0\x01\x02\x02\0Mega Earthquake\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_Push	{s[065]}\x0e\0\x01\x02\x02\0Rough Landing\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_Heal	{s[065]}\x0e\0\x01\x02\x02\0Terrepair\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_KING_Breath	{s[065]}\x0e\0\x01\x02\x02\0Sandblast\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBE_KING_Earthquake_02	{s[065]}\x0e\0\x01\x02\x02\0Mega Earthquake\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_WaterGun	{s[065]}\x0e\0\x01\x02\x02\0Water Pistol\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_WingBite	{s[065]}\x0e\0\x01\x02\x02\0Flying Bite\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Bite	{s[065]}\x0e\0\x01\x02\x02\0Bite\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Tail	{s[065]}\x0e\0\x01\x02\x02\0Wyvern Whip\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Tsunami	{s[065]}\x0e\0\x01\x02\x02\0Big Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Tsunami_2nd	{s[065]}\x0e\0\x01\x02\x02\0Mega Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Tsunami_3rd	{s[065]}\x0e\0\x01\x02\x02\0Giga Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Tsunami_4th	{s[065]}\x0e\0\x01\x02\x02\0Ultimate Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Whirlpools	{s[065]}\x0e\0\x01\x02\x02\0Summon Spouts\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_WhirlpoolsAttack	{s[065]}\x0e\0\x01\x02\x02\0Wash Away\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_Wing	{s[065]}\x0e\0\x01\x02\x02\0Wing Ding\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_KING_Tsunami	{s[065]}\x0e\0\x01\x02\x02\0Big Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_KING_Tsunami_2nd	{s[065]}\x0e\0\x01\x02\x02\0Mega Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_KING_Tsunami_3rd	{s[065]}\x0e\0\x01\x02\x02\0Giga Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBW_KING_Tsunami_4th	{s[065]}\x0e\0\x01\x02\x02\0Ultimate Wave\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBF_FireBall	{s[065]}\x0e\0\x01\x02\x02\0Fireball\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBF_FireBreath	{s[065]}\x0e\0\x01\x02\x02\0Flamecrower\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBF_Recover	{s[065]}\x0e\0\x01\x02\x02\0Hot Wings\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBF_Wind	{s[065]}\x0e\0\x01\x02\x02\0Mild Wings\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBF_FeatherStorm	{s[065]}\x0e\0\x01\x02\x02\0Molten Feathers\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBF_KING_FireBreath	{s[065]}\x0e\0\x01\x02\x02\0Flamecrower\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_Scratch	{s[065]}\x0e\0\x01\x02\x02\0Bear Claw\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_Rolling	{s[065]}\x0e\0\x01\x02\x02\0Bowler Bear\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_IceScratch	{s[065]}\x0e\0\x01\x02\x02\0Cold Claw\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_IceBeam	{s[065]}\x0e\0\x01\x02\x02\0Glacier Beam\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_IceMissile	{s[065]}\x0e\0\x01\x02\x02\0Piercing Cold\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_IceJump	{s[065]}\x0e\0\x01\x02\x02\0Ice Breaker\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_IceRolling	{s[065]}\x0e\0\x01\x02\x02\0Polar Roller\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_IceMaze	{s[065]}\x0e\0\x01\x02\x02\0Ice Maze\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_Shuffle	{s[065]}\x0e\0\x01\x02\x02\0Slippery Shuffle\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_IceAge	{s[065]}\x0e\0\x01\x02\x02\0Ice Age\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HBI_KING_IceAge	{s[065]}\x0e\0\x01\x02\x02\0Ice Age\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_PEN_Pencil	{s[065]}\x0e\0\x01\x02\x02\0Pencil Rain\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_PEN_Dozen	{s[065]}\x0e\0\x01\x02\x02\0Rainbow Roll\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_PEN_Bite	{s[065]}\x0e\0\x01\x02\x02\0Snap Shut\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_PEN_Weakness	{s[065]}\x0e\0\x01\x02\x02\0Worst Case\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_PEN_PencilTrapStart	{s[065]}\x0e\0\x01\x02\x02\0Primary Target\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_PEN_PencilReload	{s[065]}\x0e\0\x01\x02\x02\0Reloading...\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_RubberBand_GomPacchin	{s[065]}\x0e\0\x01\x02\x02\0Snapback\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_RubberBand_GomGun	{s[065]}\x0e\0\x01\x02\x02\0Rubber Bind\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_RubberBand_GomGunPacchin	{s[065]}\x0e\0\x01\x02\x02\0Trapped Snapback\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_RubberBand_BigGomPacchin	{s[065]}\x0e\0\x01\x02\x02\0Solo Snapback\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_RubberBand_TrapPacchin	{s[065]}\x0e\0\x01\x02\x02\0Bumper Bands\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_RubberBand_Heal	{s[065]}\x0e\0\x01\x02\x02\0Pullback\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_RubberBand_Heal2	{s[065]}\x0e\0\x01\x02\x02\0Quick Pullback\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HPC_RingPunch	{s[065]}\x0e\0\x01\x02\x02\0Hole Punch\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HPC_PeraPunch	{s[065]}\x0e\0\x01\x02\x02\0Base Slap\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HPC_Whack	{s[065]}\x0e\0\x01\x02\x02\0Main Squeeze\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HPC_Jump	{s[065]}\x0e\0\x01\x02\x02\0Gettin' Down\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HPC_Paper	{s[065]}\x0e\0\x01\x02\x02\0Throwing Punches\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HPC_Rush	{s[065]}\x0e\0\x01\x02\x02\0The Whole Punch\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_HPC_Punchhole	{s[065]}\x0e\0\x01\x02\x02\0Hole Punch\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_TapeBase_BodyAttack	{s[065]}\x0e\0\x01\x02\x02\0Dispenser Smack\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_TapeBase_BodyPress	{s[065]}\x0e\0\x01\x02\x02\0Dispenser Slam\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_TapeBase_PoundingUp	{s[065]}\x0e\0\x01\x02\x02\0Sticky Whip\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_TapeBase_JumpCounter	{s[065]}\x0e\0\x01\x02\x02\0Sticky Snag\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_TapeBase_TapeStop	{s[065]}\x0e\0\x01\x02\x02\0Roll Out\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_TapeBase_Stick	{s[065]}\x0e\0\x01\x02\x02\0Sticky Drill\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_TapeBase_Hulahoop	{s[065]}\x0e\0\x01\x02\x02\0Sticky Spin\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Scissors_RocketAttack	{s[065]}\x0e\0\x01\x02\x02\0Dull Edge\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Scissors_GolfAttack	{s[065]}\x0e\0\x01\x02\x02\0Safe Tee\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Scissors_TwistAttack	{s[065]}\x0e\0\x01\x02\x02\0Sharp Drop\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Scissors_FinishAttack	{s[065]}\x0e\0\x01\x02\x02\0Final Cut\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Scissors_PanelCut	{s[065]}\x0e\0\x01\x02\x02\0Cutting Board\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Stapler_SewOn	{s[065]}\x0e\0\x01\x02\x02\0Dog Tag\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Stapler_Spin	{s[065]}\x0e\0\x01\x02\x02\0Untag Wag\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Stapler_Gun	{s[065]}\x0e\0\x01\x02\x02\0Staple Gun\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Stapler_Gun_RED	{s[065]}\x0e\0\x01\x02\x02\0Red Staple Gun\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Stapler_Gun_GOLD	{s[065]}\x0e\0\x01\x02\x02\0Gold Staple Gun\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Stapler_Dog	{s[065]}\x0e\0\x01\x02\x02\0Bite Barrage\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Jynken_JumpCounter	{s[065]}\x0e\0\x01\x02\x02\0Asp Grasp\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Jynken_Punch	{s[065]}\x0e\0\x01\x02\x02\0Bopperhead\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_Jynken_Throw	{s[065]}\x0e\0\x01\x02\x02\0Cobra Throw\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_BossKK_ThunderGuard	{s[065]}\x0e\0\x01\x02\x02\0Thunder Guard\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_BossKK_ThunderAttack	{s[065]}\x0e\0\x01\x02\x02\0Thunder\x0e\0\x01\x02\xff\xff{s[100]}
BtlBossAttack_BossKK_ChargeThunderAttack	{s[065]}\x0e\0\x01\x02\x02\0Heavy Thunder\x0e\0\x01\x02\xff\xff{s[100]}
kuriboBoots_StampAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stomp\x0e\0\x01\x02\xff\xff{s[100]}
kuribo_ZutukiAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Headbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuribo_ZutukiTowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
kuribo_ZutukiSiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Headbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuribo_ZutukiWaveAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Wave Headbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuriboPata_BodyAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Flyin' Headbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuriboPata_SiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Headbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuriboPata_ThrowAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Foe Throw\x0e\0\x01\x02\xff\xff{s[100]}
kuriboBone_ZutukiAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Skullbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuriboBone_ZutukiTowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
kuriboBone_ZutukiSiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Skullbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuriboBone_ZutukiWaveAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Wave Skullbonk\x0e\0\x01\x02\xff\xff{s[100]}
kuribon_ZutukiAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Headbalonk\x0e\0\x01\x02\xff\xff{s[100]}
kuribon_ZutukiTowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
kuribon_ZutukiSiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Headbalonk\x0e\0\x01\x02\xff\xff{s[100]}
kuribon_ZutukiWaveAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Wave Headbalonk\x0e\0\x01\x02\xff\xff{s[100]}
heiho_PokapokaAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Blush Rush\x0e\0\x01\x02\xff\xff{s[100]}
heiho_GroupAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stack Attack\x0e\0\x01\x02\xff\xff{s[100]}
heiho_CarryAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Ally Attack\x0e\0\x01\x02\xff\xff{s[100]}
heiho_SurfingAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shell Rider\x0e\0\x01\x02\xff\xff{s[100]}
heiho_PileUpAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
heiho_PyramidAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Pyramid Attack\x0e\0\x01\x02\xff\xff{s[100]}
heihoBlack_HarisenAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Paper Fan\x0e\0\x01\x02\xff\xff{s[100]}
heihoPropeller_BodyAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Blush from Above\x0e\0\x01\x02\xff\xff{s[100]}
heihoPropeller_SlappingAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Flyin' Blush Rush\x0e\0\x01\x02\xff\xff{s[100]}
heihoPropeller_TrampleAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stomp\x0e\0\x01\x02\xff\xff{s[100]}
heihoPropeller_CarryDropAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Drop Attack\x0e\0\x01\x02\xff\xff{s[100]}
mucho_BulletAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bullet\x0e\0\x01\x02\xff\xff{s[100]}
mucho_Bullet3xAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bullet Barrage\x0e\0\x01\x02\xff\xff{s[100]}
mucho_TowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
mucho_PyramidAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Pyramid Attack\x0e\0\x01\x02\xff\xff{s[100]}
mucho_GroupBulletAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Shot\x0e\0\x01\x02\xff\xff{s[100]}
mucho_LinkBulletAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Firing Squad\x0e\0\x01\x02\xff\xff{s[100]}
nokonoko_KouraAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
nokonoko_PendulumAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shell Spark\x0e\0\x01\x02\xff\xff{s[100]}
nokonoko_TowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
nokonoko_SiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
patapata_KouraAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Flyin' Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
patapata_HipDropAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Flyin' Kick\x0e\0\x01\x02\xff\xff{s[100]}
patapata_SiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
patapata_CarryDropAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Drop Attack\x0e\0\x01\x02\xff\xff{s[100]}
met_KouraAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
met_PendulumAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shell Spark\x0e\0\x01\x02\xff\xff{s[100]}
met_BundleAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
met_RollingAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
met_TowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
metToge_KouraAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
metToge_SkewerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Skewer\x0e\0\x01\x02\xff\xff{s[100]}
metToge_SiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
togezo_KouraAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
togezo_BundleAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stack Attack\x0e\0\x01\x02\xff\xff{s[100]}
togezo_RollingAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Rolling Attack\x0e\0\x01\x02\xff\xff{s[100]}
togezo_SiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Group Shell Shot\x0e\0\x01\x02\xff\xff{s[100]}
basabasa_BodyAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Battering Ram\x0e\0\x01\x02\xff\xff{s[100]}
basabasa_SiegeBodyAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Assault & Battery\x0e\0\x01\x02\xff\xff{s[100]}
basabasa_RushAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Big Battering Ram\x0e\0\x01\x02\xff\xff{s[100]}
basabasa_DropbombAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bombs Away\x0e\0\x01\x02\xff\xff{s[100]}
chuchu_RushAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Rattack\x0e\0\x01\x02\xff\xff{s[100]}
chuchu_GroupBodyAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Rattack\x0e\0\x01\x02\xff\xff{s[100]}
chuchu_CoinAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Steal\x0e\0\x01\x02\xff\xff{s[100]}
chuchu_GroupCoinAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Steal\x0e\0\x01\x02\xff\xff{s[100]}
chuchu_SiegeCoinAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Loose Change\x0e\0\x01\x02\xff\xff{s[100]}
pakkunFlower_EatAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bite\x0e\0\x01\x02\xff\xff{s[100]}
pakkunFlower_FireAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Fireball\x0e\0\x01\x02\xff\xff{s[100]}
pakkunFlower_SiegeFireAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Fireball Frenzy\x0e\0\x01\x02\xff\xff{s[100]}
pakkunFlower_ThrowAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Plant Pitch\x0e\0\x01\x02\xff\xff{s[100]}
peePakkun_EatAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bite\x0e\0\x01\x02\xff\xff{s[100]}
peePakkun_FireAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Fireball\x0e\0\x01\x02\xff\xff{s[100]}
peePakkun_SiegeEatAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bite Barrage\x0e\0\x01\x02\xff\xff{s[100]}
peePakkun_SiegeFireAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Fireball Frenzy\x0e\0\x01\x02\xff\xff{s[100]}
puchiPakkun_EatAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bite\x0e\0\x01\x02\xff\xff{s[100]}
puchiPakkun_SiegeEatAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bite Barrage\x0e\0\x01\x02\xff\xff{s[100]}
fufuPakkun_EatAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bite\x0e\0\x01\x02\xff\xff{s[100]}
fufuPakkun_ShuringanAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Ball Toss\x0e\0\x01\x02\xff\xff{s[100]}
fufuPakkun_MagicAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Spell Toss\x0e\0\x01\x02\xff\xff{s[100]}
fufuPakkun_SiegeEatAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bite Barrage\x0e\0\x01\x02\xff\xff{s[100]}
fufuPakkun_SiegeShuringanAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Team Toss\x0e\0\x01\x02\xff\xff{s[100]}
fufuPakkun_ThrowAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Plant Pitch\x0e\0\x01\x02\xff\xff{s[100]}
kanikichi_CutterAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Slice 'n' Dice\x0e\0\x01\x02\xff\xff{s[100]}
kanikichi_AngryAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Deep Cut\x0e\0\x01\x02\xff\xff{s[100]}
kanikichi_CutterBundleAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Slice 'n' Dice\x0e\0\x01\x02\xff\xff{s[100]}
kanikichi_AngryBundleAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Deep Cut\x0e\0\x01\x02\xff\xff{s[100]}
teresa_BintaAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Spooky Slap\x0e\0\x01\x02\xff\xff{s[100]}
teresa_SpookAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Spooky Surprise\x0e\0\x01\x02\xff\xff{s[100]}
teresa_SiegeSpookAttack_name	{s[065]}\x0e\0\x01\x02\x02\0The Full Haunty\x0e\0\x01\x02\xff\xff{s[100]}
pukupuku_BodyAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Flyin' Fish\x0e\0\x01\x02\xff\xff{s[100]}
pukupuku_WaterAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Water Pistol\x0e\0\x01\x02\xff\xff{s[100]}
pukupuku_BallAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stone Shot\x0e\0\x01\x02\xff\xff{s[100]}
pukupuku_TowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
pukupuku_WaterSiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Water Pistol\x0e\0\x01\x02\xff\xff{s[100]}
karon_BoneAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Bone Toss\x0e\0\x01\x02\xff\xff{s[100]}
karon_GroupBoneAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Stacked Bone Toss\x0e\0\x01\x02\xff\xff{s[100]}
hakkun_BodyAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Ninja Strike\x0e\0\x01\x02\xff\xff{s[100]}
hakkun_BodyTowerAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
hakkun_BodyTowerCloningAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Clone Tower Attack\x0e\0\x01\x02\xff\xff{s[100]}
hakkun_ShurikenAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Shuriken Toss\x0e\0\x01\x02\xff\xff{s[100]}
hakkun_ShurikenSiegeAttack_name	{s[065]}\x0e\0\x01\x02\x02\0Sure-They-Can\x0e\0\x01\x02\xff\xff{s[100]}
