announce.msbt
AnnounceEmpty	暂无通知
BtlBossAttack_HBW_KING_Tsunami_2nd	{size[4100]}{[0001|1700]}巨浪{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami_3rd	{size[4100]}{[0001|1700]}滔天巨浪{[0001|ffff]}{size[6400]}
BtlBossAttack_HBW_KING_Tsunami_4th	{size[4100]}{[0001|1700]}末日巨浪{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FireBall	{size[4100]}{[0001|1700]}火球{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FireBreath	{size[4100]}{[0001|1700]}火焰吐息{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_Recover	{size[4100]}{[0001|1700]}召回炽羽{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_Wind	{size[4100]}{[0001|1700]}翅膀拍击{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_FeatherStorm	{size[4100]}{[0001|1700]}炽羽风暴{[0001|ffff]}{size[6400]}
BtlBossAttack_HBF_KING_FireBreath	{size[4100]}{[0001|1700]}火焰吐息{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Scratch	{size[4100]}{[0001|1700]}爪击{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Rolling	{size[4100]}{[0001|1700]}回旋冲撞{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceScratch	{size[4100]}{[0001|1700]}极冻爪击{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceBeam	{size[4100]}{[0001|1700]}极冻吐息{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceMissile	{size[4100]}{[0001|1700]}极冻箭矢{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceJump	{size[4100]}{[0001|1700]}极冻猛击{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceRolling	{size[4100]}{[0001|1700]}极冻冲撞{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceMaze	{size[4100]}{[0001|1700]}极冻迷宫{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_Shuffle	{size[4100]}{[0001|1700]}大洗牌{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_IceAge	{size[4100]}{[0001|1700]}冰河时期{[0001|ffff]}{size[6400]}
BtlBossAttack_HBI_KING_IceAge	{size[4100]}{[0001|1700]}冰河时期{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Pencil	{size[4100]}{[0001|1700]}铅笔弹雨{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Dozen	{size[4100]}{[0001|1700]}回旋导弹{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Bite	{size[4100]}{[0001|1700]}钢铁之颚{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_Weakness	{size[4100]}{[0001|1700]}泰山压顶{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_PencilTrapStart	{size[4100]}{[0001|1700]}铅笔陷阱{[0001|ffff]}{size[6400]}
BtlBossAttack_PEN_PencilReload	{size[4100]}{[0001|1700]}重新装填{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomPacchin	{size[4100]}{[0001|1700]}橡皮筋打击{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomGun	{size[4100]}{[0001|1700]}橡皮筋连环射{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_GomGunPacchin	{size[4100]}{[0001|1700]}缠身橡皮筋打击{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_BigGomPacchin	{size[4100]}{[0001|1700]}巨大橡皮筋打击{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_TrapPacchin	{size[4100]}{[0001|1700]}橡皮筋陷阱{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_Heal	{size[4100]}{[0001|1700]}召回{[0001|ffff]}{size[6400]}
BtlBossAttack_RubberBand_Heal2	{size[4100]}{[0001|1700]}快速召回{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_RingPunch	{size[4100]}{[0001|1700]}打孔{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_PeraPunch	{size[4100]}{[0001|1700]}弹额头之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Whack	{size[4100]}{[0001|1700]}重压之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Jump	{size[4100]}{[0001|1700]}坠落之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Paper	{size[4100]}{[0001|1700]}纸屑喷射{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Rush	{size[4100]}{[0001|1700]}连击之舞{[0001|ffff]}{size[6400]}
BtlBossAttack_HPC_Punchhole	{size[4100]}{[0001|1700]}打孔{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_BodyAttack	{size[4100]}{[0001|1700]}胶带座攻击{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_BodyPress	{size[4100]}{[0001|1700]}胶带座重压{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_PoundingUp	{size[4100]}{[0001|1700]}黏贴抛摔{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_JumpCounter	{size[4100]}{[0001|1700]}胶带反击{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_TapeStop	{size[4100]}{[0001|1700]}到处乱贴{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_Stick	{size[4100]}{[0001|1700]}锯齿钻击{[0001|ffff]}{size[6400]}
BtlBossAttack_TapeBase_Hulahoop	{size[4100]}{[0001|1700]}锯齿呼啦圈{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_RocketAttack	{size[4100]}{[0001|1700]}突击{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_GolfAttack	{size[4100]}{[0001|1700]}高尔夫击球{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_TwistAttack	{size[4100]}{[0001|1700]}螺旋坠落{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_FinishAttack	{size[4100]}{[0001|1700]}末日攻击{[0001|ffff]}{size[6400]}
BtlBossAttack_Scissors_PanelCut	{size[4100]}{[0001|1700]}剪碎面板{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_SewOn	{size[4100]}{[0001|1700]}装订{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Spin	{size[4100]}{[0001|1700]}起钉{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun	{size[4100]}{[0001|1700]}订书钉机关枪{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun_RED	{size[4100]}{[0001|1700]}红钉机关枪{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Gun_GOLD	{size[4100]}{[0001|1700]}金钉机关枪{[0001|ffff]}{size[6400]}
BtlBossAttack_Stapler_Dog	{size[4100]}{[0001|1700]}狂犬猛攻{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_JumpCounter	{size[4100]}{[0001|1700]}反击{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_Punch	{size[4100]}{[0001|1700]}石头拳{[0001|ffff]}{size[6400]}
BtlBossAttack_Jynken_Throw	{size[4100]}{[0001|1700]}抓来摔摔{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ThunderGuard	{size[4100]}{[0001|1700]}落雷防御{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ThunderAttack	{size[4100]}{[0001|1700]}落雷{[0001|ffff]}{size[6400]}
BtlBossAttack_BossKK_ChargeThunderAttack	{size[4100]}{[0001|1700]}巨大落雷{[0001|ffff]}{size[6400]}
kuriboBoots_StampAttack_name	{[0001|1700]}{size[4100]}重踏{size[6400]}{[0001|ffff]}
kuribo_ZutukiAttack_name	{[0001|1700]}{size[4100]}头锤{size[6400]}{[0001|ffff]}
kuribo_ZutukiTowerAttack_name	{size[4100]}{[0001|1700]}叠叠乐头锤{[0001|ffff]}{size[6400]}
kuribo_ZutukiSiegeAttack_name	{[0001|1700]}{size[4100]}包围头锤{size[6400]}{[0001|ffff]}
kuribo_ZutukiWaveAttack_name	{[0001|1700]}{size[4100]}连续头锤{size[6400]}{[0001|ffff]}
kuriboPata_BodyAttack_name	{[0001|1700]}{size[4100]}冲撞{size[6400]}{[0001|ffff]}
kuriboPata_SiegeAttack_name	{[0001|1700]}{size[4100]}包围攻击{size[6400]}{[0001|ffff]}
kuriboPata_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷同伴{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiAttack_name	{[0001|1700]}{size[4100]}枯骨头锤{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiTowerAttack_name	{[0001|1700]}{size[4100]}叠叠乐头锤{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiSiegeAttack_name	{[0001|1700]}{size[4100]}包围头锤{size[6400]}{[0001|ffff]}
kuriboBone_ZutukiWaveAttack_name	{[0001|1700]}{size[4100]}连续头锤{size[6400]}{[0001|ffff]}
kuribon_ZutukiAttack_name	{[0001|1700]}{size[4100]}头锤{size[6400]}{[0001|ffff]}
kuribon_ZutukiTowerAttack_name	{[0001|1700]}{size[4100]}叠叠乐头锤{size[6400]}{[0001|ffff]}
kuribon_ZutukiSiegeAttack_name	{[0001|1700]}{size[4100]}包围头锤{size[6400]}{[0001|ffff]}
kuribon_ZutukiWaveAttack_name	{[0001|1700]}{size[4100]}连续头锤{size[6400]}{[0001|ffff]}
heiho_PokapokaAttack_name	{[0001|1700]}{size[4100]}乱拍攻击{size[6400]}{[0001|ffff]}
heiho_GroupAttack_name	{size[4100]}{[0001|1700]}重叠攻击{[0001|ffff]}{size[6400]}
heiho_CarryAttack_name	{[0001|1700]}{size[4100]}用同伴攻击{size[6400]}{[0001|ffff]}
heiho_SurfingAttack_name	{[0001|1700]}{size[4100]}龟壳骑士嘿呵{size[6400]}{[0001|ffff]}
heiho_PileUpAttack_name	{[0001|1700]}{size[4100]}叠叠乐攻击{size[6400]}{[0001|ffff]}
heiho_PyramidAttack_name	{size[4100]}{[0001|1700]}金字塔攻击{[0001|ffff]}{size[6400]}
heihoBlack_HarisenAttack_name	{[0001|1700]}{size[4100]}纸扇攻击{size[6400]}{[0001|ffff]}
heihoPropeller_BodyAttack_name	{size[4100]}{[0001|1700]}冲撞{[0001|ffff]}{size[6400]}
heihoPropeller_SlappingAttack_name	{[0001|1700]}{size[4100]}乱拍攻击{size[6400]}{[0001|ffff]}
heihoPropeller_TrampleAttack_name	{size[4100]}{[0001|1700]}重踏{[0001|ffff]}{size[6400]}
heihoPropeller_CarryDropAttack_name	{[0001|1700]}{size[4100]}乱扔攻击{size[6400]}{[0001|ffff]}
mucho_BulletAttack_name	{[0001|1700]}{size[4100]}射击{size[6400]}{[0001|ffff]}
mucho_Bullet3xAttack_name	{[0001|1700]}{size[4100]}三连射{size[6400]}{[0001|ffff]}
mucho_TowerAttack_name	{[0001|1700]}{size[4100]}叠叠乐攻击{size[6400]}{[0001|ffff]}
mucho_PyramidAttack_name	{[0001|1700]}{size[4100]}金字塔攻击{size[6400]}{[0001|ffff]}
mucho_GroupBulletAttack_name	{[0001|1700]}{size[4100]}列队射击{size[6400]}{[0001|ffff]}
mucho_LinkBulletAttack_name	{[0001|1700]}{size[4100]}全体射击{size[6400]}{[0001|ffff]}
nokonoko_KouraAttack_name	{[0001|1700]}{size[4100]}龟壳攻击{size[6400]}{[0001|ffff]}
nokonoko_PendulumAttack_name	{size[4100]}{[0001|1700]}龟壳撞球{[0001|ffff]}{size[6400]}
nokonoko_TowerAttack_name	{[0001|1700]}{size[4100]}叠叠乐攻击{size[6400]}{[0001|ffff]}
nokonoko_SiegeAttack_name	{[0001|1700]}{size[4100]}全体龟壳攻击{size[6400]}{[0001|ffff]}
patapata_KouraAttack_name	{[0001|1700]}{size[4100]}飞天龟壳攻击{size[6400]}{[0001|ffff]}
patapata_HipDropAttack_name	{[0001|1700]}{size[4100]}飞踢{size[6400]}{[0001|ffff]}
patapata_SiegeAttack_name	{[0001|1700]}{size[4100]}全体龟壳攻击{size[6400]}{[0001|ffff]}
patapata_CarryDropAttack_name	{[0001|1700]}{size[4100]}乱扔攻击{size[6400]}{[0001|ffff]}
met_KouraAttack_name	{[0001|1700]}{size[4100]}龟壳攻击{size[6400]}{[0001|ffff]}
met_PendulumAttack_name	{[0001|1700]}{size[4100]}龟壳撞球{size[6400]}{[0001|ffff]}
met_BundleAttack_name	{[0001|1700]}{size[4100]}重叠龟壳攻击{size[6400]}{[0001|ffff]}
met_RollingAttack_name	{[0001|1700]}{size[4100]}全体龟壳攻击{size[6400]}{[0001|ffff]}
met_TowerAttack_name	{[0001|1700]}{size[4100]}叠叠乐攻击{size[6400]}{[0001|ffff]}
metToge_KouraAttack_name	{[0001|1700]}{size[4100]}龟壳攻击{size[6400]}{[0001|ffff]}
metToge_SkewerAttack_name	{[0001|1700]}{size[4100]}穿刺{size[6400]}{[0001|ffff]}
metToge_SiegeAttack_name	{[0001|1700]}{size[4100]}全体龟壳攻击{size[6400]}{[0001|ffff]}
togezo_KouraAttack_name	{[0001|1700]}{size[4100]}龟壳攻击{size[6400]}{[0001|ffff]}
togezo_BundleAttack_name	{[0001|1700]}{size[4100]}重叠攻击{size[6400]}{[0001|ffff]}
togezo_RollingAttack_name	{[0001|1700]}{size[4100]}回旋攻击{size[6400]}{[0001|ffff]}
togezo_SiegeAttack_name	{[0001|1700]}{size[4100]}全体龟壳攻击{size[6400]}{[0001|ffff]}
basabasa_BodyAttack_name	{[0001|1700]}{size[4100]}冲撞{size[6400]}{[0001|ffff]}
basabasa_SiegeBodyAttack_name	{[0001|1700]}{size[4100]}全体冲撞{size[6400]}{[0001|ffff]}
basabasa_RushAttack_name	{[0001|1700]}{size[4100]}猛冲攻击{size[6400]}{[0001|ffff]}
basabasa_DropbombAttack_name	{[0001|1700]}{size[4100]}乱扔攻击{size[6400]}{[0001|ffff]}
chuchu_RushAttack_name	{[0001|1700]}{size[4100]}猛冲攻击{size[6400]}{[0001|ffff]}
chuchu_GroupBodyAttack_name	{[0001|1700]}{size[4100]}全体猛冲{size[6400]}{[0001|ffff]}
chuchu_CoinAttack_name	{[0001|1700]}{size[4100]}偷窃{size[6400]}{[0001|ffff]}
chuchu_GroupCoinAttack_name	{[0001|1700]}{size[4100]}全体偷窃{size[6400]}{[0001|ffff]}
chuchu_SiegeCoinAttack_name	{[0001|1700]}{size[4100]}扒手秀{size[6400]}{[0001|ffff]}
pakkunFlower_EatAttack_name	{[0001|1700]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
pakkunFlower_FireAttack_name	{[0001|1700]}{size[4100]}火焰{size[6400]}{[0001|ffff]}
pakkunFlower_SiegeFireAttack_name	{[0001|1700]}{size[4100]}全体火焰{size[6400]}{[0001|ffff]}
pakkunFlower_ThrowAttack_name	{[0001|1700]}{size[4100]}抛投攻击{size[6400]}{[0001|ffff]}
peePakkun_EatAttack_name	{[0001|1700]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
peePakkun_FireAttack_name	{[0001|1700]}{size[4100]}火焰{size[6400]}{[0001|ffff]}
peePakkun_SiegeEatAttack_name	{[0001|1700]}{size[4100]}全体撕咬{size[6400]}{[0001|ffff]}
peePakkun_SiegeFireAttack_name	{[0001|1700]}{size[4100]}全体火焰{size[6400]}{[0001|ffff]}
puchiPakkun_EatAttack_name	{[0001|1700]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
puchiPakkun_SiegeEatAttack_name	{[0001|1700]}{size[4100]}全体撕咬{size[6400]}{[0001|ffff]}
fufuPakkun_EatAttack_name	{[0001|1700]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
fufuPakkun_ShuringanAttack_name	{[0001|1700]}{size[4100]}抛投攻击{size[6400]}{[0001|ffff]}
fufuPakkun_MagicAttack_name	{[0001|1700]}{size[4100]}抛投攻击{size[6400]}{[0001|ffff]}
fufuPakkun_SiegeEatAttack_name	{[0001|1700]}{size[4100]}全体撕咬{size[6400]}{[0001|ffff]}
fufuPakkun_SiegeShuringanAttack_name	{[0001|1700]}{size[4100]}全体抛投{size[6400]}{[0001|ffff]}
fufuPakkun_ThrowAttack_name	{[0001|1700]}{size[4100]}抛投攻击{size[6400]}{[0001|ffff]}
kanikichi_CutterAttack_name	{[0001|1700]}{size[4100]}钳击{size[6400]}{[0001|ffff]}
kanikichi_AngryAttack_name	{[0001|1700]}{size[4100]}愤怒钳击{size[6400]}{[0001|ffff]}
kanikichi_CutterBundleAttack_name	{[0001|1700]}{size[4100]}重叠钳击{size[6400]}{[0001|ffff]}
kanikichi_AngryBundleAttack_name	{[0001|1700]}{size[4100]}愤怒重叠钳击{size[6400]}{[0001|ffff]}
teresa_BintaAttack_name	{[0001|1700]}{size[4100]}扇巴掌{size[6400]}{[0001|ffff]}
teresa_SpookAttack_name	{[0001|1700]}{size[4100]}吓唬{size[6400]}{[0001|ffff]}
teresa_SiegeSpookAttack_name	{[0001|1700]}{size[4100]}全体吓唬扇巴掌{size[6400]}{[0001|ffff]}
pukupuku_BodyAttack_name	{[0001|1700]}{size[4100]}冲撞{size[6400]}{[0001|ffff]}
pukupuku_WaterAttack_name	{[0001|1700]}{size[4100]}水枪{size[6400]}{[0001|ffff]}
pukupuku_BallAttack_name	{[0001|1700]}{size[4100]}吐球攻击{size[6400]}{[0001|ffff]}
pukupuku_TowerAttack_name	{[0001|1700]}{size[4100]}叠叠乐攻击{size[6400]}{[0001|ffff]}
pukupuku_WaterSiegeAttack_name	{[0001|1700]}{size[4100]}全体水枪{size[6400]}{[0001|ffff]}
karon_BoneAttack_name	{[0001|1700]}{size[4100]}投掷骨头{size[6400]}{[0001|ffff]}
karon_GroupBoneAttack_name	{[0001|1700]}{size[4100]}全体投掷骨头{size[6400]}{[0001|ffff]}
hakkun_BodyAttack_name	{[0001|1700]}{size[4100]}重踏{size[6400]}{[0001|ffff]}
hakkun_BodyTowerAttack_name	{[0001|1700]}{size[4100]}叠叠乐攻击{size[6400]}{[0001|ffff]}
hakkun_BodyTowerCloningAttack_name	{[0001|1700]}{size[4100]}分身叠叠乐攻击{size[6400]}{[0001|ffff]}
hakkun_ShurikenAttack_name	{[0001|1700]}{size[4100]}手里剑{size[6400]}{[0001|ffff]}
hakkun_ShurikenSiegeAttack_name	{[0001|1700]}{size[4100]}全体手里剑{size[6400]}{[0001|ffff]}
hakkun_ShurikenSiegeCloningAttack_name	{[0001|1700]}{size[4100]}分身手里剑{size[6400]}{[0001|ffff]}
hakkun_KawarimiAttack_name	{[0001|1700]}{size[4100]}替身之术{size[6400]}{[0001|ffff]}
hakkun_PowerbombAttack_name	{[0001|1700]}{size[4100]}折纸坠落{size[6400]}{[0001|ffff]}
gabon_ShuringanAttack_name	{[0001|1700]}{size[4100]}投掷殊力钢{size[6400]}{[0001|ffff]}
gabon_HipdropAttack_name	{[0001|1700]}{size[4100]}重压{size[6400]}{[0001|ffff]}
gabon_SiegeAttack_name	{[0001|1700]}{size[4100]}全体投掷{size[6400]}{[0001|ffff]}
gabon_TowerAttack_name	{[0001|1700]}{size[4100]}超级重压{size[6400]}{[0001|ffff]}
gabon_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
iceGabon_IceAttack_name	{[0001|1700]}{size[4100]}投掷冰块{size[6400]}{[0001|ffff]}
iceGabon_HipdropAttack_name	{[0001|1700]}{size[4100]}重压{size[6400]}{[0001|ffff]}
iceGabon_SiegeAttack_name	{[0001|1700]}{size[4100]}全体投掷{size[6400]}{[0001|ffff]}
iceGabon_TowerAttack_name	{[0001|1700]}{size[4100]}超级重压{size[6400]}{[0001|ffff]}
iceGabon_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
rockGabon_RockAttack_name	{[0001|1700]}{size[4100]}投掷岩石{size[6400]}{[0001|ffff]}
rockGabon_HipdropAttack_name	{[0001|1700]}{size[4100]}重压{size[6400]}{[0001|ffff]}
rockGabon_SiegeAttack_name	{[0001|1700]}{size[4100]}全体投掷{size[6400]}{[0001|ffff]}
rockGabon_TowerAttack_name	{[0001|1700]}{size[4100]}超级重压{size[6400]}{[0001|ffff]}
rockGabon_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
gesso_BodyAttack_name	{[0001|1700]}{size[4100]}冲撞{size[6400]}{[0001|ffff]}
gesso_SumiAttack_name	{[0001|1700]}{size[4100]}墨汁攻击{size[6400]}{[0001|ffff]}
gesso_SiegeAttack_name	{[0001|1700]}{size[4100]}全体攻击{size[6400]}{[0001|ffff]}
gesso_BombingAttack_name	{[0001|1700]}{size[4100]}乱扔攻击{size[6400]}{[0001|ffff]}
sanbo_PressAttack_name	{[0001|1700]}{size[4100]}倒地攻击{size[6400]}{[0001|ffff]}
sanbo_BodyAttack_name	{[0001|1700]}{size[4100]}头锤{size[6400]}{[0001|ffff]}
sanbo_SiegeAttack_name	{[0001|1700]}{size[4100]}全体倒地攻击{size[6400]}{[0001|ffff]}
sanbo_ThrowAttack_name	{[0001|1700]}{size[4100]}撞飞同伴{size[6400]}{[0001|ffff]}
poo_SpannerAttack_name	{[0001|1700]}{size[4100]}投掷六角扳手{size[6400]}{[0001|ffff]}
poo_WrenchAttack_name	{[0001|1700]}{size[4100]}投掷活动扳手{size[6400]}{[0001|ffff]}
poo_SiegeAttack_name	{[0001|1700]}{size[4100]}多角传球{size[6400]}{[0001|ffff]}
bull_BodyAttack_name	{[0001|1700]}{size[4100]}擒抱{size[6400]}{[0001|ffff]}
bull_BallAttack_name	{[0001|1700]}{size[4100]}传球{size[6400]}{[0001|ffff]}
bull_Touchdown_Ex_name	{[0001|1700]}{size[4100]}触地得分{size[6400]}{[0001|ffff]}
brossFire_FireAttack_name	{[0001|1700]}{size[4100]}投掷火焰{size[6400]}{[0001|ffff]}
brossFire_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
brossFire_FireThrowAttack_name	{[0001|1700]}{size[4100]}投掷火焰折纸{size[6400]}{[0001|ffff]}
brossIce_IceAttack_name	{[0001|1700]}{size[4100]}投掷冰块{size[6400]}{[0001|ffff]}
brossIce_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
brossIce_IceThrowAttack_name	{[0001|1700]}{size[4100]}投掷冰块折纸{size[6400]}{[0001|ffff]}
brossBoomerang_BoomerangAttack_name	{[0001|1700]}{size[4100]}回旋镖{size[6400]}{[0001|ffff]}
brossBoomerang_ThrowUnitAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
brossBoomerang_BoomerangUnitAttack_name	{[0001|1700]}{size[4100]}折纸回旋镖{size[6400]}{[0001|ffff]}
brossHammer_HammerAttack_name	{[0001|1700]}{size[4100]}投掷锤子{size[6400]}{[0001|ffff]}
brossHammer_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
brossHammer_ThrowFastAttack_name	{[0001|1700]}{size[4100]}折纸直球{size[6400]}{[0001|ffff]}
brossMega_HammerThrow_name	{[0001|1700]}{size[4100]}投掷锤子{size[6400]}{[0001|ffff]}
brossMega_HammerHit_name	{[0001|1700]}{size[4100]}殴打{size[6400]}{[0001|ffff]}
brossMega_ThrowAttack_name	{[0001|1700]}{size[4100]}投掷折纸{size[6400]}{[0001|ffff]}
brossMega_ThrowFastAttack_name	{[0001|1700]}{size[4100]}折纸直球{size[6400]}{[0001|ffff]}
koopaMeka_FireAttack_name	{[0001|1700]}{size[4100]}喷火{size[6400]}{[0001|ffff]}
hacchin_BodyAttack_name	{[0001|1700]}{size[4100]}冲撞{size[6400]}{[0001|ffff]}
hacchin_NeedleAttack_name	{[0001|1700]}{size[4100]}啄击{size[6400]}{[0001|ffff]}
hacchin_SiegeAttack_name	{[0001|1700]}{size[4100]}全体冲撞{size[6400]}{[0001|ffff]}
kurosuke_BodyAttack_name	{[0001|1700]}{size[4100]}突击{size[6400]}{[0001|ffff]}
kurosuke_CarryDropAttack_name	{[0001|1700]}{size[4100]}乱扔攻击{size[6400]}{[0001|ffff]}
gasagoso_BiteAttack_name	{[0001|1700]}{size[4100]}撕咬{size[6400]}{[0001|ffff]}
gasagoso_BallAttack_name	{[0001|1700]}{size[4100]}吐丝攻击{size[6400]}{[0001|ffff]}
gasagoso_StampAttack_name	{[0001|1700]}{size[4100]}叠叠乐攻击{size[6400]}{[0001|ffff]}
kk_ThunderAttack_name	{[0001|1700]}{size[4100]}落雷{size[6400]}{[0001|ffff]}
kk_FormationAttack_name	{[0001|1700]}{size[4100]}全体落雷{size[6400]}{[0001|ffff]}
soldier_KickAttack_name	{[0001|1700]}{size[4100]}踢击{size[6400]}{[0001|ffff]}
soldier_GroupKickAttack_name	{[0001|1700]}{size[4100]}全体踢击{size[6400]}{[0001|ffff]}
soldier_PunchAttack_name	{[0001|1700]}{size[4100]}拳击{size[6400]}{[0001|ffff]}
soldier_GroupPunchAttack_name	{[0001|1700]}{size[4100]}全体拳击{size[6400]}{[0001|ffff]}
soldier_SiegeAttack_name	{size[4100]}{[0001|1700]}猜花拳{[0001|ffff]}{size[6400]}
soldierBig_KickAttack_name	{[0001|1700]}{size[4100]}踢击{size[6400]}{[0001|ffff]}
soldierBig_GroupKickAttack_name	{[0001|1700]}{size[4100]}全体踢击{size[6400]}{[0001|ffff]}
soldierBig_PunchAttack_name	{[0001|1700]}{size[4100]}拳击{size[6400]}{[0001|ffff]}
soldierBig_GroupPunchAttack_name	{[0001|1700]}{size[4100]}全体拳击{size[6400]}{[0001|ffff]}
soldierBig_SiegeAttack_name	{size[4100]}{[0001|1700]}猜花拳{[0001|ffff]}{size[6400]}
