album.msbt
armor.msbt
Fighter00	みならいのよろい
ReadyAloneMsg_R	さいごまで\nたたかう！
ReadyPinchMsg_K	{[0302|00cd]}のことは\n{r2[き]}気{/r2}にしないで
ReadyPinchMsg_V	まだ\nたたかえる！！
ReadyPinchMsg_M	そろそろ\nげんかいかな
ReadyPinchMsg_C	…まずいな
ReadyPinchMsg_W	ピンチです…
ReadyPinchMsg_G	おなかいたい…
ReadyPinchMsg_R	まだまだー！
ReadyEasyMsg_K	さいごまで\n{r2[き]}気{/r2}をぬかないで
ReadyEasyMsg_V	{r2[か]}勝{/r2}てるぞ！！
ReadyEasyMsg_M	そろそろ\nおわりかな
ReadyEasyMsg_C	…{r2[い]}行{/r2}ける
ReadyEasyMsg_W	きんちょうする…
ReadyEasyMsg_G	もしかして\n{r2[か]}勝{/r2}てる？
ReadyEasyMsg_R	とどめだー！
ReadyDeathMsg_K	{[0300|01cd]}…\nやすらかに
ReadyDeathMsg_V	{[0300|01cd]}の\nかたきをとる！！
ReadyDeathMsg_M	{[0300|01cd]}…\nむちゃするから
ReadyDeathMsg_C	…{[0300|01cd]}
ReadyDeathMsg_W	{[0300|01cd]}が…
ReadyDeathMsg_G	{[0300|01cd]}\nかわいそう
ReadyDeathMsg_R	{[0300|01cd]}\nあとはまかせて！
ReadyEatenMsg_K	すぐ{r2[たす]}助{/r2}けるよ\n{[0300|01cd]}
ReadyEatenMsg_V	{[0300|01cd]}\nまってて！！
ReadyEatenMsg_M	{[0300|01cd]}\nついてないね
ReadyEatenMsg_C	…{[0300|01cd]}\n{r2[い]}生{/r2}きてる？
ReadyEatenMsg_W	{[0300|01cd]}が\nとけちゃう…
ReadyEatenMsg_G	{[0300|01cd]}は\nおいしいの？
ReadyEatenMsg_R	{[0300|01cd]}を\n{r2[たす]}助{/r2}け{r2[だ]}出{/r2}す！
ReadySoloNormalMsg_K	まだ\nたたかうの？{[0004]}たたかいは\nやだな{[0004]}ゆだんしない
ReadySoloNormalMsg_V	がんばる！！{[0004]}ちから\nみなぎる！！{[0004]}てきも\n{r2[よわ]}弱{/r2}ってそう！！
ReadySoloNormalMsg_M	のんびり\nやろう{[0004]}めんどう\nだなあ{[0004]}てきとうに\nやっとこ
ReadySoloNormalMsg_C	…さてと{[0004]}…むむ{[0004]}…まだ\nやるのか
ReadySoloNormalMsg_W	どきどき…{[0004]}きびしいかな…{[0004]}もう\nいやだ…
ReadySoloNormalMsg_G	いくいくー{[0004]}おなか\nへったなあ{[0004]}なんだか\nねむたいよ
ReadySoloNormalMsg_R	やってやる！{[0004]}むむっ！{[0004]}いくぞっ！
ReadySoloPinchMsg_K	{r2[ま]}負{/r2}けないよ
ReadySoloPinchMsg_V	まだ\nたたかえる！！
ReadySoloPinchMsg_M	そろそろ\nげんかいかな
ReadySoloPinchMsg_C	…まずいな
ReadySoloPinchMsg_W	ピンチです…
ReadySoloPinchMsg_G	おなかいたい…
ReadySoloPinchMsg_R	まだまだー！
ReadySoloEasyMsg_K	さいごまで\n{r2[き]}気{/r2}をぬかない
ReadySoloEasyMsg_V	いける！！
ReadySoloEasyMsg_M	さて\nおわらせよう
ReadySoloEasyMsg_C	…{r2[か]}勝{/r2}てそうだ
ReadySoloEasyMsg_W	どきどき…
ReadySoloEasyMsg_G	あれっ\n{r2[か]}勝{/r2}っちゃう？
ReadySoloEasyMsg_R	おわらせる！
ToDeathMsg_K	みんなゴメン…
ToDeathMsg_V	ダメかー…
ToDeathMsg_M	あーあ…
ToDeathMsg_C	…おわった
ToDeathMsg_W	やっぱりね…
ToDeathMsg_G	ありゃりゃ
ToDeathMsg_R	むねん…
ItemHPMsg	{[1201]}もぐもぐ
ItemMPMsg	{[1201]}ぺろぺろ
ItemHPCpt	{[0500|0000]}を　ほおばる！
ItemMPCpt	{[0500|0000]}を　なめる！
NoItemMsg_K	{[0500|0000]}が\nもうない…
NoItemMsg_V	{[0500|0000]}が\nない！！
NoItemMsg_M	{[0500|0000]}が\nないなあ
NoItemMsg_C	…{[0500|0000]}\nないか
NoItemMsg_W	あ　{[0500|0000]}\nがない…
NoItemMsg_G	{[0500|0000]}\nどこいった？
NoItemMsg_R	{[0500|0000]}が\nなくなってる！
GiveItemMsg_K	これを\nつかって
GiveItemMsg_V	あげるよー！！
GiveItemMsg_M	しょうがないなあ
GiveItemMsg_C	…これ
GiveItemMsg_W	とっといて\nよかった…
GiveItemMsg_G	はい\nあまってた
GiveItemMsg_R	あげるよ
TakeItemMsg	ありがとう
DamageWakeupCpt	びっくりして　{r2[め]}目{/r2}がさめた！
DefeatEnemyMsg_K	よし
DefeatEnemyMsg_V	やったー！！
DefeatEnemyMsg_M	よゆうだね
DefeatEnemyMsg_C	…ふっ
DefeatEnemyMsg_W	よかった…
DefeatEnemyMsg_G	わーい！
DefeatEnemyMsg_R	どうだ！
DefeatEnemyCustomMsg	{[0305|00cd]}
DefeatEnemyRevengeMsg	かたきは　とったぞ\n{[0300|02cd]}…
DefeatEnemyRevengeMsg_F	かたきは　とったよ\n{[0300|02cd]}…
DefeatEnemyCriticalMsg	…よし！
DefeatEnemyVitalSlipMsg	やっほー！
DefeatEnemySkillAttackMsg	{r2[て]}手{/r2}ごたえ　あり！
DefeatEnemySkillMagicMsg	どうだ！
DefeatEnemyCrankyMsg	ふんっ
SafeAreaCureCpt	{[0300|00cd]}は　きゅうけい{r2[ちゅう]}中{/r2}
ToAngryMsg	{[1201]}ムカッ！
ToAngryCpt	{[0400|0100]}に　いかりを　おぼえた！
ToAngrySyncCpt	つられて　いかる！
ToHateAngryMsg	{[1201]}むっ！
ToHateAngryCpt	{[0300|01cd]}に　がまんならない！
ExplainFeelingAngryMsg	{[1201]}ムムッ！
ExplainFeelingAngryCpt	{[0400|0100]}に　いかりを　むける！
ExplainFeelingHateAngryCpt	いかりに　もえている！
ExplainFeelingAngryAgainCpt	{[0300|00cd]}は　いかりが　おさまらない！
DisableCommandFeelingAngryCpt	{[0300|00cd]}は　いかりに　もえている！
CureFeelingAngryCpt	いかりが　おさまった
ReadyAngryMsg_K	ぷんぷん
ReadyAngryMsg_V	むかーっ！！
ReadyAngryMsg_M	ムムッ
ReadyAngryMsg_C	…ムッ
ReadyAngryMsg_W	ウーッ…
ReadyAngryMsg_G	ぷんすか！
ReadyAngryMsg_R	ムキーッ！
ToLaughMsg	{[1201]}プッ！
ToLaughCpt	ふきだした！
NoLaughCpt	ウケない
AlreadyLaughCpt	{r2[わら]}笑{/r2}いころげている！
ExplainFeelingLaughMsg	{[1201]}プーックック！
ExplainFeelingLaughCpt	{r2[わら]}笑{/r2}いが　とまらない！
DisableCommandFeelingLaughCpt	{[0300|00cd]}は　{r2[わら]}笑{/r2}いが　とまらない！
CureFeelingLaughCpt	{r2[わら]}笑{/r2}いが　おさまった
ReadyLaughMsg_K	ふふふ
ReadyLaughMsg_V	アーハッハ！
ReadyLaughMsg_M	プスーッ
ReadyLaughMsg_C	…プッ
ReadyLaughMsg_W	ウハハッ…
ReadyLaughMsg_G	うひうひ
ReadyLaughMsg_R	プッププ
ToTerrorMsg	{[1201]}ビクッ！
ToTerrorCpt	きょうふで　うごけなくなった！
NoTerrorCpt	ビビらない！
ExplainFeelingTerrorMsg	{[1201]}ガクガク
ExplainFeelingTerrorCpt	{r2[あし]}足{/r2}が　すくんで　うごけない！
DisableCommandFeelingTerrorCpt	{[0300|00cd]}は　{r2[あし]}足{/r2}が　すくんで　うごけない！
CureFeelingTerrorCpt	ふるえが　おさまった
ReadyTerrorMsg	ガクガク
ToCryMsg	{[1201]}うぇーん！
ToCryCpt	もらい{r2[な]}泣{/r2}き！
NoCryCpt	だまされない
ExplainFeelingCryMsg	{[1201]}うるうる
ExplainFeelingCryCpt	なみだで　よく{r2[み]}見{/r2}えない！
DisableCommandFeelingCryCpt	{[0300|00cd]}は　なみだで　よく{r2[み]}見{/r2}えない！
CureFeelingCryCpt	{r2[な]}泣{/r2}きやんだ
ReadyCryMsg_K	しくしく
ReadyCryMsg_V	うわーん！！
ReadyCryMsg_M	うるうる
ReadyCryMsg_C	…うぇぇ
ReadyCryMsg_W	ぐすん…
ReadyCryMsg_G	びえええ
ReadyCryMsg_R	えーん！
ToExciteMsg	{[1201]}ウォオオオ
ToExciteCpt	こうふんした！
NoExciteCpt	ひっかからない
NoExciteGuitarCpt	こころに　ひびかない
AlreadyExciteCpt	こうふんしている！
ExplainFeelingExciteMsg	{[1201]}ヒャッホーイ
ExplainFeelingExciteCpt	われを　わすれている！
DisableCommandFeelingExciteCpt	{[0300|00cd]}は　われを　わすれている！
CureFeelingExciteCpt	こうふんが　さめた
ReadyExciteMsg_K	やっほーい！
ReadyExciteMsg_V	ハッハーッ！！
ReadyExciteMsg_M	ふんふんふん
ReadyExciteMsg_C	…ふっふっ
ReadyExciteMsg_W	おほーっ！
ReadyExciteMsg_G	はははーっ
ReadyExciteMsg_R	うおーっ！
ToSpiteMsg	{[1201]}ニヤリ
ToSpiteCpt	イジワルになった！
NoSpiteCpt	{r2[しょうき]}正気{/r2}をたもった
ExplainFeelingSpiteMsg	{[1201]}ムフフ
ExplainFeelingSpiteCpt	わるいことを　{r2[かんが]}考{/r2}えている
DisableCommandFeelingSpiteCpt	{[0300|00cd]}は　わるいことを　{r2[かんが]}考{/r2}えている
CureFeelingSpiteCpt	イイひとに　もどった
SpiteJammingSlipMsg	ニヤニヤ
SpiteJammingSlipCpt	{[0300|01cd]}が　{r2[あし]}足{/r2}を　ひっかけた！
ReadySpiteMsg_K	フフフ
ReadySpiteMsg_V	ヒーヒッヒ！！
ReadySpiteMsg_M	へらへら
ReadySpiteMsg_C	…ケケケ
ReadySpiteMsg_W	ウヘヘ…
ReadySpiteMsg_G	でへへ
ReadySpiteMsg_R	ムフーッ！
ToAnxiousMsg	もう　おしまいだ…
ToAnxiousCpt	{r2[ふあん]}不安{/r2}になった！
NoAnxiousCpt	{r2[き]}気{/r2}にしない
ExplainFeelingAnxiousMsg	ビクビク
ExplainFeelingAnxiousCpt	{r2[ふあん]}不安{/r2}で　たまらない
DisableCommandFeelingAnxiousCpt	{[0300|00cd]}は　{r2[ふあん]}不安{/r2}で　たまらない
CureFeelingAnxiousCpt	{r2[ふあん]}不安{/r2}が　おさまった
AnxiousJammingSlipMsg	{r2[い]}行{/r2}かないで…
AnxiousJammingSlipCpt	{[0300|01cd]}が　しがみつく
ReadyAnxiousMsg	もうダメ
ToVacancyCpt	ボーッとなった！
NoVacancyCpt	ぐっと　こらえた
ExplainFeelingVacancyMsg	きょうのごはんは\nなにかなー{[0004]}えへ\nえへへー{[0004]}いいてんきだなー
CureFeelingVacancyCpt	ハッと　われにかえった！
ToGleefulMsg	わーっ！
ToGleefulCpt	{[0300|01cd]}に　ほめられて　{r2[じょう]}上{/r2}きげん！
ExplainFeelingGleefulCpt	いい{r2[きぶん]}気分{/r2}で　ちからが　みなぎる！
CureFeelingGleefulCpt	{r2[きぶん]}気分{/r2}が　おちついた
ReadyGleefulMsg_K	ふふふふ
ReadyGleefulMsg_V	やっほー！！
ReadyGleefulMsg_M	らーららー
ReadyGleefulMsg_C	…ふふっ
ReadyGleefulMsg_W	らんらんらん
ReadyGleefulMsg_G	でへへー
ReadyGleefulMsg_R	やるぞー！
ToCrankyMsg	くやしいっ…
ToCrankyCpt	{[0300|01cd]}の　かつやくに　イライラ！
ExplainFeelingCrankyLazyMsg	ムスッ
ExplainFeelingCrankyLazyCpt	やる{r2[き]}気{/r2}がない
ExplainFeelingCrankyLazyEndCpt	{r2[て]}手{/r2}ぬき　こうげき！
ExplainFeelingCrankyAngryMsg	ムキーッ
ExplainFeelingCrankyAngryCpt	きげんが　わるい
ExplainFeelingCrankyAngryEndCpt	やつあたり　こうげき！
DisableCommandFeelingCrankyCpt	{[0300|00cd]}は　きげんが　わるい
CureFeelingCrankyCpt	きげんが　なおった
ReadyCrankyMsg_K	むむーっ
ReadyCrankyMsg_V	ムッカー！！
ReadyCrankyMsg_M	きぶんわるー
ReadyCrankyMsg_C	…むむっ
ReadyCrankyMsg_W	イライラ…
ReadyCrankyMsg_G	きーっ！
ReadyCrankyMsg_R	ムスッ！
ExplainFeelingSleepCpt	すやすや　ねむっている！
DisableCommandFeelingSleepCpt	{[0300|00cd]}は　すやすや　ねむっている！
CureFeelingSleepCpt	{r2[め]}目{/r2}がさめた
WakeupSleepMsg	おはよー！
ToNightmareMsg	{[1201]}ふわーぁ…
ToNightmareCpt	ねむってしまった！
NoNightmareCpt	がまんした
ExplainFeelingNightmareMsg	くるしいよー{[0004]}やだよ\nやめてー！{[0004]}こっち\nこないでー！{[0004]}ここから\n{r2[だ]}出{/r2}してー！{[0004]}{[0302|00cd]}のために\nあらそわないで！
ExplainFeelingNightmareCpt	あくむに　うなされている
DisableCommandFeelingNightmareCpt	{[0300|00cd]}は　あくむに　うなされている
CureFeelingNightmareCpt	あくむから　さめた
WakeupNightmareMsg	ゆめで　よかった…
ToDanceMsg	あれ　あれれ？
ToDanceCpt	{[0300|00cd]}は　おどりだした！
ExplainFeelingDanceMsg	わーい
ExplainFeelingDanceCpt	{[0300|00cd]}は　おどっている
DisableCommandFeelingDanceCpt	{[0300|00cd]}は　おどっている
CureFeelingDanceCpt	おどりが　おわった
ToPuppetMsg	うわっ　やだ
ToPuppetCpt	からだを　しはいされた！
NoPuppetCpt	もちこたえた
ExplainFeelingPuppetMsg	うごけないよー
ExplainFeelingPuppetCpt	{[0300|00cd]}は　あやつられている
DisableCommandFeelingPuppetCpt	{[0300|00cd]}は　あやつられている
CureFeelingPuppetCpt	じゆうが　もどった
ToAgingMsg	{[1201]}ケホケホ
ToAgingCpt	{[0300|00cd]}は　おとしよりになった！
ExplainFeelingAgingMsg	{r2[とし]}年{/r2}はとりたく\nないのう…
ExplainFeelingAgingCpt	{[0300|00cd]}は　よろよろしている
CureFeelingAgingCpt	わかさを　とりもどした
ToBurnMsg	あちっ！
ToBurnCpt	おしりに　{r2[ひ]}火{/r2}がついた！
ExplainFeelingBurnMsg	あちちちち！
ExplainFeelingBurnCpt	{[0300|00cd]}は　もえている
CureFeelingBurnMsg	たすかった…
CureFeelingBurnCpt	おしりの{r2[ひ]}火{/r2}がきえた
ToPharaohMsg	{[0302|00cd]}\nファラオ
ToPharaohCpt	ファラオの　のろいに　かかった！
ExplainFeelingPharaohMsg	{[0302|00cd]}\nファラオ
ExplainFeelingPharaohCpt	{[0300|00cd]}は　のろわれている
DisableCommandFeelingPharaohCpt	{[0300|00cd]}は　のろわれている
CureFeelingPharaohCpt	のろいが　とけた
PharaohGiveItemMsg	おおさめください
PharaohGiveItemCpt	ＨＰバナナを　けんじょうする
ToSpiderMsg	わーっ\nクモきらい
ToSpiderCpt	こグモが　まとわりつく！
ExplainFeelingSpiderMsg	とって\nとってー
ExplainFeelingSpiderCpt	こグモが　はいまわる
CureFeelingSpiderCpt	こグモを　ふりはらった
ToEatMsg	うわぁ！
EatenMsg_K	みんな\nがんばって
EatenMsg_V	だしてー！！
EatenMsg_M	まあいいか
EatenMsg_C	…とける
EatenMsg_W	たすけてー
EatenMsg_G	くらいよー
EatenMsg_R	がまんする！
EjectWakeupMsg_K	よかった
EjectWakeupMsg_V	でたー！！
EjectWakeupMsg_M	まぶしい
EjectWakeupMsg_C	…ふぅ
EjectWakeupMsg_W	こわかった…
EjectWakeupMsg_G	べとべとだ
EjectWakeupMsg_R	たすかった！
EjectWakeupCpt	{[0300|00cd]}が　とびだした！
AimEatMsg	{[0300|01cd]}を\n{r2[かえ]}返{/r2}せー！
ToEatWeaponMsg	こまった…
ToEatWeaponCpt	ぶきを　とられた！
ReturnWeaponMsg	べとべとする…
ReturnWeaponCpt	ぶきを　とりもどした！
ToEatBananaMsg	{[0302|00cd]}の\nＨＰバナナ…
ToEatBananaCpt	HPバナナを　たべられた！
LoseFaceMsg	{[1201]}………！
NoFaceCpt	オロオロしている
DisableCommandFeelingFacelessCpt	{[0300|00cd]}は　オロオロしている
ReturnFaceMsg	よかった…
ReturnFaceCpt	カオを　とりもどした
ToStoneCpt	{r2[いし]}石{/r2}に　なった！
ExplainFeelingStoneCpt	{[0300|00cd]}は　うごかない
