album.msbt
armor.msbt
Fighter00	Squire Armor
Flower20	N\nSP\nthe/a\nthe/some
Flower21	N\nSP\nthe/a\nthe/some
Flower22	N\nSP\nthe/a\nthe/some
Flower23	N\nSP\nthe/a\nthe/some
Flower24	N\nSP\nthe/a\nthe/some
Flower25	N\nSP\nthe/a\nthe/some
Flower26	N\nSP\nthe/a\nthe/some
Flower27	N\nSP\nthe/a\nthe/some
Flower28	N\nSP\nthe/a\nthe/some
Flower29	N\nSP\nthe/a\nthe/some
Scientist00	N\nPP\nthe/some\nthe/some
Scientist01	N\nPP\nthe/some\nthe/some
Scientist02	N\nPP\nthe/some\nthe/some
Scientist03	N\nPP\nthe/some\nthe/some
Scientist04	N\nPP\nthe/some\nthe/some
Scientist05	N\nPP\nthe/some\nthe/some
Scientist06	N\nPP\nthe/some\nthe/some
Scientist07	N\nPP\nthe/some\nthe/some
Scientist08	N\nPP\nthe/some\nthe/some
Scientist09	N\nPP\nthe/some\nthe/some
Scientist10	N\nPP\nthe/some\nthe/some
Scientist11	N\nPP\nthe/some\nthe/some
Scientist12	N\nPP\nthe/some\nthe/some
Scientist13	N\nPP\nthe/some\nthe/some
Scientist14	N\nPP\nthe/some\nthe/some
Scientist15	N\nPP\nthe/some\nthe/some
Scientist16	N\nPP\nthe/some\nthe/some
Scientist17	N\nPP\nthe/some\nthe/some
Scientist18	N\nPP\nthe/some\nthe/some
Scientist19	N\nPP\nthe/some\nthe/some
Scientist20	N\nPP\nthe/some\nthe/some
Scientist21	N\nPP\nthe/some\nthe/some
Scientist22	N\nPP\nthe/some\nthe/some
Scientist23	N\nPP\nthe/some\nthe/some
Scientist24	N\nPP\nthe/some\nthe/some
Scientist25	N\nPP\nthe/some\nthe/some
Scientist26	N\nPP\nthe/some\nthe/some
Scientist27	N\nPP\nthe/some\nthe/some
Scientist28	N\nPP\nthe/some\nthe/some
Scientist29	N\nPP\nthe/some\nthe/some
Cat00	N\nSP\nthe/a\nthe/some
Cat01	N\nSP\nthe/a\nthe/some
Cat02	N\nSP\nthe/a\nthe/some
Cat03	N\nSP\nthe/a\nthe/some
Cat04	N\nSP\nthe/a\nthe/some
Cat05	N\nSP\nthe/a\nthe/some
Cat06	N\nSP\nthe/a\nthe/some
Cat07	N\nSP\nthe/a\nthe/some
Cat08	N\nSP\nthe/a\nthe/some
Cat09	N\nSP\nthe/an\nthe/some
Cat10	N\nSP\nthe/a\nthe/some
Cat11	N\nSP\nthe/a\nthe/some
Cat12	N\nSP\nthe/a\nthe/some
Cat13	N\nSP\nthe/a\nthe/some
Cat14	N\nSP\nthe/a\nthe/some
Cat15	N\nSP\nthe/a\nthe/some
Cat16	N\nSP\nthe/a\nthe/some
Cat17	N\nSP\nthe/a\nthe/some
Cat18	N\nSP\nthe/a\nthe/some
Cat19	N\nSP\nthe/a\nthe/some
Cat20	N\nSP\nthe/a\nthe/some
Cat21	N\nSP\nthe/an\nthe/some
Cat22	N\nSP\nthe/a\nthe/some
Cat23	N\nSP\nthe/a\nthe/some
Cat24	N\nSP\nthe/a\nthe/some
Cat25	N\nSP\nthe/a\nthe/some
Cat26	N\nSP\nthe/a\nthe/some
Cat27	N\nSP\nthe/a\nthe/some
Cat28	N\nSP\nthe/a\nthe/some
Cat29	N\nSP\nthe/a\nthe/some
Elf00	N\nSP\nthe/a\nthe/some
Elf01	N\nSP\nthe/a\nthe/some
Elf02	N\nSP\nthe/an\nthe/some
Elf03	N\nSP\nthe/a\nthe/some
Elf04	N\nSP\nthe/a\nthe/some
Elf05	N\nSP\nthe/a\nthe/some
Elf06	N\nSP\nthe/a\nthe/some
Elf07	N\nSP\nthe/a\nthe/some
Elf08	N\nSP\nthe/a\nthe/some
Elf09	N\nSP\nthe/a\nthe/some
Elf10	N\nSP\nthe/a\nthe/some
Elf11	N\nSP\nthe/a\nthe/some
Elf12	N\nSP\nthe/a\nthe/some
Elf13	N\nSP\nthe/a\nthe/some
Elf14	N\nSP\nthe/a\nthe/some
Elf15	N\nSP\nthe/a\nthe/some
Elf16	N\nSP\nthe/a\nthe/some
Elf17	N\nSP\nthe/a\nthe/some
Elf18	N\nSP\nthe/a\nthe/some
Elf19	N\nSP\nthe/a\nthe/some
Elf20	N\nSP\nthe/a\nthe/some
Elf21	N\nSP\nthe/a\nthe/some
Elf22	N\nSP\nthe/a\nthe/some
Elf23	N\nSP\nthe/a\nthe/some
Elf24	N\nSP\nthe/a\nthe/some
Elf25	N\nSP\nthe/a\nthe/some
Elf26	N\nSP\nthe/a\nthe/some
Elf27	N\nSP\nthe/a\nthe/some
Elf28	N\nSP\nthe/a\nthe/some
Elf29	N\nSP\nthe/a\nthe/some
Amiibo00	N\nPP\nthe/some\nthe/some
Amiibo01	N\nPP\nthe/some\nthe/some
Amiibo02	N\nPP\nthe/some\nthe/some
Amiibo03	N\nPP\nthe/some\nthe/some
Amiibo04	N\nPP\nthe/some\nthe/some
Amiibo05	N\nPP\nthe/some\nthe/some
Amiibo06	N\nPP\nthe/some\nthe/some
Amiibo07	N\nPP\nthe/some\nthe/some
Amiibo08	N\nPP\nthe/some\nthe/some
Amiibo09	N\nPP\nthe/some\nthe/some
Amiibo10	N\nPP\nthe/some\nthe/some
Amiibo11	N\nPP\nthe/some\nthe/some
Amiibo12	N\nPP\nthe/some\nthe/some
Amiibo13	N\nPP\nthe/some\nthe/some
Amiibo14	N\nPP\nthe/some\nthe/some
Amiibo15	N\nPP\nthe/some\nthe/some
Amiibo16	N\nPP\nthe/some\nthe/some
Amiibo17	N\nPP\nthe/some\nthe/some
Amiibo18	N\nPP\nthe/some\nthe/some
Amiibo19	N\nPP\nthe/some\nthe/some
Amiibo20	N\nPP\nthe/some\nthe/some
Amiibo21	N\nPP\nthe/some\nthe/some
Amiibo22	N\nPP\nthe/some\nthe/some
Amiibo23	N\nPP\nthe/some\nthe/some
Amiibo24	N\nPP\nthe/some\nthe/some
Amiibo25	N\nPP\nthe/some\nthe/some
armor_P.msbt
Fighter00	Squire Armor
Fighter01	Leather Armor
Fighter02	Copper Armor
Fighter03	Iron Armor
Fighter04	Silver Armor
Fighter05	Magical Armor
Fighter06	Steel Armor
Fighter07	Ancient Armor
Fighter08	Dragon Armor
Fighter09	Gold Armor
Fighter10	Sacred Armor
Fighter11	Hero Armor
Fighter12	Legendary Armor
Fighter13	Super Armor
Fighter14	Macho Armor
Fighter15	Heart Armor
Fighter16	Bee Armor
Fighter17	Polka-Dot Armor
Fighter18	Ragged Armor
Fighter19	Woolly Armor
Fighter20	Adventure Armor
Fighter21	Shell Armor
Fighter22	Neon Armor
Fighter23	Garish Armor
Fighter24	Samurai Armor
Fighter25	Monster Armor
Fighter26	Bronze Armor
Fighter27	Viking Armor
Fighter28	Raven Armor
Fighter29	Camo Armor
Fighter30	Space Armor
Wizard00	Apprentice Robes
Wizard01	Linen Robes
Wizard02	Leather Robes
Wizard03	Silk Robes
Wizard04	Magical Robes
Wizard05	Spirit Robes
Wizard06	Sparkling Robes
Wizard07	Black Magic Robes
Wizard08	Sorcerer Robes
Wizard09	Magma Robes
Wizard10	Rune Robes
Wizard11	Hero Robes
Wizard12	Legendary Robes
Wizard13	Super Robes
Wizard14	Macho Robes
Wizard15	Heart Robes
Wizard16	Puffer Jacket Robes
Wizard17	Polka-Dot Robes
Wizard18	Ragged Robes
Wizard19	Woolly Robes
Wizard20	Cheerful Robes
Wizard21	Suit Robes
Wizard22	Zip Robes
Wizard23	Crossed-Heart Robes
Wizard24	Clown Robes
Wizard25	Kimono Robes
Wizard26	Celebrity Robes
Wizard27	Tin Robes
Wizard28	Faux-Snakeskin Robes
Wizard29	Dancer's Robes
Priest00	Novice Vestments
Priest01	Morning Vestments
Priest02	Leather Vestments
Priest03	Silk Vestments
Priest04	Sunlight Vestments
Priest05	Holy Vestments
Priest06	Mystic Vestments
Priest07	Puzzle Vestments
Priest08	Enlightened Vestments
Priest09	Sacred Vestments
Priest10	Judgment Vestments
Priest11	Hero Vestments
Priest12	Legendary Vestments
Priest13	Super Vestments
Priest14	Macho Vestments
Priest15	Heart Vestments
Priest16	Penguin Vestments
Priest17	Polka-Dot Vestments
Priest18	Ragged Vestments
Priest19	Woolly Vestments
Priest20	Japanese Vestments
Priest21	Frilly Vestments
Priest22	Prayer Vestments
Priest23	Matryoshka Vestments
Priest24	Bread Vestments
Priest25	Bell Vestments
Priest26	Wicker Vestments
Priest27	Glass Vestments
Priest28	Ghost Vestments
Priest29	Tin Vestments
Thief00	Apprentice Gear
Thief01	Leather Gear
Thief02	Faux-Fur Gear
Thief03	Silk Gear
Thief04	Stone Gear
Thief05	Swimming Gear
Thief06	Pirate Gear
Thief07	Lightning Gear
Thief08	Ninja Gear
Thief09	Steel Gear
Thief10	Punk Gear
Thief11	Hero Gear
Thief12	Legendary Gear
Thief13	Super Gear
Thief14	Macho Gear
Thief15	Heart Gear
Thief16	Skeleton Gear
Thief17	Polka-Dot Gear
Thief18	Ragged Gear
Thief19	Woolly Gear
Thief20	Monster Gear
Thief21	Golden-Skull Gear
Thief22	Desert Gear
Thief23	Chick Gear
Thief24	High-Tech Gear
Thief25	Ice Cream Gear
Thief26	Pharaoh Gear
Thief27	Ancient Gear
Thief28	Mushroom Gear
Thief29	Outdoor Gear
IdolM00	Debutant Threads
IdolM01	Hero Threads
IdolM02	Legendary Threads
IdolM03	Super Threads
IdolM04	Macho Threads
IdolM05	Heart Threads
IdolM06	Sparkling Threads
IdolM07	Polka-Dot Threads
IdolM08	Ragged Threads
IdolM09	Woolly Threads
IdolM10	Prince Threads
IdolM11	Casual Threads
IdolM12	Wild Threads
IdolM13	Tuxedo Threads
IdolM14	Colorful Threads
IdolM15	Smart Threads
IdolF00	Debutante Outfits
IdolF01	Hero Outfits
IdolF02	Legendary Outfits
IdolF03	Super Outfits
IdolF04	Macho Outfits
IdolF05	Heart Outfits
IdolF06	Strawberry Outfits
IdolF07	Polka-Dot Outfits
IdolF08	Ragged Outfits
IdolF09	Woolly Outfits
IdolF10	School Outfits
IdolF11	Gothic Punk Outfits
IdolF12	Fairy Outfits
IdolF13	Kimono Outfits
IdolF14	Gingham Outfits
IdolF15	Aurora Outfits
Vampire00	Thrall Suits
Vampire01	Rose Suits
Vampire02	White Suits
Vampire03	Leather Suits
Vampire04	Darkness Suits
Vampire05	Frilly Suits
Vampire06	Velvet Suits
Vampire07	Silver Suits
Vampire08	Gold Suits
Vampire09	Demon Suits
Vampire10	Platinum Suits
Vampire11	Hero Suits
Vampire12	Legendary Suits
Vampire13	Super Suits
Vampire14	Macho Suits
Vampire15	Heart Suits
Vampire16	Lovely Suits
Vampire17	Polka-Dot Suits
Vampire18	Ragged Suits
Vampire19	Woolly Suits
Vampire20	Sweet Suits
Vampire21	Gift Suits
Vampire22	Kimono Suits
Vampire23	Leprechaun Suits
Vampire24	Aquarium Suits
Vampire25	Magician Suits
Vampire26	Tin Suits
Vampire27	Plaid Suits
Vampire28	Stylish Suits
Vampire29	Brat Suits
Cook00	Commis Uniforms
Cook01	Chinese Uniforms
Cook02	Frilly Uniforms
Cook03	Leather Uniforms
Cook04	Three-Star Uniforms
Cook05	Sinister Uniforms
Cook06	Wonder Uniforms
Cook07	Halloween Uniforms
Cook08	Flame Uniforms
Cook09	Sailor Uniforms
Cook10	Chocolate Uniforms
Cook11	Hero Uniforms
Cook12	Legendary Uniforms
Cook13	Super Uniforms
Cook14	Macho Uniforms
Cook15	Heart Uniforms
Cook16	Grapes Uniforms
Cook17	Polka-Dot Uniforms
Cook18	Ragged Uniforms
Cook19	Woolly Uniforms
Cook20	Robot Uniforms
Cook21	Outlandish Uniforms
Cook22	Pro Uniforms
Cook23	Sweet Uniforms
Cook24	Newsprint Uniforms
Cook25	Master Uniforms
Cook26	Checked Uniforms
Cook27	Statue Uniforms
Cook28	Wooden Uniforms
Cook29	Sushi Chef Uniforms
Tank00	Training Tanks
Tank01	Camo Tanks
Tank02	Wooden Tanks
Tank03	Octopus Tanks
Tank04	Rusty Tanks
Tank05	Toy Tanks
Tank06	Cardboard Tanks
Tank07	Ice Tanks
Tank08	Patchwork Tanks
Tank09	Neon Tanks
Tank10	Brick Tanks
Tank11	Hero Tanks
Tank12	Legendary Tanks
Tank13	Super Tanks
Tank14	Macho Tanks
Tank15	Heart Tanks
Tank16	Watermelon Tanks
Tank17	Polka-Dot Tanks
Tank18	Ragged Tanks
Tank19	Woolly Tanks
Tank20	Lacquered Tanks
Tank21	Fancy Tanks
Tank22	Camo Tank IIs
Tank23	Disco Ball Tanks
Tank24	Billiard Tanks
Tank25	Tiger Tanks
Tank26	Graffiti Tanks
Tank27	Titanium Tanks
Tank28	Steampunk Tanks
Tank29	Acropolis Tanks
Devil00	Training Costumes
Devil01	Goat Costumes
Devil02	Bat Costumes
Devil03	Uniform Costumes
Devil04	Mummy Costumes
Devil05	Silver Costumes
Devil06	Rock Costumes
Devil07	Steampunk Costumes
Devil08	Odd Bird Costumes
Devil09	Dragon Costumes
Devil10	Harlequin Costumes
Devil11	Hero Costumes
Devil12	Legendary Costumes
Devil13	Super Costumes
Devil14	Macho Costumes
Devil15	Heart Costumes
Devil16	Statue Costumes
Devil17	Polka-Dot Costumes
Devil18	Ragged Costumes
Devil19	Woolly Costumes
Devil20	Angel Costumes
Devil21	Leather Costumes
Devil22	Lacy Costumes
Devil23	Lightning Costumes
Devil24	Neon Costumes
Devil25	Egyptian Costumes
Devil26	Fairy Costumes
Devil27	Demon Costumes
Devil28	Robot Costumes
Devil29	Squid Costumes
Royalty00	Debutante Gowns
Royalty01	Floral Gowns
Royalty02	Peasant Gowns
Royalty03	Embroidered Gowns
Royalty04	Crystal Gowns
Royalty05	Chinese Gowns
Royalty06	Silk Gowns
Royalty07	Olympian Gowns
Royalty08	Celestial Gowns
Royalty09	Witch Gowns
Royalty10	Valkyrie Gowns
Royalty11	Hero Gowns
Royalty12	Legendary Gowns
Royalty13	Super Gowns
Royalty14	Macho Gowns
Royalty15	Heart Gowns
Royalty16	Queen Bee Gowns
Royalty17	Polka-Dot Gowns
Royalty18	Ragged Gowns
Royalty19	Woolly Gowns
Royalty20	Maid Gowns
Royalty21	Wedding Gowns
Royalty22	Punk Gowns
Royalty23	Nurse Gowns
Royalty24	Futuristic Gowns
Royalty25	Sailor Gowns
Royalty26	Colorful Gowns
Royalty27	Sweet Gowns
Royalty28	Disco Gowns
Royalty29	Kimono Gowns
Flower00	Budding Flowers
Flower01	Cherry Blossoms
Flower02	Dandelions
Flower03	Violets
Flower04	Sunflowers
Flower05	Roses
Flower06	Venus Flytraps
Flower07	Lotuses
Flower08	Four-Leaf Clovers
Flower09	Cactus Flowers
Flower10	Flower Bouquets
Flower11	Hero Flowers
Flower12	Legendary Flowers
Flower13	Super Flowers
Flower14	Macho Flowers
Flower15	Heart Flowers
Flower16	Rafflesias
Flower17	Polka-Dot Flowers
Flower18	Ragged Flowers
Flower19	Woolly Flowers
Flower20	Peacock Flowers
Flower21	Dried Flowers
Flower22	Stained-Glass Flowers
Flower23	Crystal Flowers
Flower24	Sea Anemone Flowers
Flower25	Scribble Flowers
Flower26	Mandrakes
Flower27	Goddess Flowers
Flower28	Mushroom Flowers
Flower29	Robot Flowers
Scientist00	Student Lab Gear
Scientist01	Experiment Lab Gear
Scientist02	Smart Lab Gear
Scientist03	High-Tech Lab Gear
Scientist04	Eyeball Lab Gear
Scientist05	Watch Lab Gear
Scientist06	Outlandish Lab Gear
Scientist07	Steampunk Lab Gear
Scientist08	Rose Lab Gear
Scientist09	Cyber Lab Gear
Scientist10	Pirate Lab Gear
Scientist11	Hero Lab Gear
Scientist12	Legendary Lab Gear
Scientist13	Super Lab Gear
Scientist14	Macho Lab Gear
Scientist15	Heart Lab Gear
Scientist16	Explosion Lab Gear
Scientist17	Polka-Dot Lab Gear
Scientist18	Ragged Lab Gear
Scientist19	Woolly Lab Gear
Scientist20	Metallic Lab Gear
Scientist21	Tropical Lab Gear
Scientist22	Masquerade Lab Gear
Scientist23	Star Lab Gear
Scientist24	Two-Tone Lab Gear
Scientist25	Japanese Lab Gear
Scientist26	Slime Lab Gear
Scientist27	Toy Lab Gear
Scientist28	Snazzy Lab Gear
Scientist29	Minimalist Lab Gear
Cat00	Kitten Suits
Cat01	Tabby Cat Suits
Cat02	Bengal Cat Suits
Cat03	Calico Cat Suits
Cat04	Siamese Cat Suits
Cat05	Sphynx Cat Suits
Cat06	Fluffy Cat Suits
Cat07	Spotted Cat Suits
Cat08	Leotard Cat Suits
Cat09	Egyptian Cat Suits
Cat10	Puss in Boots Suits
Cat11	Hero Cat Suits
Cat12	Legendary Cat Suits
Cat13	Super Cat Suits
Cat14	Macho Cat Suits
Cat15	Heart Cat Suits
Cat16	Casual Cat Suits
Cat17	Polka-Dot Cat Suits
Cat18	Ragged Cat Suits
Cat19	Woolly Cat Suits
Cat20	Robot Cat Suits
Cat21	Outlandish Cat Suits
Cat22	Gentleman Cat Suits
Cat23	Stationmaster Cat Suits
Cat24	Kimono Jacket Cat Suits
Cat25	Pajama Cat Suits
Cat26	Maid Cat Suits
Cat27	Werewolf Cat Suits
Cat28	Dinosaur Cat Suits
Cat29	Leather Cat Suits
Elf00	Sprite Raiments
Elf01	Leather Raiments
Elf02	Iron Raiments
Elf03	Silver Raiments
Elf04	Wind Raiments
Elf05	Wisdom Raiments
Elf06	Spirit Raiments
Elf07	Dark Raiments
Elf08	Sacred Raiments
Elf09	Dragon Raiments
Elf10	Fluffy Raiments
Elf11	Hero Raiments
Elf12	Legendary Raiments
Elf13	Super Raiments
Elf14	Macho Raiments
Elf15	Heart Raiments
Elf16	Crystal Raiments
Elf17	Polka-Dot Raiments
Elf18	Ragged Raiments
Elf19	Woolly Raiments
Elf20	Fairy Raiments
Elf21	Bee Raiments
Elf22	Flower Raiments
Elf23	Heavy Metal Raiments
Elf24	Colorful Raiments
Elf25	Kyudo Raiments
Elf26	Ballet Raiments
Elf27	Robot Raiments
Elf28	Poncho Raiments
Elf29	Lumberjack Raiments
Amiibo00	Mario Clothing
Amiibo01	Luigi Clothing
Amiibo02	Rosalina Clothing
Amiibo03	Yoshi Clothing
Amiibo04	Peach Clothing
Amiibo05	Daisy Clothing
Amiibo06	K.K. Clothing
Amiibo07	Bowser Clothing
Amiibo08	Donkey Kong Clothing
Amiibo09	Isabelle Clothing
Amiibo10	Link Clothing
Amiibo11	Zelda Clothing
Amiibo12	Ganondorf Clothing
Amiibo13	Toad Clothing
Amiibo14	Kirby Clothing
Amiibo15	Ness Clothing
Amiibo16	Inkling Boy Clothing
Amiibo17	Inkling Girl Clothing
Amiibo18	Callie Clothing
Amiibo19	Marie Clothing
Amiibo20	Squid Clothing
Amiibo21	Tom Nook Clothing
Amiibo22	Mr. Resetti Clothing
Amiibo23	Sheik Clothing
Amiibo24	Samus Clothing
Amiibo25	Zero Suit Samus Clothing
battle.msbt
ReadyNormalMsg_K	You all OK?{[0004]}Careful now.{[0004]}Don't let your\nguard down.
ReadyNormalMsg_V	Come on,\npeople!{[0004]}Hang in\nthere!{[0004]}The enemy's\ntired too!
ReadyNormalMsg_M	Take your time.{[0004]}Do we have\nto do this?{[0004]}I think I pulled\na muscle.
ReadyNormalMsg_C	I'm not done yet.{[0004]}Believe in\nyourselves.{[0004]}Stay sharp.
ReadyNormalMsg_W	Oh dear, oh dear...{[0004]}This is tough...{[0004]}I wanna go home...
ReadyNormalMsg_G	Let's win one\nfor the team!{[0004]}I'm doing fine,\nright?{[0004]}I'm getting sleepy...
ReadyNormalMsg_R	We will not\nback down!{[0004]}Never give up!{[0004]}Put your backs\ninto it, team!
ReadyAloneMsg_K	It's OK. I'll get\nus out of this!
ReadyAloneMsg_V	Then I'll just take\ncare of this myself!
ReadyAloneMsg_M	I sure hope this\nworks out.
ReadyAloneMsg_C	Guess it's time to\nclean up this mess.
ReadyAloneMsg_W	Wah! What do\nI do now?
ReadyAloneMsg_G	Huh? Where'd\neveryone go?
ReadyAloneMsg_R	I'll fight to\nthe bitter end!
ReadyPinchMsg_K	I'm good! Don't\nworry about me!
ReadyPinchMsg_V	There's still some\nfight left in me!
ReadyPinchMsg_M	I can't take\nmuch more...
ReadyPinchMsg_C	Not good.
ReadyPinchMsg_W	Uh-oh...
ReadyPinchMsg_G	I don't feel\nso gooood...
ReadyPinchMsg_R	I'm not going\ndown yet!
ReadyEasyMsg_K	Don't let your\nguard down!
ReadyEasyMsg_V	We've got this!
ReadyEasyMsg_M	Almost\nthere!
ReadyEasyMsg_C	Victory is ours.
ReadyEasyMsg_W	I'm so \nnervous!
ReadyEasyMsg_G	Wait, are we\nwinning?
ReadyEasyMsg_R	It ends here!
ReadyDeathMsg_K	Rest easy,\n{[0300|01cd]}...
ReadyDeathMsg_V	The one that got\n{[0300|01cd]}\nis mine!
ReadyDeathMsg_M	{[1400]}{[0300|01cd]}...\nYou tried so hard.
ReadyDeathMsg_C	{[1400]}{[0300|01cd]}...
ReadyDeathMsg_W	{[1400]}{[0300|01cd]}!
ReadyDeathMsg_G	{[1400]}{[0300|01cd]}!\nSo sad...
ReadyDeathMsg_R	I won't let you down,\n{[0300|01cd]}!
ReadyEatenMsg_K	Got your back,\n{[0300|01cd]}!
ReadyEatenMsg_V	Hold on,\n{[0300|01cd]}!
ReadyEatenMsg_M	Suppose we'd better\nhelp {[0300|01cd]}.
ReadyEatenMsg_C	Think {[0300|01cd]}\nwill be OK?
ReadyEatenMsg_W	{[1400]}{[0300|01cd]}'s gonna\nget digested!
ReadyEatenMsg_G	Does {[0300|01cd]}\ntaste good?
ReadyEatenMsg_R	I'll get you out,\n{[0300|01cd]}!
ReadySoloNormalMsg_K	This fight's\nstill going?{[0004]}I hate fighting.{[0004]}I'd better be\ncareful!
ReadySoloNormalMsg_V	Here I go!{[0004]}CHAAAAARGE!{[0004]}Our enemies\nare weak!
ReadySoloNormalMsg_M	Let's roll with\nthe punches...{[0004]}If I have to...{[0004]}I'll just go with\nwhatever.
ReadySoloNormalMsg_C	You're going down.{[0004]}Who wants some?{[0004]}You just don't\nlearn, do you?
ReadySoloNormalMsg_W	*gulp*{[0004]}This is tough...{[0004]}Don't think I can\ntake much more.
ReadySoloNormalMsg_G	OK, ready for action!{[0004]}Is it mealtime yet?{[0004]}*yawn*
ReadySoloNormalMsg_R	It's on!{[0004]}Grrr!{[0004]}You're going down!
ReadySoloPinchMsg_K	I won't lose.
ReadySoloPinchMsg_V	I'm still standing!
ReadySoloPinchMsg_M	I've had just about\nenough of this...
ReadySoloPinchMsg_C	Not gonna happen...
ReadySoloPinchMsg_W	This is a pickle...
ReadySoloPinchMsg_G	Why me?
ReadySoloPinchMsg_R	NOT...YET...
ReadySoloEasyMsg_K	I've got to\nkeep going!
ReadySoloEasyMsg_V	Hey, this isn't\nso bad!
ReadySoloEasyMsg_M	Let's get this\nover with.
ReadySoloEasyMsg_C	I've got your number.
ReadySoloEasyMsg_W	Maybe...just maybe...
ReadySoloEasyMsg_G	Aha! Wait...\nAm I winning?
ReadySoloEasyMsg_R	This ends now!
ToDeathMsg_K	Sorry, peeps...
ToDeathMsg_V	Ah, no...
ToDeathMsg_M	Hmph.
ToDeathMsg_C	Saw that coming.
ToDeathMsg_W	I knew this'd\nhappen...
ToDeathMsg_G	Oh, no no no...
ToDeathMsg_R	Drat...
ItemHPMsg	{[1201]}*chomp chomp*
ItemMPMsg	{[1201]}Mmmm...
ItemHPCpt	{[0300|00cd]} gobbled {[1601]}{[0500|0000]}!
ItemMPCpt	{[1400]}{[0300|00cd]} munched on {[1601]}{[0500|0000]}!
NoItemMsg_K	No {[0500|0001]}\nleft...
NoItemMsg_V	No {[0500|0001]}!
NoItemMsg_M	Out of\n{[0500|0001]}...
NoItemMsg_C	No {[0500|0001]}?
NoItemMsg_W	Ah! No\n{[0500|0001]} left?!
NoItemMsg_G	Where are the\n{[0500|0001]}?
NoItemMsg_R	Who ate all the\n{[0500|0001]}?
GiveItemMsg_K	Have this!
GiveItemMsg_V	Here, have this!
GiveItemMsg_M	You'd better\ntake this.
GiveItemMsg_C	Gotcha covered.
GiveItemMsg_W	You're gonna\nneed this.
GiveItemMsg_G	I think I can\nspare this.
GiveItemMsg_R	You can\nhave this.
TakeItemMsg	Thanks!
DamageWakeupCpt	{[1400]}{[0300|00cd]} was rudely awakened!
DefeatEnemyMsg_K	Yes!
DefeatEnemyMsg_V	Yippee!
DefeatEnemyMsg_M	Easy!
DefeatEnemyMsg_C	Got 'em.
DefeatEnemyMsg_W	Whew...
DefeatEnemyMsg_G	Yay!
DefeatEnemyMsg_R	How about\nthat?
DefeatEnemyCustomMsg	{[0305|00cd]}
DefeatEnemyRevengeMsg	I took it down,\n{[0300|02cd]}!
DefeatEnemyRevengeMsg_F	All taken care of,\n{[0300|02cd]}...
DefeatEnemyCriticalMsg	Yes!
DefeatEnemyVitalSlipMsg	Yippee!
DefeatEnemySkillAttackMsg	And that's how\nit's done!
DefeatEnemySkillMagicMsg	Take that!
DefeatEnemyCrankyMsg	Hmph. Whatever.
SafeAreaCureCpt	{[1400]}{[0300|00cd]} is having a rest.
ToAngryMsg	{[1201]}Grrr!
ToAngryCpt	Angry with {[0400|0100]}!
ToAngrySyncCpt	Angry because...angry!
ToHateAngryMsg	{[1201]}Hmph!
ToHateAngryCpt	Upset at {[0300|01cd]}!
ExplainFeelingAngryMsg	{[1201]}Grr!
ExplainFeelingAngryCpt	Got mad at {[0400|0100]}!
ExplainFeelingHateAngryCpt	Burning rage!
ExplainFeelingAngryAgainCpt	{[1400]}{[0300|00cd]} just can't let it go!
DisableCommandFeelingAngryCpt	{[1400]}{[0300|00cd]}'s all fired up!
CureFeelingAngryCpt	Anger subsided.
ReadyAngryMsg_K	Yeearghh!
ReadyAngryMsg_V	Grrrrarr!
ReadyAngryMsg_M	Grr!
ReadyAngryMsg_C	Whatever.
ReadyAngryMsg_W	What is going on?!
ReadyAngryMsg_G	Gah!
ReadyAngryMsg_R	Arrgh!
ToLaughMsg	{[1201]}Pffft.
ToLaughCpt	{[1400]}{[0300|00cd]} burst out laughing!
NoLaughCpt	{[1400]}{[0300|00cd]} is not amused.
AlreadyLaughCpt	Rolling in the aisles!
ExplainFeelingLaughMsg	{[1201]}Haw haw!
ExplainFeelingLaughCpt	Can't stop laughing!
DisableCommandFeelingLaughCpt	{[1400]}{[0300|00cd]} can't stop laughing!
CureFeelingLaughCpt	{[1400]}{[0300|00cd]} stopped laughing!
ReadyLaughMsg_K	Hahaha!
ReadyLaughMsg_V	Ahahaha!
ReadyLaughMsg_M	Bwaha!
ReadyLaughMsg_C	Ha...
ReadyLaughMsg_W	*chortle*
ReadyLaughMsg_G	Tee hee...
ReadyLaughMsg_R	Haha!
ToTerrorMsg	{[1201]}Yikes!
ToTerrorCpt	Frozen with fear!
NoTerrorCpt	Not scared at all!
ExplainFeelingTerrorMsg	{[1201]}*shiver*
ExplainFeelingTerrorCpt	Legs turned to jelly!
DisableCommandFeelingTerrorCpt	{[1400]}{[0300|00cd]}'s legs turned to jelly.
CureFeelingTerrorCpt	Stopped shaking!
ReadyTerrorMsg	*shiver*
ToCryMsg	{[1201]}Boo hoo!
ToCryCpt	Tears everywhere!
NoCryCpt	{[1400]}{[0300|00cd]} is unmoved.
ExplainFeelingCryMsg	{[1201]}*blubber*
ExplainFeelingCryCpt	Can't see for the tears!
DisableCommandFeelingCryCpt	{[1400]}{[0300|00cd]} can't see for the tears!
CureFeelingCryCpt	Stopped crying!
ReadyCryMsg_K	*sob sob*
ReadyCryMsg_V	Waaaah!
ReadyCryMsg_M	*blubber*
ReadyCryMsg_C	Boo hoo...
ReadyCryMsg_W	*sniff*
ReadyCryMsg_G	*sob*
ReadyCryMsg_R	Waaaah!
ToExciteMsg	{[1201]}Yee-haw!
