Enemy.msbt
enemy_name_MARIO	瑪利歐
LH_W3_1_A	居然睡在這種地方，\n換作是我一定沒辦法！
LH_W3_1_B	就像是座森林，\n嗯，是森林。
LH_W3_2	你該不會只是隨便走走吧？\n我可不喜歡迷路啊。
LH_W3_3_A	好大的樹。\n我們坐電梯嘛。
LH_W3_3_B	感覺像是小朋友的房間呢。\n不過還頗乾淨的嘛。
LH_W3_3_C	住在大樹裡，\n總覺得好夢幻呢。
LH_W3_4	有毒的湖，真叫人不舒服。\n得快點想辦法把這些毒清掉。
LH_W3_5	乘著葉子順流而下，好舒服的樣子。\n要是沒有那些毒的話該有多好。
LH_W3_6	可以眺望大海的山丘！多麼浪漫啊。\n要是沒有那些毒的話該有多好。
LH_W3_7	我真的沒辦法接受這裡！\n小心不要再被抓住了。
LH_W3_7_A	巢穴？\n有種不好的預感……。
LH_W3_8	視線不佳。\n不要踩空啊。
LH_W3_9	這裡要展現跳的技巧！\n掉下去的話會弄得一身毒！
LH_W3_10	猜謎要靠自己想。\n不要靠我。
LH_W3_10_A	好大的樹墩呢。\n感覺下面好像有什麼東西。
LH_W3_11	地上有洞，要小心。跟浮在\n半空中的我沒關係就是了……。
LH_W3_12	是沙灘！海風真舒服！啊啊～\n要是沒有那些毒的話該有多好……。
LH_W4_1_A	是雪！我還是第一次看到！\n好棒呀！
LH_W4_1_B	走這斜坡好累。\n雪雖然很漂亮，但很難前進呢。
LH_W4_1_C	等等，你說要橫越這裡？\n有奇怪的東西滑過來了。
LH_W4_1_D	雪丘融化不見了，\n總覺得清爽多了。
LH_W4_2	河流結冰，變得滑溜溜的！\n而且有奇怪的東西滑來滑去！
LH_W4_2_A	又冷又暗。\n小心不要滑倒了。
LH_W4_2_B	連瀑布都結冰了，\n時間彷彿停止了一樣。
LH_W4_3	瑪利歐，\n你該不會在害怕吧？
LH_W4_3_A	在這種深山裡，\n居然有那麼漂亮的宅邸。
LH_W4_3_B	大廳好寬敞呢。\n有錢人的家是不是都這樣。
LH_W4_3_C	總覺得有股霉味。\n紙一發霉就完蛋了。
LH_W4_3_D	外面還在下雪。\n好冷啊，趕快進去吧。
LH_W4_3_E	仔細看這棟房子還挺豪華的，\n真不錯呢。
LH_W4_4	是啊，這麼冷，\n難怪會結冰。
LH_W4_5_A	我們來到相當高的地方，\n又變得更冷了。
LH_W4_5_B	要坐吊椅嗎？\n好興奮啊。
LH_W4_5_C	哇啊～你看下面！好棒呀～！\n坐吊椅真好玩！
LH_W4_5_D	哦哦～是山洞！\n好暗啊～！
LH_W4_5_E	哇啊～又到外面了～！\n坐吊椅真是太開心了！
LH_W4_5_F	咦～已經到了嗎～？\n我們再坐一次嘛！
LH_W4_6_A	哦，這隊伍是怎麼回事？\n好興奮啊。
LH_W4_6_B	終於要開始了嗎？\n心跳加速。
LH_W4_6_C	呀啊～～！\n快停～！好可怕～！
LH_W4_6_D	嗚、嗚……\n不舒服……。
LH_W4_6_E	又……要坐……那個嗎？\n我會努力，至少忍住不出聲！
LH_W5_1	叢林真是悶熱啊，\n這樣對紙不好呢。
LH_W5_1_A	垃圾場？\n浪費紙是不好的。
LH_W5_2	我什麼忙也幫不上。\n下急流的事就自己加油囉！
LH_W5_2_A	叢林裡的河流因為水流很快，\n所以聲音也很驚人呢。
LH_W5_2_B	哦，是水管。\n當然要進去對吧？
LH_W5_3	我什麼忙也幫不上。\n是大嘴魚，自己保重啊！
LH_W5_3_A	討厭～\n被瀑布噴濕了啦。
LH_W5_4	沒想到叢林的深處，\n居然有這樣的遺跡……。
LH_W5_5	好燙好燙！\n這裡又熱又燙啊！
LH_W5_5_A	水溫似乎剛剛好，但是我的膠水\n好像會脫落，所以還是算了。
LH_W5_5_B	好冷！\n被凍得硬梆梆的。
LH_W5_6	你沒有被花吃掉的經驗吧？\n我有過，簡直是糟透了。
LH_W5_6_A	要從火山口進去嗎！？\n感覺好酷啊！
LH_W5_6_B	我們掉到相當深的地方了。\n這個熱度是……岩漿？
LH_W6_1	是啊，嗯～\n怎麼看都是普通的岩壁呢。
LH_W6_1_A	皇家貼紙發出光芒……。\n原來也有這種力量啊。
LH_W6_1_B	紙片變變變成功了！\n這是怎麼回事？
LH_W6_1_C	沒想到這裡竟然藏著\n庫巴城堡。
LH_W6_2	那個被寵壞的小孩拿到了好厲害的\n玩具呢。實在是太寵他了。
LH_W6_2_A	這艘船是紙做的，\n所以很輕可以飛得很遠。
LH_W6_3_A	把入口做成自己的臉……。\n品味真的很糟糕呢。
LH_W6_3_B	終於……到了這一刻呢。\n說真的，我很緊張。
LH_W6_3_C	下面的刺一碰到就完蛋了！\n品味很糟的機關呢。
LH_W6_3_D	連地板也是庫巴的臉？\n品味糟到無可救藥了。
LH_HIMITSU	只要貼上，就會開啟秘密之地。\n真不愧是秘密門呢。
lucie_call_00	\n話說回來，需要建議嗎？\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\00\0
lucie_call_01	\n好了，要來點建議嗎？\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\01\0
lucie_call_02	\n想要聽建議嗎？\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\02\0
lucie_call_yn_00	要\n不要
lucie_call_yn_01	要\n不要
lucie_call_yn_02	要\n不要
lucie_call_wait	\x0e\x01\x01\0
LA_W1_1_A	出發尋找皇家貼紙囉！\n總之先前進吧！
LA_W1_1_B	被撕下來的橋\n居然在那麼高的地方！\n不知道有誰可以幫忙？
LA_W1_1_D	把被撕下來的橋\n拿到原來的地方去吧。\n我來告訴你一件好事。
LA_W1_1_C	橋修好了，\n這樣子就能前進了。
LA_W1_2_A	好強的風，\n不知道是從哪裡吹來的？
LA_W1_3_A	如果要取得彗星碎片，\n就得想辦法把那水的問題解決掉。\n能去的地方都去過了嗎？
LA_W1_4_A	居然有我不知道的貼紙類型，\n真令人在意。就是在暖暖平原\n撿到後用掉的那個。\x0e\0\x04\0我們回剪紙小鎮，\n收集情報看看嘛。
LA_W1_4_B	看到了可疑的\n或是令人在意的東西時，\n試試紙片變變變準沒錯。
LA_W1_4_C	那個愛哭鬼奇諾比奧\n一直哭，真可憐。\n幫他想點辦法如何？
LA_W1_4_D	話說那個愛哭鬼奇諾比奧，\n是因為想事情才迷路的呢。\n究竟是什麼事情想得那麼認真呢？
LA_W1_6_A	遇到困難的時候，\n就用紙片變變變吧。\n說不定會打開新的道路。
LA_W2_2_A	說到沙漠裡的斯芬克斯\n裡面總該有一兩個寶物吧？\n就像那種會閃閃發亮的……。
LA_W2_3_A	說到遺跡，\n裡面總該有一兩個寶物吧？\n像是在棺材裡之類的……。
LA_W2_4_A	閃浪海港的倉庫等等的，\n不知道會不會\n有什麼有幫助的東西。
LA_W2_4_B	紙片變變變可是很重要的呢！\n在貼紙星，\n大家從小學的時候就開始學了。
LA_W2_4_C	總而言之，\n活著就是要紙片變變變。\n我爺爺常那麼說。
LA_W2_5_A	綠洲好不容易恢復原狀了，\n我想再享受一下渡假氣氛。\x0e\0\x04\0像那個小屋看起來很不錯。\n請他讓我們仔細參觀裡面嘛！
LA_W2_5_B	自從潤澤綠洲的沙塵暴停止後，\n我們還沒有仔細調查過這附近呢。\x0e\0\x04\0說不定有因為沙塵暴\n而沒注意到的東西。
LA_W2_5_C	知道潤澤綠洲的石板上\n寫的東西是什麼意思了嗎？\n我們去乾旱沙漠查查吧。
LA_W2_5_D	在耀西斯芬克斯那裡是不是還有\n東西忘了拿？記得在舌頭的尖端\n有個亮亮的東西唷。
LA_W2_5_E	總覺得在某個地方，\n還有寶物之類的重要物品沒拿。
LA_W2_5_F	雖然這壁畫上的人看起來都\n很像，但裡面有人的姿勢好\n像有點不一樣？
LA_W2_5_G	壁畫裡可能還藏有線索。\n再看仔細點吧。
LA_W2_5_H	這層樓壁畫的\n人物角度和方向都不一樣。\n要睜大眼睛，仔細看呀。
LA_W3_1_A	話說回來，栗寶寶把在栗寶寶堡壘裡\n睡覺的炸彈兵叫醒了。\n雖說是栗寶寶，但做事很認真呢。
LA_W3_1_B	別客氣，儘管用紙片變變變吧。\n我最喜歡紙片變變變了。
LA_W3_2_A	總之，先去花毛毛家看看吧。\n只好穿過這片迷途森林了。
LA_W3_3_A	先去找第一個\n花毛毛的身體吧。
LA_W3_3_B	第二個花毛毛的身體\n在哪裡呢？
LA_W3_3_C	我們要抓住\n第三個花毛毛的身體。\n
LA_W3_3_D	去找第四個\n花毛毛的身體吧。\n這是最後一個了，加油！
LA_W3_3_E	花毛毛說在驚濤海岸等我們呢。
LA_W3_4	花毛毛的身體\n一定還在這全倒湖的某個角落。
LA_M2_A	這附近的皇家貼紙\n好像都收集到了，\x0e\0\x04\0或許出發去海的另一端尋找的\n時刻終於來臨了！\n我們去閃浪海港看看吧。
LA_W4_1_A	寒冷的天氣裡，果然還是要來個\n熱騰騰的紙片變變變呢！\n來暖暖身子吧。
LA_W4_3_A	第六感告訴我，\n可怕東西八成就在附近。
LA_W4_3_B	我感覺到有微弱的風。\n是不是哪裡有縫隙讓風吹進來了？
LA_W4_6_A	俗話說\n「紙片變變變，好處多又多。」\n這是指紙片變變變會帶來各種好處。
LA_W5_3_A	到目前為止，我們一直用\n紙片變變變來指引我們前進的方向。
LA_W5_5_A	小心熔岩！\n掉到地上甚至會撞出一個洞。\n如果被打到會很痛的。
LA_W6_1_A	收集到５張皇家貼紙了，\n但接下來該去哪裡呢？\n還有沒解決的地方……。
LA_W6_1_B	庫巴城堡在雲的上面！\n有沒有人能一口氣帶我們飛上去？
LM_01	咦，這是什麼？\x0e\0\x04\0拿到了一個莫名其妙的物品。\n居然不是扁扁的，\n還真稀奇呢。\x0e\0\x04\0難得嘛，\n就留著作紀念吧。\n我也在貼紙簿裡留個紀錄吧。
LM_02	唉呀，\n又是一個莫名其妙的物品呢。\x0e\0\x04\0跟之前那個一樣，\n這個也是很稀奇呢。\n別管那麼多，就先收著吧。
lucie_royal_angry	瑪利歐，\n你忘了很重要的東西！\n快去拿皇家貼紙啦！
intermission.msbt
intermission_w1_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}一張貼紙　從天而降{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}栗寶寶們一陣騷動{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}１６張合而為一{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}最後卻是　鬧分家{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}沙漠塔的　競技場{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}皇家貼紙　掉到刺球丸子的頭上{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}最後{c[000000]}{c[5d3a17]}{c[000000]}{c[5d3a17]}卡美克施了魔法{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}塔被摺疊　不見了{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}大大的魷魷　最喜歡跳舞{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}小小的魷魷　最喜歡惡作劇{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}由於皇家貼紙的力量{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}毒液{c[000000]}{c[5d3a17]}嘩啦嘩啦　停不下來{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}春來了　雪開始融化{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}我的身體也漸漸融化{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}好想要一個　不會融化的　大大身體{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}皇家貼紙　聽見了願望{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}轟隆轟隆　山神生氣了{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}嘿呵　長矛嘿呵　開始了祭典{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}金光閃閃的貼紙　{c[000000]}{c[5d3a17]}從天而降{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}被貪吃鬼　吃掉了{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
porttown_harbor.msbt
hrb_entrance_kino_00	瑪利歐先生，您好。\n這裡是船、倉庫與港口的小鎮，\n閃浪海港。
hrb_captain_kino_00	我是這艘船的船長，\n也就是說，掌舵是我的工作……\x0e\0\x04\0但最重要的船目前故障中，\n沒辦法動。\x0e\0\x04\0我是機械白癡，\n不知道是哪裡出了問題，\n真叫人頭痛啊。
hrb_captain_kino_01	船發生了不明原因的故障，\n沒辦法動。\n真叫人頭痛啊。
hrb_captain_kino_02	原來如此，因為沒有舵輪！\n這就是故障的原因啊！\x0e\0\x04\0謝謝您！\n瑪利歐先生對機械非常在行呢。\x0e\0\x04\0這樣我就能當個稱職的船長了。\x0e\0\x04\0也就是說，船要出海了！
hrb_captain_kino_03	要出海嗎？\x0e\x03\0\x14\0\0\x01\0\0\0d\0\n\0y\0e\0s\0n\0o\0
hrb_captain_kino_04	遵命！長官。\n要出海囉～！
hrb_captain_kino_05	遵命！長官。\n那麼，我就在這裡等您。
hrb_captain_kino_06	唉呀？奇怪？\n沒辦法前進呢。\x0e\0\x04\0好不容易才把船修好，\n這次又怎麼了？
hrb_captain_kino_07	怎麼了？怎麼了？\n起大浪了嗎？\n這樣當然沒辦法出海！
hrb_captain_kino_08	那麼大的泡泡魚\n我還是第一次看到！\n那就叫他大泡泡魚吧。
hrb_captain_kino_09	沒想到竟然有那麼大的泡泡魚，\n大海果然恐怖……。\x0e\0\x04\0相較之下，\n我的存在是多麼渺小。\x0e\0\x04\0我想暫時留在陸地上工作，\n重新想想自己的存在。\n也就是說……\x0e\0\x04\0從今天起，您就是船長了。\n瑪利歐先生！\x0e\0\x04\0請握住舵輪，自由地使用這艘船。\n瑪利歐船長！
hrb_captain_kino_10	嗨！瑪利歐船長！\n進入船艙，握緊船舵，\n朝大海出發如何呢？
hrb_sanbashi_kino_00	這艘船是開往\n海的另一端的大陸，\n不過現在休航中。
hrb_sanbashi_kino_01	那是叫做泡泡魚的一種魚，\n但我從來沒見過那麼大隻的。
hrb_sanbashi_kino_02	啊，瑪利歐船長。\n船修好了、泡泡魚也解決了，\n這樣就可以去海的另一端的大陸了。
hrb_sanbashi_kino_03	船修好了、泡泡魚也解決了，\n這樣就可以去海的另一端的大陸了。
hrb_fisher_kino_00	您知道用來釣\n特大號獵物用的魚鉤嗎？\x0e\0\x04\0幾天前出海的漁船上\n似乎載著那個魚鉤。\x0e\0\x04\0想必一定是非常大的魚鉤吧。
hrb_fisher_kino_01	就算是一次也好，\n好想用大大的魚鉤\n把那個大傢伙釣起來看看！\x0e\0\x04\0唉，如果有魚鉤貼紙，\n我就可以把他釣起來了！\x0e\0\x04\0載有那個魚鉤的漁船，\n究竟什麼時候才會回來呢！？
hrb_fisher_kino_02	哇！瑪利歐師父！\n居然有辦法釣上那種大傢伙！\n請容我叫您一聲師父！
hrb_world_kino_00	世界是多麼遼闊！\x0e\0\x04\0在海的另一端，\n一定有未知的大陸\n和更多的冒險在等著我們！
hrb_world_kino_01	世界是多麼遼闊！\n沒想到會有那麼大的魚存在！\x0e\0\x04\0開往森林的漁船\n不知道是否平安無事！？
hrb_world_kino_02	瑪利歐船長，\n世界是多麼遼闊！\x0e\0\x04\0在海的另一端，\n一定有未知的大陸\n和更多的冒險在等著我們！
hrb_town_kino_00	剪紙小鎮的流言已經傳到這裡來了。\n就是那個鬼故事。\x0e\0\x04\0聽說廣場的噴水池那裡，\n有時候會傳來\x0e\0\x04\0{s[075]}{d}救命啊……{/d}\x0e\0\x04\0{s[100]}之類的聲音。\n反正不過是水的聲音吧。\n剪紙小鎮的大家太膽小了。
hrb_town_kino_01	剪紙小鎮的噴水池的聲音\n好像已經聽不見了。\x0e\0\x04\0看吧，我就說是大家多心了！\n那些有的沒的鬼故事\n不都是這樣。
hrb_soko_kino_01	這裡的倉庫，\n保管著從國外送來的珍貴東西。\x0e\0\x04\0沒有放在箱子裡的\n基本上都是些不要的東西，\n有需要的話就儘管拿去吧。
hrb_ne_kino_01	……咦？\n是瑪利歐先生？\x0e\0\x04\0我想起來了！我在找東西的時候\n燈突然熄了，變得一片漆黑，\n然後就開始想睡了。\x0e\0\x04\0不好意思擋到您的路！\n如果這裡夠亮的話，\n我就不會打瞌睡。我是說真的喲！
hrb_ne_kino_02	話說回來，\n在高高的地方睡覺真舒服呢。\x0e\0\x04\0連自己要來找什麼\n都忘得一乾二淨了。
hrb_hanajoin_captain	這麼危險的時候，不能讓船出海！
hrb_hanajoin_souko	這裡是倉庫，\n帶著小孩子的客人請勿進入。
hrb_lock_captain	目前正在檢查\n機械設備。
hrb_mech_kino_00	船長目前\n正在檢查機械設備。
hrb_mech_kino_01	那邊那位藍色的先生，\n就是這艘船的船長。
hrb_mech_kino_02	為了以防萬一，\n我請打工的人去倉庫\n找船的備用零件。
hrb_mech_kino_03	為了以防萬一，\n我請打工的人去倉庫\n找船的備用零件。\x0e\0\x04\0但他一直沒有回來，\n所以我想扣他的時薪。
hrb_mech_kino_04	這是這個海港\n開港以來的大事件！
hana_take_ship_01	客人，這樣我們會很困擾的！
hana_take_ship_02	花毛毛，怎麼了？\n冷靜點。
hana_take_ship_03	這位客人無論如何\n都想去森林海岸的小島，\x0e\0\x04\0但那附近最近才有船失蹤。\x0e\0\x04\0也就是說，那裡很危險！\n不能讓船出海到那麼危險的地方。
hana_take_ship_04	聽到了嗎？花毛毛。\n船沒辦法出海喲。\x0e\0\x04\0我了解你想把毒解決的心情，\n但還是放棄坐船去的念頭吧。
SealHelp.msbt
HELP_CONTENTS_SL_LUCIE	犧牲自己，給予力量，\n並託付一切於瑪利歐。
HELP_CONTENTS_SL_RAGGED_JUMP	用輕輕跳來踏擊敵人。
HELP_CONTENTS_SL_JUMP	用跳來踏擊單一敵人，\n但踩到尖刺會很痛。\n加把勁就能踩數次。
HELP_CONTENTS_SL_JUMP_K	用還算強的跳來踏擊敵人。
HELP_CONTENTS_SL_JUMP_KK	用相當強的跳來踏擊敵人。
HELP_CONTENTS_SL_DEKA_JUMP_K	用非常強的跳來踏擊敵人。
HELP_CONTENTS_SL_DODEKA_JUMP_KK	用十分強的跳來踏擊敵人。
HELP_CONTENTS_SL_IRON_JUMP	可以做出\n不怕尖刺的跳。
HELP_CONTENTS_SL_IRON_JUMP_K	可以做出不怕尖刺且\n還算強的跳。
HELP_CONTENTS_SL_IRON_JUMP_KK	可以做出不怕尖刺且\n相當強的跳。
HELP_CONTENTS_SL_DEKA_IRON_JUMP_K	可以做出不怕尖刺且\n非常強的跳。
HELP_CONTENTS_SL_DODEKA_IRON_JUMP_KK	可以做出不怕尖刺且\n十分強的跳。
HELP_CONTENTS_SL_BANE_JUMP	加把勁就可以用跳\n來踏擊同一敵人好幾次。
HELP_CONTENTS_SL_BANE_JUMP_K	加把勁就可以用\n還算強的跳\n來踏擊同一敵人好幾次。
HELP_CONTENTS_SL_BANE_JUMP_KK	加把勁就可以用\n相當強的跳\n來踏擊同一敵人好幾次。
HELP_CONTENTS_SL_DEKA_BANE_JUMP_K	加把勁就可以用\n非常強的跳\n來踏擊同一敵人好幾次。
HELP_CONTENTS_SL_DODEKA_BANE_JUMP_KK	加把勁就可以用\n十分強的跳\n來踏擊同一敵人好幾次。
HELP_CONTENTS_SL_TSUGI_JUMP	依序踩踏所有敵人。\n越先被踩踏的敵人\n會受到越強力的踏擊。
HELP_CONTENTS_SL_TSUGI_JUMP_K	可以用還算強的力量\n依序踩踏所有敵人。
HELP_CONTENTS_SL_TSUGI_JUMP_KK	可以用相當強的力量\n依序踩踏所有敵人。
HELP_CONTENTS_SL_DEKA_TSUGI_JUMP_K	可以用非常強的力量\n依序踩踏所有敵人。
HELP_CONTENTS_SL_DODEKA_TSUGI_JUMP_KK	可以用十分強的力量\n依序踩踏所有敵人。
HELP_CONTENTS_SL_BUNSIN_JUMP_KK	分身後的所有瑪利歐\n會踏擊同一敵人。
HELP_CONTENTS_SL_DEKA_BUNSIN_JUMP_KK	分身後的所有瑪利歐\n會用非常強的力量\n踏擊同一敵人。
HELP_CONTENTS_SL_DODEKA_BUNSIN_JUMP_KK	分身後的所有瑪利歐\n會用十分強的跳\n來踏擊同一敵人。
HELP_CONTENTS_SL_MUGEN_JUMP_KK	加把勁就可以\n連續踏擊同一敵人好幾次。\n只要能夠不斷踏擊，\n就會是張強的貼紙。
HELP_CONTENTS_SL_DEKA_MUGEN_JUMP_KK	加把勁就可以\n連續踏擊同一敵人好幾次。\n只要能夠不斷踏擊，\n就會是張非常強的貼紙。
HELP_CONTENTS_SL_DODEKA_MUGEN_JUMP_KK	加把勁就可以\n連續踏擊同一敵人好幾次。\n只要能夠不斷踏擊，\n就會是張十分強的貼紙。
HELP_CONTENTS_SL_RAGGED_HAMMER	輕輕揮下槌子來敲打敵人。\n
HELP_CONTENTS_SL_HAMMER	揮下槌子來敲打敵人。\n偶爾可以攻擊許多敵人，\n但無法擊中飛行中的敵人。
HELP_CONTENTS_SL_HAMMER_K	揮下槌子，\n用還算強的力量\n來敲打敵人。
HELP_CONTENTS_SL_HAMMER_KK	揮下槌子，\n用相當強的力量\n來敲打敵人。
HELP_CONTENTS_SL_DEKA_HAMMER_K	揮下槌子，\n用非常強的力量\n來敲打敵人。
HELP_CONTENTS_SL_DODEKA_HAMMER_KK	揮下槌子，\n用十分強的力量\n來敲打敵人。
HELP_CONTENTS_SL_BUN_HAMMER	揮出槌子，\n從側面敲打單一敵人。
HELP_CONTENTS_SL_BUN_HAMMER_K	從側面用還算強的力量\n揮出槌子敲打單一敵人。
HELP_CONTENTS_SL_BUN_HAMMER_KK	從側面用相當強的力量\n揮出槌子敲打單一敵人。
HELP_CONTENTS_SL_DEKA_BUN_HAMMER_K	從側面用非常強的力量\n揮出槌子敲打單一敵人。
HELP_CONTENTS_SL_DODEKA_BUN_HAMMER_KK	從側面用十分強的力量\n揮出槌子敲打單一敵人。
HELP_CONTENTS_SL_PICO_HAMMER	加把勁就可以\n敲打單一敵人好幾次。
HELP_CONTENTS_SL_PICO_HAMMER_K	加把勁就可以\n用還算強的力量\n敲打單一敵人好幾次。
HELP_CONTENTS_SL_PICO_HAMMER_KK	加把勁就可以\n用相當強的力量\n敲打單一敵人好幾次。
HELP_CONTENTS_SL_DEKA_PICO_HAMMER_K	加把勁就可以\n用非常強的力量\n敲打單一敵人好幾次。
HELP_CONTENTS_SL_DODEKA_PICO_HAMMER_KK	加把勁就可以\n用十分強的力量\n敲打單一敵人好幾次。
HELP_CONTENTS_SL_MEGATON_HAMMER	正想要敲擊時，\n天空落下大槌子，攻擊所有敵人。\n飛行中的敵人也可擊中。
HELP_CONTENTS_SL_MEGATON_HAMMER_K	天空落下大槌子，\n用還算強的力量攻擊所有敵人。\n飛行中的敵人也可擊中。
HELP_CONTENTS_SL_MEGATON_HAMMER_KK	天空落下大槌子，\n用相當強的力量攻擊所有敵人。\n飛行中的敵人也可擊中。
HELP_CONTENTS_SL_DEKA_MEGATON_HAMMER_K	天空落下大槌子，\n用非常強的力量攻擊所有敵人。\n飛行中的敵人也可擊中。
HELP_CONTENTS_SL_DODEKA_MEGATON_HAMMER_KK	天空落下大槌子，\n用十分強的力量攻擊所有敵人。\n飛行中的敵人也可擊中。
HELP_CONTENTS_SL_MEE_HAMMER	進行攻擊讓所有敵人\n都變得有點睏。
HELP_CONTENTS_SL_DEKA_MEE_HAMMER_K	進行攻擊讓所有敵人\n都變得非常睏。
HELP_CONTENTS_SL_DODEKA_MEE_HAMMER_KK	進行攻擊讓所有敵人\n都變得十分睏。
HELP_CONTENTS_SL_BURNING_HAMMER	敲擊後會竄出大火焰，\n燃燒所有敵人。\n對於部分敵人會失效或無法擊中。
HELP_CONTENTS_SL_DEKA_BURNING_HAMMER_K	敲擊後會竄出大火焰，\n強烈燃燒所有敵人。\n對於部分敵人會失效或無法擊中。
HELP_CONTENTS_SL_DODEKA_BURNING_HAMMER_KK	敲擊後會竄出大火焰，\n猛烈燃燒所有敵人。\n對於部分敵人會失效或無法擊中。
HELP_CONTENTS_SL_SEVERE_HAMMER	敲擊後寒氣擴散四周，\n讓所有敵人凍結。\n對於部分敵人會失效或無法擊中。
HELP_CONTENTS_SL_DEKA_SEVERE_HAMMER_K	敲擊後寒氣擴散四周，\n讓所有敵人強烈凍結。\n對於部分敵人會失效或無法擊中。
HELP_CONTENTS_SL_DODEKA_SEVERE_HAMMER_KK	敲擊後寒氣擴散四周\n讓所有敵人猛烈凍結。\n對於部分敵人會失效或無法擊中。
