Enemy.msbt
enemy_name_MARIO	马力欧
LH_W3_7_A	巢穴？\n有种不好的预感……
LH_W3_8	能见度很差呀。\n不要踩空。
LH_W3_9	现在就让他们见识见识跳的本领！\n掉下去就是毒呀！会泡在毒里噢！
LH_W3_10	问答题是要自己想的。\n不要依赖我。
LH_W3_10_A	好大的树墩呀。\n而且下面好像有什么东西似的。
LH_W3_11	地上有洞，路况不好噢。\n虽然跟浮在空中的我没有什么关系。
LH_W3_12	是海滩！这海风真舒服！啊啊，\n就这样，要是没有毒该有多好呀……
LH_W4_1_A	是雪！第一次看见呢！\n真美呀！
LH_W4_1_B	这个坡，好累呀。\n雪虽说好看，但是路很难走呢。
LH_W4_1_C	嗨，你是说要横穿这里吗？\n有奇怪的东西滑过来呢。
LH_W4_1_D	雪的山丘融化光了，\n感觉好畅快呀。
LH_W4_2	河面被冻得滑溜溜的！\n而且又有奇怪的东西滑过来了！
LH_W4_2_A	又暗又冷。\n注意脚下很滑。
LH_W4_2_B	连瀑布也冻住了。\n好像时间停止了一样。
LH_W4_3	马力欧，\n你不会是有点害怕了吧？
LH_W4_3_A	这样的深山里竟然\n还有这么气派的公馆呀。
LH_W4_3_B	好宽敞的入口大厅呀。\n名人的房子都是这样的吧。
LH_W4_3_C	有点发霉的臭臭的味道。\n纸一旦发霉就完蛋了。
LH_W4_3_D	外面仍然下着雪呀。\n太冷了，赶紧进去吧。
LH_W4_3_E	这个房子如果仔细看的话，\n既豪华又漂亮，不错吧。
LH_W4_4	是的，冷到这种程度的话\n是要结冰的噢。
LH_W4_5_A	因为来到了相当高的地方，\n所以更加冷了。
LH_W4_5_B	乘缆车吗？\n好兴奋呀。
LH_W4_5_C	哇——，看下面！好棒——呀！\n乘缆车真好玩——！
LH_W4_5_D	哦——洞窟！\n好暗——呀！
LH_W4_5_E	哇——，又到外面了——！\n乘缆车非常好玩——！
LH_W4_5_F	咦——，缆车已经结束啦——？\n再乘一次吧。
LH_W4_6_A	咦，什么呀，这么长的队？\n太兴奋了。
LH_W4_6_B	终于要开始啦？\n好紧张呀。
LH_W4_6_C	咔——！\n快停——！好害——怕！
LH_W4_6_D	好，好，\n好恶心……
LH_W4_6_E	又要乘……那个呀？\n我会努力，至少不出声。
LH_W5_1	丛林真是闷热呀。\n对纸可不怎么好呢。
LH_W5_1_A	垃圾场？\n浪费纸可不好呢。
LH_W5_2	我什么忙都帮不上呢。\n漂流的事就自己加油吧！
LH_W5_2_A	因为丛林的河流速很快，\n所以声音很惊人。
LH_W5_2_B	哎呀，是水管。\n当然要进去的吧？
LH_W5_3	我什么忙都帮不上呢。\n是大嘴鱼噢，你自己小心吧！
LH_W5_3_A	啊——啊，\n被瀑布的水花弄湿了。
LH_W5_4	丛林的深处竟然\n有这样的遗迹……
LH_W5_5	烫烫烫！\n又烫又热！
LH_W5_5_A	水温感觉还可以，但我还是\n放弃吧，因为胶水会脱落的。
LH_W5_5_B	嘣嘣嘣嘣！\n被冻得硬邦邦的噢！
LH_W5_6	你，没有被花吃掉过吧？\n我有过，真的是糟透了。
LH_W5_6_A	从火山口进去吗！？\n觉得很酷啊！
LH_W5_6_B	掉到很深的地方了吧。\n这个热是因为岩浆？
LH_W6_1	这个嘛，嗯——\n再怎么仔细看也只是个岩壁呀。
LH_W6_1_A	来自皇家贴纸的光束……\n也有这种力量的呀。
LH_W6_1_B	纸片变变变成功了！\n怎么回事？
LH_W6_1_C	酷霸王城堡竟然\n藏在这种地方。
LH_W6_2	那爱撒娇的家伙竟然拿到了非常\n棒的玩具呢。简直是太宠他了。
LH_W6_2_A	这艘船因为是用纸做的，\n所以很轻，能飞得很好。
LH_W6_3_A	入口竟然是自己的脸……\n真是品味很差。
LH_W6_3_B	马上就……的感觉。\n说实话，非常紧张。
LH_W6_3_C	下面的尖刺，碰到肯定一下子\n就完了！品味很差的机关呢。
LH_W6_3_D	地板上也是酷霸王的脸？\n实在是太没有品味啦。
LH_HIMITSU	一贴就可以打开秘密场所，\n真不愧是秘密门。
lucie_call_00	\n话说回来，需要建议吗？\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\00\0
lucie_call_01	\n那，听个建议怎么样？\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\01\0
lucie_call_02	\n要听建议吗？\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\02\0
lucie_call_yn_00	要\n不要
lucie_call_yn_01	要\n不要
lucie_call_yn_02	要\n不要
lucie_call_wait	\x0e\x01\x01\0
LA_W1_1_A	出发去找皇家贴纸吧！\n总之向前进吧。
LA_W1_1_B	被揭下来的桥竟然在\n那么高的地方！\n有谁能帮助一下吗？
LA_W1_1_D	把被揭下来的桥\n放到原来的地方吧。\n我来告诉你一件好事情。
LA_W1_1_C	桥也修好了，\n这样就可以向前进了。
LA_W1_2_A	好大的风，\n从哪里吹过来的呀？
LA_W1_3_A	要取彗星碎片，\n应该想办法解决那个水的问题。\n能去的地方都去了吗？
LA_W1_4_A	竟然有我不知道的种类的贴纸，\n有点在意呀。就是在暖暖平原\n捡到并使用过的那张。\x0e\0\x04\0在贴花小镇上收集一下信息吧。
LA_W1_4_B	感觉可疑或在意的地方\n首先要用纸片变变变噢。\n这样就不会有错了。
LA_W1_4_C	那个爱哭鼻子的奇诺比奥，\n看起来好可怜呀，\n去帮一下，怎么样？
LA_W1_4_D	那样说来，那个爱哭鼻子的奇诺比奥，\n是因为在思考着问题才迷路的吧。\n到底想什么想得那么入神呀。
LA_W1_6_A	不知道该怎么办的时候，\n就用一下纸片变变变。\n说不定能开辟一条新的道路噢。
LA_W2_2_A	既然叫斯芬克斯，\n那最起码也该有一两样宝贝。\n就是这样闪闪发光的。
LA_W2_3_A	既然叫遗迹，\n那最起码也该有一两样宝贝。\n比如说棺材里面等等。
LA_W2_4_A	闪浪海港的仓库之类的地方，\n没有能帮上忙的东西吗？
LA_W2_4_B	纸片变变变太重要了。\n在贴纸星上，从小学的时候\n就开始学习啦。
LA_W2_4_C	总之这个世界\n还是要纸片变变变的。\n爷爷经常这么说噢。
LA_W2_5_A	好不容易把绿洲\n恢复到原来状态了，\n我想再感受一下度假的氛围。\x0e\0\x04\0那个别墅什么的真的很不错。\n让我们好好看一下里面吧。
LA_W2_5_B	润泽绿洲的沙尘暴消失之后，\n还没有好好调查过那附近呢。\x0e\0\x04\0或许有由于沙尘暴\n而看漏掉的东西。
LA_W2_5_C	知道润泽绿洲的石板上\n写着的内容是什么意思了吗？\n调查一下干旱沙漠吧。
LA_W2_5_D	在耀西斯芬克斯那里\n不是还有忘记拿的东西吗？\n在舌尖上还有个发光的东西呢。
LA_W2_5_E	感觉好像在哪里还有\n忘记拿的诸如宝藏那种\n重要的物品。
LA_W2_5_F	这个壁画上的人物看上去\n都一样的，但里面似乎也有\n姿势略微不同的人物。
LA_W2_5_G	壁画里说不定还藏有提示呢，\n所以全部仔细调查一下吧。
LA_W2_5_H	这个楼层的壁画，\n人物的朝向和摆出的姿势\n都各不相同。好——好看看呢。
LA_W3_1_A	那么说来，在栗子小子堡垒，\n是栗子小子把睡着的炸弹兵叫醒的。\n虽然是栗子小子，但非常认真。
LA_W3_1_B	不必客气，\n尽情使用纸片变变变吧。\n我非常喜欢纸片变变变。
LA_W3_2_A	总之去看一下花之子的家吧。\n只有穿过迷途森林才行。
LA_W3_3_A	首先找一下第一个\n花之子的身体吧。
LA_W3_3_B	第二个花之子的身体\n会在哪里呢？
LA_W3_3_C	要抓住第三个花之子的身体噢。
LA_W3_3_D	找一下第四个花之子的身体吧。\n这个是最后一个啦，加油。
LA_W3_3_E	花之子说过在惊涛海岸等的吧。
LA_W3_4	花之子的身体肯定还在\n这个全中湖的什么地方噢。
LA_M2_A	那么，\n似乎这附近的皇家贴纸\n收集得差不多啦，\x0e\0\x04\0看来终于到了\n去海对面大陆的时候！\n去闪浪海港看看吧。
LA_W4_1_A	寒冷的天，还是\n得来个热的纸片变变变呀。\n暖暖身吧。
LA_W4_3_A	以我的感觉，这附近\n肯定有恐怖的东西。
LA_W4_3_B	隐约地感觉到了风。\n是不是哪里漏风呀。
LA_W4_6_A	有个谚语是“纸片变变变，好处\n多又多”。说的是使用纸片变变变，\n会有很多好事情发生噢。
LA_W5_3_A	到目前为止好几次都是通过\n纸片变变变开辟道路的呀。
LA_W5_5_A	小心熔岩！\n这落下来的气势都能在地面打\n个洞啦，因此被打中会很疼的。
LA_W6_1_A	虽然收集了５张皇家贴纸，\n但是不知道往哪里走。\n是要去还没通过的地方……
LA_W6_1_B	酷霸王城堡在云上噢。\n有没有谁能带我们\n一飞冲天呀。
LM_01	咦，\n这是什么？\x0e\0\x04\0得到个来路不明的“物品”。\n竟然不是单薄的，\n非常稀有呀。\x0e\0\x04\0机会难得，\n就作为纪念收起来吧。\n在收集册上也记录一下吧。
LM_02	哎呀，\n又是个来路不明的“物品”。\x0e\0\x04\0跟之前拿到的一样，\n这个也同样很稀有。\n那就先收着吧。
lucie_royal_angry	马力欧，\n忘了重要的东西啦！\n去拿皇家贴纸呀！
intermission.msbt
intermission_w1_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}一张贴纸从天上飘落下来了{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}栗子小子们一阵骚乱{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}１６张合为一体{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}但是最后分道扬镳{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}沙漠之塔的竞技场{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}在刺球的头上贴上皇家贴纸{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}最后{c[000000]}{c[5d3a17]}卡美克{c[000000]}{c[5d3a17]}施了魔法{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}把塔叠起来，纸界匿踪{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}大乌贼怪，非常喜欢跳舞{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}小乌贼怪，非常喜欢恶作剧{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}都怪皇家贴纸的力量{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}毒{c[000000]}{c[5d3a17]}咕嘟咕嘟涌个不停{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}春天到来冰雪融化{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}我的身体也开始融化{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}我想要不会融化的高大身躯{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}向皇家贴纸传达愿望{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}山正在发怒隆隆震响{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}嘿虎，长矛嘿虎，庙会好热闹{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}刺亮刺亮贴纸{c[000000]}{c[5d3a17]}飘落下来了{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}贪吃鬼饱餐一顿{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
porttown_harbor.msbt
hrb_entrance_kino_00	马力欧先生，你好。\n这里是有船、仓库和港口的小镇，\n闪浪海港。
hrb_captain_kino_00	我是这艘船的船长。\n也就是说驾驶船是\n我的工作……\x0e\0\x04\0但是我那重要的船目前出了故障，\n不能航行了。\x0e\0\x04\0我对机械是一窍不通，\n所以完全不知道原因在哪里。\n真是让人头疼呀。
hrb_captain_kino_01	船由于原因不明的故障而不能航行。\n真是让人头疼呀。
hrb_captain_kino_02	是这样啊，没有船舵！\n这就是故障的原因呀！\x0e\0\x04\0非常感谢！\n原来马力欧先生\n对机械也非常精通呢！\x0e\0\x04\0好，这样我就可以\n将船长的工作做得很棒了。\x0e\0\x04\0也就是说，船就要起航了！
hrb_captain_kino_03	要起航吗？\x0e\x03\0\x14\0\0\x01\0\0\0d\0\n\0y\0e\0s\0n\0o\0
hrb_captain_kino_04	遵——命，长官！\n船要起航了——！
hrb_captain_kino_05	遵——命，长官。\n那么，在此等候您。
hrb_captain_kino_06	咦～不对劲？\n怎么不能前进啊。\x0e\0\x04\0好不容易排除了故障，\n这次又是为什么呀？
hrb_captain_kino_07	什么什么！？\n是巨浪吗？\n船当然不能出航了！
hrb_captain_kino_08	那么大的泡泡怪\n还是第一次看到！\n就叫它“巨型泡泡怪”吧。
hrb_captain_kino_09	没想到会有那么大的泡泡怪，\n大海真是可怕呀……。\x0e\0\x04\0相比之下我的存在\n真是微不足道呀。\x0e\0\x04\0我想暂时干干岸上的活，\n重新审视一下自己。\n也就是说……\x0e\0\x04\0从今天开始你就是船长，\n马力欧先生！\x0e\0\x04\0请握着这个船舵，\n自由自在地驾驶这艘船吧。\n马力欧船长！
hrb_captain_kino_10	嗨，马力欧船长！\n进入船舱，握着船舵，\n朝着大海出发如何？
hrb_sanbashi_kino_00	这艘船是\n驶向大海对面的大陆的，\n但现在正在休航中。
hrb_sanbashi_kino_01	那个是叫做泡泡怪的鱼。\n但是大到那种程度的\n还真是没有见过。
hrb_sanbashi_kino_02	啊，马力欧船长。船也修好了，\n泡泡怪也消失了，这样就可以\n朝着大海对面的大陆出发了吧。
hrb_sanbashi_kino_03	船也修好了，泡泡怪也消失了，\n这样就可以朝着大海对面的\n大陆出发了吧。
hrb_fisher_kino_00	你知道能钓起\n非常非常大的鱼的鱼钩吗？\x0e\0\x04\0听说前几天出航的渔船上\n就载有那种鱼钩。\x0e\0\x04\0肯定是非常大的鱼钩吧。
hrb_fisher_kino_01	我也想用很大的鱼钩\n钓一次那么大的！\x0e\0\x04\0啊～只要有鱼钩，\n或者是有鱼钩的贴纸，\n我就可以帮你钓上来！\x0e\0\x04\0载有鱼钩的渔船，\n什么时候回来呀！？
hrb_fisher_kino_02	啊，马力欧师傅！\n竟然能钓到那么大的鱼！\n请允许我叫您一声师傅！
hrb_world_kino_00	世界真是非常大。\x0e\0\x04\0大海的对面，\n肯定还有没看到的大陆\n和更大的冒险在等着我们！
hrb_world_kino_01	世界真是非常大！\n竟然存在\n那么巨大的鱼！\x0e\0\x04\0驶向森林方向的渔船\n是否安然无恙！？
hrb_world_kino_02	马力欧船长，\n世界真是非常大。\x0e\0\x04\0大海的对面，\n肯定还有没看到的大陆\n和更大的冒险在等着我们！
hrb_town_kino_00	贴花小镇的传闻\n都传到了这里喔。\n就是，那个常说的恐怖话题。\x0e\0\x04\0{s[075]}{d}救命呀……{/d}\x0e\0\x04\0{s[100]}好像从广场的喷泉那里\n传来的声音，时隐时现的。\x0e\0\x04\0其实那不就是水的声音吗？\n贴花小镇的大伙儿\n有点过于胆小了。
hrb_town_kino_01	好像听不到\n贴花小镇上的\n喷泉的声音了。\x0e\0\x04\0你看，还是心理作用吧！\n恐怖的话题大多数是那样的。
hrb_soko_kino_01	这里的仓库保管着\n来自海外的罕见物品。\x0e\0\x04\0没有装箱的物品\n基本上是废弃物，\n请随意拿吧。
hrb_ne_kino_01	啊……咦？\n马力欧先生？\x0e\0\x04\0对了！找东西的时候，\n电灯泡坏了，变得很暗，\n搞得我困起来了！\x0e\0\x04\0挡住了你的路，非常抱歉噢！\n如果亮的话，是不会打盹的。\n是真的！
hrb_ne_kino_02	但是想不到在高的地方睡觉\n会这么舒服。\x0e\0\x04\0因为这个，\n我都忘记要找什么了！
hrb_hanajoin_captain	船是不会去危险的地方的！
hrb_hanajoin_souko	这里是仓库，\n请勿带小孩来。
hrb_lock_captain	现在\n正在保养机械设备。
hrb_mech_kino_00	船长现在\n正在保养机械设备。
hrb_mech_kino_01	那边那位蓝色的先生\n就是这艘船的船长。
hrb_mech_kino_02	为了以防万一，\n让钟点工到仓库那里\n找船的备件了。
hrb_mech_kino_03	为了以防万一，\n让钟点工到仓库那里\n找船的备件了。\x0e\0\x04\0但是到现在\n还没有回来，\n所以打算降低他的工钱。
hrb_mech_kino_04	这个港口开港以来的\n大事件！
hana_take_ship_01	乘客，这样我们很为难！
hana_take_ship_02	花之子，怎么了？\n冷静点。
hana_take_ship_03	这位乘客说什么\n也要到森林里的湖心小岛上去。\x0e\0\x04\0在那一带，\n最近有艘渔船音讯全无了。\x0e\0\x04\0也就是说很危险！\n危险的地方船是不会去的。
hana_take_ship_04	听到了？花之子。\n船是不会去的。\x0e\0\x04\0虽然可以理解你想要\n解决毒气问题的那种心情，\n但还是放弃坐船到那里的想法吧。
SealHelp.msbt
HELP_CONTENTS_SL_LUCIE	牺牲自己\n把自己的力量给与马力欧，\n并将一切托付给他。
HELP_CONTENTS_SL_RAGGED_JUMP	用轻跳来踩踏敌人。
HELP_CONTENTS_SL_JUMP	用跳来踩踏１个敌人，\n但是踩到尖刺就会感到疼。\n努力的话能够多踩几次。
HELP_CONTENTS_SL_JUMP_K	用有点强的跳来踩踏敌人。
HELP_CONTENTS_SL_JUMP_KK	用相当强的跳来踩踏敌人。
HELP_CONTENTS_SL_DEKA_JUMP_K	用非常强的跳来踩踏敌人。
HELP_CONTENTS_SL_DODEKA_JUMP_KK	用超强的跳来踩踏敌人。
HELP_CONTENTS_SL_IRON_JUMP	可以进行即使踩到尖刺\n也毫发无伤的跳。
HELP_CONTENTS_SL_IRON_JUMP_K	可以进行即使踩到尖刺\n也毫发无伤的有点强的跳。
HELP_CONTENTS_SL_IRON_JUMP_KK	可以进行即使踩到尖刺\n也毫发无伤的相当强的跳。
HELP_CONTENTS_SL_DEKA_IRON_JUMP_K	可以进行即使踩到尖刺\n也毫发无伤的非常强的跳。
HELP_CONTENTS_SL_DODEKA_IRON_JUMP_KK	可以进行即使踩到尖刺\n也毫发无伤的超强的跳。
HELP_CONTENTS_SL_BANE_JUMP	只要努力就可以用跳\n多次地踩踏同一个敌人。
HELP_CONTENTS_SL_BANE_JUMP_K	只要努力就可以用有点强的跳\n多次地踩踏同一个敌人。
HELP_CONTENTS_SL_BANE_JUMP_KK	只要努力就可以用相当强的跳\n多次地踩踏同一个敌人。
HELP_CONTENTS_SL_DEKA_BANE_JUMP_K	只要努力就可以用非常强的跳\n多次地踩踏同一个敌人。
HELP_CONTENTS_SL_DODEKA_BANE_JUMP_KK	只要努力就可以用超强的跳\n多次地踩踏同一个敌人。
HELP_CONTENTS_SL_TSUGI_JUMP	可以按顺序踩所有的敌人。\n越是最先被踩到的敌人，\n越能用强的力量踩踏。
HELP_CONTENTS_SL_TSUGI_JUMP_K	可以按顺序用有点强的力量\n踩所有的敌人。
HELP_CONTENTS_SL_TSUGI_JUMP_KK	可以按顺序用相当强的力量\n踩所有的敌人。
HELP_CONTENTS_SL_DEKA_TSUGI_JUMP_K	可以按顺序用非常强的力量\n踩所有的敌人。
HELP_CONTENTS_SL_DODEKA_TSUGI_JUMP_KK	可以按顺序用超强的力量\n踩所有的敌人。
HELP_CONTENTS_SL_BUNSIN_JUMP_KK	马力欧所有的分身\n去踩踏同一个敌人。
HELP_CONTENTS_SL_DEKA_BUNSIN_JUMP_KK	马力欧所有的分身\n用非常强的力量\n去踩踏同一个敌人。
HELP_CONTENTS_SL_DODEKA_BUNSIN_JUMP_KK	马力欧所有的分身\n用超强的力量\n去踩踏同一个敌人。
HELP_CONTENTS_SL_MUGEN_JUMP_KK	只要努力就可以持续踩\n同一个敌人无数次。\n只要能持续踩，就是强的贴纸。
HELP_CONTENTS_SL_DEKA_MUGEN_JUMP_KK	只要努力就可以持续踩\n同一个敌人无数次。\n只要能持续踩，就是非常强的贴纸。
HELP_CONTENTS_SL_DODEKA_MUGEN_JUMP_KK	只要努力就可以持续踩\n同一个敌人无数次。\n只要能持续踩，就是超强的贴纸。
HELP_CONTENTS_SL_RAGGED_HAMMER	轻轻挥下锤子来敲击敌人。
HELP_CONTENTS_SL_HAMMER	挥下锤子来敲击敌人。\n有时可以攻击很多敌人\n但是无法攻击飞行中的敌人。
HELP_CONTENTS_SL_HAMMER_K	挥下锤子用有点强的力量\n来敲击敌人。
HELP_CONTENTS_SL_HAMMER_KK	挥下锤子用相当强的力量\n来敲击敌人。
HELP_CONTENTS_SL_DEKA_HAMMER_K	挥下锤子用非常强的力量\n来敲击敌人。
HELP_CONTENTS_SL_DODEKA_HAMMER_KK	挥下锤子用超强的力量\n来敲击敌人。
HELP_CONTENTS_SL_BUN_HAMMER	把锤子用力挥过去，\n从侧面敲击１个敌人。
HELP_CONTENTS_SL_BUN_HAMMER_K	用有点强的力量把锤子用力挥过去，\n从侧面敲击１个敌人。
HELP_CONTENTS_SL_BUN_HAMMER_KK	用相当强的力量把锤子用力挥过去，\n从侧面敲击１个敌人。
HELP_CONTENTS_SL_DEKA_BUN_HAMMER_K	用非常强的力量把锤子用力挥过去，\n从侧面敲击１个敌人。
HELP_CONTENTS_SL_DODEKA_BUN_HAMMER_KK	用超强的力量把锤子用力挥过去，\n从侧面敲击１个敌人。
HELP_CONTENTS_SL_PICO_HAMMER	只要努力就可以把１个敌人\n敲击很多次。
HELP_CONTENTS_SL_PICO_HAMMER_K	只要努力就可以把１个敌人\n用有点强的力量\n敲击很多次。
HELP_CONTENTS_SL_PICO_HAMMER_KK	只要努力就可以把１个敌人\n用相当强的力量\n敲击很多次。
HELP_CONTENTS_SL_DEKA_PICO_HAMMER_K	只要努力就可以把１个敌人\n用非常强的力量\n敲击很多次。
HELP_CONTENTS_SL_DODEKA_PICO_HAMMER_KK	只要努力就可以把１个敌人\n用超强的力量\n敲击很多次。
HELP_CONTENTS_SL_MEGATON_HAMMER	正想要敲击时，\n有个很大的锤子落下来\n攻击所有的敌人。\n也能击中飞行中的敌人。
HELP_CONTENTS_SL_MEGATON_HAMMER_K	有个很大的锤子落下来\n用有点强的力量\n攻击所有的敌人。\n也能击中飞行中的敌人。
HELP_CONTENTS_SL_MEGATON_HAMMER_KK	有个很大的锤子落下来\n用相当强的力量\n攻击所有的敌人。\n也能击中飞行中的敌人。
HELP_CONTENTS_SL_DEKA_MEGATON_HAMMER_K	有个很大的锤子落下来\n用非常强的力量\n攻击所有的敌人。\n也能击中飞行中的敌人。
HELP_CONTENTS_SL_DODEKA_MEGATON_HAMMER_KK	有个很大的锤子落下来\n用超强的力量\n攻击所有的敌人。\n也能击中飞行中的敌人。
HELP_CONTENTS_SL_MEE_HAMMER	进行会使所有的敌人\n感到有点困的攻击。
HELP_CONTENTS_SL_DEKA_MEE_HAMMER_K	进行会使所有的敌人\n感到非常困的攻击。
HELP_CONTENTS_SL_DODEKA_MEE_HAMMER_KK	进行会使所有的敌人\n感到超困的攻击。
HELP_CONTENTS_SL_BURNING_HAMMER	敲击下去后会窜出大火焰，\n燃烧整个敌人。\n对有的敌人会不起作用或无法击中。
HELP_CONTENTS_SL_DEKA_BURNING_HAMMER_K	敲击下去后会窜出大火焰，\n非常剧烈地燃烧整个敌人。\n对有的敌人会不起作用或无法击中。
HELP_CONTENTS_SL_DODEKA_BURNING_HAMMER_KK	敲击下去后会窜出大火焰，\n超剧烈地燃烧整个敌人。\n对有的敌人会不起作用或无法击中。
