Enemy.msbt
enemy_name_MARIO	Mario
LH_W3_2	We're not walking the right way?\nYou can't be serious. In case I haven't\ntold you, I hate getting lost.
LH_W3_3_A	That's a pretty big tree. You really\nwant to hike up that? Can't we use an\nelevator instead?
LH_W3_3_B	This definitely feels like a boy's room. \nThat said, it's pretty clean!
LH_W3_3_C	Living in a tree... That's so Wiggler.
LH_W3_4	Even the idea of a poison lake makes\nme feel ill. It makes me want to do\nsomething about that poison. Fast.
LH_W3_5	It would be relaxing to float downstream\non a leaf... You know, if the stream\nweren't POISON.
LH_W3_6	A hilltop with an ocean view sounds so\nromantic. If it weren't for this poison...
LH_W3_7	This is going to scar my psyche. I can\njust FEEL it! Don't let these things\nsnatch you!
LH_W3_7_A	A burrow? I have a REALLY bad feeling\nabout this...
LH_W3_8	Visibility is really poor here, so watch\nyour step.
LH_W3_9	Time to show off your jumping skills! \nIf you fall in, you're definitely getting\nan exfoliating poison bath.
LH_W3_10	Anytime we go on a quiz show,\nyou're on your own. I don't do trivia!
LH_W3_10_A	That's a big tree stump, huh?\nI bet there's something below it... 
LH_W3_11	All these holes make for some dangerous\nfooting... Of course, I float in the air, \nso I don't care. Good luck with that.
LH_W3_12	The beach! That sea breeze feels so \nnice! If it weren't for all this poison.
LH_W4_1_A	Snow! This is my first time seeing it!\nAmazing!
LH_W4_1_B	These hills are making me tired. \nSnow's pretty and all, but it's hard to \nwalk in. Or even float over.
LH_W4_1_C	Hey, shouldn't those weird sliding \nthings stop for crossing pedestrians?\nWhat a bunch of road hogs.
LH_W4_1_D	It feels tidier now that the snow drifts\nhave all melted away, right?
LH_W4_2	The river's frozen and slip-slidey!\nWhat's worse, those weird things are\nsliding all over the place again!
LH_W4_2_A	It's cold and dark. And slippery.\nCold, dark, and slippery. Careful.
LH_W4_2_B	Even the waterfall's frozen. Weird.\nIt's like time has stopped.
LH_W4_3	Mario, you aren't just a little afraid,\nare you?
LH_W4_3_A	What a fantastic mansion! And in such\na remote spot in the mountains.
LH_W4_3_B	What a huge lobby. Maybe this is some\ncelebrity's house. 
LH_W4_3_C	Ugh, it really smells moldy or something.\nAnd if paper gets moldy, it's all over.
LH_W4_3_D	Yeah, it's snowing outside, per usual.\nGet inside quick. It's too cold! 
LH_W4_3_E	When you take a good look at this\nhouse, you have to admit that it is\nREALLY nice.
LH_W4_4	When it's this cold, everything freezes.
LH_W4_5_A	We've come pretty high up... It's even\ncolder up here because of the altitude.
LH_W4_5_B	We're going to ride a chairlift? \nExciting!
LH_W4_5_C	Wow, look down! This is amazing!\nChairlifts are the best!
LH_W4_5_D	Whoa, this cave is dark! Although, are\nthere really any BRIGHT caves?
LH_W4_5_E	Wow, now we're back outside! \nThis chairlift is INCREDIBLE!
LH_W4_5_F	Huh? The chairlift ride is over? Boo.\nLet's go one more time!
LH_W4_6_A	Huh? What is this line? It must be for\nsomething exciting! Though I don't know\nhow they can top that chairlift!
LH_W4_6_B	Are we starting yet? Are we? Now? \nI am SO excited.
LH_W4_6_C	AAAAAAAAAAAAAAAH! STOPPPPPPPPP!\nI'M TOO SCAAAAAAAAAAARED!
LH_W4_6_D	I... I... I don't feel so good...
LH_W4_6_E	We're riding that...thing again? \nI'll try not to scream.
LH_W5_1	Jungles are really hot and humid.\nFun fact: that's not good for paper.
LH_W5_1_A	Somebody dumped all this trash?\nWasting paper just enrages me.
LH_W5_2	I can't do anything for you. Sorry!\nGood luck on the rapids!
LH_W5_2_A	This jungle river sure flows fast, huh?\nNo wonder it's so loud.
LH_W5_2_B	Huh? A pipe. Definitely a pipe.\nAnd that means we're going in, right?
LH_W5_3	I can't do anything to help. Sorry!\nBe careful in this murk.
LH_W5_3_A	Oh no! I got wet from the splash zone\nof that waterfall. I HATE getting wet.
LH_W5_4	I can't believe there are ruins like these\nso deep in the jungle...
LH_W5_5	Ay-yay-yay! Talk about hot!
LH_W5_5_A	The water temperature seems nice,\nbut it looks like it'd take my glue off,\nso I'll be skipping a dip.
LH_W5_5_B	Frozen rock solid! Now that's what I \ncall cold!
LH_W5_6	You've never been eaten by a flower\nbefore? I have. It's the WORST.
LH_W5_6_A	We're going into the crater?! Neat!
LH_W5_6_B	Wow, we've really gotten deep. \nIt's the magma that's making it so hot,\nright? Stupid magma.
LH_W6_1	Hmm, you're right. No matter how hard\nyou stare at it, it seems like a regular\nold cliff wall.
LH_W6_1_A	Light from the Royal Stickers...\nWhat power DON'T they have?!
LH_W6_1_B	Paperization complete! Now, what's the\nmeaning of THAT?!
LH_W6_1_C	Bowser's castle is hiding around here\nsomewhere. It HAS to be.
LH_W6_2	That little brat has quite the toy\ncollection. Must be nice, being spoiled.
LH_W6_2_A	Since this ship is paper, it's light!\nSo it's not surprising it can fly.
LH_W6_3_A	An entrance made of your own face...\nBoy, this guy's got bad taste.
LH_W6_3_B	It feels like...the finale, doesn't it?\nTo be honest, I'm a little nervous.
LH_W6_3_C	One taste of those spikes below, \nand you're done for! Talk about a poor\ninterior-design decision!
LH_W6_3_D	Bowser's face is on the floor too? \nThis guy's got zero design sense.
LH_HIMITSU	Stick those door stickers up and they\nopen secret areas... Secret doors rule.
lucie_call_00	\nSooo... Need any advice?\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\00\0
lucie_call_01	\nAnyway... Looking for advice?\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\01\0
lucie_call_02	\nSo anyway... Want some advice?\x0e\x03\0*\0\0\x01\0\0\0d\0 \0l\0u\0c\0i\0e\0_\0c\0a\0l\0l\0_\0y\0n\0_\00\02\0
lucie_call_yn_00	Yes\nNo
lucie_call_yn_01	Yes\nNo
lucie_call_yn_02	Yes\nNo
lucie_call_wait	\x0e\x01\x01\0
LA_W1_1_A	Let's go find those Royal Stickers!\nMove out!
LA_W1_1_B	That ripped-out bridge scrap is all the\nway up there! Do you think anyone can\nlend us a hand?
LA_W1_1_D	Let's take that torn-out bridge scrap\nback to where it originally belonged. \nI'll show you something good!
LA_W1_1_C	The bridge is fixed! Let's move on.
LA_W1_2_A	What a wind! I wonder where it's\nblowing from? 
LA_W1_3_A	We have to do something about that \nwater to get that comet piece...\nHave we been everywhere we can go?
LA_W1_4_A	It bothers me that I had never seen a\nsticker type like the one we used in\nthat fight on the Warm Fuzzy Plains.\x0e\0\x04\0Let's go ask around Decalburg.
LA_W1_4_B	If you see anything...strange, the first\nthing you should do is paperize. \nALWAYS a good idea.
LA_W1_4_C	I feel so bad for that poor, crying Toad.\nMaybe we can do something for him? 
LA_W1_4_D	That crybaby Toad got lost because he\nwas so deep in thought. I wonder what\nhe was thinking so deeply about? 
LA_W1_6_A	When you get stuck, paperize. \nSometimes the way forward will open!
LA_W2_2_A	If it's a sphinx, it's got to have at least\nONE treasure, right? Something flashy.\nIt's like a law or something.
LA_W2_3_A	These are ruins, right? So there's got to\nbe at least one treasure. Do you think\nit could be hidden in a coffin?
LA_W2_4_A	I was just thinking, maybe there was\nsomething useful stored in the\nwarehouses at Surfshine Harbor.
LA_W2_4_B	Paperization is REALLY important.\nOn the Sticker Star, we study it \nstarting in elementary school.
LA_W2_4_C	In life, one must remember to paperize\nfrequently. That's what my \ngrandsticker used to say!
LA_W2_5_A	Now that we've returned the oasis to\nits normal state, I wouldn't mind\ngetting a taste of that resort life.\x0e\0\x04\0That cottage looked pretty high end.\nI'd love to get a better look inside.
LA_W2_5_B	We haven't explored all around the \nDamp Oasis since that sandstorm \ndisappeared, have we?\x0e\0\x04\0It's probably pretty easy to miss \nsomething important in a sandstorm.
LA_W2_5_C	Did you understand what was written \non that slate in the Damp Oasis? \nI say we explore Drybake Desert.
LA_W2_5_D	Did we find everything at the Yoshi\nSphinx? I feel like I saw something\nflashing on the tip of its tongue.
LA_W2_5_E	I can't shake the feeling that we missed\na treasure or something important in an\narea we've already explored.
LA_W2_5_F	These murals may all LOOK the same,\nbut it seems like some of the ancient\nToads are in slightly different poses.
LA_W2_5_G	There might be another hint hidden in\nthese murals, so let's check them all\nreally thoroughly. 
LA_W2_5_H	The murals on this floor all have \ndifferent poses or face different \ndirections. Look verrrrrry closely.
LA_W3_1_A	That Goomba woke up the snoozing\nfortress Bob-ombs... Not a bad trick\nfor a Goomba.
LA_W3_1_B	Keep paperizing. Don't think. Just do it.\n\n...I love paperization. 
LA_W3_2_A	For the time being, we should probably\ngo check Wiggler's house for clues. \nWe HAVE to get through the Bafflewood.
LA_W3_3_A	First, let's find the first segment of\nWiggler's body.
LA_W3_3_B	Where could the second segment of \nWiggler's body be? 
LA_W3_3_C	We've got to catch the third segment of\nWiggler's body.
LA_W3_3_D	Let's find the fourth segment of \nWiggler's body. That's the last one! \nLet's do it!
LA_W3_3_E	Wiggler said he was waiting at \nWhitecap Beach, didn't he?
LA_W3_4	Wiggler's segment must still be around\nStrike Lake somewhere.
LA_M2_A	Looks like we've found all the Royal\nStickers around here.\x0e\0\x04\0The time has finally come for us to head\nto the continent across the sea! \nSurfshine Harbor is where we should be.
LA_W4_1_A	Nothing like some hot paperization on a\ncold day. Let's warm it up!
LA_W4_3_A	I sense that there are terrifying things\nsomewhere nearby.
LA_W4_3_B	I feel a faint breeze. I think there's a\ndraft coming in from somewhere.
LA_W4_6_A	Let me teach you a famous saying \nthat'll help you remember how crucial\nit is to paperize when you're at a loss...\nStucky? Paperization makes you lucky!
LA_W5_3_A	We've used paperization to open the\nway forward about a million times...\nJust saying. 
LA_W5_5_A	Careful of the lava! It descends with\nenough force to punch a hole in the\nground. That'll HURT if it hits you!
LA_W6_1_A	We've found five Royal Stickers already,\nbut where should we go next? There \nmust be a place we haven't solved...
LA_W6_1_B	Bowser's castle is up in the sky. \nDo we know anyone who can fly us up\nthere?
LM_01	Huh? What's that?\x0e\0\x04\0I have to tell you, I'm not familiar with\nthat...thing. It's so rare to see\nsomething that's not flat!\x0e\0\x04\0We'd better play it safe and keep this\nthing as a souvenir, at the very least. \nI can cram it in the album.
LM_02	Huh, another one of those things I'm\nnot familiar with...\x0e\0\x04\0This one looks really rare too. \nWell, let's take it. 
lucie_royal_angry	Uh, Mario, you're forgetting something \nREALLY important! You have to take \nthe Royal Sticker!
intermission.msbt
intermission_w1_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}a sticker fluttered down from the sky{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}excited Goombas cheered from on high{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}sixteen sheets became one bad guy{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w1_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}in the end they split and went bye-bye{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}a lonely stadium atop a desert tower{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}a Royal Sticker gave a Pokey power{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}Kamek wielded magic dark and dour{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w2_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}the tower folded like a withering flower{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}a big Blooper loved to boogie and bop{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}small Bloopers loved to fight and flop{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}a Royal Sticker popped evil's top{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w3_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}poison gushed out and would not stop{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}spring came and snow started to melt{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}my body got uncomfortably svelte{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}I lamented the frail bod I was dealt{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w4_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}a sticker knew my wish was heartfelt{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_0	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}Rumble Volcano had grown irate{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_1	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}the Spear Guys threw a fest to placate {c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_2	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}a sparkling sticker being arrived late{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
intermission_w5_3	{d}\x0e\x04\x03\x04\0\0\0\0{c[5d3a17]}and this glutton, it ate, ate, and ate{c[000000]}\x0e\x01\x01\0\x0f\x04\x03{/d}
porttown_harbor.msbt
hrb_entrance_kino_00	Hi, Mario. If you like ships and\nwarehouses, you've come to the right\nport. Welcome to Surfshine Harbor!
hrb_captain_kino_00	Greetings. I am this ship's captain.\nYes, it is my job to pilot this craft upon\nthe briny deep, but...\x0e\0\x04\0Just look at it. My beautiful ship!\nIt's broken down and won't budge.\x0e\0\x04\0I am a CAPTAIN, not a mechanic!\nI haven't a clue what the problem could\nbe. Whatever should I do? 
hrb_captain_kino_01	My beautiful ship won't budge for \nreasons unknown. What should I do?
hrb_captain_kino_02	Ah, so there wasn't any wheel! \nI KNEW something didn't look right! \nNo wonder it wouldn't move!\x0e\0\x04\0Thank you! Good sir, you certainly are\na first-rate mechanic.\x0e\0\x04\0Now I can get back to being a glorious\nseafaring captain.\x0e\0\x04\0All aboard! Anchors aweigh! Full steam\nahead! Stow your tray tables!
hrb_captain_kino_03	Shall we shove off? \x0e\x03\0\x14\0\0\x01\0\0\0d\0\n\0y\0e\0s\0n\0o\0
hrb_captain_kino_04	Then we depart for the big blue!\nFull steam ahead!
hrb_captain_kino_05	I fully understand. I'll await you here.
hrb_captain_kino_06	Huh? That's quite strange, isn't it?\nWe're not going anywhere.\x0e\0\x04\0We just fixed this blasted ship!\nWhat is it now?!
hrb_captain_kino_07	What in the world?! Good heavens!\nWas that a rogue wave? It's clearly\ntoo unsafe to take this ship out now!
hrb_captain_kino_08	I've never seen such a mammoth\nCheep Cheep! Surely there can be no\nother name for this beast than the\nBig Cheep Cheep!
hrb_captain_kino_09	Such a monstrous Cheep Cheep rising\nforth from the depths... Truly, the sea\nis an unknowable font of frights...\x0e\0\x04\0Compared to that leviathan, my little\nexistence seems so...tiny.\x0e\0\x04\0I think I'll confine myself to dry land for\na time in order to take a long, hard\nlook at who I am. In other words...\x0e\0\x04\0I am stepping down, Mario!\x0e\0\x04\0Take the wheel, and use this ship as\nyou see fit. I appoint you captain!\x0e\0\x04\0All hail the new captain!
hrb_captain_kino_10	Aye, Captain! Take the helm, and go\nforth onto the deep blue!
hrb_sanbashi_kino_00	That ship normally sails for the\ncontinent across the sea, but it's not \nrunning today.
hrb_sanbashi_kino_01	ACK! That fish is called a Cheep Cheep,\nin case you were wondering about it. \nBut they're normally, like, smaller.\nI've never seen one that big. AAACK!
hrb_sanbashi_kino_02	Ah, Captain Mario. The ship's repaired,\nthe Cheep Cheep is no more, and now\nwe can finally set out to the continent\nacross the sea.
hrb_sanbashi_kino_03	Well, the ship's repaired, the Cheep \nCheep is no more, and now we can \nfinally set out to the continent across\nthe sea.
hrb_fisher_kino_00	Have you heard the tales of the\nmassive fishhook? The one so big it\ncan land a fish bigger than our tiny\nlittle minds can imagine?\x0e\0\x04\0Yeah, well, they say that hook exists\nand that it was loaded onto a fishing\nboat that left port the other day.\x0e\0\x04\0I've gotta say... That hook sounds BIG.
hrb_fisher_kino_01	Just once I'd like to use a big fishhook\nto land me a giant fish. Just once!\nIt's not a lot to ask!\x0e\0\x04\0Ah, if only I had a hook, or even a hook\nSTICKER, for crying out loud, I could\nbring in that fish!\x0e\0\x04\0When is that fishing boat carrying that\nhuge hook going to get back here?
hrb_fisher_kino_02	Oh my GOSH, it's Mario the Master!\nI mean, landing a huge fish like that?\nYou HAVE to let me call you the Master!
hrb_world_kino_00	Hear me, traveler: the world is vast.\x0e\0\x04\0On snow-covered peaks and fiery\nvolcanoes, adventure surely awaits!
hrb_world_kino_01	This world consistently blows my mind! \nTo think that a giant fish like that \nexists! Incredible!\x0e\0\x04\0I wonder if that fishing boat that was\nheaded toward the forest is all right...
hrb_world_kino_02	Hear these words, Captain Mario: \nthe world is vast!\x0e\0\x04\0Across the sea, on a continent where\na scant few have trod, further \nadventure surely awaits!
hrb_town_kino_00	It might surprise you, but rumors from\nDecalburg make their way out to this\nport pretty quick. For example, check\nout this grim tale.\x0e\0\x04\0In the town square, if you listen closely\nby the fountain, you might hear a\ncreeeeepy voice...\x0e\0\x04\0{s[075]}{d}...help me...{/d}\x0e\0\x04\0{s[100]}Have you heard it? Frankly, I bet it's\njust the sound of the fountain's water. \nDecalburg folks are known to be just a\ntouch timid. 
hrb_town_kino_01	Apparently the voice coming from the \nfountain in Decalburg has stopped.\x0e\0\x04\0I KNEW I shouldn't believe stories like\nthat! One of these days, I'm going to\nfreak myself RIGHT OUT.
hrb_soko_kino_01	These warehouses store rare items that\nhave been imported from overseas.\x0e\0\x04\0Anything that's not in a crate is \nbasically junk, so help yourself.
hrb_ne_kino_01	Yaaaaaawn... Huh? Mario?\x0e\0\x04\0Oh, hey! Yeah, I was looking for\nsomething when the lights went out. \nBoom! Pitch black. And then boom!\nFast asleep.\x0e\0\x04\0Sorry to block your way. I have a habit\nof sleeping really, really hard when the\nlights go out... Honest to goodness!
hrb_ne_kino_02	Sleeping high up felt really goooood.\x0e\0\x04\0But thanks to that nap, I've completely \nforgotten what I was looking for.
hrb_hanajoin_captain	Are you mad?! I'm not putting this ship\ninto harm's way!
hrb_hanajoin_souko	I'm sorry, but please refrain from\nbringing children into the warehouse.
hrb_lock_captain	I'm a bit busy inspecting the engines at\nthe moment.
hrb_mech_kino_00	This ship is currently undergoing an\nengine-maintenance inspection. Sorry.
hrb_mech_kino_01	That gentleman in blue over there is the\ncaptain of the ship he's standing next\nto, in case you were wondering.
hrb_mech_kino_02	By the by, I hired some guy part-time\nto go to the warehouse to look for spare\nparts for the ship. It's always good to \nhave spare parts just in case.
hrb_mech_kino_03	By the by, I hired some guy part-time\nto go to the warehouse to look for spare\nparts for the ship.\x0e\0\x04\0Yeah, NO idea what happened to that\nguy. He definitely didn't come back.\nNo way am I paying that deadbeat.
hrb_mech_kino_04	This is the biggest thing to ever happen\nat the harbor! THE BIGGEST, I SAY!
hana_take_ship_01	This is a fine mess!
hana_take_ship_02	What's wrong, little guy? Calm down.
hana_take_ship_03	I understand this fellow wants to get to\na small island off the forest coast by\nany means possible, but...\x0e\0\x04\0I must tell you, a fishing ship \ndisappeared from around there only \nrecently.\x0e\0\x04\0In other words...DANGER! Big danger!\nI'm not taking this ship near any kind\nof danger!
hana_take_ship_04	Did you hear that, little guy? \nHe's not taking the ship out.\x0e\0\x04\0I understand you want to do something\nabout the poison, but we'll have to give\nup the idea of going by ship.
SealHelp.msbt
HELP_CONTENTS_SL_LUCIE	Sacrifices herself to give Mario all her\npower, leaving everything to him.
HELP_CONTENTS_SL_RAGGED_JUMP	Stomps foes with a weak jump.
HELP_CONTENTS_SL_JUMP	Stomps a single foe but will take\ndamage from spiked foes. Can stomp\nmultiple times if you're good.
HELP_CONTENTS_SL_JUMP_K	Stomps foes with a fairly strong jump.
HELP_CONTENTS_SL_JUMP_KK	Stomps foes with a pretty strong jump.
HELP_CONTENTS_SL_DEKA_JUMP_K	Stomps foes with a very strong jump.
HELP_CONTENTS_SL_DODEKA_JUMP_KK	Stomps foes with a superstrong jump.
HELP_CONTENTS_SL_IRON_JUMP	Stomps even spiked foes effortlessly.
HELP_CONTENTS_SL_IRON_JUMP_K	Stomps even spiked foes effortlessly\nwith a fairly strong jump.
HELP_CONTENTS_SL_IRON_JUMP_KK	Stomps even spiked foes effortlessly\nwith a pretty strong jump.
HELP_CONTENTS_SL_DEKA_IRON_JUMP_K	Stomps even spiked foes effortlessly\nwith a very strong jump.
HELP_CONTENTS_SL_DODEKA_IRON_JUMP_KK	Stomps even spiked foes effortlessly\nwith a superstrong jump.
HELP_CONTENTS_SL_BANE_JUMP	If you're good, stomps a single foe\nmany times.
HELP_CONTENTS_SL_BANE_JUMP_K	If you're good, stomps a single foe\nmany times with a fairly strong jump.
HELP_CONTENTS_SL_BANE_JUMP_KK	If you're good, stomps a single foe\nmany times with a pretty strong jump.
HELP_CONTENTS_SL_DEKA_BANE_JUMP_K	If you're good, stomps a single foe\nmany times with a very strong jump.
HELP_CONTENTS_SL_DODEKA_BANE_JUMP_KK	If you're good, stomps a single foe\nmany times with a superstrong jump.
HELP_CONTENTS_SL_TSUGI_JUMP	Stomps all foes in a line. \nGets progressively weaker and faster\nwith each jump.
HELP_CONTENTS_SL_TSUGI_JUMP_K	Stomps all foes in a line with a fairly\nstrong jump.
HELP_CONTENTS_SL_TSUGI_JUMP_KK	Stomps all foes in a line with a pretty\nstrong jump.
HELP_CONTENTS_SL_DEKA_TSUGI_JUMP_K	Stomps all foes in a line with a very\nstrong jump.
HELP_CONTENTS_SL_DODEKA_TSUGI_JUMP_KK	Stomps all foes in a line with a\nsuperstrong jump.
HELP_CONTENTS_SL_BUNSIN_JUMP_KK	Cloned Marios stomp a single foe.
HELP_CONTENTS_SL_DEKA_BUNSIN_JUMP_KK	Cloned Marios stomp a single foe \nwith a very strong jump.
HELP_CONTENTS_SL_DODEKA_BUNSIN_JUMP_KK	Cloned Marios stomp a single foe\nwith a superstrong jump.
HELP_CONTENTS_SL_MUGEN_JUMP_KK	If you're good, stomps a single foe\nmany times. This sticker is really strong\nif you can keep stomping.
HELP_CONTENTS_SL_DEKA_MUGEN_JUMP_KK	If you're good, stomps a single foe\nmany times. This sticker is superstrong\nif you can keep stomping.
HELP_CONTENTS_SL_DODEKA_MUGEN_JUMP_KK	If you're good, stomps a single foe\nmany times. This sticker is megastrong\nif you can keep stomping.
