Enemy.msbt
enemy_name_MARIO	マリオ
OP_01	シールフェスタとは、\nキノコ\x0e\0\0\x0c\x04\0\x08\0J0F0S0O0王国で \x0e\0\0\x0c\x04\0\x08\0~0D0h0W0毎年 \x0e\0\0\n\x02\0\x06\0J0S0j0行われる\nシールのお\x0e\0\0\x08\x02\0\x04\0~0d0祭り。
OP_02	そして この\x0e\0\0\x08\x02\0\x04\0\x880\x8b0夜、\n\x0e\0\0\x08\x02\0\x04\0h0J0遠い\x0e\0\0\x08\x02\0\x04\0]0\x890空の むこうから\nシールコメットが \x0e\0\0\x06\x02\0\x02\0J0降りて\x0e\0\0\x06\x02\0\x02\0M0来ます。
OP_03	この シールコメットに\nみんな\x0e\0\0\x08\x02\0\x04\0j0K0仲よく \x0e\0\0\x08\x02\0\x04\0m0L0願い\x0e\0\0\x08\x02\0\x04\0T0h0事をすれば、
OP_04	その\x0e\0\0\x08\x02\0\x04\0m0L0願いは \x0e\0\0\n\x02\0\x06\0K0j0\x890必ず かなうと\nいわれています。
global_event.msbt
rucy_seal_first	あらっ。\nそれ、シールじゃない！\nいいもの　ひろったわね。\x0e\0\x04\0では　わたくしから、\nひろった　シールを　しまっておく\nアルバムを　さしあげるわ。
rucy_seal_first_2	いいこと？\n\x0e\0\0\x06\x02\0\x02\0f0手に\x0e\0\0\x06\x02\0\x02\0D0入れた　シールは\nこの　アルバムに　しまわれるの。\x0e\0\x04\0シールは　あとで　きっと\n\x0e\0\0\x08\x02\0\x04\0\x840O0役に\x0e\0\0\x06\x02\0\x02\0_0立つときが　\x0e\0\0\x06\x02\0\x02\0O0来るから、\nそれまで　\x0e\0\0\n\x04\0\x06\0`0D0X0大事に　\x0e\0\0\x06\x02\0\x02\0h0取っておきましょう。
rucy_help_00	なにしてるの？\nもう　タウンの\x0e\0\0\x08\x02\0\x04\0]0h0外へ　\x0e\0\0\x06\x02\0\x02\0g0出られそうよ。
join_kinopio_system_mess	キノピオが　\x0e\0\0\x08\x02\0\x04\0_0p0束になって　ついてきた！
join_single_kino_system_mess	キノピオが　ついてくることに　なった！
away_kinopio_system_mess	キノピオたちと　\x0e\0\0\x08\x02\0\x04\0\x8f0K0別れた
away_single_kino_system_mess	キノピオと　\x0e\0\0\x08\x02\0\x04\0\x8f0K0別れた
join_hana_system_mess	ハナチャンが　ついてくることに　なった！
join_hana_system_mess_2	ハナチャンは　\x0e\0\0\x08\x02\0\x04\0u0K0深く　\x0e\0\0\x0c\x04\0\x08\0o0\x930[0D0反省したようだ
join_hana_system_mess_3	ハナチャンは　ガッカリだ
hana_BTSL_enpty_W3_01	あら、シールが　もう　ないじゃない。\nしかたないわね…　とくべつサービスよ！
hana_BTSL_enpty_W3_02	また　なくなっちゃったの？\nんもう！　しっかりしてよ…\nとくべつの　とくべつよ！
hana_cannot_escape_W3	ちょっと！\nハナチャンちゃんの　\x0e\0\0\n\x02\0\x06\0K0\x890`0体を　ほっといて\nどこへ　\x0e\0\0\x06\x02\0\x02\0D0行く\x0e\0\0\x06\x02\0\x02\0M0気なの！？
lucie_boss_powerplay_0	ねえ…\nなんとか　\x0e\0\0\x08\x02\0\x04\0_0J0倒せたけど、\nシールを　たくさん　\x0e\0\0\x08\x02\0\x04\0d0K0使ったわ。\x0e\0\x04\0もっと　こうかてきな　シールが\nあったのかも　しれないわね。
lucie_boss_powerplay_1	でもまあ　\x0e\0\0\x08\x02\0\x04\0_0J0倒せたんだから\n\x0e\0\0\x0c\x04\0\x08\0S0\x930K0D0今回は　オッケーね！\n\x0e\0\0\x08\x02\0\x04\0d0N0次に　また　がんばりましょう！
lucie_boss_powerplay_2	ねえ、\n\x0e\0\0\n\x04\0\x06\0S0\x930i0今度も　また　シールを\nかなりたくさん　\x0e\0\0\x08\x02\0\x04\0d0K0使ったわよね。\x0e\0\x04\0つかうシールを　\x0e\0\0\n\x02\0\x06\0K0\x930L0考えれば\nもっとうまく　\x0e\0\0\x08\x02\0\x04\0_0J0倒せたかもよ。
lucie_boss_powerplay_3	まあ　\x0e\0\0\x08\x02\0\x04\0_0J0倒せたから　オッケーだけど、\n\x0e\0\0\x08\x02\0\x04\0d0N0次は　もうちょっと　くふうしても\nいいかもね！
no_rucie_paperise	ルーシーが　いないので\nペパライズが　できません
no_rucie_info	ルーシーが　いないので\n\x0e\0\0\x08\x02\0\x04\0o0j0話すことが　できません
no_rucie_hammer	ハンマーが　\x0e\0\0\x06\x02\0\x02\0j0無いので　\x0e\0\0\x08\x02\0\x04\0d0K0使えません
find_newtype_waku	あら？\nここの　シールを\x0e\0\0\x06\x02\0\x02\0o0貼る　スペース、\nはじめて　\x0e\0\0\x06\x02\0\x02\00見る　タイプだわ。\x0e\0\x04\0わたくしも　よく\x0e\0\0\x06\x02\0\x02\0W0知らない\nちょっと　めずらしい　シールを\n\x0e\0\0\x06\x02\0\x02\0o0貼るところじゃ　ないかしら。
LH_T1	ラベルンタウンの　\x0e\0\0\x0e\x04\0\n\0a0\x850F0W0\x930中心ね。\nここから　\x0e\0\0\x08\x02\0\x04\0]0h0外に　\x0e\0\0\x06\x02\0\x02\0g0出られるわ。
LH_T1_A	シールが\x0e\0\0\x06\x02\0\x02\0F0売ってる！\nわたくしは　はたして　いくらかしら？
LH_T1_B	おうちの　\x0e\0\0\x08\x02\0\x04\0j0K0中にしては\nなにか　ちょっと　へんね。
LH_T1_C	シール\x0e\0\0\x10\x06\0\x0c\0o0O0v0d0K0\x930博物館！\nここ　とっても　\x0e\0\0\x08\x02\0\x04\0\x840Y0安らぐわ。
LH_T2	キノピオの　\x0e\0\0\x06\x02\0\x02\0Y0住んでる　おうちがあるわ。\nこの\x0e\0\0\x08\x02\0\x04\0J0O0奥は　シールフェスタの　\x0e\0\0\x0e\x04\0\n\0K0D0X0\x870F0会場よ。
LH_T2_A	キノピオの　おうち。\nまあ、\x0e\0\0\n\x04\0\x06\0W0c0]0質素な　\x0e\0\0\x0c\x04\0\x08\0[0D0K0d0生活よね。
LH_T3_A	あらら　ひどい　ありさま。\nクッパのやつ　\x0e\0\0\x08\x02\0\x04\0B0p0暴れすぎよ。
LH_T3_B	がらんどうね。\nずいぶん　すっきり　しちゃって。
LH_T3_C	\x0e\0\0\x0c\x04\0\x08\0V0\x930m0\x930残念ながら\nもう　シールフェスタは　\x0e\0\0\x08\x04\0\x04\0\x800\x8a0無理そうね。
LH_T3_D	\x0e\0\0\x0c\x04\0\x08\0\{0\x930h0F0本当に　シールフェスタは\n\x0e\0\0\x0c\x04\0\x08\0u0c0K0d0復活するのかしら？
LH_T3_E	キノピオ　がんばってるじゃない。\nわたくしたちも　がんばらないと。
LH_T3_F	すごい！これは　\x0e\0\0\x0c\x04\0\x08\0\{0\x930h0F0本当に　\x0e\0\0\x0c\x04\0\x08\0u0c0K0d0復活するかも。\nわたくしたちも　あと\x0e\0\0\x08\x02\0\x04\0Y0S0少しよ！
LH_T3_G	シールフェスタの　リハーサルしてる！\nわたくしたちも　\x0e\0\0\n\x04\0\x06\0U0D0T0最後の　ひとふんばり！
LH_T4_A	ここ　なんの　\x0e\0\0\n\x04\0\x06\0p0W0\x870場所なのかしら。\nいろいろ　あやしいわね。
LH_T4_B	いろいろ　うさんくさいけど、\nモノシールが　すごいのは　みとめるわ。
LH_M1	しおの　においがする。\n\x0e\0\0\x08\x02\0\x04\0F00海が　\x0e\0\0\x08\x02\0\x04\0a0K0近いんだわ。
LH_M1_A	ガラクタっぽい　ものとか\nそうじゃないっぽい　もので　いっぱいね。
LH_M1_B	なにも　\x0e\0\0\x06\x02\0\x02\00見えないから\nなんとも　\x0e\0\0\x06\x02\0\x02\0D0言えないわ。
LH_M2	\x0e\0\0\x08\x02\0\x04\0j00波がキラキラ　わたくしの　お\x0e\0\0\x08\x02\0\x04\0o0`0肌みたい。\nキラナミハーバーとは　よく\x0e\0\0\x06\x02\0\x02\0D0言ったものね。
LH_M2_A	でかっ！\nこれは　かなりの　\x0e\0\0\x0c\x04\0\x08\0J0J0\x820n0大物だわ。
LH_M2_B	この\x0e\0\0\x08\x02\0\x04\0u0m0船、\x0e\0\0\x08\x02\0\x04\0K00紙なのに\nよく　しずまないわね。
LH_W1_1	ポカポカ\x0e\0\0\x0c\x04\0\x08\0x0D0R0\x930平原って　ほんと　ポカポカで\nきもちいいわね。
LH_W1_2_A	いやだ、\x0e\0\0\x08\x02\0\x04\0K0\\0風が　すごすぎて\nセットが　みだれるじゃない！
LH_W1_2_B	お\x0e\0\0\x08\x02\0\x04\0o0j0花のない　お\x0e\0\0\x0e\x04\0\n\0o0j0p0_0Q0花畑なんて\nお\x0e\0\0\x0e\x04\0\n\0o0j0p0_0Q0花畑とは　いえないわ。
LH_W1_2_C	みどりが　きれいね。\nまるで　\x0e\0\0\x0c\x04\0\x08\0S0F0H0\x930公園みたい。
LH_W1_2_D	お\x0e\0\0\x08\x02\0\x04\0o0j0花の　いい\x0e\0\0\x08\x02\0\x04\0K0J0香りが　するわ。\nさすが　ハナサキガーデン！
LH_W1_3	ここには　お\x0e\0\0\x08\x02\0\x04\00Z0水が　たくさん。\nお\x0e\0\0\x08\x02\0\x04\00Z0水は　\x0e\0\0\x08\x02\0\x04\0K00紙の　\x0e\0\0\x0c\x04\0\x08\0f0\x930f0M0天敵よ。
LH_W1_3_A	\x0e\0\0\x08\x02\0\x04\0_0M0滝の　マイナスイオンで\nお\x0e\0\0\x08\x02\0\x04\0o0`0肌　しっとりだわ。
LH_W1_3_B	\x0e\0\0\x08\x02\0\x04\0F0H0上にある　あの　あやしいモノ\nなにかしら？
LH_W1_3_C	\x0e\0\0\x08\x02\0\x04\0F0H0上に　\x0e\0\0\x06\x02\0\x02\0n0乗っただけじゃ\nなにも　\x0e\0\0\x06\x02\0\x02\0J0起きないわね。
LH_W1_4	\x0e\0\0\x0c\x04\0\x08\0u0F0W0\x830風車って　\x0e\0\0\x08\x02\0\x04\0K0\\0風で　まわるから\n\x0e\0\0\x0c\x04\0\x08\0u0F0W0\x830風車って　いうのよ。
LH_W1_4_A	うす\x0e\0\0\x08\x02\0\x04\0P0\x890暗くて　ひんやり。\nちょっと　こわいわ。ちょっとだけね。
LH_W1_5	わたくし　\x0e\0\0\x0c\x04\0\x08\0\x840~0n0|0山登りって　はじめて。\nさしずめ　\x0e\0\0\x08\x02\0\x04\0\x840~0山シールって　とこね！
LH_W1_5_A	\x0e\0\0\x08\x02\0\x04\0O0\x820雲の\x0e\0\0\x08\x02\0\x04\0j0K0中に　いるわ！\nステキ！
LH_W1_6	けっこう　がんじょうな　\x0e\0\0\n\x02\0\x06\0h0\x8a0g0砦ね。\nクリボーが　どうやって　\x0e\0\0\x08\x02\0\x04\0d0O0造ったのかしら。
LH_W2_1	\x0e\0\0\x08\x02\0\x04\0B0d0暑いわ！\nこれじゃ　ノリが　\x0e\0\0\x08\x02\0\x04\0K0\x8f0乾いちゃう。
LH_W2_1_A	どこが　\x0e\0\0\n\x04\0\x06\0U0p0O0砂漠なの？\nこの　むこうが　そうなのかしら。
LH_W2_1_B	ここは　まだ　すずしいけど、\n\x0e\0\0\n\x02\0\x06\0h0s0\x890扉の　むこうは　\x0e\0\0\x08\x02\0\x04\0B0d0暑いのよね。
LH_W2_1_C	\x0e\0\0\x08\x02\0\x04\0Y0j0砂が　サラサラ　\x0e\0\0\x08\x02\0\x04\0j0L0流れてるわ。\n\x0e\0\0\x06\x02\0\x02\0M0気をつけて！
LH_W2_1_D	\x0e\0\0\x08\x04\0\x04\0a0K0地下は　こんなに　なってたのね。\n\x0e\0\0\x08\x02\0\x04\0Y0j0砂に　\x0e\0\0\x08\x02\0\x04\0j0L0流されないでね。
LH_W2_1_E	かっこいい！\nこれ　ピラミッドって　いうんでしょ？
LH_W2_1_F	トンネルを　ぬけると　そこは…\n\x0e\0\0\n\x04\0\x06\0U0p0O0砂漠かしら。
LH_W2_2	\x0e\0\0\x0c\x04\0\x08\0i0F0v0d0動物の　\x0e\0\0\n\x02\0\x06\0K0\x890`0体の\x0e\0\0\x08\x02\0\x04\0j0K0中にいる　\x0e\0\0\n\x04\0\x06\0M0v0\x930気分だわ。\nここは　どのあたり？
LH_W2_2_A	あっちに　すごく　\x0e\0\0\x08\x02\0\x04\0J0J0大きな…\n…あれ　なにかの　\x0e\0\0\x0c\x04\0\x08\0i0F0v0d0動物？
LH_W2_2_B	\x0e\0\0\x08\x02\0\x04\0a0K0近くで　\x0e\0\0\x06\x02\0\x02\00見ると　やっぱり　\x0e\0\0\x08\x02\0\x04\0J0J0大きいわね。\nまるで　\x0e\0\0\x10\x04\0\x0c\0M0\x870F0\x8a0\x850F0恐竜みたいだわ。
LH_W2_2_C	キャー　\x0e\0\0\x08\x02\0\x04\0o0j0鼻の\x0e\0\0\x08\x02\0\x04\0F0H0上は　\x0e\0\0\x08\x02\0\x04\0_0K0高いわね！\n\x0e\0\0\x08\x02\0\x04\0o0j0鼻が\x0e\0\0\x08\x02\0\x04\0_0K0高いって　このことね。
LH_W2_3	まるで　\x0e\0\0\n\x04\0\x06\0\x810D0\x8d0迷路だわ。\n\x0e\0\0\n\x04\0\x06\0D0a0i0一度　\x0e\0\0\x06\x02\0\x02\0M0来たところを　\x0e\0\0\x08\x02\0\x04\0J0|0覚えててね。
LH_W2_3_A	\x0e\0\0\x08\x04\0\x04\0a0K0地下に\x0e\0\0\x06\x02\0\x02\0J0下りる　\x0e\0\0\x0c\x04\0\x08\0K0D0`0\x930階段があるわ。\n\x0e\0\0\n\x04\0\x06\0D0[0M0遺跡の　\x0e\0\0\x0c\x04\0\x08\0D0\x8a0P0a0入口ね。
LH_W2_4_A	\x0e\0\0\x0e\x04\0\n\0Y0j0B0\x890W0砂嵐を　どうにかして！\nシールは　\x0e\0\0\x08\x02\0\x04\0Y0j0砂が　\x0e\0\0\x08\x02\0\x04\0`0D0大の\x0e\0\0\n\x04\0\x06\0k0L0f0苦手なの！
LH_W2_4_B	ほっ。\nあの　\x0e\0\0\x0e\x04\0\n\0Y0j0B0\x890W0砂嵐は　\x0e\0\0\x0c\x04\0\x08\0U0D0B0O0最悪だったわね。
LH_W2_4_C	オアシス？\nどこが？
LH_W2_4_D	まるで　リゾートね。\nプールも　\x0e\0\0\x08\x04\0\x04\0M0\x820気持ちよさそう。\x0e\0\0\x08\x02\0\x04\0o0D0入れないけど。
LH_W2_4_E	あら、すてきな　コテージ！\nこういうところ　\x0e\0\0\x06\x02\0\x02\0h0泊まると　\x0e\0\0\x08\x02\0\x04\0_0K0高いのよね。
LH_W2_5	\x0e\0\0\x08\x02\0\x04\0u0\x8b0古いのに　がんじょうな　\x0e\0\0\x08\x02\0\x04\0d0O0作りね。\nとても　\x0e\0\0\x08\x02\0\x04\0K00紙とは　\x0e\0\0\x08\x02\0\x04\0J0\x820思えないわ。
LH_W2_5_A	なんにも　ないけど、\nなんだか　\x0e\0\0\x0c\x06\0\x08\0u0W0\\0\x930不自然。
LH_W2_5_B	こんな\x0e\0\0\x08\x02\0\x04\0h0F0塔が　\x0e\0\0\x06\x02\0\x02\0_0建ってたなんて　びっくり。\nそびえてるわねー。
LH_W2_5_C	\x0e\0\0\x0e\x04\0\n\0J0O0X0\x870F0屋上…の　はずだけど\nまるで…
LH_W3_1	これ　\x0e\0\0\x08\x02\0\x04\0i0O0毒のにおい？\nくさくて　イヤ！
LH_W3_1_X	これが　\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森の　\x0e\0\0\x0c\x04\0\x08\0\{0\x930h0F0本当の\x0e\0\0\n\x02\0\x06\0Y0L0_0姿なのね。\n\x0e\0\0\x08\x02\0\x04\0W0Z0静かで　みどりの　いいかおり。
LH_W3_1_A	こんなところで　\x0e\0\0\x06\x02\0\x02\0m0寝るなんて\nわたくし　ぜったい　\x0e\0\0\x08\x04\0\x04\0\x800\x8a0無理！
LH_W3_1_B	まさしく　\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森ね。\n\x0e\0\0\x08\x02\0\x04\0\x820\x8a0森だわ。
LH_W3_2	まさか　\x0e\0\0\x0c\x04\0\x08\0f0M0h0F0適当に　\x0e\0\0\x08\x02\0\x04\0B0\x8b0歩いてないわよね？\n\x0e\0\0\x08\x02\0\x04\0~0\x880迷うのとか　\x0e\0\0\x06\x02\0\x02\0Y0好きじゃないわよ。
LH_W3_3_A	けっこう　\x0e\0\0\x08\x02\0\x04\0J0J0大きな\x0e\0\0\x06\x02\0\x02\0M0木ね。\nエレベーター　\x0e\0\0\x08\x02\0\x04\0d0K0使いましょうよ。
LH_W3_3_B	\x0e\0\0\n\x04\0\x06\0S0i0\x820子供の\x0e\0\0\x08\x04\0\x04\0x0\x840部屋ってかんじね。\nでも　わりと　きれいにしてるわ。
LH_W3_3_C	\x0e\0\0\x06\x02\0\x02\0M0木に　\x0e\0\0\x06\x02\0\x02\0Y0住んでるって\nなんだか　とっても　メルヘンチックね。
LH_W3_4	\x0e\0\0\x08\x02\0\x04\0i0O0毒の\x0e\0\0\x0c\x02\0\x08\00Z0F00湖なんて　きもちわるい。\nこの\x0e\0\0\x08\x02\0\x04\0i0O0毒、\x0e\0\0\x08\x02\0\x04\0o0\x840早く　なんとかしたいわね。
LH_W3_5	\x0e\0\0\x06\x02\0\x02\0o0葉っぱに\x0e\0\0\x06\x02\0\x02\0n0乗って　\x0e\0\0\x0c\x04\0\x08\0K0\x8f0O0`0川下り　きもちよさそう。\n\x0e\0\0\x08\x02\0\x04\0i0O0毒さえ　なければね。
LH_W3_6	\x0e\0\0\x08\x02\0\x04\0F00海の\x0e\0\0\x06\x02\0\x02\00見える\x0e\0\0\x08\x02\0\x04\0J0K0丘　なんて　ロマンチック。\n\x0e\0\0\x08\x02\0\x04\0i0O0毒さえ　なければね。
LH_W3_7	わたくし　ここ、\x0e\0\0\x0e\x06\0\n\0[0D0\x8a0f0M0生理的に　ダメ！\nもう　さらわれないように　\x0e\0\0\x06\x02\0\x02\0M0気をつけてよ。
LH_W3_7_A	\x0e\0\0\n\x04\0\x06\0Y0B0j0巣穴？\nいやな　\x0e\0\0\n\x04\0\x06\0\x880K0\x930予感…。
LH_W3_8	\x0e\0\0\n\x04\0\x06\00h0J0見通しが　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪いわね。\n\x0e\0\0\x08\x02\0\x04\0B0W0足を　ふみはずさないでよ。
LH_W3_9	ここは　ジャンプの　うでの　\x0e\0\0\x06\x02\0\x02\00見せどころ！\n\x0e\0\0\x06\x02\0\x02\0J0落ちたら　\x0e\0\0\x08\x02\0\x04\0i0O0毒よ！\x0e\0\0\x08\x02\0\x04\0i0O0毒びたしよ！
LH_W3_10	クイズは　\x0e\0\0\n\x04\0\x06\0X0v0\x930自分で　\x0e\0\0\n\x02\0\x06\0K0\x930L0考えるものよ。\nわたくしに　たよらないで。
LH_W3_10_A	\x0e\0\0\x08\x02\0\x04\0J0J0大きな　\x0e\0\0\x06\x02\0\x02\0M0切り\x0e\0\0\x08\x02\0\x04\0K0v0株ね。\nそれで　\x0e\0\0\x08\x02\0\x04\0W0_0下には　なにかある　かんじ。
LH_W3_11	\x0e\0\0\x08\x02\0\x04\0B0j0穴で　\x0e\0\0\x0c\x04\0\x08\0B0W0\x820h0足元が　\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪いわよ。\n\x0e\0\0\n\x02\0\x06\0a0\x850F0宙に\x0e\0\0\x06\x02\0\x02\0F0浮く　わたくしには　\x0e\0\0\x0c\x04\0\x08\0K0\x930Q0D0関係ないけど。
LH_W3_12	ビーチよ！しおかぜが　きもちいい！\nああ　これで　\x0e\0\0\x08\x02\0\x04\0i0O0毒さえ　なければ…。
LH_W4_1_A	\x0e\0\0\x08\x02\0\x04\0\x860M0雪よ！はじめて\x0e\0\0\x06\x02\0\x02\00見たわ！\nすてき！
LH_W4_1_B	この\x0e\0\0\x08\x02\0\x04\0U0K0坂、\x0e\0\0\x08\x02\0\x04\0d0K0疲れる。\n\x0e\0\0\x08\x02\0\x04\0\x860M0雪って　きれいだけど　\x0e\0\0\x08\x02\0\x04\0B0\x8b0歩きにくいのね。
LH_W4_1_C	ちょっと、ここ　\x0e\0\0\n\x04\0\x06\0\x880S0N0横切るって　いうの？\nへんなのが　すべってきてるわよ。
LH_W4_1_D	\x0e\0\0\x08\x02\0\x04\0\x860M0雪の\x0e\0\0\x08\x02\0\x04\0J0K0丘が　\x0e\0\0\x06\x02\0\x02\0h0溶けて　なくなったら\nなんだか　スッキリしたわね。
LH_W4_2	\x0e\0\0\x08\x02\0\x04\0K0\x8f0川が　こおって　ツルツルじゃない！\nおまけに　また　へんなの　すべってる！
LH_W4_2_A	うすぐらくて　ひんやり。\n\x0e\0\0\x08\x02\0\x04\0B0W0足もと　すべるから　\x0e\0\0\x06\x02\0\x02\0M0気をつけて。
LH_W4_2_B	\x0e\0\0\x08\x02\0\x04\0_0M0滝まで　こおってるわ。\nまるで　\x0e\0\0\n\x04\0\x06\0X0K0\x930時間が　\x0e\0\0\x06\x02\0\x02\0h0止まってるみたい。
LH_W4_3	マリオ、もしかして　ちょっと\nこわいんじゃないの？　
LH_W4_3_A	こんな　\x0e\0\0\x0c\x04\0\x08\0\x840~0J0O0山奥に\nずいぶん　りっぱな　おやしきね。
LH_W4_3_B	\x0e\0\0\x08\x02\0\x04\0r0\x8d0広い　げんかんロビーね。\nセレブの\x0e\0\0\x08\x02\0\x04\0D0H0家って　こんなのかしら。
LH_W4_3_C	なんか　カビくさいわ。\n\x0e\0\0\x08\x02\0\x04\0K00紙は　カビたら　おしまいよ。\n
LH_W4_3_D	\x0e\0\0\x08\x02\0\x04\0]0h0外は　あいかわらず　\x0e\0\0\x08\x02\0\x04\0\x860M0雪ね。\n\x0e\0\0\x08\x02\0\x04\0U0\x800寒いから　はやく　\x0e\0\0\x08\x02\0\x04\0j0K0中に\x0e\0\0\x08\x02\0\x04\0o0D0入りましょ。
LH_W4_3_E	この\x0e\0\0\x08\x02\0\x04\0D0H0家　ちゃんと\x0e\0\0\x06\x02\0\x02\00見ると\nゴージャスで　なかなか　すてきじゃない。
LH_W4_4	そうね、これだけ\x0e\0\0\x08\x02\0\x04\0U0\x800寒かったら\nこおっちゃうわよね。
LH_W4_5_A	けっこう　\x0e\0\0\x08\x02\0\x04\0_0K0高くまで　\x0e\0\0\x06\x02\0\x02\0M0来たから\nいっそう　\x0e\0\0\x08\x02\0\x04\0U0\x800寒いわね。
LH_W4_5_B	リフト　\x0e\0\0\x06\x02\0\x02\0n0乗るの？\nわくわく。
LH_W4_5_C	うわー、\x0e\0\0\x08\x02\0\x04\0W0_0下\x0e\0\0\x06\x02\0\x02\00見て！　すごーい！\nリフト　たのしー！
LH_W4_5_D	おおー　どうくつ！\nくらーい！
LH_W4_5_E	うわー、また　\x0e\0\0\x08\x02\0\x04\0]0h0外でたー！\nなに　リフト　すっごく　たのしー！
LH_W4_5_F	えー、リフト　もう　おわりー？\nもういっかい　\x0e\0\0\x06\x02\0\x02\0n0乗りましょうよ。
LH_W4_6_A	えっ　なに　この\x0e\0\0\x0e\x04\0\n\0N0\x870F0\x8c0d0行列？\nわくわく。
LH_W4_6_B	いよいよ　はじまるの？\nどきどき。
LH_W4_6_C	ぎゃーー！\nとめてー！　こわーい！
LH_W4_6_D	き、き、\nきもちわるい…
LH_W4_6_E	また　アレ…　\x0e\0\0\x06\x02\0\x02\0n0乗るの？\nせめて　\x0e\0\0\x08\x02\0\x04\0S0H0声は\x0e\0\0\x06\x02\0\x02\0`0出さないように　がんばるわ。
LH_W5_1	ジャングルって　むし\x0e\0\0\x08\x02\0\x04\0B0d0暑いわ。\n\x0e\0\0\x08\x02\0\x04\0K00紙には　あまり　よくないわね。
LH_W5_1_A	ゴミすてば？\n\x0e\0\0\x08\x02\0\x04\0K00紙を　むだにするのは　よくないわ。
LH_W5_2	わたくし　なにも　できないわ。\n\x0e\0\0\x10\x04\0\x0c\0M0\x850F0\x8a0\x850F0急流くだり　がんばって！
LH_W5_2_A	ジャングルの\x0e\0\0\x08\x02\0\x04\0K0\x8f0川は　\x0e\0\0\x08\x02\0\x04\0j0L0流れが\x0e\0\0\x08\x02\0\x04\0o0\x840速いから\n\x0e\0\0\x08\x02\0\x04\0J0h0音も　すごいわね。
LH_W5_2_B	あら　\x0e\0\0\n\x04\0\x06\0i0K0\x930土管。\nもちろん　\x0e\0\0\x08\x02\0\x04\0o0D0入るわよね？
LH_W5_3	わたくし　なにも　できないわ。\nバクバクよ　\x0e\0\0\x06\x02\0\x02\0M0気をつけて！
LH_W5_3_A	あーあ、\n\x0e\0\0\x08\x02\0\x04\0_0M0滝の　しぶきで　ぬれちゃったわよ。
LH_W5_4	ジャングルの　\x0e\0\0\x08\x02\0\x04\0J0O0奥に\nこんな\x0e\0\0\n\x04\0\x06\0D0[0M0遺跡が　あるなんて…。
LH_W5_5	アチチ！\n\x0e\0\0\x08\x02\0\x04\0B0d0熱くて　\x0e\0\0\x08\x02\0\x04\0B0d0暑いわ！
LH_W5_5_A	よさそうな　\x0e\0\0\x06\x02\0\x02\0\x860湯かげんだけど、わたくしは\nノリが　とれそうだから　やめておくわ。
LH_W5_5_B	カチコチ！\nよく　\x0e\0\0\x06\x02\0\x02\0r0冷えたわ！
LH_W5_6	あなた、\x0e\0\0\x08\x02\0\x04\0o0j0花に\x0e\0\0\x06\x02\0\x02\0_0食べられたこと　ないでしょ？\nわたくしはあるわよ。ほんと\x0e\0\0\x0c\x04\0\x08\0U0D0B0O0最悪よ。
LH_W5_6_A	\x0e\0\0\n\x04\0\x06\0K0S0F0火口から　\x0e\0\0\x08\x02\0\x04\0j0K0中に\x0e\0\0\x06\x02\0\x02\0J0降りるの！？\nなんか　カッコいい！
LH_W5_6_B	ずいぶん　\x0e\0\0\x08\x02\0\x04\0u0K0深くまで　\x0e\0\0\x06\x02\0\x02\0J0落ちたわね。\nこの\x0e\0\0\x08\x02\0\x04\0m0d0熱は　マグマ？
LH_W6_1	そうね、うーん\nよく\x0e\0\0\x06\x02\0\x02\00見ても　ただの　\x0e\0\0\x08\x02\0\x04\0D0\x8f0岩カベね。
LH_W6_1_A	ロイヤルシールから　\x0e\0\0\n\x02\0\x06\0r0K0\x8a0光が…。\nこんな\x0e\0\0\n\x02\0\x06\0a0K0\x890力も　あるのね。
LH_W6_1_B	ペパライズできた！\nどういうこと？
LH_W6_1_C	こんなところに　クッパ\x0e\0\0\n\x02\0\x06\0X0\x870F0城が\nかくれてたなんて。
LH_W6_2	あのダダッ\x0e\0\0\x06\x02\0\x02\0S0子も　すごいオモチャ\nもらったものね。\x0e\0\0\x08\x02\0\x04\0B0~0甘やかされすぎよ。
LH_W6_2_A	この\x0e\0\0\x08\x02\0\x04\0u0m0船、\x0e\0\0\x08\x02\0\x04\0K00紙だから\n\x0e\0\0\x08\x02\0\x04\0K0\x8b0軽くて　よく\x0e\0\0\x06\x02\0\x02\0h0飛ぶわね。
LH_W6_3_A	\x0e\0\0\x0c\x04\0\x08\0D0\x8a0P0a0入口が　\x0e\0\0\n\x04\0\x06\0X0v0\x930自分の\x0e\0\0\x08\x02\0\x04\0K0J0顔って…。\nほんと　しゅみ\x0e\0\0\x08\x02\0\x04\0\x8f0\x8b0悪いわね。
LH_W6_3_B	いよいよ…って\x0e\0\0\x08\x02\0\x04\0K0\x930感じね。\n\x0e\0\0\x0e\x04\0\n\0W0\x870F0X0M0正直、きんちょうしてるわ。
LH_W6_3_C	\x0e\0\0\x08\x02\0\x04\0W0_0下のトゲ、きっと　\x0e\0\0\x0c\x04\0\x08\0D0c0q0d0一発アウトよ！\nあくしゅみな　しかけね。
