BestScore\BestScore.msbt
BestScore_Title	最高得分
DLC_DLC01_Detail_Confirm	■ Quantity:1\n[多多讲究包1]\n\n■ Sales price:\n{[0118|02cd]}\n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_DLC02_Title	多多讲究包2
DLC_DLC02_Price	{[0118|03cd]}
DLC_DLC02_Exp	新题目和新布偶登场！\n还有布偶房的新壁纸！\n推荐给想要更加讲究的玩家。
DLC_DLC02_Detail	・追加10种“解解看”的新题目。\n　追加的题目：各就各位！排排宝可梦、耿鬼睡香香、盒子藏几盒？、太阳伊布颠倒漫步、滚滚盖图章、敲砖！爬梯！火暴猴、多边兽研究所、找出三角形、宝可梦连一连、狙射树枭一球也不留\n\n・追加6种可以通过“解解看”获得的线团种类。（当前出现对象中没有以下6种线团时才会追加。）\n　追加的线团：冰冻线团、坚硬线团、危险线团、神奇线团、龙之线团、羽毛线团\n\n・追加40种可以用“布偶机”制作的新布偶。\n　追加的布偶：童偶熊、贪心栗鼠、一家鼠（四只家庭）、六尾、火球鼠、小火焰猴、暖暖猪、小锯鳄、沼王、水跃鱼、水水獭、菊草叶、木守宫、藤藤蛇、白蓬蓬、咩利羊、帕奇利兹、咚咚鼠、六尾（阿罗拉的样子）、信使鸟、冰伊布、岩狗狗、巨锻匠、赛富豪、不良蛙、燃烧虫、爬地翅、皮皮、仙子伊布、南瓜精、南瓜怪人、宝贝龙、暴飞龙、黏黏宝、凉脊龙、大葱鸭、始祖小鸟、钢铠鸦、故勒顿、密勒顿\n\n・追加1个“布偶房”的新房间。\n\n・获得4种可以在“布偶房”中使用的壁纸。\n　追加的壁纸：浩大宇宙房、欢乐宇宙房、晴空点心派对房、星空点心派对房\n\n・“友谊任务”追加新“愿望”，实现愿望可以获得15种新家具作为报酬。\n　追加的家具：月亮沙发、星球椅子、星空床铺、太空船造型垫、流星架子、火箭架子、甜塔软垫、玻璃盘床铺、马卡龙椅子、饼干沙发、花束架子、蝴蝶结架子、身高尺、宝石盒椅子、礼物盒椅子
DLC_DLC02_Detail_Confirm	■ Quantity:1\n[多多讲究包2]\n\n■ Sales price:\n{[0118|03cd]}\n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_Pack01_Title	综合包
DLC_Pack01_Price	{[0118|04cd]}
DLC_Pack01_Exp	“欢乐畅玩包”\n“多多讲究包1”\n“多多讲究包2”\n三合一的超值套装。
DLC_Pack01_Detail	“欢乐畅玩包”\n“多多讲究包1”\n“多多讲究包2”\n三合一的超值套装。\n\n详细内容请确认各商品包的说明。
DLC_Pack01_Detail_Confirm	■ Quantity:1\n[综合包]\n\n■ Sales price:\n{[0118|04cd]} \n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_Pack02_Title	多多讲究包1＆2套装
DLC_Pack02_Price	{[0118|05cd]}
DLC_Pack02_Exp	“多多讲究包1”\n“多多讲究包2”\n二合一的超值套装。
DLC_Pack02_Detail	“多多讲究包1”\n“多多讲究包2”\n二合一的超值套装。\n\n详细内容请确认各商品包的说明。
DLC_Pack02_Detail_Confirm	■ Quantity:1\n[多多讲究包1＆2套装]\n\n■ Sales price:\n{[0118|05cd]}\n\n■ Time and method of payment:\nPayment is made at the time of purchase of the product by the method specified by the platform used at the time of purchase, as specified by the user.\n\n■ Time of provision:\nImmediately after payment\n(There may be a slight delay of a few minutes depending on communication conditions.)\n\n■ Returns and cancellations:\nDue to the nature of the product, returns and cancellations are not accepted after purchase.
DLC_Shop_Alart_Exp	未能获取商店信息。
DLC_Shop_Alart_OK	OK
Home\HomeMain.msbt
HomeMain_Disentangle_B	解解看
HomeMain_Machine_Create_B	制作
HomeMain_Machine_Catalog_B	目录
HomeMain_Machine_Shop_B	商店
HomeMain_Disentangle_TimeLeft_01	今天不能“解解看”了。\n\n距离下次能“解解看”还剩：\n{[010d|01cd]}:{[010e|01cd]}
HomeMain_Disentangle_TimeLeft_OK	OK
HomeMain_Disentangle_Past	主机设置的日期早于最后游玩的日期，\n因此不能“解解看”。
HomeMain_Disentangle_Past_OK	OK
Home\Calender\Calender.msbt
Calender_Title	日历
Calender_Year	{[010a|00cd]}年
Calender_Month	{[0110]}
Calender_Week_01	日
Calender_Week_02	一
Calender_Week_03	二
Calender_Week_04	三
Calender_Week_05	四
Calender_Week_06	五
Calender_Week_07	六
Calender_Sub_Free	选择今天的图章，再解一次题目吧。
Calender_Sub_Basic	选择盖有图章的日子，再解一次题目吧。
Calender_Sub_Basic_Past	可以选择近2个月内解过的题目。
Calender_Free_Message_Title	现正出售“欢乐畅玩包”
Calender_Free_Message	购买“欢乐畅玩包”，\n即可随时游玩近2个月内解过的题目。
Calender_Free_Message_Button	前往商店
Home\Calender\Stamp.msbt
Stamp_Sub_SP	点触来盖图章吧
Stamp_Sub_NX	按A键来盖图章吧
StampBox_Title	选择图章吧
Home\ContentsPractice\ContentsPractice.msbt
ContentsPractice_Title	要解哪个题目呢？\n{size[5000]}（不会更新得分。）{size[6400]}
ContentsPractice_Set_11	1-1
ContentsPractice_Set_12	1-2
ContentsPractice_Set_13	1-3
ContentsPractice_Set_21	2-1
ContentsPractice_Set_22	2-2
ContentsPractice_Set_23	2-3
ContentsPractice_cm	cm
IncludeRom\Caution.msbt
Caution	本应用可免费游玩，\n但有部分需要付费购买的下载内容。\n\n────　致未成年的玩家　──── \n\n购买付费下载内容时，\n请务必获得家长或监护人的同意，\n或在他们的陪同下购买。\n\n其他的注意事项标示于用户协议中。\n\n请务必与家长或监护人\n一起确认过后再开始游戏。\n
IncludeRom\Include_System.msbt
Include_NetworkError_Generic	发生了错误。\n请确认网络环境。\n\n错误代码：{[0100|04000000]}
Include_NetworkError_Generic_Retry	重试
Include_NetworkError_Generic_Return	回到标题
Include_NetworkError_Generic_ToTitle	发生了错误。\n即将返回标题画面。\n\n错误代码：{[0100|04000000]}
Include_NetworkError_Generic_ToTitle_OK	OK
Include_System_DownLoad	确定要开始下载数据吗？\n（推荐在Wi-Fi环境下进行下载。）
Include_System_DownLoad_DL	要下载的数据大小：
Include_System_DownLoad_Storage	储存空间剩余容量：
Include_System_DownLoad_MB	{[0102|0a000000020000000001]}\xa0MB
Include_System_DownLoad_No	否
Include_System_DownLoad_Yes	是
Include_System_DownLoad_NG	设备的剩余容量不足，\n无法下载数据。\n请确认设备的容量。
Include_System_DownLoad_NG_Retry	重试
Include_System_DownLoad_NG_ToTitle	回到标题
Include_System_DownLoad_Progress	正在下载数据……
Include_System_DownLoad_Progress_Percent	{[0102|03000000020000000001]}%
Include_System_DownLoad_Error	发生了错误。\n请确认网络环境。
Include_System_DownLoad_Error_Retry	重试
Include_System_DownLoad_Error_Return	回到标题
Include_System_NowLoading	正在加载
Include_System_NowLoading_Exp	正在准备……\n请稍等片刻。
Include_System_Transmitting	正在连接……
Include_System_Maintenance	目前正在进行系统维护。
Include_System_Maintenance_OK	OK
Include_System_AppUpDate	需要先将《Pokémon Friends》\n更新至最新版本才能开始游戏。
Include_System_AppUpDate_ToStore	前往商店
Include_System_SaveDataRestore	保存数据已损坏。\n即将从备份的保存数据恢复。
Include_System_SaveDataRestore_OK	OK
Include_System_SaveDataError	保存数据已损坏。\n即将删除保存数据，从最初重新游玩。
Include_System_SaveDataError_OK	删除
Include_System_BackKey_ShutDown	要结束游戏吗？
Include_System_BackKey_ShutDown_No	否
Include_System_BackKey_ShutDown_Yes	是
Include_System_BackKey_GoTitle	要返回标题画面吗？
Include_System_BackKey_GoTitle_No	否
Include_System_BackKey_GoTitle_Yes	是
Include_System_DecimalPoint	.
Include_System_GoogleLogin	未能获取商品信息。\n请登录您所使用的设备的Google账号，\n之后重新启动《Pokémon Friends》。
Include_System_GoogleLogin_OK	OK
IncludeRom\Title.msbt
Start	开始游戏
Start_NX	开始游戏
Title_Shop	商店
Copyright	©2025 Pokémon.\n©1995-2025 Nintendo / Creatures Inc. / GAME FREAK inc.
Ingame\Before.msbt
Contents_Before_Title	今天的题目
Contents_Before_Start	开始
Contents_Before_ReStart	继续
Contents_Before_Result	查看成果
Contents_Before_New	NEW
Contents_Before_Level	等级
Ingame\Contents.msbt
Contents_Preview_Next	准备OK
Contents_Preview_Window_Description	确定要中断“解解看”\n并回到主画面吗？\n（下次会从这个题目开始。）
Contents_Button_Help	帮助
Contents_Button_Reset	重置
Contents_Button_OK	OK
Contents_Pause_Continue	继续
Contents_Pause_Close	退出
Contents_Pause_Quit	中断
Contents_Quit_Window_Description	确定要中断“解解看”\n并回到主画面吗？\n（中断后会从下一个题目开始，\n当前题目则以目前答对的部分计入成果。）
Contents_Quit_Window_Yes	是
Contents_Quit_Window_No	否
Contents_ClearScrn_Finish	时间到
Contents_ClearScrn_Clear	完成
Contents_ClearScrn_Next	下一步
Contents_ClearScrn_Result	查看成果
Contents_ClearScrn_End	结束
Contents_01_Title	一笔连连皮卡丘
Contents_01_Description	用一笔来连接灯泡吧。
Contents_01_NXGuide_01	前进
Contents_02_Title	勾魂眼弯弯采矿车
Contents_02_Description	连接轨道吧。
Contents_02_NXGuide_01	选择
Contents_02_NXGuide_02	旋转
Contents_03_Title	花椰猴伙伴咖啡馆
Contents_03_Description	看看左右，是否同数？
Contents_03_NXGuide_01	选择
Contents_03_NXGuide_02	确定
Contents_04_Title	幕下力士猛推岩
Contents_04_Description	推开岩石，前往终点吧。
Contents_04_NXGuide_01	前进
Contents_05_Title	宝可梦转呀转
Contents_05_Description	旋转箱子，放出宝可梦吧。
Contents_06_Title	火斑喵大冒险
Contents_06_Description	爬上阶梯，前往终点吧。
Contents_06_NXGuide_01	前进
Contents_07_Title	寻找呱呱泡蛙！
Contents_07_Description	呱呱泡蛙有几只？
Contents_07_NXGuide_01	选择
Contents_07_NXGuide_02	确定
Contents_08_Title	狙射树枭留一球
Contents_08_Description	不会破的气球是哪个？
Contents_08_NXGuide_01	选择
Contents_08_NXGuide_02	确定
Contents_09_Title	甲贺忍蛙飞水手里剑
Contents_09_Description	切口会是什么形状呢？
Contents_09_NXGuide_01	选择
Contents_09_NXGuide_02	确定
Contents_10_Title	莲叶童子乘乘乐
Contents_10_Description	换乘莲叶童子，前往终点吧。
Contents_10_NXGuide_01	前进
Contents_11_Title	海豹球滚啊滚
Contents_11_Description	让海豹球滚起来，前往终点吧。
Contents_11_NXGuide_01	旋转
Contents_12_Title	南瓜精探照灯
Contents_12_Description	影子会是什么形状呢？
Contents_12_NXGuide_01	选择
Contents_12_NXGuide_02	确定
Contents_13_Title	碎岩巧锻匠
Contents_13_Description	敲碎岩石，前往终点吧。
Contents_13_NXGuide_01	前进\n敲碎
Contents_14_Title	莫鲁贝可翻翻面
Contents_14_Description	把圆牌全部变成黄色吧。
Contents_14_NXGuide_01	选择
Contents_14_NXGuide_02	摆放
Contents_15_Title	展翅飞翔
Contents_15_Description	转变方向，避免相撞吧。
Contents_15_NXGuide_01	选择
Contents_15_NXGuide_02	旋转
Contents_16_Title	各就各位！排排宝可梦
Contents_16_Description	观察照片，摆对位置吧。
Contents_16_NXGuide_01	选择
Contents_16_NXGuide_02	抓起
Contents_16_NXGuide_11	移动
Contents_16_NXGuide_12	放开
Contents_16_NXGuide_13	放回
Contents_17_Title	宝可梦多多少？
Contents_17_Description	皮卡丘比伊布多几只？
Contents_17_NXGuide_01	选择
Contents_17_NXGuide_02	确定
Contents_18_Title	图图犬分色画
Contents_18_Description	涂颜色，不要让同色相邻哦。
Contents_18_NXGuide_01	选择
Contents_18_NXGuide_02	抓起
Contents_18_NXGuide_11	移动
Contents_18_NXGuide_12	放开
Contents_18_NXGuide_13	放回
Contents_19_Title	属性圆牌放回去
Contents_19_Description	把圆牌放回图案相同的位置吧。
Contents_19_NXGuide_01	选择
Contents_19_NXGuide_02	抓起
Contents_19_NXGuide_11	移动
Contents_19_NXGuide_12	放开
Contents_20_Title	秘密石板
Contents_20_Description	填满空格，完成图案吧。
Contents_20_NXGuide_01	选择
Contents_20_NXGuide_02	抓起
Contents_20_NXGuide_11	移动
Contents_20_NXGuide_12	放开
Contents_20_NXGuide_13	放回
Contents_21_Title	耿鬼睡香香
Contents_21_Description	点亮灯，但不要弄醒耿鬼哦。
Contents_21_NXGuide_01	选择
Contents_21_NXGuide_02	确定
Contents_22_Title	找出正方形
Contents_22_Description	找出正方形吧。
Contents_22_NXGuide_01	选择
Contents_22_NXGuide_02	确定
Contents_23_Title	钥圈儿爱开门
Contents_23_Description	用钥匙打开门，前往终点吧。
Contents_23_NXGuide_01	前进
Contents_24_Title	盒子藏几盒？
Contents_24_Description	被挡住的箱子有几个？
Contents_24_NXGuide_01	选择
Contents_24_NXGuide_02	确定
Contents_25_Title	冲泥巴大作战
Contents_25_Description	用水冲掉泥巴，洗得干干净净吧。
Contents_25_NXGuide_01	选择
Contents_25_NXGuide_02	旋转
Contents_26_Title	光照樱花儿
