BestScore\BestScore.msbt
BestScore_Title	ベストスコア
DLC_Basic_Detail	・一日に「ほぐす」ことのできる回数が無制限になります。\n\n・カレンダーで過去の記録が見られるようになり、2か月前までにあそんだ問題のおさらいができるようになります。\n\n・「ほぐす」に新しい問題が20種類追加されます。\n　追加される問題：ヤナップたちのカフェ、つっぱりマクノシタ、ケロマツはっけん！、ジュナイパーのバルーンひとつのこし、のっていけ！ハスボー、てらして！バケッチャ、おおぞらにゴー、カチッとタイプメダル、ひみつのせきばん、カギあけクレッフィ、チェリムのライトアップ、みやぶれ！こうそくスピン、モグリューのほりほりきのこ、エレズンとおかたづけ、コレクレーのコインかぞえ、ぴったりキューブ、ゼニガメのみずやり、ウールーのかえりみち、じゅんばん！あかあおライト、あつまれ！ワッカネズミ\n\n・「ほぐす」で手に入るイトダマの種類が6種類追加されます。（ただし、以下の6種類のイトダマが出現対象にない場合に追加されます。）\n　追加されるイトダマ：こおったイトダマ、かたいイトダマ、あぶないイトダマ、ふしぎなイトダマ、りゅうのイトダマ、はねのイトダマ\n\n・「ぬいマシン」からつくることのできる新しいぬいぐるみが50種類追加されます。\n　追加されるぬいぐるみ：カビゴン、エネコ、ミミロル、ミミロップ、ガーディ、ウインディ、ブースター、ニャビー、ヤドン、シャワーズ、アシマリ、ナマコブシ、リーフィア、チュリネ、モクロー、ジュナイパー、ライチュウ、サンダース、ワンパチ、パーモット、タマザラシ、バニプッチ、ユキハミ、アルクジラ、ガーディ（ヒスイのすがた）、ウインディ（ヒスイのすがた）、ヨーギラス、メタグロス、ルカリオ、ゲンガー、ポチエナ、ゾロア、エレズン、ドオー、サーナイト、ゾロア（ヒスイのすがた）、ミミッキュ、マホイップ、パピモッチ、ガブリアス、ヌメルゴン、シャリタツ（のびたすがた）、シャリタツ（たれたすがた）、シャリタツ（そったすがた）、ポッポ、チルット、ムックル、ココガラ、ゼラオラ、レックウザ\n\n・「ぬい部屋」に新しい部屋が2つ追加されます。\n\n・「ぬい部屋」で使える新しいかべがみが3種類もらえます。\n　追加されるかべがみ：おもちゃの部屋、お花畑の部屋、ロッジの部屋\n\n・「フレンズミッション」に新しい「おねがい」が追加され、クリアの報酬として新しい家具が6種類もらえます。\n　追加される家具：ポッチャマのイス、アローラロコンのソファ、コイキングのトランポリン、ヌメルゴンのすべり台、ニョロモのたな、プラスルとマイナンのたな
DLC_Basic_Detail_Confirm	■数量： 1\n[たくさんあそべるパック]\n\n■販売価格： \n{[0118|01cd]}\n\n■支払い時期及び方法： \n商品購入時に、購入時点にてご利用のプラットフォームが指定する方法のうち、お客様が指定する方法にてお支払い。\n\n■提供時期： \nお支払い後直ちに提供。 （通信状況により数分程度の遅延が生じることがあります。） \n\n■返品・キャンセルについて： \n商品の性質上、購入後の返品、キャンセル等はできません。\n\n更新日：2025年7月22日
DLC_DLC01_Title	もっとこだわりパック1
DLC_DLC01_Price	{[0118|02cd]}
DLC_DLC01_Exp	新しい問題やぬいぐるみが登場！\nぬい部屋の新しいかべがみも！\nもっとこだわりたい方に\nおすすめのパックです。
DLC_DLC01_Detail	・「ほぐす」に新しい問題が10種類追加されます。\n　追加される問題：ナカヌチャンのいわくだき、モルペコのリバーシ、ポケモンかずくらべ、ドーブルのいろわけぬりえ、ましかくみつけた、どろんこシャワーだいさくせん、ワンパチいちばんのり、みちびけ！ジバコイル、てらして！ヒノアラシ、ディグダのあなふさぎ\n\n・「ほぐす」で手に入るイトダマの種類が6種類追加されます。（ただし、以下の6種類のイトダマが出現対象にない場合に追加されます。）\n　追加されるイトダマ：こおったイトダマ、かたいイトダマ、あぶないイトダマ、ふしぎなイトダマ、りゅうのイトダマ、はねのイトダマ\n\n・「ぬいマシン」からつくることのできる新しいぬいぐるみが40種類追加されます。\n　追加されるぬいぐるみ：プリン、オオタチ、ビッパ、チラーミィ、アチャモ、ヒトモシ、フォッコ、ポッチャマ、ケロマツ、ゲッコウガ、ナエトル、エルフーン、ハリマロン、ライチュウ（アローラのすがた）、バチュル、バチンウニ、サンド（アローラのすがた）、ラプラス、ユキメノコ、クマシュン、サンド、バンギラス、リオル、ブラッキー、フシデ、ペンドラー、エーフィ、ムンナ、ニャスパー、ペロリーム、カイリュー、フライゴン、フカマル、カジッチュ、ネイティ、チルタリス、ヤヤコマ、シェイミ（ランドフォルム）、ジラーチ、ミュウ\n\n・「ぬい部屋」に新しい部屋が1つ追加されます。\n\n・「ぬい部屋」で使える新しいかべがみが4種類もらえます。\n　追加されるかべがみ：晴れた海の部屋、夕日の海の部屋、ふしぎな森の部屋、ひざしの森の部屋\n\n・「フレンズミッション」に新しい「おねがい」が追加され、クリアの報酬として新しい家具が15種類もらえます。\n　追加される家具：星かざりのビニールプール、かいがらのうきわ、水玉もようのボート、ソーダパフェのイス、くものたな、あわのたな、きのこのイス、切りかぶのイス、葉っぱのベッド、どんぐりのソファ、小えだの巣のたな、きのこのたな、にじのソファ、池のかざりもの、ふんすいのイス
DLC_DLC01_Detail_Confirm	■数量： 1\n[もっとこだわりパック1]\n\n■販売価格： \n{[0118|02cd]}\n\n■支払い時期及び方法： \n商品購入時に、購入時点にてご利用のプラットフォームが指定する方法のうち、お客様が指定する方法にてお支払い。\n\n■提供時期： \nお支払い後直ちに提供。 （通信状況により数分程度の遅延が生じることがあります。） \n\n■返品・キャンセルについて： \n商品の性質上、購入後の返品、キャンセル等はできません。\n\n更新日：2025年7月22日
DLC_DLC02_Title	もっとこだわりパック2
DLC_DLC02_Price	{[0118|03cd]}
DLC_DLC02_Exp	新しい問題やぬいぐるみが登場！\nぬい部屋の新しいかべがみも！\nもっとこだわりたい方に\nおすすめのパックです。
DLC_DLC02_Detail	・「ほぐす」に新しい問題が10種類追加されます。\n　追加される問題：これどこ？ポケモンならべ、ゲンガーはゆめのなか、かぞえて！かくれボックス、さかさまエーフィ、ころぺたスタンプ、こわしてのぼってオコリザル、ポリゴンけんきゅうじょ、さんかくみつけた、つなげてポケモン、ジュナイパーのバルーンぜんぶわり\n\n・「ほぐす」で手に入るイトダマの種類が6種類追加されます。（ただし、以下の6種類のイトダマが出現対象にない場合に追加されます。）\n　追加されるイトダマ：こおったイトダマ、かたいイトダマ、あぶないイトダマ、ふしぎなイトダマ、りゅうのイトダマ、はねのイトダマ\n\n・「ぬいマシン」からつくることのできる新しいぬいぐるみが40種類追加されます。\n　追加されるぬいぐるみ：ヌイコグマ、ホシガリス、イッカネズミ（４ひきかぞく）、ロコン、ヒノアラシ、ヒコザル、ポカブ、ワニノコ、ヌオー、ミズゴロウ、ミジュマル、チコリータ、キモリ、ツタージャ、ワタシラガ、メリープ、パチリス、デデンネ、ロコン（アローラのすがた）、デリバード、グレイシア、イワンコ、デカヌチャン、サーフゴー、グレッグル、メラルバ、チヲハウハネ、ピッピ、ニンフィア、バケッチャ、パンプジン、タツベイ、ボーマンダ、ヌメラ、セビエ、カモネギ、アーケン、アーマーガア、コライドン、ミライドン\n\n・「ぬい部屋」に新しい部屋が1つ追加されます。\n\n・「ぬい部屋」で使える新しいかべがみが4種類もらえます。\n　追加されるかべがみ：広い宇宙の部屋、楽しい宇宙の部屋、昼のおかしパーティーの部屋、夜のおかしパーティーの部屋\n\n・「フレンズミッション」に新しい「おねがい」が追加され、クリアの報酬として新しい家具が15種類もらえます。\n　追加される家具：月のソファ、わくせいのイス、星空のベッド、うちゅう船のクッション、流れ星のたな、ロケットのたな、タルトのクッション、ガラスのお皿のベッド、マカロンのイス、クッキーのソファ、ブーケのたな、リボンのたな、しんちょう計のかざりもの、ほうせき箱のイス、プレゼントボックスのイス
DLC_DLC02_Detail_Confirm	■数量： 1\n[もっとこだわりパック2]\n\n■販売価格： \n{[0118|03cd]}\n\n■支払い時期及び方法： \n商品購入時に、購入時点にてご利用のプラットフォームが指定する方法のうち、お客様が指定する方法にてお支払い。\n\n■提供時期： \nお支払い後直ちに提供。 （通信状況により数分程度の遅延が生じることがあります。） \n\n■返品・キャンセルについて： \n商品の性質上、購入後の返品、キャンセル等はできません。\n\n更新日：2025年7月22日
DLC_Pack01_Title	まとめてパック
DLC_Pack01_Price	{[0118|04cd]}
DLC_Pack01_Exp	「たくさんあそべるパック」\n「もっとこだわりパック1」\n「もっとこだわりパック2」\nが1つになったお得なセット。
DLC_Pack01_Detail	「たくさんあそべるパック」\n「もっとこだわりパック1」\n「もっとこだわりパック2」\nが１つになったセット商品です。\n\n内容の詳細は各パックのせつめいをご確認ください。
DLC_Pack01_Detail_Confirm	■数量： 1\n[まとめてパック]\n\n■販売価格： \n{[0118|04cd]} \n\n■支払い時期及び方法： \n商品購入時に、購入時点にてご利用のプラットフォームが指定する方法のうち、お客様が指定する方法にてお支払い 。\n\n■提供時期： \nお支払い後直ちに提供。 （通信状況により数分程度の遅延が生じることがあります。） \n\n■返品・キャンセルについて： \n商品の性質上、購入後の返品、キャンセル等はできません。\n\n更新日：2025年7月22日
