common_Kawashima.msbt
Button_Back	返回
Button_NoJion	稍后
Dialog_08	没有记录
Dialog_09	可以使用\n脑锻炼邮件。
Dialog_10	未设置脑锻炼邮件。\n\n请连接网站进行设置。\n\n{size[4b00]}※设置内容有时需要\n一定时间才能生效。{size[6400]}
Dialog_11	与世界各地的人一较高下吧！\n\n{size[4b00]}将根据世界排名及\nNintendo Account中的\n出生年月日，\n显示同世代的排名。\n\n※参加后，　　　　　　　　　\n　以下信息将向其他用户公开。\n　・用户名称　　　　　　　　\n　・大会记录　　　　　　　　\n　・国家或地区　　　　　　　{size[6400]}
TextCompetition	世界一同脑锻炼大会
mail_BrainTraining.msbt
SubjectStandard	【脑锻炼】{[0111]}的记录
SubjectNewsSudokuClearAllQuest	【脑锻炼】祝贺！{[0111]}在数字拼图的完成率达到100%！
SubjectNewsSudokuClearAllAdvancedQuest	【脑锻炼】祝贺！{[0111]}完成了数字拼图的所有高级题目！
SubjectNewsSudokuClearAllNormalQuest	【脑锻炼】祝贺！{[0111]}完成了数字拼图的所有中级题目！
SubjectNewsSudokuClearAllEasyQuest	【脑锻炼】祝贺！{[0111]}完成了数字拼图的所有初级题目！
SubjectNewsSudokuClearPercentage	【脑锻炼】祝贺！{[0111]}在数字拼图的完成率突破{[0108]}%！
SubjectNewsGetResultRankRocketCount	【脑锻炼】祝贺！{[0111]}在{[010d]}中获得{[0108]}次火箭级！
SubjectNewsTrainingPlayCount	【脑锻炼】祝贺！{[0111]}在{[010d]}的锻炼次数突破{[0108]}次！
DateTrainingDays	这是脑锻炼第{[0108]}天\n{b}/{[0106]}/{[0107]}（{[011b]}）的记录。
UserBrainTraining	这里是{[0111]}的脑锻炼记录。
NewsNumberMemoryAllCorrect	・“5×5记忆测验”中全题回答正确！
NewsSudokuClearAllQuest	・“数字拼图”的完成率变为{[0108]}%！
NewsSudokuClearAllAdvancedQuest	・完成“数字拼图”的所有高级题目！
NewsSudokuFirstClearAdvanced	・首次完成“数字拼图”的高级题目！
NewsSudokuClearAllNormalQuest	・完成“数字拼图”的所有中级题目！
NewsSudokuClearAllEasyQuest	・完成“数字拼图”的所有初级题目！
NewsSudokuClearPercentage	・“数字拼图”的完成率超过{[0108]}%！
NewsGetResultRankRocketCount	・在“{[010d]}”中，总计{[0108]}次获得火箭级！
NewsTrainingPlayCount	・总计{[0108]}次游玩“{[010d]}”！
NewsFirstGetResultRankRocket	・首次在“{[010d]}”中获得火箭级！
NewsFirstPlayTraining	・首次游玩“{[010d]}”！
NewsFirstEntryConpetition	・参加了世界一同脑锻炼大会！
BrainAge	这次：脑年龄{[0108]}岁
LastTimeBrainAge	上次：脑年龄{[0108]}岁
NotMeasuredBrainAge	还未测量。\n\n上次：脑年龄{[0108]}岁\n（{b}/{[0106]}/{[0107]}）
ItemsBrainAge	脑年龄具体内容\n・抑制力{[0117]}岁\n・处理速度{[0118]}岁\n・短期记忆{[0119]}岁
TrainingName	{[010d]}
MailResultGrade_Rocket	火箭级
MailResultGrade_Airplane	飞机级
MailResultGrade_Shinkansen	动车级
MailResultGrade_Car	汽车级
MailResultGrade_Bicycle	自行车级
MailResultGrade_Walking	徒步级
MailRecordTime	・{[0102]}分{[0103]}秒{[0104]}（{[0115]}）
RecordTimeGrows	・比上次快了{[0102]}分{[0103]}秒{[0104]}！
RecordTimeFalls	・比上次慢了{[0102]}分{[0103]}秒{[0104]}。
RecordQuest	・{[0108]}/{[010a]}题（{[0115]}）
RecordQuestGrows	・比上次记录多了{[0108]}题！
RecordQuestFalls	・比上次记录少了{[0108]}题！
RecordCount	・{[0108]}个（{[0115]}）
RecordCountGrows	・比上次记录多了{[0108]}个！
RecordCountFalls	・比上次记录少了{[0108]}个！
RecordSudokuEasy	数字拼图（初级）\n・完成{[0108]}题
RecordSudokuNormal	数字拼图（中级）\n・完成{[0108]}题
RecordSudokuAdvanced	数字拼图（高级）\n・完成{[0108]}题
RecordDoctorEasy	细菌扑灭（简单）\n・{[0108]}分
RecordDoctorNormal	细菌扑灭（普通）\n・{[0108]}分
RecordDoctorAdvanced	细菌扑灭（困难）\n・{[0108]}分
RecordNBack	・{[0108]}溯答
RecordUpdate	・更新了个人最佳成绩！
RecordSame	・与上次的成绩相同。
MailRecordTimeLessMinutes	・{[0103]}秒{[0104]}（{[0115]}）
RecordTimeGrowsLessMinutes	・比上次快了{[0103]}秒{[0104]}！
RecordTimeFallsLessMinutes	・比上次慢了{[0103]}秒{[0104]}！
HeadlineNews	■新闻
HeadlineBrainAgeCheck	■脑年龄检查
HeadlineTraining	■锻炼
HeadlineTips	■川岛教授的大脑小语
TipsBrain_01	～“人性”存在于何处？～\n\n其实人类的大脑中有一处特别发达的地方。\n那就是额头附近的“前额叶”这部分。\n这部分据说是用来控制创造力、记忆力、自制力等功能，让人类拥有人性的重要部分。（Funahashi & Andreau 2013）
TipsBrain_02	～“朗读”的好处～\n\n实验结果表明，“朗读”文章要比“默念”更能使大脑高速运转起来。（Miuraetal.,2003）\n它被认为有助于活化大脑多个部位，并拥有让前额叶活性化的效果。\n我觉得如果家里有小孩子或孙子的话，可以读书给他们听。\n这样可以安抚小孩子的心情，也能让自己的大脑活跃起来。（Busetal.,1995）
TipsBrain_03	～在日常生活中可以轻松做到的脑锻炼！～\n\n试试看对汽车牌照号码等能看见的数字做“加减乘除”吧。\n计算数字可能有助于让大脑活性化。
TipsBrain_04	～用想像力锻炼吧～\n\n首先，请在脑海里想像一下猫的样子。\n接着，想像一下梯子的样子。\n接下来，再想像一下“猫咪梯子”这种虚构的东西。\n它会是一种怎样的样子呢？\n想像虚构的事物可能有助于前额叶的活性化。
TipsBrain_05	～大脑渴望刺激？～\n\n我认为给予大脑刺激能有助于其活性化。\n不过，我可不是指去敲打脑袋。\n比如去未知之地旅行等等，像这种带有刺激的行为可能有助于大脑的活性化。
TipsBrain_06	～放松紧张的小诀窍～\n\n极度紧张时，前额叶便不会运作。\n那时，在脑中快速地数数看看吧。\n这是我推荐用来缓解紧张感的小技巧。
TipsBrain_07	～睡眠时大脑都发生了些什么～\n\n学习的内容会在睡眠中被记录在大脑里固定下来。（Stickgold et a., 2000）\n如果睡眠时间不足的话，这些内容或许就会消失，无法固定在大脑里。\n所以睡眠可以说是“大脑复习，创造记忆的时间”。
TipsBrain_08	～不睡觉的话，记忆力会降低？～\n\n大脑中掌管新记忆的部分叫做“海马回”。\n实验表明睡眠时间不足的话，它的发育就会变差。（Taki et al., 2012）\n所以，通过睡眠来让大脑休息也是很必要的。
TipsBrain_09	～大脑的活性化与新挑战有关？～\n\n大脑活性化后，好像会容易对“未知事物”产生兴趣。\n说不定会涌现出挑战新事物的力量呢。（Caballero et al., 2016）
TipsBrain_10	～追寻竞争“速度”的机会吧～\n\n长大后，虽然不怎么会“比拼速度”了，但每天抽出一些时间，哪怕几分钟，尽可能快地做些什么事情吧。\n比拼速度可能有助于提高大脑的信息处理速度。（Nouchi et al., 2016）
TipsBrain_11	～老化与不老化的大脑～\n\n智商分为“语言性智商”和“动作性智商”。（Wechsler, 1997）\n与经验和学习的积累有很大关系的“语言性智商”，虽然容易在50～70岁之间迎来高峰，但负责记忆力、判断力以及处理多个信息的“动作性智商”，几乎都会在20岁左右达到巅峰，之后就会一路下降。
TipsBrain_12	～大脑令人吃惊的适应性～\n\n人类的大脑比我们想像的更富有适应性。\n有报告显示，如果戴着能让看见的事物上下颠倒的眼镜生活的话，只要一周时间就会觉得\n上下颠倒的世界是现实世界。(Harris 1963等)\n据说在那之后，如果摘掉眼镜生活的话，经过一段迷惘期后，就又会恢复原状了。\n正因为有着这样的适应性，人类才能存活至今吧。
TipsBrain_13	～失败竟然与魅力有关！？～\n\n如果看到某人犯了错，比如看到有人跌倒了，就会觉得很可惜，感觉那个跌倒的人的魅力降低了。\n但是，研究表明如果失败的人本身能力就很高时，反而会觉得他的魅力上升了。（Aronson, Willerman & Floyd, 1996）\n虽然能力高的人会越来越有利，但大脑好像也有着这样不合理的一面。
TipsBrain_14	～光是想像就能提升能力？～\n\n研究表明，回忆成就比如说获奖、合格等，只是回想这些事情，大脑的能力就会暂时得到提高。（Karsh & Eyal, 2015）\n对自己抱有信心，或许有着提高能力的效果。
TipsBrain_15	～在人群中锻炼大脑？～\n\n如果有机会去参加聚会，试着在喧闹的环境中聚精会神地只听你想要听的那个人的声音吧。（Holdgraf et al., 2016）\n这可能有助于前额叶的活性化。
TipsBrain_16	～“轻松便利”无法让大脑工作？～\n\n实验结果表明，使用道具制作料理，前额叶就会活性化。\n可能是因为伴随着危险，所以需要将注意力集中到手指上。然而使用削皮工具的话，前额叶基本不会活动。\n或许多花一些工夫能让大脑活性化，也会让料理变得更美味。
TipsBrain_17	～开始学习乐器吧～\n\n你能演奏什么乐器吗？\n演奏可能有助于前额叶的活性化。\n现在，即使你不会演奏，也试着作为兴趣尝试一下如何？\n虽然练习时可能会影响到周围的人。
TipsBrain_18	～大脑也追求被疗愈？～\n\n最近，你有没有被治愈到呢？\n被治愈时，也就是你在放松时，据说前额叶会得到充分的休息。\n好好地让前额叶得到休息也是很重要的。
TipsBrain_19	～就算上了年纪也要学习～\n\n最近是否有在学习呢？\n随着年龄的增长，大脑的突触和神经纤维也会持续增加。\n无论几岁，学习对大脑都有好处。
TipsBrain_20	～糊弄别人也会用脑？～\n\n请想想糊弄好友的方法。\n比如在玩扑克时，要让对方选择错误的扑克牌。\n这时不仅要考虑方法，还要考虑对方的心理。这样一来，前额叶或许就会活跃起来。\n但是，如果糊弄会导致你们之间的关系破裂，那还是只在脑海里想想就好了。
TipsBrain_21	～为什么会“无法忍耐”？～\n\n额叶起着抑制愤怒和欲望等冲动的作用。\n小孩子容易冲动就是因为额叶不发达。\n即使是大人，如果额叶的功能衰退，也会变得不容易控制自己的感情。\n所以我希望大家能让自己的额叶不再衰退。
TipsBrain_22	～推荐“直接见面”的理由～\n\n最近经常通过邮件及聊天软件来沟通吧。\n研究表明通过机器装置交谈，比如通过电话交谈时，前额叶就不会活跃地运作。（Jeong et al., 2011）\n所以为了让大脑能够活性化，建议直接与人面对面进行交谈。\n如果交谈时能看着对方的眼睛，效果可能会更好。
TipsBrain_23	～大脑的3大健康法则～\n\n为了保持大脑的健康，首先要养成“用脑习惯”。（Cheng 2016）\n其次是“平衡膳食”。（le Coutre & Schmitt, 2008）\n接下来是“充足的睡眠”。（Richards et al., 2017）\n为了保持大脑的健康，我认为以上3点是很有必要的。
TipsBrain_24	～挑战极限吧！～\n\n锻炼的要点是挑战能力的极限。\n如果锻炼时慢吞吞的，就不会有什么效果。\n只有以极限的速度、在极限困难的状态下解决问题，大脑才会加速运转，记忆容量也会增加。（Nouchi  et al., 2013）
TipsBrain_25	～前额叶好厉害！～\n\n大脑的“前额叶”实际上有着各种各样的功能。\n比如读懂别人的心情（Schurz et al., 2014）、预测事物的功能（Vassena et al., 2017）、学习、研习、记忆的功能以及注意事物的功能（Euston et al., 2012）。\n还有自己打算做什么的自发意识也是前额叶的功能之一。（Cardinal et al., 2002）\n可以说，前额叶在大脑中起着最高级的作用。
TipsBrain_26	～容易生气的人要注意！～\n\n前额叶的功能变迟钝的话，或许突发性感情的控制力，也就是说忍耐力就会降低，\n处于“容易生气”的状态。\n请多加注意。（Mathew, 2012）
TipsBrain_27	～从容地生活～\n\n如果锻炼大脑的运转速度，在采取行动时，就会变得从容不迫。（Tam et al., 2015）\n真想以平静的心情度过每一天呢。
TipsBrain_28	～建议乐观地思考～\n\n有时候，我们会进行一些不好的想像吧。\n曾经有人在研究室对想像锻炼进行了实验。\n在3小时内向40名大学生展示了看不懂结局的场景，并让部分人持续想像一段\n10秒钟左右的美好结局，让另一部分人持续想像一段糟糕的结局。\n结果，持续想像美好结局的人与进行想像锻炼前相比，在人前闲聊时的不安减少了。（Sakaki et al., in preparation）\n如果对交流感到不安的人，或许经常想像一下美好结局会比较好。
TipsBrain_29	～刺激的生活！～\n\n有数据表明，在饲养多只老鼠时，在有迷宫或转轮等刺激较多的地方饲养的老鼠，与其他地方饲养的老鼠相比，大脑要更为发达。（Kempermann et al., 1997及其他人）\n人或许也一样，住在刺激多的地方，可能会对大脑的健康有好处。
TipsBrain_30	～自己控制大脑！？～\n\n有些机器可以让我们看到大脑的运转情况。\n有研究表明，如果通过这个机器来看的话，我们可以看到自己做了什么，大脑的哪里会发生运转。最后，即使不做什么特别的事情，也能凭自己的意志来控制大脑的活动。（Kotozaki et al., 2014）\n如果能够看见自己的大脑，或许就能控制自己的大脑呢。
TipsBrain_31	～看着对方的眼睛交谈吧！～\n\n进行交谈时，“最好是看着对方的眼睛交谈”。(Jeong et al., 2011)\n这样可能有助于提高沟通能力以及让大脑活性化。
TipsBrain_32	～大脑也需要休息！～\n\n努力工作与学习后，看会电视或玩会视频游戏来让前额叶放松一下吧。\n让前额叶得到休息可能有助于提高效率。
TipsBrain_33	～运动对大脑有益！？～\n\n有时到户外活动活动身体吧。\n运动可能具有促进脑神经细胞成长的效果。(Griffin et al., 2009)\n因此可以说是“运动也能使大脑成长”。
TipsBrain_34	～容易落泪是意外的征兆？～\n\n最近有没有觉得容易落泪？\n其实变得容易落泪是大脑抑制感情功能下降的信号。（Wrosch et al., 2018）\n抑制涌现出来的感情，努力平复心情或许对大脑也是一种很好的锻炼。
TipsBrain_35	～健康大脑，从均衡的饮食开始！～\n\n大脑的发育，需要均衡的饮食。（Prangthip et al., 2019）\n虽然大脑的能量来源是葡萄糖，但要想学习与记忆，光靠葡萄糖是不够的。（Akitsuki et al., 2011）\n如果光吃面包与米饭，而不好好吃菜的话，我觉得大脑是无法变得聪明的。
TipsBrain_36	～多任务其实有两种！～\n\n同时处理多个事情的“多任务”其实有两种。\n分散注意力，处理多个事情的“多任务”以及将注意力集中在各个事情上，依次处理的“多任务”。\n分散注意力，处理多个事情的“多任务”，结果哪个都不会顺利。（Junco & Cotton 2011及其他人）\n“将注意力依次集中在各个事情上”是非常重要的。
TipsBrain_37	～要注意“学习分心”～\n\n我曾经对仙台市的25016名中学生进行了问卷调查目的是为了查明智能手机的使用方法与成绩的关系。\n然后，我得到了一边使用智能手机一边学习的孩子成绩很低这样的分析结果。\n而且，还得到了学习时使用的应用软件越多，成绩就越低这样的数据。（Kawashima R 2018）\n虽然这取决于应用程序的种类，在学习时还是集中精神学习比较好。
TipsBrain_38	～大脑怕寂寞！？～\n\n人如果受到排挤，就会变得想要把自己封闭起来。但其实有一种说法是人如果受到排挤，就会开始寻找新的朋友。(Maner et al., 2007;Dewall et al., 2009)\n大脑中可能有着想与他人产生联系的功能。
TipsBrain_39	～通过化妆提升幸福感！～\n\n有一种疗法叫做“化妆疗法”。\n据说是通过化妆来争取提高QOL（生活质量），增加笑容，提升幸福感，使交流能力得到提高。（岡本 2011; 作山等人, 2007）而且，据说大脑会活性化。\n也就是说万圣节上的浓妆艳抹或许对大脑也有好处。
TipsBrain_40	～开始做某事之前～\n\n在开始工作学习前……先花2，3分钟给这天的安排定个优先顺序吧。\n我认为这可能也有助于大脑的活性化。
TipsBrain_41	～要想切实地感受每天的成果～\n\n根据时间的不同，大脑运作的情况也全然不同。（Schmidt et al., 2007）\n为了能够感受到锻炼成绩的提高，最好每天都在同一时间进行锻炼。
TipsBrain_42	～要想打破停滞烦恼～\n\n刚开始锻炼那阵子，成绩一下子就会得到提高，但不久就会遇到瓶颈，变得停滞不前。\n不过，只要坚持持续锻炼，就会迎来“突破期”，成绩也会再次大幅提高。（Taylor & Smith, 1956）\n或许大脑正在静静地积蓄力量，为下一次的飞跃做准备呢。
TipsBrain_43	～关于压力的研究～\n\n如果在公司或学校遇到了非常厌恶的事情，光是想像一下就会觉得很厌恶吧。\n但实际上不光是厌恶，或许还会因为压力导致大脑的存储容量减少。（Seshadri et al., 2018）\n如果遇到了非常令人厌恶的事情，有些人还会出现PTSD，也就是创伤后压力症候群的症状。\n有研究指出，PTSD患者大脑的工作记忆会降低。（Yehuda et al., 2006）。\n不过这两者之间是否有关，现在仍在研究当中。
TipsBrain_44	～身心同步的话？～\n\n有研究表明，在学校的课堂上，如果班上同学们的点头等行动都很一致（同步）的话，那这节课的效率就会很高。（Kent 2013）\n另外，在其他的研究中，我们给中学班级里的学生一边测量大脑，一边让他们上课。结果得到了在上生动有趣的课程时，前额叶的活动也会变得同步这样的结果。 （Nozawa et al., in preparation）\n通过身心的同步来提高对课程内容的理解力，这样课程内容的趣味性或许也会得到提高。
TipsBrain_45	～培育植物治愈大脑～\n\n有一种叫做“园艺疗法”的治疗方法。\n曾经有人做过这样的调查。让患有轻度PTSD（创伤后压力症候群）的人接受园艺疗法，并看看他们的大脑会出现怎样的变化。\n然后得到了据说因PTSD而缩小的大脑部分（左前扣带皮层）的体积有增大的趋势这样的结果。（Kotozaki 2013）。\n我认为对于大脑来说，或许培育植物具有治愈效果。
TipsBrain_46	～游戏1天1小时？～\n\n数据显示每天玩游戏的时间不超过1小时的孩子，与不玩游戏的孩子相比更容易发现规律，在理解及构筑能力上也普遍较高。（Jones et al., 2014）\n是因为玩了游戏，所以导致能力得到了提高，还是能力较高的孩子会适度地玩会游戏仍不得而知。\n我会继续进行研究。
TipsBrain_47	～控制大脑减轻压力！？～\n\n看着测量大脑的机器，仅凭自己的意志决定是否让大脑活性化……有人正在对这个较为困难的锻炼进行研究。\n在让30名成年男性进行该锻炼后，得到了心情低落有所缓解，工作压力有所降低，满足感得到提高这样的结果。(Kotozaki et al., 2014)\n通过这一结果，我认为当我们的心情低落时，或许进行控制自己大脑的锻炼会比较好。
mail_ConfigBrainMail.msbt
SceneName	脑锻炼邮件
Back	返回
Caption	将每天的锻炼结果\n通过邮件发送给家人吧。\n设置后，在锻炼的隔日早上\n会自动发送锻炼结果。\n{color[ff0c00ff]}※也可以发送给自己{color[000000ff]}
Description	请使用智能手机或个人电脑\n访问以下网站进行设置。
URL	https://switch-as3m.srv.nintendo.net
TestConnect	设置测验
Checking	正在检查……
scene_AccountSelect.msbt
BtnBack	返回
SelectUser	请选择用户
AddUser	增加新用户
PlayDate	第%d天
StartNew	新开始
LastPlayTraining	进行了{[010d]}
LastPlayNBack	进行了{[0108]}溯答
LastPlayBrainAgeCheck	进行了脑年龄检查
LastEntryCompetition	参加了大会
Today	今天
Yesterday	昨天
Daysago	2天以上
scene_Alarm.msbt
Title	闹钟
WeekInfomation	致容易忘记锻炼的人：\n设置{color[ff0c00ff]}闹钟{color[000000ff]}后，即使主机在休眠中，\n也会通知锻炼的时间。
ButtonBack	返回
ButtonAlarmOn	开启
ButtonAlarmOff	关闭
SetTime	{color[ff0c00ff]}{[0112]} {[0114]}：{[0113]}{color[000000ff]}
NotSet	未设置
TimeInfomation	写下闹钟的时间后，\n请按“{color[ff0c00ff]}确定{color[000000ff]}”。
am	上午
pm	下午
ButtonErace	消除
ButtonDecide	确定
ButtonEraceAlarm	删除闹钟
Sunday	星期日
Monday	星期一
Tuesday	星期二
Wednesday	星期三
Thursday	星期四
Friday	星期五
Saturday	星期六
scene_BrainCompeRankingTop100.msbt
SceneName	前100名
SceneNameFriend	好友排名
RankingWorld	世界排名
RankingGeneration	同世代排名
Generation10	12岁以下
Generation15	13～15岁
Generation19	16～19岁
Generation20	20～24岁
Generation29	25～29岁
Generation30	30～34岁
Generation39	35～39岁
Generation40	40～44岁
Generation49	45～49岁
Generation50	50～59岁
Generation60	60～69岁
Generation70	70岁以上
Back	返回
Switch_Generation	同世代
Switch_World	世界
GenerationName	・・・・・・・・・・
CompetitionNumber	第{[0108]}次
CompetitionTitle	世界一同\n脑锻炼大会
NotFoundData	没有数据
scene_BrainCompeResult.msbt
TextBack	返回
TextNext	下一步
TextTimes	第{[0108]}次
TextCompetition	世界一同\n脑锻炼大会
WorldRanking	世界排名
GenerationRanking	同世代排名
TextThisRecord	这次的记录
TextLastRecord	上次的记录
TextNumOfPersons	{[0108]}人当中
TextNumOfPersonsLastTime	（{[0108]}人当中）
TextRankSuffix	名
TextRecoedUpdate	刷新最高记录
TextDistribution	记录的分布
TextUnitSecond	（秒）
TextUnitPersons	（人数）
TextRankingNear	你的前后排名
TextRankingNear_under	10000名以外
TextCapture	拍摄画面
Generation10	12岁以下
Generation15	13～15岁
Generation19	16～19岁
Generation20	20～24岁
Generation29	25～29岁
Generation30	30～34岁
Generation39	35～39岁
Generation40	40～44岁
Generation49	45～49岁
Generation50	50～59岁
Generation60	60～69岁
Generation70	70岁以上
NextTime	下次预告
CompetitionEvents	竞技项目
TextDate	{[0106]}月{[0107]}日（{[011b]}）
TextTime	{[0112]}{[0101]}：{[0113]}开始
scene_BrainCompeTop.msbt
TextTimeLimit	到结束为止还剩：
TextTimeLimitHidden	到结束为止还剩{color[00000000]}：{color[000000ff]}
TextNumOfPersons	{color[00000000]}出场人数：{color[000000ff]}{[0108]}{color[00000000]}人{color[000000ff]}
TextNumOfPersonsDigitUp	{color[00000000]}出场人数：0{color[000000ff]}{[0108]}{color[00000000]}人{color[000000ff]}
TextNumOfPersonsBase	出场人数：{color[00000000]}{[0108]}{color[000000ff]}人
TextRemaining	出场项目数：{[0108]}/4
TextUntilHolding	到举办为止还剩：
TextUntilHoldingHidden	到举办为止还剩{color[00000000]}：{color[000000ff]}
TextHourMinute	{[0101]}小时{[0102]}分
TextHour	{[0101]}小时
TextDayHour	{[0107]}天{[0101]}小时
TextDay	{[0107]}天
TextMinuteSecond	{[0102]}分{[011a]}秒
TextSecond	{[011a]}秒
TextTimes	第{[0108]}次
TextCompetition	世界一同\n脑锻炼大会
TextInSession	举办中
TextResultDisplay	到结果发表为止\n还剩：
TextDateAndTime	{[0106]}月{[0107]}日（{[011b]}）\n{[0112]}{[0101]}：{[0113]}开始
TextDownLoading	正在接收数据……
TextConnecting	正在连接……
ButtonPartake	出场
ButtonTop100	前100名
ButtonLastTimeTop100	上次的前100名
ButtonPastResult	上次的结果
ButtonBack	返回
ButtonResultDisplay	公布结果
ButtonExplanation	说明
ButtonFriendRanking	好友排名
Sunday	日
Monday	一
Tuesday	二
Wednesday	三
Thursday	四
Friday	五
Saturday	六
scene_BrainCompeTrainingSelect.msbt
CompetitionNumber	第{[0108]}次
CompetitionTitle	世界一同脑锻炼大会
OpenExplain	请选择挑战项目。\n每个项目最多可挑战2次。
ResultExplain	请选择想查看结果的项目。
RestChallengeCount	{size[5a00]}剩余挑战次数：{size[6400]}{[0108]}{size[5a00]}次{size[6400]}
Challenged	已挑战
MyBestRank	自我最佳：第{[0108]}名
ResultMyData	第{[0108]}名／{[011c]}人当中
RecordHeader	记录
CheckResult	查看结果
NotChallenged	未挑战
NewResult	新
Back	返回
SceneNameOpen	出场
SceneNameResult	公布结果
scene_CheckBrainAge.msbt
Tutorial	说明
Close	关闭
CheckResult	测量结果
YourBrainAge	你的脑年龄是...
Age	岁
CheckBrainAge	脑年龄检查
YearMonthDay	{b}/{[0106]}/{[0107]}
BrainAgeDetail	脑年龄具体内容
HowItWorks	脑年龄检查的原理
HowItWorksText	从20几岁到70几岁各二十多名，\n共计149名被实验者那里\n收集的成绩数据中推算出\n最佳的近似值（图1）。\n通过本软件的脑年龄检查\n能测量的脑年龄（含具体内容中的\n抑制力、处理速度、短期记忆），\n是根据这个近似公式计算出来的。
Illustration1	图1
StartBrainAgeCheck	脑年龄检查\n开始
StartBrainAgeCheck_A	脑年龄检查\n开始
StartBrainAgeCheckTest	开始
StartBrainAgeCheckTest_A	开始
TextCapture	拍摄画面
scene_Config.msbt
Config	设置
Back	返回
DominantHand	惯用手
Calender	显示日历
StampDesign	印章设计
Alarm	闹钟
Staff	制作人员
FriendStatus	好友排名
WriteFiveInTwoStroke	“5”的识别方式
BrainMail	脑锻炼邮件
Right	右
Left	左
Month	1个月
Week	1周
Use	使用
NotUse	不使用
BothStroke	标准
OneStroke	1笔
TwoStroke	2笔
scene_Doctor.msbt
BtnInterruption	中断
BtnBack	返回
BtnSave	保存关卡进度后退出
BtnQuit	退出
BtnNextStage	前往下一关
BtnNext	下一步
TextScore	得分
TextDifficulty	难度
TextDifficultyEasy	简单
TextDifficultyNormal	普通
TextDifficultyHard	困难
TextStageNumber	关卡数
TextStageClear	扑灭完成
TextGameOver	扑灭失败
scene_EasyPlayHomeMenu.msbt
EasyPlay	轻松一刻
Back	返回
Next	确定
Move	移动
EasyPlayBrainAgeCheckTitle	轻松一刻\n脑年龄检查
Training	{color[ff0c00ff]}手指{color[000000ff]}脑锻炼
TrainingTwoPlayer	{color[ff0c00ff]}对战{color[000000ff]}脑锻炼
EasyPlayBrainAgeCheck	{color[ff0c00ff]}用猜拳{color[000000ff]}进行测验
scene_HomeMenu.msbt
Back	返回
Close	关闭
Calendar	日历
Training	锻炼
Competition	世界一同\n脑锻炼大会
CompetitionPeriod	举办中
CompetitionAggregating	统计结果中
CompetitionResult	已公布结果
WorkingMemory	工作记忆\n锻炼
BackNumber	自我最佳：{[0108]}溯答
Training_NotYet	今天还未进行锻炼
Training_Already	今天已进行锻炼
Day	第%d天
BrainAgeCheck	脑年龄检查
BrainAgeCheck_Already	已是最新脑年龄
BrainAge	脑年龄{[0108]}岁
Mail	脑锻炼邮件
Alarm	闹钟
Config	设置
LetsPushStamp	请点触今天的日期
BrainAgeCheck_CountDown	到重置为止还剩{[0107]}天
BrainAgeCheck_Reset	已重置脑年龄
CompetitionEntry	出场
scene_InitialSetting.msbt
Guide	请写下出生年月日。
BirthYear	出生年（公历）
BirthMonth	出生月
BirthDay	出生日
Delete	消除
Decide	确定
scene_Profile.msbt
SceneName	个人信息
Back	返回
UnitTrainingDays	第%d{size[5a00]}天{size[6400]}
SudokuUnitRate	%d{size[4600]}％{size[6400]}
SudokuRateAll	完成率：
TitleBrainAge	脑年龄
ValueBrainAge	{[0108]}
ValueBestBrainAge	{size[5a00]}脑年龄{size[6400]}{[0108]}{size[5a00]}岁{size[6400]}
UnitAge	岁
CheckDay	测量日{b}/{[0106]}/{[0107]}
LastCheckDay	上次{b}/{[0106]}/{[0107]}
TitleCompetition	世界一同脑锻炼大会
Appearances	出场次数
UnitCount	%d{size[4b00]}次{size[6400]}
HighestRank	世界排名最高名次
RankByItem	项目最高名次
YearMonthDay	{b}/{[0106]}/{[0107]}
UnitRank	第%d名
GenerationRanking	（同世代第{[0108]}名）
HighestMedal	世界排名最高级别
MedalByItem	项目最高级别
CompetitionBestRecord	大会自我最佳
TitleTraining	锻炼
TitleRelax	放松
TitleBrainAgeCheck	脑年龄检查
CommonBestRecord	自我最佳：
CommonCountTotalPlay	游玩次数：
SudokuItems	具体内容
SudokuRateEasy	　　　初级完成率：
SudokuRateNormal	　　　中级完成率：
SudokuRateAdvanced	　　　高级完成率：
DoctorCountEradication	累积扑灭数：
DoctorBestScore	自我最佳分数
DoctorScoreEasy	　　　简单：
DoctorScoreNormal	　　　普通：
DoctorScoreAdvanced	　　　困难：
UnitNBack	{[0108]}溯答
scene_StaffCredit.msbt
Back	返回
Staff	制作人员
Name_000	{color[009800ff]}Nintendo Co., Ltd.{color[000000ff]}
Name_001	Soshi Abe
Name_002	Yosuke Fujino
Name_003	Shuntaro Furukawa
Name_004	Minako Hamano
Name_005	Kunihiro Hasuoka
Name_006	Yukihiko Hayashi
Name_007	Masaki Horii
Name_008	Haruka Kakinuma
Name_009	Kouichi Kawamoto
Name_010	Noriko Kitamura
Name_011	Yoshiaki Koizumi
Name_012	Kenta Kubo
Name_013	Junji Morii
Name_014	Sota Omiya
Name_015	Yuichi Ozaki
Name_016	Takayuki Shimamura
Name_017	Shinya Takahashi
Name_018	Kazuki Tsukuda
Name_019	Hitoshi Yamazaki
Name_020	Masami Yone
Name_022	{color[009800ff]}indieszero Co., Ltd.{color[000000ff]}
Name_023	Masaru Arai
Name_024	Shinya Ebihara
Name_025	Keiji Hara
Name_026	Yuichi Igarashi
Name_027	Mari Jinbo
