common_Kawashima.msbt
Button_Back	返回
trainingName_BoxCounting	數箱子
trainingName_Counting	高速數數測驗
trainingName_NumberMemory	５×５記憶測驗
trainingName_MTMTestCompe	照順序連連看
trainingName_MTMTest	照順序連連看測驗
trainingName_MaxNumberCompe	最大數字
trainingName_MaxNumber	最大數字測驗
trainingName_SerialSubtract	連續減法測驗
trainingName_JankenCompe	慢出猜拳
trainingName_Janken	慢出猜拳測驗
trainingName_Doctor	細菌撲滅
trainingName_NBackSymbol	工作記憶鍛鍊
MinSec100MSec	%02d:%02d.%d
trainingInst_Keisan	請用最快的速度書寫
trainingInst_BirdCounting	請用最快的速度來數
trainingInst_BoxCounting	請用最快的速度來數
common_Window.msbt
Dialog_01	{color[ff0c00ff]}每日鍛鍊{color[000000ff]}\n無法使用ＴＶ模式。
Dialog_02	請使用{color[ff0c00ff]}手提模式{color[000000ff]}\n或{color[ff0c00ff]}桌上模式{color[000000ff]}。
Dialog_03	「輕鬆一刻」對應ＴＶ模式。
Dialog_04	請把畫面{color[ff0c00ff]}橫向放置{color[000000ff]}。
Dialog_05	請把畫面{color[ff0c00ff]}直向放置{color[000000ff]}。
Button_Back	返回
Button_Cancel	退出
Button_Close	關閉
OK	ＯＫ
Button_A_OK	ＯＫ 
Message_04	Joy-Con\n未無線連接。
Message_05	Joy-Con(R) \n未無線連接。
ConnectON	ＯＮ
ConnectOFF	ＯＦＦ
Dialog_06	要連接到網路\n使用「{color[ff0c00ff]}朋友排名功能{color[000000ff]}」嗎？\n\n向朋友公開腦年齡\n或鍛鍊、大會結果，\n跟朋友一較高下吧！\n\n{size[4b00]}可以隨時於「設定」中更改。{size[6400]}
Button_Visible	使用
Button_Invisible	不使用
Button_Later	稍後
Button_Join	向世界挑戰
Button_NoJion	稍後
Dialog_08	沒有記錄
Dialog_09	可以使用\n腦鍛鍊郵件的狀態。
Dialog_10	沒有設定\n腦鍛鍊郵件。\n\n請上網站設定。\n\n{size[4b00]}※可能需要一段時間\n才能反映設定。{size[6400]}
Dialog_11	與世界各地的人一較高下吧！\n\n{size[4b00]}將根據世界排名\n或Nintendo Account的\n出生年月日，\n顯示同世代排名。\n\n※參加後，\n以下資訊將向其他用戶公開。\n‧用戶名稱\n‧大會記錄\n‧國家／地區{size[6400]}
TextCompetition	世界一同腦鍛鍊大會
mail_BrainTraining.msbt
SubjectStandard	【腦鍛鍊】{[0111]}的記錄
SubjectNewsSudokuClearAllQuest	【腦鍛鍊】賀！{[0111]}，數字拼圖達成率１００％！
SubjectNewsSudokuClearAllAdvancedQuest	【腦鍛鍊】賀！{[0111]}，數字拼圖高級全數過關！
SubjectNewsSudokuClearAllNormalQuest	【腦鍛鍊】賀！{[0111]}，數字拼圖中級全數過關！
SubjectNewsSudokuClearAllEasyQuest	【腦鍛鍊】賀！{[0111]}，數字拼圖初級全數過關！
SubjectNewsSudokuClearPercentage	【腦鍛鍊】賀！{[0111]}，數字拼圖達成率突破{[0108]}％！
SubjectNewsGetResultRankRocketCount	【腦鍛鍊】賀！{[0111]}，在{[010d]}中達成火箭級{[0108]}次！
SubjectNewsTrainingPlayCount	【腦鍛鍊】賀！{[0111]}，{[010d]}的鍛鍊次數突破{[0108]}次！
DateTrainingDays	腦鍛鍊第{[0108]}日\n{b}／{[0106]}／{[0107]}（{[011b]}）的記錄。
UserBrainTraining	以下是{[0111]}的腦鍛鍊記錄。
NewsNumberMemoryAllCorrect	‧「５×５記憶測驗」全數答對了！
NewsSudokuClearAllQuest	‧「數字拼圖」達成率達到{[0108]}％了！
NewsSudokuClearAllAdvancedQuest	‧「數字拼圖」高級全數過關了！
NewsSudokuFirstClearAdvanced	‧第一次過關「數字拼圖」高級！
NewsSudokuClearAllNormalQuest	‧「數字拼圖」中級全數過關了！
NewsSudokuClearAllEasyQuest	‧「數字拼圖」初級全數過關了！
NewsSudokuClearPercentage	‧「數字拼圖」達成率超過{[0108]}％了！
NewsGetResultRankRocketCount	‧在「{[010d]}」中共計達成火箭級{[0108]}次！
NewsTrainingPlayCount	‧共計遊玩了「{[010d]}」{[0108]}次！
NewsFirstGetResultRankRocket	‧「{[010d]}」首次達成火箭級！
NewsFirstPlayTraining	‧首次遊玩「{[010d]}」！
NewsFirstEntryConpetition	‧參加了世界一同腦鍛鍊大會！
BrainAge	這一次：腦年齡{[0108]}歲
LastTimeBrainAge	上一次：腦年齡{[0108]}歲
NotMeasuredBrainAge	沒有測量。\n\n上一次：腦年齡{[0108]}歲\n（{b}/{[0106]}/{[0107]}）
ItemsBrainAge	腦年齡詳細資訊\n‧抑制力{[0117]}歲\n‧處理速度{[0118]}歲\n‧短期記憶{[0119]}歲
TrainingName	{[010d]}
MailResultGrade_Rocket	火箭級
MailResultGrade_Airplane	飛機級
MailResultGrade_Shinkansen	新幹線級
MailResultGrade_Car	汽車級
MailResultGrade_Bicycle	自行車級
MailResultGrade_Walking	徒步級
MailRecordTime	‧{[0102]}分{[0103]}秒{[0104]}（{[0115]}）
RecordTimeGrows	‧比上一次縮短了{[0102]}分{[0103]}秒{[0104]}！
RecordTimeFalls	‧比上一次慢了{[0102]}分{[0103]}秒{[0104]}。
RecordQuest	‧{[0108]}／{[010a]}題（{[0115]}）
RecordQuestGrows	‧比上一次的記錄還多了{[0108]}題！
RecordQuestFalls	‧比上一次的記錄還少了{[0108]}題。
RecordCount	‧{[0108]}個（{[0115]}）
RecordCountGrows	‧比上一次的記錄多了{[0108]}個！
RecordCountFalls	‧比上一次的記錄少了{[0108]}個。
RecordSudokuEasy	數字拼圖（初級）\n‧過關了{[0108]}題
RecordSudokuNormal	數字拼圖（中級）\n‧過關了{[0108]}題
RecordSudokuAdvanced	數字拼圖（高級）\n‧過關了{[0108]}題
RecordDoctorEasy	細菌撲滅（簡單）\n‧{[0108]}分
RecordDoctorNormal	細菌撲滅（普通）\n‧{[0108]}分
RecordDoctorAdvanced	細菌撲滅（困難）\n‧{[0108]}分
RecordNBack	‧前{[0108]}項
RecordUpdate	‧更新了個人最佳成績！
RecordSame	‧和上一次的成績相同。
MailRecordTimeLessMinutes	‧{[0103]}秒{[0104]}（{[0115]}）
RecordTimeGrowsLessMinutes	‧比上一次縮短了{[0103]}秒{[0104]}！
RecordTimeFallsLessMinutes	‧比上一次慢了{[0103]}秒{[0104]}。
HeadlineNews	■新聞
HeadlineBrainAgeCheck	■腦年齡檢查
HeadlineTraining	■鍛鍊
HeadlineTips	■川島教授的大腦小語
TipsBrain_01	～「人性」存在於何處？～\n\n其實人類的大腦有特別發達的部分，\n那就是在額頭附近的「前額葉」。\n「前額葉」控制著創造力、記憶力、自制力等，可以說是使人類帶有人性的重要部分。（Funahashi&Andreau2013）
TipsBrain_02	～「朗讀」的美妙之處～\n\n經過實證，「朗讀」文章時，大腦的運作會比「默念」時更加強烈。（Miuraetal.,2003）\n可以推斷「朗讀」能使大腦的多處部位活躍運作，並有活化前額葉的效果。\n如果您有小寶寶或小孫子，個人推薦可以朗讀書本給他們聽，\n這有安定孩子心情，並活化大人腦部的作用。（Busetal.,1995）
TipsBrain_03	～在日常生活中可以輕鬆做到的腦鍛鍊！～\n\n試試看用「加減乘除」將電車或汽車牌照上看到的數字算成1吧。\n計算數字便有可能讓大腦活化喔。
TipsBrain_04	～用想像力鍛鍊吧～\n\n首先，請想像一下貓的姿態。\n接著，請想像一下梯子的樣子。\n然後，請想像一下「貓梯子」的虛構概念。\n會變成怎樣的東西呢？\n想像虛構的事物也許有助於活化前額葉。
TipsBrain_05	～大腦渴望刺激？～\n\n透過刺激可以活化大腦，\n話是這麼說但也不是直接敲一下就好，\n例如透過去陌生的地方旅行等刺激性的行動也許也能活化大腦。
TipsBrain_06	～放鬆緊張的小訣竅～\n\n極度緊張時，前額葉便不會運作。\n陷入那種狀況時，試著專心快速數數字試試看？\n這是我推薦用來放鬆緊張的小技巧。
TipsBrain_07	～睡眠時大腦都發生了些甚麼～\n\n根據研究結果顯示，學習過的內容將會於睡眠中記錄並固著在大腦。（Stickgold et a., 2000）\n因此睡眠時間過短的話，將有可能無法固著並失去資訊，\n所以睡眠可稱為「讓大腦複習並製作記憶用的時間」。
TipsBrain_08	～不睡覺的話記憶力會降低？～\n\n大腦中掌管新記憶的部分稱為「海馬迴」，實證研究中發現睡眠時間太短的話會不利於其發展。（Taki et al., 2012）\n也就是說，透過睡眠讓大腦休息是必須的。
TipsBrain_09	～活化大腦與新挑戰之間的關聯？～\n\n若是大腦有活化，據說會較容易對「未知事物」產生興趣。\n說不定會浮現出挑戰新事物的力量喔。（Caballero et al., 2016）
TipsBrain_10	～掌握比「速度」的機會～\n\n雖然長大成人後就不太會去「比速度」，但就算一天只花幾分鐘也好，挪點時間去盡快做某件事吧。\n透過競爭速度或許有機會提升大腦的資訊處理速度。（Nouchi et al., 2016）
TipsBrain_11	～老化與不老化的大腦～\n\n智商區分為「語言智商」與「作業智商」。（Wechsler, 1997）\n與經驗和學習的累積有莫大關聯的「語言智商」會在５０～７０歲有達到高峰的傾向；而記憶力、判斷力等處理複數資理的「作業智商」，則大多於２０歲前後開始下降。
TipsBrain_12	～大腦令人驚豔的柔軟性～\n\n人類大腦遠比我們所想的更具柔軟性。\n在戴上上下顛倒的眼鏡生活一週後，就會覺得上下反轉的世界是現實。（Harris 1963等人）\n甚至在之後再拿掉眼鏡生活，也會在困擾一段時間後恢復原様。\n說不定正是因為具備這種柔軟性，人類才能免於滅亡而生存至今。
TipsBrain_13	～失敗關係到吸引力！？～\n\n我們看見做某件事失敗的人，例如看見跌倒的人時，很可惜，會覺得他的吸引力降低了。\n但研究結果顯示，若失敗的人原本就具備高度能力的話，反而會讓人覺得更有魅力。（Aronson, Willerman & Floyd, 1996）\n根據這個能力高超者會更加有利的論説，看來大腦也有稍微不講道理的一面呢。
TipsBrain_14	～光是想像就能提升能力？～\n\n根據研究結果，回憶成就感例如：得獎、及格等，便能暫時提升大腦的能力。（Karsh & Eyal, 2015）\n光是抱持自信，可能就有提升能力的效果喔。
TipsBrain_15	～在人群中鍛鍊大腦？～\n\n如果有參加派對的機會的話，試著從嘈雜的環境中聽取特定個人的聲音吧。（Holdgraf et al., 2016）\n或許就能活化前額葉喔。
TipsBrain_16	～「輕鬆便利」無法讓大腦工作？～\n\n實驗結果中發現，用菜刀作料理有活化前額葉的效果。\n就結果推測是由於伴隨著手指的危險所以需要注意力，使用削皮器的話前額葉就不太會工作，\n花功夫的事情或許有助於活化大腦，讓料理更美味也說不定喔。
TipsBrain_17	～開始學看看樂器吧～\n\n你會演奏什麼樂器嗎？\n演奏也許對活化前額葉有所幫助，\n就算不會也沒關係，抱持興趣開始試試看吧，\n雖然練習時周遭的人可能會很難受就是了。
TipsBrain_18	～大腦也追求被療癒？～\n\n最近有感到被療癒嗎？\n感到被療癒、也就是放鬆的時候，前額葉貌似也能大幅獲得休息。\n好好讓前額葉休息很重要喔。
TipsBrain_19	～就算上了年紀也要讀書～\n\n最近有讀書嗎？\n隨著年齡增長，大腦的突觸與神經纖維也會持續增加，\n不管幾歲，讀書都對大腦有益喔。
TipsBrain_20	～騙人也會用腦？～\n\n請思考一下欺騙好朋友的方法，\n例如讓對方選錯撲克牌之類的，\n此時不單只有方法，還要考量對方的心理狀態，前額葉便會活化起來。\n但是會破壞信賴關係的欺瞞可要好好停在想像階段喔。
TipsBrain_21	～為什麼會「無法忍耐」？～\n\n大腦的額葉部分擔任抑制憤怒和慾望等衝動的角色，\n小孩無法良好忍耐衝動就是因為額葉還未發展完全。\n就算是大人，額葉功能衰退的話可能也會變得無法有效控制情感。\n所以可要好好維護額葉呢。
TipsBrain_22	～推薦「直接見面」的理由～\n\n最近使用郵件或訊息來往的機會應該很多吧？\n研究結果證實，透過機械進行的對話，即使像是電話，前額葉也不會活躍運作。（Jeong et al., 2011）\n若想活化大腦的話，推薦直接與對方見面會話，\n眼對眼聊天的話效果可能會更好喔。
TipsBrain_23	～大腦的３大健康法則～\n\n想要常保大腦健康的話，首先要從「用腦習慣」著手，（Cheng 2016）\n接著是「營養均衡的飲食」，（le Coutre & Schmitt, 2008）\n還有「充足的睡眠」。（Richards et al., 2017）\n這是我覺得必要的３個保持大腦健康的法則。
TipsBrain_24	～挑戰極限吧！～\n\n鍛鍊的重點在於挑戰能力的極限，\n悠哉進行的便無法期待效果。\n極限邊緣的速度、極限邊緣的難度、在這種狀態下解決問題，大腦的轉速和記憶容量都有可能增加。（Nouchi  et al., 2013）
TipsBrain_25	～ 前額葉好厲害！ ～\n\n大腦的「前額葉」其實具備各式各樣的功能，\n例如察言觀色（Schurz et al., 2014）及\n預測事物的功能（Vassena et al., 2017）、\n讀書、學習、記憶功能等，需要注意力的功能。（Euston et al., 2012）\n產生自主去做些什麼的意識，也是前額葉功能的其中之一。（Cardinal et al., 2002）\n前額葉真可說是負責大腦中最高階的工作。
TipsBrain_26	～易怒的人要注意！～\n\n前額葉的功能遲鈍的話便有可能失去突發性情感的控制能力，也就是所謂的失去耐心而變得「易怒」。\n務必多加注意。（Mathew, 2012）
TipsBrain_27	～從容不迫地生活～\n\n我認為如果鍛鍊大腦的運轉速度，就可以做出從容不迫的行動。（Tam et al., 2015）\n真想抱持沈著的心情度過每一天呢。
TipsBrain_28	～推薦正向思考～\n\n人總是會不自覺地思考不好的事情呢。\n曾經有人在研究室進行了想像鍛鍊的實驗。\n在３小時内向４０位大學生展示一些無法預測結果的情境，並分為兩個組別：一組花１０秒想像正面的結果；一組則想像負面的結果。\n數據顯示，想像正面結果的組別較想像練習前，在人群前聊天時的不安感減少了。（Sakaki et al., in preparation）\n或許對於溝通感到不安的人來說，保持想像正面的結果會是個好方法。
TipsBrain_29	～刺激的生活！～\n\n數據顯示，與多隻老鼠同時飼養、或是在放有迷宮與轉輪等刺激較多的環境中飼養的老鼠，和不是在這樣環境下飼養的老鼠相較之下大腦更為發達。（Kempermann et al., 1997等）\n或許人類住在刺激較多的地方也有助於大腦的健康喔。
TipsBrain_30	～自己控制大腦！？～\n\n有可以觀察大腦工作樣貌的儀器存在。\n不僅如此，研究顯示，看著這個儀器時，能夠知道自己做什麼的時候會活化大腦的哪個區塊，之後還能在沒特別做什麼的時候，也能憑藉自己的意志控制大腦的活動。（Kotozaki et al., 2014）\n可以看見的話，也有控制大腦的可能性呢。
TipsBrain_31	～看著眼睛說話吧！～\n\n說話的時候「邊注視著對方的眼睛」是基本喔。（Jeong et al., 2011）\n或許有助於溝通能力的提升與活化大腦。
TipsBrain_32	～大腦也需要休息！～\n\n在努力工作或唸書後用電視或是遊戲冷卻一下前額葉吧，\n或許可以期待前額葉在休息過後效率提升喔。
TipsBrain_33	～運動是大腦的同伴！？～\n\n偶爾去外頭動動身體吧。\n運動對於大腦的神經細胞成長效果備受期待。（Griffin et al., 2009）\n或許可以說「運動能幫助大腦發展」喔。
TipsBrain_34	～眼淚是意外的徵兆？～\n\n最近感覺容易流淚嗎？\n其實流淚是大腦抑制感情的功能下降的徵兆。（Wrosch et al., 2018）\n或許壓抑即將滿溢而出的情感，會是不錯的腦鍛鍊也說不定。
TipsBrain_35	～健康大腦，從健康飲食開始！～\n\n均衡的良好飲食對大腦的發展是必要的。（Prangthip et al., 2019）\n大腦的能量來源雖然只有葡萄糖，但對於學習與記憶來說，只有葡萄糖是不夠的。（Akitsuki et al., 2011）\n我覺得不只麵包跟米飯等主食，偶爾也要吃點配菜不然無法變聰明。
TipsBrain_36	～多工處理其實有兩種！～\n\n同時做複數事情的「多工處理」其實有兩種。\n分散注意力的多工處理，和一個接著一個集中並切換的多工處理。\n分散注意力的多工處理，結果會每件事都做不好。（Junco & Cotton 2011等多數）\n「一個接著一個集中」很重要。
TipsBrain_37	～要注意「唸書分心」～\n\n對仙台市２５，０１６位中學生進行了智慧型手機使用習慣與成績間關聯的問卷調查。\n分析結果後，邊使用智慧型手機邊唸書的孩子成績較低。\n不僅如此，數據顯示，在唸書時使用的應用程式越多，成績越低。（Kawashima R 2018）\n雖然也會因使用的應用程式種類而異，但唸書時還是好好集中比較好喔。
TipsBrain_38	～大腦會怕寂寞！？～\n\n人們可能會想，當人受到排擠時就會把自己封閉起來。但其實有假說支持，人如果受到排擠的話會傾向於主動結交新朋友。（Maner et al., 2007; Dewall et al., 2009）\n或許大腦具備與他人產生連結的功能也說不定。
TipsBrain_39	～透過化妝提升幸福感！～\n\n其實存在所謂的「化妝療法」。\n這種方法化妝達成提升ＱＯＬ（生活質量）的目標，增加笑容、提升幸福感或增加溝通能力等，（岡本 2011; 作山等人, 2007）甚至有活化大腦的可能性。\n也就是說，萬聖節時誇張的化妝或許對大腦不錯喔。
TipsBrain_40	～在開始任何事情之前～\n\n在開始工作或念書之前，花２～３分鐘決定當天的優先順序吧。\n我想這類事情有助於大腦的活性化。
TipsBrain_41	～為了實際感受日積月累的成果～\n\n依據時間不同，大腦的工作效果也會有大幅差異。（Schmidt et al., 2007）\n為了實際感受成績的進步、盡可能在每天的同一時間進行鍛鍊比較好。
TipsBrain_42	～進步停滯該如何是好～\n\n剛開始鍛鍊時成績雖然會突飛猛進，不過總有一天會碰壁，遇上成績停滯不前的時期。\n但是只要努力不懈、就能迎來「突破期」，發現成績有所進步。（Taylor & Smith, 1956）\n或許大腦會悄悄地溫存力量，準備下一次的飛躍也說不定。
TipsBrain_43	～關於壓力的研究～\n\n公司或學校發生討厭的事情，光是想像就非常討厭呢。\n不僅僅只是討厭，壓力竟然還有可能造成大腦的記憶量減少。（Seshadri et al., 2018）\n遭遇非常討厭的事情的話會導致ＰＴＳＤ，也就是所謂的創傷後壓力症候群發生。\n研究結果顯示ＰＴＳＤ患者大腦的工作記憶會較為低下。（Yehuda et al., 2006）\n至於兩者間是否有關，還在進一步研究當中。
TipsBrain_44	～身心同步的話？～\n\n研究顯示在學校的授課中，例如班上學生們的點頭等動作，同步（ｓｙｎｃｈｒｏ）的話授課效果會有所提升。（Kent 2013）\n另一項研究則顯示，在中學班級中一邊測量大腦一邊實際進行授課，開心的授課內容能讓前額葉的活動同步。（Nozawa et al., in preparation）\n身心同步的話或許能提高對授課內容的理解力與課程本身的樂趣也說不定。
TipsBrain_45	～種植植物以療癒大腦～\n\n有種被稱為「園藝療法」的方法。\n曾有人進行調查，請輕度ＰＴＳＤ（創傷後壓力症候群）患者接受園藝療法，看看他們的大腦會有什麼變化。\n結果顯示，因為ＰＴＳＤ而萎縮的大腦部位（左前扣帶皮層），體積有增加的傾向。（Kotozaki 2013）\n或許對大腦來說，種植植物具有療癒效果也說不定。
TipsBrain_46	～１天玩１小時遊戲？～\n\n數據顯示１天玩１小時以內遊戲的小孩相較於沒有玩的小孩，更能發掘事物的法則、且理解與建構能力有較高的傾向。（Jones et al., 2014）\n但還無法確定究竟是因為玩了遊戲所以能力提高，還是能力高的孩子適度玩遊戲所致。\n研究還在持續當中。
TipsBrain_47	～控制大腦的話就能減輕壓力！？～\n\n我正在研究一項困難的鍛鍊。內容是邊看著測量大腦的儀器。邊只以自己的意志來讓大腦活化或非活化。\n在讓３０名成年男性接受這個鍛鍊後，發現了情緒失落減少、工作壓力減少，還有滿足感獲得了提升等結果。（Kotozaki et al., 2014）\n根據這個結果，今後在心靈脆弱的時候，鍛鍊控制自己的大腦或許是個不錯的選擇。
mail_ConfigBrainMail.msbt
SceneName	腦鍛鍊郵件
Back	返回
Caption	將每天的鍛鍊結果\n和家人分享。\n設定的話，隔天早上便會\n自動將結果寄出。\n{color[ff0c00ff]}※也可以寄送給自己{color[000000ff]}
Description	請使用智慧型手機或個人電腦\n至以下網站進行設定。
URL	https://switch-as3m.srv.nintendo.net
TestConnect	設定測試
Checking	檢查中
scene_AccountSelect.msbt
BtnBack	返回
SelectUser	請選擇用戶
AddUser	增加新用戶
PlayDate	第%d天
StartNew	從頭開始
LastPlayTraining	做了{[010d]}
LastPlayNBack	做了前{[0108]}項
LastPlayBrainAgeCheck	做了腦年齡檢查
LastEntryCompetition	參加了大會
Today	今天
Yesterday	昨天
Daysago	２天前以上
scene_Alarm.msbt
Title	鬧鐘
WeekInfomation	給不小心就忘了鍛鍊的人：\n設定{color[ff0c00ff]}鬧鐘{color[000000ff]}的話，睡眠模式中\n也會通知鍛鍊時間。
ButtonBack	返回
ButtonAlarmOn	ＯＮ
ButtonAlarmOff	ＯＦＦ
SetTime	{color[ff0c00ff]}{[0112]} {[0114]}：{[0113]}{color[000000ff]}
NotSet	未設定
TimeInfomation	寫下鬧鐘時間後\n請按下「{color[ff0c00ff]}決定{color[000000ff]}」。
am	上午
pm	下午
ButtonErace	消除
ButtonDecide	決定
ButtonEraceAlarm	刪除鬧鐘
Sunday	星期日
Monday	星期一
Tuesday	星期二
Wednesday	星期三
Thursday	星期四
Friday	星期五
Saturday	星期六
scene_BrainCompeRankingTop100.msbt
SceneName	前１００名
SceneNameFriend	朋友排名
RankingWorld	世界排名
RankingGeneration	同世代排名
Generation10	１２歲以下
Generation15	１３～１５歲
Generation19	１６～１９歲
Generation20	２０～２４歲
Generation29	２５～２９歲
Generation30	３０～３４歲
Generation39	３５～３９歲
Generation40	４０～４４歲
Generation49	４５～４９歲
Generation50	５０～５９歲
Generation60	６０～６９歲
Generation70	７０歲以上
Back	返回
Switch_Generation	同世代
Switch_World	世界
GenerationName	・・・・・・・・・・
CompetitionNumber	第{[0108]}次
CompetitionTitle	世界一同\n腦鍛鍊大會
NotFoundData	沒有資料
scene_BrainCompeResult.msbt
TextBack	返回
TextNext	繼續
TextTimes	第{[0108]}次
TextCompetition	世界一同\n腦鍛鍊大會
WorldRanking	世界排名
GenerationRanking	同世代排名
TextThisRecord	這次的記錄
TextLastRecord	上一次的記錄
TextNumOfPersons	{[0108]}人當中
TextNumOfPersonsLastTime	（{[0108]}人當中）
TextRankSuffix	名
TextRecoedUpdate	刷新最高記錄
TextDistribution	記錄的分布
TextUnitSecond	（秒）
TextUnitPersons	（人數）
TextRankingNear	你的前後的排名
TextRankingNear_under	１００００名以外
TextCapture	拍攝畫面
Generation10	１２歲以下
Generation15	１３～１５歲
Generation19	１６～１９歲
Generation20	２０～２４歲
Generation29	２５～２９歲
Generation30	３０～３４歲
Generation39	３５～３９歲
Generation40	４０～４４歲
Generation49	４５～４９歲
Generation50	５０～５９歲
Generation60	６０～６９歲
Generation70	７０歲以上
NextTime	下次預告
CompetitionEvents	競技項目
TextDate	{[0106]}月{[0107]}日（{[011b]}）
TextTime	{[0112]}{[0101]}：{[0113]}開始
scene_BrainCompeTop.msbt
TextTimeLimit	到結束為止還有：
TextTimeLimitHidden	到結束為止還有{color[00000000]}：{color[000000ff]}
TextNumOfPersons	{color[00000000]}出場人數：{color[000000ff]}{[0108]}{color[00000000]}人{color[000000ff]}
TextNumOfPersonsDigitUp	{color[00000000]}出場人數：０{color[000000ff]}{[0108]}{color[00000000]}人{color[000000ff]}
TextNumOfPersonsBase	出場人數：{color[00000000]}{[0108]}人{color[000000ff]}
TextRemaining	出場項目數：{[0108]}／4
TextUntilHolding	到舉辦為止還有：
TextUntilHoldingHidden	到舉辦為止還有{color[00000000]}：{color[000000ff]}
TextHourMinute	{[0101]}小時{[0102]}分
TextHour	{[0101]}小時
TextDayHour	{[0107]}天{[0101]}小時
TextDay	{[0107]}天
TextMinuteSecond	{[0102]}分{[011a]}秒
TextSecond	{[011a]}秒
TextTimes	第{[0108]}次
TextCompetition	世界一同\n腦鍛鍊大會
TextInSession	舉辦中
TextResultDisplay	到結果發表為止\n還有：
TextDateAndTime	{[0106]}月{[0107]}日（{[011b]}）\n{[0112]}{[0101]}：{[0113]}開始
TextDownLoading	資料傳輸中
TextConnecting	連接中
ButtonPartake	出場
ButtonTop100	ＴＯＰ１００
ButtonLastTimeTop100	上一次的ＴＯＰ１００
ButtonPastResult	上一次的結果
ButtonBack	返回
ButtonResultDisplay	結果發表
ButtonExplanation	解說
ButtonFriendRanking	朋友排名
Sunday	日
Monday	一
Tuesday	二
Wednesday	三
Thursday	四
Friday	五
Saturday	六
scene_BrainCompeTrainingSelect.msbt
CompetitionNumber	第{[0108]}次
CompetitionTitle	世界一同腦鍛鍊大會
OpenExplain	請選擇挑戰項目。\n１個項目最多可挑戰２次。
ResultExplain	請選擇想確認結果的項目。
RestChallengeCount	{size[5a00]}剩餘挑戰次數：{size[6400]}{[0108]}{size[5a00]}次{size[6400]}
Challenged	已挑戰
MyBestRank	自我最佳：第{[0108]}名
ResultMyData	第{[0108]}名／{[011c]}人當中
RecordHeader	記錄
CheckResult	確認結果
NotChallenged	未挑戰
NewResult	ＮＥＷ
Back	返回
SceneNameOpen	出場
SceneNameResult	結果發表
scene_CheckBrainAge.msbt
Tutorial	解說
Close	關閉
CheckResult	測量結果
YourBrainAge	你的腦年齡是...
Age	歲
CheckBrainAge	腦年齡檢查
YearMonthDay	{b}／{[0106]}／{[0107]}
BrainAgeDetail	腦年齡的詳細資訊
HowItWorks	腦年齡檢查的原理
HowItWorksText	以每１０歲為一個年齡層，\n從２０～７０的年齡層中\n各收集二十多名、共計１４９名的\n受試者成績資料後，\n得出了如（圖１）的\n最佳近似值。\n本軟體的腦年齡檢查\n可測量的腦年齡（包括抑制力、\n處理速度、短期記憶等詳細資訊），\n便是以此近似值算式所得出\n之結果。
Illustration1	圖１
StartBrainAgeCheck	腦年齡檢查\n開始
StartBrainAgeCheck_A	腦年齡檢查\n開始
StartBrainAgeCheckTest	開始
StartBrainAgeCheckTest_A	開始
TextCapture	拍攝畫面
scene_Config.msbt
Config	設定
Back	返回
DominantHand	慣用手
Calender	顯示日曆
StampDesign	印章設計
Alarm	鬧鐘
Staff	工作人員
FriendStatus	朋友排名
WriteFiveInTwoStroke	「５」的識別方式
BrainMail	腦鍛鍊郵件
Right	右
Left	左
Month	１個月
Week	１週
Use	使用
NotUse	不使用
BothStroke	標準
OneStroke	１畫
TwoStroke	２畫
scene_Doctor.msbt
BtnInterruption	中斷
BtnBack	返回
BtnSave	保存關卡進度後退出
BtnQuit	退出
BtnNextStage	前往下一關
BtnNext	繼續
TextScore	得分
TextDifficulty	難度
TextDifficultyEasy	簡單
TextDifficultyNormal	普通
TextDifficultyHard	困難
TextStageNumber	關卡數
TextStageClear	撲滅結束
TextGameOver	撲滅失敗
scene_EasyPlayHomeMenu.msbt
EasyPlay	輕鬆一刻
Back	返回
Next	決定
Move	移動
EasyPlayBrainAgeCheckTitle	輕鬆一刻\n腦年齡檢查
Training	{color[ff0c00ff]}手指{color[000000ff]}腦鍛鍊
TrainingTwoPlayer	{color[ff0c00ff]}對戰{color[000000ff]}腦鍛鍊
EasyPlayBrainAgeCheck	{color[ff0c00ff]}用猜拳{color[000000ff]}進行測驗
scene_HomeMenu.msbt
Back	返回
Close	關閉
Calendar	日曆
Training	鍛鍊
Competition	世界一同\n腦鍛鍊大會
CompetitionPeriod	舉辦中
CompetitionAggregating	統計結果中
CompetitionResult	已發表結果
WorkingMemory	工作記憶\n鍛鍊
BackNumber	自我最佳：前{[0108]}項
Training_NotYet	今天還沒進行鍛鍊
Training_Already	今天已完成鍛鍊
Day	第%d天
BrainAgeCheck	腦年齡檢查
BrainAgeCheck_Already	已是最新腦年齡。
BrainAge	腦年齡{[0108]}歲
Mail	腦鍛鍊郵件
Alarm	鬧鐘
Config	設定
LetsPushStamp	請點觸\n今天的日期
BrainAgeCheck_CountDown	到重置為止還有{[0107]}天
BrainAgeCheck_Reset	已重置腦年齡
CompetitionEntry	出場
scene_InitialSetting.msbt
Guide	請寫下出生年月日。
BirthYear	出生年（西元）
BirthMonth	出生月
BirthDay	出生日
Delete	消除
Decide	決定
scene_Profile.msbt
SceneName	簡介
Back	返回
UnitTrainingDays	第%d{size[5a00]}天{size[6400]}
SudokuUnitRate	%d{size[4600]}％{size[6400]}
SudokuRateAll	達成率：
TitleBrainAge	腦年齡
ValueBrainAge	{[0108]}
