AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
AblGhostTitle	幽灵
AblGhostAttack	拍打
AblGhostDoubleAttack	来回拍打
AblGhostTackle	冲撞
AblGhostVanish	隐身
AblGhostAttackBtn	\x0e\x04\x06\x022\0
AblGhostDoubleAttackBtn	长按\x0e\x04\x06\x022\0～放开
AblGhostTackleBtn	冲刺＋\x0e\x04\x06\x022\0
AblGhostVanishBtn	\x0e\x04\x05\x021\0
AblGrabTitle	塞满嘴/抓住
AblGrabGrab	塞满嘴/抓住
AblGrabDirection	更改方向
AblGrabVomit	吐出/投掷
AblGrabGrabBtn	\x0e\x04\x07\x023\0 （或者 \x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0＋\x0e\x04\x06\x022\0）
AblGrabDirectionBtn	塞满嘴/抓住时\x0e\x04\x18\x02Å\0
AblGrabVomitBtn	塞满嘴/抓住时\x0e\x04\x07\x023\0 （或者\x0e\x04\x06\x022\0）
DialogExit	要退出战斗，\n返回菜单吗？
Result.msbt
ClearRogue_LastScoreText	此次战斗的分数
ClearRogue_TotalScoreText	合计分数
ClearRogue_TotalScoreNewRecord	NEW
ClearRogue_TotalScoreText_Lv1	第1章\n最终分数
ClearRogue_TotalScoreText_Lv2	第2章\n最终分数
ClearRogue_TotalScoreText_Lv3	第3章\n最终分数
ClearRogue_TotalScoreText_Lv4	第4章\n最终分数
ClearRogue_TotalScoreText_Lv5	第5章\n最终分数
ClearRogue_WinCount	\x0e\x02\x01\0
ClearSingle_LastClearTimeText	过关时间
ClearSingle_LastClearTimeNum	\x0e\x02\x02\0:\x0e\x02\x02\0.{s[075]}\x0e\x02\x02\0{s[100]}
ClearSingle_TotalClearTimeText	合计过关时间
ClearSingle_TotalClearTimeNum	\x0e\x02\x02\0:\x0e\x02\x02\0.{s[075]}\x0e\x02\x02\0{s[100]}
ClearSingle_WinStreak	\x0e\x02\x01\0{s[080]}连胜！{s[100]}
ClearSingle_HandicapEasy	{s[075]}难易度{s[100]} 容易
ClearSingle_HandicapNormal	{s[075]}难易度{s[100]} 普通
ClearSingle_HandicapHard	{s[075]}难易度{s[100]} 困难
ClearSingle_HandicapVeryHard	{s[075]}难易度{s[100]} 超难
ClearSingle_OperationGuide	\x0e\x04\x07\x023\0查看详细过关时间
ClearSingle_ClearTimeListTitle	过关时间
ClearSingle_ClearTimeListFightCount	{s[080]}第{s[100]}\x0e\x02\x01\0{s[080]}战{s[100]}
ClearSingle_ClearTimeListClearTime	\x0e\x02\x02\0:\x0e\x02\x02\0.{s[075]}\x0e\x02\x02\0{s[100]}
ClearSingle_ClearTimeListReturn	\x0e\x04\x06\x022\0关闭
Winner_Team	队伍
Rankup_Header	获得斗士点数
Rankup_Bonus	联机对战\n{s[075]}奖励×{s[100]}\x0e\x02\x02\0
Rankup_Bonus_Floor	获得2倍分数房间\n{s[075]}奖励×{s[100]}\x0e\x02\x02\0
Rankup_Bonus_Item	分数提升贴纸\n{s[075]}奖励×{s[100]}\x0e\x02\x02\0
Rankup_TotalPointText	斗士点数
Rankup_PointNum	\x0e\x02\x02\0 pt
Rankup_PointNum_Minus	－\x0e\x02\x02\0 pt
UnlockText	开放了！
UnlockKindHeroKirby	能力
UnlockKindHeroFriends	搭档
UnlockKindGear	\x0e\x02\x04\0的稀有帽子
UnlockKindStage	对战关卡
UnlockKindSubBgm	秘曲
UnlockKindRogueItem	故事道具
UnlockBaseHeroKirby	\x0e\x02\x04\0
UnlockBaseHeroFriends	\x0e\x02\x05\0
UnlockBaseGear	\x0e\x02\x06\0
UnlockBaseStage	\x0e\x02\x07\0
UnlockBaseSubBgm	“\x0e\x02\x07\0”秘曲
UnlockBaseRogueItem	\x0e\x02\x08\0
UnlockHeroKirbyWhip	鞭子
UnlockHeroKirbyCutter	弯刀
UnlockHeroKirbySword	利剑
UnlockHeroKirbyNinja	忍者
UnlockHeroKirbyParasol	阳伞
UnlockHeroKirbyHammer	锤子
UnlockHeroKirbyBeam	光束
UnlockHeroKirbyFighter	格斗家
UnlockHeroKirbyBomb	炸弹
UnlockHeroKirbySniper	狙击手
UnlockHeroKirbyBeetle	独角仙
UnlockHeroKirbyBell	铜铃
UnlockHeroKirbyArtist	艺术家
UnlockHeroKirbyWrestler	蒙面摔角手
UnlockHeroKirbyYoyo	溜溜球
UnlockHeroKirbyStick	如意棒
UnlockHeroKirbyWater	清水
UnlockHeroFriendsMetaknight	魅塔骑士
UnlockHeroFriendsKingDedede	帝帝帝大王
UnlockHeroFriendsGooey	蛊依
UnlockHeroFriendsMahoroa	魔法洛亚
UnlockGearWhipRare1	黑色牛仔帽
UnlockGearWhipRare2	怪盗洛切帽
UnlockGearCutterRare1	弯刀骑士头盔
UnlockGearCutterRare2	庞克摇滚莫西干
UnlockGearSwordRare1	剑骑士帽盔
UnlockGearSwordRare2	究极剑复制品
UnlockGearSwordRare3	炎剑露啾造型
UnlockGearSwordRare4	英雄利剑帽子
UnlockGearNinjaRare1	白头巾
UnlockGearNinjaRare2	武士兜帽
UnlockGearParasolRare1	油纸伞
UnlockGearParasolRare2	塞昆托·女王阳伞
UnlockGearHammerRare1	黑铁之锤
UnlockGearHammerRare2	逆袭之锤·改
UnlockGearBeamRare1	魔噜酷之帽子
UnlockGearBeamRare2	魔法洛亚帽
UnlockGearBeamRare3	冰斧基斯造型
UnlockGearFighterRare1	格斗护头
UnlockGearFighterRare2	戈力牙斯头
UnlockGearBombRare1	心心炸弹帽
UnlockGearBombRare2	海盗帽
UnlockGearSniperRare1	猎手帽子
UnlockGearSniperRare2	科技帽子
UnlockGearBeetleRare1	盔角虫头
UnlockGearBeetleRare2	九头蛇头
UnlockGearBellRare1	钓钟
UnlockGearBellRare2	圣诞铜铃
UnlockGearArtistRare1	彩绘比比提安造型
UnlockGearArtistRare2	艾莉妮黏土造型
UnlockGearWrestlerRare1	横纲发髻
UnlockGearWrestlerRare2	咆哮面罩
UnlockGearYoyoRare1	街头针织帽
UnlockGearYoyoRare2	东方冠帽
UnlockGearStickRare1	风语卷发
UnlockGearStickRare2	啦啦队造型
UnlockGearStickRare3	雷枪帕噜提扎努造型
UnlockGearWaterRare1	金鱼缸
UnlockGearWaterRare2	水溅鲸
UnlockStageCastleLololo	箩箩箩城堡
UnlockStageBubblyClouds	泡泡云层
UnlockStageForestCoo	空之森林
UnlockStageDededeRing	帝帝帝擂台
UnlockStageFactory	工厂参观
UnlockStageBoyoyonHand	弹力手关卡
UnlockStageDynaBlade	巨大锋翼鸟的巢
UnlockStageButterBuilding	奶油建筑物
UnlockStageVolcano	哈鲁德拉博火山
UnlockStageRainbowResort	梦之泉
UnlockStageRunawayTrain	瓦豆鲁迪火车
UnlockStageGreenGreeting	绿庭旅途
UnlockStageJambastion	暗黑要塞邪魔哈鲁达前
UnlockStageSummit	天空
UnlockStageGigavolt	铁巨兵钜甲螺丝
UnlockStageGigantGround	枯竭的海
UnlockStageGourmetRace	激烈冲突！美食比赛
UnlockStageDededeTower	宿命的对手们房间
UnlockStageDededeTower2	贯彻天空的牵绊房间
UnlockStagePractice	训练
UnlockRogueItem005	攻击石 Lv3
UnlockRogueItem006	攻击石 Lv4
UnlockRogueItem007	攻击石 Lv5 咒
UnlockRogueItem010	体力石 Lv3
UnlockRogueItem011	体力石 Lv4
UnlockRogueItem012	体力石 Lv5 咒
UnlockRogueItem018	回复石 Lv1
UnlockRogueItem019	回复石 Lv2
UnlockRogueItem020	回复石 Lv3
UnlockRogueItem021	回复石 Lv4
UnlockRogueItem022	回复石 Lv5 咒
UnlockRogueItem023	搭档聪明提升
UnlockRogueItem034	幽灵强化石 Lv1
UnlockRogueItem035	幽灵强化石 Lv2
UnlockRogueItem036	幽灵强化石 Lv3
UnlockRogueItem037	幽灵强化石 Lv4
UnlockRogueItem038	幽灵强化石 Lv5 咒
UnlockRogueItem041	高速蓄力石 Lv3
UnlockRogueItem042	高速蓄力石 Lv4
UnlockRogueItem043	高速蓄力石 Lv5 咒
UnlockRogueItem047	魔王杀手徽章
UnlockRogueItem053	自动回复贴纸
UnlockRogueItem054	自动防御提升 Lv1
UnlockRogueItem055	自动防御提升 Lv2
UnlockRogueItem056	地形伤害的守护
UnlockRogueItem059	黑刺球伤害的守护
UnlockRogueItem060	电气武器强化贴纸
UnlockRogueItem061	冰冻保存容器破坏贴纸
UnlockRogueItem064	道具选择+1
UnlockRogueItem065	诅咒之环·自动回复
UnlockRogueItem066	诅咒之环·攻击提升
UnlockRogueItem067	诅咒之环·无幽灵化
ScoreFirstStrike	先制攻击
ScoreNoResurrect	不让复活过关
ScoreNoDamage	1P没有受伤
ScoreRemainTime	剩余时间奖励
ScoreBaseStageChange	通过\x0e\x02\t\0
ScoreStageChangeGale	全员速度提升房间
ScoreStageChangeMoment	限制时间房间
ScoreStageChangeDriftIce	冰冻保存容器房间
ScoreStageChangePainGround	地形伤害2倍房间
ScoreStageChangeLotOfNeedles	黑刺弹房间
ScoreStageChangeHighSpeed	高速巨型机关房间
ScoreStageChangePowerWarrior	敌人攻击提升房间
ScoreStageChangeExplosion	爆炸道具房间
ScoreStageChangeShellsHail	炮台房间
ScoreStageChangeAmazing	事件星房间
RankPoint_Rogue_OneBattleClear	通过战斗
RankPoint_Rogue_BossBattleClear	打倒魔王
RankPoint_Rogue_FromAllScore	将最终分数化为斗士点数
RankPoint_Rogue_FirstOrdealClear	初次通过此章
RankPoint_Rogue_GeneralOrdealClear	通过此章
RankPoint_Single_OneBattleClear	\x0e\x02\x01\0战 胜利
RankPoint_Single_FromTotalClearTime	将过关时间化为斗士点数
RankPoint_Single_FirstDifficultyClear	初次通过此难易度
RankPoint_Single_GeneralDifficultyClear	通过此难易度
RankPoint_OfflineMulti_NotTeamPlace1	个人战 第1名
RankPoint_OfflineMulti_NotTeamPlace2	个人战 第2名
RankPoint_OfflineMulti_NotTeamPlace3	个人战 第3名
RankPoint_OfflineMulti_NotTeamPlace4	个人战 第4名
RankPoint_OfflineMulti_NotTeam_Tie_1st	个人战 并列第1名
RankPoint_OfflineMulti_NotTeam_Tie_2nd	个人战 并列第2名
RankPoint_OfflineMulti_NotTeam_Tie_3rd	个人战 并列第3名
RankPoint_OfflineMulti_TeamPlace1	团体战 第1名
RankPoint_OfflineMulti_TeamPlace2	团体战 第2名
RankPoint_OfflineMulti_TeamPlace3	团体战 第3名
RankPoint_OfflineMulti_Team_Tie_1st	团体战 并列第1名
RankPoint_OfflineMulti_Team_Tie_2nd	团体战 并列第2名
RankPoint_OfflineMulti_Draw	平手
RankPoint_Local_NotTeamPlace1	个人战 第1名
RankPoint_Local_NotTeamPlace2	个人战 第2名
RankPoint_Local_NotTeamPlace3	个人战 第3名
RankPoint_Local_NotTeamPlace4	个人战 第4名
RankPoint_Local_NotTeam_Tie_1st	个人战 并列第1名
RankPoint_Local_NotTeam_Tie_2nd	个人战 并列第2名
RankPoint_Local_NotTeam_Tie_3rd	个人战 并列第3名
RankPoint_Local_TeamPlace1	团体战 第1名
RankPoint_Local_TeamPlace2	团体战 第2名
RankPoint_Local_TeamPlace3	团体战 第3名
RankPoint_Local_Team_Tie_1st	团体战 并列第1名
RankPoint_Local_Team_Tie_2nd	团体战 并列第2名
RankPoint_Local_Draw	平手
RankPoint_InetFriend_NotTeamPlace1	个人战 第1名
RankPoint_InetFriend_NotTeamPlace2	个人战 第2名
RankPoint_InetFriend_NotTeamPlace3	个人战 第3名
RankPoint_InetFriend_NotTeamPlace4	个人战 第4名
RankPoint_InetFriend_NotTeam_Tie_1st	个人战 并列第1名
RankPoint_InetFriend_NotTeam_Tie_2nd	个人战 并列第2名
RankPoint_InetFriend_NotTeam_Tie_3rd	个人战 并列第3名
RankPoint_InetFriend_TeamPlace1	团体战 第1名
RankPoint_InetFriend_TeamPlace2	团体战 第2名
RankPoint_InetFriend_TeamPlace3	团体战 第3名
RankPoint_InetFriend_Team_Tie_1st	团体战 并列第1名
RankPoint_InetFriend_Team_Tie_2nd	团体战 并列第2名
RankPoint_InetFriend_Draw	平手
RankPoint_InetRandom_Place1	第1名
RankPoint_InetRandom_Place2	第2名
RankPoint_InetRandom_Draw	平手
RankPoint_Rogue_FromAllScore_Minus	游戏结束惩罚
ConfirmStopRankUp	在正式版中，{c[ff8c00]}斗士级别{c[000000]}会提高！\n斗士级别提高后，\n就能玩许多{c[ff8c00]}角色{c[000000]}和{c[ff8c00]}关卡{c[000000]}了！
Step.msbt
RogueAttentionSpeedUp	全员的\n速度2倍！
RogueAttentionDoublePoint	获胜的话，\n获得的分数2倍！
RogueAttentionMoment	剩余时间 \x0e\x02\x01\0秒！
RogueAttentionDriftIce	道具只有\n冰冻保存容器！
RogueAttentionPainfulTerrain	装置的\n伤害2倍！
RogueAttentionMuscularStrength	敌人的攻击力\n非常高！
RogueAttentionLotOfNeedles	道具只有\n黑刺弹！
RogueAttentionHighSpeedGear	装置的速度2倍！
RogueAttentionExplosion	道具只有\n会爆炸的道具！
RogueAttentionShells	道具只有\n炮台！
RogueAttentionWonderland	道具只有\n事件星！
RogueBossDemoO1Sub	双胞胎的巨木
RogueBossDemoO1BossUpper	双重大树
RogueBossDemoO3Sub	宿敌之友
RogueBossDemoO3BossUpper	帝帝帝大王
RogueBossDemoO3BossLower	魅塔骑士
RogueBossDemoO4Sub	深厚牵绊的盟友
RogueBossDemoO4BossUpper	帝帝帝大王
RogueBossDemoO4BossLower	魅塔骑士
RogueBossDemoO5Sub	月下无双
RogueBossDemoO5BossUpper	下弦的蒙面·帝帝帝
RogueBossDemoO5BossLower	上弦的蒙面·魅塔骑士
RoguePlayerStock	\x0e\x02\x01\0
BasicTutorialBasicInfo	用\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0确认详细的{c[ffe614]}操作方法{c[000000]}吧！
BasicTutorialBasicAttack	用\x0e\x04\x06\x022\0 {c[dc000f]}攻击{c[000000]}！
BasicTutorialBasicJump	用\x0e\x04\x05\x021\0 {c[dc000f]}跳跃{c[000000]}！
BasicTutorialBasicGuard	用\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0 {c[dc000f]}防御{c[000000]}！
BasicTutorialBasicGrab	用\x0e\x04\x07\x023\0将敌人\n{c[dc000f]}塞满嘴/抓住{c[000000]}！
BasicTutorialUniteStarTitle	合体 {c[ffe614]}搭档发射之星{c[000000]}！
BasicTutorialUniteStar01	捡起两个零件，\n使其{c[dc000f]}合体{c[000000]}吧！
BasicTutorialUniteStar02	瞄准敌人，用\x0e\x04\x06\x022\0{c[dc000f]}射击{c[000000]}！\n用必杀技给予{c[dc000f]}大伤害{c[000000]}！
FightHPValue	\x0e\x02\x01\0{s[075]}/{s[100]}{s[075]}\x0e\x02\x01\0{s[100]}
FightEnemyLevel	{s[085]}等级{s[100]}\x0e\x02\x01\0
FightEnemyHpPinch	还差点！
FightMouthfeeding	啾
FightPinchIcon	危险！
FightRevival	复活！
FightGhostGage	幽灵\n复活强化
FightUniteStar	瞄准射击！
InetRandomMatchingProgress	正在配对……
ResetCommandPracticeBattle	\x0e\x04\t\x02`\0 + \x0e\x04\n\x02a\0 重置
ExitPracticeBattle	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0可以从暂停离开此模式。
FightCancel	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0＋\x0e\x04\t\x02`\0　退出战斗
StoryText.msbt
Rogue_Text00_110	此前曾多次\n向卡比发起挑战，\n偶尔也会作为伙伴共同战斗的\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔骑士{c[000000]}……
Rogue_Text00_111	为了战胜卡比，\n二人终于作为同伴\n组成{c[ffe614]}队伍{c[000000]}，\n发来了挑战书！
Rogue_Text00_112	他们已经在高耸入云的\n{c[ffe614]}“搭档斗士塔”{c[000000]}的{c[ffe614]}最上层{c[000000]}\n严阵以待了。
Rogue_Text00_113	卡比好像看不了\n挑战书……\n\n不过他已经\n和{c[ffe614]}搭档{c[000000]}组成队伍，\n打开了登塔的大门……
Rogue_Text00_114	{c[ffe614]}宿命的对手{c[000000]}的战斗\n现在开始……！
Rogue_Text00_No	第1章
Rogue_Text00_Title	最初的搭档比赛
Rogue_Text01_110	原本以为是与{c[ffe614]}帝帝帝大王\n{c[000000]}和{c[ffe614]}魅塔骑士{c[000000]}的战斗！\n没想到……
Rogue_Text01_111	出现在最上层的\n竟然是，\n{c[ffe614]}双重大树{c[000000]}！
Rogue_Text01_112	卡比和搭档\n虽然打倒了双重大树，\n但再往前就真的是{c[ffe614]}尽头{c[000000]}了。\n\n不过，双重大树掉落了\n登塔的{c[ffe614]}大门钥匙{c[000000]}！
Rogue_Text01_113	卡比他们以\n帝帝帝大王和魅塔骑士\n所在的{c[ffe614]}最上层{c[000000]}为目标，\n再次踏上了台阶……！
Rogue_Text01_No	第2章
Rogue_Text01_Title	影武者的秘密
Rogue_Text02_110	原本以为终于打倒\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔骑士{c[000000]}了，\n没想到是{c[ffe614]}假冒{c[000000]}的！
Rogue_Text02_111	原来是变身为他们二人的\n影武者{c[ffe614]}瓦豆鲁迪{c[000000]}们！
Rogue_Text02_112	{c[ffe614]}真正{c[000000]}的\n帝帝帝大王和魅塔骑士\n正在更上层\n严阵以待着……！
Rogue_Text02_113	卡比他们捡到了\n瓦豆鲁迪们掉落的{c[ffe614]}钥匙{c[000000]}，\n又朝着塔的上面前进了。
Rogue_Text02_No	第3章
Rogue_Text02_Title	对大王和骑士的挑战
Rogue_Text03_110	用{c[ffe614]}搭档{c[000000]}的力量\n击退守在各层的强敌，\n终于来到{c[ffe614]}真正{c[000000]}的\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔骑士{c[000000]}\n面前的卡比他们！
Rogue_Text03_111	但是，\n在还差一步的地方\n让两人逃走了。
Rogue_Text03_112	二人因为战斗而进一步\n加深了彼此的{c[ffe614]}牵绊{c[000000]}，\n在高耸入云的塔上\n积蓄力量，严阵以待着！
Rogue_Text03_113	由新获得的钥匙指引着，\n向着与{c[ffe614]}宿命的对手们{c[000000]}\n{c[ffe614]}决战{c[000000]}的舞台……出发！
Rogue_Text03_No	第4章
Rogue_Text03_Title	决战！宿命的对手们
Rogue_Text04_110	经过激烈的战斗，\n最终战胜{c[ffe614]}帝帝帝大王{c[000000]}\n和{c[ffe614]}魅塔骑士{c[000000]}的卡比他们。\n\n这样一来，卡比他们\n就成为{c[ffe614]}最强的搭档斗士{c[000000]}了！
Rogue_Text04_111	大汗淋漓的卡比他们\n正想着来一场\n愉快的午睡……
Rogue_Text04_112	{c[ffe614]}搭档斗士塔{c[000000]}\n冷不丁地就延伸到了\n贯彻天空的高度！！
Rogue_Text04_113	从遥远的上空传来的气息\n与至今为止感受到的都有所不同，\n像是拥有{c[ffe614]}不祥力量{c[000000]}的\n大王和骑士的气息……
Rogue_Text04_114	卡比与搭档两人，\n向着拥有诡异气息的\n{c[ffe614]}贯彻天空的塔{c[000000]}，\n再度攀登上去……！
Rogue_Text04_115	这是真正的真正的\n{c[ffe614]}最终决战{c[000000]}！！
Rogue_Text04_No	第5章
Rogue_Text04_Title	真正决战！贯彻天空的牵绊
Rogue_Text05_110	与对手们连绵不断的战斗\n终于结束了。
Rogue_Text05_111	帝帝帝大王拿出来的面具\n是{c[ffe614]}暗之牵绊面具{c[000000]}。
Rogue_Text05_112	因为过于渴望能战胜卡比，\n帝帝帝大王拿出的那个\n{c[ffe614]}面具{c[000000]}的力量非常恐怖，\n导致大王和骑士迷失了自我。
Rogue_Text05_113	如此恐怖的面具，\n也被蕴含着卡比他们{c[ffe614]}牵绊{c[000000]}的\n力量的“{c[ffe614]}搭档发射之星{c[000000]}”，\n华丽地一招击碎。
Rogue_Text05_114	但是，帝帝帝大王和魅塔骑士的\n那份力量，是源自他们彼此深厚\n牵绊的{c[ffe614]}本尊的力量{c[000000]}……\n\n即便没有面具，那场战斗\n依然会是一场精彩的战斗……
Rogue_Text05_115	……被寂静包围着，\n贯穿天空的塔的最上层。
Rogue_Text05_116	那触手可及的满天星星，\n仿佛是在称赞着\n两人的胜利……
Rogue_Text05_117	一直都会，\n一直都会，亮晶晶地，\n不断闪耀光辉……
Tips.msbt
Trial_1_Title	在体验版
Trial_1_Body	在体验版，{c[ff8c00]}本地联机模式{c[000000]}和\n{c[ff8c00]}好友配对{c[000000]}里不能自己组队。\n但是可以加入在正式版组建的团队！
Trial_2_Title	在正式版
Trial_2_Body	在正式版，可以玩所有的\n{c[ff8c00]}角色{c[000000]}和{c[ff8c00]}模式{c[000000]}！
Trial_3_Title	在正式版
Trial_3_Body	在正式版，\n战斗后{c[ff8c00]}斗士级别{c[000000]}会提高，\n可以玩新的{c[ff8c00]}角色{c[000000]}和{c[ff8c00]}关卡{c[000000]}！
Common_1_Title	塞满嘴/抓住
Common_1_Body	在对手附近{c[ff8c00]}按\x0e\x04\x07\x023\0{c[000000]}，\n就能{c[ff8c00]}抓住{c[000000]}！\n即使在防御中也是有效的！
Common_2_Title	吐出/投掷
Common_2_Body	在{c[ff8c00]}塞满嘴/抓住{c[000000]}时，{c[ff8c00]}按\x0e\x04\x07\x023\0{c[000000]}\n就能横向击飞对手。
Common_3_Title	追击搭档攻击
Common_3_Body	如果{c[ff8c00]}攻击{c[000000]}被{c[ff8c00]}吐出/投掷{c[000000]}击飞的敌人，\n就能给予对方更多的伤害！
Common_4_Title	被抓住也能逃脱
Common_4_Body	被{c[ff8c00]}塞满嘴/抓住{c[000000]}这一招抓住后，\n拼命拨动\x0e\x04\x13\x02À\0{c[ff8c00]}移动{c[000000]}并逃脱吧！
Common_5_Title	仔细看看防御槽吧
Common_5_Body	按\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0{c[ff8c00]}不断防御{c[000000]}，\n{c[ff8c00]}防御槽{c[000000]}就会减少！\n变为零后，就会{c[ff8c00]}无法动弹{c[000000]}！
Common_6_Title	用嘴喂食回复
Common_6_Body	拿到{c[ff8c00]}食物{c[000000]}，靠近伙伴吧！\n{c[ff8c00]}用嘴喂食{c[000000]}，{c[ff8c00]}回复{c[000000]}体力！
Common_7_Title	能穿过的平台
Common_7_Body	位于关卡内的{c[ff8c00]}薄平台{c[000000]}，\n按\x0e\x04\x15\x02Â\0就能向下{c[ff8c00]}穿过{c[000000]}！
Common_8_Title	从幽灵复活
Common_8_Body	体力没有后就会变成{c[ff8c00]}幽灵{c[000000]}！\n{c[ff8c00]}攻击{c[000000]}敌人后就能{c[ff8c00]}复活{c[000000]}！
Common_9_Title	累积斗士点数吧
Common_9_Body	{c[ff8c00]}斗士点数{c[000000]}可以在战斗中获得！\n在{c[ff8c00]}线上模式{c[000000]}或{c[ff8c00]}本地联机模式{c[000000]}中\n更是能大量获得！
Common_10_Title	提高斗士级别吧
Common_10_Body	累积{c[ff8c00]}斗士点数{c[000000]}，\n就能提高{c[ff8c00]}斗士级别{c[000000]}！\n可使用的角色等会不断增加！
Common_11_Title	用食物回复
Common_11_Body	不要让体力变为零，\n一边拿取{c[ff8c00]}食物{c[000000]}，{c[ff8c00]}回复{c[000000]}体力，\n一边战斗吧！
Common_12_Title	彩虹棒棒糖
Common_12_Body	得到后，在一段时间内\n会变得{c[ff8c00]}无敌{c[000000]}，{c[ff8c00]}不会受到伤害{c[000000]}！
Common_13_Title	薄荷叶
Common_13_Body	得到后，在一段时间内\n能发出{c[ff8c00]}空气弹{c[000000]}进行攻击！
Common_14_Title	定时炸弹
Common_14_Body	经过一段时间后，正中间的\n{c[ff8c00]}计量表{c[000000]}会变满，引起{c[ff8c00]}大爆炸{c[000000]}！
Common_15_Title	漫步大炸弹
Common_15_Body	投掷并{c[ff8c00]}直击{c[000000]}，就会大爆炸！\n或者放在地板上，\n滴答滴答{c[ff8c00]}走起来后{c[000000]}，就会大爆炸！
Common_16_Title	黑刺弹
Common_16_Body	投掷后会变大，\n会变成一碰就疼的{c[ff8c00]}黑刺球{c[000000]}！
Common_17_Title	冲刺鞋
Common_17_Body	得到后，在一段时间内\n{c[ff8c00]}移动速度会提高{c[000000]}！
Common_18_Title	炮台
Common_18_Body	拿在手里一段时间，\n{c[ff8c00]}炮台{c[000000]}里就会发射出{c[ff8c00]}弹丸{c[000000]}，\n可以攻击！
Common_19_Title	事件星
Common_19_Body	{c[ff8c00]}攻击{c[000000]}后就会发动，\n不知道会{c[ff8c00]}引发何事{c[000000]}的\n不可思议的星星！
Common_20_Title	麦克风
Common_20_Body	得到后，可以用巨大的声音\n给靠近的全体敌人造成{c[ff8c00]}大伤害{c[000000]}！
Common_21_Title	啦啦彩球
Common_21_Body	得到后，会开始跳舞！\n只要能{c[ff8c00]}跳完{c[000000]}到最后，\n{c[ff8c00]}攻击{c[000000]}和{c[ff8c00]}速度{c[000000]}就会提高！
Common_22_Title	电气武器
Common_22_Body	{c[ff8c00]}攻击{c[000000]}并{c[ff8c00]}积蓄{c[000000]}电气吧！\n积蓄满了后，\n就能用{c[ff8c00]}电击{c[000000]}追击敌人！
Common_23_Title	冰冻保存容器
Common_23_Body	{c[ff8c00]}攻击{c[000000]}并破坏后，\n冰里面的{c[ff8c00]}强力道具{c[000000]}就会出现！
Common_24_Title	合体 搭档发射之星
Common_24_Body	持有两个部件，并让其{c[ff8c00]}合体{c[000000]}的话，\n就能完成{c[ff8c00]}搭档发射之星{c[000000]}！
Common_27_Title	试着使用稀有帽子吧
Common_27_Body	持有卡比的{c[ff8c00]}稀有帽子{c[000000]}后，\n在选择角色时，\n可以按\x0e\x04\x08\x024\0{c[ff8c00]}更改帽子{c[000000]}！
Common_28_Title	防御槽的回复
Common_28_Body	按\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0防御，\n减少的{c[ff8c00]}槽{c[000000]}会在一段时间后{c[ff8c00]}复原{c[000000]}。
Common_29_Title	避开攻击吧
Common_29_Body	在防御时拨动\x0e\x04\x13\x02À\0的话，\n可以用{c[ff8c00]}当下回避{c[000000]}敏捷地躲开！
Common_30_Title	对于防御的塞满嘴/抓住
Common_30_Body	\x0e\x04\x07\x023\0{c[ff8c00]}塞满嘴/抓住{c[000000]}\n即使在敌人{c[ff8c00]}防御时{c[000000]}也能使用！
Common_31_Title	幽灵复活强化
Common_31_Body	在{c[ff8c00]}规则设置{c[000000]}里，\n将{c[ff8c00]}幽灵复活强化{c[000000]}设置为{c[ff8c00]}有{c[000000]}，\n每次复活都会提升威力！
Common_32_Title	成为幽灵所需的时间
Common_32_Body	成为幽灵所需的时间，\n会随着{c[ff8c00]}反复{c[000000]}幽灵化，\n变得越来越{c[ff8c00]}长{c[000000]}！
Common_33_Title	稀有帽子的礼物
Common_33_Body	只要玩过{c[ff8c00]}《星之卡比 新星同盟》{c[000000]}，\n就能收到特别的{c[ff8c00]}稀有帽子{c[000000]}！
Common_35_Title	稀有帽子的礼物
Common_35_Body	只要玩过{c[ff8c00]}《超级卡比猎人队》{c[000000]}，\n就能收到特别的{c[ff8c00]}稀有帽子{c[000000]}！
Common_37_Title	要获得稀有帽子的话
Common_37_Body	{c[ff8c00]}斗士级别{c[000000]}提高后，\n就能得到卡比的{c[ff8c00]}稀有帽子{c[000000]}。
BattleRule_1_Title	对战模式
BattleRule_1_Body	用1台Nintendo Switch\n可以{c[ff8c00]}最多4人{c[000000]}一起玩的模式。\n定好{c[ff8c00]}规则{c[000000]}，轻松战斗！
BattleRule_2_Title	个人战
BattleRule_2_Body	个人战是{c[ff8c00]}全员皆对手{c[000000]}！\n生存到最后吧！
BattleRule_3_Title	团体战
BattleRule_3_Body	团体战中，{c[ff8c00]}团队合作{c[000000]}是最重要的！\n{c[ff8c00]}团体战专用{c[000000]}的道具也会登场！
BattleRule_5_Title	规则设置
