AchieveList.msbt
AchieveListCategoriesHeroKirby	能力
AblMahoroaDetonationGemApple	起爆
AblMahoroaBlackHole	黑洞
AblMahoroaUltraSword	究極劍
AblMahoroaReflectBarrier	反彈防護罩
AblMahoroaVanish	異空間消失
AblMahoroaMagicBallBtn	放開\x0e\x04\x06\x022\0
AblMahoroaRevoBallBtn	稍微長按\x0e\x04\x06\x022\0～放開
AblMahoroaRevoFlameBtn	超長按\x0e\x04\x06\x022\0～放開
AblMahoroaKillNeedleBtn	\x0e\x04\x17\x02Ä\0＋放開\x0e\x04\x06\x022\0
AblMahoroaKillNeedleDoubleBtn	\x0e\x04\x17\x02Ä\0＋稍微長按\x0e\x04\x06\x022\0～放開
AblMahoroaKillNeedleQuadBtn	\x0e\x04\x17\x02Ä\0＋超長按\x0e\x04\x06\x022\0～放開
AblMahoroaStormBtn	衝刺＋\x0e\x04\x06\x022\0
AblMahoroaGemAppleExplosionBtn	\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMahoroaDetonationGemAppleBtn	蘋果寶石炸彈～\x0e\x04\x15\x02Â\0＋\x0e\x04\x06\x022\0
AblMahoroaBlackHoleBtn	在空中\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMahoroaUltraSwordBtn	長按\x0e\x04\x15\x02Â\0～\x0e\x04\x17\x02Ä\0＋\x0e\x04\x06\x022\0
AblMahoroaReflectBarrierBtn	\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblMahoroaVanishBtn	在空中轉動\x0e\x04\x13\x02À\0＋\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0
AblGhostTitle	幽靈
AblGhostAttack	拍打
AblGhostDoubleAttack	來回拍打
AblGhostTackle	衝撞
AblGhostVanish	隱身
AblGhostAttackBtn	\x0e\x04\x06\x022\0
AblGhostDoubleAttackBtn	長按\x0e\x04\x06\x022\0～放開
AblGhostTackleBtn	衝刺＋\x0e\x04\x06\x022\0
AblGhostVanishBtn	\x0e\x04\x05\x021\0
AblGrabTitle	塞滿嘴/抓住
AblGrabGrab	塞滿嘴/抓住
AblGrabDirection	更改方向
AblGrabVomit	吐出/投擲
AblGrabGrabBtn	\x0e\x04\x07\x023\0 （或者 \x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0＋\x0e\x04\x06\x022\0）
AblGrabDirectionBtn	塞滿嘴/抓住時\x0e\x04\x18\x02Å\0
AblGrabVomitBtn	塞滿嘴/抓住時\x0e\x04\x07\x023\0 （或者\x0e\x04\x06\x022\0）
DialogExit	要退出戰鬥\n返回選單嗎？
Result.msbt
ClearRogue_LastScoreText	此戰鬥的分數
ClearRogue_TotalScoreText	合計分數
ClearRogue_TotalScoreNewRecord	NEW
ClearRogue_TotalScoreText_Lv1	第1章\n最終分數
ClearRogue_TotalScoreText_Lv2	第2章\n最終分數
ClearRogue_TotalScoreText_Lv3	第3章\n最終分數
ClearRogue_TotalScoreText_Lv4	第4章\n最終分數
ClearRogue_TotalScoreText_Lv5	第5章\n最終分數
ClearRogue_WinCount	\x0e\x02\x01\0
ClearSingle_LastClearTimeText	過關時間
ClearSingle_LastClearTimeNum	\x0e\x02\x02\0:\x0e\x02\x02\0.{s[075]}\x0e\x02\x02\0{s[100]}
ClearSingle_TotalClearTimeText	合計過關時間
ClearSingle_TotalClearTimeNum	\x0e\x02\x02\0:\x0e\x02\x02\0.{s[075]}\x0e\x02\x02\0{s[100]}
ClearSingle_WinStreak	\x0e\x02\x01\0{s[080]}連勝！{s[100]}
ClearSingle_HandicapEasy	{s[075]}難易度{s[100]} 容易
ClearSingle_HandicapNormal	{s[075]}難易度{s[100]} 普通
ClearSingle_HandicapHard	{s[075]}難易度{s[100]} 困難
ClearSingle_HandicapVeryHard	{s[075]}難易度{s[100]} 超難
ClearSingle_OperationGuide	\x0e\x04\x07\x023\0查看詳細過關時間
ClearSingle_ClearTimeListTitle	過關時間
ClearSingle_ClearTimeListFightCount	{s[080]}第{s[100]}\x0e\x02\x01\0{s[080]}戰{s[100]}
ClearSingle_ClearTimeListClearTime	\x0e\x02\x02\0:\x0e\x02\x02\0.{s[075]}\x0e\x02\x02\0{s[100]}
ClearSingle_ClearTimeListReturn	\x0e\x04\x06\x022\0關閉
Winner_Team	隊伍
Rankup_Header	獲得鬥士點數
Rankup_Bonus	通訊對戰\n{s[075]}獎勵×{s[100]}\x0e\x02\x02\0
Rankup_Bonus_Floor	獲得2倍分數房間\n{s[075]}獎勵×{s[100]}\x0e\x02\x02\0
Rankup_Bonus_Item	分數提升貼紙\n{s[075]}獎勵×{s[100]}\x0e\x02\x02\0
Rankup_TotalPointText	鬥士點數
Rankup_PointNum	\x0e\x02\x02\0 pt
Rankup_PointNum_Minus	－\x0e\x02\x02\0 pt
UnlockText	開放了！
UnlockKindHeroKirby	能力
UnlockKindHeroFriends	搭檔
UnlockKindGear	\x0e\x02\x04\0的稀有帽子
UnlockKindStage	對戰關卡
UnlockKindSubBgm	秘曲
UnlockKindRogueItem	故事道具
UnlockBaseHeroKirby	\x0e\x02\x04\0
UnlockBaseHeroFriends	\x0e\x02\x05\0
UnlockBaseGear	\x0e\x02\x06\0
UnlockBaseStage	\x0e\x02\x07\0
UnlockBaseSubBgm	「\x0e\x02\x07\0」秘曲
UnlockBaseRogueItem	\x0e\x02\x08\0
UnlockHeroKirbyWhip	鞭子
UnlockHeroKirbyCutter	彎刀
UnlockHeroKirbySword	利劍
UnlockHeroKirbyNinja	忍者
UnlockHeroKirbyParasol	陽傘
UnlockHeroKirbyHammer	錘子
UnlockHeroKirbyBeam	光束
UnlockHeroKirbyFighter	格鬥家
UnlockHeroKirbyBomb	炸彈
UnlockHeroKirbySniper	狙擊手
UnlockHeroKirbyBeetle	獨角仙
UnlockHeroKirbyBell	銅鈴
UnlockHeroKirbyArtist	藝術家
UnlockHeroKirbyWrestler	蒙面摔角手
UnlockHeroKirbyYoyo	溜溜球
UnlockHeroKirbyStick	如意棒
UnlockHeroKirbyWater	清水
UnlockHeroFriendsMetaknight	魅塔騎士
UnlockHeroFriendsKingDedede	帝帝帝大王
UnlockHeroFriendsGooey	蠱依
UnlockHeroFriendsMahoroa	魔法洛亞
UnlockGearWhipRare1	黑色牛仔帽
UnlockGearWhipRare2	怪盜洛切帽
UnlockGearCutterRare1	彎刀騎士頭盔
UnlockGearCutterRare2	龐克搖滾莫西干
UnlockGearSwordRare1	劍騎士帽盔
UnlockGearSwordRare2	究極劍複製品
UnlockGearSwordRare3	炎劍露啾造型
UnlockGearSwordRare4	英雄利劍帽子
UnlockGearNinjaRare1	白頭巾
UnlockGearNinjaRare2	武士兜帽
UnlockGearParasolRare1	油紙傘
UnlockGearParasolRare2	塞昆托‧女王陽傘
UnlockGearHammerRare1	黑鐵之錘
UnlockGearHammerRare2	逆襲之錘‧改
UnlockGearBeamRare1	魔嚕酷之帽子
UnlockGearBeamRare2	魔法洛亞帽
UnlockGearBeamRare3	冰斧基斯造型
UnlockGearFighterRare1	格鬥護頭
UnlockGearFighterRare2	戈力犽斯頭
UnlockGearBombRare1	心心炸彈帽
UnlockGearBombRare2	海盜帽
UnlockGearSniperRare1	獵手帽子
UnlockGearSniperRare2	科技帽子
UnlockGearBeetleRare1	盔角蟲頭
UnlockGearBeetleRare2	九頭蛇頭
UnlockGearBellRare1	釣鐘
UnlockGearBellRare2	聖誕銅鈴
UnlockGearArtistRare1	彩繪比比提安造型
UnlockGearArtistRare2	艾莉妮黏土造型
UnlockGearWrestlerRare1	橫綱髮髻
UnlockGearWrestlerRare2	咆嘯面罩
UnlockGearYoyoRare1	街頭針織帽
UnlockGearYoyoRare2	東方冠帽
UnlockGearStickRare1	風語捲髮
UnlockGearStickRare2	啦啦隊造型
UnlockGearStickRare3	雷槍帕嚕提扎努造型
UnlockGearWaterRare1	金魚缸
UnlockGearWaterRare2	水濺鯨
UnlockStageCastleLololo	籮籮籮城堡
UnlockStageBubblyClouds	泡泡雲層
UnlockStageForestCoo	空之森林
UnlockStageDededeRing	帝帝帝擂台
UnlockStageFactory	工廠參觀
UnlockStageBoyoyonHand	彈力手關卡
UnlockStageDynaBlade	巨大鋒翼鳥的巢
UnlockStageButterBuilding	奶油建築物
UnlockStageVolcano	哈魯德拉博火山
UnlockStageRainbowResort	夢之泉
UnlockStageRunawayTrain	瓦豆魯迪火車
UnlockStageGreenGreeting	綠庭旅途
UnlockStageJambastion	暗黑要塞邪魔哈魯達前
UnlockStageSummit	天空
UnlockStageGigavolt	鐵巨兵鉅甲螺絲
UnlockStageGigantGround	枯竭的海
UnlockStageGourmetRace	激烈衝突！美食比賽
UnlockStageDededeTower	宿命的對手們房間
UnlockStageDededeTower2	貫徹天空的牽絆房間
UnlockStagePractice	訓練
UnlockRogueItem005	攻擊石 Lv3
UnlockRogueItem006	攻擊石 Lv4
UnlockRogueItem007	攻擊石 Lv5 咒
UnlockRogueItem010	體力石 Lv3
UnlockRogueItem011	體力石 Lv4
UnlockRogueItem012	體力石 Lv5 咒
UnlockRogueItem018	回復石 Lv1
UnlockRogueItem019	回復石 Lv2
UnlockRogueItem020	回復石 Lv3
UnlockRogueItem021	回復石 Lv4
UnlockRogueItem022	回復石 Lv5 咒
UnlockRogueItem023	搭檔聰明提升
UnlockRogueItem034	幽靈強化石 Lv1
UnlockRogueItem035	幽靈強化石 Lv2
UnlockRogueItem036	幽靈強化石 Lv3
UnlockRogueItem037	幽靈強化石 Lv4
UnlockRogueItem038	幽靈強化石 Lv5 咒
UnlockRogueItem041	高速蓄力石 Lv3
UnlockRogueItem042	高速蓄力石 Lv4
UnlockRogueItem043	高速蓄力石 Lv5 咒
UnlockRogueItem047	魔王殺手徽章
UnlockRogueItem053	自動回復貼紙
UnlockRogueItem054	自動防禦提升 Lv1
UnlockRogueItem055	自動防禦提升 Lv2
UnlockRogueItem056	地形傷害的守護
UnlockRogueItem059	黑刺球傷害的守護
UnlockRogueItem060	電氣武器強化貼紙
UnlockRogueItem061	冰凍保存容器破壞貼紙
UnlockRogueItem064	道具選擇+1
UnlockRogueItem065	詛咒之環‧自動回復
UnlockRogueItem066	詛咒之環‧攻擊提升
UnlockRogueItem067	詛咒之環‧無幽靈化
ScoreFirstStrike	先制攻擊
ScoreNoResurrect	不讓敵人復活過關
ScoreNoDamage	1P沒有受傷
ScoreRemainTime	剩餘時間獎勵
ScoreBaseStageChange	通過\x0e\x02\t\0
ScoreStageChangeGale	全員速度提升房間
ScoreStageChangeMoment	限制時間房間
ScoreStageChangeDriftIce	冰凍保存容器房間
ScoreStageChangePainGround	地形傷害2倍房間
ScoreStageChangeLotOfNeedles	黑刺彈房間
ScoreStageChangeHighSpeed	高速巨型機關房間
ScoreStageChangePowerWarrior	敵人攻擊提升房間
ScoreStageChangeExplosion	爆炸道具房間
ScoreStageChangeShellsHail	炮台房間
ScoreStageChangeAmazing	事件星房間
RankPoint_Rogue_OneBattleClear	通過戰鬥
RankPoint_Rogue_BossBattleClear	打倒魔王
RankPoint_Rogue_FromAllScore	最終分數鬥士點數化
RankPoint_Rogue_FirstOrdealClear	初次通過此章
RankPoint_Rogue_GeneralOrdealClear	通過此章
RankPoint_Single_OneBattleClear	\x0e\x02\x01\0戰 勝利
RankPoint_Single_FromTotalClearTime	過關時間鬥士點數化
RankPoint_Single_FirstDifficultyClear	初次通過此難易度
RankPoint_Single_GeneralDifficultyClear	通過此難易度
RankPoint_OfflineMulti_NotTeamPlace1	個人戰 第1名
RankPoint_OfflineMulti_NotTeamPlace2	個人戰 第2名
RankPoint_OfflineMulti_NotTeamPlace3	個人戰 第3名
RankPoint_OfflineMulti_NotTeamPlace4	個人戰 第4名
RankPoint_OfflineMulti_NotTeam_Tie_1st	個人戰 並列第1名
RankPoint_OfflineMulti_NotTeam_Tie_2nd	個人戰 並列第2名
RankPoint_OfflineMulti_NotTeam_Tie_3rd	個人戰 並列第3名
RankPoint_OfflineMulti_TeamPlace1	團體戰 第1名
RankPoint_OfflineMulti_TeamPlace2	團體戰 第2名
RankPoint_OfflineMulti_TeamPlace3	團體戰 第3名
RankPoint_OfflineMulti_Team_Tie_1st	團體戰 並列第1名
RankPoint_OfflineMulti_Team_Tie_2nd	團體戰 並列第2名
RankPoint_OfflineMulti_Draw	平手
RankPoint_Local_NotTeamPlace1	個人戰 第1名
RankPoint_Local_NotTeamPlace2	個人戰 第2名
RankPoint_Local_NotTeamPlace3	個人戰 第3名
RankPoint_Local_NotTeamPlace4	個人戰 第4名
RankPoint_Local_NotTeam_Tie_1st	個人戰 並列第1名
RankPoint_Local_NotTeam_Tie_2nd	個人戰 並列第2名
RankPoint_Local_NotTeam_Tie_3rd	個人戰 並列第3名
RankPoint_Local_TeamPlace1	團體戰 第1名
RankPoint_Local_TeamPlace2	團體戰 第2名
RankPoint_Local_TeamPlace3	團體戰 第3名
RankPoint_Local_Team_Tie_1st	團體戰 並列第1名
RankPoint_Local_Team_Tie_2nd	團體戰 並列第2名
RankPoint_Local_Draw	平手
RankPoint_InetFriend_NotTeamPlace1	個人戰 第1名
RankPoint_InetFriend_NotTeamPlace2	個人戰 第2名
RankPoint_InetFriend_NotTeamPlace3	個人戰 第3名
RankPoint_InetFriend_NotTeamPlace4	個人戰 第4名
RankPoint_InetFriend_NotTeam_Tie_1st	個人戰 並列第1名
RankPoint_InetFriend_NotTeam_Tie_2nd	個人戰 並列第2名
RankPoint_InetFriend_NotTeam_Tie_3rd	個人戰 並列第3名
RankPoint_InetFriend_TeamPlace1	團體戰 第1名
RankPoint_InetFriend_TeamPlace2	團體戰 第2名
RankPoint_InetFriend_TeamPlace3	團體戰 第3名
RankPoint_InetFriend_Team_Tie_1st	團體戰 並列第1名
RankPoint_InetFriend_Team_Tie_2nd	團體戰 並列第2名
RankPoint_InetFriend_Draw	平手
RankPoint_InetRandom_Place1	第1名
RankPoint_InetRandom_Place2	第2名
RankPoint_InetRandom_Draw	平手
RankPoint_Rogue_FromAllScore_Minus	遊戲結束懲罰
ConfirmStopRankUp	在正式版中{c[ff8c00]}鬥士級別{c[000000]}會上升！\n鬥士級別上升後，\n將可以遊玩許多\n{c[ff8c00]}角色{c[000000]}以及{c[ff8c00]}關卡{c[000000]}喔！
Step.msbt
RogueAttentionSpeedUp	全員的\n速度2倍！
RogueAttentionDoublePoint	獲勝的話獲得的\n分數2倍！
RogueAttentionMoment	剩餘時間\x0e\x02\x01\0秒！
RogueAttentionDriftIce	道具只有\n冰凍保存容器！
RogueAttentionPainfulTerrain	裝置的\n傷害2倍！
RogueAttentionMuscularStrength	敵人的攻擊力\n非常高！
RogueAttentionLotOfNeedles	道具只有\n黑刺彈！
RogueAttentionHighSpeedGear	裝置的速度2倍！
RogueAttentionExplosion	道具只有\n會爆炸的道具！
RogueAttentionShells	道具只有\n炮台！
RogueAttentionWonderland	道具只有\n事件星！
RogueBossDemoO1Sub	雙胞胎的巨木
RogueBossDemoO1BossUpper	雙重大樹
RogueBossDemoO3Sub	宿敵之友
RogueBossDemoO3BossUpper	帝帝帝大王
RogueBossDemoO3BossLower	魅塔騎士
RogueBossDemoO4Sub	深厚牽絆的盟友
RogueBossDemoO4BossUpper	帝帝帝大王
RogueBossDemoO4BossLower	魅塔騎士
RogueBossDemoO5Sub	月下無雙
RogueBossDemoO5BossUpper	下弦的蒙面‧帝帝帝
RogueBossDemoO5BossLower	上弦的蒙面‧魅塔騎士
RoguePlayerStock	\x0e\x02\x01\0
BasicTutorialBasicInfo	用\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0確認詳細的{c[ffe614]}操作方法{c[000000]}吧！
BasicTutorialBasicAttack	用\x0e\x04\x06\x022\0 {c[dc000f]}攻擊{c[000000]}！
BasicTutorialBasicJump	用\x0e\x04\x05\x021\0 {c[dc000f]}跳躍{c[000000]}！
BasicTutorialBasicGuard	用\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0 {c[dc000f]}防禦{c[000000]}！
BasicTutorialBasicGrab	用\x0e\x04\x07\x023\0將敵人 \n{c[dc000f]}塞滿嘴/抓住{c[000000]}！
BasicTutorialUniteStarTitle	合體 {c[ffe614]}搭檔發射之星{c[000000]}！
BasicTutorialUniteStar01	撿起兩個零件\n使其{c[dc000f]}合體{c[000000]}吧！
BasicTutorialUniteStar02	瞄準敵人用\x0e\x04\x06\x022\0{c[dc000f]}射擊{c[000000]}！\n用必殺技給予{c[dc000f]}大傷害{c[000000]}！
FightHPValue	\x0e\x02\x01\0{s[075]}/{s[100]}{s[075]}\x0e\x02\x01\0{s[100]}
FightEnemyLevel	{s[085]}等級{s[100]}\x0e\x02\x01\0
FightEnemyHpPinch	還差一點！
FightMouthfeeding	啾
FightPinchIcon	危機！
FightRevival	復活！
FightGhostGage	幽靈\n復活強化
FightUniteStar	瞄準攻擊！
InetRandomMatchingProgress	配對中
ResetCommandPracticeBattle	\x0e\x04\t\x02`\0 + \x0e\x04\n\x02a\0 重設
ExitPracticeBattle	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0可以從暫停離開此模式
FightCancel	\x0e\x04\x12\x02\x95\0/\x0e\x04\x11\x02\x94\0＋\x0e\x04\t\x02`\0　退出戰鬥
StoryText.msbt
Rogue_Text00_110	至今為止，\n不斷地阻擋在卡比面前，\n有時候也會作為同伴一起戰鬥的\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔騎士{c[000000]}……
Rogue_Text00_111	為了戰勝卡比，\n兩人終於\n組成對手夥伴{c[ffe614]}隊伍{c[000000]}，\n扔來了挑戰書！
Rogue_Text00_112	他們正在高聳入雲的\n「{c[ffe614]}搭檔鬥士塔{c[000000]}」的{c[ffe614]}最上層\n{c[000000]}嚴陣以待著。
Rogue_Text00_113	卡比好像看不懂\n挑戰書……\n\n但總之先和夥伴{c[ffe614]}搭檔\n{c[000000]}組成隊伍 ，\n打開了登塔之門。
Rogue_Text00_114	和{c[ffe614]}宿命的對手{c[000000]}的戰鬥\n現在開始……！\n
Rogue_Text00_No	第1章
Rogue_Text00_Title	最初的搭檔比賽
Rogue_Text01_110	來了，與{c[ffe614]}帝帝帝大王{c[000000]}和\n{c[ffe614]}魅塔騎士{c[000000]}的戰鬥！\n還以為是這樣……
Rogue_Text01_111	出現在最上層的\n竟然是\n{c[ffe614]}雙重大樹{c[000000]}！
Rogue_Text01_112	打倒了雙重大樹的\n卡比和搭檔，\n發現後面的路竟然是{c[ffe614]}盡頭{c[000000]}。\n\n但是雙重大樹掉落了\n登塔的{c[ffe614]}門之鑰匙{c[000000]}。
Rogue_Text01_113	卡比他們以\n帝帝帝大王和魅塔騎士\n等待著的{c[ffe614]}最上層{c[000000]}為目標，\n再次踏上了台階……！
Rogue_Text01_No	第2章
Rogue_Text01_Title	影武者的秘密
Rogue_Text02_110	終於，打倒了\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔騎士{c[000000]}，\n還以為是這樣……結果是{c[ffe614]}假貨{c[000000]}！
Rogue_Text02_111	是變裝成兩人的影武者\n{c[ffe614]}瓦豆魯迪{c[000000]}們！
Rogue_Text02_112	{c[ffe614]}本尊{c[000000]}的\n帝帝帝大王和魅塔騎士\n正在更上層\n嚴陣以待著……！
Rogue_Text02_113	卡比他們獲得了\n瓦豆魯迪們掉落的{c[ffe614]}鑰匙{c[000000]}，\n再次以塔的上層為目標。
Rogue_Text02_No	第3章
Rogue_Text02_Title	對大王和騎士的挑戰
Rogue_Text03_110	用{c[ffe614]}搭檔{c[000000]}的威力擊退\n守在各層的強者，\n卡比他們終於\n見到了{c[ffe614]}本尊{c[000000]}的\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔騎士{c[000000]}！\n
Rogue_Text03_111	但是，\n就只差一步，\n還是讓兩人逃走了。
Rogue_Text03_112	經過戰鬥的兩人，\n{c[ffe614]}牽絆{c[000000]}更加深厚，\n在高聳入雲的塔上，\n保存威力嚴陣以待！\n
Rogue_Text03_113	新獲得的鑰匙導引向\n和{c[ffe614]}宿命的對手們{c[000000]}的\n{c[ffe614]}決戰{c[000000]}舞台……來吧，我們上！
Rogue_Text03_No	第4章
Rogue_Text03_Title	決戰！宿命的對手們
Rogue_Text04_110	經過激烈的戰鬥，\n卡比他們打倒了\n{c[ffe614]}帝帝帝大王{c[000000]}和{c[ffe614]}魅塔騎士{c[000000]}。\n\n如此一來，卡比他們\n就成為{c[ffe614]}最強的搭檔鬥士{c[000000]}了！
Rogue_Text04_111	卡比他們盡情揮灑過汗水後，\n正想著要來一場\n愉快的午睡時間……
Rogue_Text04_112	{c[ffe614]}搭檔鬥士塔\n{c[000000]}突如其來地一直伸高，\n直到像是\n貫徹天空的高度！！
Rogue_Text04_113	從遙遠的上空感受到\n和至今為止都不一樣的氣息，\n擁有{c[ffe614]}不祥威力{c[000000]}的\n大王和騎士的氣息……
Rogue_Text04_114	卡比和搭檔兩人\n再次向有著奇怪氣息\n等待著的{c[ffe614]}貫徹天空之塔\n{c[000000]}攀登上去……！
Rogue_Text04_115	這次是真的真正的\n{c[ffe614]}最終決戰{c[000000]}！！
Rogue_Text04_No	第5章
Rogue_Text04_Title	真正決戰！貫徹天空的牽絆
Rogue_Text05_110	和對手們前所未有的戰鬥，\n終於結束了。
Rogue_Text05_111	帝帝帝大王拿出的面具\n原來是{c[ffe614]}闇之牽絆面具{c[000000]}。
Rogue_Text05_112	實在是太想贏過卡比，\n帝帝帝大王拿出的\n那個{c[ffe614]}面具{c[000000]}力量驚人，\n導致大王和騎士失去了自我。
Rogue_Text05_113	就連那麼驚人的面具，\n也被包含了\n卡比他們{c[ffe614]}牽絆{c[000000]}威力的\n「{c[ffe614]}搭檔發射之星{c[000000]}」一擊，\n漂亮地擊碎。
Rogue_Text05_114	但是，帝帝帝大王和魅塔騎士\n的威力，是來自他們深厚牽絆的\n{c[ffe614]}真正力量{c[000000]}……\n\n就算沒有面具，那場戰鬥一定\n也會成為一場精采決鬥吧……
Rogue_Text05_115	……被寂靜籠罩住的\n貫徹天空之塔的最上層。
Rogue_Text05_116	伸手可及的滿天星星\n就像是在讚許\n兩人的勝利似的……
Rogue_Text05_117	一直地一直地，\n持續不斷地\n閃耀著光輝直到永遠……
Tips.msbt
Trial_1_Title	在體驗版
Trial_1_Body	在體驗版的{c[ff8c00]}鄰近主機模式{c[000000]}和{c[ff8c00]}朋友配對{c[000000]}，\n自己無法創建團隊。\n但是可以加入在正式版創建的團隊喔！
Trial_2_Title	在正式版
Trial_2_Body	在正式版可以遊玩\n所有的{c[ff8c00]}角色{c[000000]}和{c[ff8c00]}模式{c[000000]}！\n
Trial_3_Title	在正式版
Trial_3_Body	在正式版戰鬥後，\n{c[ff8c00]}鬥士級別{c[000000]}就會提升，\n可以遊玩\n新的{c[ff8c00]}角色{c[000000]}或{c[ff8c00]}關卡{c[000000]}喔！
Common_1_Title	塞滿嘴/抓住
Common_1_Body	在對手附近{c[ff8c00]}按\x0e\x04\x07\x023\0{c[000000]}後，\n就可以{c[ff8c00]}抓住{c[000000]}！\n防禦中也有效喔！
Common_2_Title	吐出/投擲
Common_2_Body	{c[ff8c00]}塞滿嘴/抓住{c[000000]}時，{c[ff8c00]}按\x0e\x04\x07\x023\0{c[000000]}後，\n就可以將對手橫向擊飛！
Common_3_Title	追擊搭檔攻擊
Common_3_Body	{c[ff8c00]}攻擊{c[000000]}被{c[ff8c00]}吐出/投擲{c[000000]}擊飛的敵人，\n可以給予更多傷害！
Common_4_Title	就算被抓住也可以逃脫
Common_4_Body	被{c[ff8c00]}塞滿嘴/抓住{c[000000]}時，\n喀啦喀啦地{c[ff8c00]}轉動{c[000000]}\x0e\x04\x13\x02À\0逃脫吧！
Common_5_Title	好好看著防禦槽
Common_5_Body	用\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0{c[ff8c00]}持續防禦{c[000000]}時，\n{c[ff8c00]}防禦槽{c[000000]}會持續減少！\n變成零後會{c[ff8c00]}無法移動{c[000000]}喔！
Common_6_Title	用嘴餵食回復
Common_6_Body	取得{c[ff8c00]}食物{c[000000]}靠近同伴吧！\n{c[ff8c00]}用嘴餵食{c[000000]}來{c[ff8c00]}回復{c[000000]}體力吧！
Common_7_Title	可以穿過的平台
Common_7_Body	關卡裡的{c[ff8c00]}薄平台{c[000000]}\n按\x0e\x04\x15\x02Â\0後，可以往下{c[ff8c00]}穿過{c[000000]}！
Common_8_Title	從幽靈的復活
Common_8_Body	沒有體力後就會變成{c[ff8c00]}幽靈{c[000000]}！\n{c[ff8c00]}攻擊{c[000000]}敵人後就會{c[ff8c00]}復活{c[000000]}喔！
Common_9_Title	累積鬥士點數吧
Common_9_Body	{c[ff8c00]}鬥士點數{c[000000]}可以在戰鬥獲得！\n在{c[ff8c00]}線上模式{c[000000]}或{c[ff8c00]}鄰近主機模式{c[000000]}，\n可以取得更多！
Common_10_Title	提升鬥士級別吧
Common_10_Body	累積{c[ff8c00]}鬥士點數{c[000000]}後\n提升{c[ff8c00]}鬥士級別{c[000000]}！\n可以使用的角色將會增加！
Common_11_Title	用食物回復
Common_11_Body	為了不要讓體力變零，\n一邊取得{c[ff8c00]}食物{c[000000]}進行{c[ff8c00]}回復{c[000000]}，\n一邊戰鬥吧！
Common_12_Title	彩虹棒棒糖
Common_12_Body	取得後，一段時間內\n變得{c[ff8c00]}無敵不會受到傷害{c[000000]}！
Common_13_Title	薄荷葉
Common_13_Body	取得後，一段時間內\n可以放出{c[ff8c00]}空氣彈{c[000000]}攻擊！
Common_14_Title	定時炸彈
Common_14_Body	經過一段時間後，正中間的{c[ff8c00]}計量表\n{c[000000]}會變滿，引起{c[ff8c00]}大爆炸{c[000000]}！
Common_15_Title	漫步大炸彈
Common_15_Body	投擲並{c[ff8c00]}直擊{c[000000]}，直接大爆炸！\n或是投擲到地板上，\n踏步踏步{c[ff8c00]}走路之後{c[000000]}大爆炸！
Common_16_Title	黑刺彈
Common_16_Body	投擲後會變大，\n變成一碰就痛的{c[ff8c00]}黑刺球{c[000000]}！
Common_17_Title	衝刺鞋
Common_17_Body	取得後，一段時間內\n{c[ff8c00]}移動速度提高{c[000000]}！
Common_18_Title	炮台
Common_18_Body	拿在手上，一段時間內\n可以用從{c[ff8c00]}炮台{c[000000]}射出的{c[ff8c00]}彈丸{c[000000]}\n進行攻擊！
Common_19_Title	事件星
Common_19_Body	用{c[ff8c00]}攻擊{c[000000]}來發動。\n不知道會{c[ff8c00]}發生什麼事{c[000000]}的\n不可思議星星！
Common_20_Title	麥克風
Common_20_Body	取得後，用巨大聲音\n給予附近的敵人全員{c[ff8c00]}大傷害{c[000000]}！
Common_21_Title	啦啦彩球
Common_21_Body	取得後，會開始跳舞！\n只要{c[ff8c00]}跳完{c[000000]}最後，\n{c[ff8c00]}攻擊{c[000000]}和{c[ff8c00]}速度{c[000000]}就會提升！
Common_22_Title	電氣武器
Common_22_Body	{c[ff8c00]}攻擊{c[000000]}並{c[ff8c00]}蓄力{c[000000]}電氣！\n累積蓄力後，{c[ff8c00]}電擊{c[000000]}會\n襲向敵人！
Common_23_Title	冰凍保存容器
Common_23_Body	{c[ff8c00]}攻擊{c[000000]}並破壞後，\n冰裡面的{c[ff8c00]}強力道具{c[000000]}就會出現！
Common_24_Title	合體 搭檔發射之星
Common_24_Body	持有兩個零件並使其{c[ff8c00]}合體{c[000000]}的話，\n就能完成{c[ff8c00]}搭檔發射之星{c[000000]}！
Common_27_Title	試著使用稀有帽子吧
Common_27_Body	持有卡比的{c[ff8c00]}稀有帽子{c[000000]}後，\n選擇角色時，\n按\x0e\x04\x08\x024\0可以{c[ff8c00]}更改帽子{c[000000]}！
Common_28_Title	防禦槽的回復
