Glossary.msbt
glossary_Place01	Tail Cave
BadSecretBook	*gasp* Wha-what's this...?!\x0e\x01\x04\0\x0e\0\x04\0You can't read the tiny print without the aid \nof a {c[d9456d]}magnifying lens{c[ededed]}... But where would you\nget one of those?\x0e\x01\x04\0\x0e\0\x04\0Maybe if you lend some people a hand,\nthey'll lend you a lens!\x0e\x01\x04\0
CheckSecretBook1	Round and round, the passageways of\nthe egg...\n\x0e\x01\x02\x01\0 \x0e\x01\x02\x01\x01 \x0e\x01\x02\x01\x02 \x0e\x01\x02\x01\x03 \x0e\x01\x02\x01\x04 \x0e\x01\x02\x01\x05 \x0e\x01\x02\x01\x06 \x0e\x01\x02\x01\x07\x0e\x01\x04\0\x0e\0\x04\0Hmmmmmm, this book reeks of secrets...\x0e\x01\x04\0
TouchTailKeyhole	Hunh? A keyhole here?\nIt says, "{c[d9456d]}Tail Keyhole{c[ededed]}."\x0e\x01\x04\0
TouchSlimeKeyhole	Hunh? A keyhole here?\nIt says, "{c[d9456d]}Slime Keyhole{c[ededed]}."\x0e\x01\x04\0
TouchAnglerKeyhole	Hunh? A keyhole here?\nIt says, "{c[d9456d]}Angler Keyhole{c[ededed]}."\x0e\x01\x04\0
TouchBirdKeyhole	Hunh? A keyhole here?\nIt says, "{c[d9456d]}Bird Keyhole{c[ededed]}."\x0e\x01\x04\0
TouchFaceKeyhole	Hunh? A keyhole here?\nIt says, "{c[d9456d]}Face Keyhole{c[ededed]}."\x0e\x01\x04\0
LockColorDungeon	"You must have both remarkable power and\ncourage enough to face this trial alone.\x0e\x01\x04\0\x0e\0\x04\0"The way will not open for cowards."\x0e\x01\x04\0
CheckColorPower	"The Hidden Power of Color"\n\nDo you want to read this book?\x0e\x01\x07\0\x0e\0\x04\0Yes\x0e\0\x04\0\x0e\x01\t\0No
ReadColorPower	"There's a new world of color under the\nfive gravestones:\x0e\x01\x04\0\x0e\0\x04\03\x0e\x01\0\x01\x12  4\x0e\x01\0\x01\x14  5\x0e\x01\0\x01\x12  \n2\x0e\x01\0\x01\x15  1\x0e\x01\0\x01\x13\x0e\x01\x04\0\x0e\0\x04\0"Try with all your might and you may\nopen a new path.\x0e\x01\x04\0\x0e\0\x04\0"Are you worthy to receive the power\nof color?"\x0e\x01\x04\0\x0e\0\x04\0What's this "world of color" about?\nMaybe you should try it and see!\x0e\x01\x04\0
GetShellRader	You got the {c[d9456d]}Seashell Sensor{c[ededed]}! This'll let you\nknow when there's a seashell close by!\x0e\x01\x04\0
GetHeartContainer	You got a {c[d9456d]}Heart Container{c[ededed]}!\nYour maximum number of hearts increased,\nand your health has been refilled, too!\x0e\x01\x04\0
PanelTheme1_1	Dungeon Arranging 101
PanelTheme1_2	Placing the Basics
PanelTheme1_3	A Passage Across
PanelTheme1_4	Fill Up Your Hearts
PanelTheme2_1	Key Hunter
PanelTheme2_2	Bombs Away!
PanelTheme2_3	Treasure Vault
PanelTheme2_4	Passageway Central
PanelTheme3_1	Stair Decisions
PanelTheme3_2	Heart Shortage
PanelTheme3_3	Sheathed Sword
PanelTheme3_4	Ticking Clock
PanelTheme4_1	Forging a Sword
PanelTheme4_2	Crafting a Shield
PanelTheme4_3	Bows > Swords
PanelTheme4_4	Dungeon Song
PanelTheme4_5	House of the Hinox
PanelTheme4_6	Back to Square One
PanelTheme4_7	Need a Hand?
PanelTheme4_8	Zig-Zaggy
PanelTheme4_9	Nothin' but Stairs
PanelTheme4_10	Treasure Hoard
PanelTheme4_11	Skull Arrangement
PanelTheme4_12	The Supreme Shape
PanelExplanation1_1	I started this one already. Can you finish it? Make a\npath from the entrance to the Nightmare's Lair.\nThere's gotta be a stop along the way for the\ntreasure chest. {c[d9456d]}If a chamber's got an exit, you gotta\nconnect it to another exit. {c[ededed]}Nobody wants an exit\nthat goes nowhere.
PanelExplanation1_2	See those tiles with the treasure chest and locked\ndoor marks? That's where you put chambers that\nhave that stuff in' em. {c[d9456d]}You get keys to open locked\ndoors outta treasure chests.{c[ededed]} Be sure you place\nenough chests to make it through. Sad to see an\nadventurer run outta keys.
PanelExplanation1_3	You can't place chambers on those light gray tiles\nto the upper right. The only way to reach those tiles\nis with chambers that have stairs. That's what this\nchallenge is about. You'll learn how to {c[d9456d]}use stairs to\ncross long distances{c[ededed]}. Or you'll fail. One of the two.
PanelExplanation1_4	It's up to you what chambers to use and how to\narrange 'em. Just make sure you {c[d9456d]}fill every single tile\nin that heart shape with a chamber{c[ededed]}. Mind how you\ngo connectin' the exits and stairs, now.
PanelExplanation2_1	I hear you. The treasure-chest tiles aren't too close\nto the locks on that one chamber. That's the point.\nYour job is to make a path usin' all of 'em.\nRemember to put some other chests in too.\nWouldn't wanna lock yourself outta the rest of\nthe dungeon.
PanelExplanation2_2	This bomb's primed with a couple of chambers\nalready. Now it's your turn to stuff it with powder...\ner...chambers. But don't worry. That fuse isn't lit.\nYou got time to figure it out.
PanelExplanation2_3	The vault needs treasure. Stuff those tiles that have\ntreasure-chest marks with chambers that have chests.\nI don't gotta tell you how to bridge the gap, right?
PanelExplanation2_4	You've done one kinda like this already. This one's\nthe same idea but trickier. \n\nHope you've been paying attention to the challenges.\nIt all comes into play here. Let's see what you got.
PanelExplanation3_1	So wait. If you put stairs over there, how does that\nwork with the stairs you've got at the start? Maybe\nif you... But wait, then you'd have to... Ugh. This is\nwhy I leave the dungeon arrangin' to you.
PanelExplanation3_2	Once you've filled the "bottle" with chambers,\nyou gotta {c[d9456d]}get through the whole dungeon with\njust three hearts{c[ededed]}. Now, I'm not here to tell you how\nto arrange your dungeon. But you'll wanna skimp\non the monsters.
PanelExplanation3_3	This one's a doozy. You're {c[d9456d]}not gonna be able to\nswing that sword {c[ededed]}in the finished dungeon. So don't\nplace any chambers that you can't get through\nwithout whackin' something with a sword. And if\nyou do, don't say I didn't warn you.
PanelExplanation3_4	You're on the clock with this one. The idea is to {c[d9456d]}get to\nthe boss and beat it in just five minutes{c[ededed]}. If you ask me,\nit comes down to how you place the entrance and\nthe Nightmare's Lair. Not that anyone asked me.
PanelExplanation4_1	The sword's not done until it's all filled in. Start at\nthe bottom left. Then work your way up and to the\nright. Master arrangin' it and you can have somethin'.
PanelExplanation4_2	It's a shield 'cause you only get {c[d9456d]}5 hearts{c[ededed]} for the\nadventure part. So you gotta defend yourself, see?\nThere's a lotta space you need to fill here too.\nMakes for a long, tough dungeon. But hey. When it's\ndone, you get to write your name on it.
PanelExplanation4_3	You like this one? Well, don't speak too soon.\nYou {c[d9456d]}don't get to use your sword{c[ededed]} here. But you've\ngot all that other junk, right? Yeah, you'll be fine.
PanelExplanation4_4	Your ocarina gave me the idea for this one. Think\nof the arrangin' like writing a song. The more you\nput in, the prettier it is. 'Course, a real ocarina\npacked with stuff doesn't play...
PanelExplanation4_5	There's a bunch of those beefy hinoxes around here.\nIt gets worse too. You've {c[d9456d]}only got 3 minutes{c[ededed]} to\nfinish the adventure. Don't know how to handle\nhinoxes? Then keep an eye on your hearts.
PanelExplanation4_6	When it comes to arrangin' chambers, you get the\nidea now. Stairs, treasure chests, the whole routine.\nCouple things about this one, though. One, you {c[d9456d]}only\nget 5 minutes{c[ededed]} for the adventure. Two, there's a\nmonster here who makes that time limit tougher\nthan you'd think.
PanelExplanation4_7	This is another one where you {c[d9456d]}can't use that sword{c[ededed]}.\nNow, that's gonna make some spots tough. Or even\nimpossible. When that happens, you're gonna need\na helpful hand.
PanelExplanation4_8	Seems easy, right? You look at it and say, "I got this\nfigured out." But do you have enough chambers\nshaped the right way to do it like that? Not so easy\nnow, huh?
PanelExplanation4_9	It's stairs top to bottom here. By the time you fill up\nthat shape with stairs, you won't know whether\nyou're comin' or goin'. Myself, I like downstairs more\nthan up. Easier on the knees.
PanelExplanation4_10	How 'bout all those chests in there? Tempting, huh?\nDon't drool over the treasure too much. Or you might\nforget to place an entrance and Nightmare's Lair.
PanelExplanation4_11	You're gonna need most of your chambers for this\nbig guy. Adventurin' through it could take a while, too.\n\nWish I could put my finger on where I've seen that\ndesign before...
PanelExplanation4_12	The last challenge is another fill-in job. Why this\nshape? I just like it. That's all. Use it to make a\ndungeon I'll like too, OK?
PanelExplanationFree	Slap down whatever chambers you feel like.\nThe ground's the limit here.
PanelElement_Start	Entrance
PanelElement_Boss	Nightmare's Lair
PanelElement_Treasure	Treasure Chests
PanelElement_Lock	Locked Door
PanelElement_Block	Unplaceable Tile
PanelElement_Fill	Empty Tile
PzlTutorial_First_1	Take chambers from the menu on the right with \x0e\x01\x01\x01'.\nThen slap 'em on the tiles to the left with \x0e\x01\x01\x01'.\x0e\x01\x04\0
PzlTutorial_First_2	A lotta times you'll want a chamber with a particular set of\nexits. So that's how I divided 'em up. You can flip through\nthe list with \x0e\x01\x01\x01\x10 and \x0e\x01\x01\x01\x11.\x0e\x01\x04\0
PzlTutorial_Completion_1	When the entrance lights up green, the job's done.\nPress \x0e\x01\x01\x01* on the entrance to go adventurin' through your\nshiny new dungeon.\x0e\x01\x04\0
PzlTutorial_Completion_2	While you're on your adventure in the Chamber Dungeon,\nI'll set you up with all the bombs and such you'll need.\nAfter it's over, though, you'll have whatever you had before.\x0e\x01\x04\0
PzlTutorial_DoorAndKey_1	There's nothin' wrong with placin' chambers with locked\ndoors. Just don't forget to put a chamber with a treasure\nchest before 'em. Or else you won't get the key you need.\x0e\x01\x04\0
PzlTutorial_DoorAndKey_2	If you place a bunch of locked doors, place a bunch of\nchests too. You gotta be able to grab a key for every lock.\x0e\x01\x04\0
PzlTutorial_TreasureBox	The Nightmare Key's always gonna be in the {c[d9456d]}last treasure\nchest you open{c[ededed]}. Any extra chests around the dungeon will\nhave rupees and such in 'em.\x0e\x01\x04\0
PzlTutorial_Stairs_1	One chamber with stairs isn't enough. You should put a\nsecond stair too. That way they'll link up.\x0e\x01\x04\0
PzlTutorial_Stairs_2	Press \x0e\x01\x01\x01) to check on how your stairs connect together.\x0e\x01\x04\0
PzlTutorial_EXpanel	You can toss {c[d9456d]}+Effect Panels{c[ededed]} on any chamber you've already\nplaced to spice it up a little.\x0e\x01\x04\0
PzlTutorial_DoorRule_1	An exit in a chamber might turn into a locked door or\na shutter dependin' on which chamber you hook it up to.\x0e\x01\x04\0
PzlTutorial_DoorRule_2	There are rules for which type of exit gets the right-of-way.\nYou'll learn 'em pretty quick as you go.\x0e\x01\x04\0
PzlTutorial_Second	You always need an {c[d9456d]}entrance {c[ededed]}and a {c[d9456d]}Nightmare's Lair{c[ededed]}.\nThat's the basic rule of Chamber Dungeons.\x0e\x01\x04\0
PzlTutorial_Designation	Some tiles have treasure chest or locked door marks.\nWhen you see one of those, you gotta put a chamber on it\nthat has what it wants.\x0e\x01\x04\0
PzlTutorial_Ycheck	Sometimes you think you're all set, but a chamber isn't\nturnin' from {c[df1000]}red{c[ededed]} to {c[0095ef]}blue {c[ededed]}like it should. When that happens,\npress \x0e\x01\x01\x01) to check and see what the deal is.\x0e\x01\x04\0
AdvTutorial_First_1	The goal of an adventure in this dungeon is to {c[d9456d]}get to the\nend and beat the Nightmare{c[ededed]}. Try not to run out of hearts\nbefore you get there.\x0e\x01\x04\0
AdvTutorial_First_2	If you wanna quit before an adventure's over, you can either\nleave through the entrance or choose {c[63e343]}Quit Adventuring{c[ededed]} from\nthe system part of the \x0e\x01\x01\x01\x0esubscreen.\x0e\x01\x04\0
AdvTutorial_Knockout_1	Runnin' out of hearts on an adventure isn't the end.\nSure, you gotta go back to the start.\x0e\x01\x04\0
AdvTutorial_Knockout_2	But the chests and doors you opened stay open. And the\nclock keeps tickin'. So get back in there and go for broke.\x0e\x01\x04\0
AdvTutorial_Timeover_1	Runnin' outta time works different than runnin' outta hearts.\nWhen time's up, you still go back to the start.\x0e\x01\x04\0
AdvTutorial_Timeover_2	But all the chests and doors go back to how they were.\nYou've just gotta use what you learned last time to go\nfaster next time.\x0e\x01\x04\0
AdvTutorial_Next	Next
AdvTutorial_Confirm	OK
AdvTimeOver	Oh, that's time. Back to the start for you.\x0e\x01\x04\0
AdvDeadEnd	Hey. Can you hear me in there?\x0e\x01\x04\0\x0e\0\x04\0Looks like you're stuck. You've either gotta\nstart over or give up.\x0e\x01\x04\0
WarpPedestalActivate	Some strange energy is pouring from here.\nYou should find out what it does!\x0e\x01\x04\0
WarpPointActivate	Oh! There's some strange energy coming\nfrom here! You should take a closer look!\x0e\x01\x04\0
Talker.msbt
NpcMarin	Marin
NpcTarin	Tarin
NpcMadamMeowMeow	Madam MeowMeow
NpcSmallBowWow	ChowChow
NpcRibbonBowWow	CiaoCiao
NpcGrandmaUlrira	Grandma Yahoo
NpcGrandpaUlrira	Old Man Ulrira
NpcToolShopkeeper	Shopkeeper
NpcGameShopOwner	Trendy Gamester
NpcFisherman	Fisherman
NpcPapahl	Papahl
NpcQuadrupletsMother	Mamasha
NpcQuadrupletBoyA	Joonya
NpcQuadrupletBoyB	Kidoh
NpcQuadrupletBoyC	Suhni
NpcQuadrupletBoyD	Lattie
NpcOwl	Owl
NpcSale	Sale
NpcRaccoon	Raccoon
NpcGreatFairy	Great Fairy
NpcSyrup	Witch
NpcDrWrite	Mr. Write
NpcCrazyTracy	Tracy
NpcMadBatter	Li'l Devil
NpcRichard	Richard
NpcKiki	Kiki the Monkey
NpcSkeletalGuardBlue	Gar
NpcSkeletalGuardRed	Dion
NpcFairyQueen	Fairy Queen
NpcChefBear	Chef Bear
NpcChristine	Christine
NpcSchuleDonavitch	Schule Donavitch
NpcHippoModel	Hippo Model
NpcRabbit	Rabbit
NpcWalrus	Walrus
NpcManboTamegoro	Manbo
NpcGhost	Ghost
NpcMermaidMartha	Mermaid
NpcRaftShopMan	Raft Shop Owner
NpcMamu	Mamu
NpcSecretZora	Zora
NpcGoriya	Goriya
NpcCuccoKeeper	Henhouse Keeper
NpcWindFish	Wind Fish
NpcDanpei	Dampé
NpcGrandpaUlriraUlriratelep	???
NpcGrandpaUlriratelep	Old Man Ulrira
ObjDesertBone	???
EnemyDeguTail	Moldorm
EnemyPotDemonKing	Genie
EnemyDeguZol	Slime Eye
EnemyDonPawn	Hardhit Beetle
EnemyAngler	Angler Fish
EnemyHooker	Slime Eel
EnemyMatFace	Facade
EnemyAlbatoss	Evil Eagle
EnemyDeguFlame	Hot Head
Telephone.msbt
TelephoneFirst1	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hello! It's me, Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Ask me anything about the island!\nIf you get lost, give me a call!\x0e\x01\x04\0
TelephoneFirst2	"You know, there is a {c[0095ef]}library {c[ededed]}in the village\nthat might have some good information\nfor you.\x0e\x01\x04\0\n"Talk to you later! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneFirst3	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira speaking!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You know, there is a {c[0095ef]}library {c[ededed]}in the village\nthat might have some good information\nfor you.\x0e\x01\x04\0\n"Talk to you later! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv1Clear1	"Well, most {c[d9456d]}moblins {c[ededed]}live in the Mysterious\nForest. But some live in the {c[0095ef]}caves of\nTal Tal Heights{c[ededed]}...\x0e\x01\x04\0\x0e\0\x04\0"I hope that is what you wanted to know!\nCLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv1Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hello, this is Ulrira! \x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Well, most {c[d9456d]}moblins{c[ededed]} live in the Mysterious\nForest, but some live in the {c[0095ef]}caves of\nTal Tal Heights{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"I hope that is what you wanted to know!\nCLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneBowwow1	"The indigestible {c[d9456d]}flowers {c[ededed]}of {c[0095ef]}Goponga\nSwamp{c[ededed]}... Those flowers are {c[d9456d]}BowWow's\nfavorite{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"Why don't you take him for a walk there?\nCLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Yes, this is Ulrira.\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"The indigestible {c[d9456d]}flowers {c[ededed]}of {c[0095ef]}Goponga\nSwamp{c[ededed]}... Those flowers are {c[d9456d]}BowWow's\nfavorite{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"Why don't you take him for a walk there?\nCLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv2Clear1	"Say, you should take BowWow home now.\nMadam MeowMeow would appreciate it!\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv2Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira at your service!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Oh? You should take BowWow home now.\nMadam MeowMeow would appreciate it!\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneTurnBowwow1	"There's a man named {c[d9456d]}Richard{c[ededed]} who lives in\n{c[0095ef]}Pothole Field{c[ededed]}, southeast of the village.\x0e\x01\x04\0\x0e\0\x04\0"Why not pay him a visit? That's all I can tell\nyou for now! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneTurnBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hi, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"...Have you met everyone on the island?\nThere's a man named {c[d9456d]}Richard{c[ededed]} who lives in\n{c[0095ef]}Pothole Field{c[ededed]}, southeast of the village.\x0e\x01\x04\0\x0e\0\x04\0"Why not pay him a visit? That's all I can tell\nyou for now! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet1	"Do you need {c[d9456d]}bananas{c[ededed]}? Try talking to\npeople in the {c[d9456d]}village {c[ededed]}again! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Old man Ulrira here!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"Do you need {c[d9456d]}bananas{c[ededed]}? Try talking to people\nin the {c[d9456d]}village {c[ededed]}again! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafCrow1	"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\nGo scare that {c[d9456d]}crow {c[ededed]}by the castle and see\nif that helps!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephonGoldLeafCrow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ya, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\nGo scare that {c[d9456d]}crow {c[ededed]}by the castle and see\nif that helps!\x0e\x01\x04\0\x0e\0\x04\0"Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephonGoldLeafBomb1	"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\nTry {c[d9456d]}bombing suspicious places{c[ededed]}. \x0e\x01\x04\0\x0e\0\x04\0"Hope that helps. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafBomb2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ya, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\nTry {c[d9456d]}bombing suspicious places{c[ededed]}. \x0e\x01\x04\0\x0e\0\x04\0"Hope that helps. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier1	"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"Well, someone stole 'em to begin with...\nI bet the {c[d9456d]}boss trooper in the castle {c[ededed]}still\nhas one. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ya, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"Well, someone stole 'em to begin with...\nI bet the {c[d9456d]}boss trooper in the castle {c[ededed]}still\nhas one. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier3	"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"Well, someone stole 'em to begin with...\nHave you checked all the {c[d9456d]}hidey-holes{c[ededed]} around\nthe castle? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier4	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ya, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"Well, someone stole 'em to begin with...\nHave you checked all the {c[d9456d]}hidey-holes{c[ededed]} around\nthe castle? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier5	"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"Well, someone stole 'em to begin with...\nShake down {c[d9456d]}all the enemies in the castle\nentrance{c[ededed]} until one pops out. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier6	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ya, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"You haven't found the five {c[d9456d]}Golden Leaves{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"Well, someone stole 'em to begin with...\nShake down {c[d9456d]}all the enemies in the castle\nentrance{c[ededed]} until one pops out. Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafScoop1	"{c[d9456d]}Shovel{c[ededed]}... Did you purchase a {c[d9456d]}shovel{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"You may find something if you {c[63e343]}dig {c[ededed]}here\nand there! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafScoop2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ulrira here!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"{c[d9456d]}Shovel{c[ededed]}... Did you purchase a {c[d9456d]}shovel{c[ededed]}?\x0e\x01\x04\0\x0e\0\x04\0"You may find something if you {c[63e343]}dig {c[ededed]}here\nand there! Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetLv3Key1	"The cave in the Ukuku Prairie is the key!\x0e\x01\x04\0\x0e\0\x04\0"Yes, I mean the {c[0095ef]}key cave{c[ededed]}—no pun intended!\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetLv3Key2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Ya, it's Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"The cave in the Ukuku Prairie is the key!\x0e\x01\x04\0\x0e\0\x04\0"Yes, I mean the {c[0095ef]}key cave{c[ededed]}—no pun intended!\nBye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv3Clear1	"In the {c[0095ef]}Yarna Desert{c[ededed]}, which is located in\nthe southeast of the island, you will find\nsomething called the {c[d9456d]}Angler Key{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"Hmmm... How much more obvious do I have\nto be? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv3Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL"BRRING! BRRING! Hi, this is Ulrira!\x0e\x01\x04\0\x0e\0\x04\0\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002"In the {c[0095ef]}Yarna Desert{c[ededed]}, which is located in\nthe southeast of the island, you will find\nsomething called the {c[d9456d]}Angler Key{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"Hmmm... How much more obvious do I have\nto be? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetAnglerKey1	"Oh, I heard from grandma that there is\nsomething hidden {c[0095ef]}behind the falls{c[ededed]} in the\n{c[0095ef]}Tal Tal Mountains{c[ededed]}.\x0e\x01\x04\0\x0e\0\x04\0"Does that help? Bye! CLICK!"\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
