Glossary.msbt
glossary_Place01	长尾大空洞
TouchAnglerKeyhole	唔？这里居然有钥匙孔？\n写着{c[d9456d]}灯鱼怪钥匙孔{c[ededed]}。\x0e\x01\x04\0
TouchBirdKeyhole	唔？这里居然有钥匙孔？\n上面写着{c[d9456d]}飞鸟钥匙孔{c[ededed]}。\x0e\x01\x04\0
TouchFaceKeyhole	唔？这里居然有钥匙孔？\n写着{c[d9456d]}颜面钥匙孔{c[ededed]}。\x0e\x01\x04\0
LockColorDungeon	“不敢独自挑战的懦夫、弱者！\x0e\x01\x04\0\n如此之人纵使再怎么推，\n也无法推动此座墓碑！”\x0e\x01\x04\0
CheckColorPower	《关于色彩力量》\n要看这本书吗？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
ReadColorPower	隐藏的色彩力量埋于\n5个排在一起的坟墓地底。\x0e\x01\x04\0\n3\x0e\x01\0\x01\x12　4\x0e\x01\0\x01\x14　5\x0e\x01\0\x01\x12\n2\x0e\x01\0\x01\x15　1\x0e\x01\0\x01\x13　　　\x0e\x01\x04\0\n使出浑身力气持续推进吧！\n崭新的道路将展现于眼前！\x0e\x01\x04\0\n色彩力量将依附在\n拥有资格之人的衣服上。\x0e\x01\x04\0\n唔……这是什么意思？\x0e\x01\x04\0
GetShellRader	得到了{c[d9456d]}贝壳侦测器{c[ededed]}！\n当附近有贝壳的时候就会发出提示！\x0e\x01\x04\0
GetHeartContainer	得到了{c[d9456d]}心之容器{c[ededed]}！\n心数的上限增加了！体力也全部恢复了！\x0e\x01\x04\0
PanelTheme1_1	来学习基础哒
PanelTheme1_2	来摆放指定的嵌板哒
PanelTheme1_3	来连结分开的嵌板哒
PanelTheme1_4	心满满哒！
PanelTheme2_1	来寻找宝箱哒
PanelTheme2_2	迷宫大爆炸哒！
PanelTheme2_3	进入宝物库哒
PanelTheme2_4	来连结分开的嵌板哒　2
PanelTheme3_1	多多放置楼梯哒
PanelTheme3_2	心好少哒
PanelTheme3_3	无法用剑哒
PanelTheme3_4	要5分钟以内过关哒
PanelTheme4_1	来填成剑的形状哒
PanelTheme4_2	来填成盾的形状哒
PanelTheme4_3	打倒远处的怪物哒
PanelTheme4_4	来填成陶笛的形状哒
PanelTheme4_5	西诺克斯的大屋哒
PanelTheme4_6	会回到入口哒
PanelTheme4_7	帮手帮帮手哒
PanelTheme4_8	直直横横哒
PanelTheme4_9	全都是楼梯哒
PanelTheme4_10	宝物堆积如山哒
PanelTheme4_11	提起迷宫就会想到骷髅哒
PanelTheme4_12	这个形状最棒了哒
PanelExplanation1_1	我已经摆好开始嵌板和终点首领嵌板，\n接下来试着用持有的嵌板连结它们哒。\n\n我还摆了有宝箱的嵌板，\n要多注意有没有{c[d9456d]}尚未连结的通道{c[ededed]}哒。
PanelExplanation1_2	要在有宝箱和钥匙图案的格子内\n摆放相同图案的嵌板才行哒。\n\n钥匙图案的嵌板里有{c[d9456d]}上锁门{c[ededed]}，\n得把通道连结成能先从宝箱拿到{c[d9456d]}钥匙{c[ededed]}的路线哒。
PanelExplanation1_3	如果周围的{c[d9456d]}格子都被封锁住了{c[ededed]}，\n就无法直接使用嵌板连结过去哒。\n对于这种无法以通道连结的嵌板，\n可以试着使用{c[d9456d]}有楼梯图案的嵌板{c[ededed]}来连结哒。
PanelExplanation1_4	去用嵌板填成爱心形状哒。\n要在哪里放什么嵌板都是你的自由哒。\n\n因为{c[d9456d]}得填满所有格子{c[ededed]}，\n所以要巧妙地连结通道和楼梯哒。
PanelExplanation2_1	用嵌板连结预先摆好的上锁门嵌板和\n有宝箱图案的格子哒。\n\n有宝箱图案的格子的距离有点远，\n该怎么连结就靠你的判断力了哒。
PanelExplanation2_2	连结预先摆好的嵌板，\n用嵌板填成炸弹形状吧。\n\n就算填满所有格子也不会爆炸，\n你可以放心完成考验哒。
PanelExplanation2_3	在被封锁格围绕的格子内摆放有宝箱嵌板哒。\n你已经懂得从外连接进去的方法了吧？
PanelExplanation2_4	连结远处被封锁格围绕的嵌板吧！\n这是之前的考验的升级版哒。\n来复习一下目前为止学到的东西吧。\n那么，你会造出怎样的迷宫哒？
PanelExplanation3_1	你知道楼梯嵌板是2个一组的吧？\n这次的考验一共有5个这样的嵌板。也就是说……\n\n先把那个嵌板连结到这个嵌板……\n唔……连出题的我都要头昏脑胀了哒……
PanelExplanation3_2	当你填好瓶子形状后，\n就以{c[d9456d]}3颗心的状态去那里冒险{c[ededed]}吧。\n\n你可以自由摆放嵌板，\n但要是怪物太多，冒险时或许会招架不住哒。
PanelExplanation3_3	这次的考验，无论是制作还是冒险都会很不容易哒……\n你要在完成的迷宫里{c[d9456d]}不带剑冒险{c[ededed]}哒。\n\n如果遇到没有剑就无法前进的地方，\n就退出冒险并替换成其他嵌板吧哒。
PanelExplanation3_4	这次的考验会限制冒险时间，\n你{c[d9456d]}必须要在5分钟内打赢首领{c[ededed]}哒。\n\n或许胜负就取决于\n开始嵌板和终点首领嵌板的摆放位置……哒。
PanelExplanation4_1	这次考验要求你将格子填成剑的形状哒。\n必须要用嵌板从左下连结到右上哒。\n\n来造一个像你拿着的剑一样，\n又强又帅气的迷宫吧。
PanelExplanation4_2	这次考验要求你将格子填成盾的形状哒。\n还有冒险时{c[d9456d]}心数会变成5颗{c[ededed]}哒。\n\n嵌板很多，冒险时间也会随之变长。\n记得好好活用盾，前进时多注意心数哒。
PanelExplanation4_3	这次考验要求你将格子填成弓的形状哒。\n还有冒险时会{c[d9456d]}无法用剑{c[ededed]}哒。\n\n要好好活用道具和迷宫内的东西哒。\n哎，不过我想也不用担心你吧。
PanelExplanation4_4	这个考验是看到你的陶笛才想到的，\n要将格子填成陶笛形状哒。\n\n这个迷宫会奏出什么音色呢？\n……开玩笑的，我也蛮风趣的对吧？
PanelExplanation4_5	这次的考验会有很强～的西诺克斯等着你哒。\n还有冒险时间{c[d9456d]}只有3分钟{c[ededed]}哒。\n\n如果你不擅长对付西诺克斯，\n那么在终点前如何保住心数就很关键哒。
PanelExplanation4_6	巧妙地连接楼梯，让自己先找到远处的宝箱，\n再向着终点首领嵌板前进吧。\n\n还有，这个迷宫里有很讨人厌的敌人哒。\n{c[d9456d]}时间只有5分钟{c[ededed]}，要小心啊。
PanelExplanation4_7	冒险期间{c[d9456d]}无法使用剑{c[ededed]}哒。\n可有时候没有剑或许就得多费些功夫了。\n\n像这种时候，你可以找个帮手哒。\n有时候，平常很可怕的对手或许也会变得很可靠喔。
PanelExplanation4_8	这次考验要求你横着或竖着排列嵌板并填满格子。\n嵌板的连结方式都差不多哒。\n\n不过，相同形状的嵌板数量有限哒。\n或许会变成一个比看起来更复杂的迷宫喔。
PanelExplanation4_9	这次考验要求你将格子填成楼梯的形状哒。\n另外还得在大部分的房间里放楼梯哒。\n\n哪条楼梯连到哪条……？\n我光用看的就头晕眼花了哒。
PanelExplanation4_10	在范围内摆放满满～的宝箱哒。\n光是看着都会感觉雀跃哒。\n\n别因为摆宝箱摆得太入迷，\n而忘记摆放开始嵌板和终点首领嵌板喔。
PanelExplanation4_11	这次考验要求你将格子填成骷髅形状哒。\n要摆放的嵌板数量很多，冒险时或许也不容易吧。\n\n对了，你也会觉得好像\n在哪里看过骷髅形状的迷宫吗？
PanelExplanation4_12	最后的考验是填成这个招牌的形状哒。\n\n我不知为何就是很喜欢这个形状哒。\n希望能通过你的双手制成最好玩的迷宫哒。
PanelExplanationFree	试着按你所想，\n自由摆放嵌板哒。\n\n那么，\n你究竟会造出怎样的迷宫呢？
PanelElement_Start	开始嵌板
PanelElement_Boss	终点首领嵌板
PanelElement_Treasure	需宝箱的格子
PanelElement_Lock	需上锁门的格子
PanelElement_Block	封锁住的格子
PanelElement_Fill	填洞格
PzlTutorial_First_1	按\x0e\x01\x01\x01'选择右边持有的嵌板，\n并在左边的格子上按\x0e\x01\x01\x01'摆放哒。\x0e\x01\x04\0
PzlTutorial_First_2	嵌板里的通道有很多不同的形状，\n按下\x0e\x01\x01\x01\x10\x0e\x01\x01\x01\x11切换选择哒。\x0e\x01\x04\0
PzlTutorial_Completion_1	当开始嵌板发亮，\n就表示考验要求的迷宫已经完成哒。\n在开始嵌板按下\x0e\x01\x01\x01*，马上来冒险看看哒。\x0e\x01\x04\0
PzlTutorial_Completion_2	在制作完成的嵌板迷宫内冒险时，像是炸弹之类\n的道具，你能拿多少我就会给你多少哒。\n不过在结束后就会恢复原本的数量。\x0e\x01\x04\0
PzlTutorial_DoorAndKey_1	摆放了有上锁门图案的嵌板后，\n得在这之前摆上有宝箱图案的嵌板哒，\n不然就会拿不到钥匙了。\x0e\x01\x04\0
PzlTutorial_DoorAndKey_2	记得要摆放与上锁门同等\n或更多数量的有宝箱嵌板哒。\x0e\x01\x04\0
PzlTutorial_TreasureBox	用于打开终点首领嵌板的门钥匙。\n会在{c[d9456d]}最后打开的宝箱中出现{c[ededed]}哒。\n除此以外的宝箱里则会有卢比之类的物品哒。\x0e\x01\x04\0
PzlTutorial_Stairs_1	摆放了有楼梯图案的嵌板后，\n要在其他格子上摆放另一个有楼梯图案的嵌板哒。\x0e\x01\x04\0
PzlTutorial_Stairs_2	可以按下\x0e\x01\x01\x01)查看楼梯是如何连结哒。\x0e\x01\x04\0
PzlTutorial_EXpanel	把{c[d9456d]}＋拼片{c[ededed]}摆到\n已设置的嵌板上，\n就能添加特别效果哒。\x0e\x01\x04\0
PzlTutorial_DoorRule_1	如果把门位置相同的\n有门图案的嵌板重叠摆放，\n就会融合变成其中某个嵌板的门哒。\x0e\x01\x04\0
PzlTutorial_DoorRule_2	虽然门的种类很多哒，\n但你制作迷宫时，就自然会\n慢慢知道哪种摆法会变成哪种门哒。\x0e\x01\x04\0
PzlTutorial_Second	要完成迷宫，\n必须分别摆放一个{c[d9456d]}开始嵌板{c[ededed]}\n和{c[d9456d]}终点首领嵌板{c[ededed]}哒。\x0e\x01\x04\0
PzlTutorial_Designation	在有宝箱和上锁门图案的格子内\n只能摆放相同图案的嵌板喔。\x0e\x01\x04\0
PzlTutorial_Ycheck	嵌板正确相连时，嵌板的颜色会从{c[d9456d]}红色{c[ededed]}变成{c[0095ef]}蓝色{c[ededed]}哒。\n明明摆好了，嵌板却没有变成{c[0095ef]}蓝色{c[ededed]}时，\n就试着按下\x0e\x01\x01\x01)检查看看吧。\x0e\x01\x04\0
AdvTutorial_First_1	迷宫的冒险在\n{c[d9456d]}打败终点的首领就会结束{c[ededed]}哒。\n在这之前要小心别被打倒。\x0e\x01\x04\0
AdvTutorial_First_2	想在途中退出冒险时，\n就从开始处的入口走出迷宫，\n或在\x0e\x01\x01\x01\x0e的系统画面选择{c[63e343]}退出冒险{c[ededed]}哒。\x0e\x01\x04\0
AdvTutorial_Knockout_1	冒险途中即使心耗尽了，\n游戏也不会结束，\n但会强制返回起点哒。\x0e\x01\x04\0
AdvTutorial_Knockout_2	之前打开的宝箱和门都会维持原状哒。\n并且还会继续计时。\n来吧！打起精神来，再多加把劲吧哒！\x0e\x01\x04\0
AdvTutorial_Timeover_1	有时间限制的考验会在\n时间到的时候强制使你回到起点，\n得重新再来一次哒。\x0e\x01\x04\0
AdvTutorial_Timeover_2	宝箱和门全部都会恢复原状，\n必须从头开始冒险哒。\n下次再多加把劲，加快冒险进程吧哒！\x0e\x01\x04\0
AdvTutorial_Next	下一步
AdvTutorial_Confirm	确定
AdvTimeOver	唔～时间到了哒。\n重新来一次哒。\x0e\x01\x04\0
AdvDeadEnd	喂～\n你有没有听见哒～？\x0e\x01\x04\0\n看来你已经无法前进了哒。\n选择重新挑战或退出冒险，然后再来一次哒。\x0e\x01\x04\0
WarpPedestalActivate	唔？这是……？\n不可思议的力量涌出来了……调查看看吧！\x0e\x01\x04\0
WarpPointActivate	唔？找到了充满不可思议力量的地点！\n调查看看吧！\x0e\x01\x04\0
Talker.msbt
NpcMarin	玛林
NpcTarin	塔林
NpcMadamMeowMeow	喵喵夫人
NpcSmallBowWow	嗷嗷
NpcRibbonBowWow	嗷嗷
NpcGrandmaUlrira	亚荷奶奶
NpcGrandpaUlrira	乌鲁里拉爷爷
NpcToolShopkeeper	道具店老板
NpcGameShopOwner	游戏店老板
NpcFisherman	钓鱼池店主
NpcPapahl	巴巴尔
NpcQuadrupletsMother	玛玛莎
NpcQuadrupletBoyA	坦坦
NpcQuadrupletBoyB	汤汤
NpcQuadrupletBoyC	团团
NpcQuadrupletBoyD	天天
NpcOwl	猫头鹰
NpcSale	瑟勒
NpcRaccoon	恶作剧狸猫
NpcGreatFairy	大妖精
NpcSyrup	魔法婆婆
NpcDrWrite	莱特博士
NpcCrazyTracy	崔西
NpcMadBatter	小恶魔
NpcRichard	理查德
NpcKiki	吱吱猴
NpcSkeletalGuardBlue	戒
NpcSkeletalGuardRed	备
NpcFairyQueen	妖精女王
NpcChefBear	熊厨师
NpcChristine	克莉丝汀
NpcSchuleDonavitch	舒尔·多纳皮契
NpcHippoModel	模特儿河马
NpcRabbit	兔子
NpcWalrus	海象
NpcManboTamegoro	曼波为五郎
NpcGhost	鬼怪
NpcMermaidMartha	人鱼
NpcRaftShopMan	木筏店老板
NpcMamu	玛穆
NpcSecretZora	卓拉
NpcGoriya	果里亚
NpcCuccoKeeper	鸡舍叔叔
NpcWindFish	风鱼
NpcDanpei	丹培
NpcGrandpaUlriraUlriratelep	？？？
NpcGrandpaUlriratelep	乌鲁里拉爷爷
ObjDesertBone	？？？
EnemyDeguTail	巨霸长尾
EnemyPotDemonKing	壶魔王
EnemyDeguZol	巨霸泥怪
EnemyDonPawn	重珠壳虫
EnemyAngler	灯鱼怪
EnemyHooker	钩尾鲶
EnemyMatFace	妖面
EnemyAlbatoss	刑天翁
EnemyDeguFlame	巨霸炎魔
Telephone.msbt
TelephoneFirst1	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜、嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈啰！我是乌鲁里拉爷爷！\n想知道岛上的事情问我就对了！\x0e\x01\x04\0\n迷惘的时候就打电话给我吧。\n多多指教！\x0e\x01\x04\0
TelephoneFirst2	顺带一提，村子里有一座{c[0095ef]}图书馆{c[ededed]}……\x0e\x01\x04\0\n要是你不知道该怎么办才好时，\n就去那里调查看看吧。\x0e\x01\x04\0\n那么再见了……乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneFirst3	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜、嘟噜噜……喀喳！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈啰！我是乌鲁里拉爷爷！\n村子里有一座{c[0095ef]}图书馆{c[ededed]}……\x0e\x01\x04\0\n要是你不知道该怎么办才好时，\n就去那里调查看看吧。\x0e\x01\x04\0\n那么再见了……乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv1Clear1	嗯，虽然大部分{c[d9456d]}莫力布林{c[ededed]}\n都居住在森林，\x0e\x01\x04\0\n但也有部分是住在{c[0095ef]}达达高原的洞窟{c[ededed]}的。\n……这能帮上什么忙吗？\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv1Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈啰！我是乌鲁里拉爷爷！\n嗯，虽然大部分{c[d9456d]}莫力布林{c[ededed]}\x0e\x01\x04\0\n都居住在森林，\n但也有部分是住在{c[0095ef]}达达高原的洞窟{c[ededed]}的。\x0e\x01\x04\0\n……这能帮上什么忙吗？\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneBowwow1	盛开在{c[0095ef]}果彭加沼泽{c[ededed]}的{c[d9456d]}花{c[ededed]}吗……\n听说那些是{c[d9456d]}汪汪最爱吃的东西{c[ededed]}。\x0e\x01\x04\0\n如果要带汪汪散步，顺道去一趟那里\n怎么样？乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈啰！我是乌鲁里拉爷爷！\n盛开在{c[0095ef]}果彭加沼泽{c[ededed]}的{c[d9456d]}花{c[ededed]}吗……\x0e\x01\x04\0\n听说那些是\n{c[d9456d]}汪汪最爱吃的东西{c[ededed]}。\x0e\x01\x04\0\n如果要带汪汪散步，顺道去一趟那里\n怎么样？乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv2Clear1	话说回来，\n你要不要把汪汪还回去？\x0e\x01\x04\0\n喵喵夫人也一定会很高兴。\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv2Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉爷爷。\n你要不要把汪汪还回去？\x0e\x01\x04\0\n喵喵夫人也一定会很高兴。\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneTurnBowwow1	在村子东南面的{c[0095ef]}坑洞田{c[ededed]}，\n有个名叫{c[d9456d]}理查德{c[ededed]}的男人……\x0e\x01\x04\0\n先跟他见个面怎样？\n那么再见了，乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneTurnBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002是我啊，乌鲁里拉爷爷！\n跟岛上的大家都见过面了吗？\x0e\x01\x04\0\n在村子东南面的{c[0095ef]}坑洞田{c[ededed]}\n有个名叫{c[d9456d]}理查德{c[ededed]}的男人……\x0e\x01\x04\0\n先跟他见个面怎样？\n那么再见了，乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet1	对了，你需要{c[d9456d]}香蕉{c[ededed]}吗？\n试着再跟{c[d9456d]}村民{c[ededed]}\x0e\x01\x04\0\n说说话吧……\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002是我啊，乌鲁里拉爷爷！\n对了，你需要{c[d9456d]}香蕉{c[ededed]}吗？\x0e\x01\x04\0\n试着再跟{c[d9456d]}村民{c[ededed]}\n说说话吧……\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafCrow1	唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\n……{c[d9456d]}乌鸦{c[ededed]}，城堡的{c[d9456d]}乌鸦{c[ededed]}感觉很可疑呢。\x0e\x01\x04\0\n去吓吓它们如何？\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephonGoldLeafCrow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉。\n唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\n我也不太清楚，但……{c[d9456d]}乌鸦{c[ededed]}……\n城堡的{c[d9456d]}乌鸦{c[ededed]}感觉很可疑呢。\x0e\x01\x04\0\n去吓吓它们如何？\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephonGoldLeafBomb1	唔唔……\n找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\n我想想……试着在{c[d9456d]}可疑的地方{c[ededed]}\n放置{c[d9456d]}炸弹{c[ededed]}如何呢？\x0e\x01\x04\0\n有帮到你吗？\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafBomb2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉。\n唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\n我想想……试着在{c[d9456d]}可疑的地方{c[ededed]}\n放置{c[d9456d]}炸弹{c[ededed]}如何呢？\x0e\x01\x04\0\n有帮到你吗？\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier1	唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\x0e\0\x04\0嗯……说不定在\n{c[d9456d]}最里面的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉。\n唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\n嗯……说不定在\n{c[d9456d]}最里面的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier3	唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\x0e\0\x04\0嗯……说不定在\n{c[d9456d]}喜欢待在地洞里的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier4	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉。\n唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\n嗯……说不定在\n{c[d9456d]}喜欢待在地洞里的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier5	唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\x0e\0\x04\0嗯……要是{c[d9456d]}最初的房间里的敌人都不见了{c[ededed]}，\n说不定突然就能找到呢。\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier6	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉。\n唔……找不齐五片{c[d9456d]}叶子{c[ededed]}吗……？\x0e\x01\x04\0\n嗯……要是{c[d9456d]}最初的房间里的敌人都不见了{c[ededed]}，\n说不定突然就能找到呢。\x0e\x01\x04\0\n乌鲁里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafScoop1	{c[d9456d]}铁铲{c[ededed]}……\n你买{c[d9456d]}铁铲{c[ededed]}了吗？\x0e\x01\x04\0\n四处{c[63e343]}挖掘{c[ededed]}看看，\n说不定会找到些什么喔。喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafScoop2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉。\n{c[d9456d]}铁铲{c[ededed]}……你买{c[d9456d]}铁铲{c[ededed]}了吗？\x0e\x01\x04\0\n四处{c[63e343]}挖掘{c[ededed]}看看，\n说不定会找到些什么喔。喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetLv3Key1	要是不去乌库库草原的\n{c[0095ef]}钥匙地洞{c[ededed]}，就要哭哭了！\x0e\x01\x04\0\n……我没有在开玩笑啊。\n…………喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneGetLv3Key2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！哒——哒——哒——\n……嘟噜噜噜 嘟噜噜……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是乌鲁里拉。要是不去乌库库\n草原的{c[0095ef]}钥匙地洞{c[ededed]}，就要哭哭了！\x0e\x01\x04\0\n……我没有在开玩笑啊。\n…………喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv3Clear1	听说在岛的东南面的{c[0095ef]}亚那沙漠{c[ededed]}中，\n好像有个叫{c[d9456d]}灯鱼怪钥匙{c[ededed]}的东西。\x0e\x01\x04\0\n我的提示也开始变得\n越来越露骨呢～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
