Glossary.msbt
glossary_Place01	テールのほらあな
QuestGrandFairy6	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_003{r2[いろ]}色{/r2}を {r2[えら]}選{/r2}ばなくてよいのですね？\x0e\x01\x07\0\x0e\0\x04\0はい\x0e\0\x04\0\x0e\x01\t\0いいえ
QuestGrandFairy8	{r2[いろ]}色{/r2}は{r2[いま]}今{/r2}のままにしておくのですね。\nわかりました\x0e\x01\x04\0
QuestGrandFairy3	{r2[わ]}分{/r2}かりました。\nでは アナタに {r2[いろ]}色{/r2}の{r2[ちから]}力{/r2}をさずけましょう\x0e\x01\x07\0\x0e\0\x04\0はい\x0e\0\x04\0\x0e\x01\t\0やっぱりやめる
AnswerGrandFairy_00	\x0e\x01\x0b\x17\x15\0SE_NPC_FAIRYQUEEN_005{r2[すこ]}少{/r2}しの{r2[あいだ]}間{/r2} {r2[め]}目{/r2}を{r2[と]}閉{/r2}じて……\x0e\x01\x04\0
GetRedCloth	{c[df1000]}{r2[あか]}赤{/r2}い{r2[ふく]}服{/r2}{c[ededed]}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れた！\n{r2[からだ]}体{/r2}に {r2[ちから]}力{/r2}がみなぎってくる\x0e\x01\x04\0
GetBlueCloth	{c[0095ef]}{r2[あお]}青{/r2}い{r2[ふく]}服{/r2}{c[ededed]}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れた！\nこれで ハートが {r2[へ]}減{/r2}りにくくなった\x0e\x01\x04\0
GetGreenCloth	{c[63e343]}{r2[みどり]}緑{/r2}の{r2[ふく]}服{/r2}{c[ededed]}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れた！\n{r2[とくべつ]}特別{/r2}な{r2[ちから]}力{/r2}はないけど しっくりくる\x0e\x01\x04\0
ByebyeGrandFairy	アナタを {r2[ちじょう]}地上{/r2}まで\n{r2[おく]}送{/r2}り{r2[とど]}届{/r2}けてあげましょう！\x0e\x01\x04\0
QuestFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001つりは どうかね？ {c[d9456d]}１０ルピー{c[ededed]}だよ\x0e\x01\x07\0\x0e\0\x04\0します\x0e\0\x04\0\x0e\x01\t\0けっこうです
Questlure1	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001ルアーは{r2[なに]}何{/r2}を{r2[つか]}使{/r2}うのかね？\x0e\x01\x07\0\x0e\0\x04\0{r2[かる]}軽{/r2}いルアー\x0e\0\x04\0やや{r2[おも]}重{/r2}いルアー\x0e\0\x04\0\x0e\x01\t\0やっぱりやめる
Questlure2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001ルアーは{r2[なに]}何{/r2}を{r2[つか]}使{/r2}うのかね？\x0e\x01\x07\0\x0e\0\x04\0{r2[かる]}軽{/r2}いルアー\x0e\0\x04\0やや{r2[おも]}重{/r2}いルアー\x0e\0\x04\0{r2[おも]}重{/r2}いルアー\x0e\0\x04\0\x0e\x01\t\0やっぱりやめる
Questlure3	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001ルアーは{r2[なに]}何{/r2}を{r2[つか]}使{/r2}うのかね？\x0e\x01\x07\0\x0e\0\x04\0{r2[かる]}軽{/r2}いルアー\x0e\0\x04\0{r2[おも]}重{/r2}いルアー\x0e\0\x04\0\x0e\x01\t\0やっぱりやめる
ExplanationFishing	\x0e\x01\x01\x01:の{r2[ながお]}長押{/r2}しで ルアーを{r2[な]}投{/r2}げられる。\n{r2[お]}押{/r2}した{r2[なが]}長{/r2}さで {r2[きょり]}距離{/r2}が{r2[か]}変{/r2}わるよ\x0e\x01\x04\0\n\x0e\x01\x01\x01\x07でルアーを{r2[うご]}動{/r2}かして サカナが{r2[く]}食{/r2}いついたら\x0e\x01\x01\x01:。\n{r2[れんだ]}連打{/r2}で {r2[はや]}早{/r2}く{r2[ま]}巻{/r2}き{r2[あ]}上{/r2}げられる\x0e\x01\x04\0\nあとは サカナとの{r2[しょうぶ]}勝負{/r2}だ。\nガンバルのだよ！\x0e\x01\x04\0
FishingSmallfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_002\x0e\x01\n\x01\0cmの サカナだな。\nもっと {r2[おお]}大{/r2}きいのを つらないと だめだよ\x0e\x01\x04\0
FishingBigfish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004\x0e\x01\n\x01\0cmの サカナか！\nこれは でかい！\x0e\x01\x04\0
FishingMoreBigFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_004おっ！ \x0e\x01\n\x01\0cmだ！\nなかなか やるじゃないか！\x0e\x01\x04\0
FishingMegaFish	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_003\x0e\x01\n\x01\0cm！\n{r2[おおもの]}大物{/r2}を つりあげたなっ！\x0e\x01\x04\0
FishingRetry	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001もう１{r2[かい]}回{/r2} つるかね？\x0e\x01\x07\0\x0e\0\x04\0もちろん\x0e\0\x04\0ルアーを{r2[か]}変{/r2}える\x0e\0\x04\0\x0e\x01\t\0けっこうです
FishingRetry2	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001もう１{r2[かい]}回{/r2} つるかね？\x0e\x01\x07\0\x0e\0\x04\0もちろん\x0e\0\x04\0\x0e\x01\t\0けっこうです
FishingRupee5	うーむ… そうだな。\n{c[d9456d]}\x0e\x01\n\x01\x01ルピー{c[ededed]} あげよう\x0e\x01\x04\0
FishingRupee15	よろしい！\n{r2[しょうきん]}賞金{/r2}は {c[d9456d]}\x0e\x01\n\x01\x01ルピー{c[ededed]}だ！\x0e\x01\x04\0
FishingRupee20	まあまあの{r2[けっか]}結果{/r2}かな！\n{r2[しょうきん]}賞金{/r2}は {c[d9456d]}\x0e\x01\n\x01\x01ルピー {c[ededed]}あげよう！\x0e\x01\x04\0
FishingRupee40	よし！ フンパツして\n{r2[しょうきん]}賞金{/r2}は {c[d9456d]}\x0e\x01\n\x01\x01ルピー {c[ededed]}あげよう！\x0e\x01\x04\0
FishingRupee100	いやあ！ たまげた！\n{r2[しょうきん]}賞金{/r2}は {c[d9456d]}\x0e\x01\n\x01\x01ルピー{c[ededed]}だ！\x0e\x01\x04\0
SmallFish	{r2[ちい]}小{/r2}さなサカナが つれた！\nちっちゃくても {r2[げんき]}元気{/r2}いっぱい！\x0e\x01\x04\0
BigFish	{r2[おお]}大{/r2}きなサカナが つれた！\nう うう… {r2[おも]}重{/r2}いぞ…っ\x0e\x01\x04\0
PukuPuku	プクプクが つれた！\nど どうして こんなところに…\x0e\x01\x04\0
lure2Get	{r2[おお]}大{/r2}きなサカナを つったゴホウビに\n{r2[あたら]}新{/r2}しいルアーをあげよう\x0e\x01\x04\0
lure2Get2	{c[d9456d]}やや{r2[おも]}重{/r2}いルアー{c[ededed]}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れた！\nちょっと{r2[ふか]}深{/r2}い{r2[ところ]}所{/r2}のサカナが {r2[く]}食{/r2}いつきやすいぞ！\x0e\x01\x04\0
lure2Get3	ん？ {r2[ちい]}小{/r2}さなサカナの{r2[くち]}口{/r2}の{r2[なか]}中{/r2}に\n{r2[なに]}何{/r2}か あるみたいだぞ…\x0e\x01\x04\0
Geso	ゲッソーが つれた！\nゲソゲソ！ ゲッソー！\x0e\x01\x04\0
lure3Get	ゲッソーを つったゴホウビに\n{r2[あたら]}新{/r2}しいルアーをあげよう\x0e\x01\x04\0
lure3Get2	{c[d9456d]}{r2[おも]}重{/r2}いルアー{c[ededed]}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れた！\n{r2[ふか]}深{/r2}い{r2[ところ]}所{/r2}のサカナが {r2[く]}食{/r2}いつきやすいぞ！\x0e\x01\x04\0
lure3Get3	ん？ プクプクの{r2[くち]}口{/r2}の{r2[なか]}中{/r2}に\n{r2[なに]}何{/r2}か あるみたいだぞ…\x0e\x01\x04\0
Master	ヌシが つれた！\nス スッゲー！ なんてこった！\x0e\x01\x04\0
PeaceGet	ん？ ヌシの{r2[くち]}口{/r2}の{r2[なか]}中{/r2}に\n{r2[なに]}何{/r2}か あるみたいだぞ…\x0e\x01\x04\0
FishingFirst50	{r2[はじ]}初{/r2}めて このサイズをつったね。\n{c[d9456d]}ハートのかけら{c[ededed]}も わたそう！\x0e\x01\x04\0
FishingFirst100	{r2[はじ]}初{/r2}めて このサイズをつったね。\n{c[d9456d]}ヒミツの{r2[かい]}貝{/r2}がら{c[ededed]}も わたそう！\x0e\x01\x04\0
FishingFirst150	{r2[はじ]}初{/r2}めて このサイズをつったね。\n{c[d9456d]}パネ{r2[いし]}石{/r2}{c[ededed]}も わたそう！\x0e\x01\x04\0
FishingBottle	{c[d9456d]}{r2[ようせい]}妖精{/r2}のビン{c[ededed]}が つれた！\n{r2[なか]}中{/r2}に {r2[ようせい]}妖精{/r2}を{r2[い]}入{/r2}れられるぞ\x0e\x01\x04\0
FishingCutString	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005あらら サカナが{r2[に]}逃{/r2}げちゃったよ！\x0e\x01\x04\0
FishingCutBottle	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_005あらら {r2[なに]}何{/r2}か いいエモノを にがしちゃったかい？\x0e\x01\x04\0
NoFishing	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006もっと {r2[じょうねつ]}情熱{/r2}を もたないと\nだめだよ！\x0e\x01\x04\0
FishingCancel	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_006やめるのかね？\n{r2[き]}気{/r2}が{r2[む]}向{/r2}いたら いつでも{r2[き]}来{/r2}なさい\x0e\x01\x04\0
FishingNoMoney	\x0e\x01\x0b\x16\x14\0SE_NPC_FISHERMAN_001お{r2[かね]}金{/r2}が ないのかね？\nお{r2[かね]}金{/r2}がたまったら また{r2[き]}来{/r2}なさい\x0e\x01\x04\0
SBFishingTime	{r2[さいこうきろく]}最高記録{/r2}　\x0e\x01\n\x01\x01cm\x0e\x01\x04\0
NoMoneyRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003ん？ あれま\nお{r2[かね]}金{/r2}が {r2[た]}足{/r2}りないみたいだねえ\x0e\x01\x04\0
LectureRaftShop	{r2[きゅうりゅう]}急流{/r2}すべりには コース{r2[じょう]}上{/r2}にある\n{c[d9456d]}アイテムを{r2[あつ]}集{/r2}める{r2[あそ]}遊{/r2}び{c[ededed]} と\x0e\x01\x04\0\nゴールをした{r2[とき]}時{/r2}の タイムを{r2[きそ]}競{/r2}う\n{c[d9456d]}タイムアタック{c[ededed]} があるよ\x0e\x01\x04\0\nどっちをやるんだい？\x0e\x01\x07\0\x0e\0\x04\0アイテム{r2[あつ]}集{/r2}め\x0e\0\x04\0タイムアタック\x0e\0\x04\0\x0e\x01\t\0やっぱりやめる
GatherRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002はい！ そこまで！\nアイテム{r2[あつ]}集{/r2}め{r2[しゅうりょう]}終了{/r2}！\x0e\x01\x04\0
TimeRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002はい！ そこまで！\nタイムアタック{r2[しゅうりょう]}終了{/r2}！\x0e\x01\x04\0
RecordRaftShop1	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003タイムは \x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02だよ。\n{r2[じかん]}時間{/r2}が かかったねぇ。{r2[みち]}道{/r2}に {r2[まよ]}迷{/r2}ったのかい？\x0e\x01\x04\0
RecordRaftShop2	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003タイムは \x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02だよ。\nちょいと {r2[て]}手{/r2}こずったね\x0e\x01\x04\0
RecordRaftShop3	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002タイムは \x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02だよ。\nそこそこ いいんじゃないか？\x0e\x01\x04\0
RecordRaftShop4	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_002タイムは \x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02だよ。\nいやー よくやったよ！\x0e\x01\x04\0
BestReftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_001おめでとう！\n{r2[いま]}今{/r2}までの{r2[きろく]}記録{/r2}を {r2[こうしん]}更新{/r2}したよ！\x0e\x01\x04\0
SBReftShopTime	{r2[さいこうきろく]}最高記録{/r2}　\x0e\x01\n\x01\0分\x0e\x01\n\x01\x01秒\x0e\x01\n\x01\x02\x0e\x01\x04\0
PeaceRaftShop	{r2[けいひん]}景品{/r2}は {c[d9456d]}パネ{r2[いし]}石{/r2}{c[ededed]}だ！\nなんか すごいものらしいよ\x0e\x01\x04\0
GoldRaftShop	{r2[けいひん]}景品{/r2}は {c[d9456d]}３００ルピー{c[ededed]}だ！\nおじさん {r2[かんどう]}感動{/r2}しちゃったよ！\x0e\x01\x04\0
ShellRaftShop	{r2[けいひん]}景品{/r2}は {c[d9456d]}ヒミツの{r2[かい]}貝{/r2}がら{c[ededed]}だ！\n{r2[あつ]}集{/r2}めると いいことがあるかもね\x0e\x01\x04\0
HeartRaftShop	{r2[けいひん]}景品{/r2}は {c[d9456d]}ハートのかけら{c[ededed]}だ！\nこいつは レアものだよ！\x0e\x01\x04\0
SilverRaftShop	{r2[けいひん]}景品{/r2}は {c[d9456d]}１００ルピー{c[ededed]}だ！\n{r2[きゅうりゅう]}急流{/r2}すべりが もう１{r2[かいあそ]}回遊{/r2}べるよ！\x0e\x01\x04\0
PurpleRaftShop	{r2[けいひん]}景品{/r2}は {c[d9456d]}５０ルピー{c[ededed]}だ！\n{r2[つぎ]}次{/r2}はもっと がんばってほしいな\x0e\x01\x04\0
PlusRaftShop	よく がんばったね！\n{r2[ついか]}追加{/r2}で {c[d9456d]}１００ルピー{c[ededed]}も おまけするよ！\x0e\x01\x04\0
ReplayRaftShop	\x0e\x01\x0b\x15\x13\0SE_NPC_RAFTSHOP_003もう{r2[いっかい]}一回{/r2} やってみるかい？\x0e\x01\x07\0\x0e\0\x04\0する！\x0e\0\x04\0\x0e\x01\t\0しない
NoMemory	{r2[さいこうきろく]}最高記録{/r2}　ナシ\x0e\x01\x04\0
CountDown3	3
CountDown2	2
CountDown1	1
CountStart	スタート
GetPowerPiece	{c[d9456d]}{r2[ちから]}力{/r2}のかけら{c[ededed]}を {r2[み]}見{/r2}つけた！\nなんだか {r2[ちから]}力{/r2}が わいてきた！\x0e\x01\x04\0
GetDefenseNut	{c[d9456d]}まもりの{r2[き]}木{/r2}の{r2[み]}実{/r2}{c[ededed]}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れた！\n{r2[てき]}敵{/r2}からの ダメージを {r2[はんげん]}半減{/r2}する\x0e\x01\x04\0
GreetingTracy	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_001わたし {r2[き]}気{/r2}まぐれトレーシー！\n{r2[げんき]}元気{/r2}になるヒミツ {r2[う]}売{/r2}ってるの\x0e\x01\x04\0
Buy28RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002{c[d9456d]}２８ルピー{c[ededed]}で ヒミツする？\x0e\x01\x07\0\x0e\0\x04\0する\x0e\0\x04\0\x0e\x01\t\0しない
Buy42RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_002{c[d9456d]}４２ルピー{c[ededed]}で ヒミツする？\x0e\x01\x07\0\x0e\0\x04\0する\x0e\0\x04\0\x0e\x01\t\0しない
Service7RupeeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005……アンタ カワイイから\n{c[d9456d]}７ルピー{c[ededed]}に オマケしちゃうわあん\x0e\x01\x04\0
TakeDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_003ヌリ ヌリ ども ありがとっ！\n{c[d9456d]}ヒミツのくすり{c[ededed]} ぬっておいたわ！\x0e\x01\x04\0\n{c[63e343]}ハートが ０になったら {r2[き]}効{/r2}くわよ。{c[ededed]}\nまた {r2[よ]}寄{/r2}ってらしてねえん…\x0e\x01\x04\0
TracyRecovery	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_005これは わたしからの サービス\nほーら ハート{r2[まん]}満{/r2}タンよおん！\x0e\x01\x04\0
BadBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006…… …… ……\nでも アンタには {r2[う]}売{/r2}らない！\x0e\x01\x04\0
NoMoneyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006ちょっとー！ アンタ {r2[かね]}金{/r2}が\n{r2[た]}足{/r2}りないわよん。{r2[でなお]}出直{/r2}しといで！\x0e\x01\x04\0
CancelBuyDrag	\x0e\x01\x0b\x12\x10\0SE_NPC_TRACY_006なにさ せっかく {r2[げんき]}元気{/r2}が{r2[で]}出{/r2}るって\n{r2[い]}言{/r2}ってるのに…… いくじなしっ！\x0e\x01\x04\0
AwakeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_001ヤイッ！ こぞう よくも\nオレさまを {r2[めざ]}目覚{/r2}めさせてくれたなっ！\x0e\x01\x04\0\n\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_002……どうも ありがとう\nお{r2[れい]}礼{/r2}をしてやる かくごしやがれ\x0e\x01\x04\0\n……よろしいですか？\x0e\x01\x04\0
AddMagicPowder	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003じゃあ {c[d9456d]}{r2[まほう]}魔法{/r2}の{r2[こな]}粉{/r2}を もっと\n{r2[も]}持{/r2}てる{c[ededed]}ように してやる！ イヒヒッ\x0e\x01\x04\0\nよろしいですか？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0いいぞ\x0e\0\x04\0\x0e\x01\t\0かんべんして！
AddBomb	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003じゃあ {c[d9456d]}バクダンを もっと\n{r2[も]}持{/r2}てる{c[ededed]}ように してやる！ イヒヒッ\x0e\x01\x04\0\nよろしいですか？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0いいぞ\x0e\0\x04\0\x0e\x01\t\0かんべんして！
AddArrow	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_003じゃあ {c[d9456d]}{r2[や]}矢{/r2}を もっと もっと\n{r2[も]}持{/r2}てる{c[ededed]}ように してやる！ イヒヒッ\x0e\x01\x04\0\nよろしいですか？\x0e\x01\x07\0\x0e\0\x04\0\x0e\x01\x08\0いいぞ\x0e\0\x04\0\x0e\x01\t\0かんべんして！
ByebyeMadBatter	\x0e\x01\x0b\x16\x14\0SE_NPC_MADBATTER_004イヒヒッ！ ざまあみやがれ！\n{c[d9456d]}{r2[も]}持{/r2}てる{r2[かず]}数{/r2}が {r2[ふ]}増{/r2}えてしまった{c[ededed]}ぞ！\x0e\x01\x04\0\nじゃあ {r2[げんき]}元気{/r2}でね……\nまた {r2[あ]}会{/r2}おうぞっ！\x0e\x01\x04\0
40CompShell	……{r2[けん]}剣{/r2}をかかげよ。\x0e\x01\x04\0\nしからば {r2[あら]}新{/r2}たなる{r2[ちから]}力{/r2}を{r2[さず]}授{/r2}けん\x0e\x01\x04\0
PerfectShell1	……{r2[すべ]}全{/r2}ての{r2[かい]}貝{/r2}がらを{r2[あつ]}集{/r2}めた\nその{r2[つよ]}強{/r2}き{r2[いし]}意志{/r2} しかと{r2[う]}受{/r2}け{r2[と]}取{/r2}った\x0e\x01\x04\0
PerfectShell2	……{r2[なんじ]}汝{/r2}の {r2[すす]}進{/r2}む{r2[みち]}道{/r2}に\n{r2[さち]}幸{/r2}あらんことを {r2[いの]}祈{/r2}ろう\x0e\x01\x04\0
PerfectShell3	……これで……ようやく……\nワタシの{r2[やくめ]}役目{/r2}も{r2[お]}終{/r2}わった\x0e\x01\x04\0
GetLv2Sword	{r2[けん]}剣{/r2}のレベルが{r2[あ]}上{/r2}がった！\n{c[d9456d]}コホリントの{r2[けん]}剣{/r2}{c[ededed]}だ！\x0e\x01\x04\0\nさっそく {r2[なまえ]}名前{/r2}を {r2[か]}書{/r2}いておこう！\x0e\x01\x04\0
AngryShopkeeper	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_002おおーっと！ そいつは いけねえや！\nちゃんと {r2[かね]}金{/r2}はらってくだせえ\x0e\x01\x04\0
SuccessDorobou	なんとっ！？\nタダで {r2[もの]}物{/r2}を {r2[て]}手{/r2}に{r2[い]}入{/r2}れてしまった！\x0e\x01\x04\0\n…… …… ……ん？？\x0e\x01\x04\0
DorobouComeShop1	\x0e\x01\x0b\x11\x0f\0SE_NPC_SHOP_004あれほど ちゃんと\n{r2[かね]}金{/r2}はらえって{r2[い]}言{/r2}ったのに…… しかたがない\x0e\x01\x04\0
DorobouComeShop2	しんでもらう！\x0e\x01\x04\0
MarinFall1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_006ふうっ……  びっくらこいた\x0e\x01\x04\0
MarinFall2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005ギャーーッ！  ゴメンナサイ！\n{r2[だいじょうぶ]}大丈夫{/r2}？  \x0e\x01\x03\0 ？\x0e\x01\x04\0
MarinaAttackCocco1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004ダメーーッ！ ニワトリさんが\nかわいそうじゃない！ モオッ！\x0e\x01\x04\0
MarinAttackCocco2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007キャハッ！  やれー！ やれー！\nもっと やれー！  …………\x0e\x01\x04\0\nいやっ なんでもないわ……\x0e\x01\x04\0
MarinBreakPot1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004あーーっ！\n……あーあ イケナイんだあ！\x0e\x01\x04\0
MarinBreakPot2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007キャーーーッ！ わって！ わって！\nどんどん ブチこわしてっ！！\x0e\x01\x04\0\nえっ？ なに？ どうかしたの？\x0e\x01\x04\0
MarinOcarinaHetakuso	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\nイマイチ……\x0e\x01\x04\0
MarinOcarinaHetakuso2	えっ！？ わたし なにか{r2[い]}言{/r2}った？\n{r2[き]}気{/r2}のせーよ！ {r2[き]}気{/r2}のせー！\x0e\x01\x04\0
WantPlayGameMarin1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007キャーーッ！ ねえねえ \x0e\x01\x03\0\nやっていい！？ やっていい！？\x0e\x01\x04\0
WantPlayGameMarin3	どうしよう？\x0e\x01\x07\0\x0e\0\x04\0いいよ\x0e\0\x04\0\x0e\x01\t\0ダーメ！
WantPlayGameMarin2	やりたい！ やりたい！！\x0e\x01\x07\0\x0e\0\x04\0いいよ\x0e\0\x04\0しょうがねえな
AngryGameCreek	いいウデ してんじゃねーか。\nオメー さては…… プロだなっ！？\x0e\x01\x04\0\nプロは おことわりだよっ！！\nけーーんなっ！！  ケッ！\x0e\x01\x04\0
MarinDigHole	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_007キャーッ！ ほって！ ほって！\nどんどん ほりまくって！！\x0e\x01\x05\x04Ð\x07\0\0
MarinCheckDresser	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\x0e\x01\x03\0 って いつも\nこんなこと してるの？？\x0e\x01\x04\0
MarineAwaitDungeon	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002えっ？ {r2[なか]}中{/r2}に {r2[はい]}入{/r2}るの？\nわたし ここで {r2[ま]}待{/r2}ってる……\x0e\x01\x04\0\n{r2[き]}気{/r2}をつけてネ \x0e\x01\x03\0……\x0e\x01\x04\0
MarineWorry1	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_005あっ！ おかえり \x0e\x01\x03\0。\nケガしなかった？\x0e\x01\x04\0
MarineWorry2	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_002……おそかったね。  もう\n{r2[かえ]}帰{/r2}って{r2[こ]}来{/r2}ない と{r2[おも]}思{/r2}った……\x0e\x01\x04\0
MarineWorry3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004キャーーーっ！！ すごいケガッ！\nもうっ！ ムチャしちゃ だめ！\x0e\x01\x04\0
MarineWorry4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_009\n{r2[い]}言{/r2}わんこっちゃない……\x0e\x01\x04\0\nえっ！？ なに！？ わたし なんにも\n{r2[き]}聞{/r2}こえないわよっ！ ほんとよ！\x0e\x01\x04\0
TeaseChild	\x0e\x01\x0b\x19\x17\0SE_NPC_QUADCHIRDREN_005ヒュー！ ヒュー！ ヒュー！\nネエネエ {r2[ふたり]}二人{/r2}で どこ{r2[い]}行{/r2}くの？\x0e\x01\x04\0\nおいら こどもだから\nわかんないことに しとくよ\x0e\x01\x04\0
MarinCapeDate1	……いっしょに {r2[ある]}歩{/r2}くのって\n{r2[はじ]}初{/r2}めてだね \x0e\x01\x03\0\x0e\x01\x04\0
MarinCapeDate2	…… …… ……\x0e\x01\x04\0
MarinCapeDate3	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_008うふふ このみさきも\n{r2[ふたり]}二人{/r2}だけの ヒミツだね…\x0e\x01\x04\0
MarinCapeDate4	\x0e\x01\x0b\x12\x10\0SE_NPC_MARIN_004やーだ \x0e\x01\x03\0 も\nなにか{r2[い]}言{/r2}ってよ…… てれくさいじゃない\x0e\x01\x04\0
BowwowDigHole	ココホレ バウッ！ バウッ！\x0e\x01\x05\x04Ð\x07\0\0
RichardHateBowwow1	\x0e\x01\x0b\x14\x12\0SE_NPC_RICHARD_005アッ！ コラコラ だめでしょー。\nワンワンなんか つれてきちゃ\x0e\x01\x04\0
RichardHateBowwow2	ボカァ そういう ヤバンなどうぶつ\n{r2[す]}好{/r2}きになれないんだよなー\x0e\x01\x04\0\nソイツの いない{r2[とき]}時{/r2}に また{r2[あ]}会{/r2}おう\nじゃ さよならー\x0e\x01\x04\0
MermaidNearDive	\x0e\x01\x0b\x14\x12\0SE_NPC_MERMAID_002キャーッ！ エッチ！ エッチー！\x0e\x01\x04\0
AngryHippo1	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_003あんまり しつこいと オジサンて\n{r2[なまえ]}名前{/r2}つけちゃうわよっ！ モウ！\x0e\x01\x04\0
AngryHippo2	\x0e\x01\x0b\x12\x10\0SE_NPC_HIPPO_002カバーン！\x0e\x01\x04\0
NoneYahooGranma	ヤッホーばあさんが いない？！\n…… ……ナゾは とけた！\x0e\x01\x04\0\nうるりらじいさんの {r2[な]}名{/r2}にかけて\n{c[0095ef]}どうぶつ{r2[むら]}村{/r2}{c[ededed]}にいるよ！\x0e\x01\x04\0\n……ほんとは おいら\nでんわで {r2[き]}聞{/r2}いたんだけどね……\x0e\x01\x04\0
