Glossary.msbt
glossary_Place01	長尾大空洞
CheckIslandMap	《可湖霖島的地圖》\n記載著島上各地的地名。\x0e\x01\x04\0\n要看這份地圖嗎？\x0e\x01\x07\0\x0e\0\x04\0看\x0e\0\x04\0\x0e\x01\t\0不看
CheckSecretBook	《秘密的書？！》\n想讀這本書嗎……？\x0e\x01\x07\0\x0e\0\x04\0想！\x0e\0\x04\0\x0e\x01\t\0沒、沒興趣
BadSecretBook	哎呀！這、這是！\x0e\x01\x04\0\x0e\0\x04\0……………………\n……………………\x0e\x01\x04\0\n沒有{c[d9456d]}透視鏡{c[ededed]}就無法看這本書。\n……透視鏡在哪裡？去幫助別人看看吧！\x0e\x01\x04\0
CheckSecretBook1	蛋之迴廊，繞了一圈又一圈。\n \x0e\x01\x02\x01\0 \x0e\x01\x02\x01\x01 \x0e\x01\x02\x01\x02 \x0e\x01\x02\x01\x03 \x0e\x01\x02\x01\x04 \x0e\x01\x02\x01\x05 \x0e\x01\x02\x01\x06 \x0e\x01\x02\x01\x07\x0e\x01\x04\0\n……唔？？\n散發著神秘的氣息……\x0e\x01\x04\0
TouchTailKeyhole	唔？這裡居然有鑰匙孔？\n上面寫著{c[d9456d]}長尾鑰匙孔{c[ededed]}。\x0e\x01\x04\0
TouchSlimeKeyhole	唔？這裡居然有鑰匙孔？\n寫著{c[d9456d]}黏液鑰匙孔{c[ededed]}。\x0e\x01\x04\0
TouchAnglerKeyhole	唔？這裡居然有鑰匙孔？\n寫著{c[d9456d]}燈魚怪鑰匙孔{c[ededed]}。\x0e\x01\x04\0
TouchBirdKeyhole	唔？這裡居然有鑰匙孔？\n上面寫著{c[d9456d]}飛鳥鑰匙孔{c[ededed]}。\x0e\x01\x04\0
TouchFaceKeyhole	唔？這裡居然有鑰匙孔？\n寫著{c[d9456d]}顏面鑰匙孔{c[ededed]}。\x0e\x01\x04\0
LockColorDungeon	「不敢獨自挑戰的懦夫、弱者！\x0e\x01\x04\0\n如此之人縱使再怎麼推，\n也無法推動此座墓碑！」\x0e\x01\x04\0
CheckColorPower	《關於色彩力量》\n要讀這本書嗎？\x0e\x01\x07\0\x0e\0\x04\0讀\x0e\0\x04\0\x0e\x01\t\0不讀
ReadColorPower	隱藏的色彩力量埋於\n５個排在一起的墳墓地底。\x0e\x01\x04\0\n３\x0e\x01\0\x01\x12　４\x0e\x01\0\x01\x14　５\x0e\x01\0\x01\x12\n２\x0e\x01\0\x01\x15　１\x0e\x01\0\x01\x13　　　\x0e\x01\x04\0\n使出渾身力氣持續推進吧！\n嶄新的道路將展現於眼前！\x0e\x01\x04\0\n色彩力量將憑依於\n擁有資格之人的衣服上。\x0e\x01\x04\0\n唔？……這是什麼意思？\x0e\x01\x04\0
GetShellRader	得到了{c[d9456d]}貝殼偵測器{c[ededed]}！\n當附近有貝殼的時候就會發出提示！\x0e\x01\x04\0
GetHeartContainer	得到了{c[d9456d]}心之容器{c[ededed]}！\n心數的上限增加了！體力也恢復至全滿了！\x0e\x01\x04\0
PanelTheme1_1	來學習基礎噠
PanelTheme1_2	來擺放指定的嵌板噠
PanelTheme1_3	來連結分開的嵌板噠
PanelTheme1_4	心滿滿噠！
PanelTheme2_1	來尋找寶箱噠
PanelTheme2_2	迷宮大爆炸噠！
PanelTheme2_3	進入寶物庫噠
PanelTheme2_4	來連結分開的嵌板噠 ２
PanelTheme3_1	多多放置樓梯噠
PanelTheme3_2	心好少噠
PanelTheme3_3	無法用劍噠
PanelTheme3_4	要５分鐘以內過關噠
PanelTheme4_1	來填成劍的形狀噠
PanelTheme4_2	來填成盾的形狀噠
PanelTheme4_3	打倒遠處的怪物噠
PanelTheme4_4	來填成陶笛的形狀噠
PanelTheme4_5	西諾克斯的大屋噠
PanelTheme4_6	會回到入口噠
PanelTheme4_7	找幫手也是一手噠
PanelTheme4_8	直直橫橫噠
PanelTheme4_9	全都是樓梯噠
PanelTheme4_10	寶物堆積如山噠
PanelTheme4_11	提起迷宮就會想到骷髏噠
PanelTheme4_12	這個形狀最棒了噠
PanelExplanation1_1	我已經擺好開始嵌板和終點首領嵌板，\n接下來試著用持有的嵌板連結它們噠。\n\n我還擺了有寶箱的嵌板，\n要多注意有沒有{c[d9456d]}尚未連結的通道{c[ededed]}噠。
PanelExplanation1_2	要在有寶箱和鑰匙圖案的格子內\n擺放相同圖案的嵌板才行噠。\n\n鑰匙圖案的嵌板裡有{c[d9456d]}上鎖門{c[ededed]}，\n得把通道連結成能先從寶箱拿到{c[d9456d]}鑰匙{c[ededed]}的路線噠。
PanelExplanation1_3	如果有{c[d9456d]}封鎖格擋住了{c[ededed]}格子的四周，\n就無法直接使用嵌板連結過去噠。\n\n無法以通道連結的嵌板可以\n試著使用{c[d9456d]}有樓梯圖案的嵌板{c[ededed]}來連結噠。
PanelExplanation1_4	用嵌板填成愛心形狀噠。\n要在哪裡放什麼嵌板都是你的自由噠。\n\n因為{c[d9456d]}得填滿所有格子{c[ededed]}，\n所以要巧妙地連結通道和樓梯噠。
PanelExplanation2_1	用嵌板連結預先擺好的上鎖門嵌板和\n有寶箱圖案的格子噠。\n\n有寶箱圖案的格子的距離有點遠，\n該怎麼連結就靠你的判斷力了噠。
PanelExplanation2_2	連結預先擺好的嵌板，\n用嵌板填成炸彈形狀吧。\n\n就算填滿所有格子也不會爆炸，\n你可以放心完成考驗噠。
PanelExplanation2_3	在被封鎖格圍繞的格子內擺放有寶箱嵌板噠。\n你已經懂得從外連接進去的方法了吧？
PanelExplanation2_4	連結被封鎖格圍繞的嵌板吧！\n這是之前的考驗的升級版噠。\n\n來複習一下目前為止學到的東西吧。\n來，你會造出怎樣的迷宮噠？
PanelExplanation3_1	你知道樓梯嵌板是２個一組的吧？\n這次的考驗一共有５個這樣的嵌板。也就是說……\n\n先把那個嵌板連結到這個嵌板……\n唔……連出題的我都要頭昏腦脹了噠……
PanelExplanation3_2	當你填好瓶子形狀後，\n就以{c[d9456d]}３顆心進去那裡冒險{c[ededed]}吧。\n\n你可以自由擺放嵌板，\n但要是怪物太多，冒險時或許會招架不住噠。
PanelExplanation3_3	這次的考驗，無論是製作還是冒險都會很不容易噠……\n你要在完成的迷宮裡{c[d9456d]}不帶劍冒險{c[ededed]}噠。\n\n如果遇到沒有劍就無法前進的地方，\n就退出冒險並替換成其他嵌板吧。
PanelExplanation3_4	這次考驗中，冒險會限制時間，\n你{c[d9456d]}必須要在５分鐘內打贏首領{c[ededed]}噠。\n\n或許勝負就取決於\n開始嵌板和終點首領嵌板的擺放位置……噠。
PanelExplanation4_1	這次考驗要求你將格子填成劍的形狀噠。\n必須要用嵌板從左下連結到右上噠。\n\n來造一個像你拿著的劍一樣，\n又強又帥氣的迷宮吧。
PanelExplanation4_2	這次考驗要求你將格子填成盾的形狀噠。\n還有冒險時{c[d9456d]}心數會變成５顆{c[ededed]}噠。\n\n嵌板很多，冒險時間也因此變長。\n記得好好活用盾，注意心數前進噠。
PanelExplanation4_3	這次考驗要求你將格子填成弓的形狀噠。\n還有冒險時會{c[d9456d]}無法用劍{c[ededed]}噠。\n\n要好好活用道具和迷宮內的東西噠。\n哎，不過我想也不用擔心你吧。
PanelExplanation4_4	這個考驗是看到你的陶笛才想到的，\n要將格子填成陶笛形狀噠。\n\n這個迷宮會奏出什麼音色呢？\n……開玩笑的，我也蠻風趣的對吧？
PanelExplanation4_5	這次考驗會有很強～的西諾克斯等著你噠。\n還有冒險時間{c[d9456d]}只有３分鐘{c[ededed]}噠。\n\n如果你不擅長對付西諾克斯，\n在到達終點前如何保住心數就是關鍵噠。
PanelExplanation4_6	巧妙地連接樓梯，讓自己先找到遠處的寶箱，\n再往終點首領嵌板前進吧。\n\n還有，這個迷宮裡有很討人厭的敵人噠。\n{c[d9456d]}時間只有５分鐘{c[ededed]}，要小心啊。
PanelExplanation4_7	冒險期間{c[d9456d]}無法使用劍{c[ededed]}噠。\n可是沒有劍就可能得多費些功夫了。\n\n像這種時候，你可以找個幫手噠。\n有時候，平常很可怕的手或許也會變得很可靠喔。
PanelExplanation4_8	這次考驗要求你把嵌板排成直跟橫的去填滿格子。\n嵌板的連結方式都是差不多噠。\n\n不過，相同形狀的嵌板數量有限噠。\n或許會變成一個比看起來更複雜的迷宮喔。
PanelExplanation4_9	這次考驗要求你將格子填成樓梯的形狀噠。\n另外還得在大部分的房間裡放樓梯噠。\n\n哪條樓梯連到哪條……？\n我光用看的就頭暈眼花了噠。
PanelExplanation4_10	在範圍內擺放滿滿～的寶箱吧噠。\n光是看著都會感覺雀躍噠。\n\n別因為擺寶箱擺得太入迷，\n而忘記擺放開始嵌板和終點首領嵌板喔。
PanelExplanation4_11	這次考驗要求你將格子填成骷髏形狀噠。\n要擺放的嵌板數量很多，冒險時或許也不容易吧。\n\n對了，你也會覺得好像\n在哪裡看過骷髏形狀的迷宮嗎？
PanelExplanation4_12	最後的考驗是填成這個招牌形狀噠。\n\n我不知為何就是很喜歡這個形狀噠。\n希望能透過你的雙手製成最好玩的迷宮噠。
PanelExplanationFree	試著照你的心意，\n自由擺放嵌板吧。\n\n那麼，\n你究竟會造出怎樣的迷宮呢？
PanelElement_Start	開始嵌板
PanelElement_Boss	終點首領嵌板
PanelElement_Treasure	需寶箱的格子
PanelElement_Lock	需上鎖門的格子
PanelElement_Block	封鎖住的格子
PanelElement_Fill	填洞格
PzlTutorial_First_1	按\x0e\x01\x01\x01'選擇在右邊的持有嵌板，\n並在左邊的格子上按\x0e\x01\x01\x01'擺放吧。\x0e\x01\x04\0
PzlTutorial_First_2	嵌板裡的通道有很多不同的形狀，\n按下\x0e\x01\x01\x01\x10\x0e\x01\x01\x01\x11切換選擇吧。\x0e\x01\x04\0
PzlTutorial_Completion_1	當開始嵌板發亮，\n就表示考驗要求的迷宮已經完成噠。\n在開始嵌板按下\x0e\x01\x01\x01*，馬上來冒險看看吧。\x0e\x01\x04\0
PzlTutorial_Completion_2	在製作完成的嵌板迷宮內冒險時，像是炸彈之類\n的道具，你能拿多少我就會給你多少噠。\n不過在結束後就會恢復原本的數量。\x0e\x01\x04\0
PzlTutorial_DoorAndKey_1	擺放了有上鎖門圖案的嵌板後，\n得在這之前擺上有寶箱圖案的嵌板噠，\n不然就會拿不到鑰匙了。\x0e\x01\x04\0
PzlTutorial_DoorAndKey_2	記得要擺放與上鎖門同等\n或更多數量的有寶箱嵌板噠。\x0e\x01\x04\0
PzlTutorial_TreasureBox	用於打開終點首領嵌板的門的鑰匙，\n會在{c[d9456d]}最後打開的寶箱中出現{c[ededed]}噠。\n除此以外的寶箱裡則會有盧比之類的物品噠。\x0e\x01\x04\0
PzlTutorial_Stairs_1	擺放了有樓梯圖案的嵌板後，\n要在其他格子上擺放另一個有樓梯圖案的嵌板噠。\x0e\x01\x04\0
PzlTutorial_Stairs_2	可以按下\x0e\x01\x01\x01)查看樓梯是如何連結噠。\x0e\x01\x04\0
PzlTutorial_EXpanel	把{c[d9456d]}＋拼片{c[ededed]}擺到\n已設置的嵌板上，\n就能添加特別效果噠。\x0e\x01\x04\0
PzlTutorial_DoorRule_1	要是把有門圖案嵌板上的門重疊擺放，\n就會融合變成其中一方嵌板的門噠。\x0e\x01\x04\0
PzlTutorial_DoorRule_2	雖然門的種類很多噠，\n但你製作迷宮時，就自然會\n慢慢知道哪種擺法會變成哪種門噠。\x0e\x01\x04\0
PzlTutorial_Second	要完成迷宮，\n必須分別擺放一個{c[d9456d]}開始嵌板{c[ededed]}\n和{c[d9456d]}終點首領嵌板{c[ededed]}噠。\x0e\x01\x04\0
PzlTutorial_Designation	在有寶箱和上鎖門圖案的格子內\n只能擺放相同圖案的嵌板喔。\x0e\x01\x04\0
PzlTutorial_Ycheck	嵌板的連結正確時，顏色會從{c[d9456d]}紅色{c[ededed]}變成{c[0095ef]}藍色{c[ededed]}噠。\n覺得都排得很好，卻沒有變{c[0095ef]}藍色{c[ededed]}時，\n就試著按下\x0e\x01\x01\x01)檢查看看吧。\x0e\x01\x04\0
AdvTutorial_First_1	迷宮的冒險在\n{c[d9456d]}打敗終點的首領就會結束{c[ededed]}噠。\n在這之前要小心別倒下了。\x0e\x01\x04\0
AdvTutorial_First_2	想在途中退出冒險時，\n就從開始處的入口走出迷宮\n或在按下\x0e\x01\x01\x01\x0e的系統畫面選擇{c[63e343]}退出冒險{c[ededed]}噠。\x0e\x01\x04\0
AdvTutorial_Knockout_1	冒險途中即使心耗盡了，\n遊戲也不會結束，\n但會強制返回起點噠。\x0e\x01\x04\0
AdvTutorial_Knockout_2	之前打開的寶箱和門都會維持原狀噠。\n並且會繼續計時。\n來吧！打起精神來，再多加把勁吧噠！\x0e\x01\x04\0
AdvTutorial_Timeover_1	有時間限制的考驗會在\n時間到的時候強制使你回到起點，\n得重新再來一次噠。\x0e\x01\x04\0
AdvTutorial_Timeover_2	寶箱和門全部都會恢復原狀，\n必須從頭開始冒險噠。\n下次再多加把勁，加快冒險進程吧噠！\x0e\x01\x04\0
AdvTutorial_Next	下一步
AdvTutorial_Confirm	確定
AdvTimeOver	唔～時間到了噠。\n重新來一次吧。\x0e\x01\x04\0
AdvDeadEnd	喂～\n你有沒有聽見噠～？\x0e\x01\x04\0\n看來你已經無法前進了噠。\n選擇重新挑戰或退出冒險，然後再來一次噠。\x0e\x01\x04\0
WarpPedestalActivate	唔？這是……？\n不可思議的力量湧出來了……調查看看吧！\x0e\x01\x04\0
WarpPointActivate	唔？找到了充滿不可思議力量的地點！\n調查看看吧！\x0e\x01\x04\0
Talker.msbt
NpcMarin	瑪林
NpcTarin	塔林
NpcMadamMeowMeow	喵喵夫人
NpcSmallBowWow	嗷嗷
NpcRibbonBowWow	嗷嗷
NpcGrandmaUlrira	亞荷奶奶
NpcGrandpaUlrira	烏魯里拉爺爺
NpcToolShopkeeper	道具店老闆
NpcGameShopOwner	遊戲店老闆
NpcFisherman	釣魚池店主
NpcPapahl	巴巴爾
NpcQuadrupletsMother	瑪瑪莎
NpcQuadrupletBoyA	坦坦
NpcQuadrupletBoyB	湯湯
NpcQuadrupletBoyC	團團
NpcQuadrupletBoyD	天天
NpcOwl	貓頭鷹
NpcSale	瑟勒
NpcRaccoon	惡作劇狸貓
NpcGreatFairy	大妖精
NpcSyrup	魔法婆婆
NpcDrWrite	萊特博士
NpcCrazyTracy	崔西
NpcMadBatter	小惡魔
NpcRichard	理查德
NpcKiki	吱吱猴
NpcSkeletalGuardBlue	戒
NpcSkeletalGuardRed	備
NpcFairyQueen	妖精女王
NpcChefBear	熊廚師
NpcChristine	克莉絲汀
NpcSchuleDonavitch	舒爾‧多納皮契
NpcHippoModel	模特兒河馬
NpcRabbit	兔子
NpcWalrus	海象
NpcManboTamegoro	曼波為五郎
NpcGhost	鬼怪
NpcMermaidMartha	人魚
NpcRaftShopMan	木筏店老闆
NpcMamu	瑪穆
NpcSecretZora	卓拉
NpcGoriya	果里亞
NpcCuccoKeeper	雞舍叔叔
NpcWindFish	風魚
NpcDanpei	丹培
NpcGrandpaUlriraUlriratelep	？？？
NpcGrandpaUlriratelep	烏魯里拉爺爺
ObjDesertBone	？？？
EnemyDeguTail	巨霸長尾
EnemyPotDemonKing	壺魔王
EnemyDeguZol	巨霸泥怪
EnemyDonPawn	重珠殼蟲
EnemyAngler	燈魚怪
EnemyHooker	鉤尾鯰
EnemyMatFace	妖面
EnemyAlbatoss	刑天翁
EnemyDeguFlame	巨霸炎魔
Telephone.msbt
TelephoneFirst1	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈囉！我是烏魯里拉爺爺！\n想知道島上的事情問我就對了！\x0e\x01\x04\0\n迷惘的時候就打電話給我吧。\n多多指教啦！\x0e\x01\x04\0
TelephoneFirst2	順帶一提，村子裡有一座{c[0095ef]}圖書館{c[ededed]}……\x0e\x01\x04\0\n要是你不知道該怎麼辦才好時，\n就去那裡調查看看吧。\x0e\x01\x04\0\n那麼再見了……烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneFirst3	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈囉！我是烏魯里拉爺爺！\n村子裡有一座{c[0095ef]}圖書館{c[ededed]}……\x0e\x01\x04\0\n要是你不知道該怎麼辦才好時，\n就去那裡調查吧。\x0e\x01\x04\0\n那麼再見了……烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv1Clear1	嗯，雖然大部分{c[d9456d]}莫力布林{c[ededed]}\n都居住在森林，\x0e\x01\x04\0\n但也有部分是住在{c[0095ef]}達達高原的洞窟{c[ededed]}的。\n……這能幫上什麼忙嗎？\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv1Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈囉！我是烏魯里拉爺爺！\n嗯，雖然大部分{c[d9456d]}莫力布林{c[ededed]}\x0e\x01\x04\0\n都居住在森林，\n但也有部分是住在{c[0095ef]}達達高原的洞窟{c[ededed]}的。\x0e\x01\x04\0\n……這能幫上什麼忙嗎？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneBowwow1	盛開在{c[0095ef]}果彭加沼澤{c[ededed]}的{c[d9456d]}花{c[ededed]}嗎……\n聽說那些是{c[d9456d]}汪汪最愛吃的東西{c[ededed]}。\x0e\x01\x04\0\n如果要帶汪汪散步，順道去一趟\n怎麼樣？烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002哈囉！我是烏魯里拉爺爺！\n盛開在{c[0095ef]}果彭加沼澤{c[ededed]}的{c[d9456d]}花{c[ededed]}嗎……\x0e\x01\x04\0\n聽說那些是\n{c[d9456d]}汪汪最愛吃的東西{c[ededed]}。\x0e\x01\x04\0\n如果要帶汪汪散步，順道去一趟\n怎麼樣？烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneLv2Clear1	話說回來，\n你要不要把汪汪還回去？\x0e\x01\x04\0\n喵喵夫人也一定會很高興。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneLv2Clear2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉爺爺。\n你要不要把汪汪還回去？\x0e\x01\x04\0\n喵喵夫人也一定會很高興。\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephoneTurnBowwow1	在村子東南面的{c[0095ef]}坑洞田{c[ededed]}\n有個名叫{c[d9456d]}理查德{c[ededed]}的男人……\x0e\x01\x04\0\n先跟他見個面怎樣？\n那麼再見了，烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneTurnBowwow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002是我啊，烏魯里拉爺爺！\n跟島上的大家都見過面了嗎？\x0e\x01\x04\0\n在村子東南面的{c[0095ef]}坑洞田{c[ededed]}\n有個名叫{c[d9456d]}理查德{c[ededed]}的男人……\x0e\x01\x04\0\n先跟他見個面怎樣？\n那麼再見了，烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet1	對了，你需要{c[d9456d]}香蕉{c[ededed]}嗎？\n試著再跟{c[d9456d]}村民{c[ededed]}\x0e\x01\x04\0\n說說話吧……\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephoneRichardMeet2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002是我啊，烏魯里拉爺爺！\n對了，你需要{c[d9456d]}香蕉{c[ededed]}嗎？\x0e\x01\x04\0\n試著再跟{c[d9456d]}村民{c[ededed]}\n說說話吧……\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafCrow1	唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\n……{c[d9456d]}烏鴉{c[ededed]}，城堡的{c[d9456d]}烏鴉{c[ededed]}感覺很可疑呢。\x0e\x01\x04\0\n去嚇嚇他們如何？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephonGoldLeafCrow2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\n我也不太清楚，但……{c[d9456d]}烏鴉{c[ededed]}……\n城堡的{c[d9456d]}烏鴉{c[ededed]}感覺很可疑呢。\x0e\x01\x04\0\n去嚇嚇他們如何？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_004\x0e\x01\x04\0
TelephonGoldLeafBomb1	唔唔……\n找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\n我想想……試著在{c[d9456d]}可疑的地方{c[ededed]}\n放置{c[d9456d]}炸彈{c[ededed]}如何呢？\x0e\x01\x04\0\n有幫到你嗎？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafBomb2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\n我想想……試著在{c[d9456d]}可疑的地方{c[ededed]}\n放置{c[d9456d]}炸彈{c[ededed]}如何呢？\x0e\x01\x04\0\n有幫到你嗎？\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier1	唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\x0e\0\x04\0嗯……說不定在\n{c[d9456d]}最裡面的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier2	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\n嗯……說不定在\n{c[d9456d]}最裡面的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier3	唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\x0e\0\x04\0嗯……說不定在\n{c[d9456d]}喜歡待在地洞裡的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier4	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\n嗯……說不定在\n{c[d9456d]}喜歡待在地洞裡的士兵{c[ededed]}的手上呢。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier5	唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\x0e\0\x04\0嗯……要是{c[d9456d]}最初的房間裡的敵人都不見了{c[ededed]}，\n說不定突然就能找到呢。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafSoldier6	\x0e\x01\x0b\x15\x13\0SE_ENV_ULULIRA_DIAL喀！噠——噠——噠——\n……嘟嚕嚕嚕 嘟嚕嚕……喀嚓！\x0e\x01\x04\0\n\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_002我是烏魯里拉。\n唔……找不齊五片{c[d9456d]}葉子{c[ededed]}嗎……？\x0e\x01\x04\0\n嗯……要是{c[d9456d]}最初的房間裡的敵人都不見了{c[ededed]}，\n說不定突然就能找到呢。\x0e\x01\x04\0\n烏魯里拉～喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
TelephonGoldLeafScoop1	{c[d9456d]}鐵鏟{c[ededed]}……\n你買{c[d9456d]}鐵鏟{c[ededed]}了嗎？\x0e\x01\x04\0\n四處{c[63e343]}挖掘{c[ededed]}看看，\n說不定會找到些什麼喔。喀嚓！\x0e\x01\x0b\x18\x16\0SE_NPC_GRANDFATHER_003\x0e\x01\x04\0
