FlowchartMsg_USen_szs\ActivityAchievements.msbt
Conjunction00	Furthermore!
BtlVoiceBtlSlowlyBestYell00_12	Very nice!
BtlVoiceBtlSlowlyBestYell00_13	Nice!
BtlVoiceBtlSlowlyBestYell00_14	Neat!
BtlVoiceSlowlySpurt00_4	Good!
BtlVoiceSlowlySpurt00_5	Excellent!
BtlVoiceSlowlySpurt00_6	Well done!
BtlVoiceSlowlySpurt00_7	Yes! Yes!
BtlVoiceSlowlySpurt00_8	Good job!
BtlVoiceSlowlySpurt00_9	Fine work!
BtlVoiceSlowlySpurt00_10	Oh-Kay!
BtlVoiceSlowlySpurt00_11	All right!
BtlVoiceSlowlySpurt00_12	OK!
BtlVoiceSlowlySpurt00_13	Fantastic!
BtlVoiceSlowlySpurt00_14	Great!
BtlVoiceSlowlySpurt00_15	Greeeeaat!
BtlVoiceSlowlySpurt00_16	Very nice!
BtlVoiceSlowlySpurt00_17	Nice!
BtlVoiceSlowlySpurt00_18	Neat!
FlowchartMsg_USen_szs\ChaseEnemy.msbt
ChaseEnemy_Pre	Tread lightly... We're in \x0e\0\x03\x02\0\0Robbin\x0e\0\x03\x02ÿÿ territory!\x0e\x01\x03\x04\x96\0\0\0
ChaseEnemy_Pre3	The Robbins saw us!\x0e\x01\x03\x04<\0\0\0
ChaseEnemy_Dash2	Quick! Let's hurry out of here!\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_Dash4	Run!\x0e\x01\x03\x04<\0\0\0
ChaseEnemy_OK	Phew... Looks like we lost them!\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_NG	Oh no... They stole some of our money...\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_NGNoMoney	\x0e\n\x01\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\00\0It looked like they were going to steal your\nmoney... Good thing you didn't have any!\x0e\x01\x03\x04x\0\0\0
FlowchartMsg_USen_szs\Comment.msbt
Comment00	I see you've been working hard at the\n\x0e\0\x03\x02\x01\0\x0e\x08\x06\x02\0\0\x0e\0\x03\x02ÿÿ lately!
Comment01	To work your \x0e\0\x03\x02\x01\0shoulders \x0e\0\x03\x02ÿÿand\n\x0e\0\x03\x02\x01\0upper arms\x0e\0\x03\x02ÿÿ, I suggest the\n\x0e\x08\x06\x02\0\0.
Comment02	That could help \x0e\0\x03\x02\x01\0stabilize your shoulders\x0e\0\x03\x02ÿÿ\nas well!
Comment03	To work your \x0e\0\x03\x02\x01\0obliques\x0e\0\x03\x02ÿÿ, I recommend\nthe \x0e\x08\x06\x02\0\0.
Comment04	Imagine a gentle twisting motion to help\n\x0e\0\x03\x02\x01\0strengthen your core\x0e\0\x03\x02ÿÿ.
Comment05	To work the \x0e\0\x03\x02\x01\0muscles along your back\x0e\0\x03\x02ÿÿ,\ntry the \x0e\x08\x06\x02\0\0.
Comment06	Strengthening your muscles can help\nimprove your posture.
Comment07	To work the muscles \x0e\0\x03\x02\x01\0around your\nabdomen\x0e\0\x03\x02ÿÿ, may I recommend the\n\x0e\x08\x06\x02\0\0?
Comment08	Working on your core muscles can help\nbuild strength.
Comment09	To work \x0e\0\x03\x02\x01\0shoulders\x0e\0\x03\x02ÿÿ and \x0e\0\x03\x02\x01\0side\nmuscles\x0e\0\x03\x02ÿÿ, I'd recommend the\n\x0e\x08\x06\x02\0\0.
Comment10	Concentrate on the muscles in your sides,\nand \x0e\0\x03\x02\x01\0work your core\x0e\0\x03\x02ÿÿ.
Comment11	To work your \x0e\0\x03\x02\x01\0thighs \x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0lower\nbody muscles\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment12	It can also \x0e\0\x03\x02\x01\0work your glutes\x0e\0\x03\x02ÿÿ.
Comment13	To work your \x0e\0\x03\x02\x01\0shoulder muscles\x0e\0\x03\x02ÿÿ and\n\x0e\0\x03\x02\x01\0upper arms\x0e\0\x03\x02ÿÿ, I can recommend the\n\x0e\x08\x06\x02\0\0.
Comment14	Focus on using your arms!
Comment15	To work on your \x0e\0\x03\x02\x01\0lower-body\nmuscles\x0e\0\x03\x02ÿÿ, I suggest the\n\x0e\x08\x06\x02\0\0.
Comment16	Exercise to the rhythm and \x0e\0\x03\x02\x01\0keep your\nbody moving\x0e\0\x03\x02ÿÿ.
Comment17	Physical activity can help increase muscle \nstrength and endurance.
Comment18	Raising your legs can also work your \n\x0e\0\x03\x02\x01\0abdominal muscles\x0e\0\x03\x02ÿÿ.
Comment19	For working your \x0e\0\x03\x02\x01\0inner thighs\n\x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0glutes\x0e\0\x03\x02ÿÿ, I'd recommend the\n\x0e\x08\x06\x02\0\0.
Comment20	Make sure to always use proper form!
Comment21	If you want to work your \x0e\0\x03\x02\x01\0whole\nlower body\x0e\0\x03\x02ÿÿ, consider the\n\x0e\x08\x06\x02\0\0.
Comment22	Move to the rhythm!
Comment23	For working \x0e\0\x03\x02\x01\0stomach \x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0leg\n\x0e\0\x03\x02ÿÿmuscles, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment24	Try mixing up your daily training routine to\nkeep things interesting!
Comment25	To work your \x0e\0\x03\x02\x01\0core\x0e\0\x03\x02ÿÿ, try the\n\x0e\x08\x06\x02\0\0.
Comment26	Focus on your \x0e\0\x03\x02\x01\0core\x0e\0\x03\x02ÿÿ!
Comment27	To work on your \x0e\0\x03\x02\x01\0core\x0e\0\x03\x02ÿÿ, I recommend the \n\x0e\x08\x06\x02\0\0.
Comment28	Working your \x0e\0\x03\x02\x01\0core muscles\x0e\0\x03\x02ÿÿ over time may \nhelp you to build your strength.
Comment29	\x0e\0\x03\x02\x01\0Muscular strength and endurance\x0e\0\x03\x02ÿÿ are\nimportant.
Comment30	Make sure to always use proper form.\nKeep those knees pulled in!
Comment31	For working your \x0e\0\x03\x02\x01\0stomach \x0e\0\x03\x02ÿÿand\n\x0e\0\x03\x02\x01\0leg\x0e\0\x03\x02ÿÿ muscles, I suggest the\n\x0e\x08\x06\x02\0\0.
Comment32	You can do it! Keep focusing on your \x0e\0\x03\x02\x01\0legs\x0e\0\x03\x02ÿÿ!
Comment33	For working your \x0e\0\x03\x02\x01\0core\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment34	This might be tough, but keep trying!
Comment35	To work your \x0e\0\x03\x02\x01\0abdominal \x0e\0\x03\x02ÿÿmuscles, I suggest\nthe \x0e\x08\x06\x02\0\0.
Comment36	It can also be used as a \x0e\0\x03\x02\x01\0lower\nbody stretch\x0e\0\x03\x02ÿÿ.
Comment37	To work your \x0e\0\x03\x02\x01\0stomach muscles\n\x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0glutes\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment38	Building your core and trunk muscles\nmay help stabilize your upper back and\nshoulders.
Comment39	For working your \x0e\0\x03\x02\x01\0inner\nthighs\x0e\0\x03\x02ÿÿ, I'd recommend the\n\x0e\x08\x06\x02\0\0.
Comment40	Focus on your legs!
Comment41	For working your \x0e\0\x03\x02\x01\0abdominal\n\x0e\0\x03\x02ÿÿmuscles, I suggest the \n\x0e\x08\x06\x02\0\0.
Comment42	Keep focusing on your \x0e\0\x03\x02\x01\0stomach muscles\x0e\0\x03\x02ÿÿ!
Comment43	For working your \x0e\0\x03\x02\x01\0stomach\x0e\0\x03\x02ÿÿ and\n\x0e\0\x03\x02\x01\0leg muscles\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment44	Try mixing up your daily training routine to\nkeep things interesting!
Comment45	To work your \x0e\0\x03\x02\x01\0stomach \x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0oblique\nmuscles\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment46	Imagine a gentle twisting motion to help\n\x0e\0\x03\x02\x01\0strengthen your core\x0e\0\x03\x02ÿÿ.
Comment47	For working your \x0e\0\x03\x02\x01\0chest\n\x0e\0\x03\x02ÿÿmuscles, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment48	Strong chest muscles can help\n\x0e\0\x03\x02\x01\0improve posture\x0e\0\x03\x02ÿÿ!
Comment49	For working your \x0e\0\x03\x02\x01\0upper arms\n\x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0back\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment50	Focusing on your \x0e\0\x03\x02\x01\0core muscles\x0e\0\x03\x02ÿÿ also may\nhelp with \x0e\0\x03\x02\x01\0maintaining good posture\x0e\0\x03\x02ÿÿ!
Comment51	To work your \x0e\0\x03\x02\x01\0shoulder\x0e\0\x03\x02ÿÿ and\n\x0e\0\x03\x02\x01\0upper arm\x0e\0\x03\x02ÿÿ muscles, I suggest the\n\x0e\x08\x06\x02\0\0.
Comment52	It's effective in working the \x0e\0\x03\x02\x01\0muscles\naround the arms\x0e\0\x03\x02ÿÿ, too!
Comment53	To work your \x0e\0\x03\x02\x01\0back\x0e\0\x03\x02ÿÿ and \x0e\0\x03\x02\x01\0upper\narm\x0e\0\x03\x02ÿÿ muscles, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment54	Picture drawing a bow, and focus on\n\x0e\0\x03\x02\x01\0maintaining the proper form\x0e\0\x03\x02ÿÿ!
Comment55	To work the muscles around\nyour \x0e\0\x03\x02\x01\0spine\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment56	Working the muscles around your stomach,\nback, and hips may help \x0e\0\x03\x02\x01\0improve your\nposture\x0e\0\x03\x02ÿÿ.
Comment57	For working your \x0e\0\x03\x02\x01\0thighs \x0e\0\x03\x02ÿÿand\n\x0e\0\x03\x02\x01\0glutes\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment58	Work on your \x0e\0\x03\x02\x01\0quads\x0e\0\x03\x02ÿÿ!
Comment59	For working your \x0e\0\x03\x02\x01\0sides\x0e\0\x03\x02ÿÿ, I'd suggest the\n\x0e\x08\x06\x02\0\0.
Comment60	Use the proper form!
Comment61	For working your \x0e\0\x03\x02\x01\0upper\narms\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment62	Good form is essential.
Comment63	For working your \x0e\0\x03\x02\x01\0sides\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment64	Imagine a gentle twisting motion to help\n\x0e\0\x03\x02\x01\0strengthen your core\x0e\0\x03\x02ÿÿ.
Comment65	To work your \x0e\0\x03\x02\x01\0inner thighs\x0e\0\x03\x02ÿÿ and\n\x0e\0\x03\x02\x01\0glutes\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment66	Use proper form, and \x0e\0\x03\x02\x01\0point your toes\noutward\x0e\0\x03\x02ÿÿ.
Comment67	A \x0e\0\x03\x02\x01\0healthy, active lifestyle can include\n\x0e\x08\x06\x02\0\0\x0e\0\x03\x02ÿÿ.
Comment68	Don't forget to work on your quads!
Comment69	To work the muscles around\nyour \x0e\0\x03\x02\x01\0spine\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment70	It can also help to \x0e\0\x03\x02\x01\0loosen your shoulders\x0e\0\x03\x02ÿÿ.
Comment71	\x0e\x08\x06\x02\0\0 is the first\npose in the Warrior Series.
Comment72	Use proper form, and focus on working\nyour \x0e\0\x03\x02\x01\0core\x0e\0\x03\x02ÿÿ and \x0e\0\x03\x02\x01\0lower body\x0e\0\x03\x02ÿÿ.
Comment73	\x0e\x08\x06\x02\0\0 is the third\npose in the Warrior Series.
Comment74	Use proper form, and \x0e\0\x03\x02\x01\0try to make a T\nshape\x0e\0\x03\x02ÿÿ with your body. Focus on your\nlegs and lower back.
Comment75	\x0e\x08\x06\x02\0\0 is the\nsecond pose in the Warrior Series.
Comment76	Not only does this work lower-body\nmuscles, it can help with \x0e\0\x03\x02\x01\0flexibility\x0e\0\x03\x02ÿÿ, too.
Comment77	For \x0e\0\x03\x02\x01\0working your stomach\nmuscles\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment78	This helps \x0e\0\x03\x02\x01\0work your core muscles\x0e\0\x03\x02ÿÿ. Don't\ngive up!
Comment79	To work your \x0e\0\x03\x02\x01\0lower body\x0e\0\x03\x02ÿÿ and\n\x0e\0\x03\x02\x01\0core muscles\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment80	After all, you probably use those muscles\npretty much all day, right?
Comment81	To help with \x0e\0\x03\x02\x01\0flexibility \x0e\0\x03\x02ÿÿin your\n\x0e\0\x03\x02\x01\0hips \x0e\0\x03\x02ÿÿand \x0e\0\x03\x02\x01\0thighs\x0e\0\x03\x02ÿÿ, I recommend the\n\x0e\x08\x06\x02\0\0.
Comment82	Focus on your breathing! It might help\nyou \x0e\0\x03\x02\x01\0relax\x0e\0\x03\x02ÿÿ.
Comment83	To \x0e\0\x03\x02\x01\0stretch the muscles around your glutes\x0e\0\x03\x02ÿÿ,\ntry \x0e\x08\x06\x02\0\0!
Comment84	Picture pulling your shoulder blades in,\nand \x0e\0\x03\x02\x01\0keep your shoulders relaxed\x0e\0\x03\x02ÿÿ.
Comment85	To give your \x0e\0\x03\x02\x01\0sense of balance\x0e\0\x03\x02ÿÿ a workout,\ntry the \x0e\x08\x06\x02\0\0.
Comment86	I also find that exercise weirdly satisfying,\nbut maybe it's just me.
FlowchartMsg_USen_szs\CustomOpening.msbt
CustomOpening00	Welcome to Custom Mode!
CustomOpening01	This is where you can \x0e\0\x03\x02\x01\0freely combine\x0e\0\x03\x02ÿÿ your\npreferred exercises and work out.
CustomOpening02	You can even make your very own\n\x0e\0\x03\x02\x01\0fitness list\x0e\0\x03\x02ÿÿ!
CustomOpening03	To begin, please tell me your weight.\n(To be used during calorie calculation)\x0e\x01\x04\x06&\0'\0\0\x01
CustomOpening04	I'll just use a temporary weight for now.
CustomOpening05	The number of calories you burn will be\ncalculated based on your weight.
CustomOpening06	You're free to update your weight at any\ntime under \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x01\0My Menu\x0e\0\x03\x02ÿÿ.
CustomOpening07	Your current weight is \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Í lb.\x0e\0\x03\x02ÿÿ
CustomOpening08	Your current weight is \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Í st. \x0eú\x02\x04\x01\0\0Í lb.\x0e\0\x03\x02ÿÿ
CustomOpening19	Next, let's adjust the Ring-Con and\nleg strap to \x0e\0\x03\x02\x01\0match your strength\x0e\0\x03\x02ÿÿ.
CustomOpening20	Great job! Now you can start enjoying\n\x0e\0\x03\x02\x01\0Custom Mode\x0e\0\x03\x02ÿÿ!
0038	Enter
0039	Enter later
FlowchartMsg_USen_szs\CustomPetitIntro.msbt
CustomPetitIntro00	Rise and shine! Welcome to Custom Mode,\nDay \x0eú\x04\x04\0\0\0Í.
CustomPetitIntro01	Hello there! Welcome to Custom Mode,\nDay \x0eú\x04\x04\0\0\0Í.
CustomPetitIntro02	Good evening! Welcome to Custom Mode,\nDay \x0eú\x04\x04\0\0\0Í.
CustomPetitIntro03	Let's have another great day!
CustomPetitIntro04	Great job sticking to it!
CustomPetitIntro05	Go work up a sweat!
CustomPetitIntro06	Let's enjoy another day of fitness!
CustomPetitIntro07	Another fine day for fitness!
CustomPetitIntro08	Let's enjoy another active day!
FlowchartMsg_USen_szs\Demo_Ending.msbt
Ending00	You guys!\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending01	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0It's been a long time since I've felt so...\nEXHILARATED!\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending02	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0Sorry for all the trouble.\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending04	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0Thanks, everybody.\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending05	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0Always feels great to give it all you've got!\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending07	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0One thing's for sure...\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending08	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0You're gonna be all right,\n\x0e\x0b\0\0.\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
FlowchartMsg_USen_szs\Demo_Opening.msbt
Opening	{s[075]}\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0\x0eÉ\x03\0\x0e\x0b\0\0...{s[100]}
Opening_03	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0Yeah, you. I'm talkin' to you,\n\x0e\x0b\0\0...
Opening_01	\x0e\n\n\n\x08\0S\0a\0d\01\0Be a pal and set me free!
Opening_02	\x0e\n\n\n\x08\0S\0a\0d\01\0The whole world could be in trouble!
Opening_05	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\00\0Oh wow, that worked. I didn't think you'd\nfall for it.\n\n\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0All right, where's Ring? I'll teach \x0eÉ\n\x10\x06\0h\0i\0m\0\x06\0h\0e\0r\0 a\nthing or two about trapping me!
Opening_06	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0And that's just to get started! Then I'll\nteach \x0eÉ\n\x10\x06\0h\0i\0m\0\x06\0h\0e\0r\0 three or four things once my\npower is complete!
Opening_07	{s[150]}\x0e\0\x03\x02\0\0Dragaux\x0e\0\x03\x02ÿÿ! Wait!\x0e\x01\0\x04<\0\0\0{s[100]}
Opening_08	Ah, sorry if I surprised you.\n\n\nThat was \x0e\0\x03\x02\0\0Dragaux\x0e\0\x03\x02ÿÿ. He's a dragon who\nradiates a dangerous, \x0e\0\x03\x02\0\0dark influence\x0e\0\x03\x02ÿÿ...
Opening_21	To think that he still has so much power...
Opening_09	Oh! My name is \x0e\0\x03\x02\0\0Ring\x0e\0\x03\x02ÿÿ, by the way.
Opening_22	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0Dragaux's\x0e\0\x03\x02ÿÿ \x0e\0\x03\x02\0\0dark influence\x0e\0\x03\x02ÿÿ has a horrible\neffect on anything it touches.\n\nIf he were to release it in all its power, his\n\x0e\0\x03\x02\0\0influence\x0e\0\x03\x02ÿÿ could cover the whole world.
Opening_23	I have to stop him, but my power alone\nwon't be enough...
Opening_10	Wait—you're not from around here,\nare you?
Opening_25	Right, right...of course you're not!\nHmmmm...
Opening_20	Yes! It could work! I can see the potential!
Opening_24	Could you try holding your right hand\nover me?\x0e\x01\x03\x04\x96\0\0\0
FlowchartMsg_USen_szs\Demo_RingChange.msbt
Change	Uh-oh—I knew these guys would show up!
Change_03	To defeat the \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0monsters \x0e\0\x03\x02ÿÿthat \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0Dragaux\n\x0e\0\x03\x02ÿÿcreated, you'll have to fight against them\nin \x0e\0\x03\x02\0\0Fit Battles\x0e\0\x03\x02ÿÿ.
Change_00	No need to worry!\x0e\0\x04\0I'm a \x0e\0\x03\x02\0\0Fit Battle\x0e\0\x03\x02ÿÿ expert. So if you're\nfeeling a bit intimidated...
Change_01	{s[150]}Just leave it to me!{s[100]}
Change_02	You can think of \x0e\0\x03\x02\0\0Fit Battles\x0e\0\x03\x02ÿÿ as the collision\nof two combatants' \x0e\0\x03\x02\0\0exercise energy\x0e\0\x03\x02ÿÿ.\n\nC'mon. Let's warm up by giving \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0this\nguy\x0e\0\x03\x02ÿÿ a smoothie blend of kale...and\nPUNISHMENT!
FlowchartMsg_USen_szs\Demo_RingUpdate.msbt
FlowchartMsg_USen_szs\Demo_Synchro.msbt
Synchro	{s[150]}Synchronizing complete!{s[100]}
Synchro_00	Can you feel it? We're connected now!\nCome on, let's go after \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0Dragaux\x0e\0\x03\x02ÿÿ!
Synchro_01	Huh? Is something wrong?\nYour hair went out...
Synchro_02	You're going to work with me on this,\naren't you?
Synchro_03	The \x0e\0\x03\x02\0\0more you exercise\x0e\0\x03\x02ÿÿ, the more\nsynchronized we'll be! You'll know we're in\nsync when your \x0e\0\x03\x02\0\0hair flares up\x0e\0\x03\x02ÿÿ!
Synchro_04	I'm counting on you!
FlowchartMsg_USen_szs\Demo_W1BPost.msbt
Post_Prologue_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0What gives?! I'm supposed to be tougher\nthan this!
Post_Prologue_02	\x0e\n\n\n\x08\0S\0a\0d\00\0Grrr... When I get my power back,\nI'm gonna mix you a pain smoothie,\n\x0e\x0b\0\0. Bet on it!
Post_Prologue_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0You're gonna regret the day you\nmet \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0eÉ\n\x10\x06\0h\0i\0m\0\x06\0h\0e\0r\0!
Post_Battle_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0Bluhh?! How do you still got the juice\nto stand up to me?!
Post_Battle_02	\x0e\n\n\n\x08\0S\0a\0d\00\0Fine, whatever. I'll give \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿyour power\nback. The one I kept, anyway.
Post_Battle_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0The others are where they belong:\nin the garbage. Go and root around\nfor 'em yourself!
Post_Smoothie_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0I get power from my dark influence, and I\ngive it some too.
Post_Smoothie_02	\x0e\n\n\n\x08\0S\0a\0d\00\0Long as the circle goes around and around\nlike that, I can't lose.
Post_Smoothie_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0Fight me for as many reps as you want,\nbut you're always gonna leave the gym\nsore and bruised.
Post_IKADA_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0What happened to pulling your punches,\n\x0eÉ\n\x10\x06\0b\0r\0o\0\x06\0p\0a\0l\0? You hit way harder than I ever did.
Post_IKADA_02	\x0e\n\n\n\x08\0S\0a\0d\00\0How's a guy supposed to defend himself\nagainst a bully like you, huh?
Post_IKADA_03	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0Looks like I gotta toughen up.
Post_Master4_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0No fair! I'm still out of it after my fight\nwith those other dopes!
Post_Master4_02	\x0e\n\n\n\x08\0S\0a\0d\00\0It's all good, though. I can think of\na couple other uses for 'em.
Post_Master4_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0Clearly I gotta do SOMETHIN' to tighten\nup my defenses!
Post_ElDorago_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0Huh. Guess my dark influence is like a\nmuscle...and I sprained it gettin' the Four\nMasters under control.
Post_ElDorago_02	\x0e\n\n\n\x08\0S\0a\0d\00\0I'd probably better let it heal before I put\nit to work thrashin' you chumps.
Post_ElDorago_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0You're gonna let me get away, right, Ring?\nSeein' as you're my friend and all.\nHeh heh!
Post_RunningBeauty_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0What're you sore at me for? All I did was\nuse the dark influence to help 'em see\nwhat they REALLY wanted.
Post_RunningBeauty_02	\x0e\n\n\n\x08\0S\0a\0d\00\0What, like you never wanted anything?\nGimme a break. I remember different.
Post_RunningBeauty_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0What I want, I'm gonna get! You got no\nright to stop me, or anyone else!
Post_Amaterasu_01	\x0e\n\n\x10\x0e\0D\0a\0m\0a\0g\0e\00\0This bites.
Post_Amaterasu_02	\x0e\n\n\n\x08\0S\0a\0d\00\0I just got done gettin' better using\nSolar Plexia's tears, and now this!
Post_Amaterasu_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0But you won't catch me whinin'. I just gotta\nbench myself and leave it up to them until\nI'm off the injured list.
Post_Dojo_01	\x0e\n\n\x12\x10\0R\0e\0g\0r\0e\0t\0N\01\0I haven't seen that much fight outta you\nin a hot second.
Post_Dojo_02	\x0e\n\n\n\x08\0S\0a\0d\00\0What, are you sore I told everybody about\nyour old flame?
Post_Dojo_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0Ha! Still chasin' something that's never\ngonna be yours, huh? You ain't changed\none bit.
Post_GameLand_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0What gives?! I put in the time, I do my\nreps, and I still get outclassed.
Post_GameLand_02	\x0e\n\n\n\x08\0S\0a\0d\00\0What do I gotta do so this clown ain't\nloomin' over me like the world's lousiest\nspotter?
Post_GameLand_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0Whatever it is, I'm gonna figure it out!\nI'll exercise my brain muscles till I come up\nwith a plan to pound you into the ground!
Post_ElDorago2_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0I knew you'd get your powers back\neventually. I just didn't think it'd make\nyou so...you know...powerful.
Post_ElDorago2_02	\x0e\n\n\n\x08\0S\0a\0d\00\0I'm gonna have to go back to the drawin'\nboard on this one.
Post_ElDorago2_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0I've been savin' some power for a rainy\nday, and it looks like the storm just broke.
Post_LiarGame_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0 I can't win using just my abs...
Post_LiarGame_02	\x0e\n\n\n\x08\0S\0a\0d\00\0But I think I figured out how to use\nmy dark influence!
Post_LiarGame_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0Gonna need to blast on my lower body\nfirst, though!
Post_WolfBoy_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0Heh... You're just the wall I needed to\npound against for a while. Even this fight\nis all part of the plan!
Post_WolfBoy_02	\x0e\n\n\n\x08\0S\0a\0d\00\0But I've still only mastered abs and legs...
Post_WolfBoy_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0Once I've mastered arms, you're\ntotally doomed!
Post_Robo_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0I got every muscle group locked down,\nbut somethin' still isn't clicking for me.
Post_Robo_02	\x0e\n\n\n\x08\0S\0a\0d\00\0I must be too used to fightin' with the\nmuscles I already knew how to work.
