FlowchartMsg_JPja_szs\ActivityAchievements.msbt
Conjunction00	さらに…!
BtlVoiceBtlSlowlyBestYell00_2	ようし!
BtlVoiceBtlSlowlyBestYell00_3	よしよしっ!
BtlVoiceBtlSlowlyBestYell00_4	よしよし!
BtlVoiceBtlSlowlyBestYell00_5	よーしよし!
BtlVoiceBtlSlowlyBestYell00_6	オッケイ!
BtlVoiceBtlSlowlyBestYell00_7	オケイ!
BtlVoiceBtlSlowlyBestYell00_8	オケイ
BtlVoiceBtlSlowlyBestYell00_9	いいよ!
BtlVoiceBtlSlowlyBestYell00_10	いいよっ!
BtlVoiceBtlSlowlyBestYell00_11	いーよ!
BtlVoiceBtlSlowlyBestYell00_12	いいねっ
BtlVoiceBtlSlowlyBestYell00_13	いいね!
BtlVoiceBtlSlowlyBestYell00_14	イイねっ!
BtlVoiceSlowlySpurt00_4	よし!
BtlVoiceSlowlySpurt00_5	よーし!
BtlVoiceSlowlySpurt00_6	ようし!
BtlVoiceSlowlySpurt00_7	よしよしっ!
BtlVoiceSlowlySpurt00_8	よしよし!
BtlVoiceSlowlySpurt00_9	よーしよし!
BtlVoiceSlowlySpurt00_10	オッケイ!
BtlVoiceSlowlySpurt00_11	オケイ!
BtlVoiceSlowlySpurt00_12	オケイ
BtlVoiceSlowlySpurt00_13	いいよ!
BtlVoiceSlowlySpurt00_14	いいよっ!
BtlVoiceSlowlySpurt00_15	いーよ!
BtlVoiceSlowlySpurt00_16	いいねっ
BtlVoiceSlowlySpurt00_17	いいね!
BtlVoiceSlowlySpurt00_18	イイねっ!
FlowchartMsg_JPja_szs\ChaseEnemy.msbt
ChaseEnemy_Pre	気を付けて…… この辺りは\n\x0e\0\x03\x02\0\0ゼニトリー\x0e\0\x03\x02ÿÿのテリトリーなんだ\x0e\x01\x03\x04\x96\0\0\0
ChaseEnemy_Pre3	しまった! ゼニトリーに\n見つかったみたいだ!\x0e\x01\x03\x04<\0\0\0
ChaseEnemy_Dash2	急いで逃げなきゃ!\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_Dash4	逃げて!\x0e\x01\x03\x04<\0\0\0
ChaseEnemy_OK	ふぅ…… 逃げ切れたようだね\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_NG	お金……とられちゃったね……\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_NGNoMoney	\x0e\n\0\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\00\0……お金持ってなかったから\nあきらめたみたいだね\x0e\x01\x03\x04x\0\0\0
FlowchartMsg_JPja_szs\Comment.msbt
Comment00	最近は\x0e\0\x03\x02\x01\0\x0e\x08\x06\x02\0\0\x0e\0\x03\x02ÿÿを\nがんばっているようですね!
Comment01	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0肩まわり\x0e\0\x03\x02ÿÿや \x0e\0\x03\x02\x01\0二の腕\x0e\0\x03\x02ÿÿを鍛えるのにオススメです
Comment02	\x0e\0\x03\x02\x01\0肩こりの改善\x0e\0\x03\x02ÿÿにも\n効果が期待できますよ!
Comment03	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0脇腹の筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment04	ひねる動きを意識して\n\x0e\0\x03\x02\x01\0ウエストのシェイプアップ\x0e\0\x03\x02ÿÿを目指しましょう!
Comment05	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0背骨まわりの筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment06	\x0e\0\x03\x02\x01\0姿勢の改善\x0e\0\x03\x02ÿÿにも\n効果が期待できますよ!
Comment07	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹まわりの筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment08	腰の骨を 横にずらすイメージです!\n\x0e\0\x03\x02\x01\0ウエストのシェイプアップ\x0e\0\x03\x02ÿÿを目指しましょう!
Comment09	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0肩\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0脇腹\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment10	脇腹の筋肉を縮めて\n\x0e\0\x03\x02\x01\0ウエストのシェイプアップ\x0e\0\x03\x02ÿÿを目指しましょう!
Comment11	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0太モモ\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0お尻\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment12	\x0e\0\x03\x02\x01\0ヒップアップ\x0e\0\x03\x02ÿÿの効果も 期待できますよ!
Comment13	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0肩まわり\x0e\0\x03\x02ÿÿや \x0e\0\x03\x02\x01\0二の腕\x0e\0\x03\x02ÿÿを鍛えるのにオススメです
Comment14	がんばって\n\x0e\0\x03\x02\x01\0引き締まった二の腕\x0e\0\x03\x02ÿÿを 目指していきましょう!
Comment15	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0下半身全体を鍛える\x0e\0\x03\x02ÿÿのにオススメです
Comment16	リズムにのって\n\x0e\0\x03\x02\x01\0脂肪を燃焼\x0e\0\x03\x02ÿÿさせていきましょう!
Comment17	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0骨盤まわりの筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment18	モモを上げることで\n\x0e\0\x03\x02\x01\0お腹のトレーニング\x0e\0\x03\x02ÿÿにもなりますよ!
Comment19	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0内モモ\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0お尻\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment20	しっかり左右に動いて\n\x0e\0\x03\x02\x01\0脂肪を燃焼\x0e\0\x03\x02ÿÿさせていきましょう!
Comment21	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0下半身全体を鍛える\x0e\0\x03\x02ÿÿのにオススメです
Comment22	リズムにのって\n\x0e\0\x03\x02\x01\0脂肪を燃焼\x0e\0\x03\x02ÿÿさせていきましょう!
Comment23	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0脚まわり\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment24	\x0e\0\x03\x02\x01\0割れた腹筋\x0e\0\x03\x02ÿÿと\x0e\0\x03\x02\x01\0美脚\x0e\0\x03\x02ÿÿ…\n同時に目指しちゃいましょう!
Comment25	\x0e\x08\x06\x02\0\0は\nいわゆる\x0e\0\x03\x02\x01\0割れた腹筋\x0e\0\x03\x02ÿÿを 目指すのにオススメです
Comment26	\x0e\0\x03\x02\x01\0ぽっこりお腹の改善\x0e\0\x03\x02ÿÿにも\n効果が期待できますよ!
Comment27	\x0e\x08\x06\x02\0\0は\nいわゆる\x0e\0\x03\x02\x01\0割れた腹筋\x0e\0\x03\x02ÿÿを 目指すのにオススメです
Comment28	6つに割れた\x0e\0\x03\x02\x01\0シックスパック\x0e\0\x03\x02ÿÿを\n目指していきましょう!
Comment29	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0短時間で全身を鍛える\x0e\0\x03\x02ÿÿのにオススメです
Comment30	しっかりヒザを引き寄せて\n\x0e\0\x03\x02\x01\0脂肪を燃焼\x0e\0\x03\x02ÿÿさせていきましょう!
Comment31	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0内モモ\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment32	\x0e\0\x03\x02\x01\0スッキリした美脚\x0e\0\x03\x02ÿÿを\n目指してがんばりましょう!
Comment33	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹の筋肉\x0e\0\x03\x02ÿÿや \x0e\0\x03\x02\x01\0体幹\x0e\0\x03\x02ÿÿを鍛えるのにオススメです
Comment34	\x0e\x08\x06\x02\0\0大変ですよね!\nそのぶん\x0e\0\x03\x02\x01\0高い効果\x0e\0\x03\x02ÿÿが期待できますよ!
Comment35	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹の前側\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment36	\x0e\0\x03\x02\x01\0下半身のストレッチ\x0e\0\x03\x02ÿÿとしても\n効果が期待できますよ!
Comment37	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0お尻\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment38	\x0e\0\x03\x02\x01\0ヒップアップ\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0姿勢改善\x0e\0\x03\x02ÿÿの\n効果も期待できますよ!
Comment39	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0内モモの筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment40	内モモを鍛えて\n\x0e\0\x03\x02\x01\0スッキリした美脚\x0e\0\x03\x02ÿÿを目指しましょう!
Comment41	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹の前面\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment42	\x0e\0\x03\x02\x01\0お腹についた余計な肉\x0e\0\x03\x02ÿÿを\n落とせるように がんばりましょう!
Comment43	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0内モモ\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment44	\x0e\0\x03\x02\x01\0割れた腹筋\x0e\0\x03\x02ÿÿと\x0e\0\x03\x02\x01\0美脚\x0e\0\x03\x02ÿÿ…\n同時に目指しちゃいましょう!
Comment45	\x0e\x08\x06\x02\0\0は\nお腹の\x0e\0\x03\x02\x01\0前と横を同時に鍛える\x0e\0\x03\x02ÿÿのにオススメです
Comment46	ひねる動きを意識して\n\x0e\0\x03\x02\x01\0ウエストのシェイプアップ\x0e\0\x03\x02ÿÿを目指しましょう!
Comment47	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0胸の筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment48	\x0e\0\x03\x02\x01\0バストアップ\x0e\0\x03\x02ÿÿにも\n効果が期待できますよ!
Comment49	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0二の腕\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0背中\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment50	\x0e\0\x03\x02\x01\0姿勢改善\x0e\0\x03\x02ÿÿや \x0e\0\x03\x02\x01\0肩こりの防止\x0e\0\x03\x02ÿÿにも\n効果が期待できますよ!
Comment51	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0肩まわり\x0e\0\x03\x02ÿÿや \x0e\0\x03\x02\x01\0二の腕\x0e\0\x03\x02ÿÿを鍛えるのにオススメです
Comment52	\x0e\0\x03\x02\x01\0腕まわりの引き締め\x0e\0\x03\x02ÿÿにも\n効果が期待できますよ!
Comment53	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0背中\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0二の腕\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment54	弓を引っ張るイメージで\n\x0e\0\x03\x02\x01\0引き締まった二の腕\x0e\0\x03\x02ÿÿを 目指していきましょう!
Comment55	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0背骨まわりの筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment56	\x0e\0\x03\x02\x01\0姿勢の改善\x0e\0\x03\x02ÿÿにも\n効果が期待できますよ!
Comment57	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0太モモ\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0お尻\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment58	太モモの大きな筋肉を鍛えて\n\x0e\0\x03\x02\x01\0基礎代謝のアップ\x0e\0\x03\x02ÿÿを目指しましょう!
Comment59	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0脇腹の筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment60	体の軸が ブレないことが大事です!\n\x0e\0\x03\x02\x01\0ウエストのシェイプアップ\x0e\0\x03\x02ÿÿを目指しましょう!
Comment61	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0二の腕の筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment62	重いものを 持ち上げるイメージで!\n\x0e\0\x03\x02\x01\0引き締まった二の腕\x0e\0\x03\x02ÿÿを 目指していきましょう!
Comment63	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0脇腹の筋肉\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment64	ひねる動きを意識して\n\x0e\0\x03\x02\x01\0ウエストのシェイプアップ\x0e\0\x03\x02ÿÿを目指しましょう!
Comment65	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0内モモ\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0お尻\x0e\0\x03\x02ÿÿの筋肉を 鍛えるのにオススメです
Comment66	つま先を しっかり外側に向けるのが大事です!\n\x0e\0\x03\x02\x01\0スッキリした美脚\x0e\0\x03\x02ÿÿを 目指していきましょう!
Comment67	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0太りにくいカラダ作り\x0e\0\x03\x02ÿÿにオススメです
Comment68	下半身の筋肉を鍛えて\n\x0e\0\x03\x02\x01\0代謝を上げて\x0e\0\x03\x02ÿÿいきましょう!
Comment69	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0背骨まわりの筋肉\x0e\0\x03\x02ÿÿを ほぐすのにオススメです
Comment70	\x0e\0\x03\x02\x01\0肩こり解消\x0e\0\x03\x02ÿÿの効果も 期待できますよ!
Comment71	\x0e\x08\x06\x02\0\0は\n英雄シリーズの1番ですね!
Comment72	しっかり腰を落として\n\x0e\0\x03\x02\x01\0体幹\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0下半身の強化\x0e\0\x03\x02ÿÿを目指しましょう!
Comment73	\x0e\x08\x06\x02\0\0は\n英雄シリーズの3番ですね!
Comment74	足腰を鍛えて 疲れにくい体を目指しましょう!\n理想は\x0e\0\x03\x02\x01\0アルファベットの「T」の形\x0e\0\x03\x02ÿÿですよ!
Comment75	\x0e\x08\x06\x02\0\0は\n英雄シリーズの2番ですね!
Comment76	下半身の強化だけでなく\n\x0e\0\x03\x02\x01\0肩こりの改善\x0e\0\x03\x02ÿÿにも 効果が期待できますよ!
Comment77	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お腹の筋肉をしっかり鍛える\x0e\0\x03\x02ÿÿのにオススメです
Comment78	かなりキツい運動ですよね\n\x0e\0\x03\x02\x01\0体幹の強化\x0e\0\x03\x02ÿÿにもつながりますよ!
Comment79	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0下半身\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0お腹\x0e\0\x03\x02ÿÿの引き締めにオススメです
Comment80	\x0e\0\x03\x02\x01\0消化機能を高める\x0e\0\x03\x02ÿÿ効果も 期待できますよ!
Comment81	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0内モモ\x0e\0\x03\x02ÿÿや\x0e\0\x03\x02\x01\0股関節\x0e\0\x03\x02ÿÿの \x0e\0\x03\x02\x01\0柔軟性アップ\x0e\0\x03\x02ÿÿにオススメです
Comment82	しっかりと 呼吸に意識を向けましょう!\n\x0e\0\x03\x02\x01\0リラックス効果\x0e\0\x03\x02ÿÿも 期待できますよ!
Comment83	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0お尻まわりのストレッチ\x0e\0\x03\x02ÿÿに オススメのポーズです
Comment84	肩甲骨は 真ん中によせるイメージです!\n\x0e\0\x03\x02\x01\0肩こりの解消\x0e\0\x03\x02ÿÿも 期待できますよ!
Comment85	\x0e\x08\x06\x02\0\0は\n\x0e\0\x03\x02\x01\0バランス感覚\x0e\0\x03\x02ÿÿを 鍛えるのにオススメです
Comment86	\x0e\0\x03\x02\x01\0むくみの改善\x0e\0\x03\x02ÿÿも 期待できますよ!
FlowchartMsg_JPja_szs\CustomOpening.msbt
CustomOpening00	カスタムモードにようこそ!
CustomOpening01	ここでは 気に入った種目を\n\x0e\0\x03\x02\x01\0自由に組み合わせて \x0e\0\x03\x02ÿÿ運動できます
CustomOpening02	あなただけの\n\x0e\0\x03\x02\x01\0フィットネスリスト\x0e\0\x03\x02ÿÿを つくりましょう!
CustomOpening03	まずは あなたの体重を教えてください\n(カロリー計算に使用します)\x0e\x01\x04\x06&\0'\0\0\x01
CustomOpening04	では とりあえず\n仮の体重を 入れておきますね
CustomOpening05	体重をもとに\n消費カロリーの計算をしますので…
CustomOpening06	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x01\0マイメニュー\x0e\0\x03\x02ÿÿで\nいつでも変更してみてください
CustomOpening07	体重 \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Íkg\x0e\0\x03\x02ÿÿ ですね
CustomOpening08	体重 \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Íst. \x0e\0\x03\x02ÿÿ \x0e\0\x03\x02\x01\0\x0eú\x02\x04\x01\0\0Ílb. \x0e\0\x03\x02ÿÿですね
CustomOpening19	次は リングコンとレッグバンドを\n\x0e\0\x03\x02\x01\0あなたの力に合わせて\x0e\0\x03\x02ÿÿ調整します
CustomOpening20	お疲れさまでした\nそれでは \x0e\0\x03\x02\x01\0カスタムモード\x0e\0\x03\x02ÿÿを楽しんでください!
0038	入力する
0039	後で入力する
FlowchartMsg_JPja_szs\CustomPetitIntro.msbt
CustomPetitIntro00	おはようございます\nカスタムモード \x0eú\x04\x04\0\0\0Í日目です
CustomPetitIntro01	こんにちは\nカスタムモード \x0eú\x04\x04\0\0\0Í日目です
CustomPetitIntro02	こんばんは\nカスタムモード \x0eú\x04\x04\0\0\0Í日目です
CustomPetitIntro03	今日も がんばっていきましょう!
CustomPetitIntro04	継続して がんばってますね!
CustomPetitIntro05	今日も いい汗かいていきましょう!
CustomPetitIntro06	今日も 楽しんで フィットネスしましょう!
CustomPetitIntro07	今日も フィットネス日和ですね!
CustomPetitIntro08	今日も 気持ちよく 体を動かしましょう!
FlowchartMsg_JPja_szs\Demo_Ending.msbt
Ending00	みんな!\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending01	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0こんなすがすがしい気分は久々だ\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending02	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0ありがとう\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending04	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0ありがとう みんな……\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending05	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0全力を出し切るってのは\n気持ちがいいものだな……\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending07	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0これでハッキリしたな……\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending08	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0\x0e\x0b\0\0……\nお前はもう大丈夫だ……\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
FlowchartMsg_JPja_szs\Demo_Opening.msbt
Opening	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0……\x0e\x0b\0\0
Opening_03	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0そう お前だ……\n\x0e\x0b\0\0……
Opening_01	\x0e\n\n\n\x08\0S\0a\0d\01\0ここから 俺を出してくれ……
Opening_02	\x0e\n\n\n\x08\0S\0a\0d\01\0このままでは\n世界が 大変なことになる……
Opening_05	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\00\0まんまと だまされおって\nマヌケな奴だ\n\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0それにしても いまいましいリングめ\nこの俺を あんな所に閉じ込めやがって……
Opening_06	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0俺の力は もうすぐ完成する……\nもう誰にも邪魔はさせん!
Opening_07	{s[150]}待て ドラゴっ!\x0e\x01\0\x04<\0\0\0{s[100]}
Opening_08	……ああ\n驚かしてごめんよ\nアイツは \x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿ\n\x0e\0\x03\x02\0\0闇のオーラ\x0e\0\x03\x02ÿÿを放つドラゴン
Opening_21	まさか あんな力が\n残っていたなんて……
Opening_09	\x0eÉ\n\x08\x02\0ÕP\x02\0Áyは\x0e\0\x03\x02\0\0リング\x0e\0\x03\x02ÿÿ
Opening_22	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0アイツ\x0e\0\x03\x02ÿÿの放つ \x0e\0\x03\x02\0\0闇のオーラ\x0e\0\x03\x02ÿÿは\n色んな物を狂わせるんだ\nこのまま 放っておくと\n世界が\x0e\0\x03\x02\0\0闇のオーラ\x0e\0\x03\x02ÿÿに包まれ 大変なことに……
Opening_23	ただ もう\x0eÉ\n\x08\x02\0ÕP\x02\0Áyだけの力では……
Opening_10	んっ……\n君は ここの人間じゃなさそうだね……
Opening_25	でも……\nうんうん…… なかなか……
Opening_20	出会いとトレーニングは\n場所を選ばず!
Opening_24	\x0eÉ\n\x08\x02\0ÕP\x02\0Áyに ちょっと\n右手をかざしてみてくれないかな?\x0e\x01\x03\x04\x96\0\0\0
FlowchartMsg_JPja_szs\Demo_RingChange.msbt
Change	やっぱり現れたね!
Change_03	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0ドラゴ\x0e\0\x03\x02ÿÿが生み出した \x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔物\x0e\0\x03\x02ÿÿには\n\x0e\0\x03\x02\0\0フィットバトル\x0e\0\x03\x02ÿÿでしか 攻撃できないんだ!
Change_00	でも 安心していいよ!\n\n\x0e\0\x03\x02\0\0フィットバトル\x0e\0\x03\x02ÿÿなら
Change_01	{s[150]}\x0eÉ\n\x08\x02\0ÕP\x02\0Áyにまかせて!{s[100]}
Change_02	\x0e\0\x03\x02\0\0フィットバトル\x0e\0\x03\x02ÿÿは\nいわば \x0e\0\x03\x02\0\0運動エネルギー\x0e\0\x03\x02ÿÿのぶつけ合い!\nまずは肩慣らしに\n\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0アイツ\x0e\0\x03\x02ÿÿをやっつけよう!
