FlowchartMsg_TWzh_szs\ActivityAchievements.msbt
Conjunction00	此外……！
BtlVoiceSlowlySpurt00_5	好～！
BtlVoiceSlowlySpurt00_6	好欸！
BtlVoiceSlowlySpurt00_7	很好！
BtlVoiceSlowlySpurt00_8	很好！
BtlVoiceSlowlySpurt00_9	很～好！
BtlVoiceSlowlySpurt00_10	O～Kay！
BtlVoiceSlowlySpurt00_11	Okay！
BtlVoiceSlowlySpurt00_12	OK
BtlVoiceSlowlySpurt00_13	很好！
BtlVoiceSlowlySpurt00_14	很好啊！
BtlVoiceSlowlySpurt00_15	很～好！
BtlVoiceSlowlySpurt00_16	很棒。
BtlVoiceSlowlySpurt00_17	很棒呢！
BtlVoiceSlowlySpurt00_18	很棒喔！
FlowchartMsg_TWzh_szs\ChaseEnemy.msbt
ChaseEnemy_Pre	小心……這一帶是\n\x0e\0\x03\x02\0\0奪金鳥\x0e\0\x03\x02ÿÿ的地盤\x0e\x01\x03\x04\x96\0\0\0
ChaseEnemy_Pre3	糟了！好像被\n奪金鳥發現了！\x0e\x01\x03\x04<\0\0\0
ChaseEnemy_Dash2	得快逃才行！\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_Dash4	快逃啊！\x0e\x01\x03\x04<\0\0\0
ChaseEnemy_OK	呼……看來成功擺脫了\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_NG	錢被……搶走了……\x0e\x01\x03\x04x\0\0\0
ChaseEnemy_NGNoMoney	\x0e\n\t\x16\x14\0L\0a\0u\0g\0h\0_\0l\0o\0w\00\0……因為身上沒有錢，\n所以好像放棄了。\x0e\x01\x03\x04x\0\0\0
FlowchartMsg_TWzh_szs\Comment.msbt
Comment00	最近你很認真在做\x0e\0\x03\x02\x01\0\x0e\x08\x06\x02\0\0\x0e\0\x03\x02ÿÿ喔！
Comment01	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0肩膀附近\x0e\0\x03\x02ÿÿ跟\x0e\0\x03\x02\x01\0上臂\x0e\0\x03\x02ÿÿ。
Comment02	\x0e\0\x03\x02\x01\0亦有改善肩頸痠痛\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment03	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0側腹的肌肉\x0e\0\x03\x02ÿÿ。
Comment04	注意扭動時的動作，\n以\x0e\0\x03\x02\x01\0雕塑腰身\x0e\0\x03\x02ÿÿ為目標吧！
Comment05	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0脊骨附近的肌肉\x0e\0\x03\x02ÿÿ。
Comment06	亦有\x0e\0\x03\x02\x01\0改善姿勢\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment07	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部附近的肌肉\x0e\0\x03\x02ÿÿ。
Comment08	想像將腰骨往旁邊移！\n以\x0e\0\x03\x02\x01\0雕塑腰身\x0e\0\x03\x02ÿÿ為目標吧！
Comment09	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0肩膀\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0側腹\x0e\0\x03\x02ÿÿ的肌肉。
Comment10	收緊側腹的肌肉，\n以\x0e\0\x03\x02\x01\0雕塑腰身\x0e\0\x03\x02ÿÿ為目標！
Comment11	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0大腿\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0臀部\x0e\0\x03\x02ÿÿ的肌肉。
Comment12	亦有\x0e\0\x03\x02\x01\0提臀\x0e\0\x03\x02ÿÿ的效果喔！
Comment13	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0肩膀附近\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0上臂\x0e\0\x03\x02ÿÿ。
Comment14	努力打造出\n\x0e\0\x03\x02\x01\0緊實的上臂\x0e\0\x03\x02ÿÿ吧！
Comment15	\x0e\x08\x06\x02\0\0適合用來\n\x0e\0\x03\x02\x01\0鍛鍊下半身各部位\x0e\0\x03\x02ÿÿ。
Comment16	配合節奏，\n讓\x0e\0\x03\x02\x01\0脂肪燃燒\x0e\0\x03\x02ÿÿ吧！
Comment17	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0骨盤附近的肌肉\x0e\0\x03\x02ÿÿ。
Comment18	透過抬腿，\n亦能夠\x0e\0\x03\x02\x01\0鍛鍊到腹部\x0e\0\x03\x02ÿÿ！
Comment19	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0大腿內側\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0臀部\x0e\0\x03\x02ÿÿ的肌肉。
Comment20	仔細左右擺動，\n讓\x0e\0\x03\x02\x01\0脂肪燃燒\x0e\0\x03\x02ÿÿ吧！
Comment21	\x0e\x08\x06\x02\0\0適合用來\n\x0e\0\x03\x02\x01\0鍛鍊下半身各部位\x0e\0\x03\x02ÿÿ。
Comment22	配合節奏，\n讓\x0e\0\x03\x02\x01\0脂肪燃燒\x0e\0\x03\x02ÿÿ吧！
Comment23	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0腿部附近\x0e\0\x03\x02ÿÿ的肌肉。
Comment24	\x0e\0\x03\x02\x01\0線條分明的腹肌\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0美腿\x0e\0\x03\x02ÿÿ……\n同時朝目標邁進吧！
Comment25	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0線條分明的腹肌\x0e\0\x03\x02ÿÿ。
Comment26	亦有\x0e\0\x03\x02\x01\0改善小腹\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment27	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0線條分明的腹肌\x0e\0\x03\x02ÿÿ。
Comment28	以塊塊分明的\n\x0e\0\x03\x02\x01\0六塊肌\x0e\0\x03\x02ÿÿ為目標吧！
Comment29	\x0e\x08\x06\x02\0\0適合在\n\x0e\0\x03\x02\x01\0短時間內鍛鍊全身上下\x0e\0\x03\x02ÿÿ。
Comment30	將膝蓋確實向胸口靠近，\n\x0e\0\x03\x02\x01\0燃燒脂肪\x0e\0\x03\x02ÿÿ吧！
Comment31	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0大腿內側\x0e\0\x03\x02ÿÿ的肌肉。
Comment32	以\x0e\0\x03\x02\x01\0緊實的美腿\n\x0e\0\x03\x02ÿÿ為目標努力吧！
Comment33	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部的肌肉\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0軀幹\x0e\0\x03\x02ÿÿ。
Comment34	\x0e\x08\x06\x02\0\0很辛苦呢！\n但相對的，能期待得到\x0e\0\x03\x02\x01\0更佳的效果\x0e\0\x03\x02ÿÿ喔！
Comment35	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部前側\x0e\0\x03\x02ÿÿ。
Comment36	亦有\x0e\0\x03\x02\x01\0伸展下半身\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment37	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0臀部\x0e\0\x03\x02ÿÿ。
Comment38	亦有\x0e\0\x03\x02\x01\0提臀\x0e\0\x03\x02ÿÿ與\n\x0e\0\x03\x02\x01\0改善儀態\x0e\0\x03\x02ÿÿ的效果喔！
Comment39	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0大腿內側的肌肉\x0e\0\x03\x02ÿÿ。
Comment40	鍛鍊大腿內側，\n以\x0e\0\x03\x02\x01\0緊實美腿\x0e\0\x03\x02ÿÿ為目標吧！
Comment41	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部前面\x0e\0\x03\x02ÿÿ。
Comment42	努力消除\n\x0e\0\x03\x02\x01\0長在腹部的贅肉\x0e\0\x03\x02ÿÿ吧！
Comment43	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0腹部\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0大腿內側\x0e\0\x03\x02ÿÿ。
Comment44	\x0e\0\x03\x02\x01\0線條分明的腹肌\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0美腿\x0e\0\x03\x02ÿÿ……\n同時朝目標邁進吧！
Comment45	\x0e\x08\x06\x02\0\0適合用來\n同時鍛鍊腹部的\x0e\0\x03\x02\x01\0前面與側面\x0e\0\x03\x02ÿÿ。
Comment46	注意扭動時的動作，\n以\x0e\0\x03\x02\x01\0雕塑腰身\x0e\0\x03\x02ÿÿ為目標吧！
Comment47	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0胸部的肌肉\x0e\0\x03\x02ÿÿ。
Comment48	亦有\x0e\0\x03\x02\x01\0提胸\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment49	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0上臂\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0背部\x0e\0\x03\x02ÿÿ的肌肉。
Comment50	亦有\x0e\0\x03\x02\x01\0改善儀態\x0e\0\x03\x02ÿÿ與\n\x0e\0\x03\x02\x01\0防止肩頸痠痛\x0e\0\x03\x02ÿÿ的效果喔！
Comment51	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0肩膀附近\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0上臂\x0e\0\x03\x02ÿÿ。
Comment52	亦有\x0e\0\x03\x02\x01\0緊實手臂\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment53	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0背部\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0上臂\x0e\0\x03\x02ÿÿ的肌肉。
Comment54	想像成拉弓的動作，\n以\x0e\0\x03\x02\x01\0緊實上臂\x0e\0\x03\x02ÿÿ為目標吧！
Comment55	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0脊骨附近的肌肉\x0e\0\x03\x02ÿÿ。
Comment56	亦有\x0e\0\x03\x02\x01\0改善姿勢\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment57	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0大腿\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0臀部\x0e\0\x03\x02ÿÿ的肌肉。
Comment58	鍛鍊大腿的大塊肌肉群，\n以\x0e\0\x03\x02\x01\0提升基礎代謝\x0e\0\x03\x02ÿÿ為目標吧！
Comment59	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0側腹的肌肉\x0e\0\x03\x02ÿÿ。
Comment60	重點是保持身體的重心！\n以\x0e\0\x03\x02\x01\0雕塑腰身\x0e\0\x03\x02ÿÿ為目標吧！
Comment61	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0上臂的肌肉\x0e\0\x03\x02ÿÿ。
Comment62	想像成是搬起重物！\n以\x0e\0\x03\x02\x01\0緊實上臂\x0e\0\x03\x02ÿÿ為目標吧！
Comment63	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0側腹的肌肉\x0e\0\x03\x02ÿÿ。
Comment64	注意扭動時的動作，\n以\x0e\0\x03\x02\x01\0雕塑腰身\x0e\0\x03\x02ÿÿ為目標吧！
Comment65	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0大腿內側\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0臀部\x0e\0\x03\x02ÿÿ的肌肉。
Comment66	重點是指尖要確實朝外！\n以\x0e\0\x03\x02\x01\0緊實美腿\x0e\0\x03\x02ÿÿ為目標吧！
Comment67	\x0e\x08\x06\x02\0\0適合用來\n打造\x0e\0\x03\x02\x01\0不易發胖的體質\x0e\0\x03\x02ÿÿ。
Comment68	鍛鍊下半身的肌肉，\n藉此來\x0e\0\x03\x02\x01\0提升代謝\x0e\0\x03\x02ÿÿ吧！
Comment69	\x0e\x08\x06\x02\0\0適合用來\n放鬆\x0e\0\x03\x02\x01\0脊骨附近的肌肉\x0e\0\x03\x02ÿÿ。
Comment70	亦有\x0e\0\x03\x02\x01\0消除肩頸痠痛\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment71	\x0e\x08\x06\x02\0\0是\n英雄系列的第1項！
Comment72	確實將重心放低，\n以\x0e\0\x03\x02\x01\0強化軀幹\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0下半身\x0e\0\x03\x02ÿÿ為目標吧！
Comment73	\x0e\x08\x06\x02\0\0是\n英雄系列的第3項！
Comment74	鍛鍊腰腿，以打造不易疲累的身體為目標吧！\n理想是\x0e\0\x03\x02\x01\0英文字母的「T」型\x0e\0\x03\x02ÿÿ喔！
Comment75	\x0e\x08\x06\x02\0\0是\n英雄系列的第2項！
Comment76	不僅是強化下半身，\n亦有\x0e\0\x03\x02\x01\0改善肩頸痠痛\x0e\0\x03\x02ÿÿ的效果！
Comment77	\x0e\x08\x06\x02\0\0適合用來\n\x0e\0\x03\x02\x01\0確實鍛鍊腹部的肌肉\x0e\0\x03\x02ÿÿ。
Comment78	這是很吃力的運動，\n亦有助於\x0e\0\x03\x02\x01\0強化軀幹\x0e\0\x03\x02ÿÿ喔！
Comment79	\x0e\x08\x06\x02\0\0適合用來\n緊實\x0e\0\x03\x02\x01\0下半身\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0腹部\x0e\0\x03\x02ÿÿ。
Comment80	亦有\x0e\0\x03\x02\x01\0提高消化功能\x0e\0\x03\x02ÿÿ的\n效果喔！
Comment81	\x0e\x08\x06\x02\0\0適合用來\n\x0e\0\x03\x02\x01\0提升大腿內側\x0e\0\x03\x02ÿÿ與\x0e\0\x03\x02\x01\0髖關節\x0e\0\x03\x02ÿÿ的\x0e\0\x03\x02\x01\0柔軟度\x0e\0\x03\x02ÿÿ。
Comment82	請確實注意到呼吸！\n亦有\x0e\0\x03\x02\x01\0放鬆\x0e\0\x03\x02ÿÿ的效果喔！
Comment83	\x0e\x08\x06\x02\0\0是適合用來\n\x0e\0\x03\x02\x01\0伸展臀部附近\x0e\0\x03\x02ÿÿ的姿勢。
Comment84	想像成肩胛骨往正中心集中！\n亦有\x0e\0\x03\x02\x01\0消除肩頸痠痛\x0e\0\x03\x02ÿÿ的效果喔！
Comment85	\x0e\x08\x06\x02\0\0適合用來\n鍛鍊\x0e\0\x03\x02\x01\0平衡感\x0e\0\x03\x02ÿÿ。
Comment86	亦有\x0e\0\x03\x02\x01\0改善水腫\x0e\0\x03\x02ÿÿ的\n效果！
FlowchartMsg_TWzh_szs\CustomOpening.msbt
CustomOpening00	歡迎來到自訂模式！
CustomOpening01	你可以在這裡\x0e\0\x03\x02\x01\0自由組合\n\x0e\0\x03\x02ÿÿ自己喜歡的運動項目進行訓練。
CustomOpening02	建立專屬於你的\n\x0e\0\x03\x02\x01\0健身清單\x0e\0\x03\x02ÿÿ吧！
CustomOpening03	首先，請告訴我你的體重。\n（將用於計算熱量）\x0e\x01\x04\x06&\0'\0\0\x01
CustomOpening04	那就先輸入\n暫定的體重吧。
CustomOpening05	接下來將以體重為基準，\n計算消耗的熱量……
CustomOpening06	之後可以隨時\n在\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\x01\0個人選單\x0e\0\x03\x02ÿÿ中進行更改。
CustomOpening07	你的體重是 \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Íkg \x0e\0\x03\x02ÿÿ。
CustomOpening08	你的體重是 \x0e\0\x03\x02\x01\0\x0eú\x02\x04\0\0\0Íst. \x0eú\x02\x04\x01\0\0Ílb. \x0e\0\x03\x02ÿÿ。
CustomOpening19	接下來將\x0e\0\x03\x02\x01\0配合你的力道\x0e\0\x03\x02ÿÿ\n調整Ring-Con及腿部固定帶。
CustomOpening20	感謝你的配合，\n請好好享受\x0e\0\x03\x02\x01\0自訂模式\x0e\0\x03\x02ÿÿ吧！
0038	輸入
0039	稍後輸入
FlowchartMsg_TWzh_szs\CustomPetitIntro.msbt
CustomPetitIntro00	早安，\n今天是自訂模式的第\x0eú\x04\x04\0\0\0Í天。
CustomPetitIntro01	午安，\n今天是自訂模式的第\x0eú\x04\x04\0\0\0Í天。
CustomPetitIntro02	晚安，\n今天是自訂模式的第\x0eú\x04\x04\0\0\0Í天。
CustomPetitIntro03	今天也要加油喔！
CustomPetitIntro04	你持續努力了很久呢！
CustomPetitIntro05	今天也好好流汗吧！
CustomPetitIntro06	今天也開心健身吧！
CustomPetitIntro07	今天也是適合健身的日子呢！
CustomPetitIntro08	今天也舒服地動一動身體吧！
FlowchartMsg_TWzh_szs\Demo_Ending.msbt
Ending00	各位！\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending01	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0好久沒有這麼神清氣爽了。\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending02	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0委屈你們了啊。\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending04	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0謝謝你們……\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending05	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0使盡全力\n原來是這麼痛快的一件事……\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending07	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0這下子總算清楚了……\x0e\x01\0\x04ð\0\0\0\x0e\x01\x03\x04\x01\0\0\0
Ending08	\x0e\n\n\x0c\n\0E\0a\0s\0e\00\0\x0e\x0b\0\0……\n你已經沒問題了……\x0e\x01\0\x04,\x01\0\0\x0e\x01\x03\x04\x01\0\0\0
FlowchartMsg_TWzh_szs\Demo_Opening.msbt
Opening	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0……\x0e\x0b\0\0
Opening_03	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0沒錯，就是你……\n\x0e\x0b\0\0……
Opening_01	\x0e\n\n\n\x08\0S\0a\0d\01\0把我從這裡解放出去吧……
Opening_02	\x0e\n\n\n\x08\0S\0a\0d\01\0再這樣下去的話，\n這個世界會滅亡的……
Opening_05	\x0e\n\n\x0e\x0c\0L\0a\0u\0g\0h\00\0你竟然就這樣乖乖上當了，\n真是個傻子。\n\n\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0話說回來，可恨的靈環，\n竟敢把我關在那種地方……
Opening_06	\x0e\n\n\x0e\x0c\0H\0a\0p\0p\0y\00\0我的力量很快就會復原……\n到時候就沒有人能阻止我了！
Opening_07	{s[150]}墮拉攻、等等！\x0e\x01\0\x04<\0\0\0{s[100]}
Opening_08	……啊啊，\n嚇到你了真抱歉。\n\n那傢伙是\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ，\n是散發著\x0e\0\x03\x02\0\0黑暗氣息\x0e\0\x03\x02ÿÿ的龍。
Opening_21	他竟然殘留著\n那樣的力量……
Opening_09	我是\x0e\0\x03\x02\0\0靈環\x0e\0\x03\x02ÿÿ。
Opening_22	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0那傢伙\x0e\0\x03\x02ÿÿ所釋放的\x0e\0\x03\x02\0\0黑暗氣息\x0e\0\x03\x02ÿÿ\n會讓各種事物發狂。\n\n就這麼放任不管的話，\n世界將會被\x0e\0\x03\x02\0\0黑暗氣息\x0e\0\x03\x02ÿÿ所籠罩，發生不妙的事……
Opening_23	可是單只有我的力量的話……
Opening_10	嗯……\n你好像不是這裡的人對吧……
Opening_25	可是……\n嗯嗯……相當的……
Opening_20	相遇和訓練是\n不分場合的！
Opening_24	你能把右手放在\n我身上一下嗎？\x0e\x01\x03\x04\x96\0\0\0
FlowchartMsg_TWzh_szs\Demo_RingChange.msbt
Change	果然出現了！
Change_03	\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ孕育出的\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0魔獸\x0e\0\x03\x02ÿÿ\n只能以\x0e\0\x03\x02\0\0健身戰鬥\x0e\0\x03\x02ÿÿ進行攻擊！
Change_00	但放心吧！\n\n\n\x0e\0\x03\x02\0\0健身戰鬥\x0e\0\x03\x02ÿÿ的話，
Change_01	{s[150]}就交給我吧！{s[100]}
Change_02	\x0e\0\x03\x02\0\0健身戰鬥\x0e\0\x03\x02ÿÿ是\n\x0e\0\x03\x02\0\0運動能量\x0e\0\x03\x02ÿÿ的碰撞！\n\n作為熱身\n先擊倒\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0那傢伙\x0e\0\x03\x02ÿÿ吧！
FlowchartMsg_TWzh_szs\Demo_RingUpdate.msbt
FlowchartMsg_TWzh_szs\Demo_Synchro.msbt
Synchro	{s[150]}完成同步！{s[100]}
Synchro_00	這樣我們就一心同體了！\n來追趕\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ\x0e\0\x03\x02\0\0墮拉攻\x0e\0\x03\x02ÿÿ吧！！
Synchro_01	欸？
Synchro_02	……當、當然\n會一起去的……對吧？
Synchro_03	你的\x0e\0\x03\x02\0\0運動量越大\x0e\0\x03\x02ÿÿ，就越能跟我同步，\n頭髮的火焰就會\x0e\0\x03\x02\0\0燃燒得更旺盛\x0e\0\x03\x02ÿÿ！
Synchro_04	今後請多多指教！\n\x0e\x0b\0\0！
FlowchartMsg_TWzh_szs\Demo_W1BPost.msbt
Post_Prologue_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0唔唔……\n看來力量還沒完全復原……
Post_Prologue_02	\x0e\n\n\n\x08\0S\0a\0d\00\0\x0e\x0b\0\0……\n如此一來，你也一樣是我的敵人了……
Post_Prologue_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0你會後悔跟\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ那傢伙\n扯上關係的！
Post_Battle_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0……唔！\n沒想到失去力量後，竟然還能如此善戰……
Post_Battle_02	\x0e\n\n\n\x08\0S\0a\0d\00\0我遵守約定……把\x0e\0\x01\x02\0\0\x0e\0\x01\x02ÿÿ力量還給你吧……\n但我所擁有的只是其中1個而已……
Post_Battle_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0其他的我全都扔掉了，\n你就自己想辦法去找吧。
Post_Smoothie_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0黑暗氣息將力量賜給了我，\n而我也將力量加諸在黑暗氣息之上……
Post_Smoothie_02	\x0e\n\n\n\x08\0S\0a\0d\00\0只要黑暗氣息沒有消失，\n我就是不死之身……
Post_Smoothie_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0無論你們來幾次，結果都是一樣的……
Post_IKADA_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0毫不留情啊……與我相比之下，\n你才是更加危險的那個……
Post_IKADA_02	\x0e\n\n\n\x08\0S\0a\0d\00\0要從你這種危險人物手中獨自保護自己，\n也已經變難了……
Post_IKADA_03	\x0e\n\n\x0e\x0c\0T\0h\0i\0n\0k\01\0看來我得鞏固防禦才行……
Post_Master4_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0唔……\n看來跟他們戰鬥時造成的疲勞還沒回復……
Post_Master4_02	\x0e\n\n\n\x08\0S\0a\0d\00\0無所謂了……\n反正他們之後也還派得上用場……
Post_Master4_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0我也正好\n想要『鞏固防禦』了。
Post_ElDorago_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0唔……為了控制四大師，\n消耗太多黑暗氣息了……
Post_ElDorago_02	\x0e\n\n\n\x08\0S\0a\0d\00\0看來現在的我，\n似乎已經沒有多餘的力量能跟你抗衡了。
Post_ElDorago_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0不過既然我們是朋友，\n你應該願意放我一馬吧？靈環！
Post_RunningBeauty_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0我只是利用黑暗氣息\n引誘出那些傢伙的慾望……
Post_RunningBeauty_02	\x0e\n\n\n\x08\0S\0a\0d\00\0你從以前就是個\n慾望薰心的人……
Post_RunningBeauty_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0夢想和慾望是一樣的……\n你沒有資格阻礙我們的慾望！
Post_Amaterasu_01	\x0e\n\n\x10\x0e\0D\0a\0m\0a\0g\0e\00\0唔……
Post_Amaterasu_02	\x0e\n\n\n\x08\0S\0a\0d\00\0虧我還特地用了天雨大神之淚\n讓自己回復……
Post_Amaterasu_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0沒辦法……\n在傷勢痊癒之前，接下來只能先靠他了……
Post_Dojo_01	\x0e\n\n\x12\x10\0R\0e\0g\0r\0e\0t\0N\01\0跟平時相比，你的鬥志又更高昂了……
Post_Dojo_02	\x0e\n\n\n\x08\0S\0a\0d\00\0因為失戀的瘡疤被揭開，\n所以想出氣是吧……
Post_Dojo_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0追尋著遙不可及的理想……\n不就跟現在的你一樣嗎？
Post_GameLand_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0為什麼……\n我明明是這個世界的主角……
Post_GameLand_02	\x0e\n\n\n\x08\0S\0a\0d\00\0卻三番兩次敗給\n這種傢伙……
Post_GameLand_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0但最後獲勝的人才是主角，\n然後那個人就是我！
Post_ElDorago2_01	\x0e\n\n\x10\x0e\0R\0e\0g\0r\0e\0t\01\0唔……沒想到你取回所有力量後會這麼強……\n我太小看你了。
Post_ElDorago2_02	\x0e\n\n\n\x08\0S\0a\0d\00\0再這樣下去的話，\n可就真的不妙了……
Post_ElDorago2_03	\x0e\n\n\x14\x12\0R\0e\0s\0p\0o\0n\0s\0e\01\0看來……\n我也是時候該使出『那股力量』了……
