bag
SS_bag_000	おこづかい
ATKMSG_M_012	[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_Y_012	野生の　[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_E_012	相手の　[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_T_012	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_M_014	[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_Y_014	野生の　[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_E_014	相手の　[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_T_014	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_M_015	[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_Y_015	野生の　[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_E_015	相手の　[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_T_015	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_M_016	[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_Y_016	野生の　[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_E_016	相手の　[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_T_016	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_M_017	[VAR 0101(0000)]の\nつばさでうつ　攻撃！
ATKMSG_Y_017	野生の　[VAR 0101(0000)]の\nつばさでうつ　攻撃！
ATKMSG_E_017	相手の　[VAR 0101(0000)]の\nつばさでうつ　攻撃！
ATKMSG_T_017	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつばさでうつ　攻撃！
ATKMSG_M_018	[VAR 0101(0000)]の\nふきとばし！
ATKMSG_Y_018	野生の　[VAR 0101(0000)]の\nふきとばし！
ATKMSG_E_018	相手の　[VAR 0101(0000)]の\nふきとばし！
ATKMSG_T_018	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふきとばし！
ATKMSG_M_019	[VAR 0101(0000)]の\nそらをとぶ　攻撃！
ATKMSG_Y_019	野生の　[VAR 0101(0000)]の\nそらをとぶ　攻撃！
ATKMSG_E_019	相手の　[VAR 0101(0000)]の\nそらをとぶ　攻撃！
ATKMSG_T_019	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nそらをとぶ　攻撃！
ATKMSG_M_020	[VAR 0101(0000)]の\nしめつける　攻撃！
ATKMSG_Y_020	野生の　[VAR 0101(0000)]の\nしめつける　攻撃！
ATKMSG_E_020	相手の　[VAR 0101(0000)]の\nしめつける　攻撃！
ATKMSG_T_020	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしめつける　攻撃！
ATKMSG_M_021	[VAR 0101(0000)]の\nたたきつける　攻撃！
ATKMSG_Y_021	野生の　[VAR 0101(0000)]の\nたたきつける　攻撃！
ATKMSG_E_021	相手の　[VAR 0101(0000)]の\nたたきつける　攻撃！
ATKMSG_T_021	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nたたきつける　攻撃！
ATKMSG_M_022	[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_Y_022	野生の　[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_E_022	相手の　[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_T_022	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_M_023	[VAR 0101(0000)]の\nふみつけ！
ATKMSG_Y_023	野生の　[VAR 0101(0000)]の\nふみつけ！
ATKMSG_E_023	相手の　[VAR 0101(0000)]の\nふみつけ！
ATKMSG_T_023	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふみつけ！
ATKMSG_M_024	[VAR 0101(0000)]の\nにどげり！
ATKMSG_Y_024	野生の　[VAR 0101(0000)]の\nにどげり！
ATKMSG_E_024	相手の　[VAR 0101(0000)]の\nにどげり！
ATKMSG_T_024	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nにどげり！
ATKMSG_M_025	[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_Y_025	野生の　[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_E_025	相手の　[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_T_025	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_M_028	[VAR 0101(0000)]の\nすなかけ！
ATKMSG_Y_028	野生の　[VAR 0101(0000)]の\nすなかけ！
ATKMSG_E_028	相手の　[VAR 0101(0000)]の\nすなかけ！
ATKMSG_T_028	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nすなかけ！
ATKMSG_M_029	[VAR 0101(0000)]の\nずつき！
ATKMSG_Y_029	野生の　[VAR 0101(0000)]の\nずつき！
ATKMSG_E_029	相手の　[VAR 0101(0000)]の\nずつき！
ATKMSG_T_029	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nずつき！
ATKMSG_M_030	[VAR 0101(0000)]の\nつのでつく　攻撃！
ATKMSG_Y_030	野生の　[VAR 0101(0000)]の\nつのでつく　攻撃！
ATKMSG_E_030	相手の　[VAR 0101(0000)]の\nつのでつく　攻撃！
ATKMSG_T_030	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつのでつく　攻撃！
ATKMSG_M_031	[VAR 0101(0000)]の\nみだれづき！
ATKMSG_Y_031	野生の　[VAR 0101(0000)]の\nみだれづき！
ATKMSG_E_031	相手の　[VAR 0101(0000)]の\nみだれづき！
ATKMSG_T_031	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nみだれづき！
ATKMSG_M_032	[VAR 0101(0000)]の\nつのドリル！
ATKMSG_Y_032	野生の　[VAR 0101(0000)]の\nつのドリル！
ATKMSG_E_032	相手の　[VAR 0101(0000)]の\nつのドリル！
ATKMSG_T_032	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつのドリル！
ATKMSG_M_033	[VAR 0101(0000)]の\nたいあたり！
ATKMSG_Y_033	野生の　[VAR 0101(0000)]の\nたいあたり！
ATKMSG_E_033	相手の　[VAR 0101(0000)]の\nたいあたり！
ATKMSG_T_033	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nたいあたり！
ATKMSG_M_034	[VAR 0101(0000)]の\nのしかかり！
ATKMSG_Y_034	野生の　[VAR 0101(0000)]の\nのしかかり！
ATKMSG_E_034	相手の　[VAR 0101(0000)]の\nのしかかり！
ATKMSG_T_034	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nのしかかり！
ATKMSG_M_035	[VAR 0101(0000)]の\nまきつく　攻撃！
ATKMSG_Y_035	野生の　[VAR 0101(0000)]の\nまきつく　攻撃！
ATKMSG_E_035	相手の　[VAR 0101(0000)]の\nまきつく　攻撃！
ATKMSG_T_035	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nまきつく　攻撃！
ATKMSG_M_036	[VAR 0101(0000)]の\nとっしん！
ATKMSG_Y_036	野生の　[VAR 0101(0000)]の\nとっしん！
ATKMSG_E_036	相手の　[VAR 0101(0000)]の\nとっしん！
ATKMSG_T_036	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nとっしん！
ATKMSG_M_037	[VAR 0101(0000)]の\nあばれる　攻撃！
ATKMSG_Y_037	野生の　[VAR 0101(0000)]の\nあばれる　攻撃！
ATKMSG_E_037	相手の　[VAR 0101(0000)]の\nあばれる　攻撃！
ATKMSG_T_037	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nあばれる　攻撃！
ATKMSG_M_038	[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_Y_038	野生の　[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_E_038	相手の　[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_T_038	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_M_039	[VAR 0101(0000)]の\nしっぽをふる　攻撃！
ATKMSG_Y_039	野生の　[VAR 0101(0000)]の\nしっぽをふる　攻撃！
ATKMSG_E_039	相手の　[VAR 0101(0000)]の\nしっぽをふる　攻撃！
ATKMSG_T_039	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしっぽをふる　攻撃！
ATKMSG_M_040	[VAR 0101(0000)]の\nどくばり！
ATKMSG_Y_040	野生の　[VAR 0101(0000)]の\nどくばり！
ATKMSG_E_040	相手の　[VAR 0101(0000)]の\nどくばり！
ATKMSG_T_040	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nどくばり！
ATKMSG_M_042	[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_Y_042	野生の　[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_E_042	相手の　[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_T_042	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_M_043	[VAR 0101(0000)]の\nにらみつける　攻撃！
ATKMSG_Y_043	野生の　[VAR 0101(0000)]の\nにらみつける　攻撃！
ATKMSG_E_043	相手の　[VAR 0101(0000)]の\nにらみつける　攻撃！
ATKMSG_T_043	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nにらみつける　攻撃！
ATKMSG_M_044	[VAR 0101(0000)]の\nかみつく　攻撃！
ATKMSG_Y_044	野生の　[VAR 0101(0000)]の\nかみつく　攻撃！
ATKMSG_E_044	相手の　[VAR 0101(0000)]の\nかみつく　攻撃！
ATKMSG_T_044	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかみつく　攻撃！
ATKMSG_M_045	[VAR 0101(0000)]の\nなきごえ　攻撃！
ATKMSG_Y_045	野生の　[VAR 0101(0000)]の\nなきごえ　攻撃！
ATKMSG_E_045	相手の　[VAR 0101(0000)]の\nなきごえ　攻撃！
ATKMSG_T_045	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nなきごえ　攻撃！
ATKMSG_M_046	[VAR 0101(0000)]の\nほえる　攻撃！
ATKMSG_Y_046	野生の　[VAR 0101(0000)]の\nほえる　攻撃！
ATKMSG_E_046	相手の　[VAR 0101(0000)]の\nほえる　攻撃！
ATKMSG_T_046	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nほえる　攻撃！
ATKMSG_M_047	[VAR 0101(0000)]の\nうたう　攻撃！
ATKMSG_Y_047	野生の　[VAR 0101(0000)]の\nうたう　攻撃！
ATKMSG_E_047	相手の　[VAR 0101(0000)]の\nうたう　攻撃！
ATKMSG_T_047	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nうたう　攻撃！
ATKMSG_M_048	[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_Y_048	野生の　[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_E_048	相手の　[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_T_048	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_M_050	[VAR 0101(0000)]の\nかなしばり！
ATKMSG_Y_050	野生の　[VAR 0101(0000)]の\nかなしばり！
ATKMSG_E_050	相手の　[VAR 0101(0000)]の\nかなしばり！
ATKMSG_T_050	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかなしばり！
ATKMSG_M_051	[VAR 0101(0000)]の\nようかいえき！
ATKMSG_Y_051	野生の　[VAR 0101(0000)]の\nようかいえき！
ATKMSG_E_051	相手の　[VAR 0101(0000)]の\nようかいえき！
ATKMSG_T_051	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nようかいえき！
ATKMSG_M_052	[VAR 0101(0000)]の\nひのこ！
ATKMSG_Y_052	野生の　[VAR 0101(0000)]の\nひのこ！
ATKMSG_E_052	相手の　[VAR 0101(0000)]の\nひのこ！
ATKMSG_T_052	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nひのこ！
ATKMSG_M_053	[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_Y_053	野生の　[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_E_053	相手の　[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_T_053	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_M_054	[VAR 0101(0000)]の\nしろいきり！
ATKMSG_Y_054	野生の　[VAR 0101(0000)]の\nしろいきり！
ATKMSG_E_054	相手の　[VAR 0101(0000)]の\nしろいきり！
ATKMSG_T_054	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしろいきり！
ATKMSG_M_055	[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_Y_055	野生の　[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_E_055	相手の　[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_T_055	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_M_056	[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_Y_056	野生の　[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_E_056	相手の　[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_T_056	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_M_057	[VAR 0101(0000)]の\nなみのり！
ATKMSG_Y_057	野生の　[VAR 0101(0000)]の\nなみのり！
ATKMSG_E_057	相手の　[VAR 0101(0000)]の\nなみのり！
ATKMSG_T_057	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nなみのり！
ATKMSG_M_058	[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_Y_058	野生の　[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_E_058	相手の　[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_T_058	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_M_059	[VAR 0101(0000)]の\nふぶき！
ATKMSG_Y_059	野生の　[VAR 0101(0000)]の\nふぶき！
ATKMSG_E_059	相手の　[VAR 0101(0000)]の\nふぶき！
ATKMSG_T_059	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふぶき！
ATKMSG_M_060	[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_Y_060	野生の　[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_E_060	相手の　[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_T_060	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_M_061	[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_Y_061	野生の　[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_E_061	相手の　[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_T_061	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_M_062	[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_Y_062	野生の　[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_E_062	相手の　[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_T_062	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_M_063	[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_Y_063	野生の　[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_E_063	相手の　[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_T_063	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_M_064	[VAR 0101(0000)]の\nつつく　攻撃！
ATKMSG_Y_064	野生の　[VAR 0101(0000)]の\nつつく　攻撃！
ATKMSG_E_064	相手の　[VAR 0101(0000)]の\nつつく　攻撃！
ATKMSG_T_064	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつつく　攻撃！
ATKMSG_M_065	[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_Y_065	野生の　[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_E_065	相手の　[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_T_065	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_M_066	[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_Y_066	野生の　[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_E_066	相手の　[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_T_066	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_M_067	[VAR 0101(0000)]の\nけたぐり！
ATKMSG_Y_067	野生の　[VAR 0101(0000)]の\nけたぐり！
ATKMSG_E_067	相手の　[VAR 0101(0000)]の\nけたぐり！
ATKMSG_T_067	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nけたぐり！
ATKMSG_M_068	[VAR 0101(0000)]の\nカウンター！
ATKMSG_Y_068	野生の　[VAR 0101(0000)]の\nカウンター！
ATKMSG_E_068	相手の　[VAR 0101(0000)]の\nカウンター！
ATKMSG_T_068	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nカウンター！
ATKMSG_M_069	[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_Y_069	野生の　[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_E_069	相手の　[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_T_069	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_M_070	[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_Y_070	野生の　[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_E_070	相手の　[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_T_070	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_M_071	[VAR 0101(0000)]の\nすいとる　攻撃！
ATKMSG_Y_071	野生の　[VAR 0101(0000)]の\nすいとる　攻撃！
ATKMSG_E_071	相手の　[VAR 0101(0000)]の\nすいとる　攻撃！
ATKMSG_T_071	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nすいとる　攻撃！
ATKMSG_M_072	[VAR 0101(0000)]の\nメガドレイン！
ATKMSG_Y_072	野生の　[VAR 0101(0000)]の\nメガドレイン！
ATKMSG_E_072	相手の　[VAR 0101(0000)]の\nメガドレイン！
ATKMSG_T_072	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nメガドレイン！
ATKMSG_M_073	[VAR 0101(0000)]の\nやどりぎのタネ！
ATKMSG_Y_073	野生の　[VAR 0101(0000)]の\nやどりぎのタネ！
ATKMSG_E_073	相手の　[VAR 0101(0000)]の\nやどりぎのタネ！
ATKMSG_T_073	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nやどりぎのタネ！
ATKMSG_M_074	[VAR 0101(0000)]は\nせいちょうを　つかった！
ATKMSG_Y_074	野生の　[VAR 0101(0000)]は\nせいちょうを　つかった！
ATKMSG_E_074	相手の　[VAR 0101(0000)]は\nせいちょうを　つかった！
ATKMSG_T_074	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nせいちょうを　つかった！
ATKMSG_M_075	[VAR 0101(0000)]の\nはっぱカッター！
ATKMSG_Y_075	野生の　[VAR 0101(0000)]の\nはっぱカッター！
ATKMSG_E_075	相手の　[VAR 0101(0000)]の\nはっぱカッター！
ATKMSG_T_075	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nはっぱカッター！
ATKMSG_M_076	[VAR 0101(0000)]の\nソーラービーム！
ATKMSG_Y_076	野生の　[VAR 0101(0000)]の\nソーラービーム！
ATKMSG_E_076	相手の　[VAR 0101(0000)]の\nソーラービーム！
ATKMSG_T_076	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nソーラービーム！
ATKMSG_M_077	[VAR 0101(0000)]の\nどくのこな！
ATKMSG_Y_077	野生の　[VAR 0101(0000)]の\nどくのこな！
ATKMSG_E_077	相手の　[VAR 0101(0000)]の\nどくのこな！
ATKMSG_T_077	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nどくのこな！
ATKMSG_M_078	[VAR 0101(0000)]の\nしびれごな！
ATKMSG_Y_078	野生の　[VAR 0101(0000)]の\nしびれごな！
ATKMSG_E_078	相手の　[VAR 0101(0000)]の\nしびれごな！
ATKMSG_T_078	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしびれごな！
ATKMSG_M_079	[VAR 0101(0000)]の\nねむりごな！
ATKMSG_Y_079	野生の　[VAR 0101(0000)]の\nねむりごな！
ATKMSG_E_079	相手の　[VAR 0101(0000)]の\nねむりごな！
ATKMSG_T_079	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nねむりごな！
ATKMSG_M_080	[VAR 0101(0000)]の\nはなびらのまい！
ATKMSG_Y_080	野生の　[VAR 0101(0000)]の\nはなびらのまい！
ATKMSG_E_080	相手の　[VAR 0101(0000)]の\nはなびらのまい！
ATKMSG_T_080	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nはなびらのまい！
ATKMSG_M_081	[VAR 0101(0000)]の\nいとをはく　攻撃！
ATKMSG_Y_081	野生の　[VAR 0101(0000)]の\nいとをはく　攻撃！
ATKMSG_E_081	相手の　[VAR 0101(0000)]の\nいとをはく　攻撃！
ATKMSG_T_081	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nいとをはく　攻撃！
ATKMSG_M_083	[VAR 0101(0000)]の\nほのおのうず！
