bag
SS_bag_000	おこづかい
ATKMSG_M_008	[VAR 0101(0000)]の\nれいとうパンチ！
ATKMSG_Y_008	やせいの　[VAR 0101(0000)]の\nれいとうパンチ！
ATKMSG_E_008	あいての　[VAR 0101(0000)]の\nれいとうパンチ！
ATKMSG_T_008	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nれいとうパンチ！
ATKMSG_M_009	[VAR 0101(0000)]の\nかみなりパンチ！
ATKMSG_Y_009	やせいの　[VAR 0101(0000)]の\nかみなりパンチ！
ATKMSG_E_009	あいての　[VAR 0101(0000)]の\nかみなりパンチ！
ATKMSG_T_009	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかみなりパンチ！
ATKMSG_M_010	[VAR 0101(0000)]の\nひっかく　こうげき！
ATKMSG_Y_010	やせいの　[VAR 0101(0000)]の\nひっかく　こうげき！
ATKMSG_E_010	あいての　[VAR 0101(0000)]の\nひっかく　こうげき！
ATKMSG_T_010	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nひっかく　こうげき！
ATKMSG_M_011	[VAR 0101(0000)]の\nはさむ　こうげき！
ATKMSG_Y_011	やせいの　[VAR 0101(0000)]の\nはさむ　こうげき！
ATKMSG_E_011	あいての　[VAR 0101(0000)]の\nはさむ　こうげき！
ATKMSG_T_011	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nはさむ　こうげき！
ATKMSG_M_012	[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_Y_012	やせいの　[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_E_012	あいての　[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_T_012	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nハサミギロチン！
ATKMSG_M_014	[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_Y_014	やせいの　[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_E_014	あいての　[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_T_014	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nつるぎのまいを　つかった！
ATKMSG_M_015	[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_Y_015	やせいの　[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_E_015	あいての　[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_T_015	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nいあいぎり！
ATKMSG_M_016	[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_Y_016	やせいの　[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_E_016	あいての　[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_T_016	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかぜおこし！
ATKMSG_M_017	[VAR 0101(0000)]の\nつばさでうつ　こうげき！
ATKMSG_Y_017	やせいの　[VAR 0101(0000)]の\nつばさでうつ　こうげき！
ATKMSG_E_017	あいての　[VAR 0101(0000)]の\nつばさでうつ　こうげき！
ATKMSG_T_017	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつばさでうつ　こうげき！
ATKMSG_M_018	[VAR 0101(0000)]の\nふきとばし！
ATKMSG_Y_018	やせいの　[VAR 0101(0000)]の\nふきとばし！
ATKMSG_E_018	あいての　[VAR 0101(0000)]の\nふきとばし！
ATKMSG_T_018	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふきとばし！
ATKMSG_M_019	[VAR 0101(0000)]の\nそらをとぶ　こうげき！
ATKMSG_Y_019	やせいの　[VAR 0101(0000)]の\nそらをとぶ　こうげき！
ATKMSG_E_019	あいての　[VAR 0101(0000)]の\nそらをとぶ　こうげき！
ATKMSG_T_019	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nそらをとぶ　こうげき！
ATKMSG_M_020	[VAR 0101(0000)]の\nしめつける　こうげき！
ATKMSG_Y_020	やせいの　[VAR 0101(0000)]の\nしめつける　こうげき！
ATKMSG_E_020	あいての　[VAR 0101(0000)]の\nしめつける　こうげき！
ATKMSG_T_020	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしめつける　こうげき！
ATKMSG_M_021	[VAR 0101(0000)]の\nたたきつける　こうげき！
ATKMSG_Y_021	やせいの　[VAR 0101(0000)]の\nたたきつける　こうげき！
ATKMSG_E_021	あいての　[VAR 0101(0000)]の\nたたきつける　こうげき！
ATKMSG_T_021	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nたたきつける　こうげき！
ATKMSG_M_022	[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_Y_022	やせいの　[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_E_022	あいての　[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_T_022	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつるのムチ！
ATKMSG_M_023	[VAR 0101(0000)]の\nふみつけ！
ATKMSG_Y_023	やせいの　[VAR 0101(0000)]の\nふみつけ！
ATKMSG_E_023	あいての　[VAR 0101(0000)]の\nふみつけ！
ATKMSG_T_023	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふみつけ！
ATKMSG_M_024	[VAR 0101(0000)]の\nにどげり！
ATKMSG_Y_024	やせいの　[VAR 0101(0000)]の\nにどげり！
ATKMSG_E_024	あいての　[VAR 0101(0000)]の\nにどげり！
ATKMSG_T_024	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nにどげり！
ATKMSG_M_025	[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_Y_025	やせいの　[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_E_025	あいての　[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_T_025	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nメガトンキック！
ATKMSG_M_028	[VAR 0101(0000)]の\nすなかけ！
ATKMSG_Y_028	やせいの　[VAR 0101(0000)]の\nすなかけ！
ATKMSG_E_028	あいての　[VAR 0101(0000)]の\nすなかけ！
ATKMSG_T_028	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nすなかけ！
ATKMSG_M_029	[VAR 0101(0000)]の\nずつき！
ATKMSG_Y_029	やせいの　[VAR 0101(0000)]の\nずつき！
ATKMSG_E_029	あいての　[VAR 0101(0000)]の\nずつき！
ATKMSG_T_029	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nずつき！
ATKMSG_M_030	[VAR 0101(0000)]の\nつのでつく　こうげき！
ATKMSG_Y_030	やせいの　[VAR 0101(0000)]の\nつのでつく　こうげき！
ATKMSG_E_030	あいての　[VAR 0101(0000)]の\nつのでつく　こうげき！
ATKMSG_T_030	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつのでつく　こうげき！
ATKMSG_M_031	[VAR 0101(0000)]の\nみだれづき！
ATKMSG_Y_031	やせいの　[VAR 0101(0000)]の\nみだれづき！
ATKMSG_E_031	あいての　[VAR 0101(0000)]の\nみだれづき！
ATKMSG_T_031	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nみだれづき！
ATKMSG_M_032	[VAR 0101(0000)]の\nつのドリル！
ATKMSG_Y_032	やせいの　[VAR 0101(0000)]の\nつのドリル！
ATKMSG_E_032	あいての　[VAR 0101(0000)]の\nつのドリル！
ATKMSG_T_032	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつのドリル！
ATKMSG_M_033	[VAR 0101(0000)]の\nたいあたり！
ATKMSG_Y_033	やせいの　[VAR 0101(0000)]の\nたいあたり！
ATKMSG_E_033	あいての　[VAR 0101(0000)]の\nたいあたり！
ATKMSG_T_033	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nたいあたり！
ATKMSG_M_034	[VAR 0101(0000)]の\nのしかかり！
ATKMSG_Y_034	やせいの　[VAR 0101(0000)]の\nのしかかり！
ATKMSG_E_034	あいての　[VAR 0101(0000)]の\nのしかかり！
ATKMSG_T_034	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nのしかかり！
ATKMSG_M_035	[VAR 0101(0000)]の\nまきつく　こうげき！
ATKMSG_Y_035	やせいの　[VAR 0101(0000)]の\nまきつく　こうげき！
ATKMSG_E_035	あいての　[VAR 0101(0000)]の\nまきつく　こうげき！
ATKMSG_T_035	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nまきつく　こうげき！
ATKMSG_M_036	[VAR 0101(0000)]の\nとっしん！
ATKMSG_Y_036	やせいの　[VAR 0101(0000)]の\nとっしん！
ATKMSG_E_036	あいての　[VAR 0101(0000)]の\nとっしん！
ATKMSG_T_036	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nとっしん！
ATKMSG_M_037	[VAR 0101(0000)]の\nあばれる　こうげき！
ATKMSG_Y_037	やせいの　[VAR 0101(0000)]の\nあばれる　こうげき！
ATKMSG_E_037	あいての　[VAR 0101(0000)]の\nあばれる　こうげき！
ATKMSG_T_037	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nあばれる　こうげき！
ATKMSG_M_038	[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_Y_038	やせいの　[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_E_038	あいての　[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_T_038	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nすてみタックル！
ATKMSG_M_039	[VAR 0101(0000)]の\nしっぽをふる　こうげき！
ATKMSG_Y_039	やせいの　[VAR 0101(0000)]の\nしっぽをふる　こうげき！
ATKMSG_E_039	あいての　[VAR 0101(0000)]の\nしっぽをふる　こうげき！
ATKMSG_T_039	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしっぽをふる　こうげき！
ATKMSG_M_040	[VAR 0101(0000)]の\nどくばり！
ATKMSG_Y_040	やせいの　[VAR 0101(0000)]の\nどくばり！
ATKMSG_E_040	あいての　[VAR 0101(0000)]の\nどくばり！
ATKMSG_T_040	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nどくばり！
ATKMSG_M_042	[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_Y_042	やせいの　[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_E_042	あいての　[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_T_042	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nミサイルばり！
ATKMSG_M_043	[VAR 0101(0000)]の\nにらみつける　こうげき！
ATKMSG_Y_043	やせいの　[VAR 0101(0000)]の\nにらみつける　こうげき！
ATKMSG_E_043	あいての　[VAR 0101(0000)]の\nにらみつける　こうげき！
ATKMSG_T_043	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nにらみつける　こうげき！
ATKMSG_M_044	[VAR 0101(0000)]の\nかみつく　こうげき！
ATKMSG_Y_044	やせいの　[VAR 0101(0000)]の\nかみつく　こうげき！
ATKMSG_E_044	あいての　[VAR 0101(0000)]の\nかみつく　こうげき！
ATKMSG_T_044	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかみつく　こうげき！
ATKMSG_M_045	[VAR 0101(0000)]の\nなきごえ　こうげき！
ATKMSG_Y_045	やせいの　[VAR 0101(0000)]の\nなきごえ　こうげき！
ATKMSG_E_045	あいての　[VAR 0101(0000)]の\nなきごえ　こうげき！
ATKMSG_T_045	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nなきごえ　こうげき！
ATKMSG_M_046	[VAR 0101(0000)]の\nほえる　こうげき！
ATKMSG_Y_046	やせいの　[VAR 0101(0000)]の\nほえる　こうげき！
ATKMSG_E_046	あいての　[VAR 0101(0000)]の\nほえる　こうげき！
ATKMSG_T_046	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nほえる　こうげき！
ATKMSG_M_047	[VAR 0101(0000)]の\nうたう　こうげき！
ATKMSG_Y_047	やせいの　[VAR 0101(0000)]の\nうたう　こうげき！
ATKMSG_E_047	あいての　[VAR 0101(0000)]の\nうたう　こうげき！
ATKMSG_T_047	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nうたう　こうげき！
ATKMSG_M_048	[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_Y_048	やせいの　[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_E_048	あいての　[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_T_048	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nちょうおんぱ！
ATKMSG_M_050	[VAR 0101(0000)]の\nかなしばり！
ATKMSG_Y_050	やせいの　[VAR 0101(0000)]の\nかなしばり！
ATKMSG_E_050	あいての　[VAR 0101(0000)]の\nかなしばり！
ATKMSG_T_050	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかなしばり！
ATKMSG_M_051	[VAR 0101(0000)]の\nようかいえき！
ATKMSG_Y_051	やせいの　[VAR 0101(0000)]の\nようかいえき！
ATKMSG_E_051	あいての　[VAR 0101(0000)]の\nようかいえき！
ATKMSG_T_051	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nようかいえき！
ATKMSG_M_052	[VAR 0101(0000)]の\nひのこ！
ATKMSG_Y_052	やせいの　[VAR 0101(0000)]の\nひのこ！
ATKMSG_E_052	あいての　[VAR 0101(0000)]の\nひのこ！
ATKMSG_T_052	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nひのこ！
ATKMSG_M_053	[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_Y_053	やせいの　[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_E_053	あいての　[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_T_053	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nかえんほうしゃ！
ATKMSG_M_054	[VAR 0101(0000)]の\nしろいきり！
ATKMSG_Y_054	やせいの　[VAR 0101(0000)]の\nしろいきり！
ATKMSG_E_054	あいての　[VAR 0101(0000)]の\nしろいきり！
ATKMSG_T_054	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nしろいきり！
ATKMSG_M_055	[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_Y_055	やせいの　[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_E_055	あいての　[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_T_055	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nみずでっぽう！
ATKMSG_M_056	[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_Y_056	やせいの　[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_E_056	あいての　[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_T_056	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nハイドロポンプ！
ATKMSG_M_057	[VAR 0101(0000)]の\nなみのり！
ATKMSG_Y_057	やせいの　[VAR 0101(0000)]の\nなみのり！
ATKMSG_E_057	あいての　[VAR 0101(0000)]の\nなみのり！
ATKMSG_T_057	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nなみのり！
ATKMSG_M_058	[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_Y_058	やせいの　[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_E_058	あいての　[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_T_058	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nれいとうビーム！
ATKMSG_M_059	[VAR 0101(0000)]の\nふぶき！
ATKMSG_Y_059	やせいの　[VAR 0101(0000)]の\nふぶき！
ATKMSG_E_059	あいての　[VAR 0101(0000)]の\nふぶき！
ATKMSG_T_059	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nふぶき！
ATKMSG_M_060	[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_Y_060	やせいの　[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_E_060	あいての　[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_T_060	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nサイケこうせん！
ATKMSG_M_061	[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_Y_061	やせいの　[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_E_061	あいての　[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_T_061	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nバブルこうせん！
ATKMSG_M_062	[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_Y_062	やせいの　[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_E_062	あいての　[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_T_062	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nオーロラビーム！
ATKMSG_M_063	[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_Y_063	やせいの　[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_E_063	あいての　[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_T_063	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nはかいこうせん！
ATKMSG_M_064	[VAR 0101(0000)]の\nつつく　こうげき！
ATKMSG_Y_064	やせいの　[VAR 0101(0000)]の\nつつく　こうげき！
ATKMSG_E_064	あいての　[VAR 0101(0000)]の\nつつく　こうげき！
ATKMSG_T_064	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nつつく　こうげき！
ATKMSG_M_065	[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_Y_065	やせいの　[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_E_065	あいての　[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_T_065	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nドリルくちばし！
ATKMSG_M_066	[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_Y_066	やせいの　[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_E_066	あいての　[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_T_066	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nじごくぐるま！
ATKMSG_M_067	[VAR 0101(0000)]の\nけたぐり！
ATKMSG_Y_067	やせいの　[VAR 0101(0000)]の\nけたぐり！
ATKMSG_E_067	あいての　[VAR 0101(0000)]の\nけたぐり！
ATKMSG_T_067	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nけたぐり！
ATKMSG_M_068	[VAR 0101(0000)]の\nカウンター！
ATKMSG_Y_068	やせいの　[VAR 0101(0000)]の\nカウンター！
ATKMSG_E_068	あいての　[VAR 0101(0000)]の\nカウンター！
ATKMSG_T_068	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nカウンター！
ATKMSG_M_069	[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_Y_069	やせいの　[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_E_069	あいての　[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_T_069	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nちきゅうなげ！
ATKMSG_M_070	[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_Y_070	やせいの　[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_E_070	あいての　[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_T_070	[VAR 0100(000A)]の　[VAR 0101(0000)]は\nかいりきを　つかった！
ATKMSG_M_071	[VAR 0101(0000)]の\nすいとる　こうげき！
ATKMSG_Y_071	やせいの　[VAR 0101(0000)]の\nすいとる　こうげき！
ATKMSG_E_071	あいての　[VAR 0101(0000)]の\nすいとる　こうげき！
ATKMSG_T_071	[VAR 0100(000A)]の　[VAR 0101(0000)]の\nすいとる　こうげき！
