bag
SS_bag_000	YOUR MONEY
ATKMSG_T_018	[VAR 0100(000A)]’s [VAR 0101(0000)] used Whirlwind!
ATKMSG_M_019	[VAR 0101(0000)] used Fly!
ATKMSG_Y_019	The wild [VAR 0101(0000)] used Fly!
ATKMSG_E_019	The opposing [VAR 0101(0000)] used Fly!
ATKMSG_T_019	[VAR 0100(000A)]’s [VAR 0101(0000)] used Fly!
ATKMSG_M_020	[VAR 0101(0000)] used Bind!
ATKMSG_Y_020	The wild [VAR 0101(0000)] used Bind!
ATKMSG_E_020	The opposing [VAR 0101(0000)] used Bind!
ATKMSG_T_020	[VAR 0100(000A)]’s [VAR 0101(0000)] used Bind!
ATKMSG_M_021	[VAR 0101(0000)] used Slam!
ATKMSG_Y_021	The wild [VAR 0101(0000)] used Slam!
ATKMSG_E_021	The opposing [VAR 0101(0000)] used Slam!
ATKMSG_T_021	[VAR 0100(000A)]’s [VAR 0101(0000)] used Slam!
ATKMSG_M_022	[VAR 0101(0000)] used Vine Whip!
ATKMSG_Y_022	The wild [VAR 0101(0000)] used Vine Whip!
ATKMSG_E_022	The opposing [VAR 0101(0000)] used Vine Whip!
ATKMSG_T_022	[VAR 0100(000A)]’s [VAR 0101(0000)] used Vine Whip!
ATKMSG_M_023	[VAR 0101(0000)] used Stomp!
ATKMSG_Y_023	The wild [VAR 0101(0000)] used Stomp!
ATKMSG_E_023	The opposing [VAR 0101(0000)] used Stomp!
ATKMSG_T_023	[VAR 0100(000A)]’s [VAR 0101(0000)] used Stomp!
ATKMSG_M_024	[VAR 0101(0000)] used Double Kick!
ATKMSG_Y_024	The wild [VAR 0101(0000)] used Double Kick!
ATKMSG_E_024	The opposing [VAR 0101(0000)] used Double Kick!
ATKMSG_T_024	[VAR 0100(000A)]’s [VAR 0101(0000)] used Double Kick!
ATKMSG_M_025	[VAR 0101(0000)] used Mega Kick!
ATKMSG_Y_025	The wild [VAR 0101(0000)] used Mega Kick!
ATKMSG_E_025	The opposing [VAR 0101(0000)] used Mega Kick!
ATKMSG_T_025	[VAR 0100(000A)]’s [VAR 0101(0000)] used Mega Kick!
ATKMSG_M_028	[VAR 0101(0000)] used Sand Attack!
ATKMSG_Y_028	The wild [VAR 0101(0000)] used Sand Attack!
ATKMSG_E_028	The opposing [VAR 0101(0000)] used Sand Attack!
ATKMSG_T_028	[VAR 0100(000A)]’s [VAR 0101(0000)] used Sand Attack!
ATKMSG_M_029	[VAR 0101(0000)] used Headbutt!
ATKMSG_Y_029	The wild [VAR 0101(0000)] used Headbutt!
ATKMSG_E_029	The opposing [VAR 0101(0000)] used Headbutt!
ATKMSG_T_029	[VAR 0100(000A)]’s [VAR 0101(0000)] used Headbutt!
ATKMSG_M_030	[VAR 0101(0000)] used Horn Attack!
ATKMSG_Y_030	The wild [VAR 0101(0000)] used Horn Attack!
ATKMSG_E_030	The opposing [VAR 0101(0000)] used Horn Attack!
ATKMSG_T_030	[VAR 0100(000A)]’s [VAR 0101(0000)] used Horn Attack!
ATKMSG_M_031	[VAR 0101(0000)] used Fury Attack!
ATKMSG_Y_031	The wild [VAR 0101(0000)] used Fury Attack!
ATKMSG_E_031	The opposing [VAR 0101(0000)] used Fury Attack!
ATKMSG_T_031	[VAR 0100(000A)]’s [VAR 0101(0000)] used Fury Attack!
ATKMSG_M_032	[VAR 0101(0000)] used Horn Drill!
ATKMSG_Y_032	The wild [VAR 0101(0000)] used Horn Drill!
ATKMSG_E_032	The opposing [VAR 0101(0000)] used Horn Drill!
ATKMSG_T_032	[VAR 0100(000A)]’s [VAR 0101(0000)] used Horn Drill!
ATKMSG_M_033	[VAR 0101(0000)] used Tackle!
ATKMSG_Y_033	The wild [VAR 0101(0000)] used Tackle!
ATKMSG_E_033	The opposing [VAR 0101(0000)] used Tackle!
ATKMSG_T_033	[VAR 0100(000A)]’s [VAR 0101(0000)] used Tackle!
ATKMSG_M_034	[VAR 0101(0000)] used Body Slam!
ATKMSG_Y_034	The wild [VAR 0101(0000)] used Body Slam!
ATKMSG_E_034	The opposing [VAR 0101(0000)] used Body Slam!
ATKMSG_T_034	[VAR 0100(000A)]’s [VAR 0101(0000)] used Body Slam!
ATKMSG_M_035	[VAR 0101(0000)] used Wrap!
ATKMSG_Y_035	The wild [VAR 0101(0000)] used Wrap!
ATKMSG_E_035	The opposing [VAR 0101(0000)] used Wrap!
ATKMSG_T_035	[VAR 0100(000A)]’s [VAR 0101(0000)] used Wrap!
ATKMSG_M_036	[VAR 0101(0000)] used Take Down!
ATKMSG_Y_036	The wild [VAR 0101(0000)] used Take Down!
ATKMSG_E_036	The opposing [VAR 0101(0000)] used Take Down!
ATKMSG_T_036	[VAR 0100(000A)]’s [VAR 0101(0000)] used Take Down!
ATKMSG_M_037	[VAR 0101(0000)] used Thrash!
ATKMSG_Y_037	The wild [VAR 0101(0000)] used Thrash!
ATKMSG_E_037	The opposing [VAR 0101(0000)] used Thrash!
ATKMSG_T_037	[VAR 0100(000A)]’s [VAR 0101(0000)] used Thrash!
ATKMSG_M_038	[VAR 0101(0000)] used Double-Edge!
ATKMSG_Y_038	The wild [VAR 0101(0000)] used Double-Edge!
ATKMSG_E_038	The opposing [VAR 0101(0000)] used Double-Edge!
ATKMSG_T_038	[VAR 0100(000A)]’s [VAR 0101(0000)] used Double-Edge!
ATKMSG_M_039	[VAR 0101(0000)] used Tail Whip!
ATKMSG_Y_039	The wild [VAR 0101(0000)] used Tail Whip!
ATKMSG_E_039	The opposing [VAR 0101(0000)] used Tail Whip!
ATKMSG_T_039	[VAR 0100(000A)]’s [VAR 0101(0000)] used Tail Whip!
ATKMSG_M_040	[VAR 0101(0000)] used Poison Sting!
ATKMSG_Y_040	The wild [VAR 0101(0000)] used Poison Sting!
ATKMSG_E_040	The opposing [VAR 0101(0000)] used Poison Sting!
ATKMSG_T_040	[VAR 0100(000A)]’s [VAR 0101(0000)] used Poison Sting!
ATKMSG_M_042	[VAR 0101(0000)] used Pin Missile!
ATKMSG_Y_042	The wild [VAR 0101(0000)] used Pin Missile!
ATKMSG_E_042	The opposing [VAR 0101(0000)] used Pin Missile!
ATKMSG_T_042	[VAR 0100(000A)]’s [VAR 0101(0000)] used Pin Missile!
ATKMSG_M_043	[VAR 0101(0000)] used Leer!
ATKMSG_Y_043	The wild [VAR 0101(0000)] used Leer!
ATKMSG_E_043	The opposing [VAR 0101(0000)] used Leer!
ATKMSG_T_043	[VAR 0100(000A)]’s [VAR 0101(0000)] used Leer!
ATKMSG_M_044	[VAR 0101(0000)] used Bite!
ATKMSG_Y_044	The wild [VAR 0101(0000)] used Bite!
ATKMSG_E_044	The opposing [VAR 0101(0000)] used Bite!
ATKMSG_T_044	[VAR 0100(000A)]’s [VAR 0101(0000)] used Bite!
ATKMSG_M_045	[VAR 0101(0000)] used Growl!
ATKMSG_Y_045	The wild [VAR 0101(0000)] used Growl!
ATKMSG_E_045	The opposing [VAR 0101(0000)] used Growl!
ATKMSG_T_045	[VAR 0100(000A)]’s [VAR 0101(0000)] used Growl!
ATKMSG_M_046	[VAR 0101(0000)] used Roar!
ATKMSG_Y_046	The wild [VAR 0101(0000)] used Roar!
ATKMSG_E_046	The opposing [VAR 0101(0000)] used Roar!
ATKMSG_T_046	[VAR 0100(000A)]’s [VAR 0101(0000)] used Roar!
ATKMSG_M_047	[VAR 0101(0000)] used Sing!
ATKMSG_Y_047	The wild [VAR 0101(0000)] used Sing!
ATKMSG_E_047	The opposing [VAR 0101(0000)] used Sing!
ATKMSG_T_047	[VAR 0100(000A)]’s [VAR 0101(0000)] used Sing!
ATKMSG_M_048	[VAR 0101(0000)] used Supersonic!
ATKMSG_Y_048	The wild [VAR 0101(0000)] used Supersonic!
ATKMSG_E_048	The opposing [VAR 0101(0000)] used Supersonic!
ATKMSG_T_048	[VAR 0100(000A)]’s [VAR 0101(0000)] used Supersonic!
ATKMSG_M_050	[VAR 0101(0000)] used Disable!
ATKMSG_Y_050	The wild [VAR 0101(0000)] used Disable!
ATKMSG_E_050	The opposing [VAR 0101(0000)] used Disable!
ATKMSG_T_050	[VAR 0100(000A)]’s [VAR 0101(0000)] used Disable!
ATKMSG_M_051	[VAR 0101(0000)] used Acid!
ATKMSG_Y_051	The wild [VAR 0101(0000)] used Acid!
ATKMSG_E_051	The opposing [VAR 0101(0000)] used Acid!
ATKMSG_T_051	[VAR 0100(000A)]’s [VAR 0101(0000)] used Acid!
ATKMSG_M_052	[VAR 0101(0000)] used Ember!
ATKMSG_Y_052	The wild [VAR 0101(0000)] used Ember!
ATKMSG_E_052	The opposing [VAR 0101(0000)] used Ember!
ATKMSG_T_052	[VAR 0100(000A)]’s [VAR 0101(0000)] used Ember!
ATKMSG_M_053	[VAR 0101(0000)] used Flamethrower!
ATKMSG_Y_053	The wild [VAR 0101(0000)] used Flamethrower!
ATKMSG_E_053	The opposing [VAR 0101(0000)] used Flamethrower!
ATKMSG_T_053	[VAR 0100(000A)]’s [VAR 0101(0000)] used Flamethrower!
ATKMSG_M_054	[VAR 0101(0000)] used Mist!
ATKMSG_Y_054	The wild [VAR 0101(0000)] used Mist!
ATKMSG_E_054	The opposing [VAR 0101(0000)] used Mist!
ATKMSG_T_054	[VAR 0100(000A)]’s [VAR 0101(0000)] used Mist!
ATKMSG_M_055	[VAR 0101(0000)] used Water Gun!
ATKMSG_Y_055	The wild [VAR 0101(0000)] used Water Gun!
ATKMSG_E_055	The opposing [VAR 0101(0000)] used Water Gun!
ATKMSG_T_055	[VAR 0100(000A)]’s [VAR 0101(0000)] used Water Gun!
ATKMSG_M_056	[VAR 0101(0000)] used Hydro Pump!
ATKMSG_Y_056	The wild [VAR 0101(0000)] used Hydro Pump!
ATKMSG_E_056	The opposing [VAR 0101(0000)] used Hydro Pump!
ATKMSG_T_056	[VAR 0100(000A)]’s [VAR 0101(0000)] used Hydro Pump!
ATKMSG_M_057	[VAR 0101(0000)] used Surf!
ATKMSG_Y_057	The wild [VAR 0101(0000)] used Surf!
ATKMSG_E_057	The opposing [VAR 0101(0000)] used Surf!
ATKMSG_T_057	[VAR 0100(000A)]’s [VAR 0101(0000)] used Surf!
ATKMSG_M_058	[VAR 0101(0000)] used Ice Beam!
ATKMSG_Y_058	The wild [VAR 0101(0000)] used Ice Beam!
ATKMSG_E_058	The opposing [VAR 0101(0000)] used Ice Beam!
ATKMSG_T_058	[VAR 0100(000A)]’s [VAR 0101(0000)] used Ice Beam!
ATKMSG_M_059	[VAR 0101(0000)] used Blizzard!
ATKMSG_Y_059	The wild [VAR 0101(0000)] used Blizzard!
ATKMSG_E_059	The opposing [VAR 0101(0000)] used Blizzard!
ATKMSG_T_059	[VAR 0100(000A)]’s [VAR 0101(0000)] used Blizzard!
ATKMSG_M_060	[VAR 0101(0000)] used Psybeam!
ATKMSG_Y_060	The wild [VAR 0101(0000)] used Psybeam!
ATKMSG_E_060	The opposing [VAR 0101(0000)] used Psybeam!
ATKMSG_T_060	[VAR 0100(000A)]’s [VAR 0101(0000)] used Psybeam!
ATKMSG_M_061	[VAR 0101(0000)] used Bubble Beam!
ATKMSG_Y_061	The wild [VAR 0101(0000)] used Bubble Beam!
ATKMSG_E_061	The opposing [VAR 0101(0000)] used Bubble Beam!
ATKMSG_T_061	[VAR 0100(000A)]’s [VAR 0101(0000)] used Bubble Beam!
ATKMSG_M_062	[VAR 0101(0000)] used Aurora Beam!
ATKMSG_Y_062	The wild [VAR 0101(0000)] used Aurora Beam!
ATKMSG_E_062	The opposing [VAR 0101(0000)] used Aurora Beam!
ATKMSG_T_062	[VAR 0100(000A)]’s [VAR 0101(0000)] used Aurora Beam!
ATKMSG_M_063	[VAR 0101(0000)] used Hyper Beam!
ATKMSG_Y_063	The wild [VAR 0101(0000)] used Hyper Beam!
ATKMSG_E_063	The opposing [VAR 0101(0000)] used Hyper Beam!
ATKMSG_T_063	[VAR 0100(000A)]’s [VAR 0101(0000)] used Hyper Beam!
ATKMSG_M_064	[VAR 0101(0000)] used Peck!
ATKMSG_Y_064	The wild [VAR 0101(0000)] used Peck!
ATKMSG_E_064	The opposing [VAR 0101(0000)] used Peck!
ATKMSG_T_064	[VAR 0100(000A)]’s [VAR 0101(0000)] used Peck!
ATKMSG_M_065	[VAR 0101(0000)] used Drill Peck!
ATKMSG_Y_065	The wild [VAR 0101(0000)] used Drill Peck!
ATKMSG_E_065	The opposing [VAR 0101(0000)] used Drill Peck!
ATKMSG_T_065	[VAR 0100(000A)]’s [VAR 0101(0000)] used Drill Peck!
ATKMSG_M_066	[VAR 0101(0000)] used Submission!
ATKMSG_Y_066	The wild [VAR 0101(0000)] used Submission!
ATKMSG_E_066	The opposing [VAR 0101(0000)] used Submission!
ATKMSG_T_066	[VAR 0100(000A)]’s [VAR 0101(0000)] used Submission!
ATKMSG_M_067	[VAR 0101(0000)] used Low Kick!
ATKMSG_Y_067	The wild [VAR 0101(0000)] used Low Kick!
ATKMSG_E_067	The opposing [VAR 0101(0000)] used Low Kick!
ATKMSG_T_067	[VAR 0100(000A)]’s [VAR 0101(0000)] used Low Kick!
ATKMSG_M_068	[VAR 0101(0000)] used Counter!
ATKMSG_Y_068	The wild [VAR 0101(0000)] used Counter!
ATKMSG_E_068	The opposing [VAR 0101(0000)] used Counter!
ATKMSG_T_068	[VAR 0100(000A)]’s [VAR 0101(0000)] used Counter!
ATKMSG_M_069	[VAR 0101(0000)] used Seismic Toss!
ATKMSG_Y_069	The wild [VAR 0101(0000)] used Seismic Toss!
ATKMSG_E_069	The opposing [VAR 0101(0000)] used Seismic Toss!
ATKMSG_T_069	[VAR 0100(000A)]’s [VAR 0101(0000)] used Seismic Toss!
ATKMSG_M_070	[VAR 0101(0000)] used Strength!
ATKMSG_Y_070	The wild [VAR 0101(0000)] used Strength!
ATKMSG_E_070	The opposing [VAR 0101(0000)] used Strength!
ATKMSG_T_070	[VAR 0100(000A)]’s [VAR 0101(0000)] used Strength!
ATKMSG_M_071	[VAR 0101(0000)] used Absorb!
ATKMSG_Y_071	The wild [VAR 0101(0000)] used Absorb!
ATKMSG_E_071	The opposing [VAR 0101(0000)] used Absorb!
ATKMSG_T_071	[VAR 0100(000A)]’s [VAR 0101(0000)] used Absorb!
ATKMSG_M_072	[VAR 0101(0000)] used Mega Drain!
ATKMSG_Y_072	The wild [VAR 0101(0000)] used Mega Drain!
ATKMSG_E_072	The opposing [VAR 0101(0000)] used Mega Drain!
ATKMSG_T_072	[VAR 0100(000A)]’s [VAR 0101(0000)] used Mega Drain!
ATKMSG_M_073	[VAR 0101(0000)] used Leech Seed!
ATKMSG_Y_073	The wild [VAR 0101(0000)] used Leech Seed!
ATKMSG_E_073	The opposing [VAR 0101(0000)] used Leech Seed!
ATKMSG_T_073	[VAR 0100(000A)]’s [VAR 0101(0000)] used Leech Seed!
ATKMSG_M_074	[VAR 0101(0000)] used Growth!
ATKMSG_Y_074	The wild [VAR 0101(0000)] used Growth!
ATKMSG_E_074	The opposing [VAR 0101(0000)] used Growth!
ATKMSG_T_074	[VAR 0100(000A)]’s [VAR 0101(0000)] used Growth!
ATKMSG_M_075	[VAR 0101(0000)] used Razor Leaf!
ATKMSG_Y_075	The wild [VAR 0101(0000)] used Razor Leaf!
ATKMSG_E_075	The opposing [VAR 0101(0000)] used Razor Leaf!
ATKMSG_T_075	[VAR 0100(000A)]’s [VAR 0101(0000)] used Razor Leaf!
ATKMSG_M_076	[VAR 0101(0000)] used Solar Beam!
ATKMSG_Y_076	The wild [VAR 0101(0000)] used Solar Beam!
ATKMSG_E_076	The opposing [VAR 0101(0000)] used Solar Beam!
ATKMSG_T_076	[VAR 0100(000A)]’s [VAR 0101(0000)] used Solar Beam!
ATKMSG_M_077	[VAR 0101(0000)] used Poison Powder!
ATKMSG_Y_077	The wild [VAR 0101(0000)] used Poison Powder!
ATKMSG_E_077	The opposing [VAR 0101(0000)] used Poison Powder!
ATKMSG_T_077	[VAR 0100(000A)]’s [VAR 0101(0000)] used Poison Powder!
ATKMSG_M_078	[VAR 0101(0000)] used Stun Spore!
ATKMSG_Y_078	The wild [VAR 0101(0000)] used Stun Spore!
ATKMSG_E_078	The opposing [VAR 0101(0000)] used Stun Spore!
ATKMSG_T_078	[VAR 0100(000A)]’s [VAR 0101(0000)] used Stun Spore!
ATKMSG_M_079	[VAR 0101(0000)] used Sleep Powder!
ATKMSG_Y_079	The wild [VAR 0101(0000)] used Sleep Powder!
ATKMSG_E_079	The opposing [VAR 0101(0000)] used Sleep Powder!
ATKMSG_T_079	[VAR 0100(000A)]’s [VAR 0101(0000)] used Sleep Powder!
ATKMSG_M_080	[VAR 0101(0000)] used Petal Dance!
ATKMSG_Y_080	The wild [VAR 0101(0000)] used Petal Dance!
ATKMSG_E_080	The opposing [VAR 0101(0000)] used Petal Dance!
ATKMSG_T_080	[VAR 0100(000A)]’s [VAR 0101(0000)] used Petal Dance!
ATKMSG_M_081	[VAR 0101(0000)] used String Shot!
ATKMSG_Y_081	The wild [VAR 0101(0000)] used String Shot!
ATKMSG_E_081	The opposing [VAR 0101(0000)] used String Shot!
ATKMSG_T_081	[VAR 0100(000A)]’s [VAR 0101(0000)] used String Shot!
ATKMSG_M_083	[VAR 0101(0000)] used Fire Spin!
ATKMSG_Y_083	The wild [VAR 0101(0000)] used Fire Spin!
ATKMSG_E_083	The opposing [VAR 0101(0000)] used Fire Spin!
ATKMSG_T_083	[VAR 0100(000A)]’s [VAR 0101(0000)] used Fire Spin!
ATKMSG_M_084	[VAR 0101(0000)] used Thunder Shock!
ATKMSG_Y_084	The wild [VAR 0101(0000)] used Thunder Shock!
ATKMSG_E_084	The opposing [VAR 0101(0000)] used Thunder Shock!
ATKMSG_T_084	[VAR 0100(000A)]’s [VAR 0101(0000)] used Thunder Shock!
ATKMSG_M_085	[VAR 0101(0000)] used Thunderbolt!
ATKMSG_Y_085	The wild [VAR 0101(0000)] used Thunderbolt!
ATKMSG_E_085	The opposing [VAR 0101(0000)] used Thunderbolt!
ATKMSG_T_085	[VAR 0100(000A)]’s [VAR 0101(0000)] used Thunderbolt!
ATKMSG_M_086	[VAR 0101(0000)] used Thunder Wave!
ATKMSG_Y_086	The wild [VAR 0101(0000)] used Thunder Wave!
ATKMSG_E_086	The opposing [VAR 0101(0000)] used Thunder Wave!
ATKMSG_T_086	[VAR 0100(000A)]’s [VAR 0101(0000)] used Thunder Wave!
ATKMSG_M_087	[VAR 0101(0000)] used Thunder!
ATKMSG_Y_087	The wild [VAR 0101(0000)] used Thunder!
ATKMSG_E_087	The opposing [VAR 0101(0000)] used Thunder!
ATKMSG_T_087	[VAR 0100(000A)]’s [VAR 0101(0000)] used Thunder!
ATKMSG_M_088	[VAR 0101(0000)] used Rock Throw!
ATKMSG_Y_088	The wild [VAR 0101(0000)] used Rock Throw!
ATKMSG_E_088	The opposing [VAR 0101(0000)] used Rock Throw!
ATKMSG_T_088	[VAR 0100(000A)]’s [VAR 0101(0000)] used Rock Throw!
ATKMSG_M_089	[VAR 0101(0000)] used Earthquake!
ATKMSG_Y_089	The wild [VAR 0101(0000)] used Earthquake!
ATKMSG_E_089	The opposing [VAR 0101(0000)] used Earthquake!
ATKMSG_T_089	[VAR 0100(000A)]’s [VAR 0101(0000)] used Earthquake!
ATKMSG_M_090	[VAR 0101(0000)] used Fissure!
ATKMSG_Y_090	The wild [VAR 0101(0000)] used Fissure!
ATKMSG_E_090	The opposing [VAR 0101(0000)] used Fissure!
ATKMSG_T_090	[VAR 0100(000A)]’s [VAR 0101(0000)] used Fissure!
ATKMSG_M_091	[VAR 0101(0000)] used Dig!
ATKMSG_Y_091	The wild [VAR 0101(0000)] used Dig!
ATKMSG_E_091	The opposing [VAR 0101(0000)] used Dig!
ATKMSG_T_091	[VAR 0100(000A)]’s [VAR 0101(0000)] used Dig!
ATKMSG_M_092	[VAR 0101(0000)] used Toxic!
ATKMSG_Y_092	The wild [VAR 0101(0000)] used Toxic!
ATKMSG_E_092	The opposing [VAR 0101(0000)] used Toxic!
ATKMSG_T_092	[VAR 0100(000A)]’s [VAR 0101(0000)] used Toxic!
ATKMSG_M_093	[VAR 0101(0000)] used Confusion!
ATKMSG_Y_093	The wild [VAR 0101(0000)] used Confusion!
ATKMSG_E_093	The opposing [VAR 0101(0000)] used Confusion!
ATKMSG_T_093	[VAR 0100(000A)]’s [VAR 0101(0000)] used Confusion!
ATKMSG_M_094	[VAR 0101(0000)] used Psychic!
ATKMSG_Y_094	The wild [VAR 0101(0000)] used Psychic!
ATKMSG_E_094	The opposing [VAR 0101(0000)] used Psychic!
ATKMSG_T_094	[VAR 0100(000A)]’s [VAR 0101(0000)] used Psychic!
ATKMSG_M_095	[VAR 0101(0000)] used Hypnosis!
ATKMSG_Y_095	The wild [VAR 0101(0000)] used Hypnosis!
ATKMSG_E_095	The opposing [VAR 0101(0000)] used Hypnosis!
ATKMSG_T_095	[VAR 0100(000A)]’s [VAR 0101(0000)] used Hypnosis!
ATKMSG_M_097	[VAR 0101(0000)] used Agility!
ATKMSG_Y_097	The wild [VAR 0101(0000)] used Agility!
ATKMSG_E_097	The opposing [VAR 0101(0000)] used Agility!
ATKMSG_T_097	[VAR 0100(000A)]’s [VAR 0101(0000)] used Agility!
ATKMSG_M_098	[VAR 0101(0000)] used Quick Attack!
ATKMSG_Y_098	The wild [VAR 0101(0000)] used Quick Attack!
ATKMSG_E_098	The opposing [VAR 0101(0000)] used Quick Attack!
ATKMSG_T_098	[VAR 0100(000A)]’s [VAR 0101(0000)] used Quick Attack!
ATKMSG_M_100	[VAR 0101(0000)] used Teleport!
ATKMSG_Y_100	The wild [VAR 0101(0000)] used Teleport!
ATKMSG_E_100	The opposing [VAR 0101(0000)] used Teleport!
ATKMSG_T_100	[VAR 0100(000A)]’s [VAR 0101(0000)] used Teleport!
ATKMSG_M_101	[VAR 0101(0000)] used Night Shade!
ATKMSG_Y_101	The wild [VAR 0101(0000)] used Night Shade!
ATKMSG_E_101	The opposing [VAR 0101(0000)] used Night Shade!
ATKMSG_T_101	[VAR 0100(000A)]’s [VAR 0101(0000)] used Night Shade!
ATKMSG_M_102	[VAR 0101(0000)] used Mimic!
ATKMSG_Y_102	The wild [VAR 0101(0000)] used Mimic!
ATKMSG_E_102	The opposing [VAR 0101(0000)] used Mimic!
ATKMSG_T_102	[VAR 0100(000A)]’s [VAR 0101(0000)] used Mimic!
ATKMSG_M_103	[VAR 0101(0000)] used Screech!
ATKMSG_Y_103	The wild [VAR 0101(0000)] used Screech!
ATKMSG_E_103	The opposing [VAR 0101(0000)] used Screech!
ATKMSG_T_103	[VAR 0100(000A)]’s [VAR 0101(0000)] used Screech!
ATKMSG_M_104	[VAR 0101(0000)] used Double Team!
ATKMSG_Y_104	The wild [VAR 0101(0000)] used Double Team!
ATKMSG_E_104	The opposing [VAR 0101(0000)] used Double Team!
ATKMSG_T_104	[VAR 0100(000A)]’s [VAR 0101(0000)] used Double Team!
ATKMSG_M_105	[VAR 0101(0000)] used Recover!
ATKMSG_Y_105	The wild [VAR 0101(0000)] used Recover!
ATKMSG_E_105	The opposing [VAR 0101(0000)] used Recover!
ATKMSG_T_105	[VAR 0100(000A)]’s [VAR 0101(0000)] used Recover!
ATKMSG_M_106	[VAR 0101(0000)] used Harden!
ATKMSG_Y_106	The wild [VAR 0101(0000)] used Harden!
ATKMSG_E_106	The opposing [VAR 0101(0000)] used Harden!
ATKMSG_T_106	[VAR 0100(000A)]’s [VAR 0101(0000)] used Harden!
ATKMSG_M_107	[VAR 0101(0000)] used Minimize!
ATKMSG_Y_107	The wild [VAR 0101(0000)] used Minimize!
ATKMSG_E_107	The opposing [VAR 0101(0000)] used Minimize!
ATKMSG_T_107	[VAR 0100(000A)]’s [VAR 0101(0000)] used Minimize!
ATKMSG_M_108	[VAR 0101(0000)] used Smokescreen!
ATKMSG_Y_108	The wild [VAR 0101(0000)] used Smokescreen!
ATKMSG_E_108	The opposing [VAR 0101(0000)] used Smokescreen!
ATKMSG_T_108	[VAR 0100(000A)]’s [VAR 0101(0000)] used Smokescreen!
ATKMSG_M_109	[VAR 0101(0000)] used Confuse Ray!
ATKMSG_Y_109	The wild [VAR 0101(0000)] used Confuse Ray!
ATKMSG_E_109	The opposing [VAR 0101(0000)] used Confuse Ray!
ATKMSG_T_109	[VAR 0100(000A)]’s [VAR 0101(0000)] used Confuse Ray!
ATKMSG_M_110	[VAR 0101(0000)] used Withdraw!
ATKMSG_Y_110	The wild [VAR 0101(0000)] used Withdraw!
ATKMSG_E_110	The opposing [VAR 0101(0000)] used Withdraw!
ATKMSG_T_110	[VAR 0100(000A)]’s [VAR 0101(0000)] used Withdraw!
ATKMSG_M_111	[VAR 0101(0000)] used Defense Curl!
ATKMSG_Y_111	The wild [VAR 0101(0000)] used Defense Curl!
ATKMSG_E_111	The opposing [VAR 0101(0000)] used Defense Curl!
ATKMSG_T_111	[VAR 0100(000A)]’s [VAR 0101(0000)] used Defense Curl!
ATKMSG_M_113	[VAR 0101(0000)] used Light Screen!
ATKMSG_Y_113	The wild [VAR 0101(0000)] used Light Screen!
ATKMSG_E_113	The opposing [VAR 0101(0000)] used Light Screen!
ATKMSG_T_113	[VAR 0100(000A)]’s [VAR 0101(0000)] used Light Screen!
ATKMSG_M_114	[VAR 0101(0000)] used Haze!
ATKMSG_Y_114	The wild [VAR 0101(0000)] used Haze!
ATKMSG_E_114	The opposing [VAR 0101(0000)] used Haze!
ATKMSG_T_114	[VAR 0100(000A)]’s [VAR 0101(0000)] used Haze!
ATKMSG_M_115	[VAR 0101(0000)] used Reflect!
ATKMSG_Y_115	The wild [VAR 0101(0000)] used Reflect!
ATKMSG_E_115	The opposing [VAR 0101(0000)] used Reflect!
ATKMSG_T_115	[VAR 0100(000A)]’s [VAR 0101(0000)] used Reflect!
ATKMSG_M_116	[VAR 0101(0000)] used Focus Energy!
ATKMSG_Y_116	The wild [VAR 0101(0000)] used Focus Energy!
ATKMSG_E_116	The opposing [VAR 0101(0000)] used Focus Energy!
ATKMSG_T_116	[VAR 0100(000A)]’s [VAR 0101(0000)] used Focus Energy!
ATKMSG_M_118	[VAR 0101(0000)] used Metronome!
ATKMSG_Y_118	The wild [VAR 0101(0000)] used Metronome!
ATKMSG_E_118	The opposing [VAR 0101(0000)] used Metronome!
ATKMSG_T_118	[VAR 0100(000A)]’s [VAR 0101(0000)] used Metronome!
ATKMSG_M_120	[VAR 0101(0000)] used Self-Destruct!
ATKMSG_Y_120	The wild [VAR 0101(0000)] used Self-Destruct!
ATKMSG_E_120	The opposing [VAR 0101(0000)] used Self-Destruct!
ATKMSG_T_120	[VAR 0100(000A)]’s [VAR 0101(0000)] used Self-Destruct!
ATKMSG_M_122	[VAR 0101(0000)] used Lick!
ATKMSG_Y_122	The wild [VAR 0101(0000)] used Lick!
ATKMSG_E_122	The opposing [VAR 0101(0000)] used Lick!
ATKMSG_T_122	[VAR 0100(000A)]’s [VAR 0101(0000)] used Lick!
