bag
SS_bag_000	零花钱
ATKMSG_T_020	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n绑紧！
ATKMSG_M_021	[VAR 0101(0000)]使出了\n摔打！
ATKMSG_Y_021	野生的[VAR 0101(0000)]使出了\n摔打！
ATKMSG_E_021	对手的[VAR 0101(0000)]使出了\n摔打！
ATKMSG_T_021	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n摔打！
ATKMSG_M_022	[VAR 0101(0000)]使出了\n藤鞭！
ATKMSG_Y_022	野生的[VAR 0101(0000)]使出了\n藤鞭！
ATKMSG_E_022	对手的[VAR 0101(0000)]使出了\n藤鞭！
ATKMSG_T_022	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n藤鞭！
ATKMSG_M_023	[VAR 0101(0000)]使出了\n踩踏！
ATKMSG_Y_023	野生的[VAR 0101(0000)]使出了\n踩踏！
ATKMSG_E_023	对手的[VAR 0101(0000)]使出了\n踩踏！
ATKMSG_T_023	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n踩踏！
ATKMSG_M_024	[VAR 0101(0000)]使出了\n二连踢！
ATKMSG_Y_024	野生的[VAR 0101(0000)]使出了\n二连踢！
ATKMSG_E_024	对手的[VAR 0101(0000)]使出了\n二连踢！
ATKMSG_T_024	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n二连踢！
ATKMSG_M_025	[VAR 0101(0000)]使出了\n百万吨重踢！
ATKMSG_Y_025	野生的[VAR 0101(0000)]使出了\n百万吨重踢！
ATKMSG_E_025	对手的[VAR 0101(0000)]使出了\n百万吨重踢！
ATKMSG_T_025	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n百万吨重踢！
ATKMSG_M_028	[VAR 0101(0000)]使出了\n泼沙！
ATKMSG_Y_028	野生的[VAR 0101(0000)]使出了\n泼沙！
ATKMSG_E_028	对手的[VAR 0101(0000)]使出了\n泼沙！
ATKMSG_T_028	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n泼沙！
ATKMSG_M_029	[VAR 0101(0000)]使出了\n头锤！
ATKMSG_Y_029	野生的[VAR 0101(0000)]使出了\n头锤！
ATKMSG_E_029	对手的[VAR 0101(0000)]使出了\n头锤！
ATKMSG_T_029	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n头锤！
ATKMSG_M_030	[VAR 0101(0000)]使出了\n角撞！
ATKMSG_Y_030	野生的[VAR 0101(0000)]使出了\n角撞！
ATKMSG_E_030	对手的[VAR 0101(0000)]使出了\n角撞！
ATKMSG_T_030	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n角撞！
ATKMSG_M_031	[VAR 0101(0000)]使出了\n乱击！
ATKMSG_Y_031	野生的[VAR 0101(0000)]使出了\n乱击！
ATKMSG_E_031	对手的[VAR 0101(0000)]使出了\n乱击！
ATKMSG_T_031	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n乱击！
ATKMSG_M_032	[VAR 0101(0000)]使出了\n角钻！
ATKMSG_Y_032	野生的[VAR 0101(0000)]使出了\n角钻！
ATKMSG_E_032	对手的[VAR 0101(0000)]使出了\n角钻！
ATKMSG_T_032	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n角钻！
ATKMSG_M_033	[VAR 0101(0000)]使出了\n撞击！
ATKMSG_Y_033	野生的[VAR 0101(0000)]使出了\n撞击！
ATKMSG_E_033	对手的[VAR 0101(0000)]使出了\n撞击！
ATKMSG_T_033	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n撞击！
ATKMSG_M_034	[VAR 0101(0000)]使出了\n泰山压顶！
ATKMSG_Y_034	野生的[VAR 0101(0000)]使出了\n泰山压顶！
ATKMSG_E_034	对手的[VAR 0101(0000)]使出了\n泰山压顶！
ATKMSG_T_034	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n泰山压顶！
ATKMSG_M_035	[VAR 0101(0000)]使出了\n紧束！
ATKMSG_Y_035	野生的[VAR 0101(0000)]使出了\n紧束！
ATKMSG_E_035	对手的[VAR 0101(0000)]使出了\n紧束！
ATKMSG_T_035	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n紧束！
ATKMSG_M_036	[VAR 0101(0000)]使出了\n猛撞！
ATKMSG_Y_036	野生的[VAR 0101(0000)]使出了\n猛撞！
ATKMSG_E_036	对手的[VAR 0101(0000)]使出了\n猛撞！
ATKMSG_T_036	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n猛撞！
ATKMSG_M_037	[VAR 0101(0000)]使出了\n大闹一番！
ATKMSG_Y_037	野生的[VAR 0101(0000)]使出了\n大闹一番！
ATKMSG_E_037	对手的[VAR 0101(0000)]使出了\n大闹一番！
ATKMSG_T_037	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n大闹一番！
ATKMSG_M_038	[VAR 0101(0000)]使出了\n舍身冲撞！
ATKMSG_Y_038	野生的[VAR 0101(0000)]使出了\n舍身冲撞！
ATKMSG_E_038	对手的[VAR 0101(0000)]使出了\n舍身冲撞！
ATKMSG_T_038	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n舍身冲撞！
ATKMSG_M_039	[VAR 0101(0000)]使出了\n摇尾巴！
ATKMSG_Y_039	野生的[VAR 0101(0000)]使出了\n摇尾巴！
ATKMSG_E_039	对手的[VAR 0101(0000)]使出了\n摇尾巴！
ATKMSG_T_039	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n摇尾巴！
ATKMSG_M_040	[VAR 0101(0000)]使出了\n毒针！
ATKMSG_Y_040	野生的[VAR 0101(0000)]使出了\n毒针！
ATKMSG_E_040	对手的[VAR 0101(0000)]使出了\n毒针！
ATKMSG_T_040	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n毒针！
ATKMSG_M_042	[VAR 0101(0000)]使出了\n飞弹针！
ATKMSG_Y_042	野生的[VAR 0101(0000)]使出了\n飞弹针！
ATKMSG_E_042	对手的[VAR 0101(0000)]使出了\n飞弹针！
ATKMSG_T_042	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n飞弹针！
ATKMSG_M_043	[VAR 0101(0000)]使出了\n瞪眼！
ATKMSG_Y_043	野生的[VAR 0101(0000)]使出了\n瞪眼！
ATKMSG_E_043	对手的[VAR 0101(0000)]使出了\n瞪眼！
ATKMSG_T_043	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n瞪眼！
ATKMSG_M_044	[VAR 0101(0000)]使出了\n咬住！
ATKMSG_Y_044	野生的[VAR 0101(0000)]使出了\n咬住！
ATKMSG_E_044	对手的[VAR 0101(0000)]使出了\n咬住！
ATKMSG_T_044	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n咬住！
ATKMSG_M_045	[VAR 0101(0000)]使出了\n叫声！
ATKMSG_Y_045	野生的[VAR 0101(0000)]使出了\n叫声！
ATKMSG_E_045	对手的[VAR 0101(0000)]使出了\n叫声！
ATKMSG_T_045	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n叫声！
ATKMSG_M_046	[VAR 0101(0000)]使出了\n吼叫！
ATKMSG_Y_046	野生的[VAR 0101(0000)]使出了\n吼叫！
ATKMSG_E_046	对手的[VAR 0101(0000)]使出了\n吼叫！
ATKMSG_T_046	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n吼叫！
ATKMSG_M_047	[VAR 0101(0000)]使出了\n唱歌！
ATKMSG_Y_047	野生的[VAR 0101(0000)]使出了\n唱歌！
ATKMSG_E_047	对手的[VAR 0101(0000)]使出了\n唱歌！
ATKMSG_T_047	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n唱歌！
ATKMSG_M_048	[VAR 0101(0000)]使出了\n超音波！
ATKMSG_Y_048	野生的[VAR 0101(0000)]使出了\n超音波！
ATKMSG_E_048	对手的[VAR 0101(0000)]使出了\n超音波！
ATKMSG_T_048	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n超音波！
ATKMSG_M_050	[VAR 0101(0000)]使出了\n定身法！
ATKMSG_Y_050	野生的[VAR 0101(0000)]使出了\n定身法！
ATKMSG_E_050	对手的[VAR 0101(0000)]使出了\n定身法！
ATKMSG_T_050	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n定身法！
ATKMSG_M_051	[VAR 0101(0000)]使出了\n溶解液！
ATKMSG_Y_051	野生的[VAR 0101(0000)]使出了\n溶解液！
ATKMSG_E_051	对手的[VAR 0101(0000)]使出了\n溶解液！
ATKMSG_T_051	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n溶解液！
ATKMSG_M_052	[VAR 0101(0000)]使出了\n火花！
ATKMSG_Y_052	野生的[VAR 0101(0000)]使出了\n火花！
ATKMSG_E_052	对手的[VAR 0101(0000)]使出了\n火花！
ATKMSG_T_052	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n火花！
ATKMSG_M_053	[VAR 0101(0000)]使出了\n喷射火焰！
ATKMSG_Y_053	野生的[VAR 0101(0000)]使出了\n喷射火焰！
ATKMSG_E_053	对手的[VAR 0101(0000)]使出了\n喷射火焰！
ATKMSG_T_053	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n喷射火焰！
ATKMSG_M_054	[VAR 0101(0000)]使出了\n白雾！
ATKMSG_Y_054	野生的[VAR 0101(0000)]使出了\n白雾！
ATKMSG_E_054	对手的[VAR 0101(0000)]使出了\n白雾！
ATKMSG_T_054	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n白雾！
ATKMSG_M_055	[VAR 0101(0000)]使出了\n水枪！
ATKMSG_Y_055	野生的[VAR 0101(0000)]使出了\n水枪！
ATKMSG_E_055	对手的[VAR 0101(0000)]使出了\n水枪！
ATKMSG_T_055	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n水枪！
ATKMSG_M_056	[VAR 0101(0000)]使出了\n水炮！
ATKMSG_Y_056	野生的[VAR 0101(0000)]使出了\n水炮！
ATKMSG_E_056	对手的[VAR 0101(0000)]使出了\n水炮！
ATKMSG_T_056	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n水炮！
ATKMSG_M_057	[VAR 0101(0000)]使出了\n冲浪！
ATKMSG_Y_057	野生的[VAR 0101(0000)]使出了\n冲浪！
ATKMSG_E_057	对手的[VAR 0101(0000)]使出了\n冲浪！
ATKMSG_T_057	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n冲浪！
ATKMSG_M_058	[VAR 0101(0000)]使出了\n冰冻光束！
ATKMSG_Y_058	野生的[VAR 0101(0000)]使出了\n冰冻光束！
ATKMSG_E_058	对手的[VAR 0101(0000)]使出了\n冰冻光束！
ATKMSG_T_058	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n冰冻光束！
ATKMSG_M_059	[VAR 0101(0000)]使出了\n暴风雪！
ATKMSG_Y_059	野生的[VAR 0101(0000)]使出了\n暴风雪！
ATKMSG_E_059	对手的[VAR 0101(0000)]使出了\n暴风雪！
ATKMSG_T_059	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n暴风雪！
ATKMSG_M_060	[VAR 0101(0000)]使出了\n幻象光线！
ATKMSG_Y_060	野生的[VAR 0101(0000)]使出了\n幻象光线！
ATKMSG_E_060	对手的[VAR 0101(0000)]使出了\n幻象光线！
ATKMSG_T_060	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n幻象光线！
ATKMSG_M_061	[VAR 0101(0000)]使出了\n泡沫光线！
ATKMSG_Y_061	野生的[VAR 0101(0000)]使出了\n泡沫光线！
ATKMSG_E_061	对手的[VAR 0101(0000)]使出了\n泡沫光线！
ATKMSG_T_061	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n泡沫光线！
ATKMSG_M_062	[VAR 0101(0000)]使出了\n极光束！
ATKMSG_Y_062	野生的[VAR 0101(0000)]使出了\n极光束！
ATKMSG_E_062	对手的[VAR 0101(0000)]使出了\n极光束！
ATKMSG_T_062	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n极光束！
ATKMSG_M_063	[VAR 0101(0000)]使出了\n破坏光线！
ATKMSG_Y_063	野生的[VAR 0101(0000)]使出了\n破坏光线！
ATKMSG_E_063	对手的[VAR 0101(0000)]使出了\n破坏光线！
ATKMSG_T_063	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n破坏光线！
ATKMSG_M_064	[VAR 0101(0000)]使出了\n啄！
ATKMSG_Y_064	野生的[VAR 0101(0000)]使出了\n啄！
ATKMSG_E_064	对手的[VAR 0101(0000)]使出了\n啄！
ATKMSG_T_064	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n啄！
ATKMSG_M_065	[VAR 0101(0000)]使出了\n啄钻！
ATKMSG_Y_065	野生的[VAR 0101(0000)]使出了\n啄钻！
ATKMSG_E_065	对手的[VAR 0101(0000)]使出了\n啄钻！
ATKMSG_T_065	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n啄钻！
ATKMSG_M_066	[VAR 0101(0000)]使出了\n深渊翻滚！
ATKMSG_Y_066	野生的[VAR 0101(0000)]使出了\n深渊翻滚！
ATKMSG_E_066	对手的[VAR 0101(0000)]使出了\n深渊翻滚！
ATKMSG_T_066	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n深渊翻滚！
ATKMSG_M_067	[VAR 0101(0000)]使出了\n踢倒！
ATKMSG_Y_067	野生的[VAR 0101(0000)]使出了\n踢倒！
ATKMSG_E_067	对手的[VAR 0101(0000)]使出了\n踢倒！
ATKMSG_T_067	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n踢倒！
ATKMSG_M_068	[VAR 0101(0000)]使出了\n双倍奉还！
ATKMSG_Y_068	野生的[VAR 0101(0000)]使出了\n双倍奉还！
ATKMSG_E_068	对手的[VAR 0101(0000)]使出了\n双倍奉还！
ATKMSG_T_068	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n双倍奉还！
ATKMSG_M_069	[VAR 0101(0000)]使出了\n地球上投！
ATKMSG_Y_069	野生的[VAR 0101(0000)]使出了\n地球上投！
ATKMSG_E_069	对手的[VAR 0101(0000)]使出了\n地球上投！
ATKMSG_T_069	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n地球上投！
ATKMSG_M_070	[VAR 0101(0000)]使出了\n怪力！
ATKMSG_Y_070	野生的[VAR 0101(0000)]使出了\n怪力！
ATKMSG_E_070	对手的[VAR 0101(0000)]使出了\n怪力！
ATKMSG_T_070	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n怪力！
ATKMSG_M_071	[VAR 0101(0000)]使出了\n吸取！
ATKMSG_Y_071	野生的[VAR 0101(0000)]使出了\n吸取！
ATKMSG_E_071	对手的[VAR 0101(0000)]使出了\n吸取！
ATKMSG_T_071	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n吸取！
ATKMSG_M_072	[VAR 0101(0000)]使出了\n超级吸取！
ATKMSG_Y_072	野生的[VAR 0101(0000)]使出了\n超级吸取！
ATKMSG_E_072	对手的[VAR 0101(0000)]使出了\n超级吸取！
ATKMSG_T_072	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n超级吸取！
ATKMSG_M_073	[VAR 0101(0000)]使出了\n寄生种子！
ATKMSG_Y_073	野生的[VAR 0101(0000)]使出了\n寄生种子！
ATKMSG_E_073	对手的[VAR 0101(0000)]使出了\n寄生种子！
ATKMSG_T_073	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n寄生种子！
ATKMSG_M_074	[VAR 0101(0000)]使出了\n生长！
ATKMSG_Y_074	野生的[VAR 0101(0000)]使出了\n生长！
ATKMSG_E_074	对手的[VAR 0101(0000)]使出了\n生长！
ATKMSG_T_074	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n生长！
ATKMSG_M_075	[VAR 0101(0000)]使出了\n飞叶快刀！
ATKMSG_Y_075	野生的[VAR 0101(0000)]使出了\n飞叶快刀！
ATKMSG_E_075	对手的[VAR 0101(0000)]使出了\n飞叶快刀！
ATKMSG_T_075	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n飞叶快刀！
ATKMSG_M_076	[VAR 0101(0000)]使出了\n日光束！
ATKMSG_Y_076	野生的[VAR 0101(0000)]使出了\n日光束！
ATKMSG_E_076	对手的[VAR 0101(0000)]使出了\n日光束！
ATKMSG_T_076	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n日光束！
ATKMSG_M_077	[VAR 0101(0000)]使出了\n毒粉！
ATKMSG_Y_077	野生的[VAR 0101(0000)]使出了\n毒粉！
ATKMSG_E_077	对手的[VAR 0101(0000)]使出了\n毒粉！
ATKMSG_T_077	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n毒粉！
ATKMSG_M_078	[VAR 0101(0000)]使出了\n麻痹粉！
ATKMSG_Y_078	野生的[VAR 0101(0000)]使出了\n麻痹粉！
ATKMSG_E_078	对手的[VAR 0101(0000)]使出了\n麻痹粉！
ATKMSG_T_078	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n麻痹粉！
ATKMSG_M_079	[VAR 0101(0000)]使出了\n催眠粉！
ATKMSG_Y_079	野生的[VAR 0101(0000)]使出了\n催眠粉！
ATKMSG_E_079	对手的[VAR 0101(0000)]使出了\n催眠粉！
ATKMSG_T_079	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n催眠粉！
ATKMSG_M_080	[VAR 0101(0000)]使出了\n花瓣舞！
ATKMSG_Y_080	野生的[VAR 0101(0000)]使出了\n花瓣舞！
ATKMSG_E_080	对手的[VAR 0101(0000)]使出了\n花瓣舞！
ATKMSG_T_080	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n花瓣舞！
ATKMSG_M_081	[VAR 0101(0000)]使出了\n吐丝！
ATKMSG_Y_081	野生的[VAR 0101(0000)]使出了\n吐丝！
ATKMSG_E_081	对手的[VAR 0101(0000)]使出了\n吐丝！
ATKMSG_T_081	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n吐丝！
ATKMSG_M_083	[VAR 0101(0000)]使出了\n火焰旋涡！
ATKMSG_Y_083	野生的[VAR 0101(0000)]使出了\n火焰旋涡！
ATKMSG_E_083	对手的[VAR 0101(0000)]使出了\n火焰旋涡！
ATKMSG_T_083	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n火焰旋涡！
ATKMSG_M_084	[VAR 0101(0000)]使出了\n电击！
ATKMSG_Y_084	野生的[VAR 0101(0000)]使出了\n电击！
ATKMSG_E_084	对手的[VAR 0101(0000)]使出了\n电击！
ATKMSG_T_084	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n电击！
ATKMSG_M_085	[VAR 0101(0000)]使出了\n十万伏特！
ATKMSG_Y_085	野生的[VAR 0101(0000)]使出了\n十万伏特！
ATKMSG_E_085	对手的[VAR 0101(0000)]使出了\n十万伏特！
ATKMSG_T_085	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n十万伏特！
ATKMSG_M_086	[VAR 0101(0000)]使出了\n电磁波！
ATKMSG_Y_086	野生的[VAR 0101(0000)]使出了\n电磁波！
ATKMSG_E_086	对手的[VAR 0101(0000)]使出了\n电磁波！
ATKMSG_T_086	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n电磁波！
ATKMSG_M_087	[VAR 0101(0000)]使出了\n打雷！
ATKMSG_Y_087	野生的[VAR 0101(0000)]使出了\n打雷！
ATKMSG_E_087	对手的[VAR 0101(0000)]使出了\n打雷！
ATKMSG_T_087	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n打雷！
ATKMSG_M_088	[VAR 0101(0000)]使出了\n落石！
ATKMSG_Y_088	野生的[VAR 0101(0000)]使出了\n落石！
ATKMSG_E_088	对手的[VAR 0101(0000)]使出了\n落石！
ATKMSG_T_088	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n落石！
ATKMSG_M_089	[VAR 0101(0000)]使出了\n地震！
ATKMSG_Y_089	野生的[VAR 0101(0000)]使出了\n地震！
ATKMSG_E_089	对手的[VAR 0101(0000)]使出了\n地震！
ATKMSG_T_089	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n地震！
ATKMSG_M_090	[VAR 0101(0000)]使出了\n地裂！
ATKMSG_Y_090	野生的[VAR 0101(0000)]使出了\n地裂！
ATKMSG_E_090	对手的[VAR 0101(0000)]使出了\n地裂！
ATKMSG_T_090	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n地裂！
ATKMSG_M_091	[VAR 0101(0000)]使出了\n挖洞！
ATKMSG_Y_091	野生的[VAR 0101(0000)]使出了\n挖洞！
ATKMSG_E_091	对手的[VAR 0101(0000)]使出了\n挖洞！
ATKMSG_T_091	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n挖洞！
ATKMSG_M_092	[VAR 0101(0000)]使出了\n剧毒！
ATKMSG_Y_092	野生的[VAR 0101(0000)]使出了\n剧毒！
ATKMSG_E_092	对手的[VAR 0101(0000)]使出了\n剧毒！
ATKMSG_T_092	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n剧毒！
ATKMSG_M_093	[VAR 0101(0000)]使出了\n念力！
ATKMSG_Y_093	野生的[VAR 0101(0000)]使出了\n念力！
ATKMSG_E_093	对手的[VAR 0101(0000)]使出了\n念力！
ATKMSG_T_093	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n念力！
ATKMSG_M_094	[VAR 0101(0000)]使出了\n精神强念！
ATKMSG_Y_094	野生的[VAR 0101(0000)]使出了\n精神强念！
ATKMSG_E_094	对手的[VAR 0101(0000)]使出了\n精神强念！
ATKMSG_T_094	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n精神强念！
ATKMSG_M_095	[VAR 0101(0000)]使出了\n催眠术！
ATKMSG_Y_095	野生的[VAR 0101(0000)]使出了\n催眠术！
ATKMSG_E_095	对手的[VAR 0101(0000)]使出了\n催眠术！
ATKMSG_T_095	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n催眠术！
ATKMSG_M_097	[VAR 0101(0000)]使出了\n高速移动！
ATKMSG_Y_097	野生的[VAR 0101(0000)]使出了\n高速移动！
ATKMSG_E_097	对手的[VAR 0101(0000)]使出了\n高速移动！
ATKMSG_T_097	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n高速移动！
ATKMSG_M_098	[VAR 0101(0000)]使出了\n电光一闪！
ATKMSG_Y_098	野生的[VAR 0101(0000)]使出了\n电光一闪！
ATKMSG_E_098	对手的[VAR 0101(0000)]使出了\n电光一闪！
ATKMSG_T_098	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n电光一闪！
ATKMSG_M_100	[VAR 0101(0000)]使出了\n瞬间移动！
ATKMSG_Y_100	野生的[VAR 0101(0000)]使出了\n瞬间移动！
ATKMSG_E_100	对手的[VAR 0101(0000)]使出了\n瞬间移动！
ATKMSG_T_100	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n瞬间移动！
ATKMSG_M_101	[VAR 0101(0000)]使出了\n黑夜魔影！
ATKMSG_Y_101	野生的[VAR 0101(0000)]使出了\n黑夜魔影！
ATKMSG_E_101	对手的[VAR 0101(0000)]使出了\n黑夜魔影！
ATKMSG_T_101	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n黑夜魔影！
ATKMSG_M_102	[VAR 0101(0000)]使出了\n模仿！
ATKMSG_Y_102	野生的[VAR 0101(0000)]使出了\n模仿！
ATKMSG_E_102	对手的[VAR 0101(0000)]使出了\n模仿！
ATKMSG_T_102	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n模仿！
ATKMSG_M_103	[VAR 0101(0000)]使出了\n刺耳声！
ATKMSG_Y_103	野生的[VAR 0101(0000)]使出了\n刺耳声！
ATKMSG_E_103	对手的[VAR 0101(0000)]使出了\n刺耳声！
ATKMSG_T_103	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n刺耳声！
ATKMSG_M_104	[VAR 0101(0000)]使出了\n影子分身！
ATKMSG_Y_104	野生的[VAR 0101(0000)]使出了\n影子分身！
ATKMSG_E_104	对手的[VAR 0101(0000)]使出了\n影子分身！
ATKMSG_T_104	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n影子分身！
ATKMSG_M_105	[VAR 0101(0000)]使出了\n自我再生！
ATKMSG_Y_105	野生的[VAR 0101(0000)]使出了\n自我再生！
ATKMSG_E_105	对手的[VAR 0101(0000)]使出了\n自我再生！
ATKMSG_T_105	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n自我再生！
ATKMSG_M_106	[VAR 0101(0000)]使出了\n变硬！
ATKMSG_Y_106	野生的[VAR 0101(0000)]使出了\n变硬！
ATKMSG_E_106	对手的[VAR 0101(0000)]使出了\n变硬！
ATKMSG_T_106	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n变硬！
ATKMSG_M_107	[VAR 0101(0000)]使出了\n变小！
ATKMSG_Y_107	野生的[VAR 0101(0000)]使出了\n变小！
ATKMSG_E_107	对手的[VAR 0101(0000)]使出了\n变小！
ATKMSG_T_107	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n变小！
ATKMSG_M_108	[VAR 0101(0000)]使出了\n烟幕！
ATKMSG_Y_108	野生的[VAR 0101(0000)]使出了\n烟幕！
ATKMSG_E_108	对手的[VAR 0101(0000)]使出了\n烟幕！
ATKMSG_T_108	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n烟幕！
ATKMSG_M_109	[VAR 0101(0000)]使出了\n奇异之光！
ATKMSG_Y_109	野生的[VAR 0101(0000)]使出了\n奇异之光！
ATKMSG_E_109	对手的[VAR 0101(0000)]使出了\n奇异之光！
ATKMSG_T_109	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n奇异之光！
ATKMSG_M_110	[VAR 0101(0000)]使出了\n缩入壳中！
ATKMSG_Y_110	野生的[VAR 0101(0000)]使出了\n缩入壳中！
ATKMSG_E_110	对手的[VAR 0101(0000)]使出了\n缩入壳中！
ATKMSG_T_110	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n缩入壳中！
ATKMSG_M_111	[VAR 0101(0000)]使出了\n变圆！
ATKMSG_Y_111	野生的[VAR 0101(0000)]使出了\n变圆！
ATKMSG_E_111	对手的[VAR 0101(0000)]使出了\n变圆！
ATKMSG_T_111	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n变圆！
ATKMSG_M_113	[VAR 0101(0000)]使出了\n光墙！
ATKMSG_Y_113	野生的[VAR 0101(0000)]使出了\n光墙！
ATKMSG_E_113	对手的[VAR 0101(0000)]使出了\n光墙！
ATKMSG_T_113	[VAR 0100(000A)]的[VAR 0101(0000)]使出了\n光墙！
ATKMSG_M_114	[VAR 0101(0000)]使出了\n黑雾！
ATKMSG_Y_114	野生的[VAR 0101(0000)]使出了\n黑雾！
ATKMSG_E_114	对手的[VAR 0101(0000)]使出了\n黑雾！
