msg_bgm+zh_tw.msbt
bgm_arrange	改編
bgm_copyright_0101	作曲者：Nintendo\r\nComposition Copyright Toshio Iwai / Nintendo\r\nArrangement Copyright Nintendo
bgm_title_0102	Bathtime Theme
bgm_author_0102	編曲者：Maki Kirioka〔桐岡 麻季〕
bgm_copyright_0102	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0103	Afternoon on the Island
bgm_author_0103	擔任編曲者：Masafumi Takada〔高田 雅史〕
bgm_copyright_0103	作曲者：Nintendo\r\n編曲者：Sound Prestige LLC.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0104	Find Mii / Find Mii II Medley
bgm_author_0104	擔任編曲者：Ryo Nagamatsu〔永松 亮〕
bgm_copyright_0104	作曲者：Nintendo\r\n編曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0105	Title Theme - Wii Sports
bgm_author_0105	擔任編曲者：Keiki Kobayashi〔小林 啓樹〕
bgm_copyright_0105	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0106	Title Theme - Wii Sports Club
bgm_author_0106	擔任編曲者：Nobuko Toda〔戸田 信子〕
bgm_copyright_0106	作曲者：TRI-CRESCENDO Inc. / Nintendo\r\n編曲者：FILM SCORE LLC\r\nComposition and arrangement Copyright Nintendo
bgm_title_0107	Trouble Brewing II
bgm_author_0107	擔任編曲者：Yoshito Sekigawa〔関河 義人〕
bgm_copyright_0107	作曲者：INTELLIGENT SYSTEMS\r\n編曲者：INTELLIGENT SYSTEMS\r\nComposition Copyright Nintendo / INTELLIGENT SYSTEMS\r\nArrangement Copyright Nintendo
bgm_title_0108	Noisy Notebook
bgm_author_0108	編曲者：Maki Kirioka〔桐岡 麻季〕
bgm_copyright_0108	作曲者：Calum Bowen\r\nComposition and arrangement Copyright Nintendo
bgm_title_0109	How to Play - Super Smash Bros. Melee
bgm_author_0109	編曲者：Motoi Sakuraba〔桜庭 統〕
bgm_copyright_0109	作曲者：HAL Laboratory, Inc.\r\nComposition Copyright Nintendo / HAL Laboratory, Inc.\r\nArrangement Copyright Nintendo
bgm_title_0120	Menu
bgm_title_0121	Battlefield
bgm_title_0122	Final Destination
bgm_title_0131	Title Theme - The Legend of Zelda
bgm_author_0131	擔任編曲者：Shogo Sakai〔酒井 省吾〕
bgm_copyright_0131	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0132	Overworld Theme - The Legend of Zelda {size[5000]}(64){size[6400]}
bgm_author_0132	擔任編曲者：Hirokazu Ando〔安藤 浩和〕
bgm_copyright_0132	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0133	Overworld Theme - The Legend of Zelda {size[5000]}(Melee){size[6400]}
bgm_author_0133	擔任編曲者：Takuto Kitsuta〔橘田 拓人〕
bgm_copyright_0133	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0134	Overworld Theme - The Legend of Zelda {size[5000]}(Brawl){size[6400]}
bgm_author_0134	擔任編曲者：Yuzo Koshiro〔古代 祐三〕
bgm_copyright_0134	作曲者：Nintendo\r\n編曲者：Ancient-corp.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0135	Overworld & Underworld - The Legend of Zelda {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0135	擔任編曲者：Hideki Sakamoto〔坂本 英城〕
bgm_copyright_0135	作曲者：Nintendo\r\n編曲者：noisycroak Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0136	The Legend of Zelda Medley
bgm_author_0136	擔任編曲者：Taku Inoue
bgm_copyright_0136	作曲者：Nintendo\r\n編曲者：BANDAI NAMCO Studios Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0137	Temple Theme
bgm_author_0137	擔任編曲者：Shogo Sakai〔酒井 省吾〕
bgm_copyright_0137	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.　\r\nComposition and arrangement Copyright Nintendo
bgm_title_0138	Great Temple / Temple
bgm_author_0138	擔任編曲者：Shogo Sakai〔酒井 省吾〕
bgm_copyright_0138	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0139	Overworld Theme - The Legend of Zelda: A Link to the Past
bgm_copyright_0139	Composition and arrangement Copyright Nintendo
bgm_title_0140	Dark World {size[5000]}(Brawl){size[6400]}
bgm_author_0140	擔任編曲者：Arata Iiyoshi〔飯吉 新〕
bgm_copyright_0140	作曲者：Nintendo\r\n編曲者：GAME ARTS Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0141	Dark World {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0141	擔任編曲者：Keiichi Okabe〔岡部 啓一〕
bgm_copyright_0141	作曲者：Nintendo\r\n編曲者：MONACA\r\nComposition and arrangement Copyright Nintendo
bgm_title_0142	Hidden Mountain & Forest
bgm_author_0142	擔任編曲者：Shota Kageyama〔景山 将太〕
bgm_copyright_0142	作曲者：Nintendo\r\n編曲者：PROCYON STUDIO\r\nComposition and arrangement Copyright Nintendo
bgm_title_0143	Tal Tal Heights
bgm_author_0143	擔任編曲者：Yusuke Takahama〔高濱 祐輔〕
bgm_copyright_0143	作曲者：Nintendo\r\n編曲者：TARGET ENTERTAINMENT INC.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0144	Ocarina of Time Medley
bgm_author_0144	擔任編曲者：Michiko Naruke〔なるけ みちこ〕
bgm_copyright_0144	作曲者：Nintendo\r\n編曲者：Naru2 Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0145	Hyrule Field Theme
bgm_author_0145	擔任編曲者：Yutaka Iraha〔伊良波 穣〕
bgm_copyright_0145	作曲者：Nintendo\r\n編曲者：GAME ARTS Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0146	Saria's Theme
bgm_author_0146	擔任編曲者：Hirokazu Ando〔安藤 浩和〕
bgm_copyright_0146	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0147	Saria's Song / Middle Boss Battle
bgm_author_0147	編曲者：Michiru Yamane〔山根 ミチル〕
bgm_copyright_0147	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0148	Song of Storms
bgm_author_0148	擔任編曲者：Tsukasa Masuko〔増子 司〕
bgm_copyright_0148	作曲者：Nintendo\r\n編曲者：M's Factory Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0149	Gerudo Valley
bgm_author_0149	擔任編曲者：Rio Hamamoto〔濱本 理央〕
bgm_copyright_0149	作曲者：Nintendo\r\n編曲者：BANDAI NAMCO Studios Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0150	Gerudo Valley
bgm_copyright_0150	Composition and arrangement Copyright Nintendo
bgm_title_0151	The Great Sea / Menu Select
bgm_author_0151	擔任編曲者：Tetsuya Shibata〔柴田 徹也〕
bgm_copyright_0151	作曲者：Nintendo\r\n編曲者：Unique Note Co., Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0152	Dragon Roost Island
bgm_copyright_0152	Composition and arrangement Copyright Nintendo
bgm_title_0153	Village of the Blue Maiden
bgm_copyright_0153	Composition and arrangement Copyright Nintendo
bgm_title_0154	Main Theme - The Legend of Zelda: Twilight Princess
bgm_copyright_0154	Composition and arrangement Copyright Nintendo
bgm_title_0155	The Hidden Village
bgm_copyright_0155	Composition and arrangement Copyright Nintendo
bgm_title_0156	Full Steam Ahead
bgm_author_0156	擔任編曲者：Michiko Naruke〔なるけ みちこ〕
bgm_copyright_0156	作曲者：Nintendo\r\n編曲者：Naru2 Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0157	Ballad of the Goddess
bgm_author_0157	擔任編曲者：Ryo Nagamatsu〔永松 亮〕
bgm_copyright_0157	作曲者：Nintendo\r\n編曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0158	Ballad of the Goddess
bgm_copyright_0158	Composition and arrangement Copyright Nintendo
bgm_title_0159	Hyrule Main Theme
bgm_copyright_0159	Composition and arrangement Copyright Nintendo
bgm_title_0160	Yuga Battle (Hyrule Castle)
bgm_copyright_0160	Composition and arrangement Copyright Nintendo
bgm_title_0161	Lorule Main Theme
bgm_copyright_0161	Composition and arrangement Copyright Nintendo
bgm_title_0162	Woodlands - The Legend of Zelda: Tri Force Heroes
bgm_copyright_0162	Composition and arrangement Copyright Nintendo
bgm_title_0163	Hyrule Castle (Outside)
bgm_copyright_0163	Composition and arrangement Copyright Nintendo
bgm_title_0164	Calamity Ganon Battle - Second Form
bgm_copyright_0164	Composition and arrangement Copyright Nintendo
bgm_title_0171	Vampire Killer
bgm_author_0171	收錄：Castlevania Judgment
bgm_copyright_0171	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0172	Nothing to Lose
bgm_author_0172	收錄：Castlevania: Harmony of Despair
bgm_copyright_0172	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0173	Black Night
bgm_author_0173	收錄：Castlevania: The Arcade
bgm_copyright_0173	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0174	Dwelling of Doom
bgm_copyright_0174	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0175	Can't Wait Until Night
bgm_author_0175	收錄：Castlevania: Harmony of Despair
bgm_copyright_0175	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0176	Mad Forest
bgm_author_0176	收錄：Castlevania Judgment
bgm_copyright_0176	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0177	Simon Belmont Theme
bgm_copyright_0177	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0178	Simon Belmont Theme (The Arcade)
bgm_author_0178	收錄：Castlevania: The Arcade
bgm_copyright_0178	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0179	Slash
bgm_author_0179	收錄：Castlevania: Harmony of Despair
bgm_copyright_0179	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0180	Dance of Illusions
bgm_author_0180	收錄：Castlevania Judgment
bgm_copyright_0180	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0181	Dracula's Castle
bgm_author_0181	收錄：Castlevania Judgment
bgm_copyright_0181	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0182	The Tragic Prince
bgm_author_0182	收錄：Castlevania: Harmony of Despair
bgm_copyright_0182	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0183	Ruined Castle Gallery
bgm_author_0183	收錄：Castlevania: Harmony of Despair
bgm_copyright_0183	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0184	Jet Black Incursion
bgm_copyright_0184	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0185	Crash in the Dark Night
bgm_author_0185	收錄：Castlevania: Harmony of Despair
bgm_copyright_0185	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0186	Ripped Silence
bgm_author_0186	收錄：Castlevania: Harmony of Despair
bgm_copyright_0186	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0187	Hail from the Past
bgm_copyright_0187	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0188	Jail of Jewel
bgm_copyright_0188	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0189	Twilight Stigmata
bgm_author_0189	收錄：Castlevania: Harmony of Despair
bgm_copyright_0189	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0190	Jet Black Wings
bgm_author_0190	收錄：Castlevania: Harmony of Despair
bgm_copyright_0190	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0191	Go! Getsu Fuma
bgm_author_0191	收錄：Castlevania: Harmony of Despair
bgm_copyright_0191	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0196	Roar/Rathalos
bgm_copyright_0196	Composition and arrangement Copyright CAPCOM CO., LTD.
bgm_title_0197	Duck Hunt Medley {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0197	擔任編曲者：Manabu Namiki〔並木 学〕
bgm_copyright_0197	作曲者：Nintendo\r\n編曲者：M2 Co., Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0198	Balloon Fight Medley
bgm_author_0198	擔任編曲者：Yoshihito Yano〔矢野 義人〕
bgm_copyright_0198	作曲者：Nintendo\r\n編曲者：BANDAI NAMCO Studios Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0199	Balloon Trip {size[5000]}(Brawl){size[6400]}
bgm_author_0199	編曲者：Koji Hayama〔葉山 宏治〕
bgm_copyright_0199	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0200	Balloon Trip {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0200	編曲者：Hirokazu Tanaka. ex
bgm_copyright_0200	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0201	Clu Clu Land
bgm_author_0201	擔任編曲者：Keigo Ozaki〔尾崎 景吾〕
bgm_copyright_0201	作曲者：Nintendo\r\n編曲者：GAME ARTS Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0202	Ice Climber {size[5000]}(Melee){size[6400]}
bgm_author_0202	擔任編曲者：Shogo Sakai〔酒井 省吾〕
bgm_copyright_0202	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0203	Ice Climber {size[5000]}(Brawl){size[6400]}
bgm_author_0203	擔任編曲者：Toshiyuki Sudo〔須戸 敏之〕
bgm_copyright_0203	作曲者：Nintendo\r\n編曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0204	Wrecking Crew Medley {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0204	擔任編曲者：Manabu Namiki〔並木 学〕
bgm_copyright_0204	作曲者：Nintendo\r\n編曲者：M2 Co., Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0205	Wrecking Crew Retro Medley
bgm_copyright_0205	Composition and arrangement Copyright Nintendo
bgm_title_0206	Stack-Up/Gyromite
bgm_author_0206	編曲者：Kenichi Okuma〔おおくま けんいち〕
bgm_copyright_0206	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0207	Mach Rider
bgm_author_0207	擔任編曲者：Hirokazu Ando〔安藤 浩和〕
bgm_copyright_0207	作曲者：HAL Laboratory, Inc.\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0208	Famicom Medley
bgm_copyright_0208	Composition and arrangement Copyright Nintendo
bgm_title_0209	The Mysterious Murasame Castle Medley
bgm_author_0209	擔任編曲者：Shohei Tsuchiya（ZUNTATA）\r\n　　　　　　〔土屋 昇平 （ZUNTATA）〕
bgm_copyright_0209	作曲者：Nintendo\r\n編曲者：TAITO CORPORATION\r\nComposition and arrangement Copyright Nintendo
bgm_title_0210	Shin Onigashima Medley
bgm_author_0210	編曲者：Masafumi Takada〔高田 雅史〕
bgm_copyright_0210	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0211	Title Theme - 3D Hot Rally
bgm_author_0211	擔任編曲者：Kentaro Ishizaka〔石坂 健太郎〕
bgm_copyright_0211	作曲者：Nintendo\r\n編曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0212	Tetris: Type A
bgm_author_0212	擔任編曲者：Yoko Shimomura〔下村 陽子〕
bgm_copyright_0212	作曲者：俄羅斯民謠\r\n編曲者：Midiplex Co., Ltd.\r\nArrangement Copyright Nintendo\r\nCourtesy of The Tetris Company
bgm_title_0213	Tetris: Type B
bgm_author_0213	編曲者：Masafumi Takada〔高田 雅史〕
bgm_copyright_0213	作曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo\r\nCourtesy of The Tetris Company
bgm_title_0214	Light Plane
bgm_copyright_0214	Composition and arrangement Copyright Nintendo
bgm_title_0215	Light Plane {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0215	擔任編曲者：Masato Coda with RiRiKA\r\n　　　　　　〔甲田 雅人 with RiRiKA〕
bgm_copyright_0215	作曲者：Nintendo\r\n編曲者：designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0216	Light Plane (Vocal Mix) {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0216	擔任編曲者：Masato Coda with RiRiKA\r\n　　　　　　〔甲田 雅人 with RiRiKA〕
bgm_copyright_0216	作曲者：Nintendo\r\n編曲者：designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0217	Turbo Jet
bgm_author_0217	擔任編曲者：Asuka Ito〔伊藤 明日香〕
bgm_copyright_0217	作曲者：Nintendo\r\n編曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0218	Pedal Glider
bgm_author_0218	擔任編曲者：Asuka Ito〔伊藤 明日香〕
bgm_copyright_0218	作曲者：Nintendo\r\n編曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0219	Tunnel Scene - X
bgm_author_0219	擔任編曲者：Yusuke Takahama〔高濱 祐輔〕
bgm_copyright_0219	作曲者：Nintendo\r\n編曲者：TARGET ENTERTAINMENT INC.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0220	Tunnel Theme - X-Scape
bgm_copyright_0220	Composition and arrangement Copyright Nintendo
bgm_title_0221	Lip's Theme - Panel de Pon
bgm_author_0221	編曲者：Masafumi Takada〔高田 雅史〕
bgm_copyright_0221	作曲者：INTELLIGENT SYSTEMS\r\nComposition Copyright Nintendo / INTELLIGENT SYSTEMS\r\nArrangement Copyright Nintendo
bgm_title_0222	Culdcept
bgm_author_0222	編曲者：Kenji Ito〔伊藤 賢治〕
bgm_copyright_0222	作曲者：Kenji Ito\r\nComposition Copyright Kenji Ito\r\nArrangement Copyright Nintendo
bgm_title_0223	Revolt -Striving for Hope-
bgm_copyright_0223	Composition and arrangement Copyright Kenji Ito
bgm_title_0224	Worthy Rival Battle
bgm_copyright_0224	Composition and arrangement Copyright Kenji Ito
bgm_title_0225	Golden Forest
bgm_copyright_0225	Composition and arrangement Copyright Nintendo
bgm_title_0226	Battle Scene / Final Boss - Golden Sun
bgm_author_0226	編曲者：Motoi Sakuraba〔桜庭 統〕
bgm_copyright_0226	作曲者：Motoi Sakuraba\r\nComposition and arrangement Copyright Nintendo
bgm_title_0227	Weyard
bgm_copyright_0227	Composition and arrangement Copyright Nintendo
bgm_title_0228	PictoChat
bgm_author_0228	擔任作曲者：Shogo Sakai〔酒井 省吾〕
bgm_copyright_0228	作曲者：HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0229	Electroplankton
bgm_copyright_0229	Composition and arrangement Copyright\r\nToshio Iwai / Nintendo
bgm_title_0230	Bathtime Theme {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0230	擔任編曲者：Masato Coda with RiRiKA\r\n　　　　　　〔甲田 雅人 with RiRiKA〕
bgm_copyright_0230	作曲者：Nintendo\r\n編曲者：designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0231	Bathtime Theme (Vocal Mix) {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0231	擔任編曲者：Masato Coda with RiRiKA\r\n　　　　　　〔甲田 雅人 with RiRiKA〕
bgm_copyright_0231	作曲者：Nintendo\r\n編曲者：designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0232	Brain Age: Train Your Brain in Minutes a Day!
bgm_copyright_0232	Composition and arrangement Copyright Nintendo
bgm_title_0233	Menu - Brain Age 2: More Training in Minutes a Day!
bgm_copyright_0233	Composition and arrangement Copyright Nintendo
bgm_title_0234	Title Theme - Big Brain Academy
bgm_author_0234	擔任編曲者：Toru Minegishi〔峰岸 透〕
bgm_copyright_0234	作曲者：Nintendo\r\n編曲者：Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0235	The Valedictory Elegy
