msg_bgm+us_en.msbt
bgm_arrange	Remix
bgm_copyright_0131	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0132	Overworld Theme - The Legend of Zelda {size[5000]}(64){size[6400]}
bgm_author_0132	Arrangement Supervisor: Hirokazu Ando
bgm_copyright_0132	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0133	Overworld Theme - The Legend of Zelda {size[5000]}(Melee){size[6400]}
bgm_author_0133	Arrangement Supervisor: Takuto Kitsuta
bgm_copyright_0133	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0134	Overworld Theme - The Legend of Zelda {size[5000]}(Brawl){size[6400]}
bgm_author_0134	Arrangement Supervisor: Yuzo Koshiro
bgm_copyright_0134	Composition: Nintendo\r\nArrangement: Ancient-corp.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0135	Overworld & Underworld - The Legend of Zelda {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0135	Arrangement Supervisor: Hideki Sakamoto
bgm_copyright_0135	Composition: Nintendo\r\nArrangement: noisycroak Co.,Ltd. \r\nComposition and arrangement Copyright Nintendo
bgm_title_0136	The Legend of Zelda Medley
bgm_author_0136	Arrangement Supervisor: Taku Inoue
bgm_copyright_0136	Composition: Nintendo\r\nArrangement: BANDAI NAMCO Studios Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0137	Temple Theme
bgm_author_0137	Arrangement Supervisor: Shogo Sakai
bgm_copyright_0137	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0138	Great Temple / Temple
bgm_author_0138	Arrangement Supervisor: Shogo Sakai
bgm_copyright_0138	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0139	Overworld Theme - The Legend of Zelda: A Link to the Past
bgm_copyright_0139	Composition and arrangement Copyright Nintendo
bgm_title_0140	Dark World {size[5000]}(Brawl){size[6400]}
bgm_author_0140	Arrangement Supervisor: Arata Iiyoshi
bgm_copyright_0140	Composition: Nintendo\r\nArrangement: GAME ARTS Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0141	Dark World {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0141	Arrangement Supervisor: Keiichi Okabe
bgm_copyright_0141	Composition: Nintendo\r\nArrangement: MONACA\r\nComposition and arrangement Copyright Nintendo
bgm_title_0142	Hidden Mountain & Forest
bgm_author_0142	Arrangement Supervisor: Shota Kageyama
bgm_copyright_0142	Composition: Nintendo\r\nArrangement: PROCYON STUDIO\r\nComposition and arrangement Copyright Nintendo
bgm_title_0143	Tal Tal Heights
bgm_author_0143	Arrangement Supervisor: Yusuke Takahama
bgm_copyright_0143	Composition: Nintendo\r\nArrangement: TARGET ENTERTAINMENT INC.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0144	Ocarina of Time Medley
bgm_author_0144	Arrangement Supervisor: Michiko Naruke
bgm_copyright_0144	Composition: Nintendo\r\nArrangement: Naru2 Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0145	Hyrule Field Theme
bgm_author_0145	Arrangement Supervisor: Yutaka Iraha
bgm_copyright_0145	Composition: Nintendo\r\nArrangement: GAME ARTS Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0146	Saria's Theme
bgm_author_0146	Arrangement Supervisor: Hirokazu Ando
bgm_copyright_0146	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0147	Saria's Song / Middle Boss Battle
bgm_author_0147	Arrangement: Michiru Yamane
bgm_copyright_0147	Composition: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0148	Song of Storms
bgm_author_0148	Arrangement Supervisor: Tsukasa Masuko
bgm_copyright_0148	Composition: Nintendo\r\nArrangement: M's Factory Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0149	Gerudo Valley
bgm_author_0149	Arrangement Supervisor: Rio Hamamoto
bgm_copyright_0149	Composition: Nintendo\r\nArrangement: BANDAI NAMCO Studios Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0150	Gerudo Valley
bgm_copyright_0150	Composition and arrangement Copyright Nintendo
bgm_title_0151	The Great Sea / Menu Select
bgm_author_0151	Arrangement Supervisor: Tetsuya Shibata
bgm_copyright_0151	Composition: Nintendo\r\nArrangement: Unique Note Co., Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0152	Dragon Roost Island
bgm_copyright_0152	Composition and arrangement Copyright Nintendo
bgm_title_0153	Village of the Blue Maiden
bgm_copyright_0153	Composition and arrangement Copyright Nintendo
bgm_title_0154	Main Theme - The Legend of Zelda: Twilight Princess
bgm_copyright_0154	Composition and arrangement Copyright Nintendo
bgm_title_0155	The Hidden Village
bgm_copyright_0155	Composition and arrangement Copyright Nintendo
bgm_title_0156	Full Steam Ahead
bgm_author_0156	Arrangement Supervisor: Michiko Naruke
bgm_copyright_0156	Composition: Nintendo\r\nArrangement: Naru2 Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0157	Ballad of the Goddess
bgm_author_0157	Arrangement Supervisor: Ryo Nagamatsu
bgm_copyright_0157	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0158	Ballad of the Goddess
bgm_copyright_0158	Composition and arrangement Copyright Nintendo
bgm_title_0159	Hyrule Main Theme
bgm_copyright_0159	Composition and arrangement Copyright Nintendo
bgm_title_0160	Yuga Battle (Hyrule Castle)
bgm_copyright_0160	Composition and arrangement Copyright Nintendo
bgm_title_0161	Lorule Main Theme
bgm_copyright_0161	Composition and arrangement Copyright Nintendo
bgm_title_0162	Woodlands - The Legend of Zelda: Tri Force Heroes
bgm_copyright_0162	Composition and arrangement Copyright Nintendo
bgm_title_0163	Hyrule Castle (Outside)
bgm_copyright_0163	Composition and arrangement Copyright Nintendo
bgm_title_0164	Calamity Ganon Battle - Second Form
bgm_copyright_0164	Composition and arrangement Copyright Nintendo
bgm_title_0171	Vampire Killer
bgm_author_0171	From Castlevania Judgment
bgm_copyright_0171	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0172	Nothing to Lose
bgm_author_0172	From Castlevania: Harmony of Despair
bgm_copyright_0172	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0173	Black Night
bgm_author_0173	From Castlevania: The Arcade
bgm_copyright_0173	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0174	Dwelling of Doom
bgm_copyright_0174	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0175	Can't Wait Until Night
bgm_author_0175	From Castlevania: Harmony of Despair
bgm_copyright_0175	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0176	Mad Forest
bgm_author_0176	From Castlevania Judgment
bgm_copyright_0176	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0177	Simon Belmont Theme
bgm_copyright_0177	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0178	Simon Belmont Theme (The Arcade)
bgm_author_0178	From Castlevania: The Arcade
bgm_copyright_0178	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0179	Slash
bgm_author_0179	From Castlevania: Harmony of Despair
bgm_copyright_0179	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0180	Dance of Illusions
bgm_author_0180	From Castlevania Judgment
bgm_copyright_0180	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0181	Dracula's Castle
bgm_author_0181	From Castlevania Judgment
bgm_copyright_0181	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0182	The Tragic Prince
bgm_author_0182	From Castlevania: Harmony of Despair
bgm_copyright_0182	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0183	Ruined Castle Gallery
bgm_author_0183	From Castlevania: Harmony of Despair
bgm_copyright_0183	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0184	Jet Black Incursion
bgm_copyright_0184	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0185	Crash in the Dark Night
bgm_author_0185	From Castlevania: Harmony of Despair
bgm_copyright_0185	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0186	Ripped Silence
bgm_author_0186	From Castlevania: Harmony of Despair
bgm_copyright_0186	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0187	Hail from the Past
bgm_copyright_0187	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0188	Jail of Jewel
bgm_copyright_0188	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0189	Twilight Stigmata
bgm_author_0189	From Castlevania: Harmony of Despair
bgm_copyright_0189	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0190	Jet Black Wings
bgm_author_0190	From Castlevania: Harmony of Despair
bgm_copyright_0190	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0191	Go! Getsu Fuma
bgm_author_0191	From Castlevania: Harmony of Despair
bgm_copyright_0191	Composition and arrangement Copyright Konami Digital Entertainment Co., Ltd.
bgm_title_0196	Roar/Rathalos
bgm_copyright_0196	Composition and arrangement Copyright CAPCOM CO., LTD.
bgm_title_0197	Duck Hunt Medley {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0197	Arrangement Supervisor: Manabu Namiki
bgm_copyright_0197	Composition: Nintendo\r\nArrangement: M2 Co., Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0198	Balloon Fight Medley
bgm_author_0198	Arrangement Supervisor: Yoshihito Yano
bgm_copyright_0198	Composition: Nintendo\r\nArrangement: BANDAI NAMCO Studios Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0199	Balloon Trip {size[5000]}(Brawl){size[6400]}
bgm_author_0199	Arrangement: Koji Hayama
bgm_copyright_0199	Composition: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0200	Balloon Trip {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0200	Arrangement: Hirokazu Tanaka. ex
bgm_copyright_0200	Composition: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0201	Clu Clu Land
bgm_author_0201	Arrangement Supervisor: Keigo Ozaki
bgm_copyright_0201	Composition: Nintendo\r\nArrangement: GAME ARTS Co.,Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0202	Ice Climber {size[5000]}(Melee){size[6400]}
bgm_author_0202	Arrangement Supervisor: Shogo Sakai
bgm_copyright_0202	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0203	Ice Climber {size[5000]}(Brawl){size[6400]}
bgm_author_0203	Arrangement Supervisor: Toshiyuki Sudo
bgm_copyright_0203	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0204	Wrecking Crew Medley {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0204	Arrangement Supervisor: Manabu Namiki
bgm_copyright_0204	Composition: Nintendo\r\nArrangement: M2 Co., Ltd.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0205	Wrecking Crew Retro Medley
bgm_copyright_0205	Composition and arrangement Copyright Nintendo
bgm_title_0206	Stack-Up/Gyromite
bgm_author_0206	Arrangement: Kenichi Okuma
bgm_copyright_0206	Composition: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0207	Mach Rider
bgm_author_0207	Arrangement Supervisor: Hirokazu Ando
bgm_copyright_0207	Composition: HAL Laboratory, Inc.\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0208	Famicom Medley
bgm_copyright_0208	Composition and arrangement Copyright Nintendo
bgm_title_0209	The Mysterious Murasame Castle Medley
bgm_author_0209	Arrangement Supervisor: Shohei Tsuchiya (ZUNTATA)
bgm_copyright_0209	Composition: Nintendo\r\nArrangement: TAITO CORPORATION\r\nComposition and arrangement Copyright Nintendo
bgm_title_0210	Shin Onigashima Medley
bgm_author_0210	Arrangement: Masafumi Takada
bgm_copyright_0210	Composition: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0211	Title Theme - 3D Hot Rally
bgm_author_0211	Arrangement Supervisor: Kentaro Ishizaka
bgm_copyright_0211	Composition: Nintendo\r\nArrangement: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0212	Tetris: Type A
bgm_author_0212	Arrangement Supervisor: Yoko Shimomura
bgm_copyright_0212	Composition: Russian Folk Song\r\nArrangement: Midiplex Co., Ltd.\r\nArrangement Copyright Nintendo\r\nCourtesy of The Tetris Company.
bgm_title_0213	Tetris: Type B
bgm_author_0213	Arrangement: Masafumi Takada
bgm_copyright_0213	Composition: Nintendo\r\nComposition and arrangement Copyright Nintendo\r\nCourtesy of The Tetris Company.
bgm_title_0214	Light Plane
bgm_copyright_0214	Composition and arrangement Copyright Nintendo
bgm_title_0215	Light Plane {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0215	Arrangement Supervisor: Masato Coda with RiRiKA
bgm_copyright_0215	Composition: Nintendo\r\nArrangement: designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0216	Light Plane (Vocal Mix) {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0216	Arrangement Supervisor: Masato Coda with RiRiKA
bgm_copyright_0216	Composition: Nintendo\r\nArrangement: designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0217	Turbo Jet
bgm_author_0217	Arrangement Supervisor: Asuka Ito
bgm_copyright_0217	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0218	Pedal Glider
bgm_author_0218	Arrangement Supervisor: Asuka Ito
bgm_copyright_0218	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0219	Tunnel Scene - X
bgm_author_0219	Arrangement Supervisor: Yusuke Takahama
bgm_copyright_0219	Composition: Nintendo\r\nArrangement: TARGET ENTERTAINMENT INC.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0220	Tunnel Theme - X-Scape
bgm_copyright_0220	Composition and arrangement Copyright Nintendo
bgm_title_0221	Lip's Theme - Panel de Pon
bgm_author_0221	Arrangement: Masafumi Takada
bgm_copyright_0221	Composition: INTELLIGENT SYSTEMS\r\nComposition Copyright Nintendo / INTELLIGENT SYSTEMS\r\nArrangement Copyright Nintendo
bgm_title_0222	Culdcept
bgm_author_0222	Arrangement: Kenji Ito
bgm_copyright_0222	Composition: Kenji Ito\r\nComposition Copyright Kenji Ito\r\nArrangement Copyright Nintendo
bgm_title_0223	Revolt -Striving for Hope-
bgm_copyright_0223	Composition and arrangement Copyright Kenji Ito
bgm_title_0224	Worthy Rival Battle
bgm_copyright_0224	Composition and arrangement Copyright Kenji Ito
bgm_title_0225	Golden Forest
bgm_copyright_0225	Composition and arrangement Copyright Nintendo
bgm_title_0226	Battle Scene / Final Boss - Golden Sun
bgm_author_0226	Arrangement: Motoi Sakuraba
bgm_copyright_0226	Composition: Motoi Sakuraba\r\nComposition and arrangement Copyright Nintendo
bgm_title_0227	Weyard
bgm_copyright_0227	Composition and arrangement Copyright Nintendo
bgm_title_0228	PictoChat
bgm_author_0228	Composition Supervisor: Shogo Sakai
bgm_copyright_0228	Composition: HAL Laboratory, Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0229	Electroplankton
bgm_copyright_0229	Composition and arrangement Copyright\r\nToshio Iwai / Nintendo
bgm_title_0230	Bathtime Theme {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0230	Arrangement Supervisor: Masato Coda with RiRiKA
bgm_copyright_0230	Composition: Nintendo\r\nArrangement: designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0231	Bathtime Theme (Vocal Mix) {size[5000]}(for 3DS / Wii U){size[6400]}
bgm_author_0231	Arrangement Supervisor: Masato Coda with RiRiKA
bgm_copyright_0231	Composition: Nintendo\r\nArrangement: designwave co.,ltd\r\nComposition and arrangement Copyright Nintendo
bgm_title_0232	Brain Age: Train Your Brain in Minutes a Day!
bgm_copyright_0232	Composition and arrangement Copyright Nintendo
bgm_title_0233	Menu - Brain Age 2: More Training in Minutes a Day!
bgm_copyright_0233	Composition and arrangement Copyright Nintendo
bgm_title_0234	Title Theme - Big Brain Academy
bgm_author_0234	Arrangement Supervisor: Toru Minegishi
bgm_copyright_0234	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0235	The Valedictory Elegy
bgm_author_0235	Arrangement: Motoi Sakuraba
bgm_copyright_0235	Composition: Motoi Sakuraba\r\nComposition Copyright BANDAI NAMCO Entertainment Inc.\r\nArrangement Copyright Nintendo
bgm_title_0236	Personal Trainer: Cooking
bgm_author_0236	Arrangement Supervisor: Toshiyuki Sudo
bgm_copyright_0236	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0237	Marionation Gear
bgm_author_0237	Arrangement: Masafumi Takada
bgm_copyright_0237	Composition: Grasshopper Manufacture Inc.\r\nComposition Copyright Nintendo / SANDLOT\r\nArrangement Copyright Nintendo
bgm_title_0238	Wii Shop Channel
bgm_author_0238	Arrangement Supervisor: Hirokazu Koshio (ZUNTATA)
bgm_copyright_0238	Composition: Nintendo\r\nArrangement: TAITO CORPORATION\r\nComposition and arrangement Copyright Nintendo
bgm_title_0239	Mii Plaza
bgm_author_0239	Arrangement Supervisor: Yasunori Mitsuda
bgm_copyright_0239	Composition: Nintendo\r\nArrangement: PROCYON STUDIO\r\nComposition and arrangement Copyright Nintendo
bgm_title_0240	Wii Sports Series Medley
bgm_author_0240	Arrangement Supervisor: Junichi Nakatsuru
bgm_copyright_0240	Composition: Nintendo\r\nArrangement: BANDAI NAMCO Studios Inc.\r\nComposition and arrangement Copyright Nintendo
bgm_title_0241	Title Theme - Wii Sports Resort
bgm_copyright_0241	Composition and arrangement Copyright Nintendo
bgm_title_0242	Wii Sports Resort
bgm_author_0242	Arrangement Supervisor: Kazumi Totaka
bgm_copyright_0242	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0243	Wii Sports Resort Ver. 2
bgm_author_0243	Arrangement Supervisor: Kazumi Totaka
bgm_copyright_0243	Composition: Nintendo\r\nArrangement: Nintendo\r\nComposition and arrangement Copyright Nintendo
bgm_title_0244	Tennis (Training)
bgm_copyright_0244	Composition and arrangement Copyright Nintendo
bgm_title_0245	Baseball (Training)
bgm_copyright_0245	Composition and arrangement Copyright Nintendo
bgm_title_0246	Excite Truck
bgm_copyright_0246	Composition and arrangement Copyright Nintendo
bgm_title_0247	Attack - Soma Bringer
bgm_copyright_0247	Composition and arrangement Copyright PROCYON STUDIO
bgm_title_0248	Glory of Heracles
bgm_author_0248	Arrangement: Hideki Ishigaki, Hideki Onoue (HIDE+HIDE)
bgm_copyright_0248	Composition: PAON DP Inc.\r\nComposition Copyright Nintendo / PAON DP Inc.\r\nArrangement Copyright Nintendo
bgm_title_0249	PERFORMANCE
