msg_bgm+jp_ja.msbt
bgm_arrange	アレンジ
bgm_copyright_0094	作曲者：(株)コナミデジタルエンタテインメント\r\n編曲者：(株)ユニークノート\r\nこの楽曲の作曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。\r\n編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0095	Awake
bgm_author_0095	編曲担当：関河 義人
bgm_copyright_0095	作曲者：(株)コナミデジタルエンタテインメント\r\n編曲者：(株)インテリジェントシステムズ\r\nこの楽曲の作曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。\r\n編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0096	真実の嘆き
bgm_author_0096	編曲者：ACE (工藤ともり / CHiCO)
bgm_copyright_0096	作曲者：(株)コナミデジタルエンタテインメント\r\nこの楽曲の作曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。\r\n編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0097	ダックハント メドレー
bgm_author_0097	編曲者：桐岡 麻季
bgm_copyright_0097	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0098	レッキングクルー メドレー
bgm_author_0098	編曲担当：柴田 徹也
bgm_copyright_0098	作曲者：任天堂(株)\r\n編曲者：(有)ユニークノート\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0099	遊遊記 メドレー
bgm_author_0099	編曲者：辻横 由佳
bgm_copyright_0099	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0100	ライトプレーン
bgm_author_0100	編曲者：岩垂 徳行
bgm_copyright_0100	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0101	エレクトロプランクトン
bgm_author_0101	編曲者：岩垂 徳行
bgm_copyright_0101	作曲者：任天堂(株)\r\nこの楽曲の作曲に係る著作権は、\r\n岩井 俊雄及び任天堂(株)に帰属します。\r\n編曲に係る著作権は任天堂(株)に帰属します。
bgm_title_0102	シャワーBGM
bgm_author_0102	編曲者：桐岡 麻季
bgm_copyright_0102	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0103	島の昼
bgm_author_0103	編曲担当：高田 雅史
bgm_copyright_0103	作曲者：任天堂(株)\r\n編曲者：サウンドプレステージ(同)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0104	すれちがい伝説 / すれちがい伝説II メドレー
bgm_author_0104	編曲担当：永松 亮
bgm_copyright_0104	作曲者：任天堂(株)\r\n編曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0105	Wii Sports : タイトル
bgm_author_0105	編曲者：小林 啓樹
bgm_copyright_0105	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0106	Wii Sports Club : タイトル
bgm_author_0106	編曲担当：戸田 信子
bgm_copyright_0106	作曲者：(株)トライクレッシェンド・任天堂(株)\r\n編曲者：FILM SCORE LLC\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0107	HOT SPOT_2
bgm_author_0107	編曲担当：関河 義人
bgm_copyright_0107	作曲者：(株)インテリジェントシステムズ\r\n編曲者：(株)インテリジェントシステムズ\r\nこの楽曲の作曲に係る著作権は、\r\n任天堂(株)及び(株)インテリジェントシステムズに帰属します。\r\n編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0108	はちゃめちゃデスク
bgm_author_0108	編曲者：桐岡 麻季
bgm_copyright_0108	作曲者：Calum Bowen\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0109	スマブラDX : How to Play
bgm_author_0109	編曲者：桜庭 統
bgm_copyright_0109	作曲者：(株)ハル研究所\r\nこの楽曲の作曲に係る著作権は、\r\n任天堂(株)及び(株)ハル研究所に帰属します。\r\n編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0120	メニュー
bgm_title_0121	戦場
bgm_title_0122	終点
bgm_title_0131	ゼルダの伝説 : タイトル
bgm_author_0131	編曲担当：酒井 省吾
bgm_copyright_0131	作曲者：任天堂(株)\r\n編曲者：(株)ハル研究所\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0132	地上BGM {size[5000]}(ゼルダの伝説){size[6400]} [64]
bgm_author_0132	編曲担当：安藤 浩和
bgm_copyright_0132	作曲者：任天堂(株)\r\n編曲者：(株)ハル研究所\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0133	地上BGM {size[5000]}(ゼルダの伝説){size[6400]} [DX]
bgm_author_0133	編曲担当：橘田 拓人
bgm_copyright_0133	作曲者：任天堂(株)\r\n編曲者：(株)ハル研究所\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0134	地上BGM {size[5000]}(ゼルダの伝説){size[6400]} [X]
bgm_author_0134	編曲担当：古代 祐三
bgm_copyright_0134	作曲者：任天堂(株)\r\n編曲者：(株)エインシャント\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0135	地上BGM / 地下BGM {size[5000]}(ゼルダの伝説){size[6400]} [for]
bgm_author_0135	編曲担当：坂本 英城
bgm_copyright_0135	作曲者：任天堂(株)\r\n編曲者：(株)ノイジークローク \r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0136	ゼルダの伝説 メドレー
bgm_author_0136	編曲担当：Taku Inoue
bgm_copyright_0136	作曲者：任天堂(株)\r\n編曲者：(株)バンダイナムコスタジオ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0137	神殿
bgm_author_0137	編曲担当：酒井 省吾
bgm_copyright_0137	作曲者：任天堂(株)\r\n編曲者：(株)ハル研究所　\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0138	大神殿 / 神殿
bgm_author_0138	編曲担当：酒井 省吾
bgm_copyright_0138	作曲者：任天堂(株)\r\n編曲者：(株)ハル研究所\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0139	表の地上
bgm_copyright_0139	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0140	裏の地上 [X]
bgm_author_0140	編曲担当：飯吉 新
bgm_copyright_0140	作曲者：任天堂(株)\r\n編曲者：(株)ゲームアーツ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0141	裏の地上 [for]
bgm_author_0141	編曲担当：岡部 啓一
bgm_copyright_0141	作曲者：任天堂(株)\r\n編曲者：MONACA\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0142	裏の山と森
bgm_author_0142	編曲担当：景山 将太
bgm_copyright_0142	作曲者：任天堂(株)\r\n編曲者：(有)プロキオン・スタジオ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0143	タルタル高原
bgm_author_0143	編曲担当：高濱 祐輔
bgm_copyright_0143	作曲者：任天堂(株)\r\n編曲者：(有)ターゲット・エンタテインメント\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0144	時のオカリナメドレー
bgm_author_0144	編曲担当：なるけ みちこ 
bgm_copyright_0144	作曲者：任天堂(株)\r\n編曲者：(有)なるなる社中\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0145	ハイラル平原メインテーマ
bgm_author_0145	編曲担当：伊良波 穣
bgm_copyright_0145	作曲者：任天堂(株)\r\n編曲者：(株)ゲームアーツ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0146	サリアの歌
bgm_author_0146	編曲担当：安藤 浩和
bgm_copyright_0146	作曲者：任天堂(株)\r\n編曲者：(株)ハル研究所\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0147	サリアの歌 / 中ボス
bgm_author_0147	編曲者：山根 ミチル
bgm_copyright_0147	作曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0148	嵐の歌
bgm_author_0148	編曲担当：増子 司
bgm_copyright_0148	作曲者：任天堂(株)\r\n編曲者：(有)エムズファクトリー\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0149	ゲルドの谷
bgm_author_0149	編曲担当：濱本 理央
bgm_copyright_0149	作曲者：任天堂(株)\r\n編曲者：(株)バンダイナムコスタジオ\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0150	ゲルドの谷
bgm_copyright_0150	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0151	大海原 / メニューセレクト
bgm_author_0151	編曲担当：柴田 徹也
bgm_copyright_0151	作曲者：任天堂(株)\r\n編曲者：(株)ユニークノート\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0152	竜の島
bgm_copyright_0152	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0153	青の巫女の村
bgm_copyright_0153	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0154	ゼルダの伝説 トワイライトプリンセス : メインテーマ
bgm_copyright_0154	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0155	忘れられた里
bgm_copyright_0155	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0156	汽車フィールド その2
bgm_author_0156	編曲担当：なるけ みちこ
bgm_copyright_0156	作曲者：任天堂(株)\r\n編曲者：(有)なるなる社中\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0157	女神の詩
bgm_author_0157	編曲担当：永松 亮
bgm_copyright_0157	作曲者：任天堂(株)\r\n編曲者：任天堂(株)\r\nこの楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0158	女神の詩
bgm_copyright_0158	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0159	ハイラルメインテーマ
bgm_copyright_0159	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0160	ユガ戦 - ハイラル城
bgm_copyright_0160	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0161	ロウラルメインテーマ
bgm_copyright_0161	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0162	森林エリア {size[5000]}(ゼルダの伝説 トライフォース3銃士){size[6400]}
bgm_copyright_0162	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0163	ハイラル城 (屋外)
bgm_copyright_0163	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0164	厄災ガノン戦・第二形態
bgm_copyright_0164	この楽曲の作曲及び編曲に係る著作権は、任天堂(株)に帰属します。
bgm_title_0171	Vampire Killer
bgm_author_0171	収録：悪魔城ドラキュラ ジャッジメント
bgm_copyright_0171	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
bgm_title_0172	Nothing to Lose
bgm_author_0172	収録：悪魔城ドラキュラ Harmony of Despair
bgm_copyright_0172	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
bgm_title_0173	Black Night
bgm_author_0173	収録：悪魔城ドラキュラ THE ARCADE
bgm_copyright_0173	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
bgm_title_0174	Dwelling of Doom
bgm_copyright_0174	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
bgm_title_0175	夜まで待てない
bgm_author_0175	収録：悪魔城ドラキュラ Harmony of Despair
bgm_copyright_0175	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
bgm_title_0176	Mad Forest
bgm_author_0176	収録：悪魔城ドラキュラ ジャッジメント
bgm_copyright_0176	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
bgm_title_0177	シモン・ベルモンドのテーマ
bgm_copyright_0177	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
bgm_title_0178	シモン・ベルモンドのテーマ {size[5000]}(THE ARCADE){size[6400]}
bgm_author_0178	収録：悪魔城ドラキュラ THE ARCADE
bgm_copyright_0178	この楽曲の作曲及び編曲に係る著作権は、\r\n(株)コナミデジタルエンタテインメントに帰属します。
