aaa.msbt
pro_00	Mail call!{b}
stg7_aji_56	{[0309|01000000]}When the power is all gone...{[0100|fa000000]}I will...{b}{[0004]}cease to exist...{[0100|64000000]}as an\nartificial consciousness.{[0101]}{b}{[0004]}But...{[0100|fa000000]}if it will...{[0100|fa000000]}save Peach...{[0100|fa000000]}\nI would...{[0100|fa000000]}gladly do this.{b}{[0004]}{[0101]}Because until I met Peach...{[0100|fa000000]}\nI knew nothing{[0100|fa000000]} of...{[0100|fa000000]}love...{b}
stg7_aji_57	{[0309|01000000]}Do not worry...{[0100|fa000000]}about me...{[0100|fa000000]}\nI am just a computer...{[0100|fa000000]}\nJust...{[0100|fa000000]}a...{[0100|fa000000]}machine...{b}{[0004]}Mario...{[0100|fa000000]} You must {[0100|fa000000]}save Peach...{[0100|fa000000]}\nI ask you...{[0100|fa000000]} Please...{b}{[0004]}And {[0100|fa000000]}tell her...{b}
stg7_aji_59_kur	{[0100|2c010000]}We understand, TEC.{b}
stg7_aji_59_nok	{[0100|2c010000]}OK, TEC.{b}
stg7_aji_59_win	{[0100|2c010000]}We shall, TEC.{b}
stg7_aji_59_yos	{[0100|2c010000]}We got it, TEC.{b}
stg7_aji_59_viv	{[0100|2c010000]}We understand, TEC.{b}
stg7_aji_59_bom	{[0100|2c010000]}We will, TEC.{b}
stg7_aji_59_chu	{[0100|2c010000]}We understand, TEC.{b}
stg7_aji_60	{[0309|01000000]}So...{[0100|fa000000]} Hurry to the teleporter...\nroom on sublevel two...{[0100|fa000000]}now...{b}{[0004]}Mario...{[0100|fa000000]} Save...{[0100|fa000000]}her...{b}
stg7_aji_62_kur	Mario!{[0100|fa000000]} We HAVE to save Peach!{[0100|fa000000]}\nFor poor TEC too!{[0101]}{b}
stg7_aji_62_nok	Mario!{[0100|fa000000]} We have to save Peach...{[0100|fa000000]}\nfor TEC too!{[0101]}{b}
stg7_aji_62_win	Mario, darling!{[0100|fa000000]} We must save Peach!{[0100|fa000000]}\nWe have to do it for that poor TEC\nas well!{[0101]}{b}
stg7_aji_62_yos	Gonzales!{[0100|fa000000]} That tears it, man!{[0100|fa000000]} We just\ngotta save Peach!{[0100|fa000000]} For TEC too!{[0101]}{b}
stg7_aji_62_viv	Oh, Mario!{[0100|fa000000]} We have to save Peach...{[0100|fa000000]}\nfor TEC too!{[0101]}{b}
stg7_aji_62_bom	Mario!{[0100|fa000000]} We must save the princess!{[0100|fa000000]}\nFor that TEC fellow as well\nas ourselves!{[0101]}{b}
stg7_aji_62_chu	Mario!{[0100|fa000000]} We have to save Peach...{[0100|fa000000]}\nfor TEC too!{[0101]}{b}
stg7_aji_tec_00	Mario...{[0100|2c010000]} I am pleased that I could\nsee you again.{b}{[0004]}I detonated explosives after you left\nto ensure the base could no longer be\nused for evil.{b}{[0004]}Of course, I was destroyed in the\nresulting explosion.{b}{[0004]}{[0100|2c010000]}But...{[0100|fa000000]}one day I regained\nconsciousness, and all was\nas before.{[0100|2c010000]} Yes. {[0100|64000000]}Everything.{b}{[0004]}I do not comprehend why.{[0110]}{[0100|ee020000]}\x0f\x01\x10 But...{[0100|2c010000]}{b}{[0004]}{[0100|fa000000]}As I regained consciousness, I saw\na light, and I thought I heard\nPeach's voice...{b}
stg7_aji_tec_01	How is Princess Peach?{[0100|2c010000]} If she is\nhappy, then I, too, am happy.{b}{[0004]}I continue to hope...{[0100|2c010000]}for the\ncontinued happiness of you,\nPeach, and all others.{b}
stg7_aji_43_kur	We've finally got all seven Crystal\nStars!{[0100|fa000000]} Awesome!{b}{[0004]}Now we can open the Thousand-\nYear Door!{b}{[0004]}Oh, but...{b}
stg7_aji_43_nok	We've finally got all seven Crystal\nStars!{[0100|fa000000]} Yes!{b}{[0004]}Now we can open the Thousand-\nYear Door!{b}{[0004]}Ummm, but...{b}
stg7_aji_43_win	We've finally got all seven Crystal\nStars!{[0100|fa000000]} Delightful!{b}{[0004]}Now we can open the Thousand-\nYear Door!{b}{[0004]}Ah, but...{b}
stg7_aji_43_yos	We've finally got all seven\nCrystal Stars!{[0100|fa000000]} YEAH!{b}{[0004]}Now we can open the\nThousand-Year Door!{b}{[0004]}Of course...{b}
stg7_aji_43_viv	We've finally got all seven Crystal\nStars!{[0100|fa000000]} Yes!{b}{[0004]}Now we can open the Thousand-\nYear Door!{b}{[0004]}Uh, but...{b}
stg7_aji_43_bom	We've finally got all seven Crystal\nStars!{[0100|fa000000]} Corking!{b}{[0004]}Now we can open the Thousand-\nYear Door!{b}{[0004]}Ah, yes, but...{b}
stg7_aji_43_chu	We've finally got all seven Crystal\nStars!{[0100|fa000000]} Fantastic!{b}{[0004]}Now we can open the Thousand-\nYear Door!{b}{[0004]}Mmm, but...{b}
stg7_aji_44_kur	We still don't know where Peach is...{b}
stg7_aji_44_nok	We still don't know where\nPrincess Peach is...{b}
stg7_aji_44_win	We still don't know where Peach is...{b}
stg7_aji_44_yos	We still don't know where the\nprincess is...{b}
stg7_aji_44_viv	We still don't know where Peach is...{b}
stg7_aji_44_bom	We still don't know where\nPrincess Peach is...{b}
stg7_aji_44_chu	We still don't know where Peach is...{b}
stg7_aji_45_kur	Well, let's head back to\nRogueport, right?{b}{[0004]}Professor Frankly can maybe help us\nfind Princess Peach.{b}
stg7_aji_45_nok	Well, um, I guess we'd better head\nback to Rogueport.{b}{[0004]}Maybe the professor can help us find\nPrincess Peach.{b}
stg7_aji_45_win	Well, I suppose we should head back\nto Rogueport.{b}{[0004]}Perhaps that dear Frankly can help\nus find Peach.{b}
stg7_aji_45_yos	Well, I guess all we can do is head\nback to Rogueport.{b}{[0004]}Maybe the prof can help us find\nthe princess.{b}
stg7_aji_45_viv	Well, let's head back to Rogueport,\nI guess.{b}{[0004]}Professor Frankly might be able to\nhelp us find Princess Peach, right?{b}
stg7_aji_45_bom	Well, let's head back to Rogueport,\neh, old boy?{b}{[0004]}Perhaps Professor Frankly can help us\nfind our dear Princess Peach, hm?{b}
stg7_aji_45_chu	Well, let's head back to\nRogueport, dearie.{b}{[0004]}Perhaps the professor can help us\nfind Princess Peach.{b}
stg7_aji_00_00_01_kur	This building is so totally suspicious,\nit hurts...{[0100|fa000000]} Watch your step, Mario!{[0101]}{b}
stg7_aji_00_00_01_nok	Ummm... {[0100|fa000000]}This building seems really,\nreally suspicious...{[0100|fa000000]} Mario, let's\nbe careful...{[0101]}{b}
stg7_aji_00_00_01_win	My, what a suspicious building...{[0100|fa000000]}\nDo be careful!{[0101]}{b}
stg7_aji_00_00_01_yos	This building stinks of serious funny\nbusiness...{[0100|fa000000]} Careful, Gonzales!{[0101]}{b}
stg7_aji_00_00_01_viv	Awwww...{[0100|fa000000]} Back here again...{[0101]}{b}
stg7_aji_00_00_01_bom	Rather suspicious building, wouldn't\nyou say, old boy?{[0100|fa000000]} Do be careful, eh?{[0101]}{b}
stg7_aji_00_00_01_chu	This building smells suspicious.{[0100|fa000000]}\nLet's be careful, dearie!{[0101]}{b}
article_plural.msbt
Article_a	a
Article_an	an
Article_Ein	Ein 
Article_Eine	Eine 
Article_Die	die 
Article_ein	ein 
Article_eine	eine 
Article_die	die 
Article_Einen	Einen 
Article_einen	einen 
Article_einem	einem 
Article_einer	einer 
Article_den	den 
Article_Un	Un 
Article_Une	Une 
Article_Les	Les 
Article_un	un 
Article_une	une 
Article_les	les 
Article_Una	Una 
Article_Unos	Unos 
Article_Unas	Unas 
Article_una	una 
Article_unos	unos 
Article_unas	unas 
Plural_COIN	coin
Plural_COINS	coins
Plural_POINT	point
Plural_POINTS	points
Plural_S	s
Plural_X	s
bom.msbt
stg7_bom_01_00_kur	Omigosh! {[0100|fa000000]}It's freezing!{b}{[0004]}Where the heck are we, the polar\nice cap?{b}
stg7_bom_01_00_nok	It's s-s-s-s-so c-c-cold!{b}{[0004]}I wonder where this village is\nlocated, anyway?{b}
stg7_bom_01_00_win	Why, how absolutely frigid!{b}{[0004]}Where on earth could this\noutpost be?{b}
stg7_bom_01_00_yos	Boy! {[0100|fa000000]}This is darn cold!{b}{[0004]}Where is this place, anyway?{b}
stg7_bom_01_00_viv	Brrr! {[0100|fa000000]}It's freezing here!{b}{[0004]}Where do you think this place is?{b}
stg7_bom_01_00_bom	Rather frosty, isn't it?{b}{[0004]}Almost freezes one's mustache, eh,\nold boy?{b}
stg7_bom_01_00_chu	Oooh, it's so chilly...{b}{[0004]}I wonder where this place is.{b}
stg7_bom_01_kur	Wow! {[0100|fa000000]}Seriously, it's SO cold!{b}{[0004]}Fahr Outpost must be just ahead.{[0100|fa000000]}\nLet's hurry up before our toes\nget froze...{[0100|64000000]}n.{[0101]}{b}
stg7_bom_01_nok	Ummm...{[0100|fa000000]} Yeah, TH-THIS is cold!{b}{[0004]}Let's hurry ahead, Mario!{[0100|fa000000]}\nFahr Outpost should be just\nup here a little way.{[0101]}{b}
stg7_bom_01_win	How absolutely bone-chilling!{b}{[0004]}Let's press onward, Mario.{[0100|fa000000]}\nFahr Outpost should be just\nahead, wouldn't you say?{[0101]}{b}
stg7_bom_01_yos	It is STUPID cold out here!{b}{[0004]}C'mon, Gonzales!{[0100|fa000000]} Let's move!{[0100|fa000000]}\nFahr Outpost should be just\nup ahead, I think.{[0101]}{b}
stg7_bom_01_viv	Brrrrrrr!{[0100|fa000000]} I'm freezing!{b}{[0004]}Let's keep moving, Mario.{[0100|fa000000]}\nFahr Outpost shouldn't be\ntoo far, now.{[0101]}{b}
stg7_bom_01_bom	A touch nippy, I should say!{b}{[0004]}Let's do make haste, Mario.{[0100|fa000000]}\nFahr Outpost can't be far\nnow, old boy!{[0101]}{b}
stg7_bom_01_chu	Mmmm, this IS chilly, isn't it?{b}{[0004]}Let's hurry now, dearie.{[0100|fa000000]}\nFahr Outpost can't be too\nterribly far now.{[0101]}{b}
stg7_bom_01__2_kur	So, this is Fahr Outpost...{[0100|fa000000]} I wonder\nwhere the cannon that shoots to\nthe moon is?{b}{[0004]}I guess we should start by talking to\nthe villagers, don'tcha think?{b}
stg7_bom_01__2_nok	So, Fahr Outpost, huh?{[0100|fa000000]} I wonder\nwhere the cannon that shoots to\nthe moon is?{b}{[0004]}Well, let's get started by talking to\nthe villagers.{b}
stg7_bom_01__2_win	So, Fahr Outpost, hmmm?{[0100|fa000000]} Now, where\nis that lovely moon-shooting cannon?{b}{[0004]}I believe speaking with the villagers\nmay be helpful, darling, so let's get\nto it.{b}
stg7_bom_01__2_yos	Whoa, Fahr Outpost...{[0100|fa000000]} Where's this\ncannon that can shoot to the moon?{b}{[0004]}Let's chat up some of these locals\nand see what they have to say, OK?{b}
stg7_bom_01__2_viv	So, this is Fahr Outpost...{[0100|fa000000]} Where do\nyou think they keep that cannon\nof theirs?{b}{[0004]}Well, only one way to find out! {[0100|fa000000]}Let's\nget started by talking to the villagers.{b}
stg7_bom_01__2_bom	Harrumph! {[0100|fa000000]}Fahr Outpost, eh?{[0100|fa000000]}\nNow where was that marvelous\nmoon cannon, hm?{b}{[0004]}Let's begin by speaking with some of\nthe locals, eh?{b}
stg7_bom_01__2_chu	So, this is Fahr Outpost...{[0100|fa000000]} I don't\nsee any cannon that can shoot to\nthe moon...{b}{[0004]}I guess we should start by chatting\nwith the villagers, don't you think?{b}
stg7_bom_01__2_00_kur	So this IS the place!{[0100|fa000000]} I wonder where\nthe cannon that shoots to the\nmoon is?{b}{[0004]}I guess we should start by talking to\nthe villagers, don'tcha think?{b}
stg7_bom_01__2_00_nok	This is the place, huh?{[0100|fa000000]} I wonder\nwhere the cannon that shoots to\nthe moon is?{b}{[0004]}Well, let's get started by talking to\nthe villagers.{b}
stg7_bom_01__2_00_win	Well, this is the village.{[0100|fa000000]} Now, where\nis that lovely moon-shooting cannon?{b}{[0004]}I believe speaking with the villagers\nmay be helpful, darling, so let's get\nto it.{b}
stg7_bom_01__2_00_yos	So this is the place, huh?{[0100|fa000000]} Where's\nthis cannon that can shoot to\nthe moon?{b}{[0004]}Let's chat up some of these locals\nand see what they have to say, OK?{b}
stg7_bom_01__2_00_viv	This is the right village.{[0100|fa000000]} Where do\nyou think they keep that cannon\nof theirs?{b}{[0004]}Well, only one way to find out! {[0100|fa000000]}Let's\nget started by talking to the villagers.{b}
stg7_bom_01__2_00_bom	I knew we had the right place!{[0100|fa000000]}\nNow where was that marvelous\nmoon cannon, hm?{b}{[0004]}Let's begin by speaking with some of\nthe locals, eh?{b}
stg7_bom_01__2_00_chu	This is the place we need.{[0100|fa000000]} But I don't\nsee any cannon that can shoot to\nthe moon...{b}{[0004]}I guess we should start by chatting\nwith the villagers, don't you think?{b}
stg7_bom_02_00	This is Bob-omb village, DA-BLOOIE!{b}{[0004]}As you can guess from my KA-BLAMMY\nreserved demeanor, many Bob-ombs\nonly open up to other Bob-ombs.{b}
stg7_bom_02_01	This is Bob-omb village, DA-BLOOIE!{b}{[0004]}As you can guess from my KA-BLAMMY\nreserved demeanor, many Bob-ombs\nonly open up to other Bob-ombs.{b}{[0004]}Your Bob-omb companion will\nunderstand. KA-RACKO.
stg7_bom_02	This is Bob-omb village, DA-BLOOIE!{[0100|fa000000]}\nThere is nothing here, DA-BLAMMO!{b}{[0004]}As you can guess from my KA-BLAMMY\nreserved demeanor, many Bob-ombs\nonly open up to other Bob-ombs.{b}
stg7_bom_22	This is Bob-omb village, DA-BLOOIE!\nThere is nothing here, DA-BLAMMO!{b}{[0004]}As you can guess from my KA-BLAMMY\nreserved demeanor, many Bob-ombs\nonly open up to other Bob-ombs.{b}{[0004]}Your Bob-omb companion will\nunderstand. KA-RACKO.
stg7_bom_02_1	Here we go at last, BA-BLOOIE!{[0100|fa000000]} I have\nmuch happiness, KA-CRACKO!{b}
stg7_bom_03	Real explosives wear short sleeves,\nPA-POW!{[0100|fa000000]} Ditch the sleeves and\nthe lip guard, BA-BLAM!{b}
stg7_bom_03_1	Real explosives wear short sleeves,\nPA-POW!{[0100|fa000000]} Ditch the sleeves and\nthe lip guard, BA-BLAM!{b}
stg7_bom_04_00	Welcome to Fahr Outpost.{[0100|fa000000]} Whoa!{[0100|fa000000]}\nThat is quite good lip-warmer you\nhave got.{b}{[0004]}OK, I now give you my special\nmustache-viewing personality\nanalysis, yes?{b}{[0004]}{[0101]}Ah.{[0100|fa000000]} Hm.{[0100|fa000000]} Yes.{[0100|fa000000]} Yes.{[0100|fa000000]} Hmmmmm...{[0100|90010000]} Yes,\nyes, I have got it now.{[0100|fa000000]} Your bushy\nbroom means...{b}{[0004]}{[0101]}that you are stubborn and\nselfish man.{b}{[0004]}How did I know?{[0100|fa000000]} I have certain\nexperience with mustaches like\nthat, you see.
stg7_bom_04	Welcome to Fahr Outpost.{[0100|fa000000]} Whoa!{[0100|fa000000]}\nThat is quite good lip-warmer you\nhave got.{b}{[0004]}OK, I now give you my special\nmustache-viewing personality\nanalysis, yes?{b}{[0004]}{[0101]}Ah.{[0100|fa000000]} Hm.{[0100|fa000000]} Yes.{[0100|fa000000]} Yes.{[0100|fa000000]} Hmmmmm...{[0100|90010000]} Yes,\nyes, I have got it now.{[0100|fa000000]} Your bushy\nbroom means...{b}{[0004]}{[0101]}that you are stubborn and\nselfish man.{b}{[0004]}How did I know?{[0100|fa000000]} I have certain\nexperience with mustaches like\nthat, you see.
stg7_bom_04_1	Cannon of Fahr Outpost can get you\nto moon fast, yes!{[0100|fa000000]} But...{[0100|fa000000]}heh.{[0100|fa000000]} It will be\nsome ride.{b}
stg7_bom_05	How was cannon ride to surface of\nmoon?{[0100|fa000000]} Good?{[0100|fa000000]} Yes, very good.{b}{[0004]}Listen, just between us...{[0100|fa000000]} I don't like\nthe exploding.{b}{[0004]}I get all sooty and dirty, yes?{[0100|fa000000]}\nI am too stylish for this.{b}
stg7_bom_05_1	How was cannon ride to surface of\nmoon?{[0100|fa000000]} Good?{[0100|fa000000]} Yes, very good.{b}{[0004]}Listen, just between us...{[0100|fa000000]} I don't like\nthe exploding.{b}{[0004]}I get all sooty and dirty, yes?{[0100|fa000000]}\nI am too stylish for this.{b}
stg7_bom_06_00	Hello to you, traveler.{[0100|fa000000]} Is this first time\nin Fahr Outpost for you, KA-BOMB?{b}{[0004]}There is not much here, but enjoy\nstay, KA-BOOOOM!{b}
stg7_bom_06	Hello, traveler.{[0100|fa000000]} First time in Fahr\nOutpost, KA-BOOIE?{[0100|fa000000]} What? {[0100|fa000000]}Fahr\nOutpost cannon?{b}{[0004]}...{b}{[0004]}Wah!{[0100|fa000000]} I apologize for that.{[0100|fa000000]} No, I just\nhad distraction...{[0100|fa000000]} It is nothing,\nKA-POWIE!{b}
stg7_bom_06_1	Oh, yes? {[0100|fa000000]}Really?{[0100|fa000000]} You really want to,\nKA-BOO, KA-BOMB?{[0100|fa000000]} That is...{[0100|fa000000]}just...{[0100|fa000000]}\ngreat, KA-PLOW!{b}
stg7_bom_07	Hooray!{[0100|fa000000]} I have been wanting to shoot\nthat thing off for very long time,\nKA-BANG!{b}{[0004]}{[0101]}But after we blow up, we are all hazy\nand confused, yes...{[0100|fa000000]} Like frogs in fog,\nKA-CRACK!{b}
stg7_bom_07_1	Hooray!{[0100|fa000000]} I have been wanting to shoot\nthat thing off for very long time,\nKA-BANG!{b}{[0004]}{[0101]}But after we blow up, we are all hazy\nand confused, yes...{[0100|fa000000]} Like frogs in fog,\nKA-CRACK!{b}
stg7_bom_08_00	Snow is rare for you, BA-KAK?{[0100|fa000000]}\nIn Fahr Outpost, it falls all\nyear around, BA-BANG!{b}{[0004]}I like watching it shine in glow of\nsunset, BA-BOOMBER!{b}
stg7_bom_08	Snow is rare for you, BA-KAK?{[0100|fa000000]}\nIn Fahr Outpost, it falls all\nyear around, BA-BANG!{b}{[0004]}I like watching it shine in glow of\nsunset, BA-BOOMBER!{b}
stg7_bom_08_1	The day is finally here...{[0100|fa000000]} What will it\nbe like, BA-BOOP?{[0100|fa000000]} I cannot wait,\nBA-PLOOIE!{b}
stg7_bom_09	Snow all melted from heat of Big Bob\ngoing off, BA-CHOW!{b}{[0004]}It came back quickly, but for some\ntime, it was like spring day here,\nBA-FOOM!{b}
stg7_bom_09_1	Snow all melted from heat of Big Bob\ngoing off, BA-CHOW!{b}{[0004]}It came back quickly, but for some\ntime, it was like spring day here,\nBA-FOOM!{b}
stg7_bom_09_01_01	{[0309|01000000]}We are the chilly wanderers, the\nTraveling Sisters Three!{b}{[0004]}{[0101]}We came to Fahr Outpost for the\nskiing and ice-skating...{[0100|fa000000]} But there's\nnothing here!{[0309|00000000]}{b}
stg7_bom_09_01_02	{[0309|01000000]}It's cold!{[0100|fa000000]} It's too cold!{[0309|00000000]}{b}
stg7_bom_09_01_03	{[0309|01000000]}I told you we should've at least\nchecked a guidebook before we\ncame here!{[0309|00000000]}{b}
stg7_bom_09_01_04	{[0309|01000000]}We are the chilly wanderers, the\nTraveling Sisters Three!{b}{[0004]}We came to Fahr Outpost for the\nskiing and ice-skating...{[0100|fa000000]} But there's\nnothing to do here.{[0309|00000000]}{b}
stg7_bom_09_01_05	{[0309|01000000]}It's cold!{[0100|fa000000]} It's too cold!{[0309|00000000]}{b}
stg7_bom_09_01_06	{[0309|01000000]}I told you we should've at least\nchecked a guidebook before we\ncame here!{[0309|00000000]}{b}
stg7_bom_09_01_07	{[0309|01000000]}We are the chilly wanderers, the\nTraveling Sisters Three!{b}{[0004]}There's no skiing or skating here.\nJust shivering. So much shivering.\nIt's boring! {[0100|fa000000]}We should just go home!{[0309|00000000]}{b}
stg7_bom_09_01_08	{[0309|01000000]}I hate this! {[0100|fa000000]}I'm serious!{[0100|fa000000]} Why did we\neven come here, girls?{[0309|00000000]}{b}
stg7_bom_09_01_09	{[0309|01000000]}I just want to go home...{[0100|fa000000]} But I'm so\ncold, I can't move!{[0309|00000000]}{b}
stg7_bom_59_04_1	Cannon will not be fired until day we\nhave been waiting for comes.{b}
stg7_bom_59_04_2	Cannon will not be fired until day we\nhave been waiting for comes.{b}
stg7_bom_59_02	Well, well, the time has finally come\nto wake Big Bob from his long,\nprojectile-less slumber.{b}{[0004]}Oh, I have itched for this! {[0100|fa000000]}Go find\nthat Goldbob and get back here on\nthe double!{b}
stg7_bom_59_03	Preparations are complete!{[0100|fa000000]} Big Bob\nis fire-ready!{[0100|fa000000]} Hut!{[0100|fa000000]} Let's do this!{b}
stg7_bom_59_04	My peace of mind is all thanks to you.{[0100|fa000000]}\nHut-hut!{[0100|fa000000]} I am so grateful.{b}
stg7_bom_59_05	My peace of mind is all thanks to you.{[0100|fa000000]}\nHut-hut!{[0100|fa000000]} I am so grateful.{b}
stg7_bom_63	Now, you stand here.{b}
stg7_bom_64	General White!{[0100|fa000000]} Is Big Bob ready?{b}
stg7_bom_64_01	Hut! Leave it to me!
stg7_bom_64_02	Now, men!{[0100|fa000000]} You know the drill!{[0100|fa000000]}\nLoad Big Bob!
stg7_bom_65_a	Ho!{[0100|20030000]}
stg7_bom_65_b	Hup!{[0100|20030000]}
stg7_bom_65_c	Hut!{[0100|20030000]}
stg7_bom_65_d	Boom!{[0100|20030000]}
stg7_bom_66	Now!{[0100|fa000000]} Positions, everyone!{b}
stg7_bom_67	Yessir!{[0100|bc020000]}
stg7_bom_68	Bring guidance system online!{b}
stg7_bom_92	Online, sir!
stg7_bom_71	System check!{b}
stg7_bom_72	System check...{[0100|fa000000]} All clear!{b}
stg7_bom_73	Prepare Big Bob's detonation\nsequence!{b}
stg7_bom_74	Open outer hatch!{b}
stg7_bom_93	Opening hatch, sir!
stg7_bom_75	Open inner shutters!{b}
stg7_bom_94	Opening shutters, sir!
stg7_bom_76	Lift Big Bob into position!
stg7_bom_95	Lifting, sir!
stg7_bom_77	Acquire target:{[0100|fa000000]} the Moon!{b}
stg7_bom_78	Direction:    75.38\nElevation:    54.66\nRange:      389603{b}
stg7_bom_79	Wind Speed:           1.08\nCorrect Direction:  3.03\nCorrect Elevation: 2.39{b}
stg7_bom_80	Target locked!{[0100|fa000000]} Now, open the\nchamber hatch!{b}
