aaa.msbt
pro_00	有您的信～
stg7_aji_43_yos	总算集齐７颗星之石了！{[0004]}这下就能打开千年之门了。{[0004]}不过……
stg7_aji_43_viv	总算集齐７颗星之石了呢！{[0004]}这下就能打开千年之门了。{[0004]}不过……
stg7_aji_43_bom	总算集齐７颗星之石了！{[0004]}这下就能打开千年之门了。{[0004]}不过……
stg7_aji_43_chu	总算集齐７颗星之石了呢！{[0004]}这下就能打开千年之门了呢。{[0004]}不过……
stg7_aji_44_kur	碧姬公主到底\n被带到哪里去了呢……
stg7_aji_44_nok	碧姬公主到底\n被带到哪里去了……
stg7_aji_44_win	碧姬到底\n被带到哪里去了呀……
stg7_aji_44_yos	碧姬公主到底\n被带到哪里去了……
stg7_aji_44_viv	碧姬公主到底\n被带到哪里去了呢……
stg7_aji_44_bom	碧姬公主到底\n被带到哪里去了……
stg7_aji_44_chu	碧姬公主到底\n被带到哪里去了呢……
stg7_aji_45_kur	总之我们先回恶棍镇吧。{[0004]}也得把星之石和碧姬公主的事\n告诉富朗克栗老师。
stg7_aji_45_nok	总之我们先回恶棍镇吧。{[0004]}也得把星之石和碧姬公主的事\n告诉富朗克栗老师。
stg7_aji_45_win	总之我们先回恶棍镇吧。{[0004]}也得把星之石和碧姬的事\n告诉富朗克栗嘛。
stg7_aji_45_yos	总之先回恶棍镇吧。{[0004]}也得把星之石和碧姬公主的事\n告诉富朗克栗老师。
stg7_aji_45_viv	总之我们先回恶棍镇吧。{[0004]}也得把星之石和碧姬公主的事\n告诉富朗克栗老师。
stg7_aji_45_bom	总之先回恶棍镇吧。{[0004]}也得把星之石和碧姬公主的事\n告诉富朗克栗老师。
stg7_aji_45_chu	总之我们先回恶棍镇吧。{[0004]}也得把星之石和碧姬公主的事\n告诉富朗克栗老师呢。
stg7_aji_00_00_01_kur	好可疑的建筑……{[0100|fa000000]}\n马力欧，我们小心前进吧！{[0101]}{b}
stg7_aji_00_00_01_nok	好可疑的建筑……{[0100|fa000000]}\n马力欧，我们小心前进吧！{[0101]}{b}
stg7_aji_00_00_01_win	好可疑的建筑哟……{[0100|fa000000]}\n马力欧，我们小心前进吧！{[0101]}{b}
stg7_aji_00_00_01_yos	好可疑的建筑……{[0100|fa000000]}\n冈萨雷兹，小心前进吧！{[0101]}{b}
stg7_aji_00_00_01_viv	啊……{[0100|fa000000]}\n我又回到这里了……{[0101]}{b}
stg7_aji_00_00_01_bom	好可疑的建筑……{[0100|fa000000]}\n马力欧，小心前进吧！{[0101]}{b}
stg7_aji_00_00_01_chu	好可疑的建筑呢……{[0100|fa000000]}\n马力欧，我们小心前进吧！{[0101]}{b}
article_plural.msbt
bom.msbt
stg7_bom_01_00_kur	哇啊，好冷～！{[0004]}这里究竟是什么地方？
stg7_bom_01_00_nok	呜，好冷～{[0004]}这里究竟是什么地方？
stg7_bom_01_00_win	哇啊，好冷哟～{[0004]}这里究竟是什么地方呀？
stg7_bom_01_00_yos	哇啊，好冷～{[0004]}这里究竟是什么地方？
stg7_bom_01_00_viv	呜，好冷～{[0004]}这里究竟是什么地方？
stg7_bom_01_00_bom	真冷啊……{[0004]}冷成这个样子，\n鼻涕都要冻成冰了。
stg7_bom_01_00_chu	哇啊，好冷呢。{[0004]}话又说回来，\n这里究竟是什么地方？
stg7_bom_01_kur	哇啊，好冷～！{[0004]}我们快走吧，马力欧。{[0100|fa000000]}\n边境之村应该就在前面。{[0101]}{b}
stg7_bom_01_nok	呜，好冷～{[0004]}我们快走吧，马力欧。{[0100|fa000000]}\n边境之村应该就在前面。{[0101]}{b}
stg7_bom_01_win	哇啊，好冷哟～{[0004]}我们快走吧，马力欧。{[0100|fa000000]}\n边境之村应该就在前面哟。{[0101]}{b}
stg7_bom_01_yos	哇啊，好冷～{[0004]}快走吧，冈萨雷兹。{[0100|fa000000]}\n边境之村应该就在前面。{[0101]}{b}
stg7_bom_01_viv	呜，好冷～{[0004]}我们快走吧，马力欧。{[0100|fa000000]}\n边境之村应该就在前面。{[0101]}{b}
stg7_bom_01_bom	真冷啊……{[0004]}快走吧，马力欧。{[0100|fa000000]}\n边境之村应该就在前面。{[0101]}{b}
stg7_bom_01_chu	哇啊，好冷呢。{[0004]}我们快走吧，马力欧。{[0100|fa000000]}\n边境之村应该就在前面。{[0101]}{b}
stg7_bom_01__2_kur	这里就是边境之村……{[0100|fa000000]}\n能送人上月亮的大炮在哪里呢？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_nok	这里就是边境之村……{[0100|fa000000]}\n能送人上月亮的大炮在哪里啊？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_win	这里就是边境之村……{[0100|fa000000]}\n能送人上月亮的大炮在哪里哟？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_yos	这里就是边境之村……{[0100|fa000000]}\n能送人上月亮的大炮在哪里？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_viv	这里就是边境之村……{[0100|fa000000]}\n能送人上月亮的大炮在哪里呢？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_bom	这里就是边境之村……{[0100|fa000000]}\n能送人上月亮的大炮在哪里……{[0004]}总之去问问村民们吧。
stg7_bom_01__2_chu	这里就是边境之村……{[0100|fa000000]}\n能送人上月亮的大炮在哪里呢？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_00_kur	原来这里就是我们要找的村庄。{[0100|fa000000]}\n能送人上月亮的大炮在哪里呢？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_00_nok	原来这里就是我们要找的村庄。{[0100|fa000000]}\n能送人上月亮的大炮在哪里啊？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_00_win	原来这里就是我们要找的村庄哟。{[0100|fa000000]}\n能送人上月亮的大炮在哪里呢？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_00_yos	原来这里就是我们要找的村庄啊。{[0100|fa000000]}\n能送人上月亮的大炮在哪里？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_00_viv	原来这里就是我们要找的村庄。{[0100|fa000000]}\n能送人上月亮的大炮在哪里呢？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_00_bom	果然是这座村庄啊。{[0100|fa000000]}\n能送人上月亮的大炮在哪里？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_01__2_00_chu	原来这里就是我们要找的村庄。{[0100|fa000000]}\n好了，能送人上月亮的大炮在哪里呢？{[0004]}总之去跟村民们\n打听打听吧。
stg7_bom_02_00	这里是炸弹兵的村庄砰。{[0004]}这里有些人，\n只会对炸弹兵敞开心扉砰。
stg7_bom_02_01	这里是炸弹兵的村庄砰。{[0004]}这里有些人，\n只会对炸弹兵敞开心扉砰。{[0004]}和你同行的那位也是炸弹兵，\n所以一定能理解的砰。
stg7_bom_02	这里是炸弹兵的村庄砰。{[0100|fa000000]}\n这里什么都没有砰……{[0004]}另外这里有些人，\n只会对炸弹兵敞开心扉砰。
stg7_bom_22	这里是炸弹兵的村庄砰。{[0100|fa000000]}\n这里什么都没有砰……{[0004]}另外这里有些人，\n只会对炸弹兵敞开心扉砰。{[0004]}和你同行的那位也是炸弹兵，\n所以一定能理解的砰。
stg7_bom_02_1	总算要发射了砰！{[0100|fa000000]}\n好激动啊砰！
stg7_bom_03	是个男人的话，\n再冷也要穿短袖砰。{[0100|fa000000]}\n不要胡子也不要袖子砰！
stg7_bom_03_1	是个男人的话，\n再冷也要穿短袖砰。{[0100|fa000000]}\n不要胡子也不要袖子砰！
stg7_bom_04_00	欢迎来到边境之村。{[0100|fa000000]}\n哦？{[0100|fa000000]}\n你有一把帅气的胡子呢。{[0004]}我最擅长“通过胡子看性格”，\n就让我给你看看吧。{[0004]}{[0101]}哼哼……{[0100|fa000000]}\n瞧你这一把茂密的胡子……{[0004]}{[0101]}肯定又固执又任性。{[0004]}如何？{[0100|fa000000]}\n留着帅气胡子的人\n一般都是这样。
stg7_bom_04	欢迎来到边境之村。{[0100|fa000000]}\n哦？{[0100|fa000000]}\n你有一把帅气的胡子呢。{[0004]}我最擅长“通过胡子看性格”，\n就让我给你看看吧。{[0004]}{[0101]}哼哼……{[0100|fa000000]}\n瞧你这一把茂密的胡子……{[0004]}{[0101]}肯定又固执又任性。{[0004]}如何？{[0100|fa000000]}\n留着帅气胡子的人\n一般都是这样。
stg7_bom_04_1	只要用边境之村的大炮，\n一眨眼就能到月亮了。{[0100|fa000000]}\n呵呵……做好心理准备哦。
stg7_bom_05	你乘上巨大的大炮，\n进行了月面之旅吧，感觉如何？{[0004]}偷偷告诉你……{[0100|fa000000]}\n其实我讨厌爆炸。{[0004]}因为会弄得浑身是灰……{[0100|fa000000]}\n我想活得更潇洒些。
stg7_bom_05_1	你乘上巨大的大炮，\n进行了月面之旅吧，感觉如何？{[0004]}偷偷告诉你……{[0100|fa000000]}\n其实我讨厌爆炸。{[0004]}因为会弄得浑身是灰……{[0100|fa000000]}\n我想活得更潇洒些。
stg7_bom_06_00	你好，这位旅人。{[0100|fa000000]}\n你第一次来边境之村吗砰？{[0004]}虽然这里什么都没有，\n但祝你玩得愉快砰。
stg7_bom_06	你好，旅人。{[0100|fa000000]}\n咦！边境之村的大炮！？{[0004]}……{[0004]}啊！！{[0100|fa000000]}\n我发了一会儿呆砰……{[0100|fa000000]}\n没什么砰。
stg7_bom_06_1	真的吗？{[0100|fa000000]}\n真的要做吗砰？{[0100|fa000000]}\n太好了，我好激动砰！！
stg7_bom_07	能久违地发射大炮，\n我好开心砰。{[0004]}{[0101]}不过大家都呼吸困难，\n意识模糊……{[0100|fa000000]}\n简直像去鬼门关兜了一圈砰。
stg7_bom_07_1	能久违地发射大炮，\n我好开心砰。{[0004]}{[0101]}不过大家都呼吸困难，\n意识模糊……{[0100|fa000000]}\n简直像去鬼门关兜了一圈砰。
stg7_bom_08_00	你没怎么见过雪吗砰？{[0100|fa000000]}\n这里一年到头都是白茫茫的砰。{[0004]}我喜欢在旭日初升时看雪，\n亮晶晶的、一闪一闪的～
stg7_bom_08	你没怎么见过雪吗砰？{[0100|fa000000]}\n这里一年到头都是白茫茫的砰。{[0004]}我喜欢在旭日初升时看雪，\n亮晶晶的、一闪一闪的～
stg7_bom_08_1	这一天总算到了……{[0100|fa000000]}\n究竟会变成什么样子砰！{[0100|fa000000]}\n我好兴奋、好激动啊砰！！！
stg7_bom_09	大炸弹发射时，\n温度太高，雪都化了砰。{[0004]}虽然很快就又重新积满了雪，\n但能感受到这种春天般的温暖，\n我好幸福啊砰。
stg7_bom_09_1	大炸弹发射时，\n温度太高，雪都化了砰。{[0004]}虽然很快就又重新积满了雪，\n但能感受到这种春天般的温暖，\n我好幸福啊砰。
stg7_bom_09_01_01	{[0309|01000000]}我们是最爱旅行三姐妹，\n我们在周游世界！{[0004]}{[0101]}为了享受滑雪和滑冰，\n我们来到边境之村……{[0100|fa000000]}\n但这里根本什么都没有啊！{[0309|00000000]}
stg7_bom_09_01_02	{[0309|01000000]}好冷！{[0100|fa000000]}\n太冷了～～～！！{[0309|00000000]}
stg7_bom_09_01_03	{[0309|01000000]}所以我都说了，\n来之前应该好好\n查资料做攻略～～～！！{[0309|00000000]}
stg7_bom_09_01_04	{[0309|01000000]}我们是最爱旅行三姐妹，\n我们在周游世界！{[0004]}为了享受滑雪和滑冰，\n我们来到边境之村……{[0100|fa000000]}\n但这里真的什么都没有呢。{[0309|00000000]}
stg7_bom_09_01_05	{[0309|01000000]}好冷！{[0100|fa000000]}\n太冷了～～～！！{[0309|00000000]}
stg7_bom_09_01_06	{[0309|01000000]}所以我都说了，\n来之前应该好好\n查资料做攻略～～～！！{[0309|00000000]}
stg7_bom_09_01_07	{[0309|01000000]}我们是最爱旅行三姐妹，\n我们在周游世界！{[0004]}这里既不能滑雪也不能滑冰，\n只会冻得瑟瑟发抖，好无聊啊。{[0100|fa000000]}\n我们还是回去吧～～～！{[0309|00000000]}
stg7_bom_09_01_08	{[0309|01000000]}我已经受够了！{[0100|fa000000]}\n我们到底为了什么\n才跑到这里来啊～～～！{[0309|00000000]}
stg7_bom_09_01_09	{[0309|01000000]}我也很想回去……{[0100|fa000000]}\n但实在太冷了，动弹不得～～～！{[0309|00000000]}
stg7_bom_59_04_1	为了即将来临的那一天，\n大炮要稍微休息一段时间了。
stg7_bom_59_04_2	为了即将来临的那一天，\n大炮要稍微休息一段时间了。
stg7_bom_59_02	好了，大炸弹终于要重见天日了。{[0100|fa000000]}\n老夫已经跃跃欲试了！{[0004]}好了，你赶快去找金色曼吧。
stg7_bom_59_03	好了，一切准备就绪。{[0100|fa000000]}\n大炸弹终于要重见天日了。{[0100|fa000000]}\n老夫已经跃跃欲试了！
stg7_bom_59_04	多亏了你，老夫重新振作起来了。{[0100|fa000000]}\n多谢了。
stg7_bom_59_05	多亏了你，老夫重新振作起来了。{[0100|fa000000]}\n多谢了。
stg7_bom_63	你站在那里。
stg7_bom_64	白色将军！{[0100|fa000000]}\n大炸弹准备就绪了吗？
stg7_bom_64_01	交给老夫吧！
stg7_bom_64_02	各位！{[0100|fa000000]}\n要启动大炸弹了！！
stg7_bom_65_a	哦——！{[0100|20030000]}
stg7_bom_65_b	哦——！{[0100|20030000]}
stg7_bom_65_c	哦——！{[0100|20030000]}
stg7_bom_65_d	砰！{[0100|20030000]}
stg7_bom_66	那么，{[0100|fa000000]}\n各就各位！
stg7_bom_67	收到。{[0100|bc020000]}
stg7_bom_68	启动系统！
stg7_bom_92	启动完毕！
stg7_bom_71	检查系统！
stg7_bom_72	系统检查完毕！{[0100|fa000000]}\n没有问题！
stg7_bom_73	现在开始巨大大炮——\n大炸弹的发射准备工作。
stg7_bom_74	开启外舱门！
stg7_bom_93	开启外舱门！
stg7_bom_75	开启内闸门！
stg7_bom_94	开启内闸门！
stg7_bom_76	大炸弹，{[0100|fa000000]}\n升起！
stg7_bom_95	升起！
stg7_bom_77	开始瞄准。{[0100|fa000000]}\n目标“月亮”！！
stg7_bom_78	方位７５．３８\n仰角５４．６６\n距离３８９６０３
stg7_bom_79	风速１．０８\n方位校准３．０３\n仰角校准２．３９
stg7_bom_80	目标已锁定。{[0100|fa000000]}\n开启装填舱门。
stg7_bom_81	来吧，各位。{[0100|fa000000]}\n进去～！！
stg7_bom_85	关闭装填舱门。
stg7_bom_85_1	好挤啊砰——！{[0100|ee020000]}
stg7_bom_85_2	别推我砰！{[0100|ee020000]}
stg7_bom_85_3	别踩我脚砰！{[0100|ee020000]}
stg7_bom_85_4	太挤了砰——！{[0100|20030000]}
stg7_bom_85_5	开始紧张起来了……{[0100|ee020000]}
stg7_bom_85_6	不要摸我屁股！{[0100|ee020000]}
stg7_bom_86	状态一切正常。{[0100|fa000000]}\n准备就绪！
stg7_bom_87	那就要上了！{[0004]}大炸弹……
stg7_bom_97	{[0203]}{[0200]}{size[fa00]}发射——！！{size[6400]}\x0f\x02\0
stg7_bom_88	哈哈——！{[0100|20030000]}
stg7_bom_89	太好了——！{[0100|20030000]}
stg7_bom_90	好爽啊——！{[0100|20030000]}
stg7_bom_91	加油啊，马力欧！
stg7_bom_10_00	啊，好想爆炸。\n好想爆炸……{[0100|fa000000]}\n好想让巨大的大炮发射砰。
stg7_bom_10	我什么都不知道砰。{[0100|fa000000]}\n我根本不知道边境之村\n有一门大炮叫大炸弹砰。
stg7_bom_10_1	我的心马上\n就要爆炸了砰！！{[0004]}快，快！{[0100|fa000000]}\n快去村长那里砰！！
stg7_bom_11	多亏了你，\n我尽情爆炸了一通砰！{[0004]}但我也想去月亮上砰！{[0100|fa000000]}\n我想在月面上爆炸～砰！
stg7_bom_11_1	多亏了你，\n我尽情爆炸了一通砰！{[0004]}但我也想去月亮上砰！{[0100|fa000000]}\n我想在月面上爆炸～砰！
stg7_bom_12_00	唔……好和平啊砰。{[0004]}即使我深陷雪中，\n边境之村也很和平砰。
stg7_bom_12	唔……好和平啊砰。{[0004]}即使我深陷雪中，\n边境之村也很和平砰。
stg7_bom_12_1	大炮的封印终于\n要被解开了砰。{[0100|fa000000]}\n一定会很壮观的砰……{[0004]}村长在等你砰。{[0100|fa000000]}\n快过去吧砰！
stg7_bom_13	今后也要将大炸弹\n用于维护和平砰。
stg7_bom_13_1	今后也要将大炸弹\n用于维护和平砰。
stg7_bom_14_00	堆雪人、盖雪屋、打雪仗。{[0100|fa000000]}\n一直玩雪也会腻啊砰……
stg7_bom_14	堆雪人、盖雪屋、打雪仗。{[0100|fa000000]}\n一直玩雪也会腻啊砰……
stg7_bom_14_1	我们一定会把你送上月亮砰！\n交给我们吧砰！{[0100|fa000000]}\n好了，快去村长那里吧砰。
stg7_bom_15	为了将你送上月亮，\n牺牲了众多炸弹兵砰……{[0004]}……没有啦，我开玩笑的砰。{[0100|fa000000]}\n大家都精神着呢砰。{[0100|f4010000]}\n……除了一个人。{[0004]}……{[0100|fa000000]}\n大家真的都没事砰！{[0100|f4010000]}\n……除了一个人。
stg7_bom_15_1	为了将你送上月亮，\n牺牲了众多炸弹兵砰……{[0004]}……没有啦，我开玩笑的砰。{[0100|fa000000]}\n大家都精神着呢砰。{[0100|f4010000]}\n……除了一个人。{[0004]}……{[0100|fa000000]}\n大家真的都没事砰！{[0100|f4010000]}\n……除了一个人。
stg7_bom_16_00	我堆了雪人砰。{[0100|fa000000]}\n可以的话，\n我也想长这么高砰。{[0004]}……{[0100|fa000000]}\n但我可不想融化掉砰。
stg7_bom_16	我堆了雪人砰。{[0100|fa000000]}\n可以的话，\n我也想长这么高砰。{[0004]}……{[0100|fa000000]}\n但我可不想融化掉砰。
stg7_bom_16_1	是时候展现男人的气魄了砰！{[0100|fa000000]}\n就给你们见识一下，\n我们体型虽小，精神可不小砰！
stg7_bom_17	月亮上也会下雪吗砰？{[0100|fa000000]}\n……不如说，\n雪到底是从哪里来的砰？{[0004]}嗯……？？？{[0100|fa000000]}\n一深入思考，\n脑袋就要爆炸了砰。
stg7_bom_17_1	月亮上也会下雪吗砰？{[0100|fa000000]}\n……不如说，\n雪到底是从哪里来的砰？{[0004]}嗯……？？？{[0100|fa000000]}\n一深入思考，\n脑袋就要爆炸了砰。
stg7_bom_18_00	仰望夜空时，\n能感受到宇宙砰……{[0100|fa000000]}\n就算看不到，宇宙也在那里砰。
stg7_bom_18	仰望夜空时，\n能感受到宇宙砰……{[0100|fa000000]}\n就算看不到，宇宙也在那里砰。
stg7_bom_18_1	去月亮上吗砰……{[0100|fa000000]}\n据说这个世界\n和月亮一样是圆的砰……{[0004]}但我觉得……\n这个世界其实不是圆的砰。{[0004]}你问为什么？{[0100|2c010000]}\n就算看不到也存在于那里的\n宇宙就是答案砰。{[0004]}在马力欧的眼中，\n这个世界是什么样子的？\n你又感受到了什么砰？
stg7_bom_19	眼中所见并非一切砰。{[0100|c8000000]}\n真理往往存在于\n看不见的事物中砰。{[0004]}没错，就像宇宙一样……
stg7_bom_19_1	眼中所见并非一切砰。{[0100|c8000000]}\n真理往往存在于\n看不见的事物中砰。{[0004]}没错，就像宇宙一样……
stg7_bom_19_01	{[0309|01000000]}日安，胡子先生。{[0004]}由于我太过猛烈地\n追求旅馆的小姐，\n被赶到外面来了！{[0004]}事已至此，只能用我火热的心\n融化所有的积雪了！{[0309|00000000]}{[0100|2c010000]}\n{[0307|00004040]}……阿嚏！！{[0307|0000803f]}
