aaa.msbt
pro_00	有信喔～
stg7_aji_tec_00	瑪 利 歐 … …{[0100|2c010000]}\n真 開 心 能 再 次 見 到 你 。{[0004]}其 實 在 你 離 開 這 裡 之 後 ，\n我 為 了 不 讓 設 施 遭 壞 人 利 用 ，\n於 是 把 這 裡 炸 毀 了 。{[0004]}當 時 我 也 跟 這 座 設 施 一 起 化 為 灰 燼 。{[0004]}{[0100|2c010000]}… … 但 是 有 一 天 ，\n我 突 然 發 現 一 切 都 恢 復 原 狀 了 。{[0100|2c010000]}\n是 的 ， {[0100|64000000]}一 切 都 恢 復 了 。{[0004]}我 完 全 不 知 道 為 什 麼 。{[0110]}{[0100|ee020000]}\x0f\x01\x10\n只 不 過 … …{[0100|2c010000]}{b}{[0004]}{[0100|fa000000]}在 我 恢 復 意 識 前 一 瞬 間 ，\n我 好 像 看 見 了 閃 耀 的 光 芒 ，\n以 及 聽 見 碧 姬 公 主 的 聲 音 … …
stg7_aji_tec_01	碧 姬 公 主 過 得 好 嗎 ？{[0100|2c010000]}\n只 要 他 過 得 幸 福 ，\n我 也 就 感 到 幸 福 了 。{[0004]}我 會 在 這 裡 祝 福 你 和 碧 姬 公 主 ，{[0100|2c010000]}\n以 及 全 世 界 的 人 ，\n從 今 以 後 都 能 過 得 幸 福 。
stg7_aji_43_kur	終於集齊7顆星之石了！{[0004]}這麼一來就能打開千年之門了。{[0004]}不過……
stg7_aji_43_nok	終於集齊7顆星之石了！{[0004]}如此一來就能打開千年之門了。{[0004]}不過……
stg7_aji_43_win	終於集齊7顆星之石囉！{[0004]}這下就能打開千年之門了。{[0004]}不過……
stg7_aji_43_yos	總算集齊7顆星之石啦！{[0004]}這樣一來就能打開千年之門了。{[0004]}可是……
stg7_aji_43_viv	終於集齊7顆星之石了呢！{[0004]}這麼一來就能打開千年之門了。{[0004]}不過……
stg7_aji_43_bom	總算是集齊7顆星之石了！{[0004]}這下就能打開千年之門。{[0004]}不過……
stg7_aji_43_chu	終於集齊7顆星之石了呢！{[0004]}這麼一來就能打開千年之門了。{[0004]}不過……
stg7_aji_44_kur	碧姬公主到底被帶去哪裡了……
stg7_aji_44_nok	碧姬公主究竟被帶去哪裡了……
stg7_aji_44_win	碧姬到底被帶去哪裡了嘛……
stg7_aji_44_yos	碧姬公主到底被帶去哪了……
stg7_aji_44_viv	碧姬公主到底被帶去哪裡了呢……
stg7_aji_44_bom	碧姬公主到底被帶去哪裡了……
stg7_aji_44_chu	碧姬公主究竟被帶去哪裡了……
stg7_aji_45_kur	總之我們回去惡棍鎮吧。{[0004]}也必須向富朗克栗老師報告\n星之石和碧姬公主的事才行。
stg7_aji_45_nok	總之我們回去惡棍鎮吧。{[0004]}也必須告訴富朗克栗老師\n星之石和碧姬公主的事才行。
stg7_aji_45_win	總之我們回去惡棍鎮吧。{[0004]}星之石和碧姬的事\n也得告訴富朗克栗才行嘛。
stg7_aji_45_yos	總之我們回去惡棍鎮吧。{[0004]}還得向富朗克栗老師報告\n星之石和碧姬公主的事才行啊。
stg7_aji_45_viv	總之我們先回惡棍鎮吧。{[0004]}必須向富朗克栗老師報告\n星之石和碧姬公主的事才行。
stg7_aji_45_bom	總之回去惡棍鎮吧。{[0004]}必須告訴富朗克栗老師\n星之石和碧姬公主的事才行。
stg7_aji_45_chu	總之我們回去惡棍鎮吧。{[0004]}必須向富朗克栗老師報告\n星之石和碧姬公主的事才行。
stg7_aji_00_00_01_kur	這棟建築感覺真可疑……{[0100|fa000000]}\n瑪利歐，要謹慎前進喔！{[0101]}{b}
stg7_aji_00_00_01_nok	這棟建築感覺真可疑……{[0100|fa000000]}\n瑪利歐，我們謹慎前進吧！{[0101]}{b}
stg7_aji_00_00_01_win	這棟建築感覺真可疑呢……{[0100|fa000000]}\n瑪利歐，要謹慎前進唷！{[0101]}{b}
stg7_aji_00_00_01_yos	這棟建築感覺真可疑……{[0100|fa000000]}\n岡薩雷茲，謹慎前進吧！{[0101]}{b}
stg7_aji_00_00_01_viv	啊……{[0100|fa000000]}\n又回來這裡了……{[0101]}{b}
stg7_aji_00_00_01_bom	這棟建築感覺真可疑……{[0100|fa000000]}\n瑪利歐，謹慎前進吧！{[0101]}{b}
stg7_aji_00_00_01_chu	這棟建築感覺真可疑呢……{[0100|fa000000]}\n瑪利歐，要謹慎前進喔！{[0101]}{b}
article_plural.msbt
bom.msbt
stg7_bom_01_00_kur	哇啊，好冷～！{[0004]}這裡到底是什麼地方？
stg7_bom_01_00_nok	嗚嗚，好冷～{[0004]}這裡究竟是什麼地方？
stg7_bom_01_00_win	哇啊，好冷唷～！{[0004]}這裡到底是什麼地方呢？
stg7_bom_01_00_yos	哇，真冷～！{[0004]}這裡到底是哪裡啊？
stg7_bom_01_00_viv	嗚嗚，好冷～{[0004]}這裡到底是什麼地方？
stg7_bom_01_00_bom	還真冷啊……{[0004]}冷到連鼻水都要結凍了。
stg7_bom_01_00_chu	哇，真是寒冷。{[0004]}話說回來，這裡到底是什麼地方呢？
stg7_bom_01_kur	哇，好冷～！{[0004]}瑪利歐，我們快走吧。{[0100|fa000000]}\n邊境之村應該就在前方。{[0101]}{b}
stg7_bom_01_nok	嗚嗚，好冷～{[0004]}瑪利歐，我們快走吧。{[0100|fa000000]}\n前面應該就是邊境之村了。{[0101]}{b}
stg7_bom_01_win	哇，好冷唷～{[0004]}瑪利歐，我們快走吧。{[0100|fa000000]}\n前方應該就是邊境之村唷。{[0101]}{b}
stg7_bom_01_yos	哇，真冷～{[0004]}岡薩雷茲，快走吧。{[0100|fa000000]}\n繼續往前走應該就會到邊境之村啦。{[0101]}{b}
stg7_bom_01_viv	嗚嗚，好冷～{[0004]}瑪利歐，我們快走吧。{[0100|fa000000]}\n邊境之村應該就在前面了。{[0101]}{b}
stg7_bom_01_bom	還真冷啊……{[0004]}瑪利歐，加快腳步吧。{[0100|fa000000]}\n前面應該就是邊境之村。{[0101]}{b}
stg7_bom_01_chu	哇，真是寒冷。{[0004]}瑪利歐，我們快走吧。{[0100|fa000000]}\n邊境之村應該就在前面不遠處。{[0101]}{b}
stg7_bom_01__2_kur	這裡就是邊境之村……{[0100|fa000000]}\n能把人送上月亮的大炮不知道在哪裡？{[0004]}總之向村民打聽一下吧。
stg7_bom_01__2_nok	這裡就是邊境之村……{[0100|fa000000]}\n不知道能把人送上月亮的大炮在哪裡？{[0004]}總之我們向村民打聽一下吧。
stg7_bom_01__2_win	這裡就是邊境之村呀……{[0100|fa000000]}\n能把人送上月亮的大炮在哪裡呢？{[0004]}總之向村民詢問一下吧。
stg7_bom_01__2_yos	這裡就是邊境之村……{[0100|fa000000]}\n能把人送上月亮的大炮在哪啊？{[0004]}總之找村民打聽一下吧。
stg7_bom_01__2_viv	這裡就是邊境之村……{[0100|fa000000]}\n能把人送上月亮的大炮在哪裡呢？{[0004]}總之向村民打聽一下吧。
stg7_bom_01__2_bom	這裡就是邊境之村……{[0100|fa000000]}\n能把人送上月亮的大炮，是在哪裡來著……{[0004]}總之向村民打聽一下吧。
stg7_bom_01__2_chu	這裡就是邊境之村……{[0100|fa000000]}\n能把人送上月亮的大炮在哪裡呢？{[0004]}總之向村民打聽一下吧。
stg7_bom_01__2_00_kur	原來這裡就是我們在找的村莊。{[0100|fa000000]}\n能把人送上月亮的大炮不知道在哪裡？{[0004]}總之向村民打聽一下吧。
stg7_bom_01__2_00_nok	原來這裡就是我們在找的村莊。{[0100|fa000000]}\n不知道能把人送上月亮的大炮在哪裡？{[0004]}總之我們向村民打聽一下吧。
stg7_bom_01__2_00_win	原來這裡就是我們在找的村莊呀。{[0100|fa000000]}\n能把人送上月亮的大炮在哪裡呢？{[0004]}總之向村民詢問一下吧。
stg7_bom_01__2_00_yos	原來這裡就是我們在找的村莊。{[0100|fa000000]}\n能把人送上月亮的大炮在哪啊？{[0004]}總之找村民打聽一下吧。
stg7_bom_01__2_00_viv	原來這裡就是我們在找的村莊。{[0100|fa000000]}\n能把人送上月亮的大炮在哪裡呢？{[0004]}總之向村民打聽一下吧。
stg7_bom_01__2_00_bom	果然是這個村子啊。{[0100|fa000000]}\n能把人送上月亮的大炮在哪？{[0004]}總之向村民打聽一下吧。
stg7_bom_01__2_00_chu	原來這裡就是我們在找的村莊。{[0100|fa000000]}\n能把人送上月亮的大炮在哪裡呢？{[0004]}總之向村民打聽一下吧。
stg7_bom_02_00	這裡是炸彈兵的村莊砰。{[0004]}這裡有些人只會對炸彈兵敞開心胸砰。
stg7_bom_02_01	這裡是炸彈兵的村莊砰。{[0004]}這裡有些人只會對炸彈兵敞開心胸砰。{[0004]}你那位同伴也是炸彈兵，一定可以理解砰。
stg7_bom_02	這裡是炸彈兵的村莊砰。{[0100|fa000000]}\n這裡什麼都沒有砰……{[0004]}而且這裡有些人只會對炸彈兵敞開心胸砰。
stg7_bom_22	這裡是炸彈兵的村莊砰。{[0100|fa000000]}\n這裡什麼都沒有砰……{[0004]}而且這裡有些人只會對炸彈兵敞開心胸砰。{[0004]}你那位同伴也是炸彈兵，一定可以理解砰。
stg7_bom_02_1	終於要發射了砰！{[0100|fa000000]}\n好興奮砰！！
stg7_bom_03	身為一個男人，再怎麼冷也應該穿短袖砰。{[0100|fa000000]}\n袖子和鬍子都應該剪掉砰！
stg7_bom_03_1	身為一個男人，再怎麼冷也應該穿短袖砰。{[0100|fa000000]}\n袖子和鬍子都應該剪掉砰！
stg7_bom_04_00	歡迎來到邊境之村。{[0100|fa000000]}\n哦？{[0100|fa000000]}\n你留著一撮厲害的鬍子呢。{[0004]}我很擅長「鬍子性格分析」，\n就幫你分析一下吧。{[0004]}{[0101]}嗯嗯……{[0100|fa000000]}\n像你這種蓬鬆的鬍子……{[0004]}{[0101]}是頑固又任性的類型。{[0004]}怎麼樣啊？{[0100|fa000000]}\n每個擁有厲害鬍子的人都是這樣。
stg7_bom_04	歡迎來到邊境之村。{[0100|fa000000]}\n哦？{[0100|fa000000]}\n你留著一撮厲害的鬍子呢。{[0004]}我很擅長「鬍子性格分析」，\n就幫你分析一下吧。{[0004]}{[0101]}嗯嗯……{[0100|fa000000]}\n像你這種蓬鬆的鬍子……{[0004]}{[0101]}是頑固又任性的類型。{[0004]}怎麼樣啊？{[0100|fa000000]}\n每個擁有厲害鬍子的人都是這樣。
stg7_bom_04_1	只要使用邊境之村的大炮，\n一瞬間就能到月亮囉。{[0100|fa000000]}\n呵呵……請做好心理準備。
stg7_bom_05	使用巨型大炮的月球之旅如何啊？{[0004]}偷偷告訴你……{[0100|fa000000]}\n其實我不喜歡爆炸。{[0004]}因為會變得灰頭土臉的……{[0100|fa000000]}\n我想要活得更有智慧一點。
stg7_bom_05_1	使用巨型大炮的月球之旅如何啊？{[0004]}偷偷告訴你……{[0100|fa000000]}\n其實我不喜歡爆炸。{[0004]}因為會變得灰頭土臉的……{[0100|fa000000]}\n我想要活得更有智慧一點。
stg7_bom_06_00	你好，這位旅人。{[0100|fa000000]}\n你第一次來邊境之村嗎砰？{[0004]}雖然這裡什麼都沒有，\n但祝你玩得愉快砰。
stg7_bom_06	你好，這位旅人。{[0100|fa000000]}\n咦！？邊境之村的大炮！？{[0004]}…………{[0004]}啊！！{[0100|fa000000]}\n我剛剛不小心發呆了砰……{[0100|fa000000]}\n什麼事都沒有砰。
stg7_bom_06_1	真的嗎？{[0100|fa000000]}\n真的要這麼做嗎砰？{[0100|fa000000]}\n好耶～我好激動砰！！
stg7_bom_07	好久沒有發射大炮了，我好開心砰。{[0004]}{[0101]}不過，聽說大家都呼吸困難，意識模糊……{[0100|fa000000]}\n就像到鬼門關前走了一遭砰。
stg7_bom_07_1	好久沒有發射大炮了，我好開心砰。{[0004]}{[0101]}不過，聽說大家都呼吸困難，意識模糊……{[0100|fa000000]}\n就像到鬼門關前走了一遭砰。
stg7_bom_08_00	你很少見到雪嗎砰？{[0100|fa000000]}\n這裡一年到頭都是白色的砰。{[0004]}我很喜歡看著朝陽映照在雪地上，\n閃閃發光的模樣砰～
stg7_bom_08	你很少見到雪嗎砰？{[0100|fa000000]}\n這裡一年到頭都是白色的砰。{[0004]}我很喜歡看著朝陽映照在雪地上，\n閃閃發光的模樣砰～
stg7_bom_08_1	這一天總算到來了……{[0100|fa000000]}\n不知道究竟會怎麼樣砰！{[0100|fa000000]}\n真是令人興奮又緊張砰！！！
stg7_bom_09	發射大炸彈時的高溫，\n把雪都融化了砰。{[0004]}雖然馬上就恢復原狀了，\n但能體驗到暖呼呼的春天，\n真是幸福砰。
stg7_bom_09_1	發射大炸彈時的高溫，\n把雪都融化了砰。{[0004]}雖然馬上就恢復原狀了，\n但能體驗到暖呼呼的春天，\n真是幸福砰。
stg7_bom_09_01_01	{[0309|01000000]}我們是正在周遊世界各地、\n最喜歡旅行的三個姐妹淘！{[0004]}{[0101]}雖然為了玩滑雪和滑冰而來到邊境之村……{[0100|fa000000]}\n可是這裡根本什麼都沒有嘛！{[0309|00000000]}
stg7_bom_09_01_02	{[0309|01000000]}好冷！{[0100|fa000000]}\n太冷了吧～～～！！{[0309|00000000]}
stg7_bom_09_01_03	{[0309|01000000]}所以我才說\n要好好研究過導覽手冊再出發啊～～～！！{[0309|00000000]}
stg7_bom_09_01_04	{[0309|01000000]}我們是正在周遊世界各地、\n最喜歡旅行的三個姐妹淘！{[0004]}雖然為了玩滑雪和滑冰而來到邊境之村……{[0100|fa000000]}\n可是這裡真的什麼都沒有呢。{[0309|00000000]}
stg7_bom_09_01_05	{[0309|01000000]}好冷！{[0100|fa000000]}\n太冷了吧～～～！！{[0309|00000000]}
stg7_bom_09_01_06	{[0309|01000000]}所以我才說\n要好好研究過導覽手冊再出發啊～～～！！{[0309|00000000]}
stg7_bom_09_01_07	{[0309|01000000]}我們是正在周遊世界各地、\n最喜歡旅行的三個姐妹淘！{[0004]}沒辦法滑雪和滑冰，\n只能一直發抖，真無聊。{[0100|fa000000]}\n差不多可以回去了吧～～～！{[0309|00000000]}
stg7_bom_09_01_08	{[0309|01000000]}我已經受夠了！{[0100|fa000000]}\n再這樣下去，\n我根本搞不清楚為什麼要來這裡了～～～！{[0309|00000000]}
stg7_bom_09_01_09	{[0309|01000000]}我非常想回去……{[0100|fa000000]}\n可是我冷到動不了啦～～～！{[0309|00000000]}
stg7_bom_59_04_1	為了將來能再派上用場，\n大炮得稍微休息一陣子。
stg7_bom_59_04_2	為了將來能再派上用場，\n大炮得稍微休息一陣子。
stg7_bom_59_02	好了，大炸彈總算要重見天日了。{[0100|fa000000]}\n老夫已躍躍欲試啦！{[0004]}好了，你快去把金色曼找來吧。
stg7_bom_59_03	好了，一切已經準備齊全。{[0100|fa000000]}\n大炸彈總算要重見天日了。{[0100|fa000000]}\n老夫已躍躍欲試啦！
stg7_bom_59_04	多虧有你，老夫重新振作起來了。{[0100|fa000000]}\n多謝了。
stg7_bom_59_05	多虧有你，老夫重新振作起來了。{[0100|fa000000]}\n多謝了。
stg7_bom_63	你去站在那裡。
stg7_bom_64	白色將軍！{[0100|fa000000]}\n大炸彈都準備好了嗎？
stg7_bom_64_01	交給老夫吧！
stg7_bom_64_02	各位！{[0100|fa000000]}\n要啟動大炸彈囉！！
stg7_bom_65_a	喔——！{[0100|20030000]}
stg7_bom_65_b	喔——！{[0100|20030000]}
stg7_bom_65_c	喔——！{[0100|20030000]}
stg7_bom_65_d	砰！{[0100|20030000]}
stg7_bom_66	那麼……{[0100|fa000000]}\n各就各位！！
stg7_bom_67	遵命。{[0100|bc020000]}
stg7_bom_68	啟動系統！
stg7_bom_92	啟動！
stg7_bom_71	檢查系統！
stg7_bom_72	檢查系統！{[0100|fa000000]}\n一切正常！
stg7_bom_73	現在，開始準備發射巨型大炮「大炸彈」。
stg7_bom_74	開啟外艙門！
stg7_bom_93	艙門已開啟！
stg7_bom_75	開啟內閘門！
stg7_bom_94	閘門已開啟！
stg7_bom_76	大炸彈，{[0100|fa000000]}\n升起！
stg7_bom_95	升起！
stg7_bom_77	開始瞄準。{[0100|fa000000]}\n目標為「月亮」！！
stg7_bom_78	方位75.38，\n仰角54.66，\n距離389603。
stg7_bom_79	風速1.08，\n方位修正3.03，\n仰角修正2.39。
stg7_bom_80	目標已鎖定。{[0100|fa000000]}\n裝填艙門已開啟。
stg7_bom_81	好了，各位。{[0100|fa000000]}\n進去裡面～！！
stg7_bom_85	裝填艙門已關閉。
stg7_bom_85_1	好擠砰——！{[0100|ee020000]}
stg7_bom_85_2	不要推我砰！{[0100|ee020000]}
stg7_bom_85_3	不要踩我的腳砰！{[0100|ee020000]}
stg7_bom_85_4	好難受砰——！{[0100|20030000]}
stg7_bom_85_5	我開始緊張了砰……{[0100|ee020000]}
stg7_bom_85_6	不要摸我屁股——！{[0100|ee020000]}
stg7_bom_86	狀態一切正常。{[0100|fa000000]}\n準備就緒！
stg7_bom_87	那就開始吧！{[0004]}大炸彈……
stg7_bom_97	{[0203]}{[0200]}{size[fa00]}發射——！！{size[6400]}\x0f\x02\0
stg7_bom_88	呀呼——！{[0100|20030000]}
stg7_bom_89	太好了——！{[0100|20030000]}
stg7_bom_90	真舒服——！{[0100|20030000]}
stg7_bom_91	瑪利歐，要加油喔！
stg7_bom_10_00	啊，我好想爆炸，\n我好想爆炸……{[0100|fa000000]}\n好想發射巨大的大炮砰。
stg7_bom_10	我什麼都不知道砰。{[0100|fa000000]}\n我根本沒聽過什麼\n邊境之村的大炮——大炸彈砰。
stg7_bom_10_1	我的心就快要爆炸了砰！！{[0004]}快點！{[0100|fa000000]}\n快去找村長砰！！
stg7_bom_11	多虧了你，\n我才能盡情爆炸砰！{[0004]}不過我也好想上去月亮砰！{[0100|fa000000]}\n我想在月球表面爆炸～砰！
stg7_bom_11_1	多虧了你，\n我才能盡情爆炸砰！{[0004]}不過我也好想上去月亮砰！{[0100|fa000000]}\n我想在月球表面爆炸～砰！
stg7_bom_12_00	嗯——真是和平砰。{[0004]}即使我陷進雪裡，\n邊境之村也一樣很和平砰。
stg7_bom_12	嗯——真是和平砰。{[0004]}即使我陷進雪裡，\n邊境之村也一樣很和平砰。
stg7_bom_12_1	大炮終於要解除封印了砰。{[0100|fa000000]}\n一定會很壯觀砰……{[0004]}村長已經在等了砰。{[0100|fa000000]}\n快點過去砰！
stg7_bom_13	大炸彈從今以後也會為了和平而使用砰。
stg7_bom_13_1	大炸彈從今以後也會為了和平而使用砰。
stg7_bom_14_00	堆雪人、蓋雪屋、打雪仗……{[0100|fa000000]}\n老是玩雪也是會膩啊砰……
stg7_bom_14	堆雪人、蓋雪屋、打雪仗……{[0100|fa000000]}\n老是玩雪也是會膩啊砰……
stg7_bom_14_1	我們一定會把你送上月亮砰！\n交給我們砰！{[0100|fa000000]}\n好了，快去找村長砰。
stg7_bom_15	為了把你送上月亮，\n有許多炸彈兵因此壯烈犧牲了砰……{[0004]}……討厭啦，我只是開玩笑砰。{[0100|fa000000]}\n大家都活得好好的砰。{[0100|f4010000]}\n……除了一個人以外。{[0004]}……{[0100|fa000000]}\n其實大家都很有活力喔砰！{[0100|f4010000]}\n……除了一個人以外。
stg7_bom_15_1	為了把你送上月亮，\n有許多炸彈兵因此壯烈犧牲了砰……{[0004]}……討厭啦，我只是開玩笑砰。{[0100|fa000000]}\n大家都活得好好的砰。{[0100|f4010000]}\n……除了一個人以外。{[0004]}……{[0100|fa000000]}\n其實大家都很有活力喔砰！{[0100|f4010000]}\n……除了一個人以外。
stg7_bom_16_00	我堆了雪人砰。{[0100|fa000000]}\n如果願望可以實現的話，\n我想變成這麼高大的男人砰。{[0004]}……{[0100|fa000000]}\n但我可不想要融化消失砰。
stg7_bom_16	我堆了雪人砰。{[0100|fa000000]}\n如果願望可以實現的話，\n我想變成這麼高大的男人砰。{[0004]}……{[0100|fa000000]}\n但我可不想要融化消失砰。
stg7_bom_16_1	展現男子氣概的時刻到了砰！{[0100|fa000000]}\n要讓大家知道我們體型雖小，\n但是擁有強大的心砰！
stg7_bom_17	月亮上也會下雪嗎砰？{[0100|fa000000]}\n……不如說，雪是從哪裡來的砰？{[0004]}……？？？{[0100|fa000000]}\n要是想太多的話，\n我的腦袋會爆炸砰。
stg7_bom_17_1	月亮上也會下雪嗎砰？{[0100|fa000000]}\n……不如說，雪是從哪裡來的砰？{[0004]}……？？？{[0100|fa000000]}\n要是想太多的話，\n我的腦袋會爆炸砰。
stg7_bom_18_00	抬頭看看星空，就能感受整個宇宙砰……{[0100|fa000000]}\n即使看不見，也確實存在著砰。
stg7_bom_18	抬頭看看星空，就能感受整個宇宙砰……{[0100|fa000000]}\n即使看不見，也確實存在著砰。
stg7_bom_18_1	你要去月亮啊……砰。{[0100|fa000000]}\n據說這個世界和月亮一樣是圓的砰……{[0004]}但我覺得……\n這個世界其實不是圓的砰。{[0004]}你問我為什麼？{[0100|2c010000]}\n即使看不見也確實存在的宇宙就是答案砰。{[0004]}在瑪利歐的眼中，這個世界是什麼樣子砰？\n你又感受到什麼砰？
stg7_bom_19	肉眼所見並非一切砰。{[0100|c8000000]}\n有些時候真相存在於該處，\n正是因為無人看見砰。{[0004]}沒錯，就像宇宙一樣……
