aaa.msbt
pro_00	ゆうびんで～す
stg7_aji_46_chu	ここは・・・？
stg7_aji_47	アナタガ　マリオデスネ
stg7_aji_48	ハ・・・ジメマシテ・・・{[0004]}ワタシ・・・{[0100|64000000]}ハ　コノキチノ\nメインコンピューター・・・{[0100|fa000000]}\n『テック』デス{[0004]}アナタニ　{r2[ツタ]}伝{/r2}エタイ{[0100|64000000]}コトガ　アッテ\nココマデ　キテ・・・モラッタノデス・・・{[0004]}ピ　{[0100|fa000000]}ピーチ・・・{r2[ヒメ]}姫{/r2}・・・\n・・・・・・・・・・・・・
stg7_aji_49	モ{[0309|01000000]}・・・{[0100|fa000000]}\n{[0309|00000000]}モウシワケ　アリマ{[0309|01000000]}・・・{[0100|64000000]}{[0309|00000000]}セン{[0004]}ホトンドノ　データヲ　ケサレテ{[0309|01000000]}・・・{[0309|00000000]}シマイ{[0100|64000000]}\nデンリョクモ　キラ{[0309|01000000]}・・・{[0309|00000000]}レテ　シマイマシタ{[0004]}バックアップ　{[0100|64000000]}デキタ　{r2[イチブ]}一部{/r2}ノ　データト\nヨビノ　{[0100|64000000]}デンリョク{[0309|01000000]}・・・{[0309|00000000]}ダケデ　ナントカ\n{r2[ウゴ]}動{/r2}イテイル　ジョウタイデス{[0309|01000000]}・・・
stg7_aji_50	マ{[0309|01000000]}・・・{[0100|fa000000]}　{[0309|00000000]}マリオ{[0309|01000000]}・・・{[0100|fa000000]}\n{[0309|00000000]}ピーチ{r2[ヒメ]}姫{/r2}ガ　ココニ　イナイコトハ\nモウ　シッテイマスネ{[0309|01000000]}・・・
stg7_aji_51	ピーチ{r2[ヒメ]}姫{/r2}ヲ{[0309|01000000]}・・・{[0100|fa000000]}\n{[0309|00000000]}{r2[タス]}助{/r2}ケ{[0309|01000000]}・・・{[0309|00000000]}テ　クダサイ{[0004]}ピーチ{r2[ヒメ]}姫{/r2}{[0309|01000000]}・・・{[0309|00000000]}ハ{[0309|01000000]}・・・{[0100|fa000000]}\n{[0309|00000000]}バツガルフサマガ　ヤミノキュウデンへ{[0309|01000000]}・・・{[0101]}{b}{[0004]}{[0309|00000000]}ソレ{[0309|01000000]}・・・{[0309|00000000]}ヲ　アナタニ{[0100|fa000000]}\n{r2[ツタ]}伝{/r2}エタカッタ{[0309|01000000]}・・・
stg7_aji_52	{[0309|01000000]}モウ・・・{[0100|fa000000]}\nデンリョク・・・{[0100|64000000]}ガ　ナク・・・ナリマス・・・{[0004]}マリオ・・・{[0100|fa000000]}\nスグ・・・ニ　テンソウソウチヲ　{r2[ツカ]}使{/r2}ッテ{[0100|64000000]}\nゴロツキ{[0100|64000000]}タウンニ　モドッテ・・・クダサイ{[0004]}テンソウソウチハ・・・{[0100|fa000000]}\n{r2[チカ]}地下{/r2}２{r2[カイ]}階{/r2}ノ　{r2[ヘヤ]}部屋{/r2}ニ　アリ・・・{[0100|64000000]}マス{[0100|fa000000]}\n{r2[ヘヤ]}部屋{/r2}・・・ノ　ロックハ　カイジョ　シマシタ{b}{[0101]}
stg7_aji_53_kur	ピーチ{r2[ひめ]}姫{/r2}が　やみのきゅうでんに・・・？
stg7_aji_53_nok	ピーチ{r2[ひめ]}姫{/r2}が　やみのきゅうでんに・・・？
stg7_aji_53_win	ピーチちゃんが　やみのきゅうでんに・・・？
stg7_aji_53_yos	ピーチ{r2[ひめ]}姫{/r2}が　やみのきゅうでんに・・・？
stg7_aji_53_viv	ピーチ{r2[ひめ]}姫{/r2}が　やみのきゅうでんに・・・？
stg7_aji_53_bom	ピーチ{r2[ひめ]}姫{/r2}が　やみのきゅうでんに・・・？
stg7_aji_53_chu	ピーチ{r2[ひめ]}姫{/r2}が　やみのきゅうでんに・・・？
stg7_aji_54	{[0309|01000000]}イソイデクダサイ・・・{[0100|fa000000]}\nテンソウソウチ・・・{[0100|64000000]}ヲ　サドウサセルニハ\nデンリョクガ　タリナイ・・・ノデス・・・{[0004]}・・・・・・・・・・・・・・・・・・{[0004]}{[0101]}イマカラ・・・　{[0100|f4010000]}\nワタシノ　スベ・・・テノ　デンリョクヲ\nテンソウ・・・ソウチニ　オクリマ・・・{[0100|64000000]}ス
stg7_aji_55_kur	あなたは　どうなるの？
stg7_aji_55_nok	あなたは　どうなるのですか！？
stg7_aji_55_win	アナタは　どうなるのン！？
stg7_aji_55_yos	おまえは　どうなるんだ！？
stg7_aji_55_viv	あなたは　どうなっちゃうの！？
stg7_aji_55_bom	あんたは　どうなるのだ！？
stg7_aji_55_chu	アナタは　どうなりますの！？
stg7_aji_56	{[0309|01000000]}デンリョクガ　ナクナレバ・・・{[0100|64000000]}\n・・・ワタシノ・・・{[0004]}ワタシノ　ソンザイハ\nソノママ　{[0100|64000000]}ショウメツシマス{[0101]}{b}{[0004]}シカ・・・シ　ピーチ{r2[ヒメ]}姫{/r2}ガ\n・・・{r2[タス]}助{/r2}カレバ　ソレ・・・{[0100|64000000]}デ　カマワナイ{[0004]}{[0101]}ワタシハ　ピーチ{r2[ヒメ]}姫{/r2}ト　デアイ・・・{[0100|fa000000]}\n『{r2[コイ]}恋{/r2}』ヲ　リカイ　{[0100|64000000]}デキタノ・・・ダカラ・・・
stg7_aji_57	{[0309|01000000]}ワタシノコトハ　{r2[キ]}気{/r2}ニ・・・シナイデクダサイ{[0100|fa000000]}\n・・・ワタシハ　コンピューター・・・{[0100|fa000000]}\nタダ・・・ノ　キカイ・・・{[0100|64000000]}デスカラ・・・{[0004]}シカシ　マリオ・・・{[0100|fa000000]}\nピーチ{r2[ヒメ]}姫{/r2}ハ　{[0100|64000000]}{r2[タス]}助{/r2}ケテクダサイ・・・{[0100|fa000000]}\n・・・オネガイ・・・{[0100|64000000]}シマス{[0004]}ソシテ　{[0100|64000000]}ピーチ{r2[ヒメ]}姫{/r2}ニ・・・
stg7_aji_59_kur	{[0100|2c010000]}・・・わかったわ　テック
stg7_aji_59_nok	{[0100|2c010000]}・・・わかりました　テックさん
stg7_aji_59_win	{[0100|2c010000]}・・・わかったわン　テックちゃん
stg7_aji_59_yos	{[0100|2c010000]}・・・わかったぜ　テック
stg7_aji_59_viv	{[0100|2c010000]}・・・わかったわ　テック
stg7_aji_59_bom	{[0100|2c010000]}・・・わかった　テック
stg7_aji_59_chu	{[0100|2c010000]}・・・わかりましたわ　テック
stg7_aji_60	{[0309|01000000]}サア・・・{[0100|fa000000]}\n{r2[チカ]}地下{/r2}２{r2[カイ]}階{/r2}ノ　テンソウソウチへ\nイソイデ　{[0100|64000000]}クダ・・・サイ{[0004]}マリオ・・・{[0100|fa000000]}\nピーチ{r2[ヒメ]}姫{/r2}ヲ・・・
stg7_aji_62_kur	マリオ！{[0100|fa000000]}\nテックのためにも　かならず\nピーチ{r2[ひめ]}姫{/r2}を　{r2[たす]}助{/r2}け{r2[だ]}出{/r2}しましょう！{[0101]}{b}
stg7_aji_62_nok	マリオさん！{[0100|fa000000]}\nテックさんのためにも　かならず\nピーチ{r2[ひめ]}姫{/r2}を　{r2[たす]}助{/r2}け{r2[だ]}出{/r2}しましょう！{[0101]}{b}
stg7_aji_62_win	マリオちゃん！{[0100|fa000000]}\nテックちゃんのためにも　かならず\nピーチちゃんを　{r2[たす]}助{/r2}け{r2[だ]}出{/r2}しましょうねン！{[0101]}{b}
stg7_aji_62_yos	ゴンザレス！{[0100|fa000000]}\nテックのためにも　かならず\nピーチ{r2[ひめ]}姫{/r2}を　{r2[たす]}助{/r2}け{r2[だ]}出{/r2}そうぜ！{[0101]}{b}
stg7_aji_62_viv	マリオ！{[0100|fa000000]}\nテックのためにも　かならず\nピーチ{r2[ひめ]}姫{/r2}を　{r2[たす]}助{/r2}け{r2[だ]}出{/r2}しましょう！{[0101]}{b}
stg7_aji_62_bom	マリオ！{[0100|fa000000]}\nテックのためにも　かならず\nピーチ{r2[ひめ]}姫{/r2}を　{r2[たす]}助{/r2}け{r2[だ]}出{/r2}そう！{[0101]}{b}
stg7_aji_62_chu	マリオ！{[0100|fa000000]}\nテックのためにも　かならず\nピーチ{r2[ひめ]}姫{/r2}を　{r2[たす]}助{/r2}け{r2[だ]}出{/r2}しますわよ！{[0101]}{b}
stg7_aji_tec_00	マリオ・・・{[0100|2c010000]}\nマタ　アナタニ　アウコトガ　デキテ\nトテモ　ウレシイデス{[0004]}ジツハ　アナタガ　ココヲ　サッタアト\nシセツガ　アクヨウ　サレナイヨウニ\nワタシハ　ココヲ　バクハシマシタ{[0004]}ワタシモ　コノ　シセツモロトモ\nコッパミジンニ　フキトンダノデス{[0004]}{[0100|2c010000]}・・・シカシ　アル{r2[ヒ]}日{/r2}　{r2[キ]}気{/r2}ガツクト\nスベテガ　モトニ　モドッテイマシタ{[0100|2c010000]}\nソウ　{[0100|64000000]}スベテガデス{[0004]}ナゼカハ　マッタク　ワカリマセン{[0110]}{[0100|ee020000]}\x0f\x01\x10\nタダ・・・{[0100|2c010000]}{b}{[0004]}{[0100|fa000000]}ワタシガ　イシキヲ　トリモドス　スンゼン\nキラキラシタ　{r2[ヒカリ]}光{/r2}ト　ピーチ{r2[ヒメ]}姫{/r2}ノ　コエヲ\nキイタヨウナ　{r2[キ]}気{/r2}ガシマス・・・
stg7_aji_tec_01	ピーチ{r2[ヒメ]}姫{/r2}ハ　オ{r2[ゲンキ]}元気{/r2}デスカ？{[0100|2c010000]}\nカノジョガ　シアワセデ　アレバ\nワタシモ　シアワセデス{[0004]}ワタシハ　ココデ　アナタト　ピーチ{r2[ヒメ]}姫{/r2}{[0100|2c010000]}\nソシテ　{r2[セカイ]}世界{/r2}ノ　ヒトビトガ　コレカラモ\nシアワセデ　アルヨウニ　イノッテイマス
stg7_aji_43_kur	とうとう　７つの　スターストーンが\nそろったわね！{[0004]}これで　１０００{r2[ねん]}年{/r2}のトビラを\nあけることが　できるわ{[0004]}でも・・・
stg7_aji_43_nok	とうとう　７つの　スターストーンが\nそろいましたね！{[0004]}これで　１０００{r2[ねん]}年{/r2}のトビラを\nあけることが　できます{[0004]}でも・・・
stg7_aji_43_win	とうとう　７つの　スターストーンが\nそろったわねン！{[0004]}これで　１０００{r2[ねん]}年{/r2}のトビラを\nあけることが　できるわン{[0004]}でも・・・
stg7_aji_43_yos	とうとう　７つの　スターストーンが\nそろったな！{[0004]}これで　１０００{r2[ねん]}年{/r2}のトビラを\nあけることが　できるってもんだ{[0004]}だけど・・・
stg7_aji_43_viv	とうとう　７つの　スターストーンが\nそろったわね！{[0004]}これで　１０００{r2[ねん]}年{/r2}のトビラを\nあけることが　できるわ{[0004]}でも・・・
stg7_aji_43_bom	とうとう　７つの　スターストーンが\nそろったということだな！{[0004]}これで　１０００{r2[ねん]}年{/r2}のトビラを\nあけることが　できる{[0004]}だが・・・
stg7_aji_43_chu	とうとう　７つの　スターストーンが\nそろいましたわ！{[0004]}これで　１０００{r2[ねん]}年{/r2}のトビラを\nあけることが　できますわね{[0004]}でも・・・
stg7_aji_44_kur	いったい　ピーチ{r2[ひめ]}姫{/r2}は\nどこに　つれていかれたのかしら・・・
stg7_aji_44_nok	いったい　ピーチ{r2[ひめ]}姫{/r2}は\nどこに　つれていかれたのでしょう・・・
stg7_aji_44_win	ピーチちゃんは　いったい\nどこに　つれていかれたのかしらン・・・
stg7_aji_44_yos	いったい　ピーチ{r2[ひめ]}姫{/r2}は\nどこに　つれていかれたんだろう・・・
stg7_aji_44_viv	いったい　ピーチ{r2[ひめ]}姫{/r2}は\nどこに　つれていかれたのかしら・・・
stg7_aji_44_bom	いったい　ピーチ{r2[ひめ]}姫{/r2}は\nどこに　つれていかれたのか・・・
stg7_aji_44_chu	いったい　ピーチ{r2[ひめ]}姫{/r2}は\nどこに　つれていかれたのかしら・・・
stg7_aji_45_kur	とにかく　ゴロツキタウンに\nもどりましょう{[0004]}フランクリ{r2[せんせい]}先生{/r2}にも　スターストーンと\nピーチ{r2[ひめ]}姫{/r2}のことを　しらせなくっちゃ
stg7_aji_45_nok	とにかく　ゴロツキタウンに\nもどりましょう{[0004]}フランクリ{r2[せんせい]}先生{/r2}にも　スターストーンと\nピーチ{r2[ひめ]}姫{/r2}のことを　しらせなければ
stg7_aji_45_win	とにかく　ゴロツキタウンに\nもどりましょン{[0004]}フランクリちゃんにも　スターストーンと\nピーチちゃんのことを　しらせなくっちゃン
stg7_aji_45_yos	とにかく　ゴロツキタウンに　もどろうぜ{[0004]}フランクリ{r2[せんせい]}先生{/r2}にも　スターストーンと\nピーチ{r2[ひめ]}姫{/r2}のことを　しらせないとな
stg7_aji_45_viv	とにかく　ゴロツキタウンに\nもどりましょう{[0004]}フランクリ{r2[せんせい]}先生{/r2}に　スターストーンと\nピーチ{r2[ひめ]}姫{/r2}のことを　しらせないと
stg7_aji_45_bom	とにかく　ゴロツキタウンに　もどろう{[0004]}フランクリ{r2[せんせい]}先生{/r2}に　スターストーンと\nピーチ{r2[ひめ]}姫{/r2}のことを　しらせなくては
stg7_aji_45_chu	とにかく　ゴロツキタウンに\nもどりましょう{[0004]}フランクリ{r2[せんせい]}先生{/r2}に　スターストーンと\nピーチ{r2[ひめ]}姫{/r2}のことを　しらせないとですわ
stg7_aji_00_00_01_kur	なんだか　あやしい　たてものね・・・{[0100|fa000000]}\nマリオ　{r2[き]}気{/r2}をつけて　{r2[い]}行{/r2}きましょ！{[0101]}{b}
stg7_aji_00_00_01_nok	なんだか　あやしい　たてものですね・・・　{[0100|fa000000]}\nマリオさん　{r2[き]}気{/r2}をつけて　{r2[い]}行{/r2}きましょう！{[0101]}{b}
stg7_aji_00_00_01_win	なんだか　あやしい　たてものねン・・・{[0100|fa000000]}\nマリオちゃん\n{r2[き]}気{/r2}をつけて　{r2[い]}行{/r2}きましょン！{[0101]}{b}
stg7_aji_00_00_01_yos	なんだか　あやしい　たてものだな・・・{[0100|fa000000]}\nゴンザレス　{r2[き]}気{/r2}をつけて　{r2[い]}行{/r2}こうぜ！{[0101]}{b}
stg7_aji_00_00_01_viv	ああ・・・{[0100|fa000000]}\nまた　ここに　もどってきちゃった・・・{[0101]}{b}
stg7_aji_00_00_01_bom	なんだか　あやしい　たてものだ・・・{[0100|fa000000]}\nマリオ　{r2[き]}気{/r2}をつけて　{r2[い]}行{/r2}こう！{[0101]}{b}
stg7_aji_00_00_01_chu	なんだか　あやしい　たてものですわ・・・{[0100|fa000000]}\nマリオ　{r2[き]}気{/r2}をつけて　{r2[い]}行{/r2}きましょう！{[0101]}{b}
article_plural.msbt
bom.msbt
stg7_bom_01_00_kur	うわっ　さっむ～い！{[0004]}いったい　どこなのかしら　ここは？
stg7_bom_01_00_nok	うう　さむいです～{[0004]}いったい　どこなんでしょう　ここは？
stg7_bom_01_00_win	うわっ　さむいわねぇ～ン{[0004]}いったい　どこなのかしらン　ここは？
stg7_bom_01_00_yos	うわ　さみ～{[0004]}いったい　どこなんだ　ここは？
stg7_bom_01_00_viv	うう　さむい～{[0004]}いったい　どこなのかしら？
stg7_bom_01_00_bom	さむいな・・・{[0004]}こうも　さむいと\nハナミズが　こおってしまいそうだ
stg7_bom_01_00_chu	うわ　さむいですわね{[0004]}それにしても　いったい　ここは\nどこなのかしら？
stg7_bom_01_kur	うわっ　さっむ～い！{[0004]}いそぎましょう　マリオ{[0100|fa000000]}\nこの{r2[さき]}先{/r2}に　サイハテ{r2[むら]}村{/r2}が　あるはずよ{[0101]}{b}
stg7_bom_01_nok	うう　さむいです～{[0004]}いそぎましょう　マリオさん{[0100|fa000000]}\nこの{r2[さき]}先{/r2}に　サイハテ{r2[むら]}村{/r2}が　あるはずです{[0101]}{b}
stg7_bom_01_win	うわっ　さむいわねぇ～ン{[0004]}いそぎましょう　マリオちゃん{[0100|fa000000]}\nこの{r2[さき]}先{/r2}に　サイハテ{r2[むら]}村{/r2}が　あるはずよン{[0101]}{b}
stg7_bom_01_yos	うわ　さみ～{[0004]}いそごうぜ　ゴンザレス{[0100|fa000000]}\nこの{r2[さき]}先{/r2}に　サイハテ{r2[むら]}村{/r2}が　あるはずだ{[0101]}{b}
stg7_bom_01_viv	うう　さむい～{[0004]}いそぎましょう　マリオ{[0100|fa000000]}\nこの{r2[さき]}先{/r2}に　サイハテ{r2[むら]}村{/r2}が　あるはずよ{[0101]}{b}
stg7_bom_01_bom	さむいな・・・{[0004]}いそごう　マリオ{[0100|fa000000]}\nこの{r2[さき]}先{/r2}に　サイハテ{r2[むら]}村{/r2}が　あるはずだ{[0101]}{b}
stg7_bom_01_chu	うわ　さむいですわね{[0004]}いそぎましょう　マリオ{[0100|fa000000]}\nこの{r2[さき]}先{/r2}に　サイハテ{r2[むら]}村{/r2}が　あるはずですわ{[0101]}{b}
stg7_bom_01__2_kur	ここが　サイハテ{r2[むら]}村{/r2}・・・{[0100|fa000000]}\n{r2[つき]}月{/r2}まで　とどく　{r2[たいほう]}大砲{/r2}は\nどこに　あるのかしら？{[0004]}とにかく　{r2[むら]}村{/r2}の{r2[ひと]}人{/r2}たちに\nきいてみましょうよ
stg7_bom_01__2_nok	ここが　サイハテ{r2[むら]}村{/r2}・・・{[0100|fa000000]}\n{r2[つき]}月{/r2}まで　とどく　{r2[たいほう]}大砲{/r2}は\nどこに　あるのでしょうか？{[0004]}とにかく　{r2[むら]}村{/r2}の{r2[ひと]}人{/r2}たちに\nきいてみましょう
stg7_bom_01__2_win	ここが　サイハテ{r2[むら]}村{/r2}・・・{[0100|fa000000]}\n{r2[つき]}月{/r2}まで　とどく　{r2[たいほう]}大砲{/r2}は\nどこに　あるのかしらン？{[0004]}とにかく　{r2[むら]}村{/r2}の{r2[ひと]}人{/r2}たちに\nきいてみましょうよン
stg7_bom_01__2_yos	ここが　サイハテ{r2[むら]}村{/r2}・・・{[0100|fa000000]}\n{r2[つき]}月{/r2}まで　とどく　{r2[たいほう]}大砲{/r2}は\nどこに　あるんだ？{[0004]}とにかく　{r2[むら]}村{/r2}の{r2[ひと]}人{/r2}たちに　きいてみようぜ
