0.msbt
ActionScore_AvoidKouraB	躲避刺刺龟壳！
CountBeatKuribo_0_demonstrate	使用{color[ff5000ff]}道具{color[000000ff]}，\r\n打倒栗宝宝吧！
CountBeatKuribo_1_demonstrate	使用{color[ff5000ff]}冲撞\r\n{color[000000ff]}也能击飞栗宝宝！
CountBeatKuribo_2_demonstrate	利用{color[ff5000ff]}爆炸{color[000000ff]}就能将\r\n栗宝宝一网打尽！
CountCoin_0	金色马力欧会\r\n疯狂{color[ff5000ff]}吸取金币{color[000000ff]}！
CountCoin_1	赛道上散落着\r\n{color[ff5000ff]}大量的金币{color[000000ff]}！
CountCoin_2	{color[ff5000ff]}红金币{color[000000ff]}的价值\r\n是黄金币的2倍！
CountJumpAction_0	如果驶上跳台，\r\n会{color[ff5000ff]}自动做出跳跃动作{color[000000ff]}！
CountJumpAction_1	做出跳跃动作后再落地……\r\n就能{color[ff5000ff]}冲刺{color[000000ff]}！
CountJumpAction_2	每个角色都有着\r\n{color[ff5000ff]}各自的跳跃动作{color[000000ff]}。
CountJumpAction_0_demonstrate	如果驶上跳台，\r\n会{color[ff5000ff]}自动做出跳跃动作{color[000000ff]}！
CountJumpAction_1_demonstrate	做出跳跃动作后再落地……\r\n就能{color[ff5000ff]}冲刺{color[000000ff]}！
CountJumpAction_2_demonstrate	每个角色都有着\r\n{color[ff5000ff]}各自的跳跃动作{color[000000ff]}。
CountMiniTurbo_0	{color[ff5000ff]}持续漂移{color[000000ff]}后，\r\n轮胎就会出现火花。
CountMiniTurbo_1	轮胎出现火花后，\r\n{color[ff5000ff]}松开手指就能使出迷你加速{color[000000ff]}！
CountMiniTurbo_2	可以从{color[ff5000ff]}菜单{color[000000ff]}的{color[ff5000ff]}设置{color[000000ff]}中\r\n更改漂移操作。
CountStampEnemy_0	{color[ff5000ff]}踩扁{color[000000ff]}变小的敌人吧！
CountStampEnemy_1	{color[ff5000ff]}只要撞到{color[000000ff]}一点点，\r\n就能将敌人压扁。
CountStampEnemy_2	由于敌人众多，\r\n所以{color[ff5000ff]}超过去也没问题{color[000000ff]}！
DontCrash_0	如果失控，\r\n{color[ff5000ff]}气球就会破掉{color[000000ff]}！\r\n
DontCrash_1	在气球{color[ff5000ff]}全部破掉前{color[000000ff]}，\r\n争取冲过终点吧！
DontCrash_2	注意赛道上的{color[ff5000ff]}障碍物{color[000000ff]}\r\n小心前进吧！
GatePass_0	{color[ff5000ff]}穿过圆环{color[000000ff]}，\r\n获得分数吧！
GatePass_1	只要碰到圆环，\r\n{color[ff5000ff]}就算作通过{color[000000ff]}！
GatePass_2	穿过圆环会{color[ff5000ff]}微微加速{color[000000ff]}！\r\n一口气穿过去吧！
ItemBoxChase_0	追上{color[ff5000ff]}道具箱{color[000000ff]}吧！
ItemBoxChase_1	只要触碰道具箱\r\n就能将其{color[ff5000ff]}破坏{color[000000ff]}！
ItemBoxChase_2	使用{color[ff5000ff]}冲刺蘑菇{color[000000ff]}\r\n追上道具箱吧！
MarkPoint_0	瞄准{color[ff5000ff]}目标中心{color[000000ff]}滑翔！
MarkPoint_1	着陆时尽量{color[ff5000ff]}停在{color[000000ff]}\r\n最终目标的{color[ff5000ff]}中心{color[000000ff]}吧！
MarkPoint_2	在滑翔中可以\r\n{color[ff5000ff]}上下左右{color[000000ff]}移动车辆。
OneHundredRace_0	以{color[ff5000ff]}第1名{color[000000ff]}为目标，\r\n在时限内赶超劲敌吧！
OneHundredRace_1	排名每上升10名，\r\n{color[ff5000ff]}剩余时间就会恢复{color[000000ff]}一次。
OneHundredRace_2	跟在劲敌后面奔驰一段时间后，\r\n就可以借{color[ff5000ff]}滑流{color[000000ff]}冲刺！
ParadeSnap_0	{color[ff5000ff]}拍摄{color[000000ff]}完照片，\r\n挑战即{color[ff5000ff]}结束{color[000000ff]}！
ParadeSnap_1	拍摄符合{color[ff5000ff]}3个题目{color[000000ff]}的\r\n照片吧！
ParadeSnap_2	使用{color[ff5000ff]}口哨按键{color[000000ff]}\r\n来变换各种队形吧！
ParadeSnap_3	按下{color[ff5000ff]}暂停按键{color[000000ff]}就能\r\n不慌不忙地进行拍摄！
ParadeSnap_4	启用{color[ff5000ff]}陀螺仪按键{color[000000ff]}，\r\n试着将镜头转向\r\n不同的方向吧！
RaceReversal_0	扫除敌人，\r\n{color[ff5000ff]}争取第1名{color[000000ff]}吧！
RaceReversal_1	排名越低，\r\n越容易获得{color[ff5000ff]}强力道具{color[000000ff]}！
RaceReversal_2	{color[ff5000ff]}不需倒计时{color[000000ff]}，\r\n比赛会立刻开始！
RecordGlide_0	滑翔时可以{color[ff5000ff]}上下左右\r\n{color[000000ff]}移动车辆。
RecordGlide_1	滑翔时也能利用跳台\r\n自动做出{color[ff5000ff]}跳跃动作{color[000000ff]}！
RecordGlide_2	就算落地，只要立刻起跳，\r\n{color[ff5000ff]}就能让滑翔距离变长{color[000000ff]}！
TimeLimitBoss_0	在时限内将{color[ff5000ff]}巨大的敌人{color[000000ff]}的气球\r\n全部破坏的话就获胜！
TimeLimitBoss_1	使用{color[ff5000ff]}道具{color[000000ff]}击中\r\n{color[ff5000ff]}巨大的敌人{color[000000ff]}的气球来破坏！
TimeLimitBoss_2	如果{color[ff5000ff]}巨大的敌人{color[000000ff]}看向你的话，\r\n就要小心了……！
TutorialDriftMode_0	下载时，来练习一下操作吧。
TutorialDriftMode_1	下载时，来练习一下操作吧。
TutorialDriftMode_2	下载时，来练习一下操作吧。
TimeAttack_0	在“2”时点触，\r\n并在{color[ff5000ff]}“GO！”时松开{color[000000ff]}，\r\n就能火箭起步！
TimeAttack_1	在“2”时点触，\r\n并在{color[ff5000ff]}“GO！”时松开{color[000000ff]}，\r\n就能火箭起步！
TimeAttack_2	在“2”时点触，\r\n并在{color[ff5000ff]}“GO！”时松开{color[000000ff]}，\r\n就能火箭起步！
Tutorial_0	那么，让我们来练习一下\r\n{color[ff5000ff]}卡丁车的操作{color[000000ff]}吧～
Tutorial_1	所有卡丁车都配有\r\n{color[ff5000ff]}自动加速{color[000000ff]}功能！
Tutorial_2	如果松开手指，\r\n就会{color[ff5000ff]}笔直{color[000000ff]}前进。
TutorialRocketStart_0	在“2”时点触，\r\n并在{color[ff5000ff]}“GO！”时松开{color[000000ff]}，\r\n就能火箭起步！
TutorialRocketStart_1	利用{color[ff5000ff]}火箭起步{color[000000ff]}\r\n与劲敌拉开差距吧！
TutorialRocketStart_2	如果过早点触的话，\r\n火箭起步就会{color[ff5000ff]}失败{color[000000ff]}……！
12.msbt
PushLocal_01	未完成的挑战马上就要结束了！赶快去完成挑战获取道具吧！
PushLocal_02	查看一下上周的排行榜结果吧！
PushLocal_04	新的杯赛已开启！
PushLocal_05	全世界的玩家都在比赛场翘首以待！
13.msbt
Eula00_00000	登录赛车手执照
Eula00_00001	※其他玩家也可以查看\r\n您的昵称和游戏数据。
Eula00_00002	为了能更好地与全世界玩家一同游戏，\r\n请关联Nintendo Account\r\n获取赛车手执照吧！
Eula00_00003	下一步
ProgressBarMessage_Boot	启动中
ProgressBarMessage_Download	正在下载最新数据……
ProgressBarMessage_ShaderCompile	准备中
Title00_00000	ID：
Title00_00001	开始
Title00_00002	此版本的《马力欧卡丁车 巡回赛》\r\n是专为体验版而制作的。
TitleLoading00_00000	(
TitleLoading00_00001	%)
14.msbt
EUde	Deutsch
USen	English
EUes	Español (Europa)
USes	Español (Latinoamérica)
EUfr	Français
EUit	Italiano
USpt	Português
JPja	日本語 Japanese
TWzh	繁體中文 Traditional Chinese
CNzh	简体中文 Simplified Chinese
KRko	한국어 Korean
15.msbt
mon	一
tue	二
wed	三
thu	四
fri	五
sat	六
sun	日
day	还剩{[0100]}天
hr	还剩{[0101]}小时
min	还剩{[0102]}分钟
sec	还剩{[0103]}秒
day2rows	还剩\r\n{[0100]}天
hr2rows	还剩\r\n{[0101]}小时
min2rows	还剩\r\n{[0102]}分钟
sec2rows	还剩\r\n{[0103]}秒
max2digit	99
max3digit	999
2.msbt
80x-0003	无法访问相册。\r\n\r\n如需保存照片，\r\n请在设备的设置中\r\n开通对相册的访问权限。
80x-0004	照片保存失败。\r\n\r\n由于剩余空间不足，\r\n请删除设备的数据，\r\n然后再试一次。
80x-0005	相册保存时发生错误。
80x-1420	发生错误。\r\n\r\n可能是设备的剩余空间不足。\r\n请删除设备的数据，\r\n然后重新再试一次。
80x-2628	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-26xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-27xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-3003	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5331	已超过时间。\r\n\r\n请重新关联。
80x-5333	发生错误。
80x-5416	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-5417	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5418	有未完成的购买。\r\n请执行恢复购买状态的处理。
80x-5419	发生错误。
80x-5420	发生错误。
80x-5421	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5422	发生错误。
80x-5424	发生错误。
80x-5425	请在监护人同意后，\r\n执行恢复购买状态的处理。
80x-5426	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5427	发生错误。
80x-5428	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5429	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5430	发生错误。
80x-5433	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-5434	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5435	发生错误。
80x-5436	发生错误。
80x-5437	发生错误。
80x-5438	发生错误。
80x-6906	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-6908	请在监护人同意后，\r\n执行恢复购买状态的处理。
80x-6909	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-6910	发生错误。
80x-6911	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-6912	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-6913	发生错误。
80x-6914	发生错误。
80x-6915	发生错误。
80x-7212	无法使用订阅功能。\r\n\r\n可能在设备的设置中\r\n对使用进行了限制。
80x-7236	发生错误。
80x-7257	处理失败。\r\n\r\n请确认Apple Account、Google账号。
80x-7258	处理已取消。
80x-7259	发生错误。
80x-7260	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-7261	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7262	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7263	发生错误。
80x-7264	发生错误。
80x-7265	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7266	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7268	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7271	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7272	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7273	发生错误。
80x-7277	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7278	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7279	发生错误。
80x-7280	发生错误。
80x-7281	已超过时间。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7282	发生错误。
80x-7700	发生错误。
81x-0201	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
xxx-xxxx	发生错误。
80x-0001	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-0002	无法取得位置信息。\r\n\r\n必须提供位置信息\r\n才可以游玩多人游戏。\r\n请确认所使用设备的设置。
80x-10xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-11xx	现在正在维护。\r\n\r\n请过一段时间后再试。
80x-12xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-13xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-1405	《马力欧卡丁车 巡回赛》\r\n已结束服务。\r\n\r\n感谢您长久以来的眷顾。
80x-1406	要想继续使用本app，\r\n必须先同意使用协议和隐私政策。
80x-1407	您想要关联的\r\nNintendo Account的国家/地区\r\n无法使用本app。
80x-1408	关联的Nintendo Account的\r\n国家/地区设置已更改。\r\n\r\n要想继续使用本app，\r\n必须先同意使用协议和隐私政策。
80x-1412	上次启动时，\r\n关联Nintendo Account失败。
80x-1413	想要继续游戏，\r\n请将本app\r\n更新到最新版本。
80x-1413_Button_0	检查商店
80x-1414	由于有更新，\r\n将返回标题。
80x-1415	现在服务器拥挤。\r\n正在依序进行登录处理，\r\n请稍等片刻。
80x-1416	想要继续游戏，\r\n请将本app\r\n更新到最新版本。
80x-1416_Button_0	检查商店
80x-1417	由于数据有更新，\r\n即将重启app。
80x-1418	现在服务器拥挤。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-1419	设备的时间与实际时间相比，\r\n可能有很大的偏差。\r\n\r\n请确认设备的时间设置。
80x-146x	从Facebook获取数据失败。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-147x	从Twitter获取数据失败。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-1502	由于结算币种已更改，\r\n请重新启动app。
80x-1510	要想继续使用本app，\r\n必须先同意使用协议以及\r\n确认您已阅读隐私政策。
80x-1511	由于Nintendo Account的\r\n使用协议和隐私政策已更改，\r\n必须先同意使用协议以及\r\n确认您已阅读隐私政策。
80x-1512	关联的Nintendo Account的\r\n国家/地区设置已更改。\r\n\r\n要想继续使用本app，\r\n必须先同意使用协议以及\r\n确认您已阅读隐私政策。
80x-17xx	设备的时间与实际时间相比，\r\n可能有很大的偏差。\r\n\r\n请确认设备的时间设置。
80x-20xx	其他设备已使用此\r\nNintendo Account登录了\r\n《马力欧卡丁车 巡回赛》。
80x-21xx	此游戏账号已删除。
80x-22xx	此游戏账号无法游玩\r\n《马力欧卡丁车 巡回赛》。
80x-23xx	没有正确登录\r\nNintendo Account。
80x-24xx	由于Nintendo Account的\r\n使用协议和隐私政策已更改，\r\n必须先同意新的内容。
80x-25xx	无法确认关联的\r\nNintendo Account\r\n因此无法游玩\r\n《马力欧卡丁车 巡回赛》。
80x-3009	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-3098	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-33xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-34xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-36xx	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-37xx	下载失败。\r\n剩余空间不足。\r\n请删除设备的数据，\r\n然后重新再试一次。
80x-38xx	下载失败。\r\n可能是设备的剩余空间不足。\r\n请删除设备的数据，\r\n然后重新再试一次。
80x-4501	由于已过有效期，\r\n因此该奖励无效。
80x-4601	此账号ID已关联到\r\n其他的游戏账号。
80x-4602	现在无法添加好友。
80x-4603	已解除关联。
80x-4701	没有与此玩家成为好友。
80x-4703	未发送好友申请给此玩家。
80x-4709	没有收到来自此玩家的申请。
80x-4711	现在无法添加好友。
80x-4712	该玩家现在无法添加好友。
80x-4713	现在无法添加好友。
80x-4715	好友与好友申请的\r\n总数已达到上限。
80x-5300	与Nintendo Account的\r\n关联已取消。
80x-5301	无法启动浏览器。\r\n\r\n在设备的设置中，\r\n浏览器的启动可能受到了限制。
80x-5303	没有正确登录\r\nNintendo Account。\r\n\r\n请重试一次。
80x-5304	由于好友推荐功能失效，\r\n因此无法从Nintendo Account\r\n获取数据。
80x-5305	无法确认已关联的\r\nNintendo Account。
80x-5310	已取消关联\r\nNintendo Account。
80x-5311	此Nintendo Account\r\n已关联其他游戏账号。
80x-5315	已取消关联\r\nNintendo Account。
80x-5316	无法启动浏览器。\r\n\r\n在设备的机设置中，\r\n浏览器的启动可能受到了限制。
80x-5317	已超过时间。\r\n\r\n请重新关联。
80x-5319	已取消关联\r\nNintendo Account。
80x-5320	无法启动浏览器。\r\n\r\n在设备的设置中，\r\n浏览器的启动可能受到了限制。
80x-5321	已超过时间。\r\n\r\n请重新关联。
80x-5322	已取消关联\r\nNintendo Account。
80x-5323	无法启动浏览器。\r\n\r\n在设备的设置中，\r\n浏览器的启动可能受到了限制。
80x-5324	已超过时间。\r\n\r\n请重新关联。
80x-5326	已超过时间。\r\n\r\n请重新关联。
80x-5329	已超过时间。\r\n\r\n请重新关联。
80x-5400	处理已取消。
80x-5401	无法购买。
80x-5404	无法购买。
80x-5406	无法购买。
80x-5407	处理已取消。
80x-5408	请在监护人同意后，\r\n执行恢复购买状态的处理。
80x-5409	购买已受到限制。
80x-5411	无法购买。
80x-5412	请执行将购买状态复原的处理。
80x-5413	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5414	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-5405	恢复购买内容的处理已取消。
80x-5502	玩家不存在。
80x-5602	红宝石不足。
80x-6801	此账号ID已关联到\r\n其他的玩家。
80x-6802	现在无法添加好友。
80x-6803	已解除关联。
80x-6902	红宝石不足。
80x-6903	处理已取消。
80x-6904	无法购买。
80x-7200	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-7205	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7208	获取数据失败。\r\n\r\n请确认Apple Account、Google账号。
80x-7209	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-7214	可能此Apple Account、Google账号\r\n限制了加入。
80x-7215	请在监护人同意后，\r\n执行恢复购买状态的处理。
80x-7218	已经加入了。
80x-7219	无法购买。
80x-7220	加入失败。\r\n\r\n请确认Apple Account、Google账号。
80x-7223	购买处理失败。\r\n\r\n请稍等片刻后，\r\n执行恢复购买状态的处理。
80x-7225	活动期已经结束了。
80x-7226	处理已取消。
80x-7228	获取数据失败。\r\n\r\n请确认Apple Account、Google账号。
80x-7231	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7232	处理失败。\r\n\r\n请确认Apple Account、Google账号。
80x-7233	已在不同的OS上加入过了。
80x-7235	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-7238	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7243	发生错误。\r\n\r\n请确认Apple Account、Google账号。
80x-7245	发生错误。\r\n\r\n您可能没有登录\r\nGoogle账号。
80x-7250	发生错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-7251	获取数据失败。\r\n\r\n请确认Apple Account、Google账号。
80x-7254	处理失败。\r\n\r\n请稍等片刻后，\r\n执行恢复购买状态的处理。
80x-7256	已在不同的OS上加入过了。
80x-7400	现在正在维护。\r\n\r\n请过一段时间后再试。
80x-7401	多人游戏的\r\n开放期间，\r\n请在通知中查看。
80x-7402	想要游玩多人游戏，\r\n请将本app\r\n更新到最新版本。
80x-8400	发生连接错误。\r\n\r\n请稍等片刻后，\r\n重新再试一次。
80x-8401	发生错误。\r\n\r\n请更新Google Play商店。
80x-8402	发生错误。\r\n\r\n请安装或启用\r\nGoogle Play商店。
