0.msbt
ActionScore_AvoidKouraB	Spiny Shell dodged!
ComboAttack_1	If you have a {color[ff5000ff]}Mushroom\r\n{color[000000ff]}handy, use it before your\r\ncombo streak breaks!
ComboAttack_2	Don't take things too easy...\r\nYour combo streak will break\r\nif {color[ff5000ff]}too much time passes\r\n{color[000000ff]}between actions.
CountBeatKuribo_0	You can bowl over Goombas\r\njust {color[ff5000ff]}by driving into them{color[000000ff]}!
CountBeatKuribo_1	You can take out a bunch of\r\nGoombas at once with\r\n{color[ff5000ff]}exploding items{color[000000ff]}!
CountBeatKuribo_2	You can use {color[ff5000ff]}items {color[000000ff]}to take out\r\n{color[ff5000ff]}Goombas{color[000000ff]}. But I do feel kind\r\nof bad for the little things...
CountBeatKuribo_0_demonstrate	You can use {color[ff5000ff]}items {color[000000ff]}to take out\r\n{color[ff5000ff]}Goombas{color[000000ff]}. But I do feel kind\r\nof bad for the little things...
CountBeatKuribo_1_demonstrate	You can bowl over Goombas\r\njust {color[ff5000ff]}by driving into them{color[000000ff]}!
CountBeatKuribo_2_demonstrate	You can take out a bunch of\r\nGoombas at once with\r\n{color[ff5000ff]}exploding items{color[000000ff]}!
CountCoin_0	Race as Gold Mario to\r\n{color[ff5000ff]}draw coins{color[000000ff]} toward you!
CountCoin_1	{color[ff5000ff]}Tons of coins{color[000000ff]} are scattered \r\naround the course!
CountCoin_2	{color[ff5000ff]}Red coins{color[000000ff]} are worth twice\r\nas much as yellow coins!
CountJumpAction_0	Jump over ramps to\r\n{color[ff5000ff]}automatically perform a\r\nJump Boost{color[000000ff]}!
CountJumpAction_1	When you hit the ground \r\nafter performing a Jump \r\nBoost, you'll {color[ff5000ff]}dash{color[000000ff]}!
CountJumpAction_2	Different drivers will perform\r\n{color[ff5000ff]}different Jump Boosts{color[000000ff]}.
CountJumpAction_0_demonstrate	Jump over ramps to\r\n{color[ff5000ff]}automatically perform a\r\nJump Boost{color[000000ff]}!
CountJumpAction_1_demonstrate	When you hit the ground \r\nafter performing a Jump \r\nBoost, you'll {color[ff5000ff]}dash{color[000000ff]}!
CountJumpAction_2_demonstrate	Different drivers will perform\r\n{color[ff5000ff]}different Jump Boosts{color[000000ff]}.
CountMiniTurbo_0	Try to keep your drift going!\r\nWhen sparks start to fly, lift\r\nyour finger to pull off a\r\n{color[ff5000ff]}Mini-Turbo{color[000000ff]}.
CountMiniTurbo_1	The {color[ff5000ff]}sparks' color {color[000000ff]}will change\r\nif you maintain your drift. The\r\ncolor tells you how fast your\r\nMini-Turbo will be!
CountMiniTurbo_2	You can change drift controls\r\nby selecting {color[ff5000ff]}Settings {color[000000ff]}from the\r\n{color[ff5000ff]}menu{color[000000ff]}.
CountStampEnemy_0	You can {color[ff5000ff]}squash {color[000000ff]}opponents\r\nthat become tiny!
CountStampEnemy_1	{color[ff5000ff]}Bumping into{color[000000ff]} opponents even\r\na little will flatten them.
CountStampEnemy_2	There are tons of enemies, so\r\n{color[ff5000ff]}don't worry if a few slip by{color[000000ff]}!
DontCrash_0	If you crash, your {color[ff5000ff]}balloon will\r\npop{color[000000ff]}!
DontCrash_1	Get to the goal {color[ff5000ff]}before all\r\nyour balloons pop{color[000000ff]}!
DontCrash_2	Watch out for {color[ff5000ff]}obstacles {color[000000ff]}on\r\nthe course as you race,\r\ndrivers... You never know\r\nwhere hazards will pop up!
GatePass_0	{color[ff5000ff]}Pass through the rings{color[000000ff]}\r\nto earn points!
GatePass_1	You don't need to pass\r\nthrough the center of the\r\nring for it to count. {color[ff5000ff]}Just\r\ntouching it will be enough{color[000000ff]}!
GatePass_2	Passing through a ring gives\r\nyou a {color[ff5000ff]}slight speed boost{color[000000ff]}.\r\nZipping through a bunch in a\r\nrow is quite a rush!
ItemBoxChase_0	Chase after the {color[ff5000ff]}Item Boxes{color[000000ff]}\r\nthat appear in succession!
ItemBoxChase_1	Touch an Item Box\r\nto {color[ff5000ff]}break it open{color[000000ff]}!
ItemBoxChase_2	Use a {color[ff5000ff]}Mushroom {color[000000ff]}to chase\r\ndown the faster Item Boxes!
MarkPoint_0	Aim for the {color[ff5000ff]}center of\r\nthe targets{color[000000ff]} as you glide.
MarkPoint_1	{color[ff5000ff]}Land in the center{color[000000ff]}\r\nof the final target!
MarkPoint_2	You can glide your kart\r\n{color[ff5000ff]}up, down, left, and right{color[000000ff]}.
OneHundredRace_0	Race past your opponents\r\nto get {color[ff5000ff]}1st place{color[000000ff]} within the\r\ntime limit!
OneHundredRace_1	{color[ff5000ff]}Time will be added to the\r\nclock {color[000000ff]}for every 10 places\r\nyou move up.
OneHundredRace_2	Drive behind an opponent's\r\nkart to get a {color[ff5000ff]}Slipstream{color[000000ff]}\r\nspeed boost!
ParadeSnap_0	The challenge {color[ff5000ff]}ends {color[000000ff]}once\r\na {color[ff5000ff]}photo is taken{color[000000ff]}!
ParadeSnap_1	Take photos that will\r\ncomplete the {color[ff5000ff]}three\r\nobjectives{color[000000ff]}!
ParadeSnap_2	Tap the {color[ff5000ff]}whistle button{color[000000ff]}\r\nto change formations!
ParadeSnap_3	Take your time to line up the\r\nperfect shot by {color[ff5000ff]}pressing the\r\npause button{color[000000ff]}!
ParadeSnap_4	Tap the {color[ff5000ff]}gyro button{color[000000ff]} to move\r\nyour camera around!
RaceReversal_0	Use items to take out your\r\nopponents from a distance\r\nand {color[ff5000ff]}aim for 1st place{color[000000ff]}!
RaceReversal_1	The lower your positioning,\r\nthe more likely you are to get\r\n{color[ff5000ff]}strong items{color[000000ff]}. Never give up!
RaceReversal_2	The race will begin {color[ff5000ff]}without a\r\ncountdown {color[000000ff]}once loading has\r\nfinished.
RecordGlide_0	Slide your finger {color[ff5000ff]}up, down,\r\nleft, or right {color[000000ff]}to steer your\r\nkart while gliding.
RecordGlide_1	Jump over ramps to\r\nautomatically {color[ff5000ff]}perform a Jump\r\nBoost{color[000000ff]}. This will extend your\r\njump distance!
RecordGlide_2	It isn't over just because you\r\nlanded. If you jump quickly\r\nenough after landing, you\r\ncan {color[ff5000ff]}glide farther{color[000000ff]}!
TimeLimitBoss_0	Pop all of your {color[ff5000ff]}mega-sized\r\nopponents'{color[000000ff]} balloons within\r\nthe time limit to win!
TimeLimitBoss_1	Use {color[ff5000ff]}items {color[000000ff]}to pop your\r\n{color[ff5000ff]}mega-sized opponents'\r\n{color[000000ff]}balloons!
TimeLimitBoss_2	Be extra careful if your\r\n{color[ff5000ff]}mega-sized opponent{color[000000ff]}\r\nfaces your way!
TutorialDriftMode_0	Let's practice the controls\r\nduring the download.
TutorialDriftMode_1	Let's practice the controls\r\nduring the download.
TutorialDriftMode_2	Let's practice the controls\r\nduring the download.
TimeAttack_0	Tap and hold the screen when\r\nthe countdown reaches 2,\r\n{color[ff5000ff]}release at GO {color[000000ff]}for a Rocket\r\nStart!
TimeAttack_1	Tap and hold the screen when\r\nthe countdown reaches 2,\r\n{color[ff5000ff]}release at GO {color[000000ff]}for a Rocket\r\nStart!
TimeAttack_2	Tap and hold the screen when\r\nthe countdown reaches 2,\r\n{color[ff5000ff]}release at GO {color[000000ff]}for a Rocket\r\nStart!
Tutorial_0	Let's jump right in and\r\npractice {color[ff5000ff]}controlling {color[000000ff]}your kart.
Tutorial_1	Every kart comes standard\r\nwith {color[ff5000ff]}automatic acceleration{color[000000ff]}.
Tutorial_2	If you lift your finger off the\r\nscreen, you'll move {color[ff5000ff]}forward\r\n{color[000000ff]}following the course.
TutorialRocketStart_0	Tap and hold the screen when\r\nthe countdown reaches 2,\r\n{color[ff5000ff]}release at GO {color[000000ff]}for a Rocket\r\nStart!
TutorialRocketStart_1	Get the jump on your\r\nopponents with a {color[ff5000ff]}Rocket\r\nStart{color[000000ff]}!
TutorialRocketStart_2	Be patient, drivers! If you tap\r\nthe screen too early, you'll {color[ff5000ff]}fail\r\n{color[000000ff]}the Rocket Start and be at a\r\ndisadvantage.
12.msbt
PushLocal_01	Incomplete challenges are disappearing soon. Complete them before they're gone!
PushLocal_02	You can check out last week's ranking results!
PushLocal_04	A new cup is ready!
PushLocal_05	Players from around the world are waiting on the racetrack!
13.msbt
Eula00_00000	Nintendo Account
Eula00_00001	Other players will be able to see\r\nyour nickname and play data.
Eula00_00002	You must link your Nintendo\r\nAccount if you want to play\r\nMario Kart Tour.
Eula00_00003	Next
ProgressBarMessage_Boot	Starting
ProgressBarMessage_Download	Downloading the latest data
ProgressBarMessage_ShaderCompile	Preparing
Title00_00000	ID: 
Title00_00001	Start
Title00_00002	This version of Mario Kart Tour has been created\r\nspecifically for demonstration purposes.
TitleLoading00_00000	 (
TitleLoading00_00001	%)
14.msbt
EUde	Deutsch
USen	English
EUes	Español (Europa)
USes	Español (Latinoamérica)
EUfr	Français
EUit	Italiano
USpt	Português
JPja	日本語 Japanese
TWzh	繁體中文 Traditional Chinese
CNzh	简体中文 Simplified Chinese
KRko	한국어 Korean
15.msbt
mon	Mon
tue	Tue
wed	Wed
thu	Thu
fri	Fri
sat	Sat
sun	Sun
day	{[0100]} d. left
hr	{[0101]} hr. left
min	{[0102]} m. left
sec	{[0103]} sec. left
day2rows	{[0100]} d.\r\nleft
hr2rows	{[0101]} hr.\r\nleft
min2rows	{[0102]} m.\r\nleft
sec2rows	{[0103]} sec.\r\nleft
max2digit	99
max3digit	999
2.msbt
AddMiiComplete_Content	Mii added
ApplicationExitConfirm_Content	The game will close.\r\nIs this OK?
ApplicationExitConfirm_Button_0	Close Game
DataRepairComplete_Title	Data Restore
DataRepairComplete_Content	Data restore complete.\r\n\r\nReturning to title screen.
DataRepairConfirm_Title	If the game won't start...
DataRepairConfirm_Content	Clearing cache data and\r\nredownloading the game data may\r\nallow the game to start properly.\r\n\r\n{color[ffdc00ff]}Save data will not be deleted.\r\nThis repair may take some time.\r\nIt's recommended you connect to\r\nWi-Fi before starting the download.{color[000000ff]}
DataRepairConfirm_Button_0	Clear Cache and Repair
EulaDisagree_Content	You cannot continue until\r\nyou have agreed to the User\r\nAgreement and acknowledged that\r\nyou have read the Privacy Policy.
EulaDisagree_UsOrEu_Content	You cannot access the app\r\nbecause you have not agreed to\r\nthe User Agreement and\r\nacknowledged that you have\r\nread the Privacy Policy.
ExitLobbyConfirm_Button_0	Exit
ExitLobbyConfirm_Content	Exit the room?
FacebookLinked_Content	Facebook is now linked.\r\n\r\nYou'll see suggested friends who\r\nare also playing Mario Kart Tour.
FacebookLinkFailed_Content	Linking to Facebook was canceled.
FacebookLinkUpdate_Button_0	Refresh Friends List
FacebookLinkUpdate_Button_1	Unlink
FacebookLinkUpdate_Content	Refresh friends list?
FacebookLinkUpdate_Title	Link Facebook
FacebookLinkUpdateFailed_Content	Facebook refresh canceled.
FacebookUnlinked_Content	Facebook has been unlinked.
FacebookUnlinkFailed_Content	Unlinking Facebook was canceled.
ForceVersionUp_Button_0	How to Update
ForceVersionUp_Button_1	Check Store
ForceVersionUp_Content	Please update to the newest version\r\nof the game to continue playing.
FriendDeleteAcceptComplete_Content	Friend request canceled.
FriendDeleteComplete_Content	Friend removed.
FriendMyFriendIdInput_Content	You can't register yourself\r\nas a friend.
FriendNotExist_Content	There is no player with this ID.
FriendNotExist_Title	Player's ID
FriendRequestComplete_Content	Friend request sent.
FriendRequestNotExist_Content	This friend request has been canceled.
GPSPermitExplanation0_Content	You can race against opponents\r\nnear you by turning on location data.
GPSPermitExplanation1_Content	Nearby opponents cannot be found if\r\naccess to certain location data is\r\nrestricted. You can turn on location\r\ndata via your device's settings.\r\n
GreetCoinSendFailed_Content	An error has occurred.\r\n\r\nYou will be able to send Greeting\r\nCoins again in 24 hours.
IdCopyComplete_Content	ID copied.\r\n\r\nYou can paste the copied ID into\r\ntext fields, such as in e-mail.
LackOfCoin_Content	Not enough coins.\r\n\r\nWant to check out Coin Rush to\r\ntry and get some more?
LackOfCoin_Button_0	Coin Rush
LackOfCupConstructTicket_Content	Not enough tickets.\r\n\r\nTickets may be\r\navailable as gifts.
LackOfCupConstructTicket_Title	Not enough tickets.
LackOfItem_Content	Not enough tokens.\r\n\r\nYou can collect more by\r\nparticipating in races or battles.
LackOfPvPTreasurePurchasableNum_Content	Play multiplayer, increase the\r\ngauge, and fire the pipe!
LackOfSeasonRewardPointTicket_Content	Not enough tickets.\r\n\r\nTickets may be\r\navailable as gifts.
LackOfSeasonRewardPointTicket_Title	Not enough tickets.
LackOfTicket_Content	Not enough tickets.\r\n\r\nTickets may be\r\navailable as gifts.
LackOfTreasureBoxContents_Content	The pipe can't be fired that many\r\nmore times. Reset the pipe's\r\ncontents and then fire?
LackOfTreasureBoxContents_Button_0	Reset
LackOfVirtualCurrency_Content	Not enough rubies.\r\n\r\nWould you like to purchase more?
LackOfVirtualCurrency_Button_0	Purchase Rubies
LackOfVirtualCurrency_Title	Not Enough Rubies
LanguageSelectAndRebootConfirm_Content	Are you sure you want to change\r\nthe language?\r\n\r\nChanging the language will return\r\nyou to the title screen.
LanguageSelectAndRebootConfirm_Button_0	Change
LanguageSelectConfirm_Content	Setting the selected language.
LanguageSelectConfirm_Button_0	OK
LobbyFull_Button_0	OK
LobbyFull_Content	The room is full or \r\nno longer exists.\r\n\r\nPlease try again later.
LobbyNonexistent_Content	A room could not be found.
MiiSuitShopAbout_Content	Mii Racing Suit Sales:\r\nAvailable Mii Racing Suits will be\r\ncheaper when acquiring them for\r\nthe first time during a tour.\r\n\r\nMii Racing Suit Base Points:\r\nAll your Mii Racing Suits get\r\n+10 base points when you get\r\na new Mii Racing Suit type!\r\n\r\nFavored and Favorite Courses:\r\nDuring this tour, the favored and\r\nfavorite courses for the Mii Racing\r\nSuits will include the first course\r\nof every cup.\r\n\r\nNotes:\r\n・Mii Racing Suits may appear\r\nagain as ranking rewards, etc.\r\n・As the number of Mii Racing\r\nSuits increases, a maximum\r\nlimit may be set for the number\r\nof Mii Racing Suit types that\r\nwill grant a base-points\r\nincrease.\r\n・If you get a Mii Racing Suit that\r\nis already at its maximum level,\r\nyou will receive coins instead.
NintendoAccountAlreadyLinked_Title	Nintendo Account Linked
NintendoAccountAlreadyLinked_Content	A Nintendo Account is already linked.
NintendoAccountInvalidRegion_Content	This game cannot be used\r\nwith the country/region\r\nsetting of the Nintendo\r\nAccount you are linking to.
NintendoAccountInvalidRegion_Button_0	Nintendo Account Management
NintendoAccountLinkCancel_Content	Linking to a Nintendo Account was\r\ncanceled.
NintendoAccountLinkDescription_Content	Linking a Nintendo Account\r\nlets you back up your save data.\r\n\r\nLink a Nintendo Account?
NintendoAccountLinkDescription_Button_0	Link
NintendoAccountLinkFailed_Title	Failed to Link
NintendoAccountLinkFailed_Content	Failed to link a Nintendo Account.
NintendoAccountLinked_Title	Link Complete
NintendoAccountLinked_Content	You've successfully linked to\r\nyour Nintendo Account!
NintendoAccountRemoveComplete_Content	The account link has been removed,\r\nand save data has been deleted.\r\n\r\nPlease close the game.
NintendoAccountRemoveConfirm1_Content	Removing the link between Mario\r\nKart Tour and your Nintendo\r\nAccount{color[ffdc00ff]} will delete your Mario\r\nKart Tour save data, including\r\nrubies you have purchased{color[000000ff]}.\r\n\r\nContinue?
NintendoAccountRemoveConfirm1_Button_0	Remove link
NintendoAccountRemoveConfirm1_Button_1	No
NintendoAccountRemoveConfirm2_Content	{color[ffdc00ff]}Deleted save data can not\r\nbe restored.\r\n{color[000000ff]}\r\n{color[ffdc00ff]}Deleted rubies will not be\r\nrefunded.\r\n\r\n{color[000000ff]}Do you want to remove the\r\naccount link?
NintendoAccountRemoveConfirm2_Button_0	Delete All Save Data
NintendoAccountRemoveConfirm2_Button_1	No
AllSpaceNameError_Content	Your nickname cannot be blank.\r\nPlease enter a nickname.
NintendoAccountUpdated_Content	You must confirm your Nintendo\r\nAccount before continuing.
NintendoAccountUpdated_Button_0	Nintendo Account Management
NumberNameError_Content	Cannot use more than five numbers.\r\nPlease enter a different name.
InvalidUserName_Content	There are some characters\r\nin your nickname that cannot\r\nbe used. Please enter a\r\ndifferent nickname.
NgWord_Content	Cannot use this name.\r\nPlease enter a different name.
DifferentNickName_Content	Nickname is incorrect.
P2PBetaPremiumPassOnly_Content_Ver1.4	Please refer to the notification for\r\ninformation regarding when the\r\nreal-time multiplayer beta test is\r\nbeing held. You must be subscribed\r\nto the Gold Pass to participate.
P2PBetaPremiumPassOnly_Content	Please refer to the notification\r\nfor information regarding when\r\nmultiplayer is available.
P2PCannotFindPinLobby_Content	The room code you entered is\r\nnot linked to an active room.\r\n\r\nPlease ensure you input\r\nthe correct code.
P2PCannotGetGPS_Content	Cannot obtain certain location\r\ndata. Please check your\r\ndevice's location settings or\r\nyour connection.
P2PCannotGetToken_Content	Could not generate a room code.\r\n\r\nPlease try again later.
P2PCommonNetworkError_Content	A communication error\r\noccurred.\r\n\r\nPlease try again later.
P2PForceVersionUp_Button_0	How to Update
P2PForceVersionUp_Button_1	Check Store
P2PForceVersionUp_Content	Please update to the newest version\r\nof the game to play multiplayer.
P2PLobbyAttention_Button_0	Create Room
P2PLobbyAttention_Content	You'll be disconnected if\r\nthe game is left running in\r\nthe background after about\r\n10 seconds.
P2PNeedRecreateFoundLobby_Content	There's something wrong with\r\nthe room you're trying to enter.\r\nPlease ask the host to create\r\na new room.
P2PRandomMatchPremiumPassOnly_Button_0	What's the Gold Pass?
P2PRandomMatchPremiumPassOnly_Content	You need a Gold Pass subscription\r\nto race in the Gold Race.
P2PSentInviteFriend_Content	Invite sent.
PhotoLibraryPermitExplanation0_Content	You can automatically save the\r\nphotos you take by enabling\r\nthe app to access the photos\r\nand media on your device.  
PhotoLibraryPermitExplanation1_Content	Cannot access your photos.\r\n\r\nTo save photos, please enable\r\naccess to your photos via\r\nyour device's settings.\r\n(You can still share photos on\r\nsocial media without enabling\r\naccess to your photos.)
PickUpShopInfo2_Content	The content of the Daily Spotlight\r\nchanges every day.\r\n\r\nThree times per day, you can\r\nuse a quick ticket to change\r\nthe Daily Spotlight.\r\n\r\nSpotlight Shop Sales:\r\nYour first exchange for drivers,\r\nkarts, and gliders that are on sale\r\nwill be for less than usual.\r\n\r\nNotes: \r\n・There is a chance that drivers,\r\nkarts, and gliders that appear may\r\nappear again in the shop or\r\nelsewhere in the future. \r\n・If you get a driver, kart, or glider\r\nthat is already at its maximum\r\nlevel, you will receive coins instead.
PremiumChallengePurchaseCancel_Content	The Premium Challenges purchase\r\nhas been canceled.
PremiumChallengePurchaseCancel_Title	Purchase Canceled
PremiumChallengePurchaseLimit_Content	You can only have up to 15\r\nPremium Challenges cards.\r\n\r\nPlease try purchasing again once\r\nyou've completed the\r\nPremium Challenges you have.
PremiumChallengePurchaseLimit_Title	Limit Reached
