0.msbt
ActionScore_AvoidKouraB	避開刺刺龜殼！
CountCoin_0	金色瑪利歐會瘋狂{color[ff5000ff]}吸取金幣{color[000000ff]}！
CountCoin_1	賽道上散落著\r\n{color[ff5000ff]}大量金幣{color[000000ff]}！
CountCoin_2	1個{color[ff5000ff]}紅金幣{color[000000ff]}\r\n等於2個黃金幣！
CountJumpAction_0	開到跳台上，\r\n就會{color[ff5000ff]}自動做出跳躍動作{color[000000ff]}！
CountJumpAction_1	做出跳躍動作後落地……\r\n就能{color[ff5000ff]}衝刺{color[000000ff]}！
CountJumpAction_2	每個角色都有\r\n{color[ff5000ff]}不同的跳躍動作{color[000000ff]}。
CountJumpAction_0_demonstrate	開到跳台上，\r\n就會{color[ff5000ff]}自動做出跳躍動作{color[000000ff]}！
CountJumpAction_1_demonstrate	做出跳躍動作後落地……\r\n就能{color[ff5000ff]}衝刺{color[000000ff]}！
CountJumpAction_2_demonstrate	每個角色都有\r\n{color[ff5000ff]}不同的跳躍動作{color[000000ff]}。
CountMiniTurbo_0	{color[ff5000ff]}持續飄移{color[000000ff]}後，\r\n輪胎會出現火花。
CountMiniTurbo_1	輪胎出現火花後，\r\n{color[ff5000ff]}放開手指就能使出迷你加速{color[000000ff]}！
CountMiniTurbo_2	可以從{color[ff5000ff]}選單{color[000000ff]}的{color[ff5000ff]}設定{color[000000ff]}中\r\n更改漂移操作。
CountStampEnemy_0	{color[ff5000ff]}踩扁{color[000000ff]}變小的敵人吧！
CountStampEnemy_1	{color[ff5000ff]}光是一點碰撞{color[000000ff]}，\r\n敵人就會變得扁扁的。
CountStampEnemy_2	因為敵人有很多，\r\n{color[ff5000ff]}超越也沒問題{color[000000ff]}！
DontCrash_0	如果失控，\r\n{color[ff5000ff]}氣球就會破掉{color[000000ff]}！
DontCrash_1	在氣球{color[ff5000ff]}全部破掉前{color[000000ff]}，\r\n衝過終點吧！
DontCrash_2	注意賽道上的{color[ff5000ff]}障礙物{color[000000ff]}，\r\n小心前進吧！
GatePass_0	{color[ff5000ff]}穿過圓環{color[000000ff]}，\r\n獲得分數！
GatePass_1	只要碰到圓環，\r\n{color[ff5000ff]}都會算穿過圓環{color[000000ff]}！
GatePass_2	穿過圓環就會{color[ff5000ff]}稍微加速{color[000000ff]}！\r\n一口氣穿過吧！
ItemBoxChase_0	追上\r\n{color[ff5000ff]}道具箱{color[000000ff]}吧！
ItemBoxChase_1	只要輕碰一下，\r\n就{color[ff5000ff]}可以破壞{color[000000ff]}道具箱了！
ItemBoxChase_2	用{color[ff5000ff]}衝刺蘑菇\r\n{color[000000ff]}追上道具箱吧！
MarkPoint_0	瞄準{color[ff5000ff]}目標的正中央{color[000000ff]}\r\n滑翔吧！
MarkPoint_1	對準終點的目標，\r\n讓車輛著陸後\r\n能夠{color[ff5000ff]}停在正中央{color[000000ff]}吧！
MarkPoint_2	在滑翔時可以讓車輛\r\n朝著{color[ff5000ff]}上下左右{color[000000ff]}進行移動。
OneHundredRace_0	以{color[ff5000ff]}第1名{color[000000ff]}為目標，\r\n在時間內趕超勁敵吧！
OneHundredRace_1	排名每上升10名，\r\n{color[ff5000ff]}剩餘時間就會恢復{color[000000ff]}一次。
OneHundredRace_2	跟在勁敵後方行駛一段時間後，\r\n就可以使用{color[ff5000ff]}滑流{color[000000ff]}衝刺！
ParadeSnap_0	在{color[ff5000ff]}拍攝照片{color[000000ff]}以後\r\n挑戰就會{color[ff5000ff]}結束{color[000000ff]}！
ParadeSnap_1	拍攝能完成{color[ff5000ff]}3個題目{color[000000ff]}的\r\n最佳照片吧！
ParadeSnap_2	使用{color[ff5000ff]}口哨按鍵{color[000000ff]}\r\n來變換各種陣型吧！
ParadeSnap_3	只要按下{color[ff5000ff]}暫時停止鍵{color[000000ff]}\r\n就能穩定地拍下照片！
ParadeSnap_4	開啟{color[ff5000ff]}陀螺儀按鍵{color[000000ff]}，\r\n試著將鏡頭轉向各個方向吧！
RaceReversal_0	一掃勁敵，\r\n{color[ff5000ff]}取得第1名吧{color[000000ff]}！
RaceReversal_1	名次越低，\r\n越容易出現{color[ff5000ff]}強力道具{color[000000ff]}。
RaceReversal_2	{color[ff5000ff]}不用倒數計時{color[000000ff]}，\r\n比賽立刻就開始！
RecordGlide_0	滑翔時可以{color[ff5000ff]}上下左右\r\n{color[000000ff]}移動車輛。
RecordGlide_1	就算滑翔時，也可以利用跳台，\r\n自動做出{color[ff5000ff]}跳躍動作{color[000000ff]}！
RecordGlide_2	就算落地，只要立刻跳躍，\r\n{color[ff5000ff]}就能令滑翔距離變得更遠{color[000000ff]}！
TimeLimitBoss_0	在時限內讓{color[ff5000ff]}巨大的對手{color[000000ff]}的所有氣球\r\n全部破掉就勝利了！
TimeLimitBoss_1	用{color[ff5000ff]}道具{color[000000ff]}擊中{color[ff5000ff]}巨大的對手{color[000000ff]}\r\n讓氣球破掉吧！
TimeLimitBoss_2	如果{color[ff5000ff]}巨大的對手{color[000000ff]}看向你，\r\n千萬要小心……！
TutorialDriftMode_0	下載時來練習一下操作方式吧。
TutorialDriftMode_1	下載時來練習一下操作方式吧。
TutorialDriftMode_2	下載時來練習一下操作方式吧。
TimeAttack_0	在「2」時點觸\r\n{color[ff5000ff]}並在「GO！」時放開{color[000000ff]}，\r\n就能火箭起步！
TimeAttack_1	在「2」時點觸\r\n{color[ff5000ff]}並在「GO！」時放開{color[000000ff]}，\r\n就能火箭起步！
TimeAttack_2	在「2」時點觸\r\n{color[ff5000ff]}並在「GO！」時放開{color[000000ff]}，\r\n就能火箭起步！
Tutorial_0	那麼，馬上來練習一下\r\n{color[ff5000ff]}車輛的操作{color[000000ff]}吧～
Tutorial_1	所有車輛都配有\r\n{color[ff5000ff]}自動加速{color[000000ff]}！
Tutorial_2	放開手指，\r\n車輛就會{color[ff5000ff]}筆直地{color[000000ff]}前進。
TutorialRocketStart_0	在「2」時點觸\r\n{color[ff5000ff]}並在「GO！」時放開{color[000000ff]}，\r\n就能火箭起步！
TutorialRocketStart_1	用{color[ff5000ff]}火箭起步{color[000000ff]}\r\n拉開與勁敵的距離吧！
TutorialRocketStart_2	要是過早點觸，\r\n火箭起步就會{color[ff5000ff]}失敗{color[000000ff]}……！
12.msbt
PushLocal_01	未達成的挑戰即將結束！趕快達成，獲取道具吧！
PushLocal_02	來查看上週的排行榜結果吧！
PushLocal_04	新的盃賽已經開放！
PushLocal_05	全世界的玩家都在比賽會場等待中！
13.msbt
Eula00_00000	賽車手執照登錄
Eula00_00001	※其他玩家也會看見\r\n您的暱稱及遊玩資料。
Eula00_00002	要和全世界的玩家一起暢快遊玩，\r\n請連動Nintendo Account\r\n取得賽車手執照吧！
Eula00_00003	下一步
ProgressBarMessage_Boot	啟動中
ProgressBarMessage_Download	正在下載最新資料
ProgressBarMessage_ShaderCompile	準備中
Title00_00000	ID：
Title00_00001	開始
Title00_00002	此版本的《瑪利歐賽車 巡迴賽》 \r\n是專為體驗版而製作的。
TitleLoading00_00000	(
TitleLoading00_00001	%)
14.msbt
EUde	Deutsch
USen	English
EUes	Español (Europa)
USes	Español (Latinoamérica)
EUfr	Français
EUit	Italiano
USpt	Português
JPja	日本語 Japanese
TWzh	繁體中文 Traditional Chinese
CNzh	简体中文 Simplified Chinese
KRko	한국어 Korean
15.msbt
mon	一
tue	二
wed	三
thu	四
fri	五
sat	六
sun	日
day	還有{[0100]}天
hr	還有{[0101]}小時
min	還有{[0102]}分鐘
sec	還有{[0103]}秒鐘
day2rows	還有\r\n{[0100]}天
hr2rows	還有\r\n{[0101]}小時
min2rows	還有\r\n{[0102]}分鐘
sec2rows	還有\r\n{[0103]}秒鐘
max2digit	99
max3digit	999
2.msbt
80x-0003	無法存取相機膠卷。\r\n\r\n若要保存照片，\r\n請從裝置設定開啟\r\n相機功能的存取權限。
80x-0004	照片儲存失敗。\r\n\r\n由於剩餘容量不足，\r\n請將裝置資料刪除後，\r\n再試一次。
80x-0005	儲存資料至相機膠卷時發生錯誤。
80x-1420	發生錯誤。\r\n\r\n可能是裝置的剩餘容量不足。\r\n請將裝置資料刪除後，\r\n再試一次。
80x-2628	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-26xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-27xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-3003	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5331	已超過時間。\r\n\r\n請重試一次連動。
80x-5333	發生錯誤。
80x-5416	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-5417	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5418	您有未完成的購買程序，\r\n請執行購買狀態的復原處理。
80x-5419	發生錯誤。
80x-5420	發生錯誤。
80x-5421	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5422	發生錯誤。
80x-5424	發生錯誤。
80x-5425	請獲得監護人的同意後\r\n再執行購買狀態的復原處理。
80x-5426	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5427	發生錯誤。
80x-5428	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5429	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5430	發生錯誤。
80x-5433	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-5434	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5435	發生錯誤。
80x-5436	發生錯誤。
80x-5437	發生錯誤。
80x-5438	發生錯誤。
80x-6906	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-6908	請獲得監護人的同意後\r\n再執行購買狀態的復原處理。
80x-6909	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-6910	發生錯誤。
80x-6911	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-6912	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-6913	發生錯誤。
80x-6914	發生錯誤。
80x-6915	發生錯誤。
80x-7212	無法使用訂閱功能。\r\n\r\n可能是您的裝置設定對於\r\n使用訂閱功能進行了限制。
80x-7236	發生錯誤。
80x-7257	處理失敗。\r\n\r\n請確認\r\nApple ID、Google帳號。
80x-7258	處理已被取消。
80x-7259	發生錯誤。
80x-7260	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-7261	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7262	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7263	發生錯誤。
80x-7264	發生錯誤。
80x-7265	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7266	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7268	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7271	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7272	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7273	發生錯誤。
80x-7277	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7278	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7279	發生錯誤。
80x-7280	發生錯誤。
80x-7281	已超過時間。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7282	發生錯誤。
80x-7700	發生錯誤。
81x-0201	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
xxx-xxxx	發生錯誤。
80x-0001	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-0002	無法取得位置資訊。\r\n\r\n需要有位置資訊\r\n才能進行多人遊玩。\r\n請確認裝置設定。
80x-10xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-11xx	目前維護中。\r\n\r\n維護結束前請暫時耐心等候。
80x-12xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-13xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-1405	《瑪利歐賽車 巡迴賽》\r\n已結束服務。\r\n\r\n感謝您長久以來的支持與愛護。
80x-1406	要繼續使用本應用程式，\r\n必須同意使用條款及隱私權政策。
80x-1407	您想要連動的Nintendo Account\r\n所設定的國家‧地區，\r\n無法使用本應用程式。
80x-1408	已更改連動中Nintendo Account的\r\n國家‧地區設定。\r\n\r\n要繼續使用本應用程式，\r\n必須同意使用條款及隱私權政策。
80x-1412	前一次啟動時，\r\n和Nintendo Account連動失敗。\r\n
80x-1413	要繼續遊玩的話，\r\n請將應用程式更新至最新版本。
80x-1413_Button_0	查看商店
80x-1414	資料已更新，\r\n將返回標題畫面。
80x-1415	現在伺服器擁擠。\r\n正在依序進行登入處理，\r\n請稍後片刻。
80x-1416	要繼續遊玩的話，\r\n請將應用程式更新至最新版本。
80x-1416_Button_0	查看商店
80x-1417	遊戲資料已更新，\r\n將重新啟動應用程式。
80x-1418	現在伺服器擁擠。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-1419	使用裝置的時間和實際時間\r\n可能出現了相當大的誤差。\r\n\r\n請確認使用裝置的時間設定。
80x-146x	從Facebook取得資料失敗。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-147x	從Twitter取得資料失敗。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-1502	由於結算貨幣已更改，\r\n請重新啟動應用程式。
80x-1510	要繼續使用本應用程式，\r\n必須同意使用條款及\r\n確認您已閱讀隱私權政策。
80x-1511	Nintendo Account的\r\n使用條款和隱私權政策已經更改。\r\n必須同意使用條款及\r\n確認您已閱讀隱私權政策。
80x-1512	已更改連動中Nintendo Account的\r\n國家‧地區設定。\r\n\r\n要繼續使用本應用程式，\r\n必須同意使用條款及\r\n確認您已閱讀隱私權政策。
80x-17xx	使用裝置的時間和實際時間\r\n可能出現了相當大的誤差。\r\n\r\n請確認使用裝置的時間設定。
80x-20xx	這個Nintendo Account\r\n已在其他裝置上\r\n登入《瑪利歐賽車 巡迴賽》。
80x-21xx	此遊戲帳號已刪除。
80x-22xx	此帳號無法使用\r\n《瑪利歐賽車 巡迴賽》。
80x-23xx	Nintendo Account的\r\n登入無法正常完成。
80x-24xx	Nintendo Account的\r\n使用條款和隱私權政策已經更改。\r\n必須同意新的內容。
80x-25xx	無法確認連動中的\r\nNintendo Account，\r\n因此無法使用\r\n《瑪利歐賽車 巡迴賽》。
80x-3009	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-3098	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-33xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-34xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-36xx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-37xx	下載失敗。\r\n剩餘容量不足，\r\n請將裝置資料刪除後，\r\n再重新試一次。
80x-38xx	下載失敗。\r\n可能是裝置剩餘容量不夠。\r\n請將裝置資料刪除後，\r\n再重新試一次。
80x-4501	此報酬過了有效期限或其他原因，\r\n已經無效。
80x-4601	此帳號ID已經和\r\n其他遊戲帳號連動完畢。
80x-4602	現在無法添加好友。
80x-4603	已經解除連動。
80x-4701	您並沒有和此玩家\r\n成為好友。
80x-4703	您並沒有發送\r\n好友申請給此玩家。
80x-4709	您並沒有收到\r\n來自此玩家的好友申請。
80x-4711	現在無法添加好友。
80x-4712	此玩家現在無法添加好友。
80x-4713	現在無法添加好友。
80x-4715	好友和好友申請的合計數量\r\n已經到達上限。
80x-5300	和Nintendo Account的連動\r\n已被取消。
80x-5301	無法啟動瀏覽器。\r\n\r\n可能因為裝置設定限制了\r\n啟動瀏覽器。
80x-5303	Nintendo Account的\r\n登入無法正常完成。\r\n\r\n請重試一次。
80x-5304	由於好友推薦功能失效，\r\n無法從Nintendo Account\r\n取得資料。
80x-5305	無法確認已連動的\r\nNintendo Account。
80x-5310	和Nintendo Account的連動\r\n已被取消。
80x-5311	此Nintendo Account已經和\r\n其他遊戲帳號連動完畢。
80x-5315	和Nintendo Account的連動\r\n已被取消。
80x-5316	無法啟動瀏覽器。\r\n\r\n可能因為裝置設定限制了\r\n啟動瀏覽器。
80x-5317	已超過時間。\r\n\r\n請重試一次連動。
80x-5319	和Nintendo Account的連動\r\n已被取消。
80x-5320	無法啟動瀏覽器。\r\n\r\n可能因為裝置設定限制了\r\n啟動瀏覽器。
80x-5321	已超過時間。\r\n\r\n請重試一次連動。
80x-5322	和Nintendo Account的連動\r\n已被取消。
80x-5323	無法啟動瀏覽器。\r\n\r\n可能因為裝置設定限制了\r\n啟動瀏覽器。
80x-5324	已超過時間。\r\n\r\n請重試一次連動。
80x-5326	已超過時間。\r\n\r\n請重試一次連動。
80x-5329	已超過時間。\r\n\r\n請重試一次連動。
80x-5400	處理已被取消。
80x-5401	無法購買
80x-5404	無法購買
80x-5406	無法購買
80x-5407	處理已被取消。
80x-5408	請獲得監護人的同意後\r\n再執行購買狀態的復原處理。
80x-5409	購買被限制中。
80x-5411	無法購買
80x-5412	請執行購買狀態的復原處理。
80x-5413	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5414	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-5405	購買狀態的復原處理已被取消。
80x-5502	玩家不存在。
80x-5602	紅寶石不足。
80x-6801	此帳號ID已經和\r\n其他玩家連動完畢。
80x-6802	現在無法添加好友。
80x-6803	已經解除連動。
80x-6902	紅寶石不足。
80x-6903	處理已被取消。
80x-6904	無法購買
80x-7200	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-7205	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7208	資料取得失敗。\r\n\r\n請確認\r\nApple ID、Google帳號。
80x-7209	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-7214	此Apple ID、Google帳號\r\n可能被限制加入。
80x-7215	請獲得監護人的同意後\r\n再執行購買狀態的復原處理。
80x-7218	已經加入完畢。
80x-7219	無法購買
80x-7220	加入失敗。\r\n\r\n請確認\r\nApple ID、Google帳號。
80x-7223	購買失敗。\r\n\r\n請過一段時間之後\r\n再執行購買狀態的復原處理。
80x-7225	提供期間已結束。
80x-7226	處理已被取消。
80x-7228	資料取得失敗。\r\n\r\n請確認\r\nApple ID、Google帳號。
80x-7231	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7232	處理失敗。\r\n\r\n請確認\r\nApple ID、Google帳號。
80x-7233	在不同的OS已經加入完畢。
80x-7235	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-7238	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7243	發生錯誤。\r\n\r\n請確認\r\nApple ID、Google帳號。
80x-7245	發生錯誤。\r\n\r\n可能是尚未登入\r\nGoogle帳號。
80x-7250	發生錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
80x-7251	資料取得失敗。\r\n\r\n請確認\r\nApple ID、Google帳號。
80x-7254	處理失敗。\r\n\r\n請過一段時間之後\r\n再執行購買狀態的復原處理。
80x-7256	在不同的OS已經加入完畢。
80x-7400	目前維護中。\r\n\r\n維護結束前請暫時耐心等候。
80x-7401	多人遊玩測試的\r\n舉辦期間\r\n請參閱通知。
80x-7402	要進行多人遊玩的話，\r\n請將應用程式更新至\r\n最新版本。
818-xxxx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
819-xxxx	發生連線錯誤。\r\n\r\n請過一段時間之後，\r\n再試一次。
3.msbt
AddMiiComplete_Content	已添加Mii。
ApplicationExitConfirm_Content	要結束應用程式，\r\n可以嗎？
ApplicationExitConfirm_Button_0	結束應用程式
DataRepairComplete_Title	資料修復
DataRepairComplete_Content	資料修復已完成。\r\n\r\n返回標題畫面。
DataRepairConfirm_Title	無法正常啟動時
