0.msbt
ActionScore_AvoidKouraB	トゲゾーかいひ！
CountBeatKuribo_1_demonstrate	{color[ff5000ff]}体あたり{color[000000ff]}でも\r\nクリボーを ふきとばせます！
CountBeatKuribo_2_demonstrate	{color[ff5000ff]}バクハツ{color[000000ff]}に まきこめば\r\nクリボーをいっきに たおせます！
CountCoin_0	ゴールドマリオは\r\n{color[ff5000ff]}コインをすいこみ{color[000000ff]}まくります！
CountCoin_1	コース上に\r\n{color[ff5000ff]}大量のコイン{color[000000ff]}が\r\nバラまかれています！
CountCoin_2	{color[ff5000ff]}あかコイン{color[000000ff]}は\r\nきいろいコイン2枚分！
CountJumpAction_0	ジャンプ台に乗ると\r\n{color[ff5000ff]}自動でジャンプアクション{color[000000ff]}！
CountJumpAction_1	ジャンプアクションしてから\r\n着地すると...{color[ff5000ff]}ダッシュ{color[000000ff]}！
CountJumpAction_2	キャラによって{color[ff5000ff]}色々な\r\nジャンプアクション{color[000000ff]}をします
CountJumpAction_0_demonstrate	ジャンプ台に乗ると\r\n{color[ff5000ff]}自動でジャンプアクション{color[000000ff]}！
CountJumpAction_1_demonstrate	ジャンプアクションしてから\r\n着地すると...{color[ff5000ff]}ダッシュ{color[000000ff]}！
CountJumpAction_2_demonstrate	キャラによって{color[ff5000ff]}色々な\r\nジャンプアクション{color[000000ff]}をします
CountMiniTurbo_0	{color[ff5000ff]}ドリフトし続ける{color[000000ff]}と\r\nタイヤから 火花が出ます
CountMiniTurbo_1	タイヤから 火花が出たら\r\n{color[ff5000ff]}指をはなして ミニターボ！{color[000000ff]}
CountMiniTurbo_2	{color[ff5000ff]}メニュー{color[000000ff]}の{color[ff5000ff]}設定{color[000000ff]}から\r\nドリフト操作を 変更できます
CountStampEnemy_0	小さくなった敵を\r\n{color[ff5000ff]}ふみつぶしましょう{color[000000ff]}！
CountStampEnemy_1	少し{color[ff5000ff]}ぶつかるだけ{color[000000ff]}でも\r\n敵は ぺしゃんこになります
CountStampEnemy_2	敵は たくさんいるので\r\n{color[ff5000ff]}追い抜いても だいじょうぶ{color[000000ff]}！
DontCrash_0	クラッシュすると\r\n{color[ff5000ff]}ふうせんが われて{color[000000ff]}しまいます！
DontCrash_1	ふうせんが{color[ff5000ff]}すべて われる前{color[000000ff]}に\r\nゴールをめざしましょう！
DontCrash_2	コース上の{color[ff5000ff]} 障害物{color[000000ff]}に\r\n気をつけて すすみましょう！
GatePass_0	{color[ff5000ff]}リングをくぐって{color[000000ff]}\r\nポイントをゲット！
GatePass_1	リングは さわるだけで\r\n{color[ff5000ff]}くぐったことになります{color[000000ff]}！
GatePass_2	リングをくぐると {color[ff5000ff]}すこし加速{color[000000ff]}！\r\nいっきに走りぬけましょう！
ItemBoxChase_0	{color[ff5000ff]}アイテムボックス{color[000000ff]}を\r\n追いかけましょう！
ItemBoxChase_1	アイテムボックスは\r\nふれるだけで {color[ff5000ff]}こわせます{color[000000ff]}！
ItemBoxChase_2	{color[ff5000ff]}ダッシュキノコ{color[000000ff]}で\r\nアイテムボックスに\r\n追いつきましょう！
MarkPoint_0	{color[ff5000ff]}マトの まん中{color[000000ff]}を\r\nねらってグライド！
MarkPoint_1	ゴールのマトは\r\n{color[ff5000ff]}まん中に止まる{color[000000ff]}よう\r\n着地しましょう！
MarkPoint_2	グライド中は マシンを\r\n{color[ff5000ff]}上下左右{color[000000ff]}に動かせます
OneHundredRace_0	{color[ff5000ff]}1位{color[000000ff]}をめざして 時間内に\r\nライバルを おいぬこう！
OneHundredRace_1	順位が10位 あがるたびに\r\n{color[ff5000ff]}のこり時間が かいふく{color[000000ff]}します
OneHundredRace_2	ライバルの後ろで 走りつづけると\r\n{color[ff5000ff]}スリップストリーム{color[000000ff]}で ダッシュ！
ParadeSnap_0	写真を{color[ff5000ff]}とったら{color[000000ff]}\r\nチャレンジ{color[ff5000ff]}終了{color[000000ff]}！
ParadeSnap_1	{color[ff5000ff]}3つのお題{color[000000ff]}をクリアした\r\n写真をとろう！
ParadeSnap_2	{color[ff5000ff]}ホイッスルボタン{color[000000ff]}で色々な\r\nフォーメーションに変えてみよう！
ParadeSnap_3	{color[ff5000ff]}一時停止ボタン{color[000000ff]}を押すと\r\nおちついて写せます！
ParadeSnap_4	{color[ff5000ff]}ジャイロボタン{color[000000ff]}をオンにして\r\nカメラを色んな方向に\r\n向けてみよう！
RaceReversal_0	ライバルを けちらして{color[ff5000ff]}\r\n1位をめざしましょう{color[000000ff]}！
RaceReversal_1	{color[ff5000ff]}強いアイテム{color[000000ff]}は 順位が低いほど\r\n出やすいようです！
RaceReversal_2	{color[ff5000ff]}カウントダウンなし{color[000000ff]}で\r\nすぐにレースが はじまります！
RecordGlide_0	グライド中は マシンを\r\n{color[ff5000ff]}上下左右{color[000000ff]}に動かせます
RecordGlide_1	グライド中でも ジャンプ台で\r\n自動{color[ff5000ff]}ジャンプアクション{color[000000ff]}！
RecordGlide_2	着地しても すぐにジャンプすれば\r\n{color[ff5000ff]}グライドのキョリをのばせます{color[000000ff]}！
TimeLimitBoss_0	時間内に {color[ff5000ff]}巨大な相手{color[000000ff]}のふうせんを\r\nすべて わったら勝利！
TimeLimitBoss_1	{color[ff5000ff]}アイテム{color[000000ff]}を当てて {color[ff5000ff]}巨大な相手{color[000000ff]}の\r\nふうせんを わりましょう！
TimeLimitBoss_2	{color[ff5000ff]}巨大な相手{color[000000ff]}が コッチを向いたら\r\n要注意…！
TutorialDriftMode_0	ダウンロード中に\r\n操作を練習してみましょう
TutorialDriftMode_1	ダウンロード中に\r\n操作を練習してみましょう
TutorialDriftMode_2	ダウンロード中に\r\n操作を練習してみましょう
TimeAttack_0	「2」でタッチして\r\n{color[ff5000ff]}「GO！」ではなす{color[000000ff]}と\r\nロケットスタート！
TimeAttack_1	「2」でタッチして\r\n{color[ff5000ff]}「GO！」ではなす{color[000000ff]}と\r\nロケットスタート！
TimeAttack_2	「2」でタッチして\r\n{color[ff5000ff]}「GO！」ではなす{color[000000ff]}と\r\nロケットスタート！
Tutorial_0	それでは さっそく\r\n{color[ff5000ff]}カートの操作{color[000000ff]}を\r\n練習してみましょう♪
Tutorial_1	全カート\r\n{color[ff5000ff]}オートアクセル{color[000000ff]}を\r\n標準装備！
Tutorial_2	指を はなしていると\r\n{color[ff5000ff]}まっすぐ{color[000000ff]}進みます
TutorialRocketStart_0	「2」でタッチして\r\n{color[ff5000ff]}「GO！」ではなす{color[000000ff]}と\r\nロケットスタート！
TutorialRocketStart_1	{color[ff5000ff]}ロケットスタート{color[000000ff]}で\r\nライバルに差をつけましょう！
TutorialRocketStart_2	はやくタッチしすぎると\r\nロケットスタートに{color[ff5000ff]}失敗します{color[000000ff]}...！
12.msbt
PushLocal_01	未達成のチャレンジがまもなく終了します！達成してアイテムをもらおう！
PushLocal_02	先週のランキング結果をチェックしよう！
PushLocal_04	新しいカップがオープンしました！
PushLocal_05	世界中のプレイヤーがレース会場で待っています！
13.msbt
Eula00_00000	ドライバーズライセンスの登録
Eula00_00001	※ニックネームやプレイデータは\r\n他のプレイヤーも見ることができます
Eula00_00002	世界中のプレイヤーと快適に遊ぶために\r\nニンテンドーアカウントと連携して\r\nドライバーズライセンスを取得しよう！
Eula00_00003	つぎへ
ProgressBarMessage_Boot	起動中
ProgressBarMessage_Download	最新データをダウンロード中
ProgressBarMessage_ShaderCompile	準備中
Title00_00000	ID：
Title00_00001	スタート
Title00_00002	このバージョンの『マリオカート ツアー』は、\r\nデモ専用に作られたものです
TitleLoading00_00000	(
TitleLoading00_00001	%)
14.msbt
EUde	Deutsch
USen	English
EUes	Español (Europa)
USes	Español (Latinoamérica)
EUfr	Français
EUit	Italiano
USpt	Português
JPja	日本語 Japanese
TWzh	繁體中文 Traditional Chinese
CNzh	简体中文 Simplified Chinese
KRko	한국어 Korean
15.msbt
mon	月
tue	火
wed	水
thu	木
fri	金
sat	土
sun	日
day	あと{[0100]}日
hr	あと{[0101]}時間
min	あと{[0102]}分
sec	あと{[0103]}秒
day2rows	あと\r\n{[0100]}日
hr2rows	あと\r\n{[0101]}時間
min2rows	あと\r\n{[0102]}分
sec2rows	あと\r\n{[0103]}秒
max2digit	99
max3digit	999
2.msbt
80x-0003	カメラロールにアクセスできません\r\n\r\n写真を保存するには\r\n本体設定からカメラロールの\r\nアクセス権限を許可してください
80x-0004	写真の保存に失敗しました\r\n\r\n空き容量が不足しているので\r\n端末のデータを削除してから\r\nもう一度お試しください
80x-0005	カメラロール保存時にエラーが発生しました
80x-1420	エラーが発生しました\r\n\r\n端末に十分な空き容量がない可能性があります\r\n端末のデータを削除してから\r\nもう一度お試しください
80x-2628	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-26xx	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-27xx	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-3003	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-5331	タイムアウトしました\r\n\r\nもう一度連携をやりなおしてください
80x-5333	エラーが発生しました
80x-5416	エラーが発生しました\r\n\r\nGoogleアカウントにサインイン\r\nしていない可能性があります
80x-5417	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-5418	未完了の購入処理があります\r\n購入状態の復元処理を実行してください
80x-5419	エラーが発生しました
80x-5420	エラーが発生しました
80x-5421	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-5422	エラーが発生しました
80x-5424	エラーが発生しました
80x-5425	保護者が承認してから\r\n購入状態の復元処理を実行してください
80x-5426	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-5427	エラーが発生しました
80x-5428	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-5429	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-5430	エラーが発生しました
80x-5433	エラーが発生しました\r\n\r\nGoogleアカウントにサインイン\r\nしていない可能性があります
80x-5434	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-5435	エラーが発生しました
80x-5436	エラーが発生しました
80x-5437	エラーが発生しました
80x-5438	エラーが発生しました
80x-6906	エラーが発生しました\r\n\r\nGoogleアカウントにサインイン\r\nしていない可能性があります
80x-6908	保護者が承認してから\r\n購入状態の復元処理を実行してください
80x-6909	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-6910	エラーが発生しました
80x-6911	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-6912	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-6913	エラーが発生しました
80x-6914	エラーが発生しました
80x-6915	エラーが発生しました
80x-7212	サブスクリプションが利用できません\r\n\r\n本体の設定で使用を制限している\r\n可能性があります
80x-7236	エラーが発生しました
80x-7257	処理に失敗しました\r\n\r\nApple ID、Googleアカウントを\r\n確認してください
80x-7258	処理がキャンセルされました
80x-7259	エラーが発生しました
80x-7260	エラーが発生しました\r\n\r\nGoogleアカウントにサインイン\r\nしていない可能性があります
80x-7261	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7262	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7263	エラーが発生しました
80x-7264	エラーが発生しました
80x-7265	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7266	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7268	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7271	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7272	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7273	エラーが発生しました
80x-7277	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7278	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7279	エラーが発生しました
80x-7280	エラーが発生しました
80x-7281	タイムアウトしました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-7282	エラーが発生しました
80x-7700	エラーが発生しました
81x-0201	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
xxx-xxxx	エラーが発生しました
80x-0001	エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-0002	位置情報が取得できません\r\n\r\nマルチプレイを遊ぶには\r\n位置情報が必要です\r\n本体設定をご確認ください
80x-10xx	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-11xx	ただいまメンテナンス中です\r\n\r\n終了までしばらくお待ちください
80x-12xx	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-13xx	通信エラーが発生しました\r\n\r\nしばらくしてから\r\nもう一度お試しください
80x-1405	『マリオカート ツアー』は\r\nサービスを終了しました\r\n\r\n長らくご愛顧いただき\r\n誠にありがとうございました
80x-1406	本アプリを引き続き利用するには\r\n利用規約とプライバシーポリシーの\r\n同意が必要です
80x-1407	連携しようとしている\r\nニンテンドーアカウントの\r\n国・地域設定では\r\n本アプリを利用できません
80x-1408	連携している\r\nニンテンドーアカウントの国・地域設定が\r\n変更されました\r\n\r\n本アプリを引き続き利用するには\r\n利用規約とプライバシーポリシーの\r\n同意が必要です
80x-1412	前回起動時に\r\nニンテンドーアカウントとの連携に\r\n失敗しました
80x-1413	引き続き遊ぶには\r\nアプリを最新バージョンに\r\n更新してください
80x-1413_Button_0	ストアを確認
80x-1414	更新があるため\r\nタイトルにもどります
80x-1415	現在サーバーが混みあっています\r\n順次ログイン処理を行っていますので\r\nしばらくお待ちください
80x-1416	引き続き遊ぶには\r\nアプリを最新バージョンに\r\n更新してください
80x-1416_Button_0	ストアを確認
80x-1417	データに更新があったため\r\nアプリを再起動します
80x-1418	現在サーバーが混みあっています\r\n\r\nしばらくしてから\r\nもう一度お試しください
