CheckSaveData.msbt
CreateFile	正在创建{c[dc000d]}保存数据{c[000000]}，\n请稍等片刻。
BossNameTextTeam04	队伍\x0e\x17\0\0・\x0f\x17\0敲金击石
BossNameTextThunderdragon	电龙
BossNameTextFlamegalboros	火焰加尔波洛斯
BossNameTextTeam05	队伍\x0e\x17\0\0・\x0f\x17\0冷若冰霜
BossNameTextTeam06	队伍\x0e\x17\0\0・\x0f\x17\0三位一体
BossNameTextTeam07	队伍\x0e\x17\0\0・\x0f\x17\0风刀霜剑
BossNameTextGranPuruannaQBoard	四重 大型队伍
BossNameTextGranPuruanna	大型\x0e\x17\0\0・\x0f\x17\0噗噜鳗
BossNameTextPoisonkracko	毒液独眼云
BossNameTextSusieEx	Pres.异次元苏姿
BossNameTextNightmareEx	异次元梦魇 复仇
BossNameTextGalacticknight	围绕渊源的英雄
BossNameTextGalacticknight_2	最终决战
BossNameTextGalacticknightEx	围绕渊源的英雄 光
BossNameTextGalacticknightEx_2	真 最终决战
BossNameTextTeam08	队伍\x0e\x17\0\0・\x0f\x17\0三重浮空
BossNameTextTeam09	队伍\x0e\x17\0\0・\x0f\x17\0双重摆动屁屁
BossNameTextTeam10	队伍\x0e\x17\0\0・\x0f\x17\0三重怪兽
BossNameTextVolgeromEx	火山蛙EX
BossNameTextTeam11	队伍\x0e\x17\0\0・\x0f\x17\0三重元素
BossNameTextMaskedBlackDededeEx	D大王\x0e\x17\0\0・\x0f\x17\0意向 复仇
BossNameTextGalacticknightEx2	围绕渊源的英雄 暗
BossNameTextGalacticknightEx2_2	真 最终决战EX
BossNameTextUnknown	???
BossProfileTextUnknown	?????
BossProfileTextGigantedgeNormal	手中利刃闪耀着太阳的光芒！\n庞大刃登场了！\n躲开他挥舞的巨剑吧！
BossProfileTextBlazeedgeNormal	高举火焰之剑的盔甲士兵\n挡在了猎人队的面前！\n突破试炼探索吧！
BossProfileTextBlazeedgeNormal2	高举火焰之剑的盔甲士兵\n挡在了猎人队的面前！\n同心协力打倒他吧！
BossProfileTextBlazeedgeGod	扑克脸的火焰士兵\n随时随地都全力以赴！\n火气不要那么大啦！
BossProfileTextMisterfrostyNormal	寒冰野兽现身！\n赶在沙丘冻结以前\n打败让人困扰的家伙吧！
BossProfileTextMisterfrostyDemon	沸腾至赤红的灼热熔岩。\n回忆中故乡的纯白细雪。\n怀抱思乡之情……使出冰冻头锤！
BossProfileTextWaterfrostyHard	今天想要去海边玩耍？\n全新版本的寒冰野兽\n绝对能让大家全身湿透！
BossProfileTextWaterfrostyGod	即使来到了云朵的尽头，\n他也在这里戏水！\n碍事的家伙们全部湿透了！
BossProfileTextWhispyflowersNormal	蓊郁深林中的古迹之主。\n从沉睡中苏醒的古老大树\n堵住了去路……！
BossProfileTextWhispyflowersDemon	笼罩夜空的翠绿帷幕……\n古迹之主再度挡住去路！\n击退那巨大的硕果吧！
BossProfileTextVolgeromHard	火山之王现身！\n躲过暴雨般的火焰与岩浆，\n正面迎战试炼探索吧！
BossProfileTextVolgeromHard2	火山之王现身！\n躲过暴雨般的火焰与岩浆，\n正面迎战灼热的巨蛙吧！
BossProfileTextVolgeromDemon	全力以赴的火山之王！\n再怎么令人热血沸腾的战斗\n都不如最后光荣凯旋……！
BossProfileTextVolgeromExSuper	统治火山的王者，\n岩浆界的蛙中蛙\n向猎人队袭来！
BossProfileTextLandiaHard	英勇慈祥的守护神\n突然向王国发起了攻击！\n冷静下来啊……四头龙！
BossProfileTextLandiaDemon	四头的天空守护者\n再次露出锐利的獠牙！\n仔细看清对方的动作，躲避攻击吧！
BossProfileTextLandiaAprAnotherDemon	遭到王冠之力吞噬的\n异世界飞龙……\n为其堕落之翼找回光明吧……！
BossProfileTextLandiaExDemon	再度降临的四头守护神\n解放了真正的力量！\n这是代表决战的试炼探索！
BossProfileTextLandiaExGod	解放了王冠之力的四头龙，\n龙帝亚EX！\n躲过来自四方的攻击吧！
BossProfileTextHelmehornNormal	最初的探索！\n打倒突然开始在海岸肆虐的\n巨大盔角虫吧！
BossProfileTextHelmehornNormal2	性格温和的森林居民盔角虫，\n突然巨大化之后在海岸肆虐！\n到底是谁做出这种事情？
BossProfileTextHelmehornHard	响彻古迹的振翅声！\n要小心应对他那\n自豪巨角的一击！
BossProfileTextHelmehornGod	巨大的尖角划过天际！\n他变得更强以后再度回归！\n躲过来自空中的一击吧！
BossProfileTextGranWaddledeeNormal	沉重的巨大瓦豆鲁迪！\n活用武器长度优势的远程刺击！\n一旦大意，就会被一“刺”解决！
BossProfileTextGranKabuNormal	巨像“大型\x0e\x17\0\0・\x0f\x17\0石像怪”出现了！\n从头顶砸下的巨大落石，\n这一次携手袭来！
BossProfileTextGranHotheadHard	有一就有二，无三不成礼！\n这次加入了超高温的炽热头！\n大块头们前来复仇！
BossProfileTextGranPuruanna	大型队伍再度登场！\n大型\x0e\x17\0\0・\x0f\x17\0噗噜鳗的水流\n向猎人队袭来！
BossProfileTextTaranzaHard	终于找到了魔法师的踪迹！\n挣脱魔法之网，\n让王国恢复和平吧！
BossProfileTextTaranzaDemon	在不同位置间不断传送！\n使用魔法迷惑猎人队！\n抓住机会，将攻击往对方身上倾泻！
BossProfileTextTaranzaSuper	最强级别的傀儡魔法师\n与身经百战的猎人队决战！\n堂堂正正，一决胜负！
BossProfileTextNightmareNormal	只要有骚动的地方，\n一定都会有那个斗篷男的踪影……\n勇闯试炼探索，揭开他的真面目吧！
BossProfileTextNightmareDemon	循着传闻来到了云端……\n觉悟吧！斗篷魔法师！\n在试炼探索中好好教训他！
BossProfileTextNightmareGod	以次元斗篷笼罩夜空，\n用粗糙双手施放强力魔法！\n见识异世界魔法师的真正力量吧！
BossProfileTextNightmareExGod	昔日的野心已经被怒火吞噬，\n心里只剩下恨意的男人\n等待着猎人队到来……
BossProfileTextNightmareExGod_after	复仇的斗篷魔法师\n唤醒了远古英雄！\n银河最强的存在阻碍了去路！
BossProfileTextNightmareExSuper	魔法造诣登峰造极的异世界恶梦！\n为了让众人陷入永眠，\n施展复仇的一击！
BossProfileTextNightmareExUber	伤痕另一侧的独眼闪烁光芒，\n因憎恨而失控的疯狂复仇者！\n他想要的只有……猎人队的命！
BossProfileTextMaskedBlackDededeDemon	斗篷魔法师打破了次元的界线，\n召唤出的敌人……是可怕的黑暗之王！\n守护王国的和平吧！卡比猎人队！
BossProfileTextMaskedBlackDededeGod	再次与黑暗之王相对！\n巨大眼球放出的光束\n将会横扫猎人队！
BossProfileTextMaskedBlackDededeExUber	被唤醒的究极黑暗之王！\n仅有一缕希望之光能够拯救王国，\n那正是卡比猎人队！前往大决战吧！
BossProfileTextZankibbleNormal	白银盔甲现身！\n巨大利刃划破空气！\n识破那蓄力弯刀吧！
BossProfileTextIceZankibbleHard	冰冻的蓝色盔甲以崭新姿态出现！\n寒冰利刃更加锐利，\n以优美的弧形逼近……！
BossProfileTextZankibbleDemon	再度与白银盔甲相遇！\n他掷出的巨大利刃，\n就连幻影都能切断！
BossProfileTextIceZankibbleGod	在草原现身的寒冰盔甲！\n巨大冰刃飞舞于空中，\n将大地冰封！
BossProfileTextKrackoHard	猎人队，千万小心！\n统治天空的云之精灵\n将化身天灾阻碍去路……！
BossProfileTextPoisonKrackoDemon	毒时多云有时有阵雷！\n世上最可怕的气象预报\n让大家的表情乌云密布！
BossProfileTextPoisonKrackoGod	带有剧毒的雷云\n会往地面散布瓦斯！\n仔细观察、躲避、反击！
BossProfileTextPoisonKrackoSuper	倾注于幽静森林的大雨\n化为令人畏惧的剧毒攻击……\n让这使大地腐烂的阴天转晴吧！
BossProfileTextLowperHard	出现在空中的怪异身影……\n似乎是受到这个世界的能量吸引，\n不知道是从何处闯来。
BossProfileTextLowperDemon	来自远方的迷途巨鸟再现！\n飞越次元的翅膀\n能够融入漆黑的暗夜！
BossProfileTextLowperGod	出于对能量的贪婪，\n怪鸟从异世界潜入王国！\n看穿他的动作，将其击退吧！
BossProfileTextBlockyNormal	顽固的家伙出现了！\n注意它的动作与外表相反，\n出乎意料地迅速！
BossProfileTextBlockyHard	顽固的岩块，再度登场！\n在荒凉的岩地不断滚动，\n既重又硬，让人困扰的家伙！
BossProfileTextBlockyGod	还是一样坚硬的家伙！\n会以沉重身体震撼大地……\n躲开它的骰子突进吧！
BossProfileTextSparkBonkersNormal	那个会让争执对象\n通通麻痹的家伙飒爽登场！\n巨大的木槌会带着雷霆一起砸下！
BossProfileTextBonkersHard	缠绕着火焰的强力打击！\n与狂野强者相约\n在沙丘决斗！
BossProfileTextBonkersDemon	在古老之地静静等待……\n与挥舞木槌的狂野斗士\n决一死战！
BossProfileTextSparkBonkersDemon	王国广为人知的恶棍\n变得更加狂暴！\n强大的电力已经让他无人能挡！
BossProfileTextSparkBonkersGod	得到了更加强大的力量，\n电光四射的重锤手！\n躲避闪电，将他打败吧！
BossProfileTextKingsdooNormal	那闪闪发光的圆润大眼\n居然会射出光束！\n眼球型的敌人登场！
BossProfileTextPoisonborosHard	满身毒液的敌人登场！\n不只会到处喷洒冒泡毒液，\n还会不断爬行冲撞！
BossProfileTextPoisonborosGod	不断出现的毒液敌人！\n它的毒液变得更加危险！\n用正义之力进行消毒吧！
BossProfileTextPoisonborosSuper	玷污草原的不肖之徒！\n只是弄得黏答答的也就算了，\n但到处乱吐垃圾可就不能轻饶了！
BossProfileTextFlamegalborosDemon	生于岩浆，长于火山！\n以吐火球当做招呼！\n如果轻易靠近我，可是会烫伤的！
BossProfileTextFlamegalborosGod	奇粗无比的眉毛加上秀丽的眼眸，\n火山出身的热血存在！\n生气时的鼻息也相当粗鲁！
BossProfileTextFlamegalborosSuper	超级别的敌人登场了！\n得到了更强的火力，\n缠绕着烈焰四处肆虐！
BossProfileTextTelepatrisHard	擅长使用奇异力量的\n魔法生物登场了！\n小心来自空中的奇袭！
BossProfileTextTelepatrisDemon	在空中飞舞的奇异敌人再度登场！\n识破从天而降的魔法，\n拿下这场让人热血沸腾的胜利吧！
BossProfileTextTelepatrisGod	轻松飞舞着玩弄对手，\n奇异的空中魔法生物！\n预测动向，躲避魔法！
BossProfileTextSusieDemon	从次元的裂缝降临，\n来自远方的美丽侵略者！\n击退……未知文明的力量吧！
BossProfileTextSusieGod	在空中飞舞的钢铁身躯！\n未知文明的武器\n毫不留情地朝猎人队袭来！
BossProfileTextSusieExGod	美貌与凶猛并存！\n降临大地的异世界侵略者！\n不愧其Pres.之名……
BossProfileTextSusieExSuper	美丽的侵略者再次降临！\n在异空间彷徨后取得更强的力量，\n她到底希望用这股力量得到什么呢……
BossProfileTextIcedragonHard	从那庞然巨躯吐出的暴风雪\n甚至能够冻结草木！\n讨伐寒冰之龙吧！
BossProfileTextIcedragonDemon	为什么我会在这里……\n暴风雪之龙\n对着晴朗的天空长吼……！
BossProfileTextIcedragonDemon2	寒气逼人的夜晚沙丘\n令其变得更加寒冷的是冰之气息！\n在冻成冰棍之前打倒他吧！
BossProfileTextThunderdragonHard	漆黑的眼眸与电流攻击！\n缠绕在身上的不是寒冰而是电气，\n他的名字叫做电龙！
BossProfileTextThunderdragonDemon	古迹的居民全都逃跑了！\n那麻麻的电流攻击让人无法忍受！\n赶走放电之龙吧！
BossProfileTextThunderdragonGod	他召唤的雷霆\n将会袭向所有敌对者！\n当他坐地后要小心空中！
BossProfileTextThunderdragonSuper	召唤闪电的飞龙再度登场！\n储存在背鳍的百万伏特，\n通过摆动尾巴四处飞散！\n
BossProfileTextTeamBigins	捣蛋鬼们组成了队伍！\n用眼球光束打招呼，\n接着使出寒冰般的头锤！
BossProfileTextTeamHardbodies	擅长突击的麻烦对手\n这次组成队伍袭来！\n要先躲开再从背后攻击！
BossProfileTextTeamCutinhalf	我从左到右，一刀两半！\n我从上到下，一刀两半！\n我们是——队伍\x0e\x17\0\0・\x0f\x17\0一刀两半！
BossProfileTextTeamRockhummers	碰！咚！低沉的声响不输浪潮声，\n在四周不断回荡！\n沉重的那些家伙组成队伍登场！
BossProfileTextTeamFridges	冰冻利刃与冷冻吐息组成强大的队伍！\n连灵魂都会为之冻结——\n队伍\x0e\x17\0\0・\x0f\x17\0冷若冰霜！
BossProfileTextTeamTriplets	眼球、巨角，还有黏糊糊的身体！\n是相当难以对付的3个对手！\n为什么会组队呢？三人组的原因是……
BossProfileTextTeamSwordstorms	盔甲士兵唤来了雷云！\n斩断一切的利刃\n与狂风暴雨发起双重攻击！
BossProfileTextTeamTripleAirs	魔法、异世界，还有糟糕的天气！\n非常棘手的空中三人组\n躲过来自空中的攻击吧！
BossProfileTextTeamTwinhips	不停摇摆的两个屁屁！\n既软嫩又美丽的二人组\n为你献上冰雪与急流的庆典骚动！
BossProfileTextTeamTripleDragons	集结于超级别的3条龙！\n响彻沙丘的咆哮\n就是宣告激战开始的号角！
BossProfileTextTeamTripleElements	利刃与锤子的攻击！\n火、雷、冰……3种属性齐聚，\n最强队伍在此成立！
BossProfileTextGalacticknightGod	复仇的斗篷魔法师\n唤醒了远古英雄！\n银河最强的存在阻碍了去路！
BossProfileTextGalacticknightSuper	远古英雄，银河最强的战士！\n猎人队，无须畏惧！\n展现你们4人的力量吧！
BossProfileTextGalacticknightExGod	围绕渊源的英雄再度降临！\n勇敢面对这场赌上世界命运的战斗吧！\n超级卡比猎人队！
BossProfileTextGalacticknightEx2Uber	失去光明，染上黑暗的远古英雄……！\n出发吧！超级卡比猎人队！\n为这不断轮回的战斗画下终止符！
JobBtnNameText1	英雄利剑
JobBtnNameText2	魔法光束
JobBtnNameText3	重锤子
JobBtnNameText4	治愈医生
JobNameText1	英雄利剑
JobNameText2	魔法光束
JobNameText3	重锤子
JobNameText4	治愈医生
JobDescriptionText1	{c[ff4b32]}攻守兼备{c[000000]}的剑士！\n在灵巧进攻的同时\n用手中的{c[ff4b32]}英雄盾\n{c[000000]}守护大家吧！
JobDescriptionText2	能{c[ff4b32]}让时间停止{c[000000]}的魔法师！\n与敌人拉开距离，\n让{c[ff4b32]}时间光束{c[000000]}不断命中，\n制造攻击的机会！
JobDescriptionText3	拥有{c[ff4b32]}最强力量{c[000000]}的重战士！\n虽然速度比较慢，\n但是{c[ff4b32]}鬼杀火焰锤{c[000000]}\n拥有极高的攻击力！
JobDescriptionText4	{c[ff4b32]}辅助回复{c[000000]}的学士！\n能够用{c[ff4b32]}治愈地带{c[000000]}\n来协助同伴，\n并且连续使出各种攻击！
JobLevelText	等级
JobTotalExpText	经验值
JobParamHpText	体力
JobParamAtkText	攻击
JobParamCureText	回复
JobParamMeteorText	好友陨石
JobTotalExpValueText	\x0e\x02\x01\0
JobNextExpValueText	\x0e\x02\x01\0
JobNextLevelExpText	NEXT
JobNextLevelExpFullText	MAX！
MemberCheckDecideBtnText	出击
MemberCheckClientDecideBtnText	准备OK！
MemberCheckClientDecideBtnText2	等待出击
MemberBtnLevelText	等级
ConfirmDialogYesBtnText	是
ConfirmDialogNoBtnText	否
ConfirmDialogWindowText	即将{c[dc000d]}出击{c[000000]}进行探索。\n确定吗？
TitleSingleBtnText	故事\n{s[080]}探索{s[100]}
TitleMultiBtnText	热闹\n{s[080]}探索{s[100]}
WaiwaiBtnInetText	{s[100]}线上{s[100]}\n{s[080]}广场{s[100]}
WaiwaiBtnLocalText	本地\n{s[080]}联机{s[100]}
WaiwaiBtnSingleText	单人\n{s[080]}游玩{s[100]}
InetBtnOmakaseText	委托\n{s[080]}配对{s[100]}
InetBtnErandeText	选择\n{s[080]}配对{s[100]}
InetBtnFriendText	好友\n{s[080]}配对{s[100]}
TipsNowLoadingText	正在读取……
TipsSword1HeaderText	英雄利剑的必杀技
TipsSword1BodyText	长按\x0e\x04\x06\x022\0施展{c[ffde00]}回旋斩{c[000000]}！\n最多可3段蓄力！
TipsHammer1HeaderText	重锤子的必杀技
TipsHammer1BodyText	\x0e\x04\x17\x02Ä\0+长按\x0e\x04\x06\x022\0施展{c[ffde00]}鬼杀火焰锤{c[000000]}！\n最多可3段蓄力！
TipsDoctor1HeaderText	治愈医生的必杀技
TipsDoctor1BodyText	长按\x0e\x04\x06\x022\0创造出治愈伤口的{c[ffde00]}治愈地带{c[000000]}！\n最多可3段蓄力！
TipsBeam1HeaderText	魔法光束的必杀技
TipsBeam1BodyText	长按\x0e\x04\x06\x022\0发射让敌人动作停滞的{c[ffde00]}时间光束{c[000000]}！\n最多可3段蓄力！
TipsSword2HeaderText	英雄利剑的盾
TipsSword2BodyText	以\x0e\x04\t\x02`\0/\x0e\x04\n\x02a\0举起{c[ffde00]}英雄盾{c[000000]}！\n制造防护罩，保护同伴吧！
TipsHammer2HeaderText	最强的鬼杀火焰锤
TipsHammer2BodyText	已达最大蓄力阶段的{c[ffde00]}鬼杀火焰锤{c[000000]}\n拥有全职业当中{c[ffde00]}最高的攻击力{c[000000]}！
TipsDoctor2HeaderText	善用科学研究所
TipsDoctor2BodyText	\x0e\x04\x15\x02Â\0+超长按\x0e\x04\x06\x022\0就能使出{c[ffde00]}科学研究所{c[000000]}，\n只要命中就能造成巨大伤害！
TipsBeam2HeaderText	魔法光束与空中的敌人
TipsBeam2BodyText	{c[ffde00]}在空中飞舞的敌人{c[000000]}比起其他敌人\n更容易动作停滞，大约{c[ffde00]}1.5倍{c[000000]}！
TipsLithographHeaderText	取得石板吧
TipsLithographBodyText	不断攻击敌人，\n大家一起{c[ffde00]}收集石板{c[000000]}吧！
TipsMeteorHeaderText	协力技 好友陨石
TipsMeteorBodyText	收集所有石板，发动{c[ffde00]}好友陨石{c[000000]}！\n大家一起同心协力，造成巨大伤害吧！
TipsReviveHeaderText	复活的咒文
TipsReviveBodyText	跑到倒下的同伴附近，\n按\x0e\x04\x07\x023\0使对方{c[ffde00]}复活{c[000000]}！
TipsRevive2HeaderText	如果反复施展复活的话
TipsRevive2BodyText	每次{c[ffde00]}复活{c[000000]}倒下的{c[ffde00]}同伴{c[000000]}所需的时间\n就会变得{c[ffde00]}更长{c[000000]}！
TipsMotivationHeaderText	回复干劲
TipsMotivationBodyText	{c[ffde00]}干劲{c[000000]}会随时间经过而{c[ffde00]}回复{c[000000]}！\n如果吃下{c[ffde00]}苹果宝石{c[000000]}的话，就能立刻回复！
TipsTimeUpHeaderText	时间耗尽
TipsTimeUpBodyText	即使{c[ffde00]}时间耗尽{c[000000]}，只要使用{c[ffde00]}苹果宝石{c[000000]}\n就能增加时间，继续战斗！
TipsGameOverHeaderText	游戏结束
