CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	亲爱的……\n艾多……！艾多娜……
C07_EV3040_00180_GIRL	他长得……跟我珍视的人很像。
C07_EV3040_00190_BAYO	那男人虽然脑袋少根筋，不知分寸，\n还总是遇上麻烦事……
C07_EV3040_00200_BAYO	但他运气不赖，每次都能好好回来……\n所以你就别担心了。
C07_EV3040_00210_BAYO	不过……
C07_EV3040_00220_BAYO	要是他这次无法平安回来，\n不管是地狱还是天国，我都会让你去找他的。
C07_EV3040_00230_BAYO	小猫咪，听明白了？
C07_EV3040_00240_GIRL	嗯，我知道了……
C07_EV3040_00242_GIRL	我明白了！
C07_EV3040_00244_GIRL	哇！
C07_EV3040_00250_BAYO	很好。
C07_EV3040_00252_BAYO	好了，快去吧。
C07_EV3040_00254_GIRL	我叫薇欧拉。
C07_EV3040_00256_GIRL	给我记好了！
CHAPTER/chapter07_ta
C07_TA0300_00010_GIRL	他在哪……应该不远了……！
C07_TA0310_00010_GIRL	这扇门是怎么回事，坏掉了？
C07_TA3010_00010_GIRL	哇！等一下！
C07_TA0210_00010_GIRL	小柴猫，快回来！
C07_TA0210_00020_GIRL	不行啊……\n距离太远魔力传不过去吗？
C07_TA0010_00010_GIRL	小柴猫，你在哪！
C07_TA0040_00010_GIRL	好热……好想喝冰凉的柠檬水……\n不，就算不冰的也行，谁来给我点喝的……！
C07_TA0050_00010_GIRL	到哪都是沙子、沙子、沙子……\n小柴猫到底去哪了啊。
C07_TA0220_00010_GIRL	小柴猫，你去哪儿了啊……
C07_TA0230_00010_GIRL	太热了……眼前一片模糊……
C07_TA0240_00010_GIRL	不行……我的腿……动不了……
C07_TA0400_00010_GIRL	水……给我水……
C07_TA0090_00010_GIRL	那头混蛋狼到底在哪啊……！
C07_TA0100_00010_GIRL	路卡，你可不能出事……！
C07_TA0150_00010_GIRL	好像一条河啊……\n这就是大自然的鬼斧神工吗？
C07_TA0170_00010_GIRL	速度好快。\n糟了，得赶快去岩石上……！
C07_TA0180_00010_GIRL	该死，我动不了……！\n要被……吸进去了……！
C07_TA0500_00010_GIRL	路卡，你在开什么玩笑啊！\n万圣节还早着呢！
C07_TA0520_00010_GIRL	喂，你快醒醒啊！
C07_TA0190_00010_GIRL	该死，他在哪！？我什么也看不见！
CHAPTER/chapter08_ev
C08_EV3050_00010_BETJ	到此为止！
C08_EV3050_00020_BET3	你不能……一个人去……
C08_EV3050_00030_BETJ	这是对我发起的挑战。\n我去做个了结，马上就回来。
C08_EV3050_00040_BETJ	公主，下次再见了。
C08_EV3055_00010_BAEL	拥有与公主相同容貌的强大魔女啊……\n我看中了你的力量，有事相求。
C08_EV3055_00020_BAEL	请你拯救我们的主人。
C08_EV3055_00030_BAYO	我就是为此而来的。\n而且我本来就想尝试拯救公主。
C08_EV3055_00040_BAEL	强大的魔女，感谢你的帮助。\n请允许我为你献上一曲——
C08_EV3055_00050_BAYO	之后再唱吧。\n现在还是快走吧！
C08_EVa32f_00010_BAYO	呵呵，真厉害……不过，吃那种东西不要紧吗？
C08_EVa32f_00020_BAYO	喂，不是吧！？
C08_EVa32f_00030_BAEL	不……\n主人的力量……似乎正在衰退。
C08_EVa32f_00040_BAEL	但并不是完全失去力量……现在应该还能……\n之后就……麻烦你了……
C08_EVa32f_00050_BAYO	贞德……要乖乖等我哦。
CHAPTER/chapter08_ta
C08_TA0050_00010_BAYO	对青蛙来说，这里就像是绿洲吧。
C08_TA2010_00010_BETJ	公主，您不能跟过来！
C08_TA2010_00020_BAYO	那是……贞德？\n“公主”？你在说什么啊？
C08_TA0075_00010_BETJ	接下来的事请交给我，您还是回去吧！
C08_TA0078_00010_BAYO	特地准备这无聊的戏码，真劳你费心了。
C08_TA0200_00010_BETJ	我应该已经说过了，别跟过来。
C08_TA0200_00020_BAYO	你这么说，我反而更想跟来了呢。
C08_TA0200_00030_BETJ	唉，您可真是……真是拿您没办法。
C08_TA0200_00040_BETJ	那我只能用武力阻止您了。\n接招吧！
C08_TA0080_00010_BAYO	收拾完这边，那边的又会再生。\n可真麻烦啊。
C08_TA0090_00010_BAYO	要是能下一场毒雨，应该能让它们全部枯萎掉。
C08_TA0130_00010_BAYO	怎么变得这么僵硬，\n稍微放松点也没关系哦。
CHAPTER/chapter09_ev
C09_EVa360_00010_BAYO	好了，终于到了。
C09_EV3060_00030_BET3	贞德总是说……\n我的弱点是缺乏决心。
C09_EV3060_00040_BET3	这就是我的决心。
C09_EV3060_00060_BET3	贞德，我这就来。
C09_EV3065_00020_BAYO	就靠你的翅膀跟钩爪了。
C09_EVa38f_00010_BAYO	这下总算集齐四个了……真费劲。
C09_EVa38f_00020_BAYO	唉，要是这样还失败，\n那个小姑娘该怎么补偿我呢。
C09_EVa38f_00030_BAYO	也不知道她有没有跟好路卡？
C09_EVa38f_00040_BAYO	哎呀，讨厌，我这是怎么了……\n脑子里想的全是那只小猫咪……
C09_EVa38f_00050_BAYO	果然没法就这么回去呢。
C09_EV3070_00010_BS3A	找到宝藏了吗？
C09_EV3070_00020_BS3A	不过人一旦被欲望蒙蔽双眼，便会自取灭亡……
C09_EV3070_00030_BETJ	公主！？
C09_EV3070_00035_BETJ	该死，这种东西可阻挡不了我！
C09_EV3070_00040_BAYO	贞德，你冷静点，我不是你的公主。\n不过我答应了你的朋友，所以现在是来帮助你的。
C09_EV3070_00050_BS3B	为了他人奋不顾身。
C09_EV3070_00060_BS3B	你们的眼界实在太窄了。
C09_EV3070_00070_BS3A	那正是你们的弱点。
C09_EV3070_00080_BAYO	你就是爱说这种话才会没朋友的。\n不是吗？
C09_EV3070_00090_BETJ	没错，我们才不陪你演这种无聊的闹剧！
C09_EV3070_00100_BS3B	这可不行，统治者·夏娃。
C09_EV3070_00105_BS3A	你必须陪我到最后。
C09_EV3070_00110_BOS3	为了切实毁灭这个世界。
C09_EV3080_00020_BAYO	贞德！！
C09_EV3080_00030_BETJ	别管我。
C09_EV3080_00040_BETJ	快解决掉这家伙！连我……一起刺穿吧！快！
C09_EV3080_00050_BETJ	快啊！拜托你了……
C09_EV3080_00060_BET3	对不起……都怪我太弱了。
C09_EV3080_00070_BETJ	不，瑟蕾莎……\n您变强了……
C09_EV3080_00080_BET3	我已经不是过去的那个我了。
C09_EV3080_00090_BET3	贞德，你好好看着吧，\n我不会再……输给自己了！
C09_EV3085_00010_BOS3	哦……？\n统治者·夏娃消失之后，这个世界理应会随之消失……
C09_EV3085_00020_BOS3	简直像是世界在犹豫是否要崩坏一样。
C09_EV3085_00030_BOS3	难道说……新的统治者·夏娃诞生了？
C09_EV3085_00010_BAYO	朵·欧·亚·蓓优妮塔
C09_EV3085_00020_BAYO	尼拉·达·康榭拉·奥德·阿纳纳埃尔
C09_EV3085_00030_BAYO	玛普里克·洛尔·米卡欧力·伊亚尔彭·伊尔斯
C09_EV3085_00035_BAYO	法芬·尼斯
C09_EV3085_00050_SPHA	主人，听好了！\n这灼热的躯体撑不了多久！！
C09_EV3090_00010_SPHA	这灼烧全身的无限炙热……已经无法控制了！
C09_EV3090_00020_BOS3	新的统治者·夏娃，真令人吃惊。\n没想到你竟有如此强大的力量。
C09_EV3090_00030_BET3	贞德……你看到了吧？
C09_EV3090_00035_BET3	我没有输。
CHAPTER/chapter09_ta
C09_TA0012_00010_BAYO	这就是所谓的“欲速则不达”么？\n虽然这不是我的风格，但也没办法了。
C09_TA0015_00010_NARR	统治者·夏娃·原型，欢迎你。\n这趟旅行一路上还愉快吗？
C09_TA0015_00020_BAYO	没我想的那么愉快。
C09_TA0015_00030_BAYO	之后会更有趣些吗？
C09_TA0025_00010_BAYO	这里充满着魔界瘴气……\n居然还有这种地方啊。
C09_TA0026_00010_BAYO	吓我一跳，这里竟然有魔界的孩子们啊？
C09_TA0060_00010_BAYO	一个接一个真是没完没了。\n让敌人见识见识你那双翅膀的厉害吧。
C09_TA0070_00010_BAYO	偶尔绕绕远路也不错。
C09_TA0100_00010_BAYO	转不动的风车连个装饰都不如。
C09_TA0105_00010_BAYO	咦？\n原来不会一直转动啊。
C09_TA0130_00010_BAYO	如果能像吊车一样把那个重物吊起来移动，\n应该就能保持平衡了。
C09_TA0170_00010_BAYO	这些藏品真不错……\n这里的主人跟恩佐应该合得来。
C09_TA0200_00010_BAYO	等等，这边会不会有点超载了？
C09_TA0210_00010_BAYO	这边往下沉了，跟我的体重可没关系哦！
C09_TA0220_00010_BAYO	这边要是升太高，那边就会很危险。\n真麻烦啊。
C09_TA0300_00010_BET3	尝尝它的厉害！
C09_TA0310_00010_BET3	我要为贞德报仇……！
C09_TA0320_00010_BET3	攻击不起作用……那是结界吗？
C09_TA0330_00010_BET3	又是结界？\n灼热缠身的魔物啊，拜托你了！
C09_TA0340_00010_SPHA	那是结界吗！？\n竟然挡下了我的攻击！
C09_TA0350_00010_SPHA	又是结界！\n御风者，拜托你了！
C09_TA0360_00010_SPHA	御风者，现在可不是磨蹭的时候！
C09_TA0370_00010_SPHA	御风者，快点！\n我这身体坚持不了多久！
C09_TA0380_00010_SPHA	撑不下去了吗！\n没想到这具身体也有被火焰灼烧的时候……
CHAPTER/chapter10_ev
C10_EV4015_00010_GIRL	怎、怎么回事啊！？
C10_EV4015_00020_GIRL	这到底是……？
C10_EV4015_00030_GIRL	路卡！
C10_EV4020_00010_KING	女人，你和那个男人是从同一个世界来的吗？
C10_EV4020_00020_GIRL	路卡……？
C10_EV4020_00030_KING	路卡……这就是那个男人的名字么。
C10_EV4020_00040_KING	我是莱卡翁。
C10_EV4020_00050_GIRL	这是什么地方？\n路卡人在哪里？
C10_EV4020_00060_KING	他已经不在了。
C10_EV4020_00070_KING	那个男人大概是平行世界中的我。
C10_EV4020_00080_KING	他与我互相吸引，跨越世界的障壁，\n终于在这里相逢了。
C10_EV4020_00090_GIRL	互相吸引……？\n那我为什么会在这里……？
C10_EV4020_00100_KING	可能你和我们也有着某些很深的渊源吧。
C10_EV4020_00110_KING	比如血缘。\n兄妹……又或者是——
C10_EV4020_00120_KING	你……曾经，在某个地方——
C10_EV4020_00130_KING	那个声音……在呼唤我……
C10_EV4020_00140_GIRL	等一下，你在说什么？等一下啊！
C10_EV4030_00010_WOLF	小妹妹……？快离我……远点……！
C10_EV4040_00010_GIRL	路卡！拜托了……别这样！\n我不想伤害你……
C10_EV4040_00020_GIRL	即使我们身处不同的世界，你也应该能明白，对吧？
C10_EV4040_00030_GIRL	我……我就是你的……！
CHAPTER/chapter10_ta
C10_TA0010_00010_GIRL	那道光是怎么回事？
C10_TA0010_00020_GIRL	总感觉它在呼唤我，真不可思议……
C10_TA0030_00010_GIRL	看样子非常不稳定啊……
C10_TA0030_00020_GIRL	说不定待在这里也很危险，\n得赶快离开……
C10_TA0045_00010_GIRL	路卡在这里？
C10_TA0060_00010_WOLF	别过来！
C10_TA0060_00020_WOLF	那个声音……还在我的脑子里……！
C10_TA0060_00030_GIRL	声音……？\n谁的声音……？
C10_TA0060_00040_WOLF	我的……是我的声音……！
C10_TA0060_00050_WOLF	从小时候起……我的身体里……还有另一个我……！
C10_TA0060_00060_GIRL	我自己的……声音……？这难道是……
C10_TA0060_00070_WOLF	可是……这真的……是我……吗……？
C10_TA0060_00080_WOLF	这就是……真相……？
CHAPTER/chapter11_ev
C11_EV4050_00010_BAYO	小猫咪……
C11_EV4060_00010_BET4	我看到了，那个就是这次的目标。
C11_EV4060_00020_ROSA	二世，检查一下安保——
C11_EV4060_00030_ENZ4	哈哈哈，束手就擒吧，怪盗暗影一世！\n这次一定要逮捕你！
C11_EV4060_00040_ROSA	哎呀，你好。\n恩佐探长。
C11_EV4060_00050_ENZ4	什么“你好”啊。\n我今天非要逮捕你不可！
C11_EV4060_00060_BET4	一世，不好了。\n现在可没空搭理这种家伙！
C11_EV4060_00070_ENZ4	你说什么？\n我连你也一起逮捕！
C11_EV4060_00080_ROSA	赶紧追。\n不能把那个交给那些家伙！
C11_EV4060_00090_ENZ4	给、给我站住！\n要是事情干不完，我会被老婆骂的啊！
C11_EV4060_00100_BET4	妈妈和齿轮就交给你了！！
C11_EV4065_00010_BAYO	妈妈……
C11_EV4065_00020_BAYO	是让我跟过去吗……？\n好吧，那就走吧。
C11_EV4070_00010_BAYO	妈妈！
C11_EV4070_00020_BAYO	竟敢这么对她……！
C11_EV4076_00010_ENZ4	可恶！\n你们竟然在天上飞，太卑鄙了吧！
C11_EV4076_00020_BAYO	接下来就交给我吧！
C11_EV4076_00030_ENZ4	你说什么！？\n我要把你也逮捕了！绝对不会让你逃走！
C11_EV4076_00040_BAYO	唉……干劲十足的恩佐可真是个麻烦。
C11_EV4080_00005_BAYO	妈妈……
C11_EV4080_00010_ROSA	你就连着我……一起刺穿这可恨的怪物吧！
C11_EV4080_00015_ROSA	快点！
C11_EV4080_00020_ROSA	干得好……瑟蕾莎……
C11_EV4080_00030_BAYO	这到底是怎么回事……
CHAPTER/chapter11_ta
C11_TA0010_00010_BAYO	这里也不知道能维持多久。\n得赶紧找齿轮才行。
C11_TA0020_00010_BAYO	那是……？
C11_TA0030_00010_BAYO	真是不识趣啊。\n别来打扰我！
C11_TA0100_00010_ENZ4	今天一定要逮捕你！怪盗暗影一世！
C11_TA0110_00010_ENZ4	喂！来人啊！\n快去拿火箭炮，把那家伙打下来！
C11_TA0120_00010_ENZ4	别跑——怪盗暗影一世！！
C11_TA0120_00020_ENZ4	我恩佐要亲手把你绳之以法——
C11_TA0105_00010_FSL6	全员听令。\n我们收到报告，称受到了友军的攻击。
C11_TA0105_00020_FSL6	具体原因不明，友军好像受到了操控。
C11_TA0105_00025_FSL6	还有报告称，被操控的人数还在增加。
C11_TA0105_00030_FSL6	现在无法掌握具体情况，继续作战太过危险。\n意识清醒的人即刻撤退到郊外。
C11_TA0100_00010_FSL1	请回答！请回答！不管是谁，来个人回答我一下啊！\n可恶，居然全灭了……
C11_TA0110_00010_FSL2	总部！能听见吗！我们的攻击完全无效。\n那些家伙到底是什么……
C11_TA0110_00020_FSL2	快回答我啊！总部！我们到底该怎么办。\n指示！请给我们指示！
CHAPTER/chapter12_ev
C12_EV4090_00010_BAYO	等一下，你要干什么？
C12_EV4090_00020_BET4	哎呀，只是打个招呼罢了。
C12_EV4090_00030_BET4	我这就让你见识一下什么叫地狱。
C12_EV4100_00010_BAYO	趴下！
C12_EV4100_00040_BOS4	无法控制感情，逐渐迷失自我……
C12_EV4100_00050_BOS4	想要谋害目光狭窄的人，简直轻而易举。
C12_EV4100_00060_BET4	是谁！？
C12_EV4100_00070_BOS4	就由我来好好使用这个身体吧。
C12_EV4100_00080_BOS4	来吧，统治者·夏娃·原型。\n你想让这个女人怎么样呢？
C12_EV4100_00090_BAYO	朵·欧·亚·蓓优妮塔
C12_EV4100_00100_BAYO	尼拉·达·康榭拉·奥德·阿纳纳埃尔
C12_EV4100_00110_BAYO	法芬·赞维·法芬·尼斯
C12_EV4100_00120_BAYO	布利欧·希·帕拉迪斯
C12_EV4100_00130_SBAE	你好啊，我的主人。\n这里就是舞台吗？
C12_EV4100_00140_SBAE	哇……有这么多观众。\n我现在就立刻高歌一曲吧。
C12_EV4110_00010_BAYO	祝愿你和妈妈可以相遇。
C12_EV4110_00020_FIXR	呵呵……你之前不是笑得游刃有余吗？怎么不笑了？没事吧？
C12_EV4110_00030_FIXR	我倒是没什么兴趣捉弄弱者，\n可看着你狼狈的样子好像也不错。
C12_EV4110_00040_FIXR	不必慌张，\n因为事情已经注定了。
C12_EV4110_00050_FIXR	如你所愿，你很快就能亲眼目睹了。
C12_EV4110_00060_FIXR	很快哦……
C12_EV4110_00070_BAYO	这愚蠢的旅行也快到结束的时候了。
C12_EV4110_00080_BAYO	很快哦……
CHAPTER/chapter12_ta
C10_TA0020_00010_BAYO	居然把无辜的人牵扯进来……\n不可饶恕。
C12_TA0120_00010_FSL3	开枪！开枪！！\n要是停止攻击，我们马上就会被干掉的！！
C12_TA0130_00010_FSL4	呜！快停下！你们不认识我们了吗！
C12_TA0130_00020_FSL4	怎么办，\n我没法向自己的同伴开枪啊。
C12_TA0130_00030_FSL4	快停下！别再靠近了……\n别过来！！
C12_TA0130_00040_FSL4	不行了，可恶！呜哇！呜、呜啊——
C12_TA0140_00010_FSL5	总部、总部！\n敌人的飞行单位正在追击我们。
C12_TA0140_00020_FSL5	可恶，别过来！！\n呜哇！住、住手啊——
C12_TA0140_00030_FSL5	
C10_TA0030_00010_BAYO	这场面也太荒唐了……\n我得赶紧阻止这一切才行！
C10_TA0030_00020_BAYO	希望他们的灵魂至少能得到安息吧。
C12_TA0200_00010_BAYO	等等，你是不是弄错对象了？
C12_TA0200_00020_BET4	弄错？\n你什么时候觉得自己弄错过？
C12_TA0210_00010_BET4	一世……不，妈妈受的伤到底有多重，\n我现在就让你切身体会一下吧。
C12_TA0220_00010_BET4	哪怕你摇尾乞怜，\n我也会毫不犹豫地杀了你！
CHAPTER/chapter13_ev
C13_EV5020_00010_JANN	博士，我来跟你介绍一下。\n这是我的朋友，瑟蕾莎。
C13_EV5020_00020_JANN	瑟蕾莎，这位是西格鲁兹博士，我的好友。\n他可是千里迢迢来到这里的。
C13_EV5020_00030_DOCT	瑟蕾莎，你好。
C13_EV5020_00040_DOCT	我从朋友那里听说了很多你的事。
C13_EV5020_00050_BAYO	你好。\n希望你听说的不是那种不太好的传闻。
C13_EV5020_00060_BAYO	她总爱在看中的男人面前表现自己。
C13_EV5020_00070_JANN	你、你说什么呢！
C13_EV5020_00080_DOCT	虽然我也很想说两句，但还是别闲聊了。\n你们带我来这里的目的只有一个。
C13_EV5020_00090_DOCT	那就是打开前往阿尔法宇宙的入口，没错吧。
C13_EV5020_00100_BAYO	是的。
C13_EV5020_00110_BAYO	因为我跟一个无聊的男人做了个无聊的约定。
C13_EV5020_00120_JANN	辛裘拉利提……
C13_EV5020_00130_JANN	他藏在阿尔法宇宙里，\n我必须干掉他，阻止世界瓦解。
C13_EV5020_00140_JANN	这样一切就结束了！
C13_EV5020_00150_DOCT	那么瑟蕾莎，你带了该带的东西吧？
C13_EV5020_00160_DOCT	来，跟我一起到祭坛前面。　
C13_EV5020_00170_DOCT	退后。
C13_EV5020_00180_DOCT	瑟蕾莎，你把混沌的齿轮放在指定的位置。
