CHAPTER/chapter01_ev
C01_EV1000_00010_ENZO	カカア…\nエド…！ エドナ…
C07_EV3020_00040_GIRL	奴らは片付けた
C07_EV3020_00050_GIRL	怪我はないか？ 立てる…？
C07_EV3020_00070_LUKA	近寄るな！
C07_EV3020_00080_LUKA	くそっ…なんだ…頭が割れそうだ……
C07_EV3020_00090_LUKA	また…あの声が…！
C07_EV3020_00100_GIRL	声…？
C07_EV3020_00110_LUKA	俺の頭の中で…俺に…真実を…見ろ…と…！
C07_EV3020_00120_LUKA	真実…真実は…ひとつ…！
C07_EV3020_00130_GIRL	ルカ…？
C07_EV3020_00140_GIRL	そんな…！？
C07_EV3020_00150_GIRL	ウソだ…ありえない…
C07_EV3030_00010_GIRL	ヤバい、目が…！
C07_EV3040_00010_BAYO	こんなところで赤ずきんちゃんをいじめてたのね…\nオオカミさん
C07_EV3040_00020_GIRL	待ってくれ！！
C07_EV3040_00030_BAYO	ちょっとキティ 何のつもり？
C07_EV3040_00040_GIRL	ダメだ！\nあいつは あいつの正体は…！
C07_EV3040_00050_BAYO	まさか…？
C07_EV3040_00060_GIRL	たぶんマルチバースの消滅が進んで\n残る世界に影響が出始めたんだ
C07_EV3040_00070_GIRL	だからあんな姿に…
C07_EV3040_00080_GIRL	ちょっと待ってくれ！
C07_EV3040_00090_GIRL	アルファ・バースに行って シンギュラリティをぶっ飛ばせば\n何とかなるはずなんだ！！
C07_EV3040_00100_BAYO	あてにならないわ\nそれにこれ ―
C07_EV3040_00105_BAYO	― 集まったのは、まだ三つだけなのよ
C07_EV3040_00110_GIRL	私に任せてくれ！
C07_EV3040_00120_BAYO	あんたに？ 冗談でしょ
C07_EV3040_00130_GIRL	頼む！
C07_EV3040_00140_GIRL	混沌の歯車はあんたじゃなきゃ見つけられないし
C07_EV3040_00150_GIRL	それに、あいつは…
C07_EV3040_00160_BAYO	「あいつ」は？
C07_EV3040_00170_GIRL	私の……
C07_EV3040_00180_GIRL	大切なひとに…似てるんだ
C07_EV3040_00190_BAYO	あの男はね いい加減で 間が抜けてて\nいつも危ない目にあうんだけれど －
C07_EV3040_00200_BAYO	悪運だけは強くて 毎回平気な顔して帰ってくるの…\n心配しても無駄よ
C07_EV3040_00210_BAYO	けれど…
C07_EV3040_00220_BAYO	彼がもし無事に戻らなかったら\n地獄でも天国でも迎えに行ってもらうわよ
C07_EV3040_00230_BAYO	いい？ キティ
C07_EV3040_00240_GIRL	あぁ 分かったよ…
C07_EV3040_00242_GIRL	分かりました！
C07_EV3040_00244_GIRL	うわっ と
C07_EV3040_00250_BAYO	いい返事ね
C07_EV3040_00252_BAYO	さ 行きなさい
C07_EV3040_00254_GIRL	私の名前はヴィオラだ
C07_EV3040_00256_GIRL	覚えとけ！
CHAPTER/chapter07_ta
C07_TA0300_00010_GIRL	どこだ…近いぞ…！
C07_TA0310_00010_GIRL	なんだ この扉？壊れてやがるのか
C07_TA3010_00010_GIRL	 うわっ！ちょっと待ってくれ！ 
C07_TA0210_00010_GIRL	戻れ チェシャ！
C07_TA0210_00020_GIRL	…やっぱダメか\n魔力が届かないぐらい離れちまったのか？
C07_TA0010_00010_GIRL	チェシャ どこにいるんだ！
C07_TA0040_00010_GIRL	暑い…冷たいレモネード…\nいや 冷たくなくてもいいから 誰か飲み物をくれ…！
C07_TA0050_00010_GIRL	何処まで行っても砂 砂 砂…\nチェシャの奴 一体どこにいるんだ
C07_TA0220_00010_GIRL	どこに行ったんだ チェシャ…
C07_TA0230_00010_GIRL	暑すぎる…目がぼやけてきた…
C07_TA0240_00010_GIRL	ダメ……足が…う…ご……
C07_TA0400_00010_GIRL	…みっ…み…ず……
C07_TA0090_00010_GIRL	オオカミ野郎 どこにいやがる…！
C07_TA0100_00010_GIRL	無事でいてくれ ルカ…！
C07_TA0150_00010_GIRL	まるで川だな\nこれが自然の驚異ってやつか
C07_TA0170_00010_GIRL	すごい速さだ\nまずい 早く岩場に…！
C07_TA0180_00010_GIRL	クソっ ダメだ…！\n引き…込まれ…る…！
C07_TA0500_00010_GIRL	ルカ 何の冗談だよ！\nハロウィンはまだ先だぜ？
C07_TA0520_00010_GIRL	なぁ 正気に戻ってくれ！
C07_TA0190_00010_GIRL	クソっ どこだ！？ 何も見えない！
CHAPTER/chapter08_ev
C08_EV3050_00010_BETJ	そこまでです！
C08_EV3050_00020_BET3	…一人で行っては……だめ…
C08_EV3050_00030_BETJ	この先に呼ばれたのは私です\n決着をつけて直ぐに戻って来ますからね
C08_EV3050_00040_BETJ	また会いましょう、姫。
C08_EV3055_00010_BAEL	…我らが姫の姿を持つ 強き魔女よ\nあなたを見込んでお願いがございます
C08_EV3055_00020_BAEL	どうか 主を助けてくださいませんか
C08_EV3055_00030_BAYO	そのためにここへ来たのよ\n一度お姫さまを助けに行ってみたかったの
C08_EV3055_00040_BAEL	ありがとう 強き魔女よ\nお礼に歌を ―
C08_EV3055_00050_BAYO	後でね\n急ぎましょう！
C08_EVa32f_00010_BAYO	フフ、やるわね…でもあんなの食べて大丈夫？
C08_EVa32f_00020_BAYO	ちょっと、まさか！？
C08_EVa32f_00030_BAEL	……違います\n主の力が……弱まっている…ようです
C08_EVa32f_00040_BAEL	完全に失われたわけでは…今なら……まだ…\nあとは……よろしく…お願い……
C08_EVa32f_00050_BAYO	ジャンヌ…いい子で待ってるのよ
CHAPTER/chapter08_ta
C08_TA0050_00010_BAYO	ここはカエルたちにとってもオアシスのようね
C08_TA2010_00010_BETJ	姫 ついて来てはだめです！
C08_TA2010_00020_BAYO	あれは…ジャンヌ？\n姫って 何を言ってるの？
C08_TA0075_00010_BETJ	この先は私に任せてあなたは戻ってください！
C08_TA0078_00010_BAYO	退屈なアクティビティを どうもありがとう
C08_TA0200_00010_BETJ	来るな と言ったはずです
C08_TA0200_00020_BAYO	来るなと言われると行きたくなっちゃうのよね わたし
C08_TA0200_00030_BETJ	まったく あなたという人は…本当に仕方ありませんね
C08_TA0200_00040_BETJ	ならば 力ずくで止めさせてもらうまで\nお覚悟を！！
C08_TA0080_00010_BAYO	こちらをつぶせば、あちらが再生\n……面倒なやつらね 全く
C08_TA0090_00010_BAYO	毒の雨でも降れば一気に枯れてくれそうだわ
C08_TA0130_00010_BAYO	随分硬くなっちゃって\nもう少しリラックスしても良いのよ
CHAPTER/chapter09_ev
C09_EVa360_00010_BAYO	さぁ いよいよね
C09_EV3060_00030_BET3	ジャンヌによく言われたっけ…\n覚悟が足りない それが弱さだって
C09_EV3060_00040_BET3	これが私の覚悟よ
C09_EV3060_00060_BET3	今行くわ ジャンヌ
C09_EV3065_00020_BAYO	その翼と鉤爪 頼りにしてるわよ
C09_EVa38f_00010_BAYO	これでやっと４つ…手間がかかるわね
C09_EVa38f_00020_BAYO	まったく これで上手くいかなかったら\nあの娘どうしてくれようかしら
C09_EVa38f_00030_BAYO	ルカのことも 上手くやってるかしら？
C09_EVa38f_00040_BAYO	あらやだ 私ったらキティのことばかり考えて…\nふぅ どうしたんだろ……
C09_EVa38f_00050_BAYO	やっぱり素直には帰れないわね
C09_EV3070_00010_BS3A	宝物は見つかったかな？
C09_EV3070_00020_BS3A	だが欲に目が眩むと 人は身を滅ぼす…
C09_EV3070_00030_BETJ	姫！？
C09_EV3070_00035_BETJ	くそっ こんなものすぐに！！
C09_EV3070_00040_BAYO	落ち着いてジャンヌ 私はあなたの姫ではないわ\nでも助けにきたの あなたのお友達と約束したから
C09_EV3070_00050_BS3B	他人のため自らの身を危険に晒す
C09_EV3070_00060_BS3B	君たちはあまりにも狭い世界でものを見ている
C09_EV3070_00070_BS3A	それこそが君たちの弱さなのだ
C09_EV3070_00080_BAYO	そんなこと言ってるから 友達がいないのよ\nねえ？
C09_EV3070_00090_BETJ	まったくだ このつまらない座興に我々を付き合わせるな！
C09_EV3070_00100_BS3B	そうはいかない アーク・イヴ
C09_EV3070_00105_BS3A	君には最後まで付き合ってもらう
C09_EV3070_00110_BOS3	今…滅びを確定させるためにね
C09_EV3080_00020_BAYO	ジャンヌ！！
C09_EV3080_00030_BETJ	私に構うな
C09_EV3080_00040_BETJ	こいつを仕留めるんだ …私ごと 貫け！早く！
C09_EV3080_00050_BETJ	早くしろ…！ お願いだ…
C09_EV3080_00060_BET3	ごめんなさい………私が弱いばっかりに
C09_EV3080_00070_BETJ	…いいえ お強くなられ…ましたね…\nセレッサ…
C09_EV3080_00080_BET3	私は かつての私じゃない
C09_EV3080_00090_BET3	見ていて ジャンヌ\n私はもう二度と…自分に負けないわ！
C09_EV3085_00010_BOS3	おや…？\nアーク・イヴが消滅し 世界の滅びは確定したはずだが ―
C09_EV3085_00020_BOS3	まるで 世界が崩壊を迷っているようだ
C09_EV3085_00030_BOS3	まさか……新たなアーク・イヴが生まれたというのか？
C09_EV3085_00010_BAYO	ドゥー・オ・イアー・ベヨネッタ
C09_EV3085_00020_BAYO	ニラー・ダ・コンシェラー・オッド・アナナエル
C09_EV3085_00030_BAYO	マウプリック・ロール・ミッカオーリー・イーアルポン・イルス
C09_EV3085_00035_BAYO	ファフェン・ニース
C09_EV3085_00050_SPHA	主よ、心してかかられよ！\n灼熱のこの体、持ってあと寸刻だ！！
C09_EV3090_00010_SPHA	この身を焦がす無限の炎熱…最早制御は効かぬ！
C09_EV3090_00020_BOS3	驚いたよ 新たなるアーク・イヴ\n君にこれほどの力があったとはね
C09_EV3090_00030_BET3	ジャンヌ……見てたでしょ？
C09_EV3090_00035_BET3	私は負けなかった
CHAPTER/chapter09_ta
C09_TA0012_00010_BAYO	……急がば回れってこと？\nあんまり好みじゃないんだけど仕方ないわね
C09_TA0015_00010_NARR	ようこそ アーク・イヴ・オリジンよ\nここまでの旅は快適だったかな？
C09_TA0015_00020_BAYO	期待ほどじゃなかったわ
C09_TA0015_00030_BAYO	この先もう少し楽しくなるのかしら？
C09_TA0025_00010_BAYO	ここは魔界の瘴気に満ちている…\nまさか こんな場所があるなんてね
C09_TA0026_00010_BAYO	驚いたわね ここには魔界の子たちまでいるの？
C09_TA0060_00010_BAYO	次から次へとキリが無いわね\nあなたの羽ばたき 見せてあげなさい
C09_TA0070_00010_BAYO	急がば回れ たまにはやってみるもんね
C09_TA0100_00010_BAYO	回っていない風車なんて ただの飾り以下だわ
C09_TA0105_00010_BAYO	…あら？\n回り続けてくれるわけじゃないのね
C09_TA0130_00010_BAYO	あの錘をクレーンみたいに釣り上げて移動できれば\n釣り合わせられそうね
C09_TA0170_00010_BAYO	見事なコレクションね…\nエンツォと趣味が合いそうだわ
C09_TA0200_00010_BAYO	待ってよ こっちはちょっと定員オーバーかしら？
C09_TA0210_00010_BAYO	こっちが下がってるの 私の体重のせいじゃないわよね？
C09_TA0220_00010_BAYO	こっちが上がりすぎると向こうが危ないってわけね\n厄介だわ
C09_TA0300_00010_BET3	この子の力を食らうがいいわ！
C09_TA0310_00010_BET3	ジャンヌの仇…！
C09_TA0320_00010_BET3	攻撃が通じてない…あれは結界か？
C09_TA0330_00010_BET3	また結界…？\n灼熱を纏いし魔の物よ あなたに任せるわ！
C09_TA0340_00010_SPHA	あれは結界か！？\n我が攻撃が遮られるとは…！
C09_TA0350_00010_SPHA	また結界か…！\n風を操りし者よ そちらに任せたぞ！
C09_TA0360_00010_SPHA	風を操りし者よ もたもたしている暇はないぞ！
C09_TA0370_00010_SPHA	風を操りし者よ 急げ！\nこの体 これ以上は持たぬ…！
C09_TA0380_00010_SPHA	もはやこれまでか…！\nまさか この身が炎に焼かれる時が来ようとは…
CHAPTER/chapter10_ev
C10_EV4015_00010_GIRL	ちょっ なに！？
C10_EV4015_00020_GIRL	これって一体……？
C10_EV4015_00030_GIRL	ルカ！
C10_EV4020_00010_KING	女よ お前もあの男と同じ世界から来たのか…？
C10_EV4020_00020_GIRL	ルカ…？
C10_EV4020_00030_KING	…ルカ それがあの男の名か
C10_EV4020_00040_KING	私はリュカオン
C10_EV4020_00050_GIRL	ここはどこなの？\nルカはいまどこに？
C10_EV4020_00060_KING	彼は既に去った
C10_EV4020_00070_KING	恐らく あの男は私の並行体
C10_EV4020_00080_KING	私と引かれ合い 世界を隔てる壁を越えて\nここで相まみえたようだ
C10_EV4020_00090_GIRL	引かれ合った…？\nじゃあ私はなぜここに…？
C10_EV4020_00100_KING	恐らく お前も我々と何か深い繋がりがあるのだろう
C10_EV4020_00110_KING	例えば血の繋がり\n兄妹…あるいは―
C10_EV4020_00120_KING	お前…以前、どこかで ―
C10_EV4020_00130_KING	呼んでいる…あの声が…
C10_EV4020_00140_GIRL	ちょっと どういうこと？待ってよ！
C10_EV4030_00010_WOLF	嬢ちゃん…？俺から…離れろ…！
C10_EV4040_00010_GIRL	ルカ！頼む…やめてくれ！\nあんたを傷つけたくない…
C10_EV4040_00020_GIRL	たとえ住む世界が違っても 分かるだろう なぁ？
C10_EV4040_00030_GIRL	私は……私はあんたの…！
CHAPTER/chapter10_ta
C10_TA0010_00010_GIRL	なんだろう あの光？
C10_TA0010_00020_GIRL	呼ばれているような不思議な感じがする…
C10_TA0030_00010_GIRL	ずいぶん不安定そうだな…
C10_TA0030_00020_GIRL	ここも危ないかもしれない\n早く移動しないと…
C10_TA0045_00010_GIRL	ここにルカが？
C10_TA0060_00010_WOLF	来るな！
C10_TA0060_00020_WOLF	あの声が…またあの声が頭の中に…！
C10_TA0060_00030_GIRL	声…？\n誰の声…？
C10_TA0060_00040_WOLF	俺の…俺の声だ…！
C10_TA0060_00050_WOLF	ガキの頃からずっと…俺の中には、別の俺が…！
C10_TA0060_00060_GIRL	自分の…声…？ まさかそれは…
C10_TA0060_00070_WOLF	だが…これは…俺なの…か…？
C10_TA0060_00080_WOLF	それが…真実…だと…？
CHAPTER/chapter11_ev
C11_EV4050_00010_BAYO	キティ…
C11_EV4060_00010_BET4	あれね 今回のターゲットは
C11_EV4060_00020_ROSA	二世 セキュリティのチェックを ―
C11_EV4060_00030_ENZ4	ぬははっ 観念しろ 怪盗アンブラン一世！\n今度こそ逮捕だ！
C11_EV4060_00040_ROSA	あら ごきげんよう\nエンツォ警部
C11_EV4060_00050_ENZ4	何が「ごきげんよう」だ\n今日こそ絶対に逮捕してやる！
C11_EV4060_00060_BET4	一世 大変よ\nそんな奴相手にしている場合じゃないわ！
C11_EV4060_00070_ENZ4	なにぃ？\n貴様も逮捕だ！
C11_EV4060_00080_ROSA	追うわよ、\nあれを奴らに渡してはならないわ！
C11_EV4060_00090_ENZ4	ま 待ってくれぇ！\n仕事が長引くと またカカァにどやされるんだ！
C11_EV4060_00100_BET4	マミーと歯車をお願い！！
C11_EV4065_00010_BAYO	…マミー
C11_EV4065_00020_BAYO	…一緒に来いって言うの？\nいいわ 行きましょう
C11_EV4070_00010_BAYO	マミー！
C11_EV4070_00020_BAYO	おぞましい真似を…！
C11_EV4076_00010_ENZ4	こらァ！\nお前たち 空を飛ぶなんて卑怯だぞ！
C11_EV4076_00020_BAYO	後は私に任せて！
C11_EV4076_00030_ENZ4	何を言っとる！\n貴様も逮捕だ！ 絶対に逃がさんぞ！
C11_EV4076_00040_BAYO	はぁ…やる気のあるエンツォって 厄介ね
C11_EV4080_00005_BAYO	マミー…
C11_EV4080_00010_ROSA	この…忌々しい化物ごと……私を貫きなさい！
C11_EV4080_00015_ROSA	早く！
C11_EV4080_00020_ROSA	…よくやったわ セレッサ…
C11_EV4080_00030_BAYO	どういうことなの 一体…
CHAPTER/chapter11_ta
