bag.dat
msg_ui_bag_okodukai_00	盘缠
msg_ui_map_01_14	[VAR 0101(0000)]
msg_ui_map_01_15	大量出现的目击报告
msg_ui_map_01_16	[VAR 0100(0000)]
msg_ui_map_01_17	[VAR 0102(0000)]
msg_ui_map_01_18	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_map_01_19	[VAR 01B1(0000)]
msg_ui_map_01_20	主任务
msg_ui_map_01_21	副任务
msg_ui_map_01_22	１２３４５６７８９０１２３４５６７８\n１２３４５６７８９０１２３４５６７８
msg_ui_map_01_23	[VAR 0100(0000)]的遗失物
msg_ui_map_01_24	？？？？？？
msg_ui_map_01_25	[VAR 0103(0000)]
msg_ui_map_01_26	[VAR 010B(0000)]
msg_ui_map_01_27	[VAR 010B(0000)]
msg_ui_map_01_28	
msg_ui_map_01_29	×
msg_ui_map_01_30	[VAR 0202(0000)]
msg_ui_map_01_31	[VAR 0202(0000)]
msg_ui_map_01_32	/
msg_ui_map_01_33	n/a
msg_ui_map_01_34	没有正在导航的任务。
msg_ui_map_01_35	在洗翠地区的各处\n自由地冒险吧。
msg_ui_map_01_36	n/a
msg_ui_map_02_01	n/a
msg_ui_map_02_02	n/a
msg_ui_map_02_03	标记／图章
msg_ui_map_02_04	删除
msg_ui_map_02_05	设置
msg_ui_map_02_06	当前所在地
msg_ui_map_02_07	缩放
msg_ui_map_02_08	任务列表
msg_ui_map_02_09	移动
msg_ui_map_02_10	关闭
msg_ui_map_02_11	目的
msg_ui_map_02_12	[VAR 0201(0000)]
msg_ui_map_02_13	/
msg_ui_map_02_14	[VAR 0201(0000)]
msg_ui_map_03_01	要移动至[VAR 0105(0000)]吗？
msg_ui_map_03_02	要移动至哪里？
msg_ui_map_03_03	要移动至哪里？
msg_ui_map_03_04	是
msg_ui_map_03_05	否
msg_ui_map_03_06	[VAR 0105(0000)]
msg_ui_map_03_07	取消
msg_ui_map_area00_01	银河队总部
msg_ui_map_area00_02	宿舍
msg_ui_map_area00_03	扩充腰包
msg_ui_map_area00_04	认真的警卫组组员
msg_ui_map_area00_05	前辈家
msg_ui_map_area00_06	调查组的宿舍
msg_ui_map_area00_07	警卫组的宿舍
msg_ui_map_area00_08	农耕组的宿舍
msg_ui_map_area00_09	制造组的宿舍
msg_ui_map_area00_10	建筑组的宿舍
msg_ui_map_area00_11	医疗组的宿舍
msg_ui_map_area00_12	民宅
msg_ui_map_area00_13	n/a
msg_ui_map_area00_14	农家
msg_ui_map_area00_15	放牧场
msg_ui_map_area00_16	农场
msg_ui_map_area00_17	御护石
msg_ui_map_area00_18	警卫组组长
msg_ui_map_area00_19	芋满亭
msg_ui_map_area00_20	七之岛饭馆
msg_ui_map_area00_21	杂货店
msg_ui_map_area00_22	理发店
msg_ui_map_area00_23	衣铺
msg_ui_map_area00_24	照相馆
msg_ui_map_area00_25	易宝摊
msg_ui_map_area00_26	银杏商会
msg_ui_map_area00_27	杂货店
msg_ui_map_area00_28	工艺店
msg_ui_map_area00_29	糖果铺
msg_ui_map_area00_30	广场
msg_ui_map_area00_31	护符婆婆
msg_ui_map_area00_32	训练场
msg_ui_map_area00_33	n/a
msg_ui_map_area00_34	滨海门
msg_ui_map_area00_35	正门
msg_ui_map_area00_36	工艺制作台
msg_ui_map_area00_37	空地
msg_ui_map_area00_38	建设中
msg_ui_map_area00_39	厉害照相馆
msg_ui_map_area00_40	厉害杂货店
msg_ui_map_area00_41	厉害理发店
msg_ui_map_area00_42	厉害衣铺
msg_ui_map_area00_43	肥沃田地
msg_ui_map_area01_01	大志坡
msg_ui_map_area01_02	蹄铁草原
msg_ui_map_area01_03	角鹿山道
msg_ui_map_area01_04	角鹿高岗
msg_ui_map_area01_05	黑曜瀑布
msg_ui_map_area01_06	黑金隧道
msg_ui_map_area01_07	森林膳房
msg_ui_map_area01_08	深幽森林
msg_ui_map_area01_09	巨木战场
msg_ui_map_area01_10	险林
msg_ui_map_area01_11	心齐湖
msg_ui_map_area01_12	真砂平原
msg_ui_map_area01_13	河口堤堰
msg_ui_map_area01_14	荒园开垦地
msg_ui_map_area01_15	玫瑰岛
msg_ui_map_area01_16	原野基地
msg_ui_map_area01_17	高岗基地
msg_ui_map_area01_18	驰风道
msg_ui_map_area01_19	荒园开垦地
msg_ui_map_area01_20	削石桥
msg_ui_map_area01_21	苔岩
msg_ui_map_area02_01	金色平野
msg_ui_map_area02_02	随意遗迹
msg_ui_map_area02_03	大嘴沼泽
msg_ui_map_area02_04	泥炭台地
msg_ui_map_area02_05	绯红沼
msg_ui_map_area02_06	隆隆坡
msg_ui_map_area02_07	金刚聚落
msg_ui_map_area02_08	立志湖
msg_ui_map_area02_09	云海山道
msg_ui_map_area02_10	云雾遗迹
msg_ui_map_area02_11	n/a
msg_ui_map_area02_12	试炼沙洲
msg_ui_map_area02_13	羽音原野
msg_ui_map_area02_14	湿地基地
msg_ui_map_area03_01	通海坡
msg_ui_map_area03_02	银杏沙滩
msg_ui_map_area03_03	鬼枯原
msg_ui_map_area03_04	后浦
msg_ui_map_area03_05	沙洲道
msg_ui_map_area03_06	帷幕海角
msg_ui_map_area03_07	海草乐园
msg_ui_map_area03_08	吹火岛
msg_ui_map_area03_09	阿芒的家
msg_ui_map_area03_10	隐泉之路
msg_ui_map_area03_11	大鱼隐岩
msg_ui_map_area03_12	望岛滩
msg_ui_map_area03_13	迎风林
msg_ui_map_area03_14	n/a
msg_ui_map_area03_15	潮路
msg_ui_map_area03_16	海边小洞
msg_ui_map_area03_17	沙滩基地
msg_ui_map_area03_18	海岸基地
msg_ui_map_area04_01	山麓基地
msg_ui_map_area04_02	神前高岗
msg_ui_map_area04_03	迷失山林
msg_ui_map_area04_04	古代采石场
msg_ui_map_area04_05	神阖山道
msg_ui_map_area04_06	离泉
msg_ui_map_area04_07	妖精之泉
msg_ui_map_area04_08	隆隆山地
msg_ui_map_area04_09	列石山道
msg_ui_map_area04_10	n/a
msg_ui_map_area04_11	太古洞穴
msg_ui_map_area04_12	攀崖崖
msg_ui_map_area04_13	神阖寺院遗址
msg_ui_map_area04_14	迎月战场
msg_ui_map_area04_15	山顶基地
msg_ui_map_area04_16	笠云锥道
msg_ui_map_area04_17	枪之柱
msg_ui_map_area05_01	雪原基地
msg_ui_map_area05_02	雪涛谷
msg_ui_map_area05_03	冰隙小径
msg_ui_map_area05_04	酷寒荒地
msg_ui_map_area05_05	n/a
msg_ui_map_area05_06	冰岩块
msg_ui_map_area05_07	冰河阶坡
msg_ui_map_area05_08	睿智湖
msg_ui_map_area05_09	雪峰神殿
msg_ui_map_area05_10	冬蛰洞穴
msg_ui_map_area05_11	冰鬼瀑
msg_ui_map_area05_12	雪崩坡
msg_ui_map_area05_13	往战场的路
msg_ui_map_area05_14	珍珠聚落
msg_ui_map_area05_15	心形岩山
msg_ui_map_area05_16	冰柱窟
msg_ui_map_area05_17	冰山基地
msg_ui_map_area06_01	吾思的家
msg_ui_map_area06_02	望罗
msg_ui_map_area06_03	门
msg_ui_map_area06_04	工艺制作台
msg_ui_map_area06_05	凯西
msg_ui_map_ft_01	总部前
msg_ui_map_ft_02	野外训练场
msg_ui_map_ft_03	正门前
msg_ui_map_ft_04	农场前
msg_ui_map_ft_05	训练场前
msg_ui_map_01_37	感觉到空间产生了歪曲……
msg_ui_map_01_38	时空歪曲
msg_ui_map_01_39	原野的撞气球
msg_ui_map_01_40	撞气球２
msg_ui_map_01_41	海岸的撞气球
msg_ui_map_01_42	撞气球４
msg_ui_map_01_43	冻土的撞气球
msg_ui_map_setumei_01	能够存取道具，\n并能休息和换装。
msg_ui_map_setumei_02	能够接受新的委托，\n并能查看图鉴。
msg_ui_map_setumei_03	可以查看图鉴。
msg_ui_map_setumei_04	可以休息。
msg_ui_map_setumei_05	能够和他人交换宝可梦。
msg_ui_map_setumei_06	能够与宝可梦拍照。
msg_ui_map_setumei_07	能够买卖道具。
msg_ui_map_setumei_08	能够购买经验糖果。
msg_ui_map_setumei_09	能够购买材料及材料单。
msg_ui_map_setumei_10	能够购买稀有道具及材料。
msg_ui_map_setumei_11	能够购买服装及鞋子，\n并能换装。
msg_ui_map_setumei_12	能够购买护符。
msg_ui_map_setumei_13	能够改变发型及头发与眉毛的颜色。
msg_ui_map_setumei_14	能够栽种农作物。
msg_ui_map_setumei_15	能够寄放宝可梦。
msg_ui_map_setumei_16	能够传授宝可梦招式及让宝可梦精通招式，\n并能交换道具。
msg_ui_map_setumei_17	能够接收遗失物。
msg_ui_map_setumei_18	能够出发前往调查。
msg_ui_map_setumei_19	能够进行工艺制作。
msg_ui_map_setumei_20	能够玩打靶。
msg_ui_map_setumei_21	能够休息及替换服装。
msg_ui_map_setumei_22	能够寄放宝可梦，\n并能存取道具。
msg_ui_map_setumei_23	能够休息及进行工艺制作。
msg_ui_map_setumei_24	能够玩撞气球。
msg_ui_map_setumei_25	能够玩撞气球。
msg_ui_map_setumei_26	能够玩撞气球。
msg_ui_map_setumei_27	能够玩撞气球。
msg_ui_map_setumei_28	能够玩撞气球。
msg_ui_map_01_44	出口
msg_ui_map_area01_22	心齐湖洞窟
msg_ui_map_area02_15	荒地基地
msg_ui_map_area02_16	立志湖洞窟
msg_ui_map_area02_17	羊胡草原
msg_ui_map_area03_19	归途洞窟
msg_ui_map_area03_20	火山口祠
msg_ui_map_area03_21	离散石滩
msg_ui_map_area03_22	沙手
msg_ui_map_area04_18	迷幻洞窟
msg_ui_map_area04_19	山中基地
msg_ui_map_area04_20	岩门
msg_ui_map_area04_21	神奥神殿
msg_ui_map_area04_22	巡礼者之路
msg_ui_map_area04_23	祈祷广场
msg_ui_map_area05_18	冻石
msg_ui_map_area05_19	睿智湖洞窟
msg_ui_map_area05_20	冰山地道
msg_ui_map_area05_21	秘密小洞
msg_ui_map_hisui	洗翠地区
msg_ui_map_area00_44	陌生的地方
msg_ui_map_sq	新的委托
msg_ui_map_area02_18	舞台战场
msg_ui_map_area03_23	熔岩战场
msg_ui_map_area05_22	冰山战场
msg_ui_map_area05_23	观雪温泉
msg_ui_map_03_08	被宝可梦发现时，\n无法移动。\c
msg_ui_map_02_15	查看详情
msg_ui_map_03_09	现在无法移动。\c
msg_ui_map_03_10	选择要前往的地方
msg_ui_map_area00_45	易宝摊
msg_ui_map_setumei_29	使用找到遗失物的友好点数\n来交换道具，或和别人交换宝可梦。
msg_ui_map_pin	标记
msg_ui_map_stamp	图章
msg_ui_map_area00_46	打靶
msg_ui_map_setumei_30	可以存取道具。\n可以休息。
msg_ui_map_area02_r19	熊的比武场
msg_ui_map_area02_r20	金刚后山
msg_ui_map_area03_r24	长尾怪手山
msg_ui_map_area03_r25	戏水潟湖
msg_ui_map_area03_r26	宁静湾
net.dat
net_sel_01	遗失物通讯
net_sel_02	神秘礼物
net_sel_03	连接到互联网
net_sel_04	通讯自动连接
net_sel_05	n/a
net_text_01	要连接到互联网吗？
net_text_02	为连接到互联网，即将写入记录。\n可以吗？
net_text_03	正在连接……\n请勿切断电源。
net_text_04	已连接到互联网。\c
net_text_05	要断开互联网吗？
net_text_06	正在断开互联网……
net_text_07	已断开互联网。\c
net_text_08	在未连接到互联网时，\n会在必要时自动连接。
net_text_09	已开启互联网自动连接。\c
net_text_10	已关闭互联网自动连接。\c
net_text_11	查看遗失物的相关信息。
net_text_12	连接到互联网以接收礼物。
net_text_13	开启或关闭互联网连接。
net_text_14	
net_menu_01	是
net_menu_02	否
net_menu_03	ON
net_menu_04	OFF
net_cap_01	返回
net_cap_02	ON
net_cap_03	OFF
net_cap_04	开启
net_cap_05	关闭
net_cap_06	n/a
net_cap_07	[VAR 0203(0000,0000)]  [VAR 0203(0001,0000)]
matching_win_01	开始连接……\n请选择连接对象。
matching_win_02	由于可用于交换的\n宝可梦不满２只，\n所以无法进行交换。\n\n请多收集一些宝可梦后，\n再开始交换吧。
matching_win_03	由于上次进行连接交换时，\n因连接错误或电源被切断等原因\n导致中途结束，\n因此无法进行连接交换。\n\n请过一段时间后重新尝试。
matching_win_04	连接交换！\n正在寻找连接对象……
matching_win_05	已成功与[VAR 0100(0000)]连线！\n请稍等片刻。
matching_cap_01	附近的人
matching_cap_02	远处的人
matching_cap_03	本地联机
matching_cap_04	互联网连接
matching_cap_05	连接密码
matching_win_06	在交换宝可梦的过程中，\n如果主机电源被切断，\n或是连接无法进行的话，\n会有一段时间无法交换宝可梦。\n\n请确认主机的电池剩余电量，\n以及连接是否有问题。
net_text_15	接收互联网连接所必需的信息。\n接收信息后写入记录，可以吗？
net_text_16	正在连接……\n请稍等片刻。
net_text_17	已接收互联网连接所必需的信息。\c
net_text_18	正在写入记录……\n请稍等片刻。
net_text_19	断开互联网连接，可以吗？
net_text_20	正在断开……\n请稍等片刻。
net_text_21	已断开互联网连接。\c
net_text_22	没有找到对象。\n请重新再试一次。\c
net_text_23	正在结束……\n请稍等片刻。
cdye.dat
msg_ui_cdye_message_00	[~ 0]
msg_ui_cdye_message_01	[~ 1]
msg_ui_cdye_message_02	[~ 2]
msg_ui_cdye_message_03	[~ 3]
msg_ui_cdye_message_04	[~ 4]
msg_ui_cdye_message_05	[~ 5]
msg_ui_cdye_message_06	[~ 6]
msg_ui_cdye_message_07	[~ 7]
msg_ui_cdye_message_08	[~ 8]
msg_ui_cdye_message_09	[~ 9]
msg_ui_cdye_message_10	[~ 10]
msg_ui_cdye_message_11	[~ 11]
msg_ui_cdye_message_12	[~ 12]
msg_ui_cdye_state_00	[~ 13]
msg_ui_cdye_state_01	[~ 14]
msg_ui_cdye_select_00	[~ 15]
msg_ui_cdye_select_01	[~ 16]
msg_ui_cdye_select_02	[~ 17]
msg_ui_cdye_select_03	[~ 18]
msg_ui_cdye_select_04	[~ 19]
msg_ui_cdye_optionbar_00	[~ 20]
msg_ui_cdye_optionbar_01	[~ 21]
msg_ui_cdye_optionbar_02	[~ 22]
msg_ui_cdye_guide_00	[~ 23]
msg_ui_cdye_guide_01	[~ 24]
msg_ui_cdye_guide_02	[~ 25]
msg_ui_cdye_guide_03	[~ 26]
msg_ui_cdye_name_01	[~ 27]
msg_ui_cdye_color_00	[~ 28]
msg_ui_cdye_soldout_00	[~ 29]
msg_ui_cdye_itemcount_01	[~ 30]
msg_ui_cdye_box_01	[~ 31]
msg_ui_cdye_box_02	[~ 32]
msg_ui_cdye_box_03	[~ 33]
msg_ui_cdye_box_04	[~ 34]
msg_ui_cdye_message_13	[~ 35]
ckng.dat
msg_ui_ckng_01	[~ 0]
msg_ui_ckng_02	[~ 1]
msg_ui_ckng_03	[~ 2]
hair.dat
msg_ui_hair_01_01	n/a
msg_ui_hair_01_02	理发　[VAR 0203(0000,0000)]
msg_ui_hair_01_03	只是看看而已
msg_ui_hair_01_04	n/a
msg_ui_hair_01_05	n/a
msg_ui_hair_01_06	n/a
msg_ui_hair_02_01	[VAR 01A0(0000)]
msg_ui_hair_02_02	[VAR 01A2(0000)]
msg_ui_hair_02_03	n/a
msg_ui_hair_02_04	选择
msg_ui_hair_02_05	确定
msg_ui_hair_02_06	返回
msg_ui_hair_02_07	n/a
msg_ui_hair_03_01	n/a
msg_ui_hair_03_02	n/a
msg_ui_hair_03_03	n/a
msg_ui_hair_03_04	造型和之前差不多呢。\n这样可以吗？
msg_ui_hair_03_05	按照所选的造型\n来弄可以吗？
msg_ui_hair_03_06	整个人的感觉都不同了呢！\n确定是这个造型了吗？
msg_ui_hair_03_07	是
msg_ui_hair_03_08	否
msg_ui_hair_03_09	n/a
msg_ui_hair_04_01	n/a
msg_ui_hair_04_02	n/a
msg_ui_hair_04_03	n/a
msg_ui_hair_04_04	n/a
msg_ui_hair_04_05	n/a
msg_ui_hair_05_01	n/a
msg_ui_hair_05_02	n/a
hair_color_01	深棕
hair_color_02	深蓝
hair_color_03	金
hair_color_04	黑
hair_color_05	白
hair_color_06	红
hair_color_07	蓝
hair_color_08	蓝绿
hair_color_09	紫菫
hair_color_10	橘
hair_color_11	粉桃
hair_color_12	乳白
hair_color_13	淡墨
hair_color_14	天蓝
hair_color_15	亚麻
hair_parts_01	短发
hair_parts_02	长发
hair_parts_03	调查组马尾
hair_parts_04	遮眼
hair_parts_05	束发
hair_parts_06	寸头
hair_parts_07	中分
hair_parts_08	三七分
hair_parts_09	时髦娃娃头
hair_parts_10	时髦蘑菇头
hair_parts_11	马尾
hair_parts_12	双辫
hair_parts_13	冲天辫
hair_parts_14	高岛田
hair_parts_15	神奥髻
hair_parts_16	时髦短发
hair_parts_17	奇丽
hair_parts_18	卷发
hair_parts_19	辫发
msg_ui_hair_03_10	你对造型挺在意细节的呢。\n这样可以吗？
msg_ui_hair_03_11	那就照你选的造型来弄咯？
msg_ui_hair_03_12	不错嘛，整个人感觉都不同了。\n确定是这个造型了？
ibox.dat
msg_ui_ibox_00	腰包
msg_ui_ibox_01	[VAR 01D6(0000)]
msg_ui_ibox_02	[VAR 0201(0000)]/[VAR 0201(0001)]
msg_ui_ibox_03	[VAR 0102(0000)]
msg_ui_ibox_04	[VAR 0109(0000)]
msg_ui_ibox_05	[~ 5]
msg_ui_ibox_06	[~ 6]
msg_ui_ibox_07	[~ 7]
msg_ui_ibox_08	[~ 8]
msg_ui_ibox_09	[VAR 0202(0000)]
msg_ui_ibox_10	能放的数量已满，\n无法移动。\c
msg_ui_ibox_11	[~ 11]
msg_ui_ibox_12	[~ 12]
msg_ui_ibox_13	[~ 13]
msg_ui_ibox_14	[~ 14]
msg_ui_ibox_15	[~ 15]
msg_ui_ibox_16	[~ 16]
msg_ui_ibox_17	[VAR 0202(0000)]
msg_ui_ibox_18	×
msg_ui_ibox_19	－
msg_ui_ibox_20	[VAR 0206(0000,0000)]
msg_ui_ibox_51	[VAR 0202(0000)]
msg_ui_ibox_52	出售
msg_ui_ibox_53	[VAR 0206(0000,0000)]
msg_ui_ibox_54	盘缠
msg_ui_ibox_54_01	+[VAR 0206(0000,0000)]
msg_ui_ibox_54_02	[~ 26]
msg_ui_ibox_55	n/a
msg_ui_ibox_56	[VAR 0206(0000,0000)]
msg_ui_ibox_57	送出
msg_ui_ibox_58	售价
msg_ui_ibox_59	移动
msg_ui_ibox_60	将选择的道具一并出售。\n售价为[VAR 0206(0000,0000)]，可以吗？
msg_ui_ibox_61	是
msg_ui_ibox_62	否
msg_ui_ibox_63	丢弃
msg_ui_ibox_64	[~ 36]
msg_ui_ibox_65	全部接收
msg_ui_ibox_66	接收一半
msg_ui_ibox_67	只接收１个
msg_ui_ibox_68	取消
msg_ui_ibox_69	[~ 41]
msg_ui_ibox_optionbar_00	[~ 42]
msg_ui_ibox_optionbar_01	替换
msg_ui_ibox_optionbar_02	一并移动
msg_ui_ibox_optionbar_03	取消
msg_ui_ibox_optionbar_10	取消
msg_ui_ibox_optionbar_11	一并选择
msg_ui_ibox_optionbar_12	全部选择
msg_ui_ibox_optionbar_13	取消选择
msg_ui_ibox_optionbar_14	移除
msg_ui_ibox_optionbar_15	全部移除
msg_ui_ibox_optionbar_16	整理腰包
msg_ui_ibox_optionbar_17	整理道具盒
msg_ui_ibox_70	已整理好腰包！\c
msg_ui_ibox_71	已整理好道具盒！\c
mngm.dat
mngm_01_01	一举击破，磨练身手！\n目标是成为打靶名手！！
mngm_01_02	你的最高纪录是　[VAR 0206(0000,0000)]分哦。\n来打出新纪录吧！
mngm_02_01	那么，你要来挑战吗？
mngm_03_01	我要挑战
mngm_03_02	说明一下
mngm_03_03	等下次吧
mngm_04_01	好，那你站到开始位置上吧。
mngm_05_01	这是个用租借的精灵球\n在限时内不停击破目标，\r\n从而争取获得高分的游戏。\c\n紫色的目标１个１００分，\n黄色的目标１个２００分。\c\n连破，也就是用１个球\n击破多个目标，将会有额外加分！\c\n如果击破大量目标，\n时间也会延长，好处多多哦。\c\n还有！你获得的分数越高，\n我送你的奖品也就会越好！
mngm_06_01	这样啊。\n那等你有兴致了再来玩吧！
mngm_07_01	[~ 9]
mngm_08_01	[~ 10]
mngm_08_02	[~ 11]
mngm_09_01	[~ 12]
mngm_10_01	这次你得到了\n[VAR 0206(0000,0000)]分！！
mngm_11_01	真厉害！\n你刷新纪录了！恭喜啊！
mngm_12_01	你投掷的方式前途无量！\n让我为未来的打靶名手送上这份奖品。
mngm_12_02	这个分数可拿不到奖品啊。\n下次创造个厉害点的纪录吧！
mngm_12_03	你的身手越来越纯熟了啊。\n让我为行家送上这份奖品。
mngm_12_04	你的投掷技术真是愈发精湛。\n让我为高人送上这份奖品。
mngm_12_05	没想到会有人达到这个分数……\n让我为强者送上这份奖品。
mngm_12_06	玩了打靶的人会\n根据得分获得相应的奖品。\c\n以你这次的得分，\n我就送你这份奖品吧！
mngm_14_01	以打靶名手为目标，\n欢迎你再来玩啊！
mngm_15_01	[VAR 0201(0000)]连破！
mssn.dat
msg_ui_mssn_01_01	主任务
msg_ui_mssn_01_02	副任务
msg_ui_mssn_01_03	[~ 2]
msg_ui_mssn_02_01	导航
msg_ui_mssn_02_02	排序
msg_ui_mssn_02_03	返回
msg_ui_mssn_02_04	解除
msg_ui_mssn_03_01	编号排序
msg_ui_mssn_03_02	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_mssn_03_03	排序：一般
msg_ui_mssn_03_04	排序：编号
msg_ui_mssn_04_01	[VAR 01D7(0000)]
msg_ui_mssn_04_02	[VAR 0202(0000)]
msg_ui_mssn_05_01	概要
msg_ui_mssn_05_02	委托人
msg_ui_mssn_05_03	[VAR 0100(0000)]
msg_ui_mssn_05_04	[VAR 01D8(0000)]
msg_ui_mssn_06_01	目的
msg_ui_mssn_06_02	[VAR 0202(0000)]
msg_ui_mssn_06_03	/
msg_ui_mssn_06_04	[VAR 0202(0000)]
msg_ui_mssn_07_01	报酬
msg_ui_mssn_08_01	[VAR 0101(0000)]
msg_ui_mssn_10_01	
msg_ui_mssn_15_01	
msg_ui_mssn_16_01	
msg_ui_mssn_20_01	[VAR 0109(0000)]
msg_ui_mssn_20_02	
msg_ui_mssn_20_10	×
msg_ui_mssn_20_11	[VAR 0202(0000)]
msg_ui_mssn_25_01	没有任务
psel.dat
psel_01	你的外表是什么样呢？
psel_02	确定做好选择了吗？
psel_03	是的
psel_04	还没有
psel_05	[VAR 0189(0000)]
pstu.dat
pstu_01_01	[~ 0]
pstu_01_02	[~ 1]
pstu_01_03	[~ 2]
pstu_01_04	[~ 3]
pstu_01_05	[~ 4]
pstu_01_06	[~ 5]
pstu_02_01	[~ 6]
pstu_02_02	[~ 7]
pstu_02_03	[~ 8]
pstu_02_04	[~ 9]
pstu_02_05	[~ 10]
pstu_02_06	[~ 11]
pstu_02_07	[~ 12]
pstu_02_08	[~ 13]
pstu_02_09	[~ 14]
pstu_03_01	[~ 15]
pstu_03_02	[~ 16]
pstu_03_03	[~ 17]
pstu_03_04	[~ 18]
pstu_03_05	[~ 19]
pstu_04_01	[~ 20]
pstu_04_02	[~ 21]
pstu_04_03	[~ 22]
pstu_04_04	[~ 23]
pstu_05_01	[~ 24]
pstu_05_02	[~ 25]
pstu_05_03	[~ 26]
pstu_06_01	[~ 27]
pstu_06_02	[~ 28]
pstu_07_01	[~ 29]
pstu_07_02	[~ 30]
pstu_07_03	[~ 31]
pstu_07_04	[~ 32]
pstu_07_05	[~ 33]
pstu_07_06	[~ 34]
pstu_07_07	[~ 35]
pstu_07_08	[~ 36]
pstu_07_09	[~ 37]
pstu_07_10	[~ 38]
pstu_07_11	[~ 39]
pstu_07_12	[~ 40]
pstu_07_13	[~ 41]
pstu_08_01	[~ 42]
pstu_08_02	[~ 43]
pstu_08_03	[~ 44]
pstu_08_04	[~ 45]
pstu_08_05	[~ 46]
pstu_08_06	[~ 47]
pstu_08_07	[~ 48]
pstu_08_08	[~ 49]
shop.dat
msg_ui_shop_02_01	盘缠
msg_ui_shop_02_02	[VAR 0206(0000,0000)]
msg_ui_shop_02_03	总计
msg_ui_shop_02_04	[VAR 0206(0000,0000)]
msg_ui_shop_02_05	FP
msg_ui_shop_03_01	[VAR 0109(0000)]
msg_ui_shop_03_02	[VAR 0205(0000,0000)]
msg_ui_shop_03_03	[VAR 0202(0000)]
msg_ui_shop_03_04	[VAR 0205(0000,0000)]
msg_ui_shop_04_01	×
msg_ui_shop_04_02	[VAR 0201(0000)]
msg_ui_shop_04_03	购买
msg_ui_shop_04_04	选择
msg_ui_shop_05_01	[VAR 0202(0000)]
msg_ui_shop_05_02	[VAR 0202(0000)]
msg_ui_shop_06_01	＋
msg_ui_shop_06_02	－
msg_ui_shop_07_01	[~ 17]
msg_ui_shop_07_02	-[VAR 0206(0000,0000)]
msg_ui_shop_04_05	[~ 19]
msg_ui_shop_10_01	[~ 20]
msg_ui_shop_10_02	[~ 21]
msg_ui_shop_20_01	已达可持有的上限。\c
msg_ui_shop_20_02	钱不够。\c
msg_ui_shop_20_03	[~ 24]
msg_ui_shop_20_04	已购买材料单“[VAR 0109(0000)]”！\c
msg_ui_shop_20_05	[~ 26]
msg_ui_shop_20_06	友好点数不够。\c
msg_ui_shop_25_01	已购买[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了腰包！\c
msg_ui_shop_25_02	已购买[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了腰包！\c
msg_ui_shop_25_03	已购买[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了道具盒！\c
msg_ui_shop_25_04	已购买[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了道具盒！\c
msg_ui_shop_25_05	已购买[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了腰包和道具盒！\c
msg_ui_shop_26_01	已换来[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了腰包！\c
msg_ui_shop_26_02	已换来[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了腰包！\c
msg_ui_shop_26_03	已换来[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了道具盒！\c
msg_ui_shop_26_04	已换来[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了道具盒！\c
msg_ui_shop_26_05	已换来[VAR 0202(0001)]个[VAR 0109(0000)]，\n并放进了腰包和道具盒！\c
