bag.dat
msg_ui_bag_okodukai_00	所持金
cmp_cmn_004	[VAR FF01(0003,0004,96D1,8CA8,5C4B,3056,3063,304B,3084)]雑貨屋のタイサイが[VAR FF01(0003,0007,65B0,5546,54C1,3057,3093,3057,3087,3046,3072,3093)]新商品を\n[VAR FF01(0002,0002,4ED5,5165,3057,3044)]仕入れれば[VAR FF01(0001,0001,58F2,3046)]売り[VAR FF01(0001,0002,7269,3082,306E)]物が[VAR FF01(0001,0001,5897,3075)]増えるのに……\c\nおっと　[VAR FF01(0002,0004,8ABF,67FB,3061,3087,3046,3055)]調査に[VAR FF01(0001,0001,9023,3064)]連れていくポケモンや\n[VAR FF01(0002,0003,9053,5177,3069,3046,3050)]道具の[VAR FF01(0002,0004,6E96,5099,3058,3085,3093,3073)]準備は　ばっちりか？
hud.dat
msg_ui_hud_field_01	プレイヤーの操作ガイド
msg_ui_hud_capture_01	[VAR 0109(0000)]
msg_ui_hud_capture_02	[VAR 0203(0000,0000)]
msg_ui_hud_01_01	[VAR 0201(0000)]
msg_ui_hud_guide_ride_00_jump	ジャンプ
msg_ui_hud_guide_ride_00_dash	ダッシュ
msg_ui_hud_guide_ride_01_jump	[~ 6]
msg_ui_hud_guide_ride_01_wall_jump	ジャンプ
msg_ui_hud_guide_ride_01_get_off	手を放す
msg_ui_hud_guide_ride_02_jump	ジャンプ
msg_ui_hud_guide_ride_02_dash	ダッシュ
msg_ui_hud_guide_ride_02_throw	[~ 11]
msg_ui_hud_guide_ride_02_gaze	ダッシュ
msg_ui_hud_guide_ride_03_swoop	急降下
msg_ui_hud_guide_ride_04_dig	宝掘り
msg_ui_hud_guide_ride_04_jump	[~ 15]
msg_ui_hud_guide_sousa_dummy	
		[~ 17]
msg_ui_hud_guide_sousa_00	移動
msg_ui_hud_guide_sousa_01	調べる/話す
msg_ui_hud_guide_sousa_02	しゃがむ/立つ
msg_ui_hud_guide_sousa_03	アルセウスフォン
msg_ui_hud_guide_sousa_04	構える/投げる
msg_ui_hud_guide_sousa_05	カメラ操作
msg_ui_hud_guide_sousa_06	カメラリセット
msg_ui_hud_guide_sousa_07	押し続けて注目
msg_ui_hud_guide_sousa_08	カテゴリ切り替え
msg_ui_hud_guide_sousa_09	回避
msg_ui_hud_guide_sousa_10	しゃがむ/立つ
msg_ui_hud_guide_sousa_11	投げ切り替え
msg_ui_hud_guide_sousa_12	地図をみる
msg_ui_hud_guide_sousa_13	押し続けて構える
msg_ui_hud_guide_sousa_14	離して投げる
msg_ui_hud_guide_sousa_15	ダッシュ
msg_ui_hud_guide_sousa_16	ポケモンライド
msg_ui_hud_guide_sousa_17	ライド切り替え
msg_ui_hud_guide_dex_01	図鑑をみる
map.dat
msg_ui_map_cap_02	n/a
msg_ui_map_cap_03	n/a
msg_ui_map_01_01	n/a
msg_ui_map_01_02	n/a
msg_ui_map_01_03	[VAR 0202(0000)]
msg_ui_map_01_04	[VAR 01D7(0000)]
msg_ui_map_01_05	依頼主
msg_ui_map_01_06	[VAR 01D8(0000)]
msg_ui_map_01_07	
msg_ui_map_01_08	目的
msg_ui_map_01_09	
msg_ui_map_01_10	n/a
msg_ui_map_01_11	n/a
msg_ui_map_01_12	n/a
msg_ui_map_01_13	[VAR 0105(0000)]
msg_ui_map_01_14	[VAR 0101(0000)]
msg_ui_map_01_15	大量発生の目撃報告
msg_ui_map_01_16	[VAR 0100(0000)]
msg_ui_map_01_17	[VAR 0102(0000)]
msg_ui_map_01_18	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_map_01_19	[VAR 01B1(0000)]
msg_ui_map_01_20	メイン
msg_ui_map_01_21	サブ
msg_ui_map_01_22	１２３４５６７８９０１２３４５６７８\n１２３４５６７８９０１２３４５６７８
msg_ui_map_01_23	[VAR 0100(0000)]の落とし物
msg_ui_map_01_24	？？？？？？
msg_ui_map_01_25	[VAR 0103(0000)]
msg_ui_map_01_26	[VAR 010B(0000)]
msg_ui_map_01_27	[VAR 010B(0000)]
msg_ui_map_01_28	
msg_ui_map_01_29	×
msg_ui_map_01_30	[VAR 0202(0000)]
msg_ui_map_01_31	[VAR 0202(0000)]
msg_ui_map_01_32	/
msg_ui_map_01_33	n/a
msg_ui_map_01_34	ガイド中の任務はありません
msg_ui_map_01_35	ヒスイ地方の　あちこちを\n自由に冒険しましょう
msg_ui_map_01_36	n/a
msg_ui_map_02_01	n/a
msg_ui_map_02_02	n/a
msg_ui_map_02_03	ピン／スタンプ
msg_ui_map_02_04	消す
msg_ui_map_02_05	置く
msg_ui_map_02_06	現在地
msg_ui_map_02_07	ズーム
msg_ui_map_02_08	任務リスト
msg_ui_map_02_09	移動
msg_ui_map_02_10	閉じる
msg_ui_map_02_11	目的
msg_ui_map_02_12	[VAR 0201(0000)]
msg_ui_map_02_13	/
msg_ui_map_02_14	[VAR 0201(0000)]
msg_ui_map_03_01	[VAR 0105(0000)]に\n移動しますか？
msg_ui_map_03_02	どこに移動しますか？
msg_ui_map_03_03	どこに移動しますか？
msg_ui_map_03_04	はい
msg_ui_map_03_05	いいえ
msg_ui_map_03_06	[VAR 0105(0000)]
msg_ui_map_03_07	やめる
msg_ui_map_area00_01	ギンガ団本部
msg_ui_map_area00_02	宿舎
msg_ui_map_area00_03	ポーチ拡張
msg_ui_map_area00_04	まじめな警備隊員
msg_ui_map_area00_05	センパイの家
msg_ui_map_area00_06	調査隊の宿舎
msg_ui_map_area00_07	警備隊の宿舎
msg_ui_map_area00_08	畑作隊の宿舎
msg_ui_map_area00_09	製造隊の宿舎
msg_ui_map_area00_10	建築隊の宿舎
msg_ui_map_area00_11	医療隊の宿舎
msg_ui_map_area00_12	民家
msg_ui_map_area00_13	n/a
msg_ui_map_area00_14	農家
msg_ui_map_area00_15	放牧場
msg_ui_map_area00_16	農場
msg_ui_map_area00_17	おまもり石
msg_ui_map_area00_18	警備隊長
msg_ui_map_area00_19	イモヅル亭
msg_ui_map_area00_20	ナナシマ飯店
msg_ui_map_area00_21	雑貨屋
msg_ui_map_area00_22	散髪屋
msg_ui_map_area00_23	呉服屋
msg_ui_map_area00_24	写真屋
msg_ui_map_area00_25	交換屋
msg_ui_map_area00_26	イチョウ商会
msg_ui_map_area00_27	雑貨屋
msg_ui_map_area00_28	クラフト屋
msg_ui_map_area00_29	アメ屋
msg_ui_map_area00_30	広場
msg_ui_map_area00_31	おまもりばあさん
msg_ui_map_area00_32	訓練場
msg_ui_map_area00_33	n/a
msg_ui_map_area00_34	浜門
msg_ui_map_area00_35	表門
msg_ui_map_area00_36	クラフト台
msg_ui_map_area00_37	空き地
msg_ui_map_area00_38	建設中
msg_ui_map_area00_39	すごい写真屋
msg_ui_map_area00_40	すごい雑貨屋
msg_ui_map_area00_41	すごい散髪屋
msg_ui_map_area00_42	すごい呉服屋
msg_ui_map_area00_43	肥沃な畑
msg_ui_map_area01_01	大志坂
msg_ui_map_area01_02	蹄鉄ヶ原
msg_ui_map_area01_03	シシの山道
msg_ui_map_area01_04	シシの高台
msg_ui_map_area01_05	黒曜の滝
msg_ui_map_area01_06	黒鉄トンネル
msg_ui_map_area01_07	森の台所
msg_ui_map_area01_08	奥の森
msg_ui_map_area01_09	巨木の戦場
msg_ui_map_area01_10	険し林
msg_ui_map_area01_11	シンジ湖
msg_ui_map_area01_12	マサゴ平原
msg_ui_map_area01_13	河口の堰堤
msg_ui_map_area01_14	園生の開墾地
msg_ui_map_area01_15	ハマナスの島
msg_ui_map_area01_16	原野ベース
msg_ui_map_area01_17	高台ベース
msg_ui_map_area01_18	風抜け道
msg_ui_map_area01_19	園生の開墾地
msg_ui_map_area01_20	削られ橋
msg_ui_map_area01_21	苔むした岩
msg_ui_map_area02_01	金色の平野
msg_ui_map_area02_02	ズイの遺跡
msg_ui_map_area02_03	大口の沼
msg_ui_map_area02_04	ヘドロ台地
msg_ui_map_area02_05	深紅沼
msg_ui_map_area02_06	ゴロゴロ坂
msg_ui_map_area02_07	コンゴウ集落
msg_ui_map_area02_08	リッシ湖
msg_ui_map_area02_09	雲海峠
msg_ui_map_area02_10	霧の遺跡
msg_ui_map_area02_11	n/a
msg_ui_map_area02_12	試練の中州
msg_ui_map_area02_13	羽音の原
msg_ui_map_area02_14	湿地ベース
msg_ui_map_area03_01	渡りのなぞえ
msg_ui_map_area03_02	イチョウの浜辺
msg_ui_map_area03_03	オバケワラ
msg_ui_map_area03_04	浦の浜
msg_ui_map_area03_05	トンボロ道
msg_ui_map_area03_06	帳岬
msg_ui_map_area03_07	海草の楽園
msg_ui_map_area03_08	火吹き島
msg_ui_map_area03_09	ススキの家
msg_ui_map_area03_10	隠れ泉への道
msg_ui_map_area03_11	大魚の隠れ岩
msg_ui_map_area03_12	しまなみ浜
msg_ui_map_area03_13	風さらしの森
msg_ui_map_area03_14	n/a
msg_ui_map_area03_15	潮の抜け道
msg_ui_map_area03_16	海辺の小穴
msg_ui_map_area03_17	砂浜ベース
msg_ui_map_area03_18	海岸ベース
msg_ui_map_area04_01	山麓ベース
msg_ui_map_area04_02	神前の高台
msg_ui_map_area04_03	迷いの山林
msg_ui_map_area04_04	古代の石切り場
msg_ui_map_area04_05	カミナギ山道
msg_ui_map_area04_06	離れ湧水
msg_ui_map_area04_07	フェアリーの泉
msg_ui_map_area04_08	ゴロゴロ山地
msg_ui_map_area04_09	列石峠
msg_ui_map_area04_10	n/a
msg_ui_map_area04_11	太古の洞穴
msg_ui_map_area04_12	崖登り崖
msg_ui_map_area04_13	カミナギ寺院跡
msg_ui_map_area04_14	迎月の戦場
msg_ui_map_area04_15	山頂ベース
msg_ui_map_area04_16	笠雲の切り通し
msg_ui_map_area04_17	槍の柱
msg_ui_map_area05_01	雪原ベース
msg_ui_map_area05_02	豪雪谷
msg_ui_map_area05_03	クレバスの抜け道
msg_ui_map_area05_04	極寒の荒地
msg_ui_map_area05_05	n/a
msg_ui_map_area05_06	クレベース氷塊
msg_ui_map_area05_07	氷河の段丘
msg_ui_map_area05_08	エイチ湖
msg_ui_map_area05_09	キッサキ神殿
msg_ui_map_area05_10	冬籠りの洞穴
msg_ui_map_area05_11	鬼氷滝
msg_ui_map_area05_12	雪崩坂
msg_ui_map_area05_13	戦場への道
msg_ui_map_area05_14	シンジュ集落
msg_ui_map_area05_15	心形岩山
msg_ui_map_area05_16	氷柱の間
msg_ui_map_area05_17	氷山ベース
msg_ui_map_area06_01	コギトの家
msg_ui_map_area06_02	ウォロ
msg_ui_map_area06_03	門
msg_ui_map_area06_04	クラフト台
msg_ui_map_area06_05	ケーシィ
msg_ui_map_ft_01	本部前
msg_ui_map_ft_02	野外訓練場
msg_ui_map_ft_03	表門前
msg_ui_map_ft_04	農場前
msg_ui_map_ft_05	訓練場前
msg_ui_map_01_37	空間に歪みを感じる……
msg_ui_map_01_38	時空の歪み
msg_ui_map_01_39	原野の風船割り
msg_ui_map_01_40	風船割り２
msg_ui_map_01_41	海岸の風船割り
msg_ui_map_01_42	風船割り４
msg_ui_map_01_43	凍土の風船割り
msg_ui_map_setumei_01	道具を出し入れできる\n休憩や着替えができる
msg_ui_map_setumei_02	新しい依頼を受けられる\n図鑑を確認できる
msg_ui_map_setumei_03	図鑑を確認できる
msg_ui_map_setumei_04	休憩ができる
msg_ui_map_setumei_05	誰かとポケモンを交換できる
msg_ui_map_setumei_06	ポケモンと写真を撮れる
msg_ui_map_setumei_07	道具を売り買いできる
msg_ui_map_setumei_08	けいけんアメが買える
msg_ui_map_setumei_09	材料やレシピが買える
msg_ui_map_setumei_10	珍しい道具や材料が買える
msg_ui_map_setumei_11	服や靴が買える\n着替えができる
msg_ui_map_setumei_12	おまもりが買える
msg_ui_map_setumei_13	髪形や髪色　眉色を変えられる
msg_ui_map_setumei_14	作物を育てられる
msg_ui_map_setumei_15	ポケモンを預けられる
msg_ui_map_setumei_16	ポケモンに技の伝授や皆伝ができる\n道具の交換ができる
msg_ui_map_setumei_17	落とし物を受け取れる
msg_ui_map_setumei_18	調査に出発できる
msg_ui_map_setumei_19	クラフトができる
msg_ui_map_setumei_20	射的ができる
msg_ui_map_setumei_21	休憩や着替えができる
msg_ui_map_setumei_22	ポケモンを預けられる\n道具を出し入れできる
msg_ui_map_setumei_23	休憩やクラフトができる
msg_ui_map_setumei_24	風船割りができる
msg_ui_map_setumei_25	風船割りができる
msg_ui_map_setumei_26	風船割りができる
msg_ui_map_setumei_27	風船割りができる
msg_ui_map_setumei_28	風船割りができる
msg_ui_map_01_44	出口
msg_ui_map_area01_22	シンジ湖の空洞
msg_ui_map_area02_15	荒地ベース
msg_ui_map_area02_16	リッシ湖の空洞
msg_ui_map_area02_17	毛槍の草原
msg_ui_map_area03_19	戻りの洞窟
msg_ui_map_area03_20	火口の祠
msg_ui_map_area03_21	迷子の磯辺
msg_ui_map_area03_22	砂の手
msg_ui_map_area04_18	迷いの洞窟
msg_ui_map_area04_19	山中ベース
msg_ui_map_area04_20	岩の門
msg_ui_map_area04_21	シンオウ神殿
msg_ui_map_area04_22	巡礼者の道
msg_ui_map_area04_23	祈りの広場
msg_ui_map_area05_18	凍った石
msg_ui_map_area05_19	エイチ湖の空洞
msg_ui_map_area05_20	氷山の地下道
msg_ui_map_area05_21	秘密の横穴
msg_ui_map_hisui	ヒスイ地方
msg_ui_map_area00_44	見知らぬ場所
msg_ui_map_sq	新しい依頼
msg_ui_map_area02_18	舞台の戦場
msg_ui_map_area03_23	溶岩の戦場
msg_ui_map_area05_22	氷山の戦場
msg_ui_map_area05_23	雪見の出で湯
msg_ui_map_03_08	ポケモンにみつかっているときは\n移動できません\c
msg_ui_map_02_15	詳しくみる
msg_ui_map_03_09	いまは移動できません\c
msg_ui_map_03_10	移動先を選ぶ
msg_ui_map_area00_45	交換屋
msg_ui_map_setumei_29	落とし物発見のフレンドリィポイントで\n道具交換や　誰かとポケモンを交換する
msg_ui_map_pin	ピン
msg_ui_map_stamp	スタンプ
msg_ui_map_area00_46	射的
msg_ui_map_setumei_30	道具を出し入れできる\n休憩ができる
msg_ui_map_area02_r19	クマの稽古場
msg_ui_map_area02_r20	コンゴウの里山
msg_ui_map_area03_r24	エイパム山
msg_ui_map_area03_r25	水浴び潟
msg_ui_map_area03_r26	静かな内海
net.dat
net_sel_01	落とし物通信
net_sel_02	ふしぎなおくりもの
net_sel_03	インターネット接続
net_sel_04	通信自動接続
net_sel_05	n/a
net_text_01	インターネットに接続しますか？
net_text_02	インターネット接続のため\nレポートを書きます　よろしいですか？
net_text_03	接続しています\n電源を切らないでください
net_text_04	インターネットに接続しました\c
net_text_05	インターネットから切断しますか？
net_text_06	インターネットから切断しています
net_text_07	インターネットから切断しました\c
net_text_08	インターネットにつないでいない場合\n必要なときに接続します
net_text_09	インターネットの自動接続を\nONにしました\c
net_text_10	インターネットの自動接続を\nOFFにしました\c
net_text_11	落とし物の情報を確認します
net_text_12	インターネットに接続して\n贈り物を受け取ります
net_text_13	インターネットの接続と切断をします
net_text_14	
net_menu_01	はい
net_menu_02	いいえ
net_menu_03	ON
net_menu_04	OFF
net_cap_01	戻る
net_cap_02	ON
net_cap_03	OFF
net_cap_04	する
net_cap_05	しない
net_cap_06	n/a
net_cap_07	[VAR 0203(0000,0000)]  [VAR 0203(0001,0000)]
matching_win_01	通信を開始します\n相手を選んでください
matching_win_02	交換に出せるポケモンが\n２匹以上いないため\nポケモン交換ができません\n\nポケモンをそろえてから\n始めてください
matching_win_03	前回行った通信交換で\n通信エラーや電源が\n切れるなどの原因で\n途中終了したため\n通信交換ができません\n\nしばらく時間を置いてから\nお試しください
matching_win_04	通信交換！\n通信相手を探しています
matching_win_05	[VAR 0100(0000)]さんとつながりました！\nしばらく　お待ちください
matching_cap_01	近くの人
matching_cap_02	遠くの人
matching_cap_03	ローカル通信
matching_cap_04	インターネット通信
matching_cap_05	通信パスワード
matching_win_06	ポケモン交換をしている途中で\n本体の電源が切れたり\n通信ができなくなると\nしばらくポケモン交換が\nできなくなります\n\n本体のバッテリーの残量や\n通信に問題がないか　ご確認ください
net_text_15	インターネット接続するために\n必要な情報を受け取ります\c\n情報を受け取った後に\nレポートを書きますが\r\nよろしいですか？
net_text_16	接続しています\nしばらく　お待ちください
net_text_17	インターネット接続に\n必要な情報を受け取りました\c
net_text_18	レポートを書いています\nしばらく　お待ちください
net_text_19	インターネットを切断します\nよろしいですか？
net_text_20	切断しています\nしばらく　お待ちください
net_text_21	インターネットを\n切断しました\c
net_text_22	相手がみつかりませんでした\nもう一度お試しください\c
net_text_23	終了しています\nしばらく　お待ちください
cdye.dat
msg_ui_cdye_message_00	[~ 0]
msg_ui_cdye_message_01	[~ 1]
msg_ui_cdye_message_02	[~ 2]
msg_ui_cdye_message_03	[~ 3]
msg_ui_cdye_message_04	[~ 4]
msg_ui_cdye_message_05	[~ 5]
msg_ui_cdye_message_06	[~ 6]
msg_ui_cdye_message_07	[~ 7]
msg_ui_cdye_message_08	[~ 8]
msg_ui_cdye_message_09	[~ 9]
msg_ui_cdye_message_10	[~ 10]
msg_ui_cdye_message_11	[~ 11]
msg_ui_cdye_message_12	[~ 12]
msg_ui_cdye_state_00	[~ 13]
msg_ui_cdye_state_01	[~ 14]
msg_ui_cdye_select_00	[~ 15]
msg_ui_cdye_select_01	[~ 16]
msg_ui_cdye_select_02	[~ 17]
msg_ui_cdye_select_03	[~ 18]
msg_ui_cdye_select_04	[~ 19]
msg_ui_cdye_optionbar_00	[~ 20]
msg_ui_cdye_optionbar_01	[~ 21]
msg_ui_cdye_optionbar_02	[~ 22]
msg_ui_cdye_guide_00	[~ 23]
msg_ui_cdye_guide_01	[~ 24]
msg_ui_cdye_guide_02	[~ 25]
msg_ui_cdye_guide_03	[~ 26]
msg_ui_cdye_name_01	[~ 27]
msg_ui_cdye_color_00	[~ 28]
msg_ui_cdye_soldout_00	[~ 29]
msg_ui_cdye_itemcount_01	[~ 30]
msg_ui_cdye_box_01	[~ 31]
msg_ui_cdye_box_02	[~ 32]
msg_ui_cdye_box_03	[~ 33]
msg_ui_cdye_box_04	[~ 34]
msg_ui_cdye_message_13	[~ 35]
ckng.dat
msg_ui_ckng_01	[~ 0]
msg_ui_ckng_02	[~ 1]
msg_ui_ckng_03	[~ 2]
hair.dat
msg_ui_hair_01_01	n/a
msg_ui_hair_01_02	髪結い　[VAR 0203(0000,0000)]円
msg_ui_hair_01_03	なんでもない
msg_ui_hair_01_04	n/a
msg_ui_hair_01_05	n/a
msg_ui_hair_01_06	n/a
msg_ui_hair_02_01	[VAR 01A0(0000)]
msg_ui_hair_02_02	[VAR 01A2(0000)]
msg_ui_hair_02_03	n/a
msg_ui_hair_02_04	選ぶ
msg_ui_hair_02_05	決定
msg_ui_hair_02_06	戻す
msg_ui_hair_02_07	n/a
msg_ui_hair_03_01	n/a
msg_ui_hair_03_02	n/a
msg_ui_hair_03_03	n/a
msg_ui_hair_03_04	前と似たような感じだけれども\nこの内容でいいのかしら
msg_ui_hair_03_05	選んだ内容で\nやってもいいのかしら
msg_ui_hair_03_06	雰囲気が変わりますね\nこの内容でいいのかしら
msg_ui_hair_03_07	はい
msg_ui_hair_03_08	いいえ
msg_ui_hair_03_09	n/a
msg_ui_hair_04_01	n/a
msg_ui_hair_04_02	n/a
msg_ui_hair_04_03	n/a
msg_ui_hair_04_04	n/a
msg_ui_hair_04_05	n/a
msg_ui_hair_05_01	n/a
msg_ui_hair_05_02	n/a
hair_color_01	栗皮
hair_color_02	濃紺
hair_color_03	金色
hair_color_04	黒色
hair_color_05	白色
hair_color_06	紅色
hair_color_07	葵色
hair_color_08	浅葱
hair_color_09	菫色
hair_color_10	蜜柑
hair_color_11	桃色
hair_color_12	乳白
hair_color_13	薄墨
hair_color_14	空色
hair_color_15	亜麻色
hair_parts_01	ざんぎり
hair_parts_02	長髪
hair_parts_03	調査隊総髪
hair_parts_04	目隠れ
hair_parts_05	束髪
hair_parts_06	丸刈
hair_parts_07	中分け
hair_parts_08	七三分け
hair_parts_09	ハイカラおかっぱ
hair_parts_10	ハイカラざんばら
hair_parts_11	総髪
hair_parts_12	二つ結い
hair_parts_13	片わな
hair_parts_14	高島田
hair_parts_15	シンオウ結い
hair_parts_16	ハイカラ短髪
hair_parts_17	カブきもの
hair_parts_18	巻き髪
hair_parts_19	編み束髪
msg_ui_hair_03_10	こまかな違いで注文するんだね\nこの内容でいいかな？
msg_ui_hair_03_11	選んだ内容でやるよ？
msg_ui_hair_03_12	雰囲気も変わっていいかもね\nこの内容でやっちゃう？
ibox.dat
msg_ui_ibox_00	ポーチ
msg_ui_ibox_01	[VAR 01D6(0000)]
msg_ui_ibox_02	[VAR 0201(0000)]/[VAR 0201(0001)]
msg_ui_ibox_03	[VAR 0102(0000)]
msg_ui_ibox_04	[VAR 0109(0000)]
msg_ui_ibox_05	[~ 5]
msg_ui_ibox_06	[~ 6]
msg_ui_ibox_07	[~ 7]
msg_ui_ibox_08	[~ 8]
msg_ui_ibox_09	[VAR 0202(0000)]
msg_ui_ibox_10	置ける数がいっぱいのため\n移動できません\c
msg_ui_ibox_11	[~ 11]
msg_ui_ibox_12	[~ 12]
msg_ui_ibox_13	[~ 13]
msg_ui_ibox_14	[~ 14]
msg_ui_ibox_15	[~ 15]
msg_ui_ibox_16	[~ 16]
msg_ui_ibox_17	[VAR 0202(0000)]
msg_ui_ibox_18	×
msg_ui_ibox_19	－
msg_ui_ibox_20	[VAR 0206(0000,0000)]
msg_ui_ibox_51	[VAR 0202(0000)]
msg_ui_ibox_52	売る
msg_ui_ibox_53	[VAR 0206(0000,0000)]円
msg_ui_ibox_54	所持金
msg_ui_ibox_54_01	+[VAR 0206(0000,0000)]
msg_ui_ibox_54_02	[~ 26]
msg_ui_ibox_55	n/a
msg_ui_ibox_56	[VAR 0206(0000,0000)]
msg_ui_ibox_57	あげる
msg_ui_ibox_58	売値
msg_ui_ibox_59	移動
msg_ui_ibox_60	選んだ道具を　まとめて売ります\n[VAR 0206(0000,0000)]円ですが　よろしいですか？
