bag.dat
msg_ui_bag_okodukai_00	しょじきん
msg_ui_box_waza_denju_01	[~ 255]
cmp.dat
cmp_sel_01	ポケモン
cmp_sel_02	買い物
cmp_sel_03	休む
cmp_sel_04	もどる
cmp_sel_05	[~ 4]
cmp_sel_06	少しだけ
cmp_text_01	テントで[VAR FF01(0001,0002,4F11,3084,3059)]休んで\n[VAR FF01(0002,0003,6642,9593,3058,304B,3093)]時間を[VAR FF01(0001,0001,904E,3059)]過ごしますか？
ret_text_00	どれだけ[VAR FF01(0001,0002,4F11,3084,3059)]休みますか？
recovery_text_01	[VAR 0102(0000)]は　[VAR FF01(0001,0002,4F11,3084,3059)]休んで\n[VAR FF01(0002,0003,5143,6C17,3052,3093,304D)]元気になった！
recovery_text_02	[VAR 0102(0000)]たちは　[VAR FF01(0001,0002,4F11,3084,3059)]休んで\nみんな[VAR FF01(0002,0003,5143,6C17,3052,3093,304D)]元気になった！
cmp_cmn_001	[VAR FF01(0002,0004,8ABF,67FB,3061,3087,3046,3055)]調査にいくなら[VAR FF01(0002,0004,6E96,5099,3058,3085,3093,3073)]準備は[VAR FF01(0001,0003,6020,304A,3053,305F)]怠るなよ
cmp_cmn_002	どのポケモンを[VAR FF01(0001,0001,9023,3064)]連れていくんだ？
cmp_cmn_003	なにか[VAR FF01(0001,0001,8CB7,304B)]買っていくか？
cmp_cmn_004	ムラの[VAR FF01(0003,0004,96D1,8CA8,5C4B,3056,3063,304B,3084)]雑貨屋の[VAR FF01(0002,0005,5546,54C1,3057,3087,3046,3072,3093)]商品が[VAR FF01(0001,0001,5897,3075)]増えれば\nここで[VAR FF01(0001,0001,58F2,3046)]売れるものも増えるんだが……\c\nおっと　[VAR FF01(0002,0004,8ABF,67FB,3061,3087,3046,3055)]調査にいくなら[VAR FF01(0002,0004,6E96,5099,3058,3085,3093,3073)]準備は[VAR FF01(0001,0003,6020,304A,3053,305F)]怠るなよ
hud.dat
msg_ui_hud_field_01	プレイヤーのそうさガイド
msg_ui_hud_capture_01	[VAR 0109(0000)]
msg_ui_hud_capture_02	[VAR 0203(0000,0000)]
msg_ui_hud_01_01	[VAR 0201(0000)]
msg_ui_hud_guide_ride_00_jump	ジャンプ
msg_ui_hud_guide_ride_00_dash	ダッシュ
msg_ui_hud_guide_ride_01_jump	[~ 6]
msg_ui_hud_guide_ride_01_wall_jump	ジャンプ
msg_ui_hud_guide_ride_01_get_off	てをはなす
msg_ui_hud_guide_ride_02_jump	ジャンプ
msg_ui_hud_guide_ride_02_dash	ダッシュ
msg_ui_hud_guide_ride_02_throw	[~ 11]
msg_ui_hud_guide_ride_02_gaze	ちゅうし
msg_ui_hud_guide_ride_03_swoop	きゅうこうか
msg_ui_hud_guide_ride_04_dig	あなをほる
msg_ui_hud_guide_ride_04_jump	[~ 15]
msg_ui_hud_guide_sousa_dummy	
		[~ 17]
msg_ui_hud_guide_sousa_00	いどう
msg_ui_hud_guide_sousa_01	しらべる／はなす
msg_ui_hud_guide_sousa_02	ジャンプ
msg_ui_hud_guide_sousa_03	スマートフォン
msg_ui_hud_guide_sousa_04	アイテムをなげる
msg_ui_hud_guide_sousa_05	カメラそうさ
msg_ui_hud_guide_sousa_06	カメラリセット
msg_ui_hud_guide_sousa_07	ちゅうもく
msg_ui_hud_guide_sousa_08	カテゴリきりかえ
msg_ui_hud_guide_sousa_09	かいひこうどう
msg_ui_hud_guide_sousa_10	しゃがむ/たつ
msg_ui_hud_guide_sousa_11	なげるどうぐきりかえ
msg_ui_hud_guide_sousa_12	地図をみる
msg_ui_hud_guide_sousa_13	長押しで狙う
msg_ui_hud_guide_sousa_14	離して投げる
msg_ui_hud_guide_sousa_15	ダッシュ
msg_ui_hud_guide_sousa_16	ポケモンライド
msg_ui_hud_guide_sousa_17	ライド切り替え
msg_ui_hud_guide_dex_01	図鑑をみる
map.dat
msg_ui_map_cap_02	もどる
msg_ui_map_cap_03	ミッション
msg_ui_map_01_01	[VAR 0200(0000)]
msg_ui_map_01_02	B[VAR 0200(0000)]
msg_ui_map_01_03	[VAR 0202(0000)]
msg_ui_map_01_04	[VAR 01D7(0000)]
msg_ui_map_01_05	いらいぬし
msg_ui_map_01_06	[VAR 01D8(0000)]
msg_ui_map_01_07	
msg_ui_map_01_08	もくてき
msg_ui_map_01_09	
msg_ui_map_01_10	AM
msg_ui_map_01_11	PM
msg_ui_map_01_12	[VAR 0201(0000)]:[VAR 0201(0001)]
msg_ui_map_01_13	[VAR 0105(0000)]
msg_ui_map_01_14	[VAR 0101(0000)]
msg_ui_map_01_15	たいりょうはっせいの　もくげきほうこく
msg_ui_map_01_16	[VAR 0100(0000)]
msg_ui_map_01_17	[VAR 0102(0000)]
msg_ui_map_01_18	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_map_01_19	[VAR 01B1(0000)]
msg_ui_map_01_20	メイン
msg_ui_map_01_21	サブ
msg_ui_map_01_22	１２３４５６７８９０１２３４５６７８\n１２３４５６７８９０１２３４５６７８
msg_ui_map_01_23	[VAR 0100(0000)]が\n落とした　ポーチ
msg_ui_map_01_24	？？？？？？
msg_ui_map_01_25	[VAR 0103(0000)]
msg_ui_map_01_26	[VAR 010B(0000)]
msg_ui_map_01_27	[VAR 010B(0000)]
msg_ui_map_01_28	
msg_ui_map_01_29	×
msg_ui_map_01_30	[VAR 0202(0000)]
msg_ui_map_01_31	[VAR 0202(0000)]
msg_ui_map_01_32	/
msg_ui_map_01_33	[VAR 0201(0000)]
msg_ui_map_01_34	ガイドちゅうクエストは　ありません
msg_ui_map_01_35	ヒスイちほうの　あちこちを\nじゆうに　ぼうけんしましょう
msg_ui_map_01_36	１２３４５６７８９０１２３４５６７８９０１２
msg_ui_map_02_01	ガイド
msg_ui_map_02_02	解除
msg_ui_map_02_03	ピン／スタンプ
msg_ui_map_02_04	けす
msg_ui_map_02_05	おく
msg_ui_map_02_06	げんざいち
msg_ui_map_02_07	ズーム
msg_ui_map_02_08	にんむ
msg_ui_map_02_09	いどう
msg_ui_map_02_10	とじる
msg_ui_map_02_11	もくてき
msg_ui_map_02_12	[VAR 0201(0000)]
msg_ui_map_02_13	/
msg_ui_map_02_14	[VAR 0201(0000)]
msg_ui_map_03_01	[VAR 0105(0000)]に\nいどう　しますか？
msg_ui_map_03_02	どこに　いどう　しますか？
msg_ui_map_03_03	どこに　いどう　しますか？
msg_ui_map_03_04	はい
msg_ui_map_03_05	いいえ
msg_ui_map_03_06	[VAR 0105(0000)]
msg_ui_map_03_07	やめる
msg_ui_map_area00_01	ギンガだんほんぶ
msg_ui_map_area00_02	しゅくしゃ
msg_ui_map_area00_03	バッグかくちょう
msg_ui_map_area00_04	まじめなけいびたいいん
msg_ui_map_area00_05	センパイのいえ		
msg_ui_map_area00_06	ちょうさたいのながや
msg_ui_map_area00_07	けいびたいのながや	
msg_ui_map_area00_08	のうこうたいのながや
msg_ui_map_area00_09	せいぞうたいのながや
msg_ui_map_area00_10	けんちくたいのながや
msg_ui_map_area00_11	いりょうたいのながや
msg_ui_map_area00_12	みんか
msg_ui_map_area00_13	n/a
msg_ui_map_area00_14	のうか
msg_ui_map_area00_15	ポケモンぼくじょう
msg_ui_map_area00_16	はたけ
msg_ui_map_area00_17	おやしろ
msg_ui_map_area00_18	ノボリ
msg_ui_map_area00_19	コトブキてい
msg_ui_map_area00_20	サブめしや
msg_ui_map_area00_21	ともだちや
msg_ui_map_area00_22	りようしつ
msg_ui_map_area00_23	ごふくや
msg_ui_map_area00_24	さつえいスタジオ
msg_ui_map_area00_25	キマグレこうかんじょ
msg_ui_map_area00_26	イチョウしょうかい
msg_ui_map_area00_27	ざっかや
msg_ui_map_area00_28	かじや
msg_ui_map_area00_29	アメじい
msg_ui_map_area00_30	ひろば
msg_ui_map_area00_31	おまもりばあさん
msg_ui_map_area00_32	くんれんじょう
msg_ui_map_area00_33	ちゅうざいしょ
msg_ui_map_area00_34	みなみもん
msg_ui_map_area00_35	ほくとうもん
msg_ui_map_area00_36	クラフトだい
msg_ui_map_area00_37	あきち
msg_ui_map_area00_38	けんせつちゅう
msg_ui_map_area00_39	すごいさつえいスタジオ
msg_ui_map_area00_40	すごいともだちや
msg_ui_map_area00_41	すごいりはつてん
msg_ui_map_area00_42	すごいごふくや
msg_ui_map_area00_43	ひよくなはたけ
msg_ui_map_area01_01	たいしざか
msg_ui_map_area01_02	ていてつがはら
msg_ui_map_area01_03	シシのやまみち
msg_ui_map_area01_04	シシのたかだい
msg_ui_map_area01_05	こくようのたき
msg_ui_map_area01_06	くろがねトンネル
msg_ui_map_area01_07	もりのだいどころ
msg_ui_map_area01_08	おくのもり
msg_ui_map_area01_09	きょぼくのいくさば
msg_ui_map_area01_10	けわしばやし
msg_ui_map_area01_11	シンジこ
msg_ui_map_area01_12	マサゴへいげん
msg_ui_map_area01_13	かこうのえんてい
msg_ui_map_area01_14	そのおのかいこんち
msg_ui_map_area01_15	ハマナスのしま
msg_ui_map_area01_16	げんやベース
msg_ui_map_area01_17	たかだいベース
msg_ui_map_area01_18	かぜぬけみち
msg_ui_map_area01_19	そのおのかいこんち
msg_ui_map_area01_20	けずらればし
msg_ui_map_area01_21	こけむしたいわ
msg_ui_map_area02_01	こんじきのへいや
msg_ui_map_area02_02	ズイのいせき
msg_ui_map_area02_03	おおぐちのぬま
msg_ui_map_area02_04	ヘドロだいち
msg_ui_map_area02_05	しんくぬま
msg_ui_map_area02_06	ゴロゴロざか
msg_ui_map_area02_07	コンゴウしゅうらく
msg_ui_map_area02_08	リッシこ
msg_ui_map_area02_09	うんかいとうげ
msg_ui_map_area02_10	きりのいせき
msg_ui_map_area02_11	n/a
msg_ui_map_area02_12	クマのけいこば
msg_ui_map_area02_13	はおとのはら
msg_ui_map_area02_14	しっちベース
msg_ui_map_area03_01	わたりのなぞえ
msg_ui_map_area03_02	イチョウのはまべ
msg_ui_map_area03_03	オバケワラ
msg_ui_map_area03_04	うらのはま
msg_ui_map_area03_05	トンボロみち
msg_ui_map_area03_06	とばりみさき
msg_ui_map_area03_07	うみくさのらくえん
msg_ui_map_area03_08	ひふきじま
msg_ui_map_area03_09	ススキのいえ
msg_ui_map_area03_10	かくれいずみへのみち
msg_ui_map_area03_11	おおうおのかくれいわ
msg_ui_map_area03_12	しまなみはま
msg_ui_map_area03_13	かぜさらしのもり
msg_ui_map_area03_14	n/a
msg_ui_map_area03_15	しおのぬけみち
msg_ui_map_area03_16	うみべのこあな
msg_ui_map_area03_17	すなはまベース
msg_ui_map_area03_18	かいがんベース
msg_ui_map_area04_01	さんろくベース
msg_ui_map_area04_02	しんぜんのたかだい
msg_ui_map_area04_03	まよいのさんりん
msg_ui_map_area04_04	こだいのいしきりば
msg_ui_map_area04_05	カミナギさんどう
msg_ui_map_area04_06	はなれゆうすい
msg_ui_map_area04_07	フェアリーのいずみ
msg_ui_map_area04_08	ゴロゴロさんち
msg_ui_map_area04_09	れっせきとうげ
msg_ui_map_area04_10	n/a
msg_ui_map_area04_11	たいこのほらあな
msg_ui_map_area04_12	がけのぼりがけ
msg_ui_map_area04_13	カミナギじいんあと
msg_ui_map_area04_14	げいげつのいくさば
msg_ui_map_area04_15	さんちょうベース
msg_ui_map_area04_16	かさぐものきりとおし
msg_ui_map_area04_17	やりのはしら
msg_ui_map_area05_01	せつげんベース
msg_ui_map_area05_02	ごうせつだに
msg_ui_map_area05_03	クレバスのぬけみち
msg_ui_map_area05_04	ごっかんのあれち
msg_ui_map_area05_05	n/a
msg_ui_map_area05_06	クレベースひょうかい
msg_ui_map_area05_07	ひょうがのだんきゅう
msg_ui_map_area05_08	エイチこ
msg_ui_map_area05_09	キッサキしんでん
msg_ui_map_area05_10	ふゆごもりのほらあな
msg_ui_map_area05_11	おにごおりたき
msg_ui_map_area05_12	なだれざか
msg_ui_map_area05_13	ひょうざんのいくさば
msg_ui_map_area05_14	シンジュしゅうらく
msg_ui_map_area05_15	しんぎょういわやま
msg_ui_map_area05_16	ふとうのいずみ
msg_ui_map_area05_17	ひょうざんベース
msg_ui_map_area06_01	コギトのいえ
msg_ui_map_area06_02	ウォロ
msg_ui_map_area06_03	もん
msg_ui_map_area06_04	クラフトだい
msg_ui_map_area06_05	ケーシィ
msg_ui_map_ft_01	ほんぶまえ
msg_ui_map_ft_02	やがいくんれんじょう
msg_ui_map_ft_03	おもてもんまえ
msg_ui_map_ft_04	はたけまえ
msg_ui_map_ft_05	くんれんじょうまえ
msg_ui_map_01_37	くうかんに　ゆがみをかんじる……
msg_ui_map_01_38	じくうのゆがみ
msg_ui_map_01_39	ミニゲーム１
msg_ui_map_01_40	ミニゲーム２
msg_ui_map_01_41	ミニゲーム３
msg_ui_map_01_42	ミニゲーム４
msg_ui_map_01_43	ミニゲーム５
msg_ui_map_setumei_01	きゅうけいや　きがえができる\nどうぐを　だしいれできる
msg_ui_map_setumei_02	あたらしいいらいを　うけられる\nずかんを　かくにんできる
msg_ui_map_setumei_03	図鑑を確認できる
msg_ui_map_setumei_04	休憩ができる
msg_ui_map_setumei_05	だれかと　ポケモンを　こうかんできる
msg_ui_map_setumei_06	ポケモンと　しゃしんをとれる
msg_ui_map_setumei_07	どうぐを　うりかいできる
msg_ui_map_setumei_08	アメが　かえる
msg_ui_map_setumei_09	ざいりょうや　レシピが　かえる
msg_ui_map_setumei_10	めずらしいどうぐや　ざいりょうが　かえる
msg_ui_map_setumei_11	ふくや　くつが　かえる\nきがえや　せんしょくが　できる
msg_ui_map_setumei_12	おまもりを　うってくれる
msg_ui_map_setumei_13	かみがたを　かえられる
msg_ui_map_setumei_14	さくもつを　そだてられる
msg_ui_map_setumei_15	ポケモンを　あずけられる
msg_ui_map_setumei_16	ポケモンに　わざを　おしえたり\nおもいださせたり　できる
msg_ui_map_setumei_17	おとしものを　うけとれる
msg_ui_map_setumei_18	ちょうさに　しゅっぱつできる
msg_ui_map_setumei_19	クラフトが　できる
msg_ui_map_setumei_20	ゆうぎが　できる
msg_ui_map_setumei_21	きゅうけいや　きがえができる
msg_ui_map_setumei_22	ポケモンを　あずけられる\nどうぐを　だしいれできる
msg_ui_map_setumei_23	きゅうけいや　クラフトができる
msg_ui_map_setumei_24	ミニゲーム１が　できる
msg_ui_map_setumei_25	ミニゲーム２が　できる
msg_ui_map_setumei_26	ミニゲーム３が　できる
msg_ui_map_setumei_27	ミニゲーム４が　できる
msg_ui_map_setumei_28	ミニゲーム５が　できる
msg_ui_map_01_44	でぐち
msg_ui_map_area01_22	シンジこのくうどう
msg_ui_map_area02_15	あれちベース
msg_ui_map_area02_16	リッシこのくうどう
msg_ui_map_area02_17	けやりのそうげん
msg_ui_map_area03_19	もどりのどうくつ
msg_ui_map_area03_20	かこうのほこら
msg_ui_map_area03_21	迷子の磯辺
msg_ui_map_area03_22	砂の手
msg_ui_map_area04_18	まよいのすいろ
msg_ui_map_area04_19	さんちゅうベース
msg_ui_map_area04_20	いわのもん
msg_ui_map_area04_21	シンオウしんでん
msg_ui_map_area04_22	じゅんれいしゃのみち
msg_ui_map_area04_23	いのりのひろば
msg_ui_map_area05_18	こおったいし
msg_ui_map_area05_19	エイチこのくうどう
msg_ui_map_area05_20	ひょうざんのちかどう
msg_ui_map_area05_21	ひみつのよこあな
msg_ui_map_hisui	ヒスイちほう
msg_ui_map_area00_44	みしらぬばしょ
msg_ui_map_sq	あたらしいクエスト
msg_ui_map_area02_18	ぶたいのいくさば
msg_ui_map_area03_23	ようがんのいくさば
msg_ui_map_area05_22	ひょうざんのいくさば
msg_ui_map_area05_23	ゆきみのいでゆ
msg_ui_map_03_08	ポケモンにみつかっているときは\n移動できません\c
msg_ui_map_02_15	くわしくみる
msg_ui_map_03_09	いまは移動できません\c
msg_ui_map_03_10	移動先を選ぶ
msg_ui_map_area00_45	落とし物屋
msg_ui_map_setumei_29	落とし物をみつけた得点で道具を\n交換したり　誰かとポケモンを交換する
msg_ui_map_pin	ピン
msg_ui_map_stamp	スタンプ
msg_ui_map_area00_46	射的
msg_ui_map_setumei_30	道具を出し入れできる\n休憩ができる
msg_ui_map_area02_r19	クマのけいこば
msg_ui_map_area02_r20	コンゴウのさとやま
msg_ui_map_area03_r24	エイパムやま
msg_ui_map_area03_r25	みずあびがた
msg_ui_map_area03_r26	しずかなうちうみ
net.dat
net_sel_01	ぼうけんサポートつうしん
net_sel_02	ふしぎなおくりもの
net_sel_03	インターネットせつぞく
net_sel_04	つうしん　じどうせつぞく
net_sel_05	つうしんせつぞくせってい　ＯＦＦ
net_text_01	インターネットに　せつぞく　しますか？
net_text_02	インターネット　せつぞくのため\nレポートを　かきます\r\nよろしいですか？
net_text_03	せつぞく　しています\nでんげんを　きらないで　ください
net_text_04	インターネットに　せつぞく　しました\c
net_text_05	インターネットから　せつだん　しますか？
net_text_06	インターネットから　せつだん　しています
net_text_07	インターネットから　せつだん　しました\c
net_text_08	インターネットに　つないでないとき\nひつようなときに　せつぞく　します
net_text_09	インターネットの　じどうせつぞくを\nON　にしました\c
net_text_10	インターネットの　じどうせつぞくを\nOFF　にしました\c
net_text_11	落とし物の情報を確認します
net_text_12	インターネットに接続して\n贈り物を受け取ります
net_text_13	インターネットの接続と切断をします
net_text_14	
net_menu_01	はい
net_menu_02	いいえ
net_menu_03	ON
net_menu_04	OFF
net_cap_01	もどる
net_cap_02	ON
net_cap_03	OFF
net_cap_04	する
net_cap_05	しない
net_cap_06	パスワード
net_cap_07	[VAR 0203(0000,0000)]  [VAR 0203(0001,0000)]
matching_win_01	つうしんを　かいしします\nあいてを　えらんでください
matching_win_02	こうかんに　だせる　ポケモンが\n２ひき　いじょう　いないため\nポケモンこうかんが　できません\n\nポケモンを　そろえてから\nはじめてください
matching_win_03	ぜんかい　おこなった\nつうしんこうかんで\nつうしんエラーや　でんげんが\nきれるなどの　げんいんで\nとちゅう　しゅうりょう　したため\nつうしんこうかんが　できません\n\nしばらく　じかんを　おいてから\nおためしください
matching_win_04	つうしんこうかん！\nつうしん　あいてを　さがしています\c
matching_win_05	[VAR 0100(0000)]さんと　つながりました！\nしばらく　おまちください\c
matching_cap_01	ちかくのひと
matching_cap_02	とおくのひと
matching_cap_03	ローカルつうしん
matching_cap_04	インターネットつうしん
matching_cap_05	つうしんパスワード
matching_win_06	ちゅうい！\nポケモンこうかんを\nしている　とちゅうで\nつうしんエラーや\nほんたいの　でんげんが　きれて\nつうしんが　しゅうりょうすると\nしばらく　ポケモンこうかんが\nできなくなります
net_text_15	インターネット　せつぞく　するために\nひつような　じょうほうを　うけとります\c\nじょうほうを　うけとった　あとに\nレポートを　かきますが\r\nよろしいですか？
net_text_16	せつぞく　しています\nしばらく　おまちください
net_text_17	インターネットせつぞくに\nひつような　じょうほうを　うけとりました\c
