bag.dat
msg_ui_bag_okodukai_00	Money
msg_ui_hud_guide_ride_02_jump	Jump
msg_ui_hud_guide_ride_02_dash	Dash
msg_ui_hud_guide_ride_02_throw	[~ 11]
msg_ui_hud_guide_ride_02_gaze	Dash
msg_ui_hud_guide_ride_03_swoop	Dive
msg_ui_hud_guide_ride_04_dig	Dig
msg_ui_hud_guide_ride_04_jump	[~ 15]
msg_ui_hud_guide_sousa_dummy	
		[~ 17]
msg_ui_hud_guide_sousa_00	Move
msg_ui_hud_guide_sousa_01	Investigate/Talk
msg_ui_hud_guide_sousa_02	Crouch/Rise
msg_ui_hud_guide_sousa_03	Arc Phone
msg_ui_hud_guide_sousa_04	Aim/Throw
msg_ui_hud_guide_sousa_05	Move Camera
msg_ui_hud_guide_sousa_06	Reset Camera
msg_ui_hud_guide_sousa_07	Hold to Focus
msg_ui_hud_guide_sousa_08	Switch Category
msg_ui_hud_guide_sousa_09	Dodge
msg_ui_hud_guide_sousa_10	Crouch/Rise
msg_ui_hud_guide_sousa_11	Item/Pokémon
msg_ui_hud_guide_sousa_12	Check Map
msg_ui_hud_guide_sousa_13	Hold to Aim
msg_ui_hud_guide_sousa_14	Release to Throw
msg_ui_hud_guide_sousa_15	Dash
msg_ui_hud_guide_sousa_16	Ride Pokémon
msg_ui_hud_guide_sousa_17	Change Pokémon
msg_ui_hud_guide_dex_01	Check Pokédex
map.dat
msg_ui_map_cap_02	n/a
msg_ui_map_cap_03	n/a
msg_ui_map_01_01	n/a
msg_ui_map_01_02	n/a
msg_ui_map_01_03	[VAR 0202(0000)]
msg_ui_map_01_04	[VAR 01D7(0000)]
msg_ui_map_01_05	Requested By:
msg_ui_map_01_06	[VAR 01D8(0000)]
msg_ui_map_01_07	
msg_ui_map_01_08	Goal
msg_ui_map_01_09	
msg_ui_map_01_10	n/a
msg_ui_map_01_11	n/a
msg_ui_map_01_12	n/a
msg_ui_map_01_13	[VAR 0105(0000)]
msg_ui_map_01_14	[VAR 0101(0000)]
msg_ui_map_01_15	Mass Outbreak
msg_ui_map_01_16	[VAR 0100(0000)]
msg_ui_map_01_17	[VAR 0102(0000)]
msg_ui_map_01_18	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_map_01_19	[VAR 01B1(0000)]
msg_ui_map_01_20	Missions
msg_ui_map_01_21	Requests
msg_ui_map_01_22	１２３４５６７８９０１２３４５６７８\n１２３４５６７８９０１２３４５６７８
msg_ui_map_01_23	[VAR 0100(0000)]’s lost satchel
msg_ui_map_01_24	??????
msg_ui_map_01_25	[VAR 0103(0000)]
msg_ui_map_01_26	[VAR 010B(0000)]
msg_ui_map_01_27	[VAR 010B(0000)]
msg_ui_map_01_28	
msg_ui_map_01_29	×
msg_ui_map_01_30	[VAR 0202(0000)]
msg_ui_map_01_31	[VAR 0202(0000)]
msg_ui_map_01_32	/
msg_ui_map_01_33	n/a
msg_ui_map_01_34	You don’t have guidance activated.
msg_ui_map_01_35	Explore the many corners of the Hisui region\nas you like!
msg_ui_map_01_36	n/a
msg_ui_map_02_01	n/a
msg_ui_map_02_02	n/a
msg_ui_map_02_03	Pin/Stamp
msg_ui_map_02_04	Erase
msg_ui_map_02_05	Place
msg_ui_map_02_06	Current location
msg_ui_map_02_07	Zoom
msg_ui_map_02_08	Missions & Requests
msg_ui_map_02_09	Go Here
msg_ui_map_02_10	Exit
msg_ui_map_02_11	Goal
msg_ui_map_02_12	[VAR 0201(0000)]
msg_ui_map_02_13	/
msg_ui_map_02_14	[VAR 0201(0000)]
msg_ui_map_03_01	[VAR BD06(0000)]You wish to go to\n[VAR 1300(0000,0000)][VAR 0105(0000)]?
msg_ui_map_03_02	Where do you want to go?
msg_ui_map_03_03	Where do you want to go?
msg_ui_map_03_04	Yes
msg_ui_map_03_05	No
msg_ui_map_03_06	[VAR 0105(0000)]
msg_ui_map_03_07	Quit
msg_ui_map_area00_01	Galaxy Hall
msg_ui_map_area00_02	Your Quarters
msg_ui_map_area00_03	Satchel Expander
msg_ui_map_area00_04	Serious Guard
msg_ui_map_area00_05	[VAR 1100(00FF,0204)]AkarRei’s Quarters
msg_ui_map_area00_06	Survey Corps Quarters
msg_ui_map_area00_07	Security Corps Quarters
msg_ui_map_area00_08	Agriculture Corps Quarters
msg_ui_map_area00_09	Supply Corps Quarters
msg_ui_map_area00_10	Construction Corps Quarters
msg_ui_map_area00_11	Medical Corps Quarters
msg_ui_map_area00_12	Residence
msg_ui_map_area00_13	n/a
msg_ui_map_area00_14	Farmhouse
msg_ui_map_area00_15	Pastures
msg_ui_map_area00_16	Farm
msg_ui_map_area00_17	Folk Shrine
msg_ui_map_area00_18	Captain of the Security Corps
msg_ui_map_area00_19	The Wallflower
msg_ui_map_area00_20	Sevii Kitchen
msg_ui_map_area00_21	General Store
msg_ui_map_area00_22	Hairdresser
msg_ui_map_area00_23	Clothier
msg_ui_map_area00_24	Photography Studio
msg_ui_map_area00_25	Trading Post
msg_ui_map_area00_26	Ginkgo Guild Cart
msg_ui_map_area00_27	General Store
msg_ui_map_area00_28	Craftworks
msg_ui_map_area00_29	Candy Stand
msg_ui_map_area00_30	Village Square
msg_ui_map_area00_31	Charm Lady Lucille
msg_ui_map_area00_32	Training Grounds
msg_ui_map_area00_33	n/a
msg_ui_map_area00_34	Seaside Gate
msg_ui_map_area00_35	Front Gate
msg_ui_map_area00_36	Workbench
msg_ui_map_area00_37	Empty Lot
msg_ui_map_area00_38	Under Construction
msg_ui_map_area00_39	First-Rate Photography Studio
msg_ui_map_area00_40	First-Rate General Store
msg_ui_map_area00_41	First-Rate Hairdresser
msg_ui_map_area00_42	First-Rate Clothier
msg_ui_map_area00_43	Fertile Fields
msg_ui_map_area01_01	Aspiration Hill
msg_ui_map_area01_02	Horseshoe Plains
msg_ui_map_area01_03	Deertrack Path
msg_ui_map_area01_04	Deertrack Heights
msg_ui_map_area01_05	Obsidian Falls
msg_ui_map_area01_06	Oreburrow Tunnel
msg_ui_map_area01_07	Nature’s Pantry
msg_ui_map_area01_08	The Heartwood
msg_ui_map_area01_09	Grandtree Arena
msg_ui_map_area01_10	Grueling Grove
msg_ui_map_area01_11	Lake Verity
msg_ui_map_area01_12	Sandgem Flats
msg_ui_map_area01_13	Tidewater Dam
msg_ui_map_area01_14	Floaro Gardens
msg_ui_map_area01_15	Ramanas Island
msg_ui_map_area01_16	Fieldlands Camp
msg_ui_map_area01_17	Heights Camp
msg_ui_map_area01_18	Windswept Run
msg_ui_map_area01_19	Floaro Gardens
msg_ui_map_area01_20	Worn Bridge
msg_ui_map_area01_21	Moss Rock
msg_ui_map_area02_01	Golden Lowlands
msg_ui_map_area02_02	Solaceon Ruins
msg_ui_map_area02_03	Gapejaw Bog
msg_ui_map_area02_04	Sludge Mound
msg_ui_map_area02_05	Scarlet Bog
msg_ui_map_area02_06	Bolderoll Slope
msg_ui_map_area02_07	Diamond Settlement
msg_ui_map_area02_08	Lake Valor
msg_ui_map_area02_09	Cloudpool Ridge
msg_ui_map_area02_10	Shrouded Ruins
msg_ui_map_area02_11	n/a
msg_ui_map_area02_12	Holm of Trials
msg_ui_map_area02_13	Droning Meadow
msg_ui_map_area02_14	Mirelands Camp
msg_ui_map_area03_01	Crossing Slope
msg_ui_map_area03_02	Ginkgo Landing
msg_ui_map_area03_03	Deadwood Haunt
msg_ui_map_area03_04	Hideaway Bay
msg_ui_map_area03_05	Tombolo Walk
msg_ui_map_area03_06	Veilstone Cape
msg_ui_map_area03_07	Seagrass Haven
msg_ui_map_area03_08	Firespit Island
msg_ui_map_area03_09	Iscan’s Home
msg_ui_map_area03_10	Spring Path
msg_ui_map_area03_11	Lunker’s Lair
msg_ui_map_area03_12	Islespy Shore
msg_ui_map_area03_13	Windbreak Stand
msg_ui_map_area03_14	n/a
msg_ui_map_area03_15	Tidal Passage
msg_ui_map_area03_16	Seaside Hollow
msg_ui_map_area03_17	Beachside Camp
msg_ui_map_area03_18	Coastlands Camp
msg_ui_map_area04_01	Highlands Camp
msg_ui_map_area04_02	Heavenward Lookout
msg_ui_map_area04_03	Wayward Wood
msg_ui_map_area04_04	Ancient Quarry
msg_ui_map_area04_05	Celestica Trail
msg_ui_map_area04_06	Lonely Spring
msg_ui_map_area04_07	Fabled Spring
msg_ui_map_area04_08	Bolderoll Ravine
msg_ui_map_area04_09	Stonetooth Rows
msg_ui_map_area04_10	n/a
msg_ui_map_area04_11	Primeval Grotto
msg_ui_map_area04_12	Clamberclaw Cliffs
msg_ui_map_area04_13	Celestica Ruins
msg_ui_map_area04_14	Moonview Arena
msg_ui_map_area04_15	Summit Camp
msg_ui_map_area04_16	Cloudcap Pass
msg_ui_map_area04_17	Spear Pillar
msg_ui_map_area05_01	Snowfields Camp
msg_ui_map_area05_02	Whiteout Valley
msg_ui_map_area05_03	Crevasse Passage
msg_ui_map_area05_04	Bonechill Wastes
msg_ui_map_area05_05	n/a
msg_ui_map_area05_06	Avalugg’s Legacy
msg_ui_map_area05_07	Glacier Terrace
msg_ui_map_area05_08	Lake Acuity
msg_ui_map_area05_09	Snowpoint Temple
msg_ui_map_area05_10	Hibernal Cave
msg_ui_map_area05_11	Icebound Falls
msg_ui_map_area05_12	Avalanche Slopes
msg_ui_map_area05_13	Arena’s Approach
msg_ui_map_area05_14	Pearl Settlement
msg_ui_map_area05_15	Heart’s Crag
msg_ui_map_area05_16	Ice Column Chamber
msg_ui_map_area05_17	Icepeak Camp
msg_ui_map_area06_01	Cogita’s Home
msg_ui_map_area06_02	Volo
msg_ui_map_area06_03	Gate
msg_ui_map_area06_04	Workbench
msg_ui_map_area06_05	Abra
msg_ui_map_ft_01	Galaxy Hall
msg_ui_map_ft_02	Practice Field
msg_ui_map_ft_03	Front Gate
msg_ui_map_ft_04	Farm
msg_ui_map_ft_05	Training Grounds
msg_ui_map_01_37	Space-time is growing unstable here...
msg_ui_map_01_38	Space-Time Distortion
msg_ui_map_01_39	Fieldlands Balloon Race
msg_ui_map_01_40	Balloon Race 2
msg_ui_map_01_41	Coastlands Balloon Race
msg_ui_map_01_42	Balloon Race 4
msg_ui_map_01_43	Icelands Balloon Race
msg_ui_map_setumei_01	▪ Access your item storage\n▪ Take a rest or change outfits
msg_ui_map_setumei_02	▪ Take on new requests\n▪ Have your Pokédex checked
msg_ui_map_setumei_03	▪ Have your Pokédex checked
msg_ui_map_setumei_04	▪ Take a rest
msg_ui_map_setumei_05	▪ Trade Pokémon with others
msg_ui_map_setumei_06	▪ Take photos with your Pokémon
msg_ui_map_setumei_07	▪ Purchase an assortment of useful items
msg_ui_map_setumei_08	▪ Purchase Exp. Candies
msg_ui_map_setumei_09	▪ Purchase materials and recipes for crafting
msg_ui_map_setumei_10	▪ Purchase materials and various oddities
msg_ui_map_setumei_11	▪ Purchase new clothing and footwear\n▪ Change your outfit
msg_ui_map_setumei_12	▪ Purchase protective charms
msg_ui_map_setumei_13	▪ Update your hairstyle, hair color, or brow color
msg_ui_map_setumei_14	▪ Have crops grown in the fields
msg_ui_map_setumei_15	▪ Drop off Pokémon to be cared for
msg_ui_map_setumei_16	▪ Have your Pokémon learn or master moves\n▪ Exchange Grit items used for training Pokémon
msg_ui_map_setumei_17	▪ Recover your lost items
msg_ui_map_setumei_18	▪ Set out on an excursion
msg_ui_map_setumei_19	▪ Craft items to use on your adventure
msg_ui_map_setumei_20	▪ Enjoy some sharpshooting fun for prizes
msg_ui_map_setumei_21	▪ Take a rest or change outfits
msg_ui_map_setumei_22	▪ Drop off Pokémon to be cared for\n▪ Access your item storage
msg_ui_map_setumei_23	▪ Take a rest or do some crafting
msg_ui_map_setumei_24	▪ Burst balloons to win prizes
msg_ui_map_setumei_25	▪ Burst balloons to win prizes
msg_ui_map_setumei_26	▪ Burst balloons to win prizes
msg_ui_map_setumei_27	▪ Burst balloons to win prizes
msg_ui_map_setumei_28	▪ Burst balloons to win prizes
msg_ui_map_01_44	Exit
msg_ui_map_area01_22	Verity Cavern
msg_ui_map_area02_15	Bogbound Camp
msg_ui_map_area02_16	Valor Cavern
msg_ui_map_area02_17	Cottonsedge Prairie
msg_ui_map_area03_19	Turnback Cave
msg_ui_map_area03_20	Lava Dome Sanctum
msg_ui_map_area03_21	Castaway Shore
msg_ui_map_area03_22	Sand’s Reach
msg_ui_map_area04_18	Wayward Cave
msg_ui_map_area04_19	Mountain Camp
msg_ui_map_area04_20	Stone Portal
msg_ui_map_area04_21	Temple of Sinnoh
msg_ui_map_area04_22	Sonorous Path
msg_ui_map_area04_23	Sacred Plaza
msg_ui_map_area05_18	Ice Rock
msg_ui_map_area05_19	Acuity Cavern
msg_ui_map_area05_20	Icepeak Cavern
msg_ui_map_area05_21	Secret Hollow
msg_ui_map_hisui	The Hisui Region
msg_ui_map_area00_44	???
msg_ui_map_sq	New Request
msg_ui_map_area02_18	Brava Arena
msg_ui_map_area03_23	Molten Arena
msg_ui_map_area05_22	Icepeak Arena
msg_ui_map_area05_23	Snowfall Hot Spring
msg_ui_map_03_08	You can’t move to another location if you’re\nbeing targeted by a wild Pokémon.\c
msg_ui_map_02_15	Zoom In
msg_ui_map_03_09	You can’t leave now.\c
msg_ui_map_03_10	Choose Destination
msg_ui_map_area00_45	Trading Post
msg_ui_map_setumei_29	▪ Exchange Merit Points for items\n▪ Trade Pokémon with others
msg_ui_map_pin	Pin
msg_ui_map_stamp	Stamp
msg_ui_map_area00_46	Target Practice
msg_ui_map_setumei_30	▪ Access your item storage\n▪ Take a rest
msg_ui_map_area02_r19	Ursa’s Ring
msg_ui_map_area02_r20	Diamond Heath
msg_ui_map_area03_r24	Aipom Hill
msg_ui_map_area03_r25	Bathers’ Lagoon
msg_ui_map_area03_r26	Tranquility Cove
net.dat
net_sel_01	Lost & Found
net_sel_02	Mystery Gifts
net_sel_03	Internet Connection
net_sel_04	Automatically Connect?
net_sel_05	n/a
net_text_01	Would you like to connect to the internet?
net_text_02	Your game must be saved before you can\nconnect to the internet. Continue?
net_text_03	Connecting...\nPlease don’t turn off the power.
net_text_04	You’re now connected to the internet.\c
net_text_05	Would you like to disconnect from the internet?
net_text_06	Now disconnecting...
net_text_07	You have disconnected from the internet.\c
net_text_08	Enable this option to automatically connect to the\ninternet when needed, if not already connected.
net_text_09	You’ve turned on automatic connecting.\c
net_text_10	You’ve turned off automatic connecting.\c
net_text_11	Check on items you or other people have lost.
net_text_12	Connect to the internet to receive Mystery Gifts.
net_text_13	Connect to or disconnect from the internet.
net_text_14	
net_menu_01	Yes
net_menu_02	No
net_menu_03	On
net_menu_04	Off
net_cap_01	Back
net_cap_02	On
net_cap_03	Off
net_cap_04	Yes
net_cap_05	No
net_cap_06	n/a
net_cap_07	[VAR 0203(0000,0000)] [VAR 0203(0001,0000)]
matching_win_01	Choose a type of player to connect with.
matching_win_02	You must have at least two tradeable Pokémon in\norder to carry out a Link Trade.\n\nPlease gather some more Pokémon and try again.
matching_win_03	You cannot link trade right now because the\nlast time you attempted to link trade, your\nconnection was interrupted. This may have\nbeen because you experienced an error or\npowered off your system.\n\nPlease wait awhile before attempting to\nconnect again.
matching_win_04	Time for a link trade!\nSearching for a trade partner...
matching_win_05	Trade partner found!\nNow connecting you with [VAR 0100(0000)]...
matching_cap_01	Someone nearby
matching_cap_02	Someone far away
matching_cap_03	Local communication
matching_cap_04	Internet
matching_cap_05	Link Code
matching_win_06	If your system gets turned off or becomes unable\nto communicate while you’re trading, you won’t\nbe able to trade Pokémon for a while.\n\nPlease make sure your system’s battery is charged\nand your connection is stable.
net_text_15	You will now connect to the internet.\nYour game will be saved. Is that OK?
net_text_16	Connecting...\nPlease stand by.
net_text_17	You’re now connected to the internet.\c
net_text_18	Saving...\nPlease wait.
net_text_19	Would you like to disconnect from the internet?
net_text_20	Disconnecting from the internet...
net_text_21	You’ve disconnected from the internet.\c
net_text_22	We could not find a trade partner for you...\nPlease try again.\c
net_text_23	Ending communication...\nPlease wait.
cdye.dat
msg_ui_cdye_message_00	[~ 0]
msg_ui_cdye_message_01	[~ 1]
msg_ui_cdye_message_02	[~ 2]
msg_ui_cdye_message_03	[~ 3]
msg_ui_cdye_message_04	[~ 4]
msg_ui_cdye_message_05	[~ 5]
msg_ui_cdye_message_06	[~ 6]
msg_ui_cdye_message_07	[~ 7]
msg_ui_cdye_message_08	[~ 8]
msg_ui_cdye_message_09	[~ 9]
msg_ui_cdye_message_10	[~ 10]
msg_ui_cdye_message_11	[~ 11]
msg_ui_cdye_message_12	[~ 12]
msg_ui_cdye_state_00	[~ 13]
msg_ui_cdye_state_01	[~ 14]
msg_ui_cdye_select_00	[~ 15]
msg_ui_cdye_select_01	[~ 16]
msg_ui_cdye_select_02	[~ 17]
msg_ui_cdye_select_03	[~ 18]
msg_ui_cdye_select_04	[~ 19]
msg_ui_cdye_optionbar_00	[~ 20]
msg_ui_cdye_optionbar_01	[~ 21]
msg_ui_cdye_optionbar_02	[~ 22]
msg_ui_cdye_guide_00	[~ 23]
msg_ui_cdye_guide_01	[~ 24]
msg_ui_cdye_guide_02	[~ 25]
msg_ui_cdye_guide_03	[~ 26]
msg_ui_cdye_name_01	[~ 27]
msg_ui_cdye_color_00	[~ 28]
msg_ui_cdye_soldout_00	[~ 29]
msg_ui_cdye_itemcount_01	[~ 30]
msg_ui_cdye_box_01	[~ 31]
msg_ui_cdye_box_02	[~ 32]
msg_ui_cdye_box_03	[~ 33]
msg_ui_cdye_box_04	[~ 34]
msg_ui_cdye_message_13	[~ 35]
ckng.dat
msg_ui_ckng_01	[~ 0]
msg_ui_ckng_02	[~ 1]
msg_ui_ckng_03	[~ 2]
hair.dat
msg_ui_hair_01_01	n/a
msg_ui_hair_01_02	Hair styling: [VAR 0203(0000,002C)]
msg_ui_hair_01_03	No, thank you
msg_ui_hair_01_04	n/a
msg_ui_hair_01_05	n/a
msg_ui_hair_01_06	n/a
msg_ui_hair_02_01	[VAR 01A0(0000)]
msg_ui_hair_02_02	[VAR 01A2(0000)]
msg_ui_hair_02_03	n/a
msg_ui_hair_02_04	Select
msg_ui_hair_02_05	Confirm
msg_ui_hair_02_06	Back
msg_ui_hair_02_07	n/a
msg_ui_hair_03_01	n/a
msg_ui_hair_03_02	n/a
msg_ui_hair_03_03	n/a
msg_ui_hair_03_04	This won’t be very different from the style\nyou already have. Are you sure, dear?
msg_ui_hair_03_05	You’re sure about what you’ve asked for, dear?
msg_ui_hair_03_06	Oh, you’ll be like a new person with this look.\nAnd you’re certain about these choices?
msg_ui_hair_03_07	Yes
msg_ui_hair_03_08	No
msg_ui_hair_03_09	n/a
msg_ui_hair_04_01	n/a
msg_ui_hair_04_02	n/a
msg_ui_hair_04_03	n/a
msg_ui_hair_04_04	n/a
msg_ui_hair_04_05	n/a
msg_ui_hair_05_01	n/a
msg_ui_hair_05_02	n/a
hair_color_01	Chestnut
hair_color_02	Slate
hair_color_03	Gold
hair_color_04	Black
hair_color_05	White
hair_color_06	Crimson
hair_color_07	Blue
hair_color_08	Turquoise
hair_color_09	Violet
hair_color_10	Clementine
hair_color_11	Peach pink
hair_color_12	Ash blond
hair_color_13	Ash brown
hair_color_14	Periwinkle
hair_color_15	Flax
hair_parts_01	Short
hair_parts_02	Long
hair_parts_03	Survey Corps style
hair_parts_04	Sideswept
hair_parts_05	Tied back
hair_parts_06	Shorn
hair_parts_07	Middle part
hair_parts_08	Side part
hair_parts_09	Modern bob
hair_parts_10	Modern bowl cut
hair_parts_11	Messy ponytail
hair_parts_12	Twin tails
hair_parts_13	Topknot
hair_parts_14	Formal updo
hair_parts_15	Sinnoh style
hair_parts_16	Modern short
hair_parts_17	Fancy
hair_parts_18	Curled
hair_parts_19	Braids
msg_ui_hair_03_10	Hmm, this is pretty similar to your old style.\nYou sure about this?
msg_ui_hair_03_11	Nice! So this is the look you wanna go for?
msg_ui_hair_03_12	Wow, you’re going for a big style change, huh?\nJust to check—you really OK with this?
ibox.dat
msg_ui_ibox_00	Satchel
msg_ui_ibox_01	[VAR 01D6(0000)]
msg_ui_ibox_02	[VAR 0201(0000)]/[VAR 0201(0001)]
msg_ui_ibox_03	[VAR 0102(0000)]
msg_ui_ibox_04	[VAR 0109(0000)]
msg_ui_ibox_05	[~ 5]
msg_ui_ibox_06	[~ 6]
msg_ui_ibox_07	[~ 7]
msg_ui_ibox_08	[~ 8]
msg_ui_ibox_09	[VAR 0202(0000)]
msg_ui_ibox_10	There’s no space for that item right now.\c
msg_ui_ibox_11	[~ 11]
msg_ui_ibox_12	[~ 12]
msg_ui_ibox_13	[~ 13]
msg_ui_ibox_14	[~ 14]
msg_ui_ibox_15	[~ 15]
msg_ui_ibox_16	[~ 16]
msg_ui_ibox_17	[VAR 0202(0000)]
msg_ui_ibox_18	×
msg_ui_ibox_19	−
msg_ui_ibox_20	[VAR 0206(0000,002C)]
msg_ui_ibox_51	[VAR 0202(0000)]
msg_ui_ibox_52	Sell
msg_ui_ibox_53	[VAR 0206(0000,002C)]
msg_ui_ibox_54	Money
msg_ui_ibox_54_01	+[VAR 0206(0000,002C)]
msg_ui_ibox_54_02	[~ 26]
msg_ui_ibox_55	n/a
msg_ui_ibox_56	[VAR 0206(0000,002C)]
msg_ui_ibox_57	Give
msg_ui_ibox_58	Sell price
msg_ui_ibox_59	Move
msg_ui_ibox_60	If you sell all the items you selected, you’ll get\n[VAR 0206(0000,002C)]. Do you want to make the sale?
msg_ui_ibox_61	Yes
msg_ui_ibox_62	No
msg_ui_ibox_63	Discard
msg_ui_ibox_64	[~ 36]
msg_ui_ibox_65	Take them all
msg_ui_ibox_66	Take half now
msg_ui_ibox_67	Take just one
msg_ui_ibox_68	Never mind
msg_ui_ibox_69	[~ 41]
msg_ui_ibox_optionbar_00	[~ 42]
msg_ui_ibox_optionbar_01	Grab
msg_ui_ibox_optionbar_02	Move All
msg_ui_ibox_optionbar_03	Quit
msg_ui_ibox_optionbar_10	Quit
msg_ui_ibox_optionbar_11	Multiselect
msg_ui_ibox_optionbar_12	Select All
msg_ui_ibox_optionbar_13	Quit
msg_ui_ibox_optionbar_14	Deselect
msg_ui_ibox_optionbar_15	Deselect All
msg_ui_ibox_optionbar_16	Organize Satchel
msg_ui_ibox_optionbar_17	Organize Item Storage
msg_ui_ibox_70	You sorted the items in your satchel!\c
msg_ui_ibox_71	You sorted the items in your item storage!\c
mngm.dat
mngm_01_01	Line up lots of targets—pop a lot per ball!\nPractice, practice, practice, and be the best of all!
mngm_01_02	[VAR BD06(0000)]The best you’ve scored is [VAR 0206(0000,002C)] points.\nGo on!\r\nTry to set a new record!
mngm_02_01	What do you say, sport? Up for a challenge?
mngm_03_01	You bet I am
mngm_03_02	What are the rules?
mngm_03_03	Maybe next time
mngm_04_01	Great. Follow me to the starting position.
mngm_05_01	It works like this: burst as many targets as you can\nwithin the time limit using Poké Balls we lend you,\r\nand try to rack up lots of points!\c\nA purple target’s worth 100 points, and a yellow\none’s worth 200 points.\c\nIf you can burst more than one target with a\nsingle throw, you’ll net yourself bonus points!\c\nAnd if you break a lot of targets, you’ll even get\nan extension tacked onto your time limit.\c\nOne last thing to remember: the higher you\nscore, the better the prizes you’ll win!
mngm_06_01	If you say so, sport. Come on by anytime the\nmood strikes you.
mngm_07_01	[~ 9]
mngm_08_01	[~ 10]
mngm_08_02	[~ 11]
mngm_09_01	[~ 12]
mngm_10_01	Your score this time was [VAR 0206(0000,002C)] point[VAR 1101(0000,0100)]s!
mngm_11_01	Now, isn’t that something! You’ve set yourself a\nrecord. Well done!
mngm_12_01	What an arm! I’ve got just the prize for a\nbudding deadeye like you.
mngm_12_02	Not quite prize territory, I’m afraid. Show me\na record-setting performance next time!
mngm_12_03	You’ve tightened up your movements. Here’s a\nprize that befits your skill.
mngm_12_04	You’ve honed your throwing technique. This prize\nis just right for an expert like you.
