amulet.dat
msg_amulet_001	我正在向守護祝慶村的\n御護石表達感謝。[VAR 0114(005D)]
msg_battle_portal_ex_talk_13	歡迎與銀河隊或金剛隊分別選出的\n３名優秀成員連續對戰。\r\n您要挑戰哪一隊呢？[VAR 0114(0015)]
msg_battle_portal_ex_talk_14	歡迎與銀河隊或珍珠隊分別選出的\n３名優秀成員連續對戰。\r\n您要挑戰哪一隊呢？[VAR 0114(0015)]
msg_battle_portal_ex_talk_03	我知道了。\n那麼，您準備好了嗎？[VAR 0114(0015)]
msg_battle_portal_ex_talk_04	隻身道，\n是由[VAR 0100(0000)]您的１隻寶可夢\r\n與我選擇的寶可夢所進行的對戰。[VAR 0114(0015)]
msg_battle_portal_ex_talk_09	那麼，您打算怎麼辦呢？[VAR 0114(0015)]
msg_battle_portal_ex_talk_05	您要用哪隻寶可夢挑戰？\n請留下要參加對戰的１隻同行寶可夢。[VAR 0114(0015)]
msg_battle_portal_ex_talk_06	要派出１隻[VAR 0102(0001)]是吧。\n都準備好了嗎？[VAR 0114(0015)]
msg_battle_portal_ex_list_7	開始
msg_battle_portal_ex_talk_07	請用１隻寶可夢\n來挑戰隻身道。[VAR 0114(0015)]
msg_battle_portal_ex_talk_10	那麼我們就開始吧！\n[VAR 0102(0000)]的隻身道……[VAR 0114(0015)]
msg_battle_portal_ex_talk_11	出發前進！[VAR 0114(0015)]
msg_battle_portal_ex_talk_08	[~ 92]
msg_battle_portal_ex_desc_00	[~ 93]
msg_battle_portal_ex_desc_01	連勝道，是和銀河隊、金剛隊、珍珠隊\n分別選出的３名優秀成員\r\n所進行的連續對戰。\c\n在與金剛隊或珍珠隊對戰時，\n對手可能會同時派出多隻寶可夢。[VAR 0114(0015)]
msg_battle_portal_ex_desc_03	連勝道，是和銀河隊\n選出的３名優秀成員\r\n所進行的連續對戰。[VAR 0114(0015)]
msg_battle_portal_ex_desc_04	連勝道，是和銀河隊、金剛隊\n分別選出的３名優秀成員\r\n所進行的連續對戰。\c\n在與金剛隊對戰時，\n對手可能會同時派出多隻寶可夢。[VAR 0114(0015)]
msg_battle_portal_ex_desc_05	連勝道，是和銀河隊、珍珠隊\n分別選出的３名優秀成員\r\n所進行的連續對戰。\c\n在與珍珠隊對戰時，\n對手可能會同時派出多隻寶可夢。[VAR 0114(0015)]
msg_battle_portal_ex_desc_02	隻身道正如其名，\n是只用１隻寶可夢來挑戰的對戰。\c\n當您獲得勝利之際，我會在挑戰的\n寶可夢的圖鑑上加上印記。[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_win_00	您漂亮地抵達\n[VAR 0102(0000)]的隻身道目的地了！[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_win_01	我已在[VAR 0101(0000)]的寶可夢圖鑑頁面上\n追加勝利的證明了！[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_win_05	[VAR 0101(0000)]的寶可夢圖鑑頁面上\n有了在隻身道勝利的證明！
msg_battle_portal_ex_ippiki_win_02	為了恭喜您突破了隻身道，\n請讓我將這賀禮送給您。[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_win_03	為了表揚您用[VAR 0202(0000)]種寶可夢\n突破了隻身道，\r\n我將這賀禮也送給您。[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_win_04	棒極了！！\n實在是棒極了！！\c\n您用所有的寶可夢稱霸了隻身道！\n不過，我相信是您的話，\r\n一定還會以更高的境界為目標吧！[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_lose_00	……您戰鬥時的表現絕對不差！\c\n請務必！務必再來！\n我衷心期待您下次的挑戰！[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_record_00	您目前已用[VAR 0202(0000)]種\n寶可夢獲得了勝利。[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_record_01	只要您再用[VAR 0202(0000)]種寶可夢\n突破隻身道，\r\n我就會送上獎勵，以資讚賞。[VAR 0114(0015)]
msg_battle_portal_ex_ippiki_record_02	您用所有的寶可夢稱霸了隻身道！\c\n達成偉業後，您究竟看到了什麼景色呢？\n我也好想一探究竟啊！[VAR 0114(0015)]
msg_battle_portal_ex_msg_release_talk_01	[VAR 0189(0000)]，\n調查辛苦了。\c\n勞駕您到訓練場一趟。[VAR 0114(0015)]
msg_battle_portal_ex_msg_release_talk_02	找[VAR 1100(00FF,0101)]你妳到這裡不為別的。\c\n我希望[VAR 1100(00FF,0101)]你妳來挑戰\n新形式的寶可夢對戰！[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_03	寶可夢是可怕的生物……\n這種想法已被[VAR 1100(00FF,0101)]你妳改變了。[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_04	在[VAR 1100(00FF,0101)]你妳的影響下，有人開始\n享受與寶可夢搭檔對戰的樂趣，\r\n依靠寶可夢的村民也越來越多。[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_05	正因如此，\n我希望[VAR 1100(00FF,0101)]你妳能百尺竿頭，更進一步。[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_06	只要挑戰新形式的對戰，\n勢必能加深對寶可夢的理解。[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_07	在艱苦的狀況下，\n搭檔期望的是什麼，\r\n戰鬥的對手心裡想著的又是什麼……[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_08	如果是[VAR 1100(00FF,0101)]你妳一定能感受得到。\n而我們也會跟著學習同樣的事情！[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_09	雖然是個相當棘手的請求，\n但儘管放心，[VAR 1100(00FF,0101)]你妳一定沒問題的！[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_10	至於詳情，\n就去問北尚吧。[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_11	那麼，北尚，\n萬事拜託了。[VAR 0114(0009)]
msg_battle_portal_ex_msg_release_talk_12	若您要挑戰新形式的對戰，\n請來和我說一聲。[VAR 0114(0015)]
msg_battle_portal_ex_chain_level_max_win_00	棒極了！！\n實在是棒極了！！\c\n您戰勝了目前銀河隊中\n實力最強的高手們！[VAR 0114(0015)]
msg_battle_portal_ex_chain_level_max_win_01	棒極了！！\n實在是棒極了！！\c\n您戰勝了目前金剛隊中\n實力最強的高手們！[VAR 0114(0015)]
msg_battle_portal_ex_chain_level_max_win_02	棒極了！！\n實在是棒極了！！\c\n您戰勝了目前珍珠隊中\n實力最強的高手們！[VAR 0114(0015)]
msg_battle_portal_ex_battle_retry	要直接再次挑戰嗎？
bed.dat
msg_bed_001	要休息到什麼時候？
msg_bed_sel_000	到早上
msg_bed_sel_001	到中午
msg_bed_sel_002	到傍晚
msg_bed_sel_003	到晚上
msg_bed_sel_004	還是算了
msg_bed_sel_arceus	挑戰夢天連戰
berry.dat
msg_berry_01	[~ 0]
msg_berry_04	[~ 1]
msg_berry_05	[~ 2]
msg_berry_06	[~ 3]
msg_berry_07	[~ 4]
msg_berry_08	[~ 5]
msg_berry_09	[~ 6]
msg_berry_10	[~ 7]
msg_berry_18	[~ 8]
msg_berry_11	[~ 9]
msg_berry_12	[~ 10]
msg_berry_14	[~ 11]
msg_berry_15	[~ 12]
msg_berry_16	[~ 13]
msg_berry_17	[~ 14]
msg_berry_19	[~ 15]
msg_berry_20	[~ 16]
msg_berry_21	[~ 17]
boutique.dat
msg_boutique_001	請選擇您要做的事情。[VAR 0114(001D)]
msg_boutique_002	買衣服
msg_boutique_003	換衣服
msg_boutique_004	染衣服
msg_boutique_005	沒什麼
msg_boutique_006	期待您再次光臨衣鋪。[VAR 0114(001D)]
msg_boutique_013	新商品進貨了喔。\n您方便的話就請瞧瞧吧。[VAR 0114(001D)]
msg_boutique_007	[~ 7]
msg_boutique_008	[~ 8]
msg_boutique_009	[~ 9]
msg_boutique_010	[~ 10]
msg_boutique_011	[~ 11]
msg_boutique_sel_002	[~ 12]
msg_boutique_sel_001	[~ 13]
msg_boutique_012	[~ 14]
box_release.dat
msg_box_release_001	嗨，[VAR 0100(0000)]。\n這裡有[VAR 1100(00FF,0101)]你妳放生的寶可夢留下的東西。\r\n希望[VAR 0100(0000)][VAR 1100(00FF,0101)]你妳能收下。[VAR 0114(0086)]
msg_box_release_004	嗨，[VAR 0100(0000)]。\n這裡有[VAR 1100(00FF,0101)]你妳放生的寶可夢留下的東西。\r\n希望[VAR 0100(0000)][VAR 1100(00FF,0101)]你妳能收下。[VAR 0114(0086)]
msg_box_release_002	獲得了[VAR 0201(0001)]個\n[VAR 0109(0000)]！
msg_box_sumfree_001	多虧有[VAR 1100(00FF,0101)]你妳，\n寶可夢也增加了不少。\c\n我們也越來越熟悉\n照顧寶可夢了。[VAR 0114(0053)]
msg_box_sumfree_002	我想[VAR 1100(00FF,0101)]你妳今後應該還會\n捕捉到許多寶可夢吧。\c\n從下次開始，[VAR 1100(00FF,0101)]你妳也可以\n一併選擇要放生的寶可夢喔。[VAR 0114(0053)]
msg_box_sumfree_003	我會負起責任，將寶可夢\n放生到牠們喜歡的地方去的。[VAR 0114(0053)]
msg_box_release_003	[VAR 1100(00FF,0101)]你妳放生的寶可夢\n有留下遺失物呢。[VAR 0114(0053)]
msg_box_release_005	[VAR 1100(00FF,0101)]你妳放生的寶可夢\n有留下遺失物呢。[VAR 0114(0053)]
msg_box_start_001	來，[VAR 1100(00FF,0101)]你妳要寄放寶可夢嗎？[VAR 0114(0053)]
msg_box_end_001	要加油調查喔。[VAR 0114(0053)]
msg_box_release_006	放生的寶可夢\n有留下遺失物。
msg_box_release_007	放生的寶可夢\n有留下遺失物。
change_rotom_scr.dat
msg_rotom_01	[~ 0]
msg_rotom_02	[~ 1]
msg_rotom_03	[~ 2]
msg_rotom_04	[~ 3]
msg_rotom_05	[~ 4]
msg_rotom_06	[~ 5]
msg_rotom_07	[~ 6]
msg_rotom_window_01	[~ 7]
msg_rotom_window_02	[~ 8]
msg_rotom_window_03	[~ 9]
msg_rotom_window_04	[~ 10]
msg_rotom_window_05	[~ 11]
msg_rotom_normal	[~ 12]
msg_rotom_cancel	[~ 13]
msg_rotom_waza_00	[~ 14]
msg_rotom_waza_01	[~ 15]
msg_rotom_waza_02	[~ 16]
msg_rotom_waza_03	[~ 17]
msg_rotom_waza_06	[~ 18]
msg_rotom_waza_07	[~ 19]
msg_rotom_waza_08	[~ 20]
msg_rotom_08	[~ 21]
msg_rotom_09	[~ 22]
msg_rotom_10	[~ 23]
msg_rotom_11	[~ 24]
chap_00.dat
msg_ev000000_talk_01	這裡跨越了時間與空間，\n是屬於我的宇宙。
msg_ev000000_talk_02	歡迎你的到來。
msg_ev000000_talk_03	我就是你們人類口中的\n阿爾宙斯。
msg_ev000000_talk_04	讓我好好看看你的臉吧。
msg_ev000000_talk_05	我該怎麼稱呼你呢？
msg_ev000000_talk_06	[VAR 0100(0000)]……
msg_ev000000_talk_07	在[VAR 1100(00FF,0101)]你妳接下來會抵達的世界……
msg_ev000000_talk_08	存在著不可思議的生物，\n人類稱牠們為寶可夢。
msg_ev000000_talk_09	[VAR 0100(0000)]……
msg_ev000000_talk_10	與所有的寶可夢相遇吧。\n到時，我將現身於[VAR 1100(00FF,0101)]你妳面前。
msg_evchap00_null_02	[~ 10]
msg_ev000040_talk_01	Wake up!
msg_ev000040_talk_02	Wake up!!
msg_ev000040_talk_03	[VAR 1100(00FF,0101)]你妳還活著嗎！？[VAR 0114(0004)]
msg_ev000040_talk_04	[VAR 1100(00FF,0101)]你妳從空中掉了下來，嚇壞我了……\n太好了，看來[VAR 1100(00FF,0101)]你妳還活著！[VAR 0114(0004)]
msg_ev000040_list_01	……你是誰？
msg_ev000040_list_02	這裡是什麼地方？
msg_ev000040_talk_05	那是我的台詞。\c\n竟然從空中掉下來，\n[VAR 1100(00FF,0101)]你妳究竟是何方神聖？[VAR 0114(0004)]
msg_ev000040_talk_06	這裡是起始海灘。\c\n難不成[VAR 1100(00FF,0101)]你妳因為從空中掉下來，\n嚇到搞不清楚狀況了嗎？[VAR 0114(0004)]
msg_ev000040_talk_07	話說回來……[VAR 1100(00FF,0101)]你妳的打扮\n還真是難以形容的奇妙……\r\n[VAR 1100(00FF,0101)]你妳在這一帶有認識的人嗎？[VAR 0114(0004)]
msg_ev000040_list_03	……有嗎？
msg_ev000040_list_04	……我不知道
msg_ev000040_talk_08	原來如此……這下可令人頭疼囉。\n那[VAR 1100(00FF,0101)]你妳有地方能去嗎？[VAR 0114(0004)]
msg_ev000040_list_05	……沒有
msg_ev000040_list_06	……我不知道
msg_ev000040_talk_09	既沒有認識的人，\n也沒有落腳的地方……\c\n看來[VAR 1100(00FF,0101)]你妳應該相當困擾。\n話說回來，[VAR 1100(00FF,0101)]你妳有辦法生存下去嗎？[VAR 0114(0004)]
msg_ev000040_list_07	怎麼辦才好呢
msg_ev000040_list_08	勉強可以……？
msg_ev000040_talk_10	我知道了！眼前出現了\n有困難的人，我不能放著不管！[VAR 0114(0004)]
msg_ev000040_talk_11	咕啵～！
msg_ev000040_talk_12	噗咻！！
msg_ev000040_talk_13	啪噠噠～
msg_ev000040_talk_14	對了！我剛剛就是追著\n這些逃走的寶可夢來到這裡，\r\n結果[VAR 1100(00FF,0101)]你妳就掉了下來……\c\n該不會，這些孩子們\n早就知道[VAR 1100(00FF,0101)]你妳會出現？[VAR 0114(0004)]
msg_ev000040_talk_15	對了，\n[VAR 1100(00FF,0101)]你妳知道什麼是寶可夢嗎？[VAR 0114(0004)]
msg_ev000040_list_09	我知道
msg_ev000040_list_10	寶可……夢？
msg_ev000040_talk_16	太好了……雖然[VAR 1100(00FF,0101)]你妳是從空中掉下來，\n但看來是個普通的人。\c\n沒錯！這些孩子們就是寶可夢，\n是很不可思議的生物。[VAR 0114(0004)]
msg_ev000040_talk_17	哎，[VAR 1100(00FF,0101)]你妳不知道啊？\n[VAR 1100(00FF,0101)]你妳到底是從哪裡來的？\c\n聽好了，這些孩子們就是寶可夢，\n是很不可思議的生物。[VAR 0114(0004)]
msg_ev000040_talk_18	那麼，\n[VAR 1100(00FF,0101)]你妳的名字是……？[VAR 0114(0004)]
msg_ev000040_talk_19	哦！[VAR 1100(00FF,0101)]你妳叫[VAR 0100(0000)]啊。\c\n聽起來是個很奇妙的名字，\n但我相信一定有很棒的含意。[VAR 0114(0004)]
msg_ev000040_talk_20	哎呀！Sorry！\c\n我叫拉苯，\n是個寶可夢博士。[VAR 0114(0005)]
msg_ev000040_talk_21	簡單地說，就是為了深入了解寶可夢\n而從事各種活動的研究者。\c\n現在我正對這幾隻孩子……[VAR 0114(0005)]
msg_ev000040_talk_22	Oh！可愛的寶可夢們！\n你們為什麼要逃走呢？[VAR 0114(0005)]
msg_ev000040_talk_23	我們趕快追上\n逃走的寶可夢吧！！[VAR 0114(0005)]
msg_ev000040_talk_26	等等啊～！[VAR 0114(0005)]
msg_ev000040_talk_80	等等！[VAR 1100(00FF,0101)]你妳要去哪裡？\n不去追寶可夢，那可是個大問題啊！[VAR 0114(0005)]
msg_evchap00_null_03	[~ 46]
msg_ev000200_sys_01	有什麼東西發出了亮光與聲響……
msg_ev000400_sys_80	有個奇特的東西掉落在\n傳出聲響的地方……
msg_evchap00_null_07	[~ 49]
msg_ev000400_sys_01	[VAR 0100(0000)]撿起了\n像是智慧型手機的東西。
msg_ev000400_sys_02	這應該是自己的智慧型手機，\n但是形狀不一樣了……\r\n而且能感受到不可思議的力量。
msg_ev000400_sys_03	螢幕上顯示了一段訊息。
msg_ev000400_sys_04	我將阿爾宙斯手機與使命託付於[VAR 1100(00FF,0101)]你妳。\n「去與所有的寶可夢相遇」吧。
msg_evchap00_null_04	[~ 54]
msg_ev000600_talk_24	唉……\n我怎麼投都投不中！[VAR 0114(0005)]
msg_ev000600_talk_22	Oh！從空中掉下來的人，\n[VAR 1100(00FF,0101)]你妳來幫忙了呀！[VAR 0114(0005)]
msg_ev000600_talk_23	為了捉住寶可夢，\n我投了好幾顆球，\r\n但完全不行……[VAR 0114(0005)]
msg_ev000600_talk_01	對了！首先我來為[VAR 1100(00FF,0101)]你妳說明一下\n那幾隻逃走的寶可夢吧。[VAR 0114(0005)]
msg_ev000600_talk_02	咕啵～！
msg_ev000600_talk_03	牠是木木梟！[VAR 0114(0005)]
msg_ev000600_talk_04	木木梟似乎擁有能夠像草那樣\n進行光合作用的特徵，\r\n並且會射出牠那尖銳的羽毛來戰鬥。[VAR 0114(0005)]
msg_ev000600_talk_05	噗咻！！
msg_ev000600_talk_06	在那裡的是火球鼠！[VAR 0114(0005)]
msg_ev000600_talk_07	火球鼠背上的火焰，\n在牠生氣或受到驚嚇時，\r\n會燃燒得比平時更加旺盛。[VAR 0114(0005)]
msg_ev000600_talk_08	啪噠噠～
msg_ev000600_talk_09	在水池旁的寶可夢\n叫做水水獺。[VAR 0114(0005)]
msg_ev000600_talk_10	水水獺會漂浮在水上睡覺，還會用\n肚子上那像貝殼般的東西來戰鬥。[VAR 0114(0005)]
msg_ev000600_talk_14	Oh！\n我忘了重要的事。\r\n我該告訴[VAR 1100(00FF,0101)]你妳怎麼捕捉寶可夢對吧！[VAR 0114(0005)]
msg_ev000600_talk_15	來，這是精靈球！\n投出這東西去捉住寶可夢吧。[VAR 0114(0005)]
msg_ev000600_talk_16	Oh！Sorry！\n我好像沒說清楚。\c\n[VAR 1100(00FF,0101)]你妳還記得嗎？剛剛我說過，\n寶可夢是很不可思議的生物。[VAR 0114(0005)]
msg_ev000600_talk_17	那麼，牠們究竟是哪裡\n讓人覺得不可思議呢？\c\n答案就是，不論哪一種寶可夢，\n都有會變小的習性！[VAR 0114(0005)]
msg_ev000600_talk_18	接下來，\n就要說到精靈球了！\c\n只要對著寶可夢投出這個\n最近剛開發出來的精靈球……！[VAR 0114(0005)]
msg_ev000600_talk_19	寶可夢竟然就會變小，\n進到精靈球裡頭去……\r\n也就是說，[VAR 1100(00FF,0101)]你妳可以捕捉牠們。[VAR 0114(0005)]
msg_ev000600_talk_20	我沒有其他人可以拜託！\n請[VAR 1100(00FF,0101)]你妳捉住那３隻逃走的寶可夢吧！[VAR 0114(0005)]
msg_ev000600_talk_21	捕捉時，只要好好瞄準寶可夢，\n然後投出精靈球！非常簡單。\c\n……但我就是沒有才能\n可以把球投到我瞄準的地方。[VAR 0114(0005)]
msg_ev000600_talk_80	[VAR 1100(00FF,0101)]你妳從空中掉下來，\n想必現在一定覺得很困惑，\r\n但先來解決眼前的問題吧！\c\n更何況捕捉這些寶可夢，\n其實是在幫助牠們！[VAR 0114(0005)]
msg_ev000600_talk_81	等等！別走啊。\n我需要[VAR 1100(00FF,0101)]你妳去捉住逃走的寶可夢。[VAR 0114(0005)]
msg_ev000600_talk_82	[VAR 1100(00FF,0101)]你妳是打算對我投出精靈球嗎？\n那還真是no，thank you！[VAR 0114(0005)]
msg_ev000600_talk_83	要好好瞄準再投喔。\n精靈球可是很珍貴的。[VAR 0114(0005)]
msg_ev000600_talk_84	Oh……是的。\c\n精靈球並不是百分之百\n可以捕捉住寶可夢……\r\n[VAR 1100(00FF,0101)]你妳再投一次看看吧。[VAR 0114(0005)]
msg_evchap00_null_08	[~ 81]
msg_ev000810_talk_01	Oh！太棒了！\n[VAR 1100(00FF,0101)]你妳捉到寶可夢了呢！[VAR 0114(0005)]
msg_ev000810_talk_02	[VAR 0100(0000)]！\n[VAR 1100(00FF,0101)]你妳這項捕捉寶可夢的才能，\r\n對於在這裡生存下去是很有幫助的！[VAR 0114(0005)]
msg_ev000810_talk_03	逃走的寶可夢還剩２隻。\c\n話說回來，[VAR 1100(00FF,0101)]你妳竟然不害怕寶可夢，\n這還真是稀奇呢。[VAR 0114(0005)]
msg_evchap00_null_05	[~ 85]
msg_ev001000_talk_01	[VAR 0100(0000)]，[VAR 1100(00FF,0101)]你妳太厲害了！\c\n這世上有些人連靠近寶可夢都覺得害怕，\n更別說是捉住牠們了。[VAR 0114(0005)]
msg_ev001000_talk_02	還剩１隻寶可夢。\n來，找到牠，然後捉起牠吧！[VAR 0114(0005)]
msg_evchap00_null_06	[~ 88]
msg_ev001200_talk_01	Thank you！\n哎呀～[VAR 1100(00FF,0101)]你妳真是幫了我一個大忙啊。\c\n[VAR 1100(00FF,0101)]你妳知道嗎？[VAR 1100(00FF,0101)]你妳幫我捉住的這３隻寶可夢，\n是為了調查才剛被帶到村子裡的。\r\n牠們可是誰的話都不聽呢。[VAR 0114(0005)]
msg_ev001200_talk_02	就像剛剛說的，\n牠們就像是知道[VAR 1100(00FF,0101)]你妳會掉下來一樣，\r\n突然從村子裡飛奔了出來……[VAR 0114(0005)]
msg_ev001200_talk_03	話說回來，[VAR 0100(0000)]，\n[VAR 1100(00FF,0101)]你妳的控球技術實在太驚人了！\c\n[VAR 1100(00FF,0101)]你妳明明才剛來到這裡，\n為什麼這麼擅長捉寶可夢呢？[VAR 0114(0005)]
msg_ev001200_talk_04	我想，[VAR 1100(00FF,0101)]你妳的出現\n一定有些什麼意義……[VAR 0114(0005)]
msg_ev000600_talk_11	去與所有的寶可夢相遇……[VAR 0114(0005)]
msg_ev000600_talk_12	哦～阿爾宙斯手機……\c\n真是個奇妙的東西呢。\n感覺它就像是在引導著[VAR 1100(00FF,0101)]你妳。[VAR 0114(0005)]
msg_ev000600_talk_13	[~ 95]
msg_ev001200_talk_05	雖然很唐突，但我想告訴[VAR 1100(00FF,0101)]你妳……\c\n我的夢想是完成這個地區的\n第一本[VAR FF00(0006)]寶可夢圖鑑[VAR FF00(0000)]！[VAR 0114(0005)]
msg_ev001200_talk_06	[VAR 1100(00FF,0101)]你妳知道寶可夢圖鑑嗎？\c\n這是個非常先進而且驚人的研究！\n將會去記錄上天下地的所有寶可夢！[VAR 0114(0005)]
msg_ev001200_talk_07	只是……要記錄寶可夢，\n就必須捉住牠們才行。[VAR 0114(0005)]
