A0.asset
A0_1023_PIKACHU_100_1000	鋼鎧鴉那傢伙，\n竟然把我重要的帽子給帶走了。
A0_1725_PIKACHU_100_1000	你一直都在那裡\n一動也不動地假裝是蘋果嗎？
A0_1725_PIKACHU_100_2000	真有耐力……
A0_1725_KAJICCHU01_100_2000	啃果，啃果。
A0_1725_PIKACHU_100_3000	既擅長靜止不動，又擅長忍耐。\n真是不得了的傢伙。
A0_1725_PIKACHU_100_4000	話說回來，鋼鎧鴉來這麼一遭，\n還真是讓你無辜遭殃了。
A0_1725_PIKACHU_100_5000	你的夥伴正在等你呢。
A0_1755_PIKACHU_100_1000	這下應該是全都找過一遍了。
A0_1755_PIKACHU_100_2000	還是找不到\n帽子和另１隻啃果蟲。
A0_1755_TIM_100_1000	嗯～到底會在哪裡呢……
A0_1758_PIKACHU_100_1000	嗯？剛才在木箱子後面\n是不是有什麼東西動了一下？
A0_1758_TIM_100_1000	咦？我沒注意到。
A0_1758_PIKACHU_100_2000	再去好好調查一遍吧。\n說不定狀況改變了。
A0_1823_TIM_100_1000	皮卡丘！啃果蟲！
A0_1823_PIKACHU_100_1000	哇！
A0_1823_TIM_100_2000	你沒事吧？
A0_1823_PIKACHU_100_2000	提姆，接得漂亮。\n多虧了你，我沒事。
A0_1823_PIKACHU_100_3000	啃果蟲也沒事吧？
A0_1823_TIM_100_3000	嗯。牠們很高興能重新見到面。
A0_1823_PIKACHU_100_4000	是嗎，那就好。
A0_1823_PIKACHU_100_5000	帽子自己動了起來，真讓我嚇了一跳。\n原來牠是躲在我的帽子裡啊。
A0_1823_TIM_100_4000	一定是帽子被鋼鎧鴉丟下去後，\n掉到了啃果蟲身上。
A0_1823_PIKACHU_100_6000	這麼說來！提姆，帽子呢！？
A0_1823_TIM_100_5000	放心吧，它好端端的。
A0_1823_PIKACHU_100_7000	我總算是保住這頂帽子了。
A0_19001_TIM_100_1000	是我們得到的勳章。
A0_19001_PIKACHU_100_1000	這是身為名偵探大展身手的證明。\n提姆，我們今後也繼續加油吧！
A0_19010_PIKACHU_100_1000	哦，是以前的辦案紀錄。
A0_19010_TIM_100_1000	是皮卡丘你給我指示，\n我記錄下來的東西。
A0_19010_PIKACHU_100_2000	了不起喔，提姆。過去的事件\n能讓我們學到很多東西。讓我看看吧。
A0_19010_PIKACHU_100_3000	哦，Ｒ事件啊……真是懷念。
A0_19010_PIKACHU_100_4000	就是這個最初的事件\n促成我們成為搭檔的。
A0_19010_TIM_100_2000	嗯。讓寶可夢失去理智，\n變得凶暴的藥品Ｒ……
A0_19010_PIKACHU_100_5000	沒錯，犯人是從超夢的細胞\n製作出了Ｒ這個藥品。
A0_19010_TIM_100_3000	被投予Ｒ的寶可夢會整個眼睛變成紅色，\n並且凶暴起來……
A0_19010_TIM_100_4000	那真的是一場慘痛的事件。
A0_19010_TIM_100_5000	竟然有人會利用\n無辜的寶可夢引發事件。
A0_19010_PIKACHU_100_6000	是啊，雖然費了一番勁，\n但最後還是將犯人逮捕歸案了。
A0_19010_PIKACHU_100_7000	而且藥品Ｒ，\n以及犯人手中的超夢細胞也……
A0_19010_PIKACHU_100_8000	全都收回來了。
A0_19010_TIM_100_6000	……回想起來，在那場事件中\n和犯人最後對決時……
A0_19010_TIM_100_7000	皮卡丘你使出了招式，對吧？
A0_19010_TIM_100_8000	那是怎麼辦到的？\n你平常明明就使不出招式。
A0_19010_PIKACHU_100_9000	就是說啊。我也覺得不可思議。\n在哈利失蹤之後……
A0_19010_PIKACHU_100_10000	我莫名其妙地失去了記憶。
A0_19010_PIKACHU_100_11000	而且還發現自己無法使出招式。
A0_19010_TIM_100_9000	會不會是危急時發揮的潛能？
A0_19010_PIKACHU_100_12000	嗯，說不定是那樣。
A0_19010_PIKACHU_100_13000	畢竟在使出招式後，\n我馬上就渾身無力，昏了過去……
A0_19010_TIM_100_10000	當時我真的擔心極了。
A0_30010_POLICEWOMAN01_100_1000	請小心安全！
A0_30020_POLICEMAN03_100_1000	這位偵探，你也快去避難吧！
A0_40040_PIKACHU_100_1000	我說啊，剛才豆豆鴿那番話……\n一直卡在我心裡。
A0_40040_TIM_100_1000	你是指牠說夥伴在睡覺，\n還有牠最喜歡的氣味吧？
A0_40040_PIKACHU_100_2000	沒錯。
A0_40040_PIKACHU_100_3000	就是那句「直衝鼻梁的香氣，\n一聞就睡意全消～♪」。
A0_40040_TIM_100_2000	香氣，睡意全消……
A0_40040_TIM_100_3000	那句話的意思，\n會不會是想用氣味……
A0_40040_TIM_100_4000	來叫醒夥伴？
A0_40040_PIKACHU_100_4000	提姆，就是那樣！
A0_40040_PIKACHU_100_5000	豆豆鴿喜歡的直衝鼻梁的香氣！\n只要有它，說不定就能喚醒豆豆鴿！
A0_40040_TIM_100_5000	這樣啊。的確有可能！
A0_40040_TIM_100_6000	不過，我們要怎麼找出那種氣味？
A0_40040_PIKACHU_100_6000	也許有些寶可夢還沒去避難。\n我們四處打聽一下吧。
A0_40050_PIKACHU_100_1000	你想問問我\n接下來該做什麼嗎？
A0_40050_SEL_0_1000	想
A0_40050_SEL_0_2000	不用了
A0_40050_PIKACHU_300_1000	豆豆鴿昏倒了。
A0_40050_PIKACHU_300_2000	所以我們要找出\n能讓牠醒來的方法。
A0_40050_PIKACHU_300_3000	我們當然得向寶可夢和人類打聽資訊，\n但同時也要留意周圍的狀況。
A0_40050_PIKACHU_400_1000	這樣啊。\n嗯，靠自己去思考也不錯。
A0_40060_PIKACHU_100_1000	你遇上困難了嗎？\n要不要我給些建議？
A0_40060_SEL_0_1000	好
A0_40060_SEL_0_2000	不用了
A0_40060_PIKACHU_300_1000	如果是芳香精，\n一定能讓豆豆鴿醒來。
A0_40060_PIKACHU_300_2000	我們去拜託芳香精吧。
A0_40060_PIKACHU_400_1000	是嗎。\n嗯，那樣也好。
A0_40070_PIKACHU_100_1000	怎麼啦？摸不著頭緒了嗎？\n可以找我商量喔？
A0_40070_SEL_0_1000	好
A0_40070_SEL_0_2000	不用了
A0_40070_PIKACHU_300_1000	我聽到有寶可夢的聲音\n從鋼鎧鴉飛去的方向傳來。
A0_40070_PIKACHU_300_2000	我們去看看情況吧。
A0_40070_PIKACHU_400_1000	這樣啊。\n自己想想看也不錯。
A0_40080_PIKACHU_100_1000	你是不是\n不知道該怎麼辦了？
A0_40080_PIKACHU_100_2000	要聽聽我的想法嗎？
A0_40080_SEL_0_1000	好
A0_40080_SEL_0_2000	不用了
A0_40080_PIKACHU_300_1000	向這附近的寶可夢打聽看看吧。
A0_40080_PIKACHU_300_2000	說不定能得到\n通往帽子的線索。
A0_40080_PIKACHU_400_1000	這樣啊。你沒問題就好，\n但千萬別對我客氣喔。
A0_40085_PIKACHU_100_1000	你遇上困難了嗎？\n要聽聽我的建議嗎？
A0_40085_SEL_0_1000	好
A0_40085_SEL_0_2000	不用了
A0_40085_PIKACHU_300_1000	要進行現場勘察的話，\n長在散落一地的蘋果旁的這棵樹太礙事了。
A0_40085_PIKACHU_300_2000	不如先來調查這棵樹吧。
A0_40085_PIKACHU_400_1000	是嗎。\n嗯，那樣也好。
A0_40090_PIKACHU_100_1000	你想問問我\n接下來該做什麼嗎？
A0_40090_SEL_0_1000	想
A0_40090_SEL_0_2000	不用了
A0_40090_PIKACHU_300_1000	去調查散落一地的蘋果吧。\n我們得找到啃果蟲。
A0_40090_PIKACHU_400_1000	這樣啊。\n嗯，靠自己去思考也不錯。
A0_9020_TIM_100_1000	蘇菲亞，這是妳第一次來萊姆市吧？
A0_9020_SOPHIA_100_1000	嗯！這裡又熱鬧又好玩，\n真是來對了！
A0_9020_SOPHIA_100_2000	雖然被鋼鎧鴉嚇了一跳就是了。
A0_9020_TIM_100_2000	妳跟媽都沒事真是太好了。
A0_9030_IRENE_100_500	提姆。看到你很好，我就安心了。\n你幾乎都不跟我聯絡呢。
A0_9030_IRENE_100_1000	雖然說沒消息就是好消息，\n但是你也太鬆懈了喔！
A0_9030_TIM_100_2000	抱、抱歉……
A0_9030_SEL_0_1000	關於萊姆市
A0_9030_SEL_0_2000	關於三餐
A0_9030_IRENE_300_1000	好久沒來萊姆市了呢。
A0_9030_IRENE_300_2000	上次是跟哈利最後一次見面的時候，\n所以已經有２年了吧？
A0_9030_IRENE_400_1000	提姆，你有好好吃飯嗎？
A0_9030_TIM_400_1000	我固定會去高帽咖啡館吃早餐。
A0_9030_IRENE_400_2000	高帽咖啡館？
A0_9030_TIM_400_2000	那是一家皮卡丘很喜歡的店。
A0_9030_TIM_400_3000	那家店最近搬家後，變得離我家更近，\n所以早餐都在那裡包辦了。
A0_9030_IRENE_400_3000	那麼，我很久沒能大展廚藝了，\n明天的晚餐就交給我吧。
A0_9030_IRENE_400_4000	你很懷念媽媽親手做的菜吧？
A0_9030_TIM_400_4000	是啊，謝謝妳。我會好好期待的。
A0_9040_SECRETEMILIA_100_1000	雖然目前節目進行到中途，\n在此為您插播一則臨時新聞。
A0_9040_PIKACHU_100_1000	哦？怎麼了？
A0_Drama.asset
A0_Drama_PIKACHU_100_10	我是皮卡丘。\n雖然這麼說有點跩，但……
A0_Drama_PIKACHU_100_20	我是個名偵探！
A0_Drama_PIKACHU_100_30_NOMESSAGE	ズズー（コーヒーを啜る音）
A0_Drama_PIKACHU_100_40	用「皮卡！我靈光一閃！」的推理，\n挑戰著各式各樣的事件。
A0_Drama_PIKACHU_100_50	我和搭檔哈利在進行調查時\n被捲入了某種麻煩。
A0_Drama_PIKACHU_100_60	哈利就這麼不見了蹤影，\n而我也失去了記憶。
A0_Drama_PIKACHU_100_70	之後，當我在街上徘徊時，\n我遇見了提姆。
A0_Drama_PIKACHU_100_80	不知怎麼地，我能和這傢伙對話。
A0_Drama_PIKACHU_100_90	我們有著共通的目標……
A0_Drama_PIKACHU_100_100	那就是找到提姆的父親，\n我的搭檔――偵探哈利。
A0_Drama_PIKACHU_100_110	而在追尋哈利的過程中，
A0_Drama_PIKACHU_100_120	我們發現了會讓寶可夢發狂的藥品Ｒ，\n並且被捲入了相關的犯罪事件。
A0_Drama_PIKACHU_100_130_NOMESSAGE	ズズー（コーヒーを啜る音）
A0_Drama_PIKACHU_100_140	我和提姆大展身手解決了事件，\n也拯救了萊姆市……
A0_Drama_PIKACHU_100_150	但並沒有找到哈利。
A0_Drama_PIKACHU_100_160	直到現在，我們也還在尋找他。
A0_Drama_PIKACHU_100_170	哈利，你……\n究竟到哪裡去了？
A0_Drama_HOWARD_300_10	為了尋求萊姆市市民與寶可夢\n之間共生的新方式……
A0_Drama_HOWARD_300_20	從今天起，\n寶可夢友誼週正式開始。
A0_Drama_HOWARD_300_30	為了紀念這次的活動，
A0_Drama_HOWARD_300_40	我要頒發勳章，\n給拯救了萊姆市的提姆跟皮卡丘。
A0_Drama_PIKACHU_300_10	哈利！！
A0_Drama_HOWARD_300_50	皮卡？皮卡丘，對不起。\n是不是我說得太久，讓你覺得無聊了？
A0_Drama_OAWOMAN02_300_10_NOMESSAGE	（大爆笑）
A0_Drama_TIM_300_10	真是的……\n虧你在這種時候還能打瞌睡。
A0_Drama_PIKACHU_300_20	抱歉抱歉。
A0_Drama_HOWARD_300_60	那麼……\n由於２年前發生的Ｒ事件，
A0_Drama_HOWARD_300_70	萊姆市所推行「與寶可夢的共生」的這項理念，\n開始遭到質疑。
A0_Drama_HOWARD_300_80	我在此向當時的受害者們，\n致上最誠摯的慰問……
A0_Drama_OAWOMAN02_300_20	那個是？
A0_Drama_OAWOMAN02_300_25_NOMESSAGE	（心配そうに騒ぎ出す市民たち）
A0_Drama_OCMAN01_300_10	鋼鎧鴉？
A0_Drama_ARMORGA_300_10_NOMESSAGE	ガー（ガー）
A0_Drama_OHBUSINESSMAN01_300_10	喂喂！牠要往這邊來了！
A0_Drama_OKBUSINESSMAN01_300_10	霍華德先生，請往這邊走！
A0_Drama_HOWARD_300_90_NOMESSAGE	(逃げる途中の息)
A0_Drama_ARMORGA_300_15_NOMESSAGE	ガー　ガー　ガー　ガー　ガー　ガー　ガー（ガオー）
A0_Drama_TIM_300_20	各位！快躲進建築物裡！
A0_Drama_ARMORGA_300_20_NOMESSAGE	ガアー（ガオー）
A0_Drama_TIM_300_25_NOMESSAGE	うっ
A0_Drama_OAWOMAN02_300_30_NOMESSAGE	（悲鳴）
A0_Drama_TIM_300_30_NOMESSAGE	うわぁ！
A0_Drama_ARMORGA_300_25_NOMESSAGE	ガー　ガー（ガー　ガー）
A0_Drama_PIKACHU_300_30	這究竟是怎麼回事？
A0_Drama_TIM_300_40	難道是Ｒ？
A0_Drama_PIKACHU_300_40	Ｒ？不，不對，\n這和當時的情況不同。
A0_Drama_ARMORGA_300_30_NOMESSAGE	ガアー（ガオー）
A0_Drama_PIKACHU_300_50	喂喂，你冷靜點。
A0_Drama_ARMORGA_300_40_NOMESSAGE	ガーガー（ガーガー）
A0_Drama_PIKACHU_300_60	哇！
A0_Drama_ARMORGA_300_50_NOMESSAGE	ガアー（ガオー）
A0_Drama_TIM_300_60	咦？皮卡丘！
A0_Drama_PIKACHU_300_70	鋼鎧鴉那傢伙……
A0_Drama_PIKACHU_300_80	竟然把我重要的帽子給奪走了！
A0_Drama_TIM_300_70	那是我爸給你的吧。
A0_Drama_PIKACHU_300_90	嗯，得把它拿回來！
A0_Drama_PIKACHU_400_10	費了我這麼大把勁……
A0_Drama_PIKACHU_400_20	哦？
A0_Drama_PIKACHU_400_30	喂喂，別跑啊。
A0_Drama_PIKACHU_400_40	唉呀呀？
A0_Drama_TIM_400_10	你在玩什麼啊？
A0_Drama_PIKACHU_400_50	我才不是在玩！\n是帽子會自己亂跑。
A0_Drama_TIM_400_20	那怎麼有可能？
A0_Drama_TIM_400_30	啊！
A0_Drama_PIKACHU_400_60	喏，我就說吧？
A0_Drama_ANASSY_400_10_NOMESSAGE	（やあ！）
A0_Drama_PIKACHU_400_70	看來只能去拿回來囉……
A0_Drama_TIM_400_33	是啊。
A0_Drama_PIKACHU_400_75	好，提姆，拜託你囉！
A0_Drama_TIM_400_36	是，是。
A0_Drama_TIM_400_40	沒問題嗎？\n不要胡來喔。
A0_Drama_PIKACHU_400_80	包在我身上啦。
A0_Drama_PIKACHU_400_83	欸咻，欸咻。
A0_Drama_PIKACHU_400_86	哇！
A0_Drama_PIKACHU_400_90	哇哇哇哇哇哇～！
A0_Drama_PIKACHU_400_100	欸咻，欸咻。
A0_Drama_PIKACHU_400_105	唉啊。
A0_Drama_PIKACHU_400_110	哇啊啊啊啊！
A0_Drama_PIKACHU_400_120	欸咻，欸咻。
A0_Drama_PIKACHU_400_125	呼……呼……
A0_Drama_PIKACHU_400_130	嗯～～
A0_Drama_PIKACHU_400_150	終於拿回來了。
A0_Drama_PIKACHU_400_155	啊！
A0_Drama_KAJICCHU_400_10_NOMESSAGE	（わ！）
A0_Drama_KAJICCHU_400_20_NOMESSAGE	（うりゃ）
A0_Drama_PIKACHU_400_160	呃哇！
A0_Drama_PIKACHU_400_170	哇～～～～
A0_Drama_HOWARD_200_20	謝謝你，提姆。
A0_Drama_HOWARD_200_30	還有搭檔的皮卡丘。
A0_Drama_PIKACHU_200_10	嘿！
A0_Drama_HOWARD_200_40	因為你們活躍的表現，\n市民們不知道受到了多少恩惠。
A0_Drama_HOWARD_200_50	對於致力於「寶可夢與人類的共生」\n這項目標的萊姆市來說，
A0_Drama_HOWARD_200_60	你們是理想的偵探搭檔。
A0_Drama_HOWARD_200_70	來！收下勳章吧。
A0_Drama_TIM_200_10	謝謝您，霍華德市長。
A0_Drama_HOWARD_200_80	辛苦你了，\n皮卡丘。
A0_Drama_PIKACHU_200_20	當然囉，\n少了我就稱不上是名偵探了。
A0_Drama_HOWARD_200_90	「皮卡皮卡」聽起來真是英勇。\n以後也要拜託你們了。
A0_Drama_SOPHIA_200_10	哥哥好帥喔～
A0_Drama_IRENE_200_10	恭喜你呀，提姆。
A0_SRT.asset
A0_SRT_PIKACHU_500_10	這是市長掉落的記事本……
A0_SRT_PIKACHU_500_20	好像夾著什麼……
A0_SRT_PIKACHU_500_30	全家福照啊。
A0_SRT_PIKACHU_500_40	這女孩，我記得是市長在演講時\n一臉不滿地盯著他看的……
A0_SRT_TIM_500_10	是我的同學瑞秋。
A0_SRT_TIM_500_20	她對寶可夢很了解。
A0_SRT_PIKACHU_500_50	啊？你認識她？\n喂喂，介紹給我吧。
A0_SRT_BUTLER_600_10_NOMESSAGE	うーむ
A0_SRT_TABUNNE_600_10_NOMESSAGE	タブンネ......（こまったわ......）
A0_SRT_FREFUWAN_1200_10_NOMESSAGE	フレフレー（それそれー）
A0_SRT_MAMEPATO02_1200_10_NOMESSAGE	パア？（あれ？）
A0_SRT_PIKACHU_1200_2	醒啦～
A0_SRT_MAMEPATO03_1200_10_NOMESSAGE	パァー　パァー（やったー　やったー）
A0_SRT_PIKACHU_1200_5_NOMESSAGE	ワッハッハ
A0_SRT_PIKACHU_1200_10	太好了。
A0_SRT_ARMORGA_1700_10_NOMESSAGE	汎用ボイス
A0_SRT_BUTLER_1700_10	牠又出現了。
A0_SRT_ANASSY_1700_10_NOMESSAGE	汎用ボイス
A0_SRT_BUTLER_1700_20	喂！跟上牠！
A0_SRT_OHPOLICEWOMAN01_1700_10	是！
A0_SRT_PIKACHU_1400_10	哇！這不是椰蛋樹嗎？
A0_SRT_ANASSY_1400_10_NOMESSAGE	（やあー）
A0_SRT_PIKACHU_1500_10	費了我這麼大把勁……
A0_SRT_PIKACHU_1500_20	嘿！
A0_SRT_PIKACHU_1500_30	還是這樣子比較像我自己。
A0_SRT_TIM_1500_10	是啊，跟你很搭喔。
A0_SRT_PIKACHU_1500_40	這帽子……
A0_SRT_PIKACHU_1500_50	是我和哈利結成搭檔時\n他送給我當作紀念的。
A0_SRT_NOFACEANNOUNCE03_1500_10	授勳儀式將重新開始。\n請各位參加者回到會場。
A0_SRT_TIM_1500_20	啊！我們得快回去授勳儀式！
A0_SRT_PIKACHU_1500_60	可惡的鋼鎧鴉……\n今天我就大方一點，放過你吧。
A0_SRT_IRENE_1800_10	提姆，\n你今天真讓我感到驕傲。
A0_SRT_SOPHIA_1800_10	哥哥真厲害！
A0_SRT_TIM_1800_10	是嗎？
A0_SRT_SOPHIA_1800_14	大家都知道\n你們的活躍事蹟喔。
A0_SRT_SOPHIA_1800_18	「伊布誘拐事件」跟\n「化石連續竊盜事件」！
A0_SRT_IRENE_1800_16	還有\n「萊姆塔佔領事件」也是。
A0_SRT_IRENE_1800_23	「Ｒ事件」不是還被拍成電影了嗎！
A0_SRT_SOPHIA_1800_22	那部電影雖然很有趣，\n但是我跟媽媽都沒有登場呢。
A0_SRT_TIM_1800_25	雖然我不了解狀況，\n不過電影也有電影的考量吧？
A0_SRT_SOPHIA_1800_26	嗯，或許是吧……
A0_SRT_SOPHIA_1800_30	對了對了！我一直都很在意……
A0_SRT_SOPHIA_1800_40	牠就是爸爸的皮卡丘嗎？
A0_SRT_TIM_1800_40	沒錯。\n現在是我的搭檔就是了。
A0_SRT_SOPHIA_1800_50	這樣啊……
A0_SRT_PIKACHU_1800_10	怎麼啦怎麼啦？幹嘛盯著我看。
A0_SRT_IRENE_1800_30	聽說牠在好幾次的危機中救了爸爸呢。
A0_SRT_SOPHIA_1800_60	這樣啊～
A0_SRT_TIM_1800_50	啊，皮卡丘！\n新聞的時間到了。
A0_SRT_TIM_1800_60	說不定會有鋼鎧鴉的後續消息。
A0_SRT_PIKACHU_1800_20	嗯。
A0_SRT_SOPHIA_1800_70	……
A0_SRT_EMILIA_1900_10	根據觀眾提供的影片……
A0_SRT_EMILIA_1900_20	於萊姆市東北方向的山裡……
A0_SRT_EMILIA_1900_30	發生了起因疑似是寶可夢的爆炸。
A0_SRT_EMILIA_1900_40	研判這起爆炸與最近屢次\n因寶可夢而發生的事故有關，
A0_SRT_EMILIA_1900_50	萊姆警察與新成立的\n寶可夢保護局正在搜查當中。
A0_SRT_EMILIA_1900_60	以上，\n由艾蜜莉亞・克利斯蒂為您報導。
A0_SRT_PIKACHU_1900_10	喂，你看到了嗎？
A0_SRT_TIM_1900_10	但願這個事件\n跟我爸沒有關連。
A0_SRT_PIKACHU_1900_20	就是說啊……
A0_SRT_TIM_1900_20	２年前，超夢說過……
A0_SRT_TIM_1900_30	我爸還活著。\n只要我不放棄，就一定能見到他。
A0_SRT_PIKACHU_1900_30	畢竟那傢伙是通往哈利的\n唯一的線索。
A0_SRT_IRENE_1900_10	你在跟皮卡丘說悄悄話嗎？
A0_SRT_IRENE_1900_20	竟然會和寶可夢說話，\n你跟哈利一模一樣呢。
A0_SRT_TIM_1900_40	咦？這樣啊……
A0_Telop.asset
A0_POKEMON_NAME_010	皮卡丘
A0_POKEMON_DESCRIPTION_010	「皮卡！我靈光一閃」的名偵探
A0_POKEMON_NAME_020	差不多娃娃
A0_POKEMON_DESCRIPTION_020	豎起耳朵傾聽身體狀況
A0_POKEMON_NAME_030	芳香精
A0_POKEMON_DESCRIPTION_030	魅惑的香氣
A0_POKEMON_NAME_050	豆豆鴿
A0_POKEMON_DESCRIPTION_050	萊姆市公園的居民
A0_POKEMON_NAME_060	啃果蟲
A0_POKEMON_DESCRIPTION_060	蘋果裡面就是我家
A0_POKEMON_NAME_070	椰蛋樹
A0_POKEMON_NAMEREGION_070	阿羅拉的樣子
A0_POKEMON_DESCRIPTION_070	聳立的熱帶風情
A0_POKEMON_NAME_080	鋼鎧鴉
A0_POKEMON_DESCRIPTION_080	以翅切風的鋼鐵之鳥
A0_POKEMON_NAME_090	天然鳥
A0_POKEMON_DESCRIPTION_090	看穿九霄雲外的雙眼
A0_POKEMON_NAME_100	小磁怪
A0_POKEMON_DESCRIPTION_100	用電磁波漂浮空中
A0_PERSON_NAME_010	威爾・巴特勒
A0_PERSON_DESCRIPTION_010	寶可夢保護局　局長
A0_PERSON_NAME_020	霍華德・邁爾斯
A0_PERSON_DESCRIPTION_020	萊姆市市長
A0_PERSON_NAME_030	提姆・古德曼
A0_PERSON_DESCRIPTION_030	招牌特色是紅色連帽外套
A0_PERSON_NAME_040	蘇菲亞・古德曼
A0_PERSON_DESCRIPTION_040	提姆的妹妹
A0_PERSON_NAME_050	艾琳・古德曼
A0_PERSON_DESCRIPTION_050	提姆的母親
A0_Tracker.asset
A0_TRACKER_TRACKER_1000_10	去皮卡丘那裡吧
A0_TRACKER_TRACKER_1100_10	尋找鋼鎧鴉吧
A0_TRACKER_TRACKER_1200_10	問問豆豆鴿們吧
A0_TRACKER_TRACKER_1300_10	向寶可夢們打聽看看吧
