A0.asset
A0_1023_PIKACHU_100_1000	钢铠鸦那家伙，\n把我的宝贝帽子给拿走了！
A0_1823_TIM_100_2000	没事吧？
A0_1823_PIKACHU_100_2000	我没事，蒂姆，\n多亏你接得漂亮。
A0_1823_PIKACHU_100_3000	啃果虫也没事吧？
A0_1823_TIM_100_3000	嗯，它们在为能够重聚而感到高兴呢。
A0_1823_PIKACHU_100_4000	是吗，那就好。
A0_1823_PIKACHU_100_5000	帽子自己动了起来，吓我一跳呢，\n没想到它躲在我的帽子里啊。
A0_1823_TIM_100_4000	肯定是帽子被钢铠鸦丢下后，\n盖在了啃果虫身上。
A0_1823_PIKACHU_100_6000	对了！蒂姆，帽子呢！？
A0_1823_TIM_100_5000	你放心，帽子就在这里。
A0_1823_PIKACHU_100_7000	还好没弄丢这顶帽子。
A0_19001_TIM_100_1000	这是我们得到的勋章。
A0_19001_PIKACHU_100_1000	这是我们作为名侦探大显身手的证明，\n今后也继续努力吧，蒂姆。
A0_19010_PIKACHU_100_1000	哦，这是过去的事件簿啊。
A0_19010_TIM_100_1000	是我在皮卡丘你的指示下\n记录下来的东西。
A0_19010_PIKACHU_100_2000	真了不起啊，蒂姆，我们能从\n过去的事件中学到很多东西，让我看看。
A0_19010_PIKACHU_100_3000	哦，是“Ｒ事件”……真怀念啊。
A0_19010_PIKACHU_100_4000	就是这起最初的事件\n促成我们成为搭档的。
A0_19010_TIM_100_2000	嗯，让宝可梦失控发狂的药物Ｒ……
A0_19010_PIKACHU_100_5000	是啊，犯人用超梦的细胞\n制造出了药物Ｒ。
A0_19010_TIM_100_3000	宝可梦吸入Ｒ之后，\n整个眼睛都会变红，然后发狂……
A0_19010_TIM_100_4000	真是一起性质恶劣的事件。
A0_19010_TIM_100_5000	居然利用无辜的宝可梦惹是生非。
A0_19010_PIKACHU_100_6000	是啊，太糟糕了，\n不过最后还是抓到了犯人。
A0_19010_PIKACHU_100_7000	而药物Ｒ和犯人手上的超梦的细胞……
A0_19010_PIKACHU_100_8000	也全都回收了。
A0_19010_TIM_100_6000	……说起来，在那起事件中\n跟犯人最终对决的时候……
A0_19010_TIM_100_7000	皮卡丘你使出招式了吧？
A0_19010_TIM_100_8000	那是怎么做到的？\n你平时明明都使不出来。
A0_19010_PIKACHU_100_9000	是啊，我也觉得不可思议。\n哈利失踪之后……
A0_19010_PIKACHU_100_10000	我也不知怎么就失去了记忆。
A0_19010_PIKACHU_100_11000	而且还发现自己使不出招式了。
A0_19010_TIM_100_9000	所以这算是危难关头发挥潜力了？
A0_19010_PIKACHU_100_12000	或许是吧。
A0_19010_PIKACHU_100_13000	毕竟在使出招式之后，\n我彻底没了力气，直接昏过去了……
A0_19010_TIM_100_10000	当时我可担心了。
A0_30010_POLICEWOMAN01_100_1000	请小心！
A0_30020_POLICEMAN03_100_1000	侦探，你也快去避难吧！
A0_40040_PIKACHU_100_1000	对了，豆豆鸽刚才说的话……\n让我有些在意。
A0_40040_TIM_100_1000	你指的是“伙伴睡着了”，\n还有“很喜欢的味道”吧？
A0_40040_PIKACHU_100_2000	没错。
A0_40040_PIKACHU_100_3000	就是那句“醒神气味，驱散睡意，神清气爽～♪”。
A0_40040_TIM_100_2000	气味，睡意，驱散……
A0_40040_TIM_100_3000	难道是说，\n想用那种味道……
A0_40040_TIM_100_4000	让伙伴醒过来？
A0_40040_PIKACHU_100_4000	蒂姆，就是这么回事！
A0_40040_PIKACHU_100_5000	豆豆鸽喜欢的醒神气味！\n说不定能让昏倒的豆豆鸽醒过来！
A0_40040_TIM_100_5000	对啊，说不定能行！
A0_40040_TIM_100_6000	不过，我们要怎么找到那种气味啊？
A0_40040_PIKACHU_100_6000	说不定还有没去避难的宝可梦，\n我们去跟它们打听一下消息吧。
A0_40050_PIKACHU_100_1000	你想问问我\n接下来该做什么吗？
A0_40050_SEL_0_1000	想
A0_40050_SEL_0_2000	不想
A0_40050_PIKACHU_300_1000	豆豆鸽昏倒了。
A0_40050_PIKACHU_300_2000	所以我们\n要去寻找能让它醒来的方法。
A0_40050_PIKACHU_300_3000	除了去跟宝可梦和人类打听以外，\n也要多注意观察周围的情况。
A0_40050_PIKACHU_400_1000	这样啊，也好，\n独自思考也不错。
A0_40060_PIKACHU_100_1000	你遇到什么困难了吗？\n我来给你一些建议吧？
A0_40060_SEL_0_1000	好的
A0_40060_SEL_0_2000	不用
A0_40060_PIKACHU_300_1000	芳香精应该\n能让豆豆鸽醒过来。
A0_40060_PIKACHU_300_2000	我们去找芳香精来帮忙吧。
A0_40060_PIKACHU_400_1000	是吗，\n那样也行。
A0_40070_PIKACHU_100_1000	你怎么了，是不知道该怎么办吗？\n可以找我商量商量哦？
A0_40070_SEL_0_1000	好的
A0_40070_SEL_0_2000	不用
A0_40070_PIKACHU_300_1000	从钢铠鸦飞去的方向\n传来了宝可梦的声音。
A0_40070_PIKACHU_300_2000	我们去看看情况吧。
A0_40070_PIKACHU_400_1000	这样啊，\n独自思考也不错。
A0_40080_PIKACHU_100_1000	你是不是不知道\n接下来该怎么办？
A0_40080_PIKACHU_100_2000	要听听我的想法吗？
A0_40080_SEL_0_1000	好的
A0_40080_SEL_0_2000	不用
A0_40080_PIKACHU_300_1000	向这附近的宝可梦打听一下吧。
A0_40080_PIKACHU_300_2000	说不定能找到\n跟帽子有关的线索。
A0_40080_PIKACHU_400_1000	这样啊，你有头绪就好。\n不过有困难的时候就尽管来问我吧。
A0_40085_PIKACHU_100_1000	你遇到什么困难了吗？\n我来给你一些建议吧？
A0_40085_SEL_0_1000	好的
A0_40085_SEL_0_2000	不用
A0_40085_PIKACHU_300_1000	要进行现场勘查的话，\n散落的苹果旁边这课树太碍事了。
A0_40085_PIKACHU_300_2000	先去调查这棵树吧。
A0_40085_PIKACHU_400_1000	是吗，\n那也行。
A0_40090_PIKACHU_100_1000	你想问问我\n接下来该做什么吗？
A0_40090_SEL_0_1000	想
A0_40090_SEL_0_2000	不想
A0_40090_PIKACHU_300_1000	调查一下散落在地的苹果，\n找出啃果虫吧。
A0_40090_PIKACHU_400_1000	这样啊，也好，\n独自思考也不错。
A0_9020_TIM_100_1000	索菲亚是第一次来莱姆市吧？
A0_9020_SOPHIA_100_1000	嗯！这里又热闹又有趣，\n真是来对了！
A0_9020_SOPHIA_100_2000	不过钢铠鸦倒是吓了我一跳。
A0_9020_TIM_100_2000	幸好你和妈妈都没受伤。
A0_9030_IRENE_100_500	蒂姆，看你这么有精神，我也安心了。\n你几乎都不和家里联系啊。
A0_9030_IRENE_100_1000	虽说没有消息就是好消息，\n可你也不能一直都不联系呀！
A0_9030_TIM_100_2000	对、对不起……
A0_9030_SEL_0_1000	关于莱姆市
A0_9030_SEL_0_2000	关于吃饭
A0_9030_IRENE_300_1000	我好久没来莱姆市了。
A0_9030_IRENE_300_2000	上次来是和哈利最后一次见面的时候，\n差不多已经有两年了吧？
A0_9030_IRENE_400_1000	蒂姆，你都是怎么解决吃饭问题的？
A0_9030_TIM_400_1000	我每天早上都会去踩镲咖啡馆。
A0_9030_IRENE_400_2000	踩镲咖啡馆？
A0_9030_TIM_400_2000	那是皮卡丘很喜欢的一家店。
A0_9030_TIM_400_3000	那家店搬迁后，离我家就变近了，\n所以我早饭都去那里吃。
A0_9030_IRENE_400_3000	那，明天的晚饭\n就由我来久违地大显身手了。
A0_9030_IRENE_400_4000	你很想吃妈妈亲手做的菜吧？
A0_9030_TIM_400_4000	嗯，谢谢妈妈，我很期待。
A0_9040_SECRETEMILIA_100_1000	节目暂停，\n下面临时插播一则新闻。
A0_9040_PIKACHU_100_1000	哦，发生什么事了？
A0_Drama.asset
A0_Drama_PIKACHU_100_10	我是皮卡丘。\n虽然有点自卖自夸，但我……
A0_Drama_PIKACHU_100_20	是个名侦探！
A0_Drama_PIKACHU_100_30_NOMESSAGE	ズズー（コーヒーを啜る音）
A0_Drama_PIKACHU_100_40	我用“皮卡！我灵光一闪！”的推理，\n向各种事件发起挑战。
A0_Drama_PIKACHU_100_50	在与搭档哈利的调查过程中，\n我们被卷进了纠纷之中……
A0_Drama_PIKACHU_100_60	哈利忽然消失，\n而我失去了记忆。
A0_Drama_PIKACHU_100_70	后来，当我在街上徘徊时，\n我遇到了蒂姆。
A0_Drama_PIKACHU_100_80	不知为什么……我能跟他交流。
A0_Drama_PIKACHU_100_90	我们有着共同的目的……
A0_Drama_PIKACHU_100_100	那就是找到蒂姆的父亲，\n也就是我的搭档，哈利。
A0_Drama_PIKACHU_100_110	就在我们追查哈利的下落时……
A0_Drama_PIKACHU_100_120	我们发现了会让宝可梦发狂的药物Ｒ，\n并被卷入了相关的犯罪事件。
A0_Drama_PIKACHU_100_130_NOMESSAGE	ズズー（コーヒーを啜る音）
A0_Drama_PIKACHU_100_140	我与蒂姆的出色表现让事件得以解决，\n保卫了莱姆市……
A0_Drama_PIKACHU_100_150	但哈利仍然下落不明。
A0_Drama_PIKACHU_100_160	直到现在，我们也还在寻找他。
A0_Drama_PIKACHU_100_170	哈利，你……\n究竟去了哪里？
A0_Drama_HOWARD_300_10	为了寻求莱姆市的市民\n与宝可梦共生的新方式……
A0_Drama_HOWARD_300_20	今日起，\n宝可梦友谊周正式开始。
A0_Drama_HOWARD_300_30	为了纪念此次活动，
A0_Drama_HOWARD_300_40	我们将向拯救了莱姆市的\n蒂姆与皮卡丘颁授勋章。
A0_Drama_PIKACHU_300_10	哈利！！
A0_Drama_HOWARD_300_50	“皮卡？”皮卡丘，真不好意思，\n是我话太多让你觉得无聊了吗？
A0_Drama_OAWOMAN02_300_10_NOMESSAGE	（大爆笑）
A0_Drama_TIM_300_10	真是的……\n在这种场合你居然也能睡着。
A0_Drama_PIKACHU_300_20	抱歉抱歉。
A0_Drama_HOWARD_300_60	那么……\n由于２年前发生了Ｒ事件……
A0_Drama_HOWARD_300_70	人们开始对莱姆市提出的\n“与宝可梦共生”的理念产生了怀疑。
A0_Drama_HOWARD_300_80	对于该事件的受害者，\n请允许我献上最诚挚的慰问……
A0_Drama_OAWOMAN02_300_20	那是什么？
A0_Drama_OAWOMAN02_300_25_NOMESSAGE	（心配そうに騒ぎ出す市民たち）
A0_Drama_OCMAN01_300_10	钢铠鸦？
A0_Drama_ARMORGA_300_10_NOMESSAGE	ガー（ガー）
A0_Drama_OHBUSINESSMAN01_300_10	喂，它朝这边来了！
A0_Drama_OKBUSINESSMAN01_300_10	霍华德先生，请到这边来！
A0_Drama_HOWARD_300_90_NOMESSAGE	(逃げる途中の息)
A0_Drama_ARMORGA_300_15_NOMESSAGE	ガー　ガー　ガー　ガー　ガー　ガー　ガー（ガオー）
A0_Drama_TIM_300_20	各位！快躲进建筑物里去！
A0_Drama_ARMORGA_300_20_NOMESSAGE	ガアー（ガオー）
A0_Drama_TIM_300_25_NOMESSAGE	うっ
A0_Drama_OAWOMAN02_300_30_NOMESSAGE	（悲鳴）
A0_Drama_TIM_300_30_NOMESSAGE	うわぁ！
A0_Drama_ARMORGA_300_25_NOMESSAGE	ガー　ガー（ガー　ガー）
A0_Drama_PIKACHU_300_30	这到底是怎么回事？
A0_Drama_TIM_300_40	难道是Ｒ？
A0_Drama_PIKACHU_300_40	Ｒ？不对。\n它跟那时的状态不一样。
A0_Drama_ARMORGA_300_30_NOMESSAGE	ガアー（ガオー）
A0_Drama_PIKACHU_300_50	喂，你冷静点啊。
A0_Drama_ARMORGA_300_40_NOMESSAGE	ガーガー（ガーガー）
A0_Drama_PIKACHU_300_60	哇啊！！
A0_Drama_ARMORGA_300_50_NOMESSAGE	ガアー（ガオー）
A0_Drama_TIM_300_60	咦？皮卡丘。
A0_Drama_PIKACHU_300_70	钢铠鸦那家伙……
A0_Drama_PIKACHU_300_80	竟敢把我重要的帽子给抢走了！
A0_Drama_TIM_300_70	那是爸爸给你的吧。
A0_Drama_PIKACHU_300_90	是啊，得把它拿回来！
A0_Drama_PIKACHU_400_10	费了我这么大功夫……
A0_Drama_PIKACHU_400_20	哦？
A0_Drama_PIKACHU_400_30	喂，等等我啊。
A0_Drama_PIKACHU_400_40	咦？
A0_Drama_TIM_400_10	你在玩什么啊？
A0_Drama_PIKACHU_400_50	我才不是在玩！\n是这帽子它自己在动。
A0_Drama_TIM_400_20	这怎么可能啊？
A0_Drama_TIM_400_30	啊！
A0_Drama_PIKACHU_400_60	你看，我就说吧？
A0_Drama_ANASSY_400_10_NOMESSAGE	（やあ！）
A0_Drama_PIKACHU_400_70	看来只能去拿回来了……
A0_Drama_TIM_400_33	是啊。
A0_Drama_PIKACHU_400_75	好，蒂姆，拜托你了！
A0_Drama_TIM_400_36	好的好的。
A0_Drama_TIM_400_40	你没事吧？\n可别乱来哦。
A0_Drama_PIKACHU_400_80	包在我身上啦。
A0_Drama_PIKACHU_400_83	嘿呦，嘿呦！
A0_Drama_PIKACHU_400_86	哇！
A0_Drama_PIKACHU_400_90	哇哇哇哇哇哇～！
A0_Drama_PIKACHU_400_100	嘿呦，嘿呦！
A0_Drama_PIKACHU_400_105	哎哟！
A0_Drama_PIKACHU_400_110	哇啊啊啊啊！
A0_Drama_PIKACHU_400_120	嘿呦，嘿呦！
A0_Drama_PIKACHU_400_125	呼……呼……
A0_Drama_PIKACHU_400_130	唔～嗯……
A0_Drama_PIKACHU_400_150	总算是拿回来了。
A0_Drama_PIKACHU_400_155	啊！
A0_Drama_KAJICCHU_400_10_NOMESSAGE	（わ！）
A0_Drama_KAJICCHU_400_20_NOMESSAGE	（うりゃ）
A0_Drama_PIKACHU_400_160	呃哇！
A0_Drama_PIKACHU_400_170	哇～～
A0_Drama_HOWARD_200_20	谢谢你，蒂姆。
A0_Drama_HOWARD_200_30	还有你，蒂姆的好搭档皮卡丘。
A0_Drama_PIKACHU_200_10	嘿！
A0_Drama_HOWARD_200_40	多亏你们活跃的表现，\n着实给广大市民帮了大忙。
A0_Drama_HOWARD_200_50	对于争取让宝可梦与人类\n共生的莱姆市来说……
A0_Drama_HOWARD_200_60	你们是绝佳的侦探搭档。
A0_Drama_HOWARD_200_70	来，收下这枚勋章吧！
A0_Drama_TIM_200_10	谢谢您！\n霍华德市长。
A0_Drama_HOWARD_200_80	你也辛苦了，\n皮卡丘。
A0_Drama_PIKACHU_200_20	当然啦，\n有我在才叫名侦探。
A0_Drama_HOWARD_200_90	“皮卡皮卡”听起来真英勇。\n今后也要拜托你们了。
A0_Drama_SOPHIA_200_10	哥哥太帅啦～！
A0_Drama_IRENE_200_10	恭喜你，蒂姆。
A0_SRT.asset
A0_SRT_PIKACHU_500_10	这是市长掉的笔记本……
A0_SRT_PIKACHU_500_20	好像夹着什么。
A0_SRT_PIKACHU_500_30	跟家人的合照啊。
A0_SRT_PIKACHU_500_40	这个女孩，我记得市长演讲时，\n她一脸不满地盯着他看……
A0_SRT_TIM_500_10	是我同学，瑞秋。
A0_SRT_TIM_500_20	她很了解宝可梦。
A0_SRT_PIKACHU_500_50	啊？你认识她？\n喂，快给我介绍一下。
A0_SRT_BUTLER_600_10_NOMESSAGE	うーむ
A0_SRT_TABUNNE_600_10_NOMESSAGE	タブンネ......（こまったわ......）
A0_SRT_FREFUWAN_1200_10_NOMESSAGE	フレフレー（それそれー）
A0_SRT_MAMEPATO02_1200_10_NOMESSAGE	パア？（あれ？）
A0_SRT_PIKACHU_1200_2	好～
A0_SRT_MAMEPATO03_1200_10_NOMESSAGE	パァー　パァー（やったー　やったー）
A0_SRT_PIKACHU_1200_5_NOMESSAGE	ワッハッハ
A0_SRT_PIKACHU_1200_10	太好了。
A0_SRT_ARMORGA_1700_10_NOMESSAGE	汎用ボイス
A0_SRT_BUTLER_1700_10	又出现了。
A0_SRT_ANASSY_1700_10_NOMESSAGE	汎用ボイス
A0_SRT_BUTLER_1700_20	喂！快追上去。
A0_SRT_OHPOLICEWOMAN01_1700_10	是！
A0_SRT_PIKACHU_1400_10	哇！这不是椰蛋树吗！
A0_SRT_ANASSY_1400_10_NOMESSAGE	（やあー）
A0_SRT_PIKACHU_1500_10	费了我这么大功夫……
A0_SRT_PIKACHU_1500_20	嘿！
A0_SRT_PIKACHU_1500_30	果然还是这样比较衬我。
A0_SRT_TIM_1500_10	是啊，很适合你。
A0_SRT_PIKACHU_1500_40	这顶帽子是……
A0_SRT_PIKACHU_1500_50	我和哈利组成搭档时，\n他送给我做纪念的。
A0_SRT_NOFACEANNOUNCE03_1500_10	授勋仪式即将重新开始，\n请各位参加者回到会场。
A0_SRT_TIM_1500_20	啊！得赶快回到授勋仪式上去。
A0_SRT_PIKACHU_1500_60	可恶的钢铠鸦……\n今天就先放过你。
A0_SRT_IRENE_1800_10	蒂姆，\n你今天可真棒。
A0_SRT_SOPHIA_1800_10	哥哥好厉害啊！
A0_SRT_TIM_1800_10	是吗？
A0_SRT_SOPHIA_1800_14	大家都知道\n你们的活跃表现呢。
A0_SRT_SOPHIA_1800_18	“伊布诱拐事件”和\n“化石连续失窃事件”！
A0_SRT_IRENE_1800_16	还有\n“莱姆塔占领事件”。
A0_SRT_IRENE_1800_23	“Ｒ事件”不是还被\n拍成电影了吗！
A0_SRT_SOPHIA_1800_22	那部电影虽然很好看，\n但我和妈妈都没有出场呢。
A0_SRT_TIM_1800_25	虽然我不太懂，\n不过电影也有电影的考量吧？
A0_SRT_SOPHIA_1800_26	嗯，或许是吧……
A0_SRT_SOPHIA_1800_30	对了！有件事我一直很在意……
A0_SRT_SOPHIA_1800_40	它就是爸爸的皮卡丘吗？
A0_SRT_TIM_1800_40	没错。\n不过现在是我的搭档了。
A0_SRT_SOPHIA_1800_50	唔……
A0_SRT_PIKACHU_1800_10	怎么了怎么了？干嘛盯着我看。
A0_SRT_IRENE_1800_30	听说它在无数次危机之中救了你爸爸呢。
A0_SRT_SOPHIA_1800_60	哇～
A0_SRT_TIM_1800_50	啊，皮卡丘！\n新闻时间到了。
A0_SRT_TIM_1800_60	说不定有钢铠鸦的后续报道。
A0_SRT_PIKACHU_1800_20	嗯。
A0_SRT_SOPHIA_1800_70	……
A0_SRT_EMILIA_1900_10	根据观众提供的视频……
A0_SRT_EMILIA_1900_20	莱姆市东北方向的山里……
A0_SRT_EMILIA_1900_30	已经确认到发生了\n可能是由宝可梦引发的爆炸。
A0_SRT_EMILIA_1900_40	这起爆炸被认为与最近频发的\n宝可梦所引发的事故有关。
A0_SRT_EMILIA_1900_50	目前莱姆警察和新成立的\n宝可梦保护局正在调查中。
A0_SRT_EMILIA_1900_60	以上，\n由艾蜜莉亚・克里斯蒂为您报道。
A0_SRT_PIKACHU_1900_10	喂，刚才你看到了吗？
A0_SRT_TIM_1900_10	这起事件，\n如果和爸爸没关系就好了。
A0_SRT_PIKACHU_1900_20	是啊……
A0_SRT_TIM_1900_20	两年前，超梦说过……
A0_SRT_TIM_1900_30	我爸爸还活着，\n只要不放弃，就一定能见到他。
A0_SRT_PIKACHU_1900_30	毕竟那家伙是寻找哈利\n唯一的线索。
A0_SRT_IRENE_1900_10	你在和皮卡丘说悄悄话吗？
A0_SRT_IRENE_1900_20	居然跟宝可梦说话，\n你和哈利真是一模一样。
A0_SRT_TIM_1900_40	咦？这样啊……
A0_Telop.asset
A0_POKEMON_NAME_010	皮卡丘
A0_POKEMON_DESCRIPTION_010	“皮卡！我灵光一闪”的名侦探
A0_POKEMON_NAME_020	差不多娃娃
A0_POKEMON_DESCRIPTION_020	竖起耳朵，检查身体
A0_POKEMON_NAME_030	芳香精
A0_POKEMON_DESCRIPTION_030	魅惑的芳香
A0_POKEMON_NAME_050	豆豆鸽
A0_POKEMON_DESCRIPTION_050	莱姆市公园的居民
A0_POKEMON_NAME_060	啃果虫
A0_POKEMON_DESCRIPTION_060	蜗居在苹果中
A0_POKEMON_NAME_070	椰蛋树
A0_POKEMON_NAMEREGION_070	阿罗拉的样子
A0_POKEMON_DESCRIPTION_070	高耸的热带树
A0_POKEMON_NAME_080	钢铠鸦
A0_POKEMON_DESCRIPTION_080	乘风滑翔，钢铁之鸟
A0_POKEMON_NAME_090	天然鸟
A0_POKEMON_DESCRIPTION_090	看清远方的眼瞳
A0_POKEMON_NAME_100	小磁怪
A0_POKEMON_DESCRIPTION_100	用电磁波飘在空中
A0_PERSON_NAME_010	威尔・巴特勒
A0_PERSON_DESCRIPTION_010	宝可梦保护局局长
A0_PERSON_NAME_020	霍华德・梅耶斯
A0_PERSON_DESCRIPTION_020	莱姆市市长
A0_PERSON_NAME_030	蒂姆・古德曼
A0_PERSON_DESCRIPTION_030	特点是红色卫衣
A0_PERSON_NAME_040	索菲亚・古德曼
A0_PERSON_DESCRIPTION_040	蒂姆的妹妹
A0_PERSON_NAME_050	艾琳・古德曼
A0_PERSON_DESCRIPTION_050	蒂姆的母亲
A0_Tracker.asset
A0_TRACKER_TRACKER_1000_10	去皮卡丘那里吧
A0_TRACKER_TRACKER_1100_10	寻找钢铠鸦吧
A0_TRACKER_TRACKER_1200_10	和豆豆鸽们聊聊吧
A0_TRACKER_TRACKER_1300_10	找宝可梦们打听看看吧
A0_TRACKER_TRACKER_1400_10	前往钢铠鸦飞去的方向吧
A0_TRACKER_TRACKER_1500_10	调查附近吧
A0_TRACKER_TRACKER_1600_10	进行现场勘查吧
A0_TRACKER_TRACKER_1700_10	查看电视吧
A0_TRACKER_TRACKER_2300_10	按下方向键（左）吧
A0_TRACKER_TRACKER_2400_10	调查树吧
A1.asset
A1_10100_DKWOMANMID01_200_1000	侦探，\n刚才真是谢谢你了。
A1_10100_DKWOMANMID01_200_2000	我决定今天和小约克玩一整天。
A1_10100_TIM_200_1000	真好啊，\n小约克肯定会很高兴的。
A1_10100_PIKACHU_200_1000	是啊，\n它说过想玩个痛快。
