Battle\COMMON.msbt
NOT_MOVE	様子を見ている…
TU_PSN_000	\x0e\0\x03\x02\x02\0毒状態\x0e\0\x03\x02ÿÿになると、\n\x0e\0\x03\x02\x02\0行動ごとにダメージを受けます。\x0e\0\x03\x02ÿÿ\n\nまた、味方が毒状態のままだと\n\x0e\0\x03\x02\x02\0バトル終了後、フィールド上にいても\n移動するごとにダメージを受けます\x0e\0\x03\x02ÿÿので\nスキルやアイテムを活用し、\n早めに回復させましょう。
Battle\TU_RGK.msbt
TU_RGK_T	特定の条件でのセッション
TU_RGK_001	レディアントスキルには\n\x0e\0\x03\x02\x02\0特定の状態異常になっている敵に対して\n武器スキルを使用すると、そのスキルに\n防御相性を無視してセッションを開始できる\n効果を与えるものがあります。\x0e\0\x03\x02ÿÿ\n\n条件を満たした今なら、その効果で\nセッションを起こすことができます。\n積極的に狙ってみましょう！
Battle\TU_SES.msbt
TU_SES_T	セッションについて
TU_SES_000	\x0e\0\x03\x02\x02\0スキルで敵の弱点を攻撃すると、そのスキルに\n対応したセッションスキルを持っている味方が\n追撃を行ってくれます。\x0e\0\x03\x02ÿÿ\nこれを\x0e\0\x03\x02\x02\0セッション\x0e\0\x03\x02ÿÿと呼びます。\n\nセッションは普通に攻撃するよりも効果的に\nダメージを与えられるため、\n積極的に弱点を狙い\nセッションを繋いでいきましょう！
TU_SES_001	…ツバサが新たに習得したセッションスキル\n\x0e\0\x03\x02\x02\0雷追の突撃\x0e\0\x03\x02ÿÿは雷属性…つまりイツキの\x0e\0\x03\x02\x02\0ジオ\x0e\0\x03\x02ÿÿに\nセッションすることができます。\n\nまずはイツキのジオで敵の弱点を\n狙ってみましょう！
Battle\TU_SES2.msbt
TU_SES2_T	セッションスキルについて
TU_SES2_000	セッションスキル\x0e\0\x03\x02\x02\0雷追の突撃\x0e\0\x03\x02ÿÿを\n覚えました。\n\n以後、バトルでセッションが使用可能になります。
Battle\TU_SKL.msbt
TU_SKL_T	スキルについて
TU_SKL_000	スキルを修得していれば、武器での攻撃以外に\n様々な属性での攻撃や、より強力な武器攻撃\nを行うことができます。\nただしＥＰを消費します。\nＥＰは特定のアイテムか、回復場所を利用\nしないと回復させることができません。
Battle\TU_SLP.msbt
TU_SLP_T	睡眠状態について
TU_SLP_000	\x0e\0\x03\x02\x02\0睡眠状態\x0e\0\x03\x02ÿÿになるとセッションを含む、\n\x0e\0\x03\x02\x02\0あらゆる行動が不能になります。\x0e\0\x03\x02ÿÿ\nまた、受ける攻撃が\n必ずクリティカルになります。\n\n自然に治癒することもありますが、\nもし味方が睡眠状態になってしまった場合、\nスキルやアイテムを活用し、\n早めに回復させましょう。
Battle\TU_SSB.msbt
TU_SSB_T	定数討伐サイドストーリー
TU_SSB_000	このサイドストーリーは、指定のキャストが\nメインキャストにいる状態で、\n指定の敵を特定数倒すことで進行します。\n\n対象のキャスト自身の攻撃による撃破以外にも、\n\x0e\0\x03\x02\x02\0そのキャストが参加したセッションによる\n撃破でも討伐数にカウントされます。\x0e\0\x03\x02ÿÿ
Battle\TU_STN.msbt
TU_STN_T	気絶状態について
TU_STN_000	\x0e\0\x03\x02\x02\0気絶中のラウンドは、行動することも\nセッションに参加することもできません。\x0e\0\x03\x02ÿÿ\n次の行動順が来れば自然に治癒しますが\nその間、相手からクリティカルを\n受けやすくなります。
Battle\TU_TAC.msbt
TU_TAC_T	ＴＡＣＴＩＣＳについて
TU_TAC_001	\x0e\0\x03\x02\x02\0ＴＡＣＴＩＣＳ\x0e\0\x03\x02ÿÿでは、イツキ以外のキャストの\n行動の方針を設定することができます。\n個別指示以外の指示を与えると、キャストは\n指示に沿って自ら行動するようになります。\n\n指示は\x0e\x03\0\x04\0\0\x07\0を押すことで適用され、\n\x0e\x03\0\x04\0\0\x08\0を押すことでキャンセルされます。\n設定された指示は、オートバトル中は\n無効になり、また、次にイツキの番が来るまで\n変更することはできません。
Battle\TU_ZMB.msbt
TU_ZMB_T	ゾンビ状態について
TU_ZMB_000	\x0e\0\x03\x02\x02\0ゾンビ状態\x0e\0\x03\x02ÿÿ中は\x0e\0\x03\x02\x02\0一切の行動指示を受け付けず、\n行動ごとにダメージを受けます。\nセッションに参加することもできません。\x0e\0\x03\x02ÿÿ\nまた、味方を攻撃するようになってしまい、\n\x0e\0\x03\x02\x02\0攻撃された味方にも、ゾンビ状態が\n感染してしまう\x0e\0\x03\x02ÿÿので、アイテムやスキルなどで\n早めに対処しましょう。
Camp\Camp.msbt
CAMP_MENU_000	？？？
CAMP_MENU_00	スキルの使用や確認を行います。
CAMP_MENU_01	アイテムの使用や確認を行います。
CAMP_MENU_02	装備品のコーデや確認を行います。
CAMP_MENU_03	ステータスやプロフィールの確認を行います。
CAMP_MENU_04	バトル参加者のキャスティングを行います。
CAMP_MENU_05	敵ミラージュ情報の確認を行います。
CAMP_MENU_06	セーブやロードなど管理全般を行います。
CAMP_MENU_07	ゲームデータのセーブを行います。
CAMP_MENU_08	ゲームデータのロードを行います。
CAMP_MENU_09	プレイ環境の設定や難易度の変更を行います。
CAMP_ANALYSIS_HELP_01	\x0e\x02\0\x02\0\0の情報です。\x0e\x03\0\x04\0\0\x04\0で詳細なステータスを確認できます。
CAMP_ITEM_HELP_01	敵との戦いで入手した謎の物質。何かの力を秘めているようだが…。
CAMP_ITEM_HELP_02	該当するアイテムを持っていません。
CAMP_ITEM_HELP_03	ここでは使えないアイテムです
CAMP_ITEM_HELP_04	このアイテムの効果は既に発生しています
CAMP_ITEM_HELP_05	ここでは使えないスキルです
CAMP_ITEM_HELP_06	このスキルの効果は既に発生しています。
CAMP_ITEM_HELP_00	この効果は既に発生しています。
CAMP_STATUS_HELP_00	\x0e\x02\0\x02\0\0のステータス情報を確認できます。
CAMP_STATUS_HELP_01	\x0e\x02\0\x02\0\0のステータス情報を確認できます。（プロフィールに更新があります）
CAMP_STATUS_HELP_02	\x0e\x02\0\x02\0\0のステータスです。
CAMP_STATUS_HELP_03	\x0e\x02\0\x02\0\0のステータスです。（プロフィールに更新があります）
CAMP_SKILL_NONE	スキルを何も習得していません。
CAMP_SKILL_LOCK	まだ解放されていない枠です。（特定の条件を満たすと解放されます）
CAMP_PROFILE_HELP	\x0e\x02\0\x02\0\0の紹介ページです。
CAMP_EQUIP_HELP	\x0e\x02\0\x02\0\0の装備品をコーデします。
CAMP_CASTING_HELP_00	交代するキャスト（一人め）を選択してください。
CAMP_CASTING_HELP_01	交代するキャスト（二人め）を選択してください。
CAMP_FIELD_SKILL_INFO_00	邪悪な気配が消えた…。
CAMP_FIELD_SKILL_INFO_01	邪悪な気配が集まりだした…。
CAMP_FIELD_SKILL_INFO_02	怪しげな場所が照らされた。
CAMP_FIELD_SKILL_INFO_03	不思議な力がイツキたちを包み込んだ。
CAMP_FIELD_SKILL_INFO_04	敵ミラージュの周りの時間に変化を与えた。
CAMP_FIELD_SKILL_INFO_05	イツキの武器に不思議な力が宿った。
CAMP_FIELD_SKILL_INFO_06	穏やかでない気配が集まりだした…。
CAMP_FIELD_SKILL_INFO_07	イツキのオーラがあふれ出した。
CAMP_SETTING_HELP_BGMVOL	ＢＧＭの音量を調節します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_SEVOL	各種効果音の音量を調節します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_VOICEVOL	ボイスの音量を調節します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_MSGSPEED	メッセージが表示される速さを設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_PLAYRECORD	プレイレコードやアワード獲得時にアナウンスするかどうか設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_CAMMOVELR	移動中に\x0e\x03\0\x04\0\0\x0c\0（Ｒスティック）を左右に動かした際のカメラの振り方を設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_CAMMOVEUD	移動中に\x0e\x03\0\x04\0\0\x0c\0（Ｒスティック）を上下に動かした際のカメラの振り方を設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_CAMLRBUTTON	移動中に\x0e\x03\0\x04\0\0\x0d\0や\x0e\x03\0\x04\0\0\x0e\0を押した際のカメラの振り方を設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_BATTLECURSOR	バトルのコマンド入力時のカーソル位置を記憶するかどうか設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_HELP_TOPICCALL	ＴＯＰＩＣの着信音を鳴らすかどうか設定します。（Ａボタンで適用／Ｂボタンでキャンセル）
CAMP_SETTING_HELP_DIFFICULTY	バトルの難易度を設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_BGMVOL	ＢＧＭ音量
CAMP_SETTING_SEVOL	ＳＥ音量
CAMP_SETTING_VOICEVOL	ボイス音量
CAMP_SETTING_MSGSPEED	メッセージスピード
CAMP_SETTING_PLAYRECORD	プレイレコードの告知
CAMP_SETTING_CAMMOVELR	移動中の左右カメラ操作
CAMP_SETTING_CAMMOVEUD	移動中の上下カメラ操作
CAMP_SETTING_CAMLRBUTTON	Ｌ・Ｒボタンでのカメラ操作
CAMP_SETTING_BATTLECURSOR	バトルのカーソル位置記憶
CAMP_SETTING_TOPICCALL	ＴＯＰＩＣの着信音
CAMP_SETTING_DIFFICULTY	難易度の設定
CAMP_SETTING_SELECT_NORMAL	標準
CAMP_SETTING_SELECT_FAST	速い
CAMP_SETTING_SELECT_MORE_FAST	即時
CAMP_SETTING_SELECT_DO	する
CAMP_SETTING_SELECT_DONT	しない
CAMP_SETTING_SELECT_FLIP	リバース
CAMP_SETTING_SELECT_DISABLE	無効
CAMP_SETTING_SELECT_TOPIC1	着信音＆振動
CAMP_SETTING_SELECT_TOPIC2	着信音のみ
CAMP_SETTING_SELECT_TOPIC3	振動のみ
CAMP_SETTING_SELECT_TOPIC4	なし
CAMP_SETTING_CONFIRM	設定した内容を適用しますか？
CAMP_SETTING_INIT_CONFIRM	設定を初期状態に戻して適用します。\nよろしいですか？
CAMP_ITEM_NOTHING	該当するアイテムを持っていません
CAMP_SELECT_YES	脱出する
CAMP_SELECT_NO	やめておく
CAMP_ITEM_CONFIRM	イドラスフィアを脱出して\nフォルトナ事務所へ戻ることが出来る。
CAMP_SKILL_CONFIRM	イドラスフィアを脱出して\nフォルトナ事務所へ戻ることが出来る。
CAMP_ITEM_CONFIRM_DUNNO	このアイテムは現在使用できません。
CAMP_SKILL_CONFIRM_DUNNO	トラポートは現在使用できません。
CAMP_SKILL_NOT_LEARN	ありません
CAMP_EQUIP_ARMS_HELP	武器のコーデを行います。（攻撃力や属性相性などに影響します）
CAMP_EQUIP_ACCESSORY_HELP	アクセサリのコーデを行います。（防御力や各種パラメータなどに影響します）
CAMP_EQUIP_DRESS_HELP	衣装のコーデを行います。（能力には影響しません）
CAMP_EQUIP_DRESS_NG_NOTICE	衣装のコーデは\nまだ行うことができません。
CAMP_SKILL_ACS_CONFIRM	アクセサリの効果により使用できません
CAMP_SKILL_ACS_CONFIRM_00	〈アクセサリ〉放浪者の足枷を\n装備しているため\n効果を発揮することができません。
CAMP_SKILL_ACS_CONFIRM_01	〈アクセサリ〉放浪者の足枷によって\n既に同じ効果が発生しています。
CAMP_SKILL_ACS_CONFIRM_02	〈アクセサリ〉漆黒の招き猫によって\n既に同じ効果が発生しています。
CAMP_SAVE_NG	この場所ではゲームデータを\nセーブすることができません。
CAMP_ITEM_SP_HEAL	ＳＰゲージが１本分上昇するようだ…。
CAMP_SELECT_USE_YES	使う
CAMP_SELECT_USE_NO	やめておく
CAMP_SETTING_SELECT_TOPIC5	あり
CAMP_SETTING_GLASSES	メガネの設定
CAMP_SETTING_HELP_GLASSES	織部つばさが私服でいるときにメガネをかけるかどうか設定します。（\x0e\x03\0\x04\0\0\x07\0で適用／\x0e\x03\0\x04\0\0\x08\0でキャンセル）
CAMP_SETTING_SELECT_GLASSES_ON	メガネをかける
CAMP_SETTING_SELECT_GLASSES_OFF	メガネをかけない
Common\ArmsInfo.msbt
ARMS_DUMMY	ダミーARMS
ARMS_P1_01	特殊効果：なし
ARMS_P1_02	特殊効果：物理攻撃に対する回避率が上昇\nする
ARMS_P1_03	特殊効果：なし
ARMS_P1_04	特殊効果：なし
ARMS_P1_05	特殊効果：なし
ARMS_P1_06	特殊効果：なし
ARMS_P1_07	特殊効果：なし
ARMS_P1_08	特殊効果：なし
ARMS_P1_09	特殊効果：なし
ARMS_P1_10	特殊効果：なし
ARMS_P1_11	特殊効果：行動順がまわってきた時、\nＨＰが小回復する
ARMS_P1_12	特殊効果：なし
ARMS_P1_13	特殊効果：なし
ARMS_P1_14	特殊効果：なし
ARMS_P1_15	特殊効果：ＳＰゲージが溜まりやすくなる
ARMS_P1_16	特殊効果：なし
ARMS_P1_17	特殊効果：クリティカル率が上昇する
ARMS_P1_18	特殊効果：行動順がまわってきた時、\nＥＰが２回復する
ARMS_P1_19	特殊効果：なし
ARMS_P1_20	特殊効果：なし
ARMS_P1_21	特殊効果：槍属性に対する回避率が上昇する
ARMS_P1_22	特殊効果：なし
ARMS_P1_23	特殊効果：電撃属性攻撃の威力を\n上昇させる
ARMS_P1_24	特殊効果：なし
ARMS_P1_25	特殊効果：なし
ARMS_P1_26	特殊効果：物理攻撃時、対象を低確率で\n封印状態にする
ARMS_P1_27	特殊効果：戦闘開始時から３行動の間、\n自身に回避・命中向上の強化がかかる
ARMS_P1_28	特殊効果：なし
ARMS_P1_29	P1_剣_29
ARMS_P1_30	P1_剣_30
ARMS_P2_01	特殊効果：なし
ARMS_P2_02	特殊効果：なし
ARMS_P2_03	特殊効果：なし
ARMS_P2_04	特殊効果：なし
ARMS_P2_05	特殊効果：なし
ARMS_P2_06	特殊効果：なし
ARMS_P2_07	特殊効果：なし
ARMS_P2_08	特殊効果：なし
ARMS_P2_09	特殊効果：なし
ARMS_P2_10	特殊効果：なし
ARMS_P2_11	特殊効果：なし
ARMS_P2_12	特殊効果：早く行動しやすくなる
ARMS_P2_13	特殊効果：なし
ARMS_P2_14	特殊効果：なし
ARMS_P2_15	特殊効果：ＳＰゲージが溜まりやすくなる
ARMS_P2_16	特殊効果：毒状態にならなくなる
ARMS_P2_17	特殊効果：クリティカル率が上昇する
ARMS_P2_18	特殊効果：物理攻撃時、対象を低確率で\n毒状態にする
ARMS_P2_19	特殊効果：なし
ARMS_P2_20	特殊効果：衝撃属性攻撃の威力を\n上昇させる
ARMS_P2_21	特殊効果：なし
ARMS_P2_22	特殊効果：行動順がまわってきた時、\nＥＰが２回復する
ARMS_P2_23	特殊効果：なし
ARMS_P2_24	特殊効果：なし
ARMS_P2_25	特殊効果：なし
ARMS_P2_26	特殊効果：戦闘開始時から３行動の間、\n自身に回避・命中向上の強化がかかる
ARMS_P2_27	特殊効果：斧属性で受けるダメージを\n減少させる
ARMS_P2_28	P2_ランス_28
ARMS_P2_29	P2_ランス_29
ARMS_P2_30	P2_ランス_30
ARMS_P3_01	特殊効果：なし
ARMS_P3_02	特殊効果：クリティカル率が上昇する
ARMS_P3_03	特殊効果：物理攻撃時、対象を低確率で\n毒状態にする
ARMS_P3_04	特殊効果：なし
ARMS_P3_05	特殊効果：なし
ARMS_P3_06	特殊効果：なし
ARMS_P3_07	特殊効果：行動順がまわってきた時、\nＨＰが微少回復する
ARMS_P3_08	特殊効果：なし
ARMS_P3_09	特殊効果：なし
ARMS_P3_10	特殊効果：なし
ARMS_P3_11	特殊効果：なし
ARMS_P3_12	特殊効果：なし
ARMS_P3_13	特殊効果：なし
ARMS_P3_14	特殊効果：なし
ARMS_P3_15	特殊効果：ＳＰゲージが溜まりやすくなる
ARMS_P3_16	特殊効果：なし
ARMS_P3_17	特殊効果：なし
ARMS_P3_18	特殊効果：なし
ARMS_P3_19	特殊効果：物理攻撃時、対象を低確率で\n混乱状態にする
ARMS_P3_20	特殊効果：なし
ARMS_P3_21	特殊効果：槍属性攻撃の威力を\n上昇させる
ARMS_P3_22	特殊効果：クリティカル率が上昇する
ARMS_P3_23	特殊効果：なし
ARMS_P3_24	特殊効果：なし
ARMS_P3_25	特殊効果：戦闘開始時から３行動の間、\n自身に攻撃威力向上の強化がかかる
ARMS_P3_26	特殊効果：クリティカル率が激しく\n上昇するが、命中率が低下する
ARMS_P3_27	P3_槍_27
ARMS_P3_28	P3_槍_28
ARMS_P3_29	P3_槍_29
ARMS_P3_30	P3_槍_30
ARMS_P4_01	特殊効果：なし
ARMS_P4_02	特殊効果：なし
ARMS_P4_03	特殊効果：なし
ARMS_P4_04	特殊効果：睡眠状態にならない
ARMS_P4_05	特殊効果：なし
ARMS_P4_06	特殊効果：混乱状態にならない
ARMS_P4_07	特殊効果：なし
ARMS_P4_08	特殊効果：なし
ARMS_P4_09	特殊効果：なし
ARMS_P4_10	特殊効果：なし
ARMS_P4_11	特殊効果：なし
ARMS_P4_12	特殊効果：なし
ARMS_P4_13	特殊効果：なし
ARMS_P4_14	特殊効果：魔法攻撃で受けるダメージを\n減少させる
ARMS_P4_15	特殊効果：ＳＰゲージが溜まりやすくなる
ARMS_P4_16	特殊効果：氷結属性攻撃の威力を\n上昇させる
ARMS_P4_17	特殊効果：なし
ARMS_P4_18	特殊効果：行動順がまわってきた時、\nＥＰが２回復する
ARMS_P4_19	特殊効果：なし
ARMS_P4_20	特殊効果：なし
ARMS_P4_21	特殊効果：なし
ARMS_P4_22	特殊効果：なし
ARMS_P4_23	特殊効果：戦闘開始時から３行動の間、\n自身に回避・命中向上の強化がかかる
ARMS_P4_24	特殊効果：魔法攻撃に対する回避率が上昇\nする
ARMS_P4_25	P4_ロッド_25
ARMS_P4_26	P4_ロッド_26
ARMS_P4_27	P4_ロッド_27
ARMS_P4_28	P4_ロッド_28
ARMS_P4_29	P4_ロッド_29
ARMS_P4_30	P4_ロッド_30
ARMS_P5_01	特殊効果：なし
ARMS_P5_02	特殊効果：物理攻撃時、対象を低確率で\n毒状態にする
ARMS_P5_03	特殊効果：クリティカル率が上昇する
ARMS_P5_04	特殊効果：行動順がまわってきた時、\nＨＰが微少回復する
ARMS_P5_05	特殊効果：なし
ARMS_P5_06	特殊効果：物理攻撃時、対象を低確率で\n魅了状態にする
ARMS_P5_07	特殊効果：なし
ARMS_P5_08	特殊効果：なし
ARMS_P5_09	特殊効果：なし
ARMS_P5_10	特殊効果：なし
