Battle\COMMON.msbt
NOT_MOVE	正在观察情况……
CAMP_STATUS_HELP_01	可以确认\x0e\x02\0\x02\0\0的状态信息。（个人资料已更新）
CAMP_STATUS_HELP_02	\x0e\x02\0\x02\0\0的状态。
CAMP_STATUS_HELP_03	\x0e\x02\0\x02\0\0的状态。（个人资料已更新）
CAMP_SKILL_NONE	尚未学习任何技能。
CAMP_SKILL_LOCK	尚未被解锁的栏位。（达成特定条件后解锁。）
CAMP_PROFILE_HELP	\x0e\x02\0\x02\0\0的介绍页面。
CAMP_EQUIP_HELP	搭配\x0e\x02\0\x02\0\0的装备。
CAMP_CASTING_HELP_00	请选择要替换的成员（第一个）。
CAMP_CASTING_HELP_01	请选择要替换的成员（第二个）。
CAMP_FIELD_SKILL_INFO_00	邪恶的气息消失了……
CAMP_FIELD_SKILL_INFO_01	聚集了邪恶的气息……
CAMP_FIELD_SKILL_INFO_02	照亮了可疑的地方。
CAMP_FIELD_SKILL_INFO_03	不可思议的力量包覆了阿树等人。
CAMP_FIELD_SKILL_INFO_04	对敌方幻影周围的时间造成了变化。
CAMP_FIELD_SKILL_INFO_05	阿树的武器寄宿了不可思议的力量。
CAMP_FIELD_SKILL_INFO_06	聚集了令人不安的气息……
CAMP_FIELD_SKILL_INFO_07	阿树的辉光满溢而出。
CAMP_SETTING_HELP_BGMVOL	调节ＢＧＭ的音量。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_SEVOL	调节各种音效的音量。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_VOICEVOL	调节语音的音量。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_MSGSPEED	设置讯息的显示速度。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_PLAYRECORD	设置获得游玩成就及奖项时的通知开关。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_CAMMOVELR	设置移动中左右推动\x0e\x03\0\x04\0\0\x0c\0（Ｒ操控摇杆）时的镜头移动方式。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_CAMMOVEUD	设置移动中上下推动\x0e\x03\0\x04\0\0\x0c\0（Ｒ操控摇杆）时的镜头移动方式。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_CAMLRBUTTON	设置移动中按下\x0e\x03\0\x04\0\0\x0d\0或\x0e\x03\0\x04\0\0\x0e\0时的镜头移动方式。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_BATTLECURSOR	设置是否记忆战斗中输入指令时的光标位置。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_HELP_DIFFICULTY	设置战斗难易度。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_BGMVOL	ＢＧＭ音量
CAMP_SETTING_SEVOL	ＳＥ音量
CAMP_SETTING_VOICEVOL	声音音量
CAMP_SETTING_MSGSPEED	讯息速度
CAMP_SETTING_PLAYRECORD	游玩成就的通知
CAMP_SETTING_CAMMOVELR	移动中的左右镜头操作
CAMP_SETTING_CAMMOVEUD	移动中的上下镜头操作
CAMP_SETTING_CAMLRBUTTON	Ｌ\xb7Ｒ键的镜头操作
CAMP_SETTING_BATTLECURSOR	记忆战斗光标位置
CAMP_SETTING_DIFFICULTY	设置难易度
CAMP_SETTING_SELECT_NORMAL	标准
CAMP_SETTING_SELECT_FAST	快速
CAMP_SETTING_SELECT_MORE_FAST	即时
CAMP_SETTING_SELECT_DO	开
CAMP_SETTING_SELECT_DONT	关
CAMP_SETTING_SELECT_FLIP	逆向
CAMP_SETTING_SELECT_DISABLE	无效
CAMP_SETTING_CONFIRM	要套用设置内容吗？
CAMP_SETTING_INIT_CONFIRM	确定要将设置恢复至预设状态并套用吗？
CAMP_ITEM_NOTHING	未持有该类道具。
CAMP_SELECT_YES	脱离
CAMP_SELECT_NO	取消
CAMP_ITEM_CONFIRM	可以脱离伊多拉领域，\n回到福图娜公司。
CAMP_SKILL_CONFIRM	可以脱离伊多拉领域，\n回到福图娜公司。
CAMP_ITEM_CONFIRM_DUNNO	现在无法使用这个道具。
CAMP_SKILL_CONFIRM_DUNNO	现在无法使用这个道具。
CAMP_SKILL_NOT_LEARN	没有
CAMP_EQUIP_ARMS_HELP	搭配武器。（会影响攻击力及属性相克等等）
CAMP_EQUIP_ACCESSORY_HELP	搭配饰品。（会影响防御力及各种能力值等等）
CAMP_EQUIP_DRESS_HELP	搭配服装。（不会影响能力）
CAMP_EQUIP_DRESS_NG_NOTICE	还不能搭配服装。
CAMP_SKILL_ACS_CONFIRM	因饰品效果无法使用。
CAMP_SKILL_ACS_CONFIRM_00	＜饰品＞由于装备了流浪者脚铐，\n因此无法发挥效果。
CAMP_SKILL_ACS_CONFIRM_01	＜饰品＞流浪者脚铐已产生了相同的效果。
CAMP_SKILL_ACS_CONFIRM_02	＜饰品＞漆黑的招财猫已产生了相同的效果。
CAMP_SAVE_NG	这个地方无法保存游戏数据。
CAMP_ITEM_SP_HEAL	似乎能提升一条ＳＰ槽……
CAMP_SELECT_USE_YES	使用
CAMP_SELECT_USE_NO	取消
CAMP_SETTING_GLASSES	眼镜设置
CAMP_SETTING_HELP_GLASSES	设置织部翼穿便服时是否戴上眼镜。（按\x0e\x03\0\x04\0\0\x07\0套用／按\x0e\x03\0\x04\0\0\x08\0取消）
CAMP_SETTING_SELECT_GLASSES_ON	戴上眼镜
CAMP_SETTING_SELECT_GLASSES_OFF	不戴眼镜
Common\ArmsInfo.msbt
ARMS_P1_01	特殊效果：无
ARMS_P1_02	特殊效果：提升对物理攻击的回避率。
ARMS_P1_03	特殊效果：无
ARMS_P1_04	特殊效果：无
ARMS_P1_05	特殊效果：无
ARMS_P1_06	特殊效果：无
ARMS_P1_07	特殊效果：无
ARMS_P1_08	特殊效果：无
ARMS_P1_09	特殊效果：无
ARMS_P1_10	特殊效果：无
ARMS_P1_11	特殊效果：轮到自己行动时，小幅回复ＨＰ。
ARMS_P1_12	特殊效果：无
ARMS_P1_13	特殊效果：无
ARMS_P1_14	特殊效果：无
ARMS_P1_15	特殊效果：ＳＰ槽累积速度变快。
ARMS_P1_16	特殊效果：无
ARMS_P1_17	特殊效果：提升暴击率。
ARMS_P1_18	特殊效果：轮到自己行动时，回复２点ＥＰ。
ARMS_P1_19	特殊效果：无
ARMS_P1_21	特殊效果：提升对枪属性的回避率。
ARMS_P1_22	特殊效果：无
ARMS_P1_23	特殊效果：提升电击属性攻击的威力。
ARMS_P1_25	特殊效果：无
ARMS_P1_26	特殊效果：物理攻击时，\n低几率使对象陷入封印状态。
ARMS_P1_27	特殊效果：在战斗开始的３次行动内\n强化自身的回避率、命中率。
ARMS_P2_01	特殊效果：无
ARMS_P2_02	特殊效果：无
ARMS_P2_03	特殊效果：无
ARMS_P2_04	特殊效果：无
ARMS_P2_05	特殊效果：无
ARMS_P2_06	特殊效果：无
ARMS_P2_07	特殊效果：无
ARMS_P2_08	特殊效果：无
ARMS_P2_09	特殊效果：无
ARMS_P2_10	特殊效果：无
ARMS_P2_11	特殊效果：无
ARMS_P2_12	特殊效果：容易提早行动。
ARMS_P2_13	特殊效果：无
ARMS_P2_14	特殊效果：无
ARMS_P2_15	特殊效果：ＳＰ槽累积速度变快。
ARMS_P2_16	特殊效果：不会陷入中毒状态。
ARMS_P2_17	特殊效果：提升暴击率。
ARMS_P2_18	特殊效果：物理攻击时，\n低几率使对象陷入中毒状态。
ARMS_P2_19	特殊效果：无
ARMS_P2_20	特殊效果：提升冲击属性攻击的威力。
ARMS_P2_22	特殊效果：轮到自己行动时，回复２点ＥＰ。
ARMS_P2_23	特殊效果：无
ARMS_P2_24	特殊效果：无
ARMS_P2_26	特殊效果：在战斗开始的３次行动内\n强化自身的回避率、命中率。
ARMS_P2_27	特殊效果：减少受到斧属性攻击时的伤害。
ARMS_P3_01	特殊效果：无
ARMS_P3_02	特殊效果：提升暴击率。
ARMS_P3_03	特殊效果：物理攻击时，\n低几率使对象陷入中毒状态。
ARMS_P3_04	特殊效果：无
ARMS_P3_05	特殊效果：无
ARMS_P3_06	特殊效果：无
ARMS_P3_07	特殊效果：轮到自己行动时，回复微量ＨＰ。
ARMS_P3_08	特殊效果：无
ARMS_P3_09	特殊效果：无
ARMS_P3_10	特殊效果：无
ARMS_P3_11	特殊效果：无
ARMS_P3_12	特殊效果：无
ARMS_P3_13	特殊效果：无
ARMS_P3_14	特殊效果：无
ARMS_P3_15	特殊效果：ＳＰ槽累积速度变快。
ARMS_P3_16	特殊效果：无
ARMS_P3_17	特殊效果：无
ARMS_P3_18	特殊效果：无
ARMS_P3_19	特殊效果：物理攻击时，\n低几率使对象陷入混乱状态。
ARMS_P3_21	特殊效果：提升枪属性攻击的威力。
ARMS_P3_22	特殊效果：提升暴击率。
ARMS_P3_23	特殊效果：无
ARMS_P3_25	特殊效果：在战斗开始的３次行动内\n强化自身的攻击威力。
ARMS_P3_26	特殊效果：极大地提升暴击率，但降低命中率。
ARMS_P4_01	特殊效果：无
ARMS_P4_02	特殊效果：无
ARMS_P4_03	特殊效果：无
ARMS_P4_04	特殊效果：不会陷入睡眠状态。
ARMS_P4_05	特殊效果：无
ARMS_P4_06	特殊效果：不会陷入混乱状态。
ARMS_P4_07	特殊效果：无
ARMS_P4_08	特殊效果：无
ARMS_P4_09	特殊效果：无
ARMS_P4_10	特殊效果：无
ARMS_P4_11	特殊效果：无
ARMS_P4_12	特殊效果：无
ARMS_P4_13	特殊效果：无
ARMS_P4_14	特殊效果：减少受到魔法攻击时的伤害。
ARMS_P4_15	特殊效果：ＳＰ槽累积速度变快。
ARMS_P4_16	特殊效果：提升冰冻属性攻击的威力。
ARMS_P4_18	特殊效果：轮到自己行动时，回复２点ＥＰ。
ARMS_P4_19	特殊效果：无
ARMS_P4_22	特殊效果：无
ARMS_P4_23	特殊效果：在战斗开始的３次行动内\n强化自身的回避率、命中率。
ARMS_P4_24	特殊效果：提升对魔法攻击的回避率。
ARMS_P5_01	特殊效果：无
ARMS_P5_02	特殊效果：物理攻击时，\n低几率使对象陷入中毒状态。
ARMS_P5_03	特殊效果：提升暴击率。
ARMS_P5_04	特殊效果：轮到自己行动时，回复微量ＨＰ。
ARMS_P5_05	特殊效果：无
ARMS_P5_06	特殊效果：物理攻击时，\n低几率使对象陷入魅惑状态。
ARMS_P5_07	特殊效果：无
ARMS_P5_08	特殊效果：无
ARMS_P5_09	特殊效果：无
ARMS_P5_10	特殊效果：无
ARMS_P5_11	特殊效果：无
ARMS_P5_12	特殊效果：无
ARMS_P5_13	特殊效果：ＳＰ槽累积速度变快。
ARMS_P5_14	特殊效果：无
ARMS_P5_16	特殊效果：大幅提升暴击率。
ARMS_P5_19	特殊效果：无
ARMS_P5_21	特殊效果：物理攻击时，\n低几率使对象陷入睡眠状态。
ARMS_P5_22	特殊效果：物理攻击时，\n低几率使对象陷入昏厥状态。
ARMS_P6_01	特殊效果：无
ARMS_P6_02	特殊效果：无
ARMS_P6_03	特殊效果：提升暴击率。
ARMS_P6_04	特殊效果：无
ARMS_P6_05	特殊效果：无
ARMS_P6_06	特殊效果：物理攻击时，\n低几率使对象陷入魅惑状态。
ARMS_P6_07	特殊效果：无
ARMS_P6_08	特殊效果：无
ARMS_P6_09	特殊效果：无
ARMS_P6_10	特殊效果：无
ARMS_P6_11	特殊效果：无
ARMS_P6_12	特殊效果：ＳＰ槽累积速度变快。
ARMS_P6_15	特殊效果：减少受到物理攻击时的伤害。
ARMS_P6_18	特殊效果：物理攻击时，\n低几率使对象陷入混乱状态。
ARMS_P6_19	特殊效果：极大地提升暴击率，但降低命中率。
ARMS_P7_01	特殊效果：提升暴击率。
ARMS_P7_02	特殊效果：轮到自己行动时，回复微量ＨＰ。
ARMS_P7_03	特殊效果：无
ARMS_P7_04	特殊效果：无
ARMS_P7_05	特殊效果：无
ARMS_P7_06	特殊效果：无
ARMS_P7_07	特殊效果：无
ARMS_P7_08	特殊效果：无
ARMS_P7_09	特殊效果：无
ARMS_P7_10	特殊效果：ＳＰ槽累积速度变快。
ARMS_P7_13	特殊效果：大幅提升暴击率。
ARMS_P7_16	特殊效果：在战斗开始的３次行动内\n强化自身的攻击威力。
ARMS_P7_17	特殊效果：物理攻击时，\n低几率使对象陷入中毒状态。
Common\ArmsName.msbt
ARMS_P1_01	封剑法尔西昂
ARMS_P1_02	刺剑
ARMS_P1_03	锐剑\xb7拉皮耶
ARMS_P1_04	尊贵刺剑
ARMS_P1_05	帝威剑
ARMS_P1_06	夺命之剑
ARMS_P1_07	应答之剑
ARMS_P1_08	墨丘利
ARMS_P1_09	薇波剑
ARMS_P1_10	索尔\xb7卡提
ARMS_P1_11	神剑法尔西昂
ARMS_P1_12	伯勒孟
ARMS_P1_13	斩裂剑
ARMS_P1_14	瑞瓦提恩
ARMS_P1_15	真剑法尔西昂
ARMS_P1_16	铁剑
ARMS_P1_17	光辉之剑
ARMS_P1_18	石磨切割者
ARMS_P1_19	宝剑莫耶
ARMS_P1_21	宏伟刺剑
ARMS_P1_22	米斯特汀
ARMS_P1_23	迪朗达尔
ARMS_P1_25	丹斯雷夫
ARMS_P1_26	天之神剑
ARMS_P1_27	斗牛士之剑
ARMS_P2_01	铁羽枪
ARMS_P2_02	诅咒之枪
ARMS_P2_03	光辉之枪
ARMS_P2_04	银羽枪
ARMS_P2_05	血之枪
ARMS_P2_06	隼风
ARMS_P2_07	音速羽枪
ARMS_P2_08	皆朱枪
ARMS_P2_09	羽翼之枪
ARMS_P2_10	英勇羽枪
ARMS_P2_11	天沼矛
ARMS_P2_12	昆古尼尔
ARMS_P2_13	蜻蛉切
ARMS_P2_14	古拉迪乌斯
ARMS_P2_15	飘逸羽枪
ARMS_P2_16	钢羽枪
ARMS_P2_17	必杀枪
ARMS_P2_18	毒刺枪
ARMS_P2_19	独角兽之枪
ARMS_P2_20	速贽
ARMS_P2_22	迦楼罗
ARMS_P2_23	龙骑士之枪
ARMS_P2_24	魔枪塔斯拉姆
ARMS_P2_26	室建陀之枪
ARMS_P2_27	欧贝利斯克
ARMS_P3_01	铁投枪
ARMS_P3_02	精细投枪
ARMS_P3_03	致毒投枪
ARMS_P3_04	银投枪
ARMS_P3_05	山楂投枪
ARMS_P3_06	人间无骨
ARMS_P3_07	英勇投枪
ARMS_P3_08	岩融
ARMS_P3_09	朗基努斯
ARMS_P3_10	御手杵
ARMS_P3_11	光之圣枪
ARMS_P3_12	屠杀者
ARMS_P3_13	盖伯尔加
ARMS_P3_14	破灭
ARMS_P3_15	布流纳库
ARMS_P3_16	烈风投枪
ARMS_P3_17	埃力格
ARMS_P3_18	邪枪纳兹
ARMS_P3_19	斯雷普尼尔
ARMS_P3_21	天之尾羽张
ARMS_P3_22	三叉戟
ARMS_P3_23	火尖枪
ARMS_P3_25	勃艮第
ARMS_P3_26	黄泉比良阪
ARMS_P4_01	铁杖
ARMS_P4_02	致死之杖
ARMS_P4_03	咒术之杖
ARMS_P4_04	银杖
ARMS_P4_05	莉莉丝之杖
ARMS_P4_06	金刚杖
ARMS_P4_07	世界树之杖
ARMS_P4_08	放逐之杖
ARMS_P4_09	恶魔之杖
ARMS_P4_10	提尔狩斯
ARMS_P4_11	妙尔尼尔
ARMS_P4_12	神使之杖
ARMS_P4_13	击退之杖
ARMS_P4_14	因陀罗之杵
ARMS_P4_15	沙鲁尔
ARMS_P4_16	水晶骷髅之杖
ARMS_P4_18	海德伦
ARMS_P4_19	亚斯塔录之杖
ARMS_P4_22	阿斯克勒庇厄斯
ARMS_P4_23	脱离之杖
ARMS_P4_24	罗蕾莱
ARMS_P5_01	长弓
ARMS_P5_02	致毒弓
ARMS_P5_03	必杀弓
ARMS_P5_04	圣弓
ARMS_P5_05	梓弓
ARMS_P5_06	伽摩弓
ARMS_P5_07	弘烈弓
ARMS_P5_08	帕提亚
ARMS_P5_09	圣弓伊奇巴尔
ARMS_P5_10	甘提婆
ARMS_P5_11	引决弓
ARMS_P5_12	天之麻迦古弓
ARMS_P5_13	毗纳卡
ARMS_P5_14	灭国
ARMS_P5_16	霓虹弓
ARMS_P5_19	尼德霍格
ARMS_P5_21	丑三赖政
ARMS_P5_22	天启
ARMS_P6_01	战斧
ARMS_P6_02	斧枪
ARMS_P6_03	必杀斧
ARMS_P6_04	银斧
ARMS_P6_05	奥特克雷勒
ARMS_P6_06	闪雷斧
ARMS_P6_07	乌尔邦
ARMS_P6_08	温德朗特
ARMS_P6_09	恶魔之斧
ARMS_P6_10	瓦西里科斯
ARMS_P6_11	婆罗娑罗魔之斧
ARMS_P6_12	圣斧塞缚悉底迦
ARMS_P6_15	阿隆戴特
ARMS_P6_18	电浆斧
ARMS_P6_19	吉力麦卡拉
ARMS_P7_01	必杀剑
ARMS_P7_02	倭刀
ARMS_P7_03	天津
ARMS_P7_04	银剑
ARMS_P7_05	正宗
ARMS_P7_06	火之迦具土
ARMS_P7_07	八束之剑
ARMS_P7_08	瑞格内尔
ARMS_P7_09	天丛云剑
ARMS_P7_10	布都御灵
ARMS_P7_13	将门之剑
ARMS_P7_16	草雉剑
ARMS_P7_17	村雨
Common\AutoMapIconHelp.msbt
IconHelp_DungeonExit	迷宫出入口
IconHelp_Up	向上移动
IconHelp_Down	向下移动
IconHelp_Elevator	电梯
IconHelp_TownExit	ＥＸＩＴ
IconHelp_Terminal	传送通道
IconHelp_Gimmick	开关或特殊装置
IconHelp_Etc	其他地点
IconHelp_Difference	垂直移动
IconHelp_OneWay	单行道
IconHelp_Wall	特殊的墙壁
IconHelp_Treasure	特殊的宝箱
IconHelp_SideStory	可进行的支线剧情
IconHelp_ReqReady	可进行的委托
IconHelp_ReqProcess	进行中的委托
IconHelp_ReqReport	可汇报的委托
IconHelp_NextChapter	前往下个章节
IconHelp_Target	目标
IconHelp_Cure	回复设施
IconHelp_Accessory	首饰店
IconHelp_Item	消耗道具店
IconHelp_Unity	统合设施
IconHelp_Cafe	咖啡厅
IconHelp_Stodio	训练教室
IconHelp_Goods	服饰店
IconHelp_Unknown	？？？
Common\Award.msbt
AWARD_LOCK	？？？
AWARD_001	最佳叙事奖
AWARD_002	最佳男主角奖　苍井树
AWARD_003	最佳女主角奖　织部翼
AWARD_004	最佳男主角奖　赤城斗马
AWARD_005	最佳女主角奖　黑乃雾亚
AWARD_006	最佳女主角奖　弓弦艾莉欧诺拉
AWARD_007	最佳女主角奖　源真守
AWARD_008	最佳男主角奖　剑弥代
AWARD_009	最佳配角奖　志摩崎舞子
AWARD_010	最佳配角奖　琪姬
AWARD_011	最佳配角奖　巴里\xb7古德曼
AWARD_012	幻影男演员奖　库洛姆
AWARD_013	幻影女演员奖　希达
AWARD_014	幻影男演员奖　凯因
AWARD_015	幻影女演员奖　撒拉
AWARD_016	幻影男演员奖　维沃尔
AWARD_017	幻影男演员奖　多加
AWARD_018	幻影男演员奖　拿巴尔
AWARD_019	东京徒步竞赛奖
AWARD_020	幻想纪录片奖
AWARD_021	场地动作奖
AWARD_022	战斗舞台激战奖
AWARD_023	战斗舞台表现奖
AWARD_024	战斗舞台造型奖
AWARD_025	最佳买家奖
AWARD_026	最佳挑战者奖
AWARD_027	自由自在奖
AWARD_028	福图娜新人奖
AWARD_029	福图娜奋战奖
AWARD_030	ＨＡＬＬ　ｏｆ　ＦＡＭＥ
AWARD_HELP_A_001	？？？（故事相关）
AWARD_HELP_A_002	？？？（与某位成员相关）
AWARD_HELP_A_003	？？？（与某位成员相关）
AWARD_HELP_A_004	？？？（与某位成员相关）
AWARD_HELP_A_005	？？？（与某位成员相关）
AWARD_HELP_A_006	？？？（与某位成员相关）
AWARD_HELP_A_007	？？？（与某位成员相关）
AWARD_HELP_A_008	？？？（与某位成员相关）
AWARD_HELP_A_009	？？？（与某位成员相关）
AWARD_HELP_A_010	？？？（与某位成员相关）
AWARD_HELP_A_011	？？？（与某位成员相关）
AWARD_HELP_A_012	？？？（与某位幻影相关）
AWARD_HELP_A_013	？？？（与某位幻影相关）
AWARD_HELP_A_014	？？？（与某位幻影相关）
AWARD_HELP_A_015	？？？（与某位幻影相关）
AWARD_HELP_A_016	？？？（与某位幻影相关）
AWARD_HELP_A_017	？？？（与某位幻影相关）
AWARD_HELP_A_018	？？？（与某位幻影相关）
AWARD_HELP_A_019	？？？（与东京的土地相关）
AWARD_HELP_A_020	？？？（与伊多拉领域相关）
AWARD_HELP_A_021	？？？（场地相关）
AWARD_HELP_A_022	？？？（战斗相关）
AWARD_HELP_A_023	？？？（战斗相关）
AWARD_HELP_A_024	？？？（战斗相关）
AWARD_HELP_A_025	？？？（金钱和商店相关）
AWARD_HELP_A_026	？？？（挑战要素相关）
AWARD_HELP_A_027	？？？（生活方式相关）
AWARD_HELP_A_028	？？？（秘密奖项）
AWARD_HELP_A_029	？？？（秘密奖项）
AWARD_HELP_A_030	？？？（秘密奖项）
AWARD_HELP_B_001	彻头彻尾地体验了故事剧情
AWARD_HELP_B_002	对苍井树了如指掌
AWARD_HELP_B_003	对织部翼了如指掌
AWARD_HELP_B_004	对赤城斗马了如指掌
AWARD_HELP_B_005	对黑乃雾亚了如指掌
AWARD_HELP_B_006	对弓弦艾莉欧诺拉了如指掌
AWARD_HELP_B_007	对源真守了如指掌
AWARD_HELP_B_008	对剑弥代了如指掌
AWARD_HELP_B_009	对志摩崎舞子了如指掌
AWARD_HELP_B_010	对琪姬了如指掌
AWARD_HELP_B_011	对巴里\xb7古德曼了如指掌
AWARD_HELP_B_012	对库洛姆了如指掌
AWARD_HELP_B_013	对希达了如指掌
AWARD_HELP_B_014	对凯因了如指掌
AWARD_HELP_B_015	对撒拉了如指掌
AWARD_HELP_B_016	对维沃尔了如指掌
AWARD_HELP_B_017	对多加了如指掌
AWARD_HELP_B_018	对拿巴尔了如指掌
AWARD_HELP_B_019	走遍东京的每个角落
AWARD_HELP_B_020	走遍伊多拉领域的每个角落
AWARD_HELP_B_021	完成了所有场地动作
AWARD_HELP_B_022	精通战斗舞台的战斗
AWARD_HELP_B_023	在战斗舞台完成各式各样的表演
AWARD_HELP_B_024	追求战斗舞台的时尚潮流
AWARD_HELP_B_025	对金钱与商店了如指掌
AWARD_HELP_B_026	完成了诸多挑战
AWARD_HELP_B_027	展现出了无拘无束的生活方式
AWARD_HELP_B_028	达成了游玩成就的５％
AWARD_HELP_B_029	达成了游玩成就的５０％
AWARD_HELP_B_030	征服了幻影异闻录＃ＦＥ！
AWARD_DATE_YET	－－－－／－－／－－　－－：－－
AWARD_DATE_GET	%04d／%02d／%02d　%02d：%02d
Common\BtlName.msbt
CHARA_001	苍井树
CHARA_002	织部翼
CHARA_003	赤城斗马
CHARA_004	黑乃雾亚
CHARA_005	弓弦艾莉欧诺拉
CHARA_006	源真守
CHARA_007	剑弥代
EN_SLIME	布罗怖
EN_SICKLE	镰刀
EN_SWORD	剑
EN_SPEAR	枪
EN_000	汉堡小丑
EN_001	芽孢杆菌
EN_002	黑多拉
EN_003	第五元素
EN_004	咧嘴骷髅头
EN_005	咧嘴地狱看门犬
EN_006	咧嘴地狱修道士
EN_007	深海水母
EN_008	利维坦
EN_009	深渊怪
EN_010	布里托利亚斯
EN_011	ＳＡＤＡＫＯ
EN_012	黄泉丑女
EN_013	里根
EN_014	卡莉
EN_015	山怪
EN_016	炎魔
EN_017	雪怪
EN_018	史拉坦
EN_019	惊吓幽灵
EN_020	礼服幽灵
EN_021	卡斯伯
EN_022	吵闹幽灵
EN_023	巨人
EN_024	风神
EN_025	雷神
EN_026	泰坦
EN_027	蠕虫
EN_028	吸血虫
EN_029	贪婪虫
EN_030	寄生虫
EN_031	山怪模型
EN_032	里根布莱尔
EN_033	山怪
EN_034	代理师父\xb7初段
EN_035	代理师父\xb7二段
EN_036	代理师父\xb7三段
EN_037	代理师父\xb7四段
EN_038	代理师父\xb7五段
EN_039	代理师父\xb7六段
EN_040	幻影师父
EN_041	门生
EN_042	饰演人质的幻影Ｂ
EN_043	饰演人质的幻影Ｃ
EN_044	浊色的飞马骑士
EN_045	浊色的飞马骑士
EN_046	黑铁的剑客
EN_047	朱金的剑客
EN_048	白银的刀剑将领
EN_049	护卫的剑客
EN_050	黑皮革的蛮族
EN_051	赤皮革的蛮族
EN_052	白皮革的勇士
EN_053	护卫的蛮族
EN_054	黑魔道士
EN_055	朱魔道士
EN_056	白邪术师
EN_058	黑铁的战马骑士
EN_059	朱金的圣骑士
EN_060	紫铠的暗骑士
EN_062	黑弓兵
EN_063	朱弓兵
EN_064	白狙击手
EN_066	黑暗魔法师
EN_067	朱暗魔法师
EN_068	白德鲁伊
EN_069	司仪的德鲁伊
EN_070	黑翼的飞马骑士
EN_071	朱翼的飞马骑士
EN_072	白翼的暗飞马骑士
EN_074	黑铁重骑士
EN_075	朱金重骑士
EN_076	白银将军
EN_078	黑修女
EN_079	朱修女
EN_080	白祭司
EN_082	黑飞龙骑士
EN_083	朱飞龙骑士
EN_084	白飞龙将领
EN_085	护卫的飞马骑士
EN_086	护卫的飞马骑士
EN_087	混沌的圣飞马骑士
EN_088	混沌的圣骑士
