aoc_error.txt
aoc_error_01	ここから{先|さき}は\n{追加|ついか}コンテンツが{必要|ひつよう}です。
donut_yorogi_sweet_info	[VAR 0109(0000)]を擦りおろした\nあま～いメレンゲたっぷりのドーナツ。
donut_yorogi_spicy_info	[VAR 0109(0000)]を炒めた\nピリ辛で本格派のカリードーナツ。
donut_yorogi_sour_info	[VAR 0109(0000)]を煮込んだ\nすっぱいコンフィをのせたドーナツ。
donut_yorogi_bitter_info	[VAR 0109(0000)]を練りこんだ\nほろ苦いチョコレートがけのドーナツ。
donut_yorogi_fresh_info	[VAR 0109(0000)]を絞った\nフレッシュなクリーム仕立てのドーナツ。
donut_yorogi_mix_info	[VAR 0109(0000)]を混ぜた\nひとことでは言い表せない味のドーナツ。
donut_kashibu_sweet_info	[VAR 0109(0000)]を擦りおろした\nあま～いメレンゲたっぷりのドーナツ。
donut_kashibu_spicy_info	[VAR 0109(0000)]を炒めた\nピリ辛で本格派のカリードーナツ。
donut_kashibu_sour_info	[VAR 0109(0000)]を煮込んだ\nすっぱいコンフィをのせたドーナツ。
donut_kashibu_bitter_info	[VAR 0109(0000)]を練りこんだ\nほろ苦いチョコレートがけのドーナツ。
donut_kashibu_fresh_info	[VAR 0109(0000)]を絞った\nフレッシュなクリーム仕立てのドーナツ。
donut_kashibu_mix_info	[VAR 0109(0000)]を混ぜた\nひとことでは言い表せない味のドーナツ。
donut_haban_sweet_info	[VAR 0109(0000)]を擦りおろした\nあま～いメレンゲたっぷりのドーナツ。
donut_haban_spicy_info	[VAR 0109(0000)]を炒めた\nピリ辛で本格派のカリードーナツ。
donut_haban_sour_info	[VAR 0109(0000)]を煮込んだ\nすっぱいコンフィをのせたドーナツ。
donut_haban_bitter_info	[VAR 0109(0000)]を練りこんだ\nほろ苦いチョコレートがけのドーナツ。
donut_haban_fresh_info	[VAR 0109(0000)]を絞った\nフレッシュなクリーム仕立てのドーナツ。
donut_haban_mix_info	[VAR 0109(0000)]を混ぜた\nひとことでは言い表せない味のドーナツ。
donut_namo_sweet_info	[VAR 0109(0000)]を擦りおろした\nあま～いメレンゲたっぷりのドーナツ。
donut_namo_spicy_info	[VAR 0109(0000)]を炒めた\nピリ辛で本格派のカリードーナツ。
donut_namo_sour_info	[VAR 0109(0000)]を煮込んだ\nすっぱいコンフィをのせたドーナツ。
donut_namo_bitter_info	[VAR 0109(0000)]を練りこんだ\nほろ苦いチョコレートがけのドーナツ。
donut_namo_fresh_info	[VAR 0109(0000)]を絞った\nフレッシュなクリーム仕立てのドーナツ。
donut_namo_mix_info	[VAR 0109(0000)]を混ぜた\nひとことでは言い表せない味のドーナツ。
donut_ririba_sweet_info	[VAR 0109(0000)]を擦りおろした\nあま～いメレンゲたっぷりのドーナツ。
donut_ririba_spicy_info	[VAR 0109(0000)]を炒めた\nピリ辛で本格派のカリードーナツ。
donut_ririba_sour_info	[VAR 0109(0000)]を煮込んだ\nすっぱいコンフィをのせたドーナツ。
donut_ririba_bitter_info	[VAR 0109(0000)]を練りこんだ\nほろ苦いチョコレートがけのドーナツ。
donut_ririba_fresh_info	[VAR 0109(0000)]を絞った\nフレッシュなクリーム仕立てのドーナツ。
donut_ririba_mix_info	[VAR 0109(0000)]を混ぜた\nひとことでは言い表せない味のドーナツ。
donut_hozu_sweet_info	[VAR 0109(0000)]を擦りおろした\nあま～いメレンゲたっぷりのドーナツ。
donut_hozu_spicy_info	[VAR 0109(0000)]を炒めた\nピリ辛で本格派のカリードーナツ。
donut_hozu_sour_info	[VAR 0109(0000)]を煮込んだ\nすっぱいコンフィをのせたドーナツ。
donut_hozu_bitter_info	[VAR 0109(0000)]を練りこんだ\nほろ苦いチョコレートがけのドーナツ。
donut_hozu_fresh_info	[VAR 0109(0000)]を絞った\nフレッシュなクリーム仕立てのドーナツ。
donut_hozu_mix_info	[VAR 0109(0000)]を混ぜた\nひとことでは言い表せない味のドーナツ。
donut_rozeru_sweet_info	[VAR 0109(0000)]を擦りおろした\nあま～いメレンゲたっぷりのドーナツ。
donut_rozeru_spicy_info	[VAR 0109(0000)]を炒めた\nピリ辛で本格派のカリードーナツ。
donut_rozeru_sour_info	[VAR 0109(0000)]を煮込んだ\nすっぱいコンフィをのせたドーナツ。
donut_rozeru_bitter_info	[VAR 0109(0000)]を練りこんだ\nほろ苦いチョコレートがけのドーナツ。
donut_rozeru_fresh_info	[VAR 0109(0000)]を絞った\nフレッシュなクリーム仕立てのドーナツ。
donut_rozeru_mix_info	[VAR 0109(0000)]を混ぜた\nひとことでは言い表せない味のドーナツ。
donut_uni491_info	スパイスブラックをひとさじ入れた\nまっくろで複雑な味わいのドーナツ。
donut_uni383_info	ルビーのような赤いシロップを\nたっぷり使ったグレーズドドーナツ。
donut_uni382_info	サファイアのような青いシロップを\nたっぷり使ったグレーズドドーナツ。
donut_uni384_info	厳選されたオイルで揚げた\n三角形のグレーズドドーナツ。
donut_uni807_info	パチパチキャンディを混ぜ込んだ\n口の中ではじける刺激のドーナツ。
msg_e4a25d8edf7d30d632419c1d30049da0	[~ 204]
flavor_name_sweet_01_lv1	オヤブンパワー Lv.1
flavor_name_sweet_01_lv2	オヤブンパワー Lv.2
flavor_name_sweet_01_lv3	オヤブンパワー Lv.3
msg_45c28218fb385eb1e18ca26b6eef58e4	[~ 208]
msg_d658d8cc244e886d888e14e84b444ffe	[~ 209]
msg_af0fd4d8bff574e969fdbf82c57adb7e	[~ 210]
flavor_name_sweet_03_lv1	かがやきパワー：ノーマル Lv.1
flavor_name_sweet_03_lv2	かがやきパワー：ノーマル Lv.2
flavor_name_sweet_03_lv3	かがやきパワー：ノーマル Lv.3
flavor_name_sweet_04_lv1	かがやきパワー：ほのお Lv.1
flavor_name_sweet_04_lv2	かがやきパワー：ほのお Lv.2
flavor_name_sweet_04_lv3	かがやきパワー：ほのお Lv.3
flavor_name_sweet_05_lv1	かがやきパワー：みず Lv.1
flavor_name_sweet_05_lv2	かがやきパワー：みず Lv.2
flavor_name_sweet_05_lv3	かがやきパワー：みず Lv.3
flavor_name_sweet_06_lv1	かがやきパワー：でんき Lv.1
flavor_name_sweet_06_lv2	かがやきパワー：でんき Lv.2
flavor_name_sweet_06_lv3	かがやきパワー：でんき Lv.3
flavor_name_sweet_07_lv1	かがやきパワー：くさ Lv.1
flavor_name_sweet_07_lv2	かがやきパワー：くさ Lv.2
flavor_name_sweet_07_lv3	かがやきパワー：くさ Lv.3
flavor_name_sweet_08_lv1	かがやきパワー：こおり Lv.1
flavor_name_sweet_08_lv2	かがやきパワー：こおり Lv.2
flavor_name_sweet_08_lv3	かがやきパワー：こおり Lv.3
flavor_name_sweet_09_lv1	かがやきパワー：かくとう Lv.1
flavor_name_sweet_09_lv2	かがやきパワー：かくとう Lv.2
flavor_name_sweet_09_lv3	かがやきパワー：かくとう Lv.3
flavor_name_sweet_10_lv1	かがやきパワー：どく Lv.1
flavor_name_sweet_10_lv2	かがやきパワー：どく Lv.2
flavor_name_sweet_10_lv3	かがやきパワー：どく Lv.3
flavor_name_sweet_11_lv1	かがやきパワー：じめん Lv.1
flavor_name_sweet_11_lv2	かがやきパワー：じめん Lv.2
flavor_name_sweet_11_lv3	かがやきパワー：じめん Lv.3
flavor_name_sweet_12_lv1	かがやきパワー：ひこう Lv.1
flavor_name_sweet_12_lv2	かがやきパワー：ひこう Lv.2
flavor_name_sweet_12_lv3	かがやきパワー：ひこう Lv.3
flavor_name_sweet_13_lv1	かがやきパワー：エスパー Lv.1
flavor_name_sweet_13_lv2	かがやきパワー：エスパー Lv.2
flavor_name_sweet_13_lv3	かがやきパワー：エスパー Lv.3
flavor_name_sweet_14_lv1	かがやきパワー：むし Lv.1
flavor_name_sweet_14_lv2	かがやきパワー：むし Lv.2
flavor_name_sweet_14_lv3	かがやきパワー：むし Lv.3
flavor_name_sweet_15_lv1	かがやきパワー：いわ Lv.1
flavor_name_sweet_15_lv2	かがやきパワー：いわ Lv.2
flavor_name_sweet_15_lv3	かがやきパワー：いわ Lv.3
flavor_name_sweet_16_lv1	かがやきパワー：ゴースト Lv.1
flavor_name_sweet_16_lv2	かがやきパワー：ゴースト Lv.2
flavor_name_sweet_16_lv3	かがやきパワー：ゴースト Lv.3
flavor_name_sweet_17_lv1	かがやきパワー：ドラゴン Lv.1
flavor_name_sweet_17_lv2	かがやきパワー：ドラゴン Lv.2
flavor_name_sweet_17_lv3	かがやきパワー：ドラゴン Lv.3
flavor_name_sweet_18_lv1	かがやきパワー：あく Lv.1
flavor_name_sweet_18_lv2	かがやきパワー：あく Lv.2
flavor_name_sweet_18_lv3	かがやきパワー：あく Lv.3
flavor_name_sweet_19_lv1	かがやきパワー：はがね Lv.1
flavor_name_sweet_19_lv2	かがやきパワー：はがね Lv.2
flavor_name_sweet_19_lv3	かがやきパワー：はがね Lv.3
flavor_name_sweet_20_lv1	かがやきパワー：フェアリー Lv.1
flavor_name_sweet_20_lv2	かがやきパワー：フェアリー Lv.2
flavor_name_sweet_20_lv3	かがやきパワー：フェアリー Lv.3
flavor_name_sweet_21_lv1	かがやきパワー：ぜんぶ Lv.1
flavor_name_sweet_21_lv2	かがやきパワー：ぜんぶ Lv.2
flavor_name_sweet_21_lv3	かがやきパワー：ぜんぶ Lv.3
flavor_name_spicy_01_lv1	こうげきパワー Lv.1
flavor_name_spicy_01_lv2	こうげきパワー Lv.2
flavor_name_spicy_01_lv3	こうげきパワー Lv.3
flavor_name_spicy_02_lv1	とくこうパワー Lv.1
flavor_name_spicy_02_lv2	とくこうパワー Lv.2
flavor_name_spicy_02_lv3	とくこうパワー Lv.3
flavor_name_spicy_03_lv1	わざパワー：ノーマル Lv.1
flavor_name_spicy_03_lv2	わざパワー：ノーマル Lv.2
flavor_name_spicy_03_lv3	わざパワー：ノーマル Lv.3
flavor_name_spicy_04_lv1	わざパワー：ほのお Lv.1
flavor_name_spicy_04_lv2	わざパワー：ほのお Lv.2
flavor_name_spicy_04_lv3	わざパワー：ほのお Lv.3
flavor_name_spicy_05_lv1	わざパワー：みず Lv.1
flavor_name_spicy_05_lv2	わざパワー：みず Lv.2
flavor_name_spicy_05_lv3	わざパワー：みず Lv.3
flavor_name_spicy_06_lv1	わざパワー：でんき Lv.1
flavor_name_spicy_06_lv2	わざパワー：でんき Lv.2
flavor_name_spicy_06_lv3	わざパワー：でんき Lv.3
flavor_name_spicy_07_lv1	わざパワー：くさ Lv.1
flavor_name_spicy_07_lv2	わざパワー：くさ Lv.2
flavor_name_spicy_07_lv3	わざパワー：くさ Lv.3
flavor_name_spicy_08_lv1	わざパワー：こおり Lv.1
flavor_name_spicy_08_lv2	わざパワー：こおり Lv.2
flavor_name_spicy_08_lv3	わざパワー：こおり Lv.3
flavor_name_spicy_09_lv1	わざパワー：かくとう Lv.1
flavor_name_spicy_09_lv2	わざパワー：かくとう Lv.2
flavor_name_spicy_09_lv3	わざパワー：かくとう Lv.3
flavor_name_spicy_10_lv1	わざパワー：どく Lv.1
flavor_name_spicy_10_lv2	わざパワー：どく Lv.2
flavor_name_spicy_10_lv3	わざパワー：どく Lv.3
flavor_name_spicy_11_lv1	わざパワー：じめん Lv.1
flavor_name_spicy_11_lv2	わざパワー：じめん Lv.2
flavor_name_spicy_11_lv3	わざパワー：じめん Lv.3
flavor_name_spicy_12_lv1	わざパワー：ひこう Lv.1
flavor_name_spicy_12_lv2	わざパワー：ひこう Lv.2
flavor_name_spicy_12_lv3	わざパワー：ひこう Lv.3
flavor_name_spicy_13_lv1	わざパワー：エスパー Lv.1
flavor_name_spicy_13_lv2	わざパワー：エスパー Lv.2
flavor_name_spicy_13_lv3	わざパワー：エスパー Lv.3
flavor_name_spicy_14_lv1	わざパワー：むし Lv.1
flavor_name_spicy_14_lv2	わざパワー：むし Lv.2
flavor_name_spicy_14_lv3	わざパワー：むし Lv.3
flavor_name_spicy_15_lv1	わざパワー：いわ Lv.1
flavor_name_spicy_15_lv2	わざパワー：いわ Lv.2
flavor_name_spicy_15_lv3	わざパワー：いわ Lv.3
flavor_name_spicy_16_lv1	わざパワー：ゴースト Lv.1
flavor_name_spicy_16_lv2	わざパワー：ゴースト Lv.2
flavor_name_spicy_16_lv3	わざパワー：ゴースト Lv.3
flavor_name_spicy_17_lv1	わざパワー：ドラゴン Lv.1
flavor_name_spicy_17_lv2	わざパワー：ドラゴン Lv.2
flavor_name_spicy_17_lv3	わざパワー：ドラゴン Lv.3
flavor_name_spicy_18_lv1	わざパワー：あく Lv.1
flavor_name_spicy_18_lv2	わざパワー：あく Lv.2
flavor_name_spicy_18_lv3	わざパワー：あく Lv.3
flavor_name_spicy_19_lv1	わざパワー：はがね Lv.1
flavor_name_spicy_19_lv2	わざパワー：はがね Lv.2
flavor_name_spicy_19_lv3	わざパワー：はがね Lv.3
flavor_name_spicy_20_lv1	わざパワー：フェアリー Lv.1
flavor_name_spicy_20_lv2	わざパワー：フェアリー Lv.2
flavor_name_spicy_20_lv3	わざパワー：フェアリー Lv.3
flavor_name_spicy_21_lv1	すばやさパワー Lv.1
flavor_name_spicy_21_lv2	すばやさパワー Lv.2
flavor_name_spicy_21_lv3	すばやさパワー Lv.3
flavor_name_sour_01_lv1	どっさりパワー：Lv.1
flavor_name_sour_01_lv2	どっさりパワー：Lv.2
flavor_name_sour_01_lv3	どっさりパワー：Lv.3
flavor_name_sour_02_lv1	どうぐパワー：きのみ Lv.1
flavor_name_sour_02_lv2	どうぐパワー：きのみ Lv.2
flavor_name_sour_02_lv3	どうぐパワー：きのみ Lv.3
flavor_name_sour_03_lv1	どうぐパワー：アメ Lv.1
flavor_name_sour_03_lv2	どうぐパワー：アメ Lv.2
flavor_name_sour_03_lv3	どうぐパワー：アメ Lv.3
flavor_name_sour_04_lv1	どうぐパワー：おたから Lv.1
flavor_name_sour_04_lv2	どうぐパワー：おたから Lv.2
flavor_name_sour_04_lv3	どうぐパワー：おたから Lv.3
flavor_name_sour_05_lv1	どうぐパワー：ボール Lv.1
flavor_name_sour_05_lv2	どうぐパワー：ボール Lv.2
flavor_name_sour_05_lv3	どうぐパワー：ボール Lv.3
flavor_name_sour_06_lv1	どうぐパワー：とくべつ Lv.1
flavor_name_sour_06_lv2	どうぐパワー：とくべつ Lv.2
flavor_name_sour_06_lv3	どうぐパワー：とくべつ Lv.3
flavor_name_sour_07_lv1	どうぐパワー：コイン Lv.1
flavor_name_sour_07_lv2	どうぐパワー：コイン Lv.2
flavor_name_sour_07_lv3	どうぐパワー：コイン Lv.3
flavor_name_sour_08_lv1	※オミット
flavor_name_sour_08_lv2	※オミット
flavor_name_sour_08_lv3	※オミット
flavor_name_sour_09_lv1	※オミット
flavor_name_sour_09_lv2	※オミット
flavor_name_sour_09_lv3	※オミット
flavor_name_sour_10_lv1	メガパワー：チャージ Lv.1
flavor_name_sour_10_lv2	メガパワー：チャージ Lv.2
flavor_name_sour_10_lv3	メガパワー：チャージ Lv.3
flavor_name_sour_11_lv1	メガパワー：ながもち Lv.1
flavor_name_sour_11_lv2	メガパワー：ながもち Lv.2
flavor_name_sour_11_lv3	メガパワー：ながもち Lv.3
flavor_name_bitter_01_lv1	ぼうぎょパワー Lv.1
flavor_name_bitter_01_lv2	ぼうぎょパワー Lv.2
flavor_name_bitter_01_lv3	ぼうぎょパワー Lv.3
flavor_name_bitter_02_lv1	とくぼうパワー Lv.1
flavor_name_bitter_02_lv2	とくぼうパワー Lv.2
flavor_name_bitter_02_lv3	とくぼうパワー Lv.3
flavor_name_bitter_03_lv1	めんえきパワー：ノーマル Lv.1
flavor_name_bitter_03_lv2	めんえきパワー：ノーマル Lv.2
flavor_name_bitter_03_lv3	めんえきパワー：ノーマル Lv.3
flavor_name_bitter_04_lv1	めんえきパワー：ほのお Lv.1
flavor_name_bitter_04_lv2	めんえきパワー：ほのお Lv.2
flavor_name_bitter_04_lv3	めんえきパワー：ほのお Lv.3
flavor_name_bitter_05_lv1	めんえきパワー：みず Lv.1
flavor_name_bitter_05_lv2	めんえきパワー：みず Lv.2
flavor_name_bitter_05_lv3	めんえきパワー：みず Lv.3
flavor_name_bitter_06_lv1	めんえきパワー：でんき Lv.1
flavor_name_bitter_06_lv2	めんえきパワー：でんき Lv.2
flavor_name_bitter_06_lv3	めんえきパワー：でんき Lv.3
