aoc_error.txt
aoc_error_01	需要擁有新增內容\n才能繼續前進。
donut_yorogi_fresh_info	佐上擠入了[VAR 0109(0000)]汁的\n新鮮鮮奶油的甜甜圈。
donut_yorogi_mix_info	拌入[VAR 0109(0000)]，\n滋味無法一語道盡的甜甜圈。
donut_kashibu_sweet_info	撒上磨碎的[VAR 0109(0000)]，\n鋪滿甜～甜蛋白霜的甜甜圈。
donut_kashibu_spicy_info	拌炒[VAR 0109(0000)]，\n微辣又正統的咖哩甜甜圈。
donut_kashibu_sour_info	放上燉煮成蜜餞的[VAR 0109(0000)]，\n滋味酸酸的甜甜圈。
donut_kashibu_bitter_info	淋上拌入了[VAR 0109(0000)]的巧克力，\n滋味微苦的甜甜圈。
donut_kashibu_fresh_info	佐上擠入了[VAR 0109(0000)]汁的\n新鮮鮮奶油的甜甜圈。
donut_kashibu_mix_info	拌入[VAR 0109(0000)]，\n滋味無法一語道盡的甜甜圈。
donut_haban_sweet_info	撒上磨碎的[VAR 0109(0000)]，\n鋪滿甜～甜蛋白霜的甜甜圈。
donut_haban_spicy_info	拌炒[VAR 0109(0000)]，\n微辣又正統的咖哩甜甜圈。
donut_haban_sour_info	放上燉煮成蜜餞的[VAR 0109(0000)]，\n滋味酸酸的甜甜圈。
donut_haban_bitter_info	淋上拌入了[VAR 0109(0000)]的巧克力，\n滋味微苦的甜甜圈。
donut_haban_fresh_info	佐上擠入了[VAR 0109(0000)]汁的\n新鮮鮮奶油的甜甜圈。
donut_haban_mix_info	拌入[VAR 0109(0000)]，\n滋味無法一語道盡的甜甜圈。
donut_namo_sweet_info	撒上磨碎的[VAR 0109(0000)]，\n鋪滿甜～甜蛋白霜的甜甜圈。
donut_namo_spicy_info	拌炒[VAR 0109(0000)]，\n微辣又正統的咖哩甜甜圈。
donut_namo_sour_info	放上燉煮成蜜餞的[VAR 0109(0000)]，\n滋味酸酸的甜甜圈。
donut_namo_bitter_info	淋上拌入了[VAR 0109(0000)]的巧克力，\n滋味微苦的甜甜圈。
donut_namo_fresh_info	佐上擠入了[VAR 0109(0000)]汁的\n新鮮鮮奶油的甜甜圈。
donut_namo_mix_info	拌入[VAR 0109(0000)]，\n滋味無法一語道盡的甜甜圈。
donut_ririba_sweet_info	撒上磨碎的[VAR 0109(0000)]，\n鋪滿甜～甜蛋白霜的甜甜圈。
donut_ririba_spicy_info	拌炒[VAR 0109(0000)]，\n微辣又正統的咖哩甜甜圈。
donut_ririba_sour_info	放上燉煮成蜜餞的[VAR 0109(0000)]，\n滋味酸酸的甜甜圈。
donut_ririba_bitter_info	淋上拌入了[VAR 0109(0000)]的巧克力，\n滋味微苦的甜甜圈。
donut_ririba_fresh_info	佐上擠入了[VAR 0109(0000)]汁的\n新鮮鮮奶油的甜甜圈。
donut_ririba_mix_info	拌入[VAR 0109(0000)]，\n滋味無法一語道盡的甜甜圈。
donut_hozu_sweet_info	撒上磨碎的[VAR 0109(0000)]，\n鋪滿甜～甜蛋白霜的甜甜圈。
donut_hozu_spicy_info	拌炒[VAR 0109(0000)]，\n微辣又正統的咖哩甜甜圈。
donut_hozu_sour_info	放上燉煮成蜜餞的[VAR 0109(0000)]，\n滋味酸酸的甜甜圈。
donut_hozu_bitter_info	淋上拌入了[VAR 0109(0000)]的巧克力，\n滋味微苦的甜甜圈。
donut_hozu_fresh_info	佐上擠入了[VAR 0109(0000)]汁的\n新鮮鮮奶油的甜甜圈。
donut_hozu_mix_info	拌入[VAR 0109(0000)]，\n滋味無法一語道盡的甜甜圈。
donut_rozeru_sweet_info	撒上磨碎的[VAR 0109(0000)]，\n鋪滿甜～甜蛋白霜的甜甜圈。
donut_rozeru_spicy_info	拌炒[VAR 0109(0000)]，\n微辣又正統的咖哩甜甜圈。
donut_rozeru_sour_info	放上燉煮成蜜餞的[VAR 0109(0000)]，\n滋味酸酸的甜甜圈。
donut_rozeru_bitter_info	淋上拌入了[VAR 0109(0000)]的巧克力，\n滋味微苦的甜甜圈。
donut_rozeru_fresh_info	佐上擠入了[VAR 0109(0000)]汁的\n新鮮鮮奶油的甜甜圈。
donut_rozeru_mix_info	拌入[VAR 0109(0000)]，\n滋味無法一語道盡的甜甜圈。
donut_uni491_info	放入一匙黑香料，\n漆黑又滋味複雜的甜甜圈。
donut_uni383_info	塗滿了如紅寶石般\n鮮紅糖漿的釉面甜甜圈。
donut_uni382_info	塗滿了如藍寶石般\n湛藍糖漿的釉面甜甜圈。
donut_uni384_info	用精選油品炸成的\n三角形釉面甜甜圈。
donut_uni807_info	拌進了劈哩啪啦糖果，\n會在嘴裡蹦跳的刺激甜甜圈。
msg_e4a25d8edf7d30d632419c1d30049da0	[~ 204]
flavor_name_sweet_01_lv1	頭目力 Lv.1
flavor_name_sweet_01_lv2	頭目力 Lv.2
flavor_name_sweet_01_lv3	頭目力 Lv.3
msg_45c28218fb385eb1e18ca26b6eef58e4	[~ 208]
msg_d658d8cc244e886d888e14e84b444ffe	[~ 209]
msg_af0fd4d8bff574e969fdbf82c57adb7e	[~ 210]
flavor_name_sweet_03_lv1	閃耀力：一般 Lv.1
flavor_name_sweet_03_lv2	閃耀力：一般 Lv.2
flavor_name_sweet_03_lv3	閃耀力：一般 Lv.3
flavor_name_sweet_04_lv1	閃耀力：火 Lv.1
flavor_name_sweet_04_lv2	閃耀力：火 Lv.2
flavor_name_sweet_04_lv3	閃耀力：火 Lv.3
flavor_name_sweet_05_lv1	閃耀力：水 Lv.1
flavor_name_sweet_05_lv2	閃耀力：水 Lv.2
flavor_name_sweet_05_lv3	閃耀力：水 Lv.3
flavor_name_sweet_06_lv1	閃耀力：電 Lv.1
flavor_name_sweet_06_lv2	閃耀力：電 Lv.2
flavor_name_sweet_06_lv3	閃耀力：電 Lv.3
flavor_name_sweet_07_lv1	閃耀力：草 Lv.1
flavor_name_sweet_07_lv2	閃耀力：草 Lv.2
flavor_name_sweet_07_lv3	閃耀力：草 Lv.3
flavor_name_sweet_08_lv1	閃耀力：冰 Lv.1
flavor_name_sweet_08_lv2	閃耀力：冰 Lv.2
flavor_name_sweet_08_lv3	閃耀力：冰 Lv.3
flavor_name_sweet_09_lv1	閃耀力：格鬥 Lv.1
flavor_name_sweet_09_lv2	閃耀力：格鬥 Lv.2
flavor_name_sweet_09_lv3	閃耀力：格鬥 Lv.3
flavor_name_sweet_10_lv1	閃耀力：毒 Lv.1
flavor_name_sweet_10_lv2	閃耀力：毒 Lv.2
flavor_name_sweet_10_lv3	閃耀力：毒 Lv.3
flavor_name_sweet_11_lv1	閃耀力：地面 Lv.1
flavor_name_sweet_11_lv2	閃耀力：地面 Lv.2
flavor_name_sweet_11_lv3	閃耀力：地面 Lv.3
flavor_name_sweet_12_lv1	閃耀力：飛行 Lv.1
flavor_name_sweet_12_lv2	閃耀力：飛行 Lv.2
flavor_name_sweet_12_lv3	閃耀力：飛行 Lv.3
flavor_name_sweet_13_lv1	閃耀力：超能力 Lv.1
flavor_name_sweet_13_lv2	閃耀力：超能力 Lv.2
flavor_name_sweet_13_lv3	閃耀力：超能力 Lv.3
flavor_name_sweet_14_lv1	閃耀力：蟲 Lv.1
flavor_name_sweet_14_lv2	閃耀力：蟲 Lv.2
flavor_name_sweet_14_lv3	閃耀力：蟲 Lv.3
flavor_name_sweet_15_lv1	閃耀力：岩石 Lv.1
flavor_name_sweet_15_lv2	閃耀力：岩石 Lv.2
flavor_name_sweet_15_lv3	閃耀力：岩石 Lv.3
flavor_name_sweet_16_lv1	閃耀力：幽靈 Lv.1
flavor_name_sweet_16_lv2	閃耀力：幽靈 Lv.2
flavor_name_sweet_16_lv3	閃耀力：幽靈 Lv.3
flavor_name_sweet_17_lv1	閃耀力：龍 Lv.1
flavor_name_sweet_17_lv2	閃耀力：龍 Lv.2
flavor_name_sweet_17_lv3	閃耀力：龍 Lv.3
flavor_name_sweet_18_lv1	閃耀力：惡 Lv.1
flavor_name_sweet_18_lv2	閃耀力：惡 Lv.2
flavor_name_sweet_18_lv3	閃耀力：惡 Lv.3
flavor_name_sweet_19_lv1	閃耀力：鋼 Lv.1
flavor_name_sweet_19_lv2	閃耀力：鋼 Lv.2
flavor_name_sweet_19_lv3	閃耀力：鋼 Lv.3
flavor_name_sweet_20_lv1	閃耀力：妖精 Lv.1
flavor_name_sweet_20_lv2	閃耀力：妖精 Lv.2
flavor_name_sweet_20_lv3	閃耀力：妖精 Lv.3
flavor_name_sweet_21_lv1	閃耀力：全屬性 Lv.1
flavor_name_sweet_21_lv2	閃耀力：全屬性 Lv.2
flavor_name_sweet_21_lv3	閃耀力：全屬性 Lv.3
flavor_name_spicy_01_lv1	攻擊力 Lv.1
flavor_name_spicy_01_lv2	攻擊力 Lv.2
flavor_name_spicy_01_lv3	攻擊力 Lv.3
flavor_name_spicy_02_lv1	特攻力 Lv.1
flavor_name_spicy_02_lv2	特攻力 Lv.2
flavor_name_spicy_02_lv3	特攻力 Lv.3
flavor_name_spicy_03_lv1	招式力：一般 Lv.1
flavor_name_spicy_03_lv2	招式力：一般 Lv.2
flavor_name_spicy_03_lv3	招式力：一般 Lv.3
flavor_name_spicy_04_lv1	招式力：火 Lv.1
flavor_name_spicy_04_lv2	招式力：火 Lv.2
flavor_name_spicy_04_lv3	招式力：火 Lv.3
flavor_name_spicy_05_lv1	招式力：水 Lv.1
flavor_name_spicy_05_lv2	招式力：水 Lv.2
flavor_name_spicy_05_lv3	招式力：水 Lv.3
flavor_name_spicy_06_lv1	招式力：電 Lv.1
flavor_name_spicy_06_lv2	招式力：電 Lv.2
flavor_name_spicy_06_lv3	招式力：電 Lv.3
flavor_name_spicy_07_lv1	招式力：草 Lv.1
flavor_name_spicy_07_lv2	招式力：草 Lv.2
flavor_name_spicy_07_lv3	招式力：草 Lv.3
flavor_name_spicy_08_lv1	招式力：冰 Lv.1
flavor_name_spicy_08_lv2	招式力：冰 Lv.2
flavor_name_spicy_08_lv3	招式力：冰 Lv.3
flavor_name_spicy_09_lv1	招式力：格鬥 Lv.1
flavor_name_spicy_09_lv2	招式力：格鬥 Lv.2
flavor_name_spicy_09_lv3	招式力：格鬥 Lv.3
flavor_name_spicy_10_lv1	招式力：毒 Lv.1
flavor_name_spicy_10_lv2	招式力：毒 Lv.2
flavor_name_spicy_10_lv3	招式力：毒 Lv.3
flavor_name_spicy_11_lv1	招式力：地面 Lv.1
flavor_name_spicy_11_lv2	招式力：地面 Lv.2
flavor_name_spicy_11_lv3	招式力：地面 Lv.3
flavor_name_spicy_12_lv1	招式力：飛行 Lv.1
flavor_name_spicy_12_lv2	招式力：飛行 Lv.2
flavor_name_spicy_12_lv3	招式力：飛行 Lv.3
flavor_name_spicy_13_lv1	招式力：超能力 Lv.1
flavor_name_spicy_13_lv2	招式力：超能力 Lv.2
flavor_name_spicy_13_lv3	招式力：超能力 Lv.3
flavor_name_spicy_14_lv1	招式力：蟲 Lv.1
flavor_name_spicy_14_lv2	招式力：蟲 Lv.2
flavor_name_spicy_14_lv3	招式力：蟲 Lv.3
flavor_name_spicy_15_lv1	招式力：岩石 Lv.1
flavor_name_spicy_15_lv2	招式力：岩石 Lv.2
flavor_name_spicy_15_lv3	招式力：岩石 Lv.3
flavor_name_spicy_16_lv1	招式力：幽靈 Lv.1
flavor_name_spicy_16_lv2	招式力：幽靈 Lv.2
flavor_name_spicy_16_lv3	招式力：幽靈 Lv.3
flavor_name_spicy_17_lv1	招式力：龍 Lv.1
flavor_name_spicy_17_lv2	招式力：龍 Lv.2
flavor_name_spicy_17_lv3	招式力：龍 Lv.3
flavor_name_spicy_18_lv1	招式力：惡 Lv.1
flavor_name_spicy_18_lv2	招式力：惡 Lv.2
flavor_name_spicy_18_lv3	招式力：惡 Lv.3
flavor_name_spicy_19_lv1	招式力：鋼 Lv.1
flavor_name_spicy_19_lv2	招式力：鋼 Lv.2
flavor_name_spicy_19_lv3	招式力：鋼 Lv.3
flavor_name_spicy_20_lv1	招式力：妖精 Lv.1
flavor_name_spicy_20_lv2	招式力：妖精 Lv.2
flavor_name_spicy_20_lv3	招式力：妖精 Lv.3
flavor_name_spicy_21_lv1	速度力 Lv.1
flavor_name_spicy_21_lv2	速度力 Lv.2
flavor_name_spicy_21_lv3	速度力 Lv.3
flavor_name_sour_01_lv1	多多力：Lv.1
flavor_name_sour_01_lv2	多多力：Lv.2
flavor_name_sour_01_lv3	多多力：Lv.3
flavor_name_sour_02_lv1	道具力：樹果 Lv.1
flavor_name_sour_02_lv2	道具力：樹果 Lv.2
flavor_name_sour_02_lv3	道具力：樹果 Lv.3
flavor_name_sour_03_lv1	道具力：糖果 Lv.1
flavor_name_sour_03_lv2	道具力：糖果 Lv.2
flavor_name_sour_03_lv3	道具力：糖果 Lv.3
flavor_name_sour_04_lv1	道具力：寶物 Lv.1
flavor_name_sour_04_lv2	道具力：寶物 Lv.2
flavor_name_sour_04_lv3	道具力：寶物 Lv.3
flavor_name_sour_05_lv1	道具力：球 Lv.1
flavor_name_sour_05_lv2	道具力：球 Lv.2
flavor_name_sour_05_lv3	道具力：球 Lv.3
flavor_name_sour_06_lv1	道具力：特別 Lv.1
flavor_name_sour_06_lv2	道具力：特別 Lv.2
flavor_name_sour_06_lv3	道具力：特別 Lv.3
flavor_name_sour_07_lv1	道具力：硬幣 Lv.1
flavor_name_sour_07_lv2	道具力：硬幣 Lv.2
flavor_name_sour_07_lv3	道具力：硬幣 Lv.3
flavor_name_sour_08_lv1	※オミット
flavor_name_sour_08_lv2	※オミット
flavor_name_sour_08_lv3	※オミット
flavor_name_sour_09_lv1	※オミット
flavor_name_sour_09_lv2	※オミット
flavor_name_sour_09_lv3	※オミット
flavor_name_sour_10_lv1	超級力：蓄力 Lv.1
flavor_name_sour_10_lv2	超級力：蓄力 Lv.2
flavor_name_sour_10_lv3	超級力：蓄力 Lv.3
flavor_name_sour_11_lv1	超級力：持久 Lv.1
flavor_name_sour_11_lv2	超級力：持久 Lv.2
flavor_name_sour_11_lv3	超級力：持久 Lv.3
flavor_name_bitter_01_lv1	防禦力 Lv.1
flavor_name_bitter_01_lv2	防禦力 Lv.2
flavor_name_bitter_01_lv3	防禦力 Lv.3
flavor_name_bitter_02_lv1	特防力 Lv.1
flavor_name_bitter_02_lv2	特防力 Lv.2
flavor_name_bitter_02_lv3	特防力 Lv.3
flavor_name_bitter_03_lv1	免疫力：一般 Lv.1
flavor_name_bitter_03_lv2	免疫力：一般 Lv.2
flavor_name_bitter_03_lv3	免疫力：一般 Lv.3
flavor_name_bitter_04_lv1	免疫力：火 Lv.1
flavor_name_bitter_04_lv2	免疫力：火 Lv.2
flavor_name_bitter_04_lv3	免疫力：火 Lv.3
flavor_name_bitter_05_lv1	免疫力：水 Lv.1
flavor_name_bitter_05_lv2	免疫力：水 Lv.2
flavor_name_bitter_05_lv3	免疫力：水 Lv.3
flavor_name_bitter_06_lv1	免疫力：電 Lv.1
flavor_name_bitter_06_lv2	免疫力：電 Lv.2
flavor_name_bitter_06_lv3	免疫力：電 Lv.3
flavor_name_bitter_07_lv1	免疫力：草 Lv.1
flavor_name_bitter_07_lv2	免疫力：草 Lv.2
flavor_name_bitter_07_lv3	免疫力：草 Lv.3
flavor_name_bitter_08_lv1	免疫力：冰 Lv.1
flavor_name_bitter_08_lv2	免疫力：冰 Lv.2
flavor_name_bitter_08_lv3	免疫力：冰 Lv.3
flavor_name_bitter_09_lv1	免疫力：格鬥 Lv.1
flavor_name_bitter_09_lv2	免疫力：格鬥 Lv.2
flavor_name_bitter_09_lv3	免疫力：格鬥 Lv.3
flavor_name_bitter_10_lv1	免疫力：毒 Lv.1
flavor_name_bitter_10_lv2	免疫力：毒 Lv.2
flavor_name_bitter_10_lv3	免疫力：毒 Lv.3
flavor_name_bitter_11_lv1	免疫力：地面 Lv.1
flavor_name_bitter_11_lv2	免疫力：地面 Lv.2
flavor_name_bitter_11_lv3	免疫力：地面 Lv.3
flavor_name_bitter_12_lv1	免疫力：飛行 Lv.1
flavor_name_bitter_12_lv2	免疫力：飛行 Lv.2
flavor_name_bitter_12_lv3	免疫力：飛行 Lv.3
flavor_name_bitter_13_lv1	免疫力：超能力 Lv.1
flavor_name_bitter_13_lv2	免疫力：超能力 Lv.2
flavor_name_bitter_13_lv3	免疫力：超能力 Lv.3
flavor_name_bitter_14_lv1	免疫力：蟲 Lv.1
flavor_name_bitter_14_lv2	免疫力：蟲 Lv.2
flavor_name_bitter_14_lv3	免疫力：蟲 Lv.3
flavor_name_bitter_15_lv1	免疫力：岩石 Lv.1
flavor_name_bitter_15_lv2	免疫力：岩石 Lv.2
flavor_name_bitter_15_lv3	免疫力：岩石 Lv.3
flavor_name_bitter_16_lv1	免疫力：幽靈 Lv.1
flavor_name_bitter_16_lv2	免疫力：幽靈 Lv.2
flavor_name_bitter_16_lv3	免疫力：幽靈 Lv.3
flavor_name_bitter_17_lv1	免疫力：龍 Lv.1
flavor_name_bitter_17_lv2	免疫力：龍 Lv.2
flavor_name_bitter_17_lv3	免疫力：龍 Lv.3
flavor_name_bitter_18_lv1	免疫力：惡 Lv.1
flavor_name_bitter_18_lv2	免疫力：惡 Lv.2
flavor_name_bitter_18_lv3	免疫力：惡 Lv.3
flavor_name_bitter_19_lv1	免疫力：鋼 Lv.1
flavor_name_bitter_19_lv2	免疫力：鋼 Lv.2
flavor_name_bitter_19_lv3	免疫力：鋼 Lv.3
flavor_name_bitter_20_lv1	免疫力：妖精 Lv.1
flavor_name_bitter_20_lv2	免疫力：妖精 Lv.2
flavor_name_bitter_20_lv3	免疫力：妖精 Lv.3
flavor_name_fresh_01_lv1	大大力 Lv.1
flavor_name_fresh_01_lv2	大大力 Lv.2
flavor_name_fresh_01_lv3	大大力 Lv.3
flavor_name_fresh_02_lv1	小小力 Lv.1
flavor_name_fresh_02_lv2	小小力 Lv.2
flavor_name_fresh_02_lv3	小小力 Lv.3
flavor_name_fresh_03_lv1	遭遇力 Lv.1
flavor_name_fresh_03_lv2	遭遇力 Lv.2
flavor_name_fresh_03_lv3	遭遇力 Lv.3
flavor_name_fresh_04_lv1	捕獲力：一般 Lv.1
flavor_name_fresh_04_lv2	捕獲力：一般 Lv.2
flavor_name_fresh_04_lv3	捕獲力：一般 Lv.3
flavor_name_fresh_05_lv1	捕獲力：火 Lv.1
flavor_name_fresh_05_lv2	捕獲力：火 Lv.2
flavor_name_fresh_05_lv3	捕獲力：火 Lv.3
flavor_name_fresh_06_lv1	捕獲力：水 Lv.1
flavor_name_fresh_06_lv2	捕獲力：水 Lv.2
flavor_name_fresh_06_lv3	捕獲力：水 Lv.3
flavor_name_fresh_07_lv1	捕獲力：電 Lv.1
flavor_name_fresh_07_lv2	捕獲力：電 Lv.2
flavor_name_fresh_07_lv3	捕獲力：電 Lv.3
flavor_name_fresh_08_lv1	捕獲力：草 Lv.1
flavor_name_fresh_08_lv2	捕獲力：草 Lv.2
flavor_name_fresh_08_lv3	捕獲力：草 Lv.3
flavor_name_fresh_09_lv1	捕獲力：冰 Lv.1
flavor_name_fresh_09_lv2	捕獲力：冰 Lv.2
flavor_name_fresh_09_lv3	捕獲力：冰 Lv.3
flavor_name_fresh_10_lv1	捕獲力：格鬥 Lv.1
flavor_name_fresh_10_lv2	捕獲力：格鬥 Lv.2
flavor_name_fresh_10_lv3	捕獲力：格鬥 Lv.3
flavor_name_fresh_11_lv1	捕獲力：毒 Lv.1
flavor_name_fresh_11_lv2	捕獲力：毒 Lv.2
flavor_name_fresh_11_lv3	捕獲力：毒 Lv.3
flavor_name_fresh_12_lv1	捕獲力：地面 Lv.1
flavor_name_fresh_12_lv2	捕獲力：地面 Lv.2
flavor_name_fresh_12_lv3	捕獲力：地面 Lv.3
flavor_name_fresh_13_lv1	捕獲力：飛行 Lv.1
flavor_name_fresh_13_lv2	捕獲力：飛行 Lv.2
flavor_name_fresh_13_lv3	捕獲力：飛行 Lv.3
flavor_name_fresh_14_lv1	捕獲力：超能力 Lv.1
flavor_name_fresh_14_lv2	捕獲力：超能力 Lv.2
flavor_name_fresh_14_lv3	捕獲力：超能力 Lv.3
flavor_name_fresh_15_lv1	捕獲力：蟲 Lv.1
flavor_name_fresh_15_lv2	捕獲力：蟲 Lv.2
flavor_name_fresh_15_lv3	捕獲力：蟲 Lv.3
flavor_name_fresh_16_lv1	捕獲力：岩石 Lv.1
flavor_name_fresh_16_lv2	捕獲力：岩石 Lv.2
flavor_name_fresh_16_lv3	捕獲力：岩石 Lv.3
flavor_name_fresh_17_lv1	捕獲力：幽靈 Lv.1
flavor_name_fresh_17_lv2	捕獲力：幽靈 Lv.2
flavor_name_fresh_17_lv3	捕獲力：幽靈 Lv.3
flavor_name_fresh_18_lv1	捕獲力：龍 Lv.1
flavor_name_fresh_18_lv2	捕獲力：龍 Lv.2
flavor_name_fresh_18_lv3	捕獲力：龍 Lv.3
flavor_name_fresh_19_lv1	捕獲力：惡 Lv.1
flavor_name_fresh_19_lv2	捕獲力：惡 Lv.2
flavor_name_fresh_19_lv3	捕獲力：惡 Lv.3
flavor_name_fresh_20_lv1	捕獲力：鋼 Lv.1
flavor_name_fresh_20_lv2	捕獲力：鋼 Lv.2
flavor_name_fresh_20_lv3	捕獲力：鋼 Lv.3
flavor_name_fresh_21_lv1	捕獲力：妖精 Lv.1
flavor_name_fresh_21_lv2	捕獲力：妖精 Lv.2
flavor_name_fresh_21_lv3	捕獲力：妖精 Lv.3
flavor_name_fresh_22_lv1	捕獲力：全屬性 Lv.1
flavor_name_fresh_22_lv2	捕獲力：全屬性 Lv.2
flavor_name_fresh_22_lv3	捕獲力：全屬性 Lv.3
flavor_name_sp_01	暗黑力
flavor_name_sp_02	歐米加力
flavor_name_sp_03	阿爾法力
flavor_name_sp_04	德爾塔力
flavor_name_sp_05	奔雷力
msg_9798398d174ede2c54c6c3f61f16d84b	[~ 495]
flavor_info_plain	胡帕吃下後就能發揮其效果。
flavor_info_sweet_01_lv1	容易遇見頭目。
flavor_info_sweet_01_lv2	相當容易遇見頭目。
flavor_info_sweet_01_lv3	非常容易遇見頭目。
flavor_info_sweet_02_lv1	※オミット
flavor_info_sweet_02_lv2	※オミット
flavor_info_sweet_02_lv3	※オミット
flavor_info_sweet_03_lv1	容易遇見異色寶可夢。
flavor_info_sweet_03_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_03_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_04_lv1	容易遇見異色寶可夢。
flavor_info_sweet_04_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_04_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_05_lv1	容易遇見異色寶可夢。
flavor_info_sweet_05_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_05_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_06_lv1	容易遇見異色寶可夢。
flavor_info_sweet_06_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_06_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_07_lv1	容易遇見異色寶可夢。
flavor_info_sweet_07_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_07_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_08_lv1	容易遇見異色寶可夢。
flavor_info_sweet_08_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_08_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_09_lv1	容易遇見異色寶可夢。
flavor_info_sweet_09_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_09_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_10_lv1	容易遇見異色寶可夢。
flavor_info_sweet_10_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_10_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_11_lv1	容易遇見異色寶可夢。
flavor_info_sweet_11_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_11_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_12_lv1	容易遇見異色寶可夢。
flavor_info_sweet_12_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_12_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_13_lv1	容易遇見異色寶可夢。
flavor_info_sweet_13_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_13_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_14_lv1	容易遇見異色寶可夢。
flavor_info_sweet_14_lv2	相當容易遇見異色寶可夢。
flavor_info_sweet_14_lv3	非常容易遇見異色寶可夢。
flavor_info_sweet_15_lv1	容易遇見異色寶可夢。
