ActorType\ArmorHead.msbt
Armor_015_Head_Name	Hylian Hood
Armor_187_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Ruta. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by two levels.
Armor_186_Head_Name	Vah Ruta Divine Helm
Armor_186_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Ruta. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by one level.
Armor_181_Head_Name	Vah Ruta Divine Helm
Armor_181_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Ruta. It endows its user\nwith enhanced abilities.
Armor_193_Head_Name	Vah Medoh Divine Helm
Armor_193_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Medoh. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense to its maximum level.
Armor_192_Head_Name	Vah Medoh Divine Helm
Armor_192_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Medoh. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by three levels.
Armor_191_Head_Name	Vah Medoh Divine Helm
Armor_191_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Medoh. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by two levels.
Armor_190_Head_Name	Vah Medoh Divine Helm
Armor_190_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Medoh. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by one level.
Armor_182_Head_Name	Vah Medoh Divine Helm
Armor_182_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Medoh. It endows its user\nwith enhanced abilities.
Armor_197_Head_Name	Vah Rudania Divine Helm
Armor_197_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Rudania. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense to its maximum level.
Armor_196_Head_Name	Vah Rudania Divine Helm
Armor_196_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Rudania. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by three levels.
Armor_195_Head_Name	Vah Rudania Divine Helm
Armor_195_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Rudania. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by two levels.
Armor_194_Head_Name	Vah Rudania Divine Helm
Armor_194_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Rudania. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by one level.
Armor_183_Head_Name	Vah Rudania Divine Helm
Armor_183_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Rudania. It endows its\nuser with enhanced abilities.
Armor_169_Head_Name	Vah Naboris Divine Helm
Armor_169_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Naboris. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense to its maximum level.
Armor_168_Head_Name	Vah Naboris Divine Helm
Armor_168_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Naboris. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by three levels.
Armor_199_Head_Name	Vah Naboris Divine Helm
Armor_199_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Naboris. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by two levels.
Armor_198_Head_Name	Vah Naboris Divine Helm
Armor_198_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Naboris. It endows its user\nwith enhanced abilities. A Great Fairy has\nincreased its defense by one level.
Armor_184_Head_Name	Vah Naboris Divine Helm
Armor_184_Head_Desc	A treasure gifted to the one who controls\nDivine Beast Vah Naboris. It endows its user\nwith enhanced abilities.
Armor_185_Head_Name	Salvager Headwear
Armor_185_Head_Desc	[Collaboration: Xenoblade Chronicles 2]\nEssential gear used by a boy who seeks\nsunken treasure in the Cloud Sea.\nIt's a rather rare find.
ActorType\ArmorLower.msbt
Armor_043_Lower_Name	Well-Worn Trousers
Armor_043_Lower_Desc	These old trousers are threadbare in\nspots, but they're surprisingly comfortable.\nThe legs are a bit too short, though.
Armor_015_Lower_Name	Hylian Trousers
Armor_015_Lower_Desc	These trousers are common throughout the\nHyrule region. The soft fabric makes them\nquite comfortable. A Great Fairy increased\ntheir defense to the maximum level.
Armor_004_Lower_Name	Hylian Trousers
Armor_004_Lower_Desc	These trousers are common throughout the\nHyrule region. The soft fabric makes them\nquite comfortable. A Great Fairy has\nincreased their defense by three levels.
Armor_003_Lower_Name	Hylian Trousers
Armor_003_Lower_Desc	These trousers are common throughout the\nHyrule region. The soft fabric makes them\nquite comfortable. A Great Fairy has\nincreased their defense by two levels.
Armor_002_Lower_Name	Hylian Trousers
Armor_002_Lower_Desc	These trousers are common throughout the\nHyrule region. The soft fabric makes them\nquite comfortable. A Great Fairy has\nincreased their defense by one level.
Armor_001_Lower_Name	Hylian Trousers
Armor_001_Lower_Desc	Traditional dress trousers of Hyrule.\nThe plush fabric makes these trousers\nquite comfortable, and their high durability\nmakes them ideal for travelers.
Armor_098_Lower_Name	Soldier's Greaves
Armor_098_Lower_Desc	Greaves favored by Hyrulean guards. They\nowe their distinctly high defense to the metal\nplates they're made from. A Great Fairy\nraised their defense to the maximum level.
Armor_097_Lower_Name	Soldier's Greaves
Armor_097_Lower_Desc	Greaves favored by Hyrulean guards. They\nowe their distinctly high defense to the metal\nplates they're made from. A Great Fairy\nhas increased their defense by three levels.
Armor_096_Lower_Name	Soldier's Greaves
Armor_096_Lower_Desc	Greaves favored by Hyrulean guards. They\nowe their distinctly high defense to the metal\nplates they're made from. A Great Fairy\nhas increased their defense by two levels.
Armor_095_Lower_Name	Soldier's Greaves
Armor_095_Lower_Desc	Greaves favored by Hyrulean guards. They\nowe their distinctly high defense to the metal\nplates they're made from. A Great Fairy\nhas increased their defense by one level.
Armor_020_Lower_Name	Soldier's Greaves
Armor_020_Lower_Desc	Hyrulean guards favored these greaves.\nThey owe their distinctly high defense to\nthe metal plates they're made from, but the\nadded weight takes some getting used to.
Armor_073_Lower_Name	Snowquill Trousers
Armor_073_Lower_Desc	The Rito feathers that line these trousers\nmake them excellent at retaining body heat.\nA Great Fairy has increased their defense\nto its maximum level.
Armor_072_Lower_Name	Snowquill Trousers
Armor_072_Lower_Desc	The Rito feathers that line these trousers\nmake them excellent at retaining body heat.\nA Great Fairy has increased their defense\nby three levels.
Armor_071_Lower_Name	Snowquill Trousers
Armor_071_Lower_Desc	The Rito feathers that line these trousers\nmake them excellent at retaining body heat.\nA Great Fairy has increased their defense\nby two levels.
Armor_036_Lower_Name	Snowquill Trousers
Armor_036_Lower_Desc	The Rito feathers that line these trousers\nmake them excellent at retaining body heat.\nA Great Fairy has increased their defense\nby one level.
Armor_009_Lower_Name	Snowquill Trousers
Armor_009_Lower_Desc	The Rito sell these trousers to Hylians\nin Rito Village. The inside is lined with\nRito feathers, so they excel at retaining\nbody heat.
Armor_067_Lower_Name	Desert Voe Trousers
Armor_067_Lower_Desc	Gerudo trousers for men sold in the Gerudo\nSecret Club. Contain sapphire, which offers\nprotection from the heat. A Great Fairy\nraised their defense to its maximum level.
Armor_066_Lower_Name	Desert Voe Trousers
Armor_066_Lower_Desc	Gerudo trousers for men sold in the Gerudo\nSecret Club. Sapphire used in their creation\noffers protection from the heat. A Great\nFairy increased their defense by three levels.
Armor_065_Lower_Name	Desert Voe Trousers
Armor_065_Lower_Desc	Gerudo trousers for men sold in the Gerudo\nSecret Club. Sapphire used in their creation\noffers protection from the heat. A Great\nFairy increased their defense by two levels.
Armor_040_Lower_Name	Desert Voe Trousers
Armor_040_Lower_Desc	Gerudo trousers for men sold in the Gerudo\nSecret Club. Sapphire used in their creation \noffers protection from the heat. A Great\nFairy increased their defense by one level.
Armor_008_Lower_Name	Desert Voe Trousers
Armor_008_Lower_Desc	Gerudo-made trousers for men sold rarely\nby Gerudo retailers. Sapphire is used in\ntheir creation, which harnesses the power\nof ice to make the heat more tolerable.
Armor_053_Lower_Name	Gerudo Sirwal
Armor_053_Lower_Desc	Gerudo favor this traditional sirwal. Its short\nlength allows for ease of movement, and its\nsubtle design is quite fashionable.
Armor_106_Lower_Name	Rubber Tights
Armor_106_Lower_Desc	These invaluable tights are resistant to\nelectricity. They're made with an ancient\ntechnology called "rubber." A Great Fairy\nraised their defense to its maximum level.
Armor_105_Lower_Name	Rubber Tights
Armor_105_Lower_Desc	These invaluable tights are resistant to\nelectricity. They're made with an ancient\ntechnology called "rubber." A Great Fairy\nhas increased their defense by three levels.
Armor_104_Lower_Name	Rubber Tights
Armor_104_Lower_Desc	These invaluable tights are resistant to\nelectricity. They're made with an ancient\ntechnology called "rubber." A Great Fairy\nhas increased their defense by two levels.
Armor_103_Lower_Name	Rubber Tights
Armor_103_Lower_Desc	These invaluable tights are resistant to\nelectricity. They're made with an ancient\ntechnology called "rubber." A Great Fairy\nhas increased their defense by one level.
Armor_046_Lower_Name	Rubber Tights
Armor_046_Lower_Desc	These invaluable tights are resistant to\nelectricity. They're made with something\ncalled "rubber," an ancient technology\nthat no longer exists in this modern age.
Armor_076_Lower_Name	Flamebreaker Boots
Armor_076_Lower_Desc	Goron artisans used flame-resistant rocks to\ncraft these fireproof boots for curious Hylians\nvisiting Goron City. A Great Fairy raised\ntheir defense to its maximum level.
Armor_075_Lower_Name	Flamebreaker Boots
Armor_075_Lower_Desc	Goron artisans used flame-resistant rocks to\ncraft these fireproof boots for curious Hylians\nvisiting Goron City. A Great Fairy has\nincreased their defense by three levels.
Armor_074_Lower_Name	Flamebreaker Boots
Armor_074_Lower_Desc	Goron artisans used flame-resistant rocks to\ncraft these fireproof boots for curious Hylians\nvisiting Goron City. A Great Fairy has\nincreased their defense by two levels.
Armor_037_Lower_Name	Flamebreaker Boots
Armor_037_Lower_Desc	Goron artisans used flame-resistant rocks to\ncraft these fireproof boots for curious Hylians\nvisiting Goron City. A Great Fairy has\nincreased their defense by one level.
Armor_011_Lower_Name	Flamebreaker Boots
Armor_011_Lower_Desc	Goron artisans used flame-resistant rocks to\ncraft these fireproof boots for curious Hylians\nvisiting Goron City.
Armor_064_Lower_Name	Zora Greaves
Armor_064_Lower_Desc	These greaves have been passed down\namong the Zora for generations. Equip them\nto swim faster. A Great Fairy has increased\ntheir defense to the maximum level.
Armor_063_Lower_Name	Zora Greaves
Armor_063_Lower_Desc	These greaves have been passed down\namong the Zora for generations. Equip\nthem to swim faster. A Great Fairy has\nincreased their defense by three levels.
Armor_062_Lower_Name	Zora Greaves
Armor_062_Lower_Desc	These greaves have been passed down\namong the Zora for generations. Equip\nthem to swim faster. A Great Fairy has\nincreased their defense by two levels.
Armor_007_Lower_Name	Zora Greaves
Armor_007_Lower_Desc	These greaves have been passed down\namong the Zora for generations. Equip\nthem to swim faster. A Great Fairy has\nincreased their defense by one level.
Armor_006_Lower_Name	Zora Greaves
Armor_006_Lower_Desc	These greaves have been passed down\namong the Zora for generations. It's been\nsaid they're crafted using dragon scales.\nEquip them to swim faster.
Armor_079_Lower_Name	Stealth Tights
Armor_079_Lower_Desc	Tights crafted by the Sheikah, laced with\nancient technology that suppresses the\nnoisy rustling of clothes. A Great Fairy has\nraised their defense to its maximum level.
Armor_078_Lower_Name	Stealth Tights
Armor_078_Lower_Desc	Tights crafted by the Sheikah, laced with\nancient technology that suppresses the\nnoisy rustling of clothes. A Great Fairy has\nincreased their defense by three levels.
Armor_077_Lower_Name	Stealth Tights
Armor_077_Lower_Desc	Tights crafted by the Sheikah, laced with\nancient technology that suppresses the\nnoisy rustling of clothes. A Great Fairy has\nincreased their defense by two levels.
Armor_042_Lower_Name	Stealth Tights
Armor_042_Lower_Desc	Tights crafted by the Sheikah, laced with\nancient technology that suppresses the\nnoisy rustling of clothes. A Great Fairy\nhas increased their defense by one level.
Armor_012_Lower_Name	Stealth Tights
Armor_012_Lower_Desc	Members of the Sheikah tribe wear these\ntights when they need to move stealthily.\nThey're made from noise-suppressing cloth,\na hallmark of ancient Sheikah technology.
Armor_086_Lower_Name	Climbing Boots
Armor_086_Lower_Desc	The special no-slip toes of these boots\nmake you a more efficient climber.\nA Great Fairy has increased their defense\nto its maximum level.
Armor_085_Lower_Name	Climbing Boots
Armor_085_Lower_Desc	The special no-slip toes of these boots make\nyou a more efficient climber. A Great Fairy\nhas increased their defense by three levels.
