ActorType\ArmorHead.msbt
Armor_015_Head_Name	海利亚兜帽
Armor_178_Head_Desc	据说是统治黄昏世界，因冷酷无情\n而令人畏惧的僭王所佩戴的头盔。\n这样的珍贵物品并非轻易就能得到。
Armor_179_Head_Name	近卫兵的帽子
Armor_179_Head_Desc	被视为海拉鲁王国近卫兵正装的帽子。\n比看上去的还要轻，不会妨碍佩戴者活动。\n这样的珍品并非轻易就能得到。
Armor_180_Head_Name	幻影盖侬头盔
Armor_180_Head_Desc	据说是以前大魔王以自己为原型\n制造出来的恶灵所戴的令人害怕的头盔。\n这样的珍贵物品并非轻易就能得到。
Armor_189_Head_Name	神兽兵装·露塔
Armor_189_Head_Desc	赋予神兽瓦·露塔操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_188_Head_Name	神兽兵装·露塔
Armor_188_Head_Desc	赋予神兽瓦·露塔操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高3级。
Armor_187_Head_Name	神兽兵装·露塔
Armor_187_Head_Desc	赋予神兽瓦·露塔操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高2级。
Armor_186_Head_Name	神兽兵装·露塔
Armor_186_Head_Desc	赋予神兽瓦·露塔操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高1级。
Armor_181_Head_Name	神兽兵装·露塔
Armor_181_Head_Desc	赋予被认可是神兽瓦·露塔操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。
Armor_193_Head_Name	神兽兵装·梅德
Armor_193_Head_Desc	赋予神兽瓦·梅德操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_192_Head_Name	神兽兵装·梅德
Armor_192_Head_Desc	赋予神兽瓦·梅德操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高3级。
Armor_191_Head_Name	神兽兵装·梅德
Armor_191_Head_Desc	赋予神兽瓦·梅德操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高2级。
Armor_190_Head_Name	神兽兵装·梅德
Armor_190_Head_Desc	赋予神兽瓦·梅德操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高1级。
Armor_182_Head_Name	神兽兵装·梅德
Armor_182_Head_Desc	赋予被认可是神兽瓦·梅德操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。
Armor_197_Head_Name	神兽兵装·鲁达尼亚
Armor_197_Head_Desc	赋予神兽瓦·鲁达尼亚操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_196_Head_Name	神兽兵装·鲁达尼亚
Armor_196_Head_Desc	赋予神兽瓦·鲁达尼亚操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高3级。
Armor_195_Head_Name	神兽兵装·鲁达尼亚
Armor_195_Head_Desc	赋予神兽瓦·鲁达尼亚操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高2级。
Armor_194_Head_Name	神兽兵装·鲁达尼亚
Armor_194_Head_Desc	赋予神兽瓦·鲁达尼亚操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高1级。
Armor_183_Head_Name	神兽兵装·鲁达尼亚
Armor_183_Head_Desc	赋予被认可是神兽瓦·鲁达尼亚操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。
Armor_169_Head_Name	神兽兵装·娜波力斯
Armor_169_Head_Desc	赋予神兽瓦·娜波力斯操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_168_Head_Name	神兽兵装·娜波力斯
Armor_168_Head_Desc	赋予神兽瓦·娜波力斯操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高3级。
Armor_199_Head_Name	神兽兵装·娜波力斯
Armor_199_Head_Desc	赋予神兽瓦·娜波力斯操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高2级。
Armor_198_Head_Name	神兽兵装·娜波力斯
Armor_198_Head_Desc	赋予神兽瓦·娜波力斯操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。\n通过大精灵的力量，能使防御力提高1级。
Armor_184_Head_Name	神兽兵装·娜波力斯
Armor_184_Head_Desc	赋予被认可是神兽瓦·娜波力斯操纵者的头盔。\n它具有能进一步提高操纵者能力的功能。
Armor_185_Head_Name	打捞员头盔
Armor_185_Head_Desc	《联动：异度神剑２》\n以收集沉入云海的宝物为生的少年所必备的物品。\n这样的珍贵物品并非轻易就能得到。
ActorType\ArmorLower.msbt
Armor_043_Lower_Name	老旧的裤子
Armor_043_Lower_Desc	到处都有磨损的裤子。\n虽然是穿旧的，但质地很舒服。\n不过裤腿有点短。
Armor_015_Lower_Name	海利亚裤子
Armor_015_Lower_Desc	在海拉鲁深受人们喜爱的普通裤子。\n用柔软的布料制成，非常舒服。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_004_Lower_Name	海利亚裤子
Armor_004_Lower_Desc	在海拉鲁深受人们喜爱的普通裤子。\n用柔软的布料制成，非常舒服。\n通过大精灵的力量，能使防御力提高3级。
Armor_003_Lower_Name	海利亚裤子
Armor_003_Lower_Desc	在海拉鲁深受人们喜爱的普通裤子。\n用柔软的布料制成，非常舒服。\n通过大精灵的力量，能使防御力提高2级。
Armor_002_Lower_Name	海利亚裤子
Armor_002_Lower_Desc	在海拉鲁深受人们喜爱的普通裤子。\n用柔软的布料制成，非常舒服。\n通过大精灵的力量，能使防御力提高1级。
Armor_001_Lower_Name	海利亚裤子
Armor_001_Lower_Desc	在海拉鲁深受人们喜爱的普通裤子。\n用柔软的布料制成，非常舒服。\n而且做工结实，作为旅行装束也很受欢迎。
Armor_098_Lower_Name	海利亚士兵护胫
Armor_098_Lower_Desc	海利亚士兵装备的护胫。\n由坚固的金属加工而成，高防御力是其特点。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_097_Lower_Name	海利亚士兵护胫
Armor_097_Lower_Desc	海利亚士兵装备的护胫。\n由坚固的金属加工而成，高防御力是其特点。\n通过大精灵的力量，能使防御力提高3级。
Armor_096_Lower_Name	海利亚士兵护胫
Armor_096_Lower_Desc	海利亚士兵装备的护胫。\n由坚固的金属加工而成，高防御力是其特点。\n通过大精灵的力量，能使防御力提高2级。
Armor_095_Lower_Name	海利亚士兵护胫
Armor_095_Lower_Desc	海利亚士兵装备的护胫。\n由坚固的金属加工而成，高防御力是其特点。\n通过大精灵的力量，能使防御力提高1级。
Armor_020_Lower_Name	海利亚士兵护胫
Armor_020_Lower_Desc	海利亚士兵装备的护胫。\n由坚固的金属加工而成，高防御力是其特点。\n因为有一定的重量，所以装备它奔跑需要习惯下。
Armor_073_Lower_Name	利特的羽绒裤
Armor_073_Lower_Desc	用利特族换下来的羽毛制成的裤子。\n内层布料装有羽毛，保暖性强。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_072_Lower_Name	利特的羽绒裤
Armor_072_Lower_Desc	用利特族换下来的羽毛制成的裤子。\n内层布料装有羽毛，保暖性强。\n通过大精灵的力量，能使防御力提高3级。
Armor_071_Lower_Name	利特的羽绒裤
Armor_071_Lower_Desc	用利特族换下来的羽毛制成的裤子。\n内层布料装有羽毛，保暖性强。\n通过大精灵的力量，能使防御力提高2级。
Armor_036_Lower_Name	利特的羽绒裤
Armor_036_Lower_Desc	用利特族换下来的羽毛制成的裤子。\n内层布料装有羽毛，保暖性强。\n通过大精灵的力量，能使防御力提高1级。
Armor_009_Lower_Name	利特的羽绒裤
Armor_009_Lower_Desc	用利特族换下来的羽毛制成的裤子。\n内层布料装有羽毛，保暖性强。\n在利特村是面向海利亚人出售的。
Armor_067_Lower_Name	热沙裤子
Armor_067_Lower_Desc	在格鲁德秘密俱乐部里售卖的男性用裤子。\n因蓝宝石的加护，会发挥耐热效果。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_066_Lower_Name	热沙裤子
Armor_066_Lower_Desc	在格鲁德秘密俱乐部里售卖的男性用裤子。\n因蓝宝石的加护，会发挥耐热效果。\n通过大精灵的力量，能使防御力提高3级。
Armor_065_Lower_Name	热沙裤子
Armor_065_Lower_Desc	在格鲁德秘密俱乐部里售卖的男性用裤子。\n因蓝宝石的加护，会发挥耐热效果。\n通过大精灵的力量，能使防御力提高2级。
Armor_040_Lower_Name	热沙裤子
Armor_040_Lower_Desc	在格鲁德秘密俱乐部里售卖的男性用裤子。\n因蓝宝石的加护，会发挥耐热效果。\n通过大精灵的力量，能使防御力提高1级。
Armor_008_Lower_Name	热沙裤子
Armor_008_Lower_Desc	在格鲁德秘密俱乐部里偷偷售卖的男性用裤子。\n使用的是蕴含冰之力量的蓝宝石，\n因其加护，会发挥耐热效果。
Armor_053_Lower_Name	淑女裤子
Armor_053_Lower_Desc	格鲁德族女性所穿的裤子。\n裤长有些短，设计着重于方便活动。\n是格鲁德普通传统工艺下的时尚精品。
Armor_106_Lower_Name	橡胶紧身裤
Armor_106_Lower_Desc	具有耐电性能的珍贵紧身裤。\n由使用了古代技术的橡胶这种材料制作而成。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_105_Lower_Name	橡胶紧身裤
Armor_105_Lower_Desc	具有耐电性能的珍贵紧身裤。\n由使用了古代技术的橡胶这种材料制作而成。\n通过大精灵的力量，能使防御力提高3级。
Armor_104_Lower_Name	橡胶紧身裤
Armor_104_Lower_Desc	具有耐电性能的珍贵紧身裤。\n由使用了古代技术的橡胶这种材料制作而成。\n通过大精灵的力量，能使防御力提高2级。
Armor_103_Lower_Name	橡胶紧身裤
Armor_103_Lower_Desc	具有耐电性能的珍贵紧身裤。\n由使用了古代技术的橡胶这种材料制作而成。\n通过大精灵的力量，能使防御力提高1级。
Armor_046_Lower_Name	橡胶紧身裤
Armor_046_Lower_Desc	具有耐电性能的珍贵紧身裤。\n由使用了古代技术的橡胶这种\n材料制作而成，在现代则制作不了。
Armor_076_Lower_Name	耐火石鞋
Armor_076_Lower_Desc	鼓隆族的工匠面向海利亚人打造的鞋。\n使用不可燃材料制作而成，具有耐火性能。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_075_Lower_Name	耐火石鞋
Armor_075_Lower_Desc	鼓隆族的工匠面向海利亚人打造的鞋。\n使用不可燃材料制作而成，具有耐火性能。\n通过大精灵的力量，能使防御力提高3级。
Armor_074_Lower_Name	耐火石鞋
Armor_074_Lower_Desc	鼓隆族的工匠面向海利亚人打造的鞋。\n使用不可燃材料制作而成，具有耐火性能。\n通过大精灵的力量，能使防御力提高2级。
Armor_037_Lower_Name	耐火石鞋
Armor_037_Lower_Desc	鼓隆族的工匠面向海利亚人打造的鞋。\n使用不可燃材料制作而成，具有耐火性能。\n通过大精灵的力量，能使防御力提高1级。
Armor_011_Lower_Name	耐火石鞋
Armor_011_Lower_Desc	鼓隆族的工匠专为拜访鼓隆城的\n海利亚人所打造的鞋。使用以石头为主的\n不可燃材料制作而成，具有耐火性能。
Armor_064_Lower_Name	卓拉护胫
Armor_064_Lower_Desc	卓拉族代代相传的护胫。\n装备后，能发挥加快游泳速度的效果。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_063_Lower_Name	卓拉护胫
Armor_063_Lower_Desc	卓拉族代代相传的护胫。\n装备后，能发挥加快游泳速度的效果。\n通过大精灵的力量，能使防御力提高3级。
Armor_062_Lower_Name	卓拉护胫
Armor_062_Lower_Desc	卓拉族代代相传的护胫。\n装备后，能发挥加快游泳速度的效果。\n通过大精灵的力量，能使防御力提高2级。
Armor_007_Lower_Name	卓拉护胫
Armor_007_Lower_Desc	卓拉族代代相传的护胫。\n装备后，能发挥加快游泳速度的效果。\n通过大精灵的力量，能使防御力提高1级。
Armor_006_Lower_Name	卓拉护胫
Armor_006_Lower_Desc	卓拉族代代相传的护胫。\n据说是拿龙鳞当作材料使用。\n装备后，能发挥加快游泳速度的效果。
Armor_079_Lower_Name	潜行紧身裤
Armor_079_Lower_Desc	使用古代技术的布料制成的紧身裤，\n能够尽量抑制衣服摩擦的声音。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_078_Lower_Name	潜行紧身裤
Armor_078_Lower_Desc	使用古代技术的布料制成的紧身裤，\n能够尽量抑制衣服摩擦的声音。\n通过大精灵的力量，能使防御力提高3级。
Armor_077_Lower_Name	潜行紧身裤
Armor_077_Lower_Desc	使用古代技术的布料制成的紧身裤，\n能够尽量抑制衣服摩擦的声音。\n通过大精灵的力量，能使防御力提高2级。
Armor_042_Lower_Name	潜行紧身裤
Armor_042_Lower_Desc	使用古代技术的布料制成的紧身裤，\n能够尽量抑制衣服摩擦的声音。\n通过大精灵的力量，能使防御力提高1级。
Armor_012_Lower_Name	潜行紧身裤
Armor_012_Lower_Desc	希卡族隐秘行动时使用的紧身裤。\n由使用古代技术的布料制作而成，\n能够尽量抑制衣服摩擦的声音。
Armor_086_Lower_Name	攀登鞋
Armor_086_Lower_Desc	采用古代技术所使用的材料制成的\n具有防滑性佳，且能快速登崖的鞋子。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_085_Lower_Name	攀登鞋
Armor_085_Lower_Desc	采用古代技术所使用的材料制成的\n具有防滑性佳，且能快速登崖的鞋子。\n通过大精灵的力量，能使防御力提高3级。
Armor_084_Lower_Name	攀登鞋
Armor_084_Lower_Desc	采用古代技术所使用的材料制成的\n具有防滑性佳，且能快速登崖的鞋子。\n通过大精灵的力量，能使防御力提高2级。
Armor_083_Lower_Name	攀登鞋
Armor_083_Lower_Desc	采用古代技术所使用的材料制成的\n具有防滑性佳，且能快速登崖的鞋子。\n通过大精灵的力量，能使防御力提高1级。
Armor_014_Lower_Name	攀登鞋
Armor_014_Lower_Desc	采用古代技术制成的登墙用的鞋子。\n使用了防滑性佳的材料，可以牢牢\n抓住墙面，并能够快速登崖。
Armor_114_Lower_Name	蛮族短裤
Armor_114_Lower_Desc	战斗部族的短裤，穿着者因上面的特殊花纹，\n会激发斗志，增加攻击力。\n通过大精灵的力量，能使防御力提高到最高等级。
Armor_113_Lower_Name	蛮族短裤
Armor_113_Lower_Desc	战斗部族的短裤，穿着者因上面的特殊花纹，\n会激发斗志，增加攻击力。\n通过大精灵的力量，能使防御力提高3级。
