AbilityList.msbt
$TownAbilityListAttackText	攻擊力
FullThemeSongLocalLyric	STRANGE HORIZON. READY TO GO.{[0004]}FEAST YOUR EYES ON A NEW WORLD!{[0004]}A NEW DREAMLAND. A PLACE WHERE YOU'LL LAUGH AND SMILE.{[0004]}ALONG THE WAY, STUFF YOUR BELLY AND NAP AWHILE.{[0004]}NO ONE CAN HOLD YOU BACK. NEW FIELDS FULL OF MYSTERY.{[0004]}THE SKY'S OPENED UP, AND THERE'S SO MUCH TO SEE.{[0004]}RUNNING WILD!{[0004]}JUST LET YOUR HEART TAKE THE WHEEL AND SHOW YOU THE WAY.{[0004]}FRESH SPRING BREEZE!{[0004]}ADVENTURE IS AWAITING YOU IN THE FIELDS OF A NEW WORLD!{[0004]}STRANGE EMOTION. WHAT DO YOU FEEL?{[0004]}THE ROARING OCEAN OF A NEW WORLD!{[0004]}DON'T BE AFRAID. FACE YOUR FEARS#YOU'LL HUNGER FOR MORE.{[0004]}THE TENSION BUILDS; PLUNGE AHEAD ON THIS THRILLING TOUR.{[0004]}THINK OF THE FRIENDS YOU'VE MADE, ALL OF THEM LIVING FREE.{[0004]}THEIR CARES HAVE BEEN WASHED AWAY BY A WILD SEA.{[0004]}LAUGHING LOUD!{[0004]}EVEN IF YOU'RE FAR APART, THEY'RE RIGHT BY YOUR SIDE.{[0004]}HEARTS FULL OF LOVE!{[0004]}EVERYONE IS WELCOME TO LIVE IN THIS NEW WORLD.{[0004]}RUNNING WILD!{[0004]}JUST LET YOUR HEART TAKE THE WHEEL AND SHOW YOU THE WAY.{[0004]}FRESH SPRING BREEZE!{[0004]}ADVENTURE IS AWAITING YOU IN THE FIELDS OF A#{[0004]}OPEN HEARTS ALREADY FLUTTERING FREE AND RIDING THE BREEZE.{[0004]}NOTHING BUT LOVE TO SHARE WITH EVERYONE WE KNOW. WHOA!{[0004]}NEW WORLD{[0004]}NEW WORLD{[0004]}NEW WORLD{[0004]}
EventMovieEnding	卡比，這裡……\n是波普之星嗎！？{[0004]}這、這樣下去，一切都會被吞噬殆盡的……！{[0004]}我會用我所有的力量……{[0004]}關閉世界之間的……聯繫！{[0004]}卡比，這段時間……{[0004]}謝謝你的……照顧……{[0004]}
Cmn.msbt
$HeroPanelRevivalText	復活
$CameraResetText	重置視角
$Back	返回
$CmnSkipText	跳過
$New	NEW!
$BestScore	BEST
$TextMission	任務
$StandardModeClearText	{size[6400]}{color[ff4d2fff]}狂野模式{color[000000ff]}{size[6400]}過關！
$PointStarPenaltySign	-
$ClosingBracket	)
$OpeningBracket	(
$Slash	/
CstageTitle	寶藏之路
$StageStartCstageBestTime	最佳過關時間
$StageStartCstageDifficult	難易度
$StageStartCstageTargetTime	目標時間
SoulScore	獅王的靈魂
SoulScoreUnreveale	？？？
$EstoryCountSlash	/
TimeDisplayCsecPunctuation	.
TimeDisplaySecPunctuation	:
TimeDisplayCsecPunctuation_Cstage	.
TimeDisplaySecPunctuation_Cstage	:
TimeDisplayCsecPunctuation_Mgame	.
TimeDisplaySecPunctuation_Mgame	:
TimeDisplayCsecPunctuation_MgameBest	.
TimeDisplaySecPunctuation_MgameBest	:
TimeDisplayCsecPunctuation_ArenaRank	.
TimeDisplaySecPunctuation_ArenaRank	:
TimeDisplayCsecPunctuation_ArenaTimer	.
TimeDisplaySecPunctuation_ArenaTimer	:
TimeDisplayEmpty	--
TimeDisplayEmptyHour	-
TimeDisplayEmpty_CstageBestTime	--
DestInfo_ToLv0	前往初始之地
DestInfo_ToWmap	前往世界地圖
DestInfo_ToEstory	前往絕島空間
$ToWmapNew	NEW!
DestInfo_Retry	重試
$CmnVolShadowText	Vol.
$CmnVolText	Vol.
$CmnDifficultySelectTitle	請選擇難易度
$CmnDifficultySelectCasual	春風\n模式
$CmnDifficultySelectStandard	狂野\n模式
DifficultySelectExplanationCasual	與往常一樣能夠輕鬆遊玩的星之卡比。\n{color[ff4d2fff]}體力較多{color[000000ff]}，適合不擅長動作遊戲的玩家。
DifficultySelectExplanationStandard	稍微狂野又有挑戰性的星之卡比。\n{color[ff4d2fff]}還能獲得許多{color[000000ff]}{[0100|8000]}硬幣星，{color[ff4d2fff]}十分推薦遊玩{color[000000ff]}！
$DifficultySelectExplanationSub	※之後也可以進行更改
$Explanation	說明
StrengthenedCopyAbilityName	{[0309|0000]}{[0108|0100]}{[0301|0000]}
KiloSeparator	,
KiloSeparator_MgameFish	,
DecimalPoint	.
MaxStrengthenedCopyAbilityName	{[0309|0000]}{[0108|0100]}{[010a|0300]}
Credit.msbt
EndTextNormal	To be continued...
EndTextEstory	THE END
Staff	Staff
GeneralDirector	GENERAL DIRECTOR
GeneralDirector_00	SHINYA KUMAZAKI
Director	DIRECTOR
Director_00	TATSUYA KAMIYAMA
LevelDesignDirector	LEVEL DESIGN DIRECTOR
LevelDesignDirector_00	YUKI ENDO
GameDesigners	GAME DESIGNERS
GameDesigners_00	YUYA KOZUKA
GameDesigners_01	KOSUKE YAMAZAKI
GameDesigners_02	RYOSUKE SAKAMOTO
GameDesigners_03	TAKU KOINUMA
GameDesigners_04	MARI UEDA
GameDesigners_05	HIROKI MORIGUCHI
GameDesigners_06	MARI TAKAHARA
GameDesigners_07	YUKI TAKAHARA
GameDesigners_08	SHOTA YAMADA
GameDesigners_09	AKIRA OONO
GameDesigners_10	KEITA TANIFUJI
GameDesigners_11	YUTAKA WATANABE
GameDesigners_12	RYOTA YAMANAKA
TechnicalDirector	TECHNICAL DIRECTOR
TechnicalDirector_00	YUDAI HIRATA
LeadTechnicalProgrammer	LEAD TECHNICAL PROGRAMMER
LeadTechnicalProgrammer_00	HIROAKI NAKANO
LeadActionProgrammer	LEAD ACTION PROGRAMMER
LeadActionProgrammer_00	KATSUYOSHI SUMITOMO
LeadCharacterProgrammer	LEAD CHARACTER PROGRAMMER
LeadCharacterProgrammer_00	TAKASHI NOZUE
LeadRenderingProgrammer	LEAD RENDERING PROGRAMMER
LeadRenderingProgrammer_00	MUNEMASA KIMURA
ProceduralFieldProgrammer	PROCEDURAL FIELD PROGRAMMER
ProceduralFieldProgrammer_00	AYUMU KATO
Programmers	PROGRAMMERS
Programmers_00	RUI UCHIDA
Programmers_01	TOMOHIRO KAMOCHI
Programmers_02	YU ARIMATSU
Programmers_03	TAKASHI NEMOTO
Programmers_04	YUSHI UCHIDA
Programmers_05	KAZUHIRO MIZUSAWA
Programmers_06	TAKAAKI KAWAHARA
Programmers_07	KOJI ISHII
Programmers_08	HAJIME IMAIZUMI
Programmers_09	YUTARO FUJIMURA
Programmers_10	KAKUYA MAEKUBO
Programmers_11	MASAHIRO NAKAJIMA
Programmers_12	TATSUYA BEPPU
Programmers_13	SATORU NAKANISHI
Programmers_14	NAOYA TAKI
Programmers_15	SHO TAJIMA
Programmers_16	AKIHIRO YAMASHITA
Programmers_17	KOUJI KIKKAWA
Programmers_18	SATOSHI OHTAKE
ArtDirector	ART DIRECTOR
ArtDirector_00	RIKI FUHRMANN
LeadCharacterArtist	LEAD CHARACTER ARTIST
LeadCharacterArtist_00	KENICHIRO KITA
CharacterArtists	CHARACTER ARTISTS
CharacterArtists_00	KENICHI SAKUMA
CharacterArtists_01	HITOSHI KIKKAWA
CharacterArtists_02	TSUKASA KIRINOE
CharacterArtists_03	MAMIKO SATO
CharacterArtists_04	KENTA MIYAMOTO
CharacterArtists_05	KAIJIRO KOJIMA
CharacterArtists_06	FUMIYASU KATO
CharacterArtists_07	FUMIAKI MIYAUCHI
CharacterArtists_08	AMI ISHIKAWA
CharacterArtists_09	YUKIKO TAGAWA
CharacterArtists_10	SAYAKA YANAGA
LeadFieldArtist	LEAD FIELD ARTIST
LeadFieldArtist_00	DAISUKE MORISHITA
FieldArtists	FIELD ARTISTS
FieldArtists_00	YUKI HONDA
FieldArtists_01	TADASHI HASHIKURA
FieldArtists_02	SAORI ONO
FieldArtists_03	YUKI YOSHIOKA
FieldArtists_04	SANAE MATSUO
FieldArtists_05	NATSUKI TSUJI
FieldArtists_06	AYAKO SOUMA
FieldArtists_07	TOMOKA OGURA
FieldArtists_08	YUSUKE ISHIKAWA
FieldArtists_09	KENSUKE FUKUMARU
FieldArtists_10	SHINGO KABAYA
FieldArtists_11	SUNAO KASHIWANO
FieldArtists_12	YOSHIKA KITAMI
FieldArtists_13	SHOHEI TAKEHARA
FieldArtists_14	TAKASHI SAITO
FieldArtists_15	WILLIAM OKUDA
LeadEnvironmentArtist	LEAD ENVIRONMENT ARTIST
LeadEnvironmentArtist_00	AKIHIRO KANNO
LeadProceduralFieldArtist	LEAD PROCEDURAL FIELD ARTIST
LeadProceduralFieldArtist_00	NATSUMI MURAKI
LeadUiArtists	LEAD UI ARTISTS
LeadUiArtists_00	SHIGEYUKI KAWATA
LeadUiArtists_01	HARUKA ITOH
UiArtists	UI ARTISTS
UiArtists_00	MASASHI FUJIURA
UiArtists_01	NAHO YOSHIZAWA
UiArtists_02	CHIHIRO SAKAIDA
UiArtists_03	ASAMI NAKATA
Movie	MOVIE
Movie_00	D.A.G Inc.
Movie_01	KATSUMI NIHOMMATSU
Movie_02	HISANORI MATSUSHIMA
Movie_03	AKIKO SASAOKA
Movie_04	HIROYUKI KOJIMA
Movie_05	YOSUKE TANABE
Movie_06	NARUYA TSUNODA
Movie_07	SAYOKO YAMADA
Movie_08	AKIRA GOTO
Movie_09	KASUMI SAKA
Movie_10	AYAKA MATSUMOTO
Movie_11	TOMOHIRO KIKUCHI
Movie_12	RIKI KANEDA
Movie_13	MASAYA HOMMA
Movie_14	YUKIHISA WADA
Movie_15	EMI NAGO
Movie_16	MISATO NAKAJIMA
Movie_17	YUGO SAKAI
Movie_18	AKIRA NINAGAWA
Movie_19	KAORUKO KITAICHI
LeadSound	LEAD SOUND
LeadSound_00	YUUTA OGASAWARA
LeadMusic	LEAD MUSIC
LeadMusic_00	HIROKAZU ANDO
Sound	SOUND
Sound_00	JUN ISHIKAWA
Sound_01	YUKI SHIMOOKA
Voice	VOICE
Voice_00	MAKIKO OHMOTO
Voice_01	KURUMI MAMIYA
Voice_03	KENTA MIYAKE
Voice_05	MINAMI TAKAYAMA
Voice_07	KAY CAL
Voice_08	CRISTINA LUCÍA JÁUREGUI
Voice_09	FANNIE SENÉCAL
Voice_10	CLÉMENCE DIERYCK
Voice_11	STEFANIA MONTAGNESE
Voice_12	NINA RAU
Voice_13	ELIZABETH SÁNCHEZ LEÓN
Voice_14	SASKIA DOORSCHODT
Voice_15	BONA KIM
FratFrameworkProgrammers	FRAT FRAMEWORK PROGRAMMERS
FratFrameworkProgrammers_00	TOMOKAZU TSURUOKA
FratFrameworkProgrammers_01	SHINYA WATANABE
FratFrameworkProgrammers_02	RYOICHIRO ATONO
FratFrameworkProgrammers_03	SHINICHI KAWAJI
FratFrameworkProgrammers_04	TETSUYA NOGE
FratFrameworkProgrammers_05	TATSUYA MURASE
FratFrameworkProgrammers_06	SHUN YASAKA
FratFrameworkProgrammers_07	KAZUYA SUETSUGU
FratFrameworkProgrammers_08	MASATAKA SESHIMO
FratFrameworkProgrammers_09	TAKASHI MATSUDA
FratFrameworkProgrammers_10	YUYA SUZUKI
NetworkProgrammer	NETWORK PROGRAMMER
NetworkProgrammer_00	HIROSHI OHNISHI
TechnicalSupport	TECHNICAL SUPPORT
TechnicalSupport_00	YOUSUKE FUKUNAGA
TechnicalSupport_01	KAZUYA KONISHI
TechnicalSupport_02	MASAYUKI NAGATA
TechnicalSupport_03	JUNICHI AOYAGI
TechnicalSupport_04	TAKAAKI KAZUNO
TechnicalSupport_05	TAKAYUKI SUGANO
TechnicalSupport_06	YUYA NATSUMI
TechnicalSupport_07	AKIO HANYU
TechnicalSupport_08	TATSUHIRO TANOUE
TechnicalSupport_09	TAKESHI MINAGAWA
TechnicalSupport_10	SHOTARO IWANAGA
TeamSupport	TEAM SUPPORT
TeamSupport_00	YOSHIMI TAKAHASHI
TeamSupport_01	KATSUHIRO SAKODA
TeamSupport_02	SHIGERU HIRAYAMA
Artwork	ARTWORK
Artwork_00	YUTO IBARAKI
Artwork_01	TOMOMI OZAKI
Artwork_02	MAI SAKAMOTO
Artwork_03	EMI IMAMURA
Artwork_04	RIEKO KAWAHARA
Testing	TESTING
Testing_00	MASARU KOBAYASHI
Testing_01	TAKESHI TAMURA
Testing_02	AKIKO OHASHI
Testing_03	AIHO KUBO
Testing_04	ERINA TANAKA
Testing_05	HAL DEBUG TEAM
Testing_06	Mario Club Co., Ltd.
Testing_07	DIGITAL HEARTS Co., Ltd.
LocalizationManagement	LOCALIZATION MANAGEMENT
LocalizationManagement_00	SEIJI OTOGURO
Localization	LOCALIZATION
Localization_00	SHIGERU HASHIGUCHI
Localization_01	KENICHI MASUDA
NoaLocalizationManagement	NOA LOCALIZATION MANAGEMENT
NoaLocalizationManagement_00	REIKO NINOMIYA
NoaLocalizationManagement_01	RICH AMTOWER
NoaLocalizationManagement_02	TIM O'LEARY
NoaLocalizationManagement_03	SCOT RITCHEY
NoaLocalizationManagement_04	MORGAN RITCHIE
NoaLocalizationManagement_05	THADDÉE WISEUR
NoaLocalizationManagement_06	ÁLEX ZARZA
NoaLocalization	NOA LOCALIZATION
NoaLocalization_00	LAUREN AMMERMAN
NoaLocalization_01	GAB BERGOLLO DROUYN
NoaLocalization_02	BILLY CARROLL
NoaLocalization_03	YANETT CEPEDA VALOR
NoaLocalization_04	ROSA COGLEY
NoaLocalization_05	MARJOLAINE DROUIN
NoaLocalization_06	RAYMOND ELLIGET
NoaLocalization_07	LARA GIBRAN
NoaLocalization_08	PALOMA HERNANDEZ
NoaLocalization_09	BRANDON KRAEMER
NoaLocalization_10	JOSÉE LEBEAU-BÉDARD
NoaLocalization_11	YORIKO MARUSICH
NoaLocalization_12	CÉSAR PÉREZ
NoaLocalization_13	TARYN ZIEGLER
NoaProductTesting	NOA PRODUCT TESTING
NoaProductTesting_00	ED RIDGEWAY
NoaProductTesting_01	MANNA YAMASAKI
NoaProductTesting_02	MAIRO SMALL
NoaProductTesting_03	EVAN WRIGHT
NoaProductTesting_04	CRAIG SO
NoaProductTesting_05	RILEY SCOTT
NoaProductTesting_06	DYLAN RONDEAU
NoeLocalisationProducers	NOE LOCALISATION PRODUCERS
NoeLocalisationProducers_00	LIAM HIGGINS
NoeLocalisationProducers_01	HEDINN HARALDSSON
NoeTranslationCoordination	NOE TRANSLATION COORDINATION
NoeTranslationCoordination_00	PIERRE SANCHEZ
NoeTranslation	NOE TRANSLATION
NoeTranslation_00	PATRICK JOYCE
NoeTranslation_01	GURVAN LE GUEN
NoeTranslation_02	CLÉMENCE DIERYCK
NoeTranslation_03	BARBARA PISANI
NoeTranslation_04	ANNA TARANTINI
NoeTranslation_05	SEBASTIAN BRÜCK
NoeTranslation_06	SASCHA WEINARD
NoeTranslation_07	ALEXANDER VAN DE BERGH
NoeTranslation_08	AINHOA BERNAD HURTADO
NoeTranslation_09	PATRICK KOUDSTAAL
NoeTranslation_10	JÓNATAN MARCOS MILLÁN
NoeTranslation_11	THOMAS DEN HAAN
NoeTranslation_12	VINCENT MEIJER
NoeQaCoordination	NOE QA COORDINATION
NoeQaCoordination_00	J. IGNACIO LEÓN LÓPEZ
NoeQualityAssurance	NOE QUALITY ASSURANCE
NoeQualityAssurance_00	DAMIEN BRICHARD
NoeQualityAssurance_01	MATTHIEU LAMOUROUX
NoeQualityAssurance_02	PASQUALE GIANLUCA MICELI
NoeQualityAssurance_03	LUTZ OHL
NoeQualityAssurance_04	CHRISTINA STOFFEL
NoeQualityAssurance_05	JESSICA SÁNCHEZ HERRERA
NoeQualityAssurance_06	SANDRA DÍAZ CABRAL
NoeQualityAssurance_07	JOACHIM LUST
NoeQualityAssurance_08	BRIAN DEVITS
NoeVoiceCoordination	NOE VOICE COORDINATION
NoeVoiceCoordination_00	KEVIN MURRAY
NokLocalizationManagement	NOK LOCALIZATION MANAGEMENT
NokLocalizationManagement_00	DONGYEON KIM
NokTranslation	NOK TRANSLATION
NokTranslation_00	JIHYUEN YOO
NokQualityAssurance	NOK QUALITY ASSURANCE
NokQualityAssurance_00	KIUNG SEOUNG
NokQualityAssurance_01	PTW Korea Co., Ltd.
NokArtwork	NOK ARTWORK
NokArtwork_00	SUZY DO
NhlLocalizationCoordination	NHL LOCALIZATION COORDINATION
NhlLocalizationCoordination_00	WANG ZHONG LONG
NhlTranslation	NHL TRANSLATION
NhlTranslation_00	SEAN SHEN
NhlTranslation_01	TRACY CHENG
NhlTranslation_02	PTW (Singapore) Pte. Ltd., Taiwan Branch
NhlQualityAssurance	NHL QUALITY ASSURANCE
NhlQualityAssurance_00	PTW (Singapore) Pte. Ltd., Taiwan Branch
NhlArtwork	NHL ARTWORK
NhlArtwork_00	MIKE KAN
IqueLocalizationCoordination	iQue LOCALIZATION COORDINATION
IqueLocalizationCoordination_00	QIU XIAOCHUN
IqueTranslation	iQue TRANSLATION
IqueTranslation_00	PTW Shanghai Co., Ltd.
IqueQualityAssurance	iQue QUALITY ASSURANCE
IqueQualityAssurance_00	YAN GANG
IqueQualityAssurance_01	PTW Shanghai Co., Ltd.
MainThemeSong	MAIN THEME SONG
MainThemeSong_00	『WELCOME TO THE NEW WORLD！』
MainThemeSong_01	NEICHEL
MainThemeSong_01_Sub	SONG
MainThemeSong_02	SHINYA KUMAZAKI
MainThemeSong_02_Sub	LYRICS
MainThemeSong_03	TADASHI IKEGAMI
MainThemeSong_03_Sub	MUSIC
MainThemeSong_04	TARO NAGATA
MainThemeSong_04_Sub	ARRANGEMENT
MainThemeSong_05	YUUTA OGASAWARA
SpecialThanks	SPECIAL THANKS
SpecialThanks_00	HITOSHI ISHIMURA
SpecialThanks_01	MASAYA MAEJIMA
SpecialThanks_02	HAJIME KOJIMA
SpecialThanks_03	SHIGENOBU KASAI
SpecialThanks_04	MASAYO NAKAGAMI
SpecialThanks_05	ASUKA ODA
SpecialThanks_06	YUMIKO SANO
SpecialThanks_07	TOMOHIRO MINEMURA
SpecialThanks_08	TETSUYA ABE
SpecialThanks_09	HIROSHI SAIGUSA
SpecialThanks_10	JUN TSUDA
SpecialThanks_11	VANPOOL, INC.
SpecialThanks_12	GRDRIVE Inc.
SpecialThanks_13	Good-Feel Co., Ltd.
SpecialThanks_14	TOYRO MUSIC G.K.
Adviser	ADVISER
Adviser_00	NOBUO MATSUMIYA
Coordinator	COORDINATOR
Coordinator_00	KENTA NAKANISHI
ProjectManagement	PROJECT MANAGEMENT
ProjectManagement_00	YOSHIHIRO NAGATA
ProjectManagement_01	AYAKA SENO
ProjectManagement_02	TETSUYA MOCHIZUKI
ProjectManagement_03	ATSUKO YAMASHITA
AssociateProducer	ASSOCIATE PRODUCER
AssociateProducer_00	KEI NINOMIYA
Producers	PRODUCERS
Producers_00	TADASHI KAMITAKE
Producers_01	TOYOKAZU NONAKA
Producers_02	AKIRA KINASHI
GeneralProducers	GENERAL PRODUCERS
GeneralProducers_00	SHIGEFUMI KAWASE
GeneralProducers_01	SHINYA TAKAHASHI
ExecutiveProducer	EXECUTIVE PRODUCER
ExecutiveProducer_00	SHUNTARO FURUKAWA
Copyright	HAL Laboratory, Inc. and Nintendo are\nthe authors of this software for the purpose\nof copyright. All rights reserved.\n©HAL Laboratory, Inc. / Nintendo
Cstage.msbt
$CstageStartSignText	READY
$CstageStartSignGoText	GO!
CstageTimeupText	時間到
CstageGiveupText	體力耗盡
$RestartText	再試一次
$ExitText	離開關卡
$CstageClearText	獲得稀有石
$ClearTimeText	過關時間
$BestTimeText	最佳過關時間
$CstageBastTimeSlash	/
$StageStartCstageTargetTime	目標時間
$BonusCoinText	{[0100|8000]}+50
Dialog.msbt
PageNum	{[0301|0000]}/{[0301|0100]}
CornerBtn_Back	返回
CornerBtn_Close	關閉
Btn_Cancel	退出
Btn_CancelForExit	取消
Text_NewGameConfirm	要使用新檔案開始遊玩嗎？
Text_FileLoadConfirm	要使用檔案{[0301|0000]}繼續遊玩嗎？
Btn_GameStartNew	開始
Btn_GameStart	遊玩
Text_FileConfirmConnectDisallowToAllow	要將檔案{[0301|0000]}的網路連接\n更改為{color[ff4d2fff]}使用{color[000000ff]}嗎？\n\n傳送遊玩資料後，\n即可和全世界的玩家分享遊玩資訊。
Btn_Change	更改
Text_FileChangedConnectAllow	檔案{[0301|0000]}的網路連接\n已更改為{color[ff4d2fff]}使用{color[000000ff]}。\n\n現在已能夠和全世界的玩家\n分享遊玩資訊。{[0004]}還能夠向隨著遊戲進度推進\n而出現的{color[ff4d2fff]}知識淵博瓦豆魯迪{color[000000ff]}\n打聽全世界的遊玩資訊。
Text_FileConfirmConnectAllowToDisallow	檔案{[0301|0000]}的網路連接\n目前正在使用中。\n\n要更改為{color[ff4d2fff]}不使用{color[000000ff]}嗎？
Text_FileChangedConnectDisallow	檔案{[0301|0000]}的網路連接\n已更改為{color[ff4d2fff]}不使用{color[000000ff]}。\n\n之後仍可再次更改為使用。
Text_FileDeleteConfirm1	要刪除{color[ff4d2fff]}檔案{[0301|0000]}{color[000000ff]}的\n所有資料嗎？
Btn_FileDeleteConfirm1_Yes	刪除
Btn_FileDeleteConfirm1_No	不要刪除
Text_FileDeleteConfirm2	真的要刪除囉？
Btn_FileDeleteConfirm2_Yes	真的要刪除
Btn_FileDeleteConfirm2_No	還是不刪除了
Text_FileDeleteConfirm3	資料刪除後就無法復原了！！\n{color[ff4d2fff]}確定不會後悔嗎？{color[000000ff]}
Btn_FileDeleteConfirm3_Yes	不後悔！！！！
Btn_FileDeleteConfirm3_No	不想刪除了……
Text_FileDeleteFinished	已刪除檔案{[0301|0000]}。
Text_KnowledgeConfirmConnectInternet	要使用網路連接嗎？\n\n傳送遊玩資料後，\n即可和全世界的玩家分享遊玩資訊。
Btn_Connect_Yes	使用
Btn_Connect_No	不使用
Text_KnowledgeConnectInternetAppliedNewGame	網路連接已設定\n為{color[ff4d2fff]}使用{color[000000ff]}。\n\n現在已能夠和全世界的玩家\n分享遊玩資訊。{[0004]}還能夠向隨著遊戲進度推進\n而出現的{color[ff4d2fff]}知識淵博瓦豆魯迪{color[000000ff]}\n打聽全世界的遊玩資訊。
Text_KnowledgeConnectInternetApplied	網路連接已設定\n為{color[ff4d2fff]}使用{color[000000ff]}。\n\n現在已能夠和全世界的玩家\n分享遊玩資訊。{[0004]}還能夠向{color[ff4d2fff]}知識淵博瓦豆魯迪{color[000000ff]}\n打聽全世界的遊玩資訊。
Text_KnowledgeHowToChangeSetting	網路連接的使用狀態可以在\n標題畫面的「{color[ff4d2fff]}選擇檔案{color[000000ff]}」更改，\n或是在隨著遊戲進度推進\n而出現的{color[ff4d2fff]}知識淵博瓦豆魯迪{color[000000ff]}處，\n按下{color[ff4d2fff]}{[0402|0200]}{color[000000ff]}由{color[ff4d2fff]}網路設定{color[000000ff]}進行更改。
Text_ChangeDifficulty	要將難易度更改為\n{color[ff4d2fff]}{[0313]}{color[000000ff]}嗎？
Text_ChangeDifficultyInTutorial	要更改難易度嗎？\n\n更改後將自動返回\n目前關卡的起點處。
Text_CannotChangeDifficulty	目前{color[ff4d2fff]}無法更改{color[000000ff]}難易度。\n\n在世界地圖及瓦豆魯迪小鎮\n即可進行更改。
Text_CannotChangeDifficultyAbilityRoom	目前{color[ff4d2fff]}無法更改{color[000000ff]}難易度。\n\n在完成武器店的新手教學後\n即可進行更改。
