AbilityList.msbt
$TownAbilityListAttackText	こうげき{r2[りょく]}力{/r2}
ArenaLive_GameOverLv5_02	{[1b01|00cd]}ゆうしょうまで ほんのわずか！\nあきらめず また ちょうせんしてほしいです！
ArenaLive_GameOverLv5_03	{[1b01|00cd]}さいごの さいごに {r2[きょうてき]}強敵{/r2}が…\nしょうりは {r2[め]}目{/r2}とはなの さきでした！！
ArenaLive_ResultClearFirst_CartelOfMetaKnight	{[1401]}{[1b01|02cd]}なんと、あの メタナイトせん{r2[しゅ]}手{/r2}に しょうり！\nはつゆうしょう おめでとうございますーっ！
ArenaLive_ResultClearFirst_BossBattle	{[1401]}{[1b01|02cd]}はつゆうしょう すばらしいですっ！\nピンクのヒーロー、おめでとうございまーす！
ArenaLive_ResultClearFirst_BossBattleExtra	{[1401]}{[1b01|02cd]}あの{r2[くうかん]}空間{/r2}から ぶじかえってきました…っ\nさすがは ポップスターの {r2[ほし]}星{/r2}のカービィだーっ！！
ArenaLive_ResultClear_01	{[1401]}{[1b01|02cd]}あつい バトルでしたねっ！\nじかいの {r2[たいかい]}大会{/r2}でも きたいしてますよー！
ArenaLive_ResultClear_02	{[1401]}{[1b01|02cd]}あんていした {r2[たたか]}戦{/r2}いでしたねっ！\nあざやかな バトルてんかいでの しょうりでした！
ArenaLive_ResultClear_03	{[1401]}{[1b01|02cd]}なかなかな けっかでしたね！\nつぎも ゆうしょうを きたいしますよー！
ArenaLive_ResultClearRankIn_01	{[1401]}{[1b01|02cd]}すばらしい たたかいでした！\nさらなる タイムこうしんに きたいです！！
ArenaLive_ResultClearRankIn_02	{[1401]}{[1b01|02cd]}いいタイムが {r2[で]}出{/r2}ましたよ！\nつぎは ベスト１の きろくを めざしましょう！！
ArenaLive_ResultClearRankIn_03	{[1401]}{[1b01|02cd]}おしくも ベスト１の こうしん ならず！\nしかし バトルは すばらしい たたかいでした！！
ArenaLive_ResultClearNewRecord_01	{[1401]}{[1b01|02cd]}カービィせん{r2[しゅ]}手{/r2}が ぜんだいみもんの\nタイムを たたき{r2[だ]}出{/r2}して しまいました！！
ArenaLive_ResultClearNewRecord_02	{[1401]}{[1b01|02cd]}まさかの きろくこうしん！\n{r2[み]}見{/r2}たことがない タイムでのゆうしょうです！
ArenaLive_ResultClearNewRecord_03	{[1401]}{[1b01|02cd]}ついに れきしを ぬりかえました！\nベストタイム おめでとうございます！！
ArenaLive_ResultClear_BossBattleExtra_01	{[1401]}{[1b01|02cd]}おそろしい {r2[くうかん]}空間{/r2}だった ようですが…\nぶじに せいかん、おめでとうございまーす！！
ArenaLive_ResultClear_BossBattleExtra_02	{[1401]}{[1b01|02cd]}この{r2[せかい]}世界{/r2}でも、べつ{r2[せかい]}世界{/r2}でも むてきの\nカービィせん{r2[しゅ]}手{/r2}… さすがの せいかん ですー！！
ArenaLive_ResultClear_BossBattleExtra_03	{[1401]}{[1b01|02cd]}あの {r2[くうかん]}空間{/r2}での たたかいも なれてきたようです！\nぶじ せいかん、おめでとうございますっ！！
ArenaLive_ResultClearRankIn_BossBattleExtra_01	{[1401]}{[1b01|02cd]}おそろしい {r2[くうかん]}空間{/r2}での バトルでしたが\nすばらしい きろく… さすがは、{r2[ほし]}星{/r2}のカービィ！！
ArenaLive_ResultClearRankIn_BossBattleExtra_02	{[1401]}{[1b01|02cd]}よい きろく だったのでは ないでしょうかっ！？\nどの{r2[くうかん]}空間{/r2}でも、むてきの カービィせん{r2[しゅ]}手{/r2}ですね！
ArenaLive_ResultClearRankIn_BossBattleExtra_03	{[1401]}{[1b01|02cd]}みごと せいかんです、カービィせん{r2[しゅ]}手{/r2}っ！！\nつぎは １{r2[い]}位{/r2}のタイムを めざしましょうーっ！
ArenaLive_ResultClearNewRecord_BossBattleExtra_01	{[1401]}{[1b01|02cd]}どんな{r2[くうかん]}空間{/r2}へも おそれず たちむかい、まさか\n１{r2[い]}位{/r2}の{r2[しん]}新{/r2}きろく…！ さすが {r2[ほし]}星{/r2}のカービィだっ！！
ArenaLive_ResultClearNewRecord_BossBattleExtra_02	{[1401]}{[1b01|02cd]}{r2[いったい]}一体{/r2}どんな たたかいを あの{r2[くうかん]}空間{/r2}で…\n{r2[ほし]}星{/r2}のカービィ、{r2[しん]}新{/r2}きろくで ゆうしょうですっ！！
ArenaLive_ResultClearNewRecord_BossBattleExtra_03	{[1401]}{[1b01|02cd]}あの {r2[くうかん]}空間{/r2}で{r2[いったい]}一体{/r2}なにが…！ まさか ベスト１{r2[い]}位{/r2}の\n{r2[しん]}新{/r2}きろく、さすが われらの{r2[ほし]}星{/r2}のカービィだぁ！！
Caption.msbt
ElevatorDemoAnnounce	{r2[げんごせってい]}言語設定{/r2}… オート…{[0004]}{r2[にんしょう]}認証{/r2}システム… {r2[さどう]}作動{/r2}…{[0004]}{r2[にんしょうちゅう]}認証中{/r2}…… {r2[にんしょうちゅう]}認証中{/r2}……{[0004]}{r2[にゅうかん]}入館{/r2}コードを{r2[しょうにん]}承認{/r2}。{[0004]}{r2[かんない]}館内{/r2}ナビゲーションを {r2[さいきどう]}再起動{/r2}します。{[0004]}いかがでしたか？{[0004]}{r2[かがくけんきゅうしょ]}科学研究所{/r2}「ラボ・ディスカバール」の{[0004]}ドキドキ{r2[はっけん]}発見{/r2}ドリームツアー！{[0004]}それでは{r2[さいご]}最後{/r2}に、{[0004]}{r2[きゅうきょく]}究極{/r2}の{r2[せいめいたい]}生命体{/r2}「{r2[アイディーエフハチロク]}ID-F86{/r2}」について{[0004]}ご{r2[しょうかい]}紹介{/r2}します。{[0004]}ID-F86は この{r2[わくせい]}惑星{/r2}に{r2[ひらい]}飛来{/r2}して{r2[いらい]}以来{/r2}、{[0004]}{r2[おお]}多{/r2}くの{r2[げんせいしゅ]}原生種{/r2}に{r2[たい]}対{/r2}し{[0004]}{r2[しんりゃくかつどう]}侵略活動{/r2}を {r2[つづ]}続{/r2}けて{r2[き]}来{/r2}ました。{[0004]}{r2[きけんせい]}危険性{/r2}を{r2[ゆうりょ]}憂慮{/r2}した{[0004]}{r2[けんきゅうたいさく]}研究対策{/r2}チームは その{r2[たいしょう]}対象{/r2}を{r2[ほかく]}捕獲{/r2}。{[0004]}{r2[いらい]}以来{/r2}、{r2[とうけんきゅうしょ]}当研究所{/r2}にて{[0004]}ID-F86の{r2[も]}持{/r2}つ {r2[くうかんてんいのうりょく]}空間転移能力{/r2}の {r2[けんきゅうかいはつ]}研究開発{/r2}が{r2[はじ]}始{/r2}まり、{[0004]}{r2[いま]}今{/r2}、{r2[われわれ]}我々{/r2}が{r2[て]}手{/r2}にしている{[0004]}{r2[わくせいかん]}惑星間{/r2}ワープ{r2[ぎじゅつ]}技術{/r2}の {r2[きそ]}基礎{/r2}となるのです！{[0004]}しかし、{r2[けんきゅうかいはつ]}研究開発{/r2}から30{r2[ねん]}年{/r2}…{[0004]}あの{r2[れきしてき]}歴史的{/r2}な ワープ{r2[じっけんじこ]}実験事故{/r2}が{r2[はっせい]}発生{/r2}します。{[0004]}{r2[じこ]}事故{/r2}により {r2[たいない]}体内{/r2}から{r2[ぶんり]}分離{/r2}した{r2[べつこたい]}別個体{/r2}は{[0004]}{r2[しせつがい]}施設外{/r2}へ{r2[だっそう]}脱走{/r2}。{[0004]}{r2[げんざい]}現在{/r2}もまだ、{r2[み]}見{/r2}つかっておりません。{[0004]}その{r2[ご]}後{/r2}、ID-F86は{[0004]}{r2[ふたた]}再{/r2}び{r2[かつどう]}活動{/r2}を {r2[さいかい]}再開{/r2}する{r2[こと]}事{/r2}なく{[0004]}{r2[いま]}今{/r2}もここ、ラボ・ディスカバールの{r2[さいじょうかい]}最上階{/r2}にある{[0004]}エターナルカプセルにて、{[0004]}{r2[えいきゅうほぞん]}永久保存{/r2}されているのです。{[0004]}それでは ご{r2[らん]}覧{/r2}ください！{[0004]}{r2[きゅうきょく]}究極{/r2}の{r2[せいめいたい]}生命体{/r2}、ID-F86です！
ThemeSong	さぁ{r2[じゅんび]}準備{/r2}は　できたかい？{[0004]}{r2[み]}見{/r2}えたよ　NEW WORLD{[0004]}そこはフシギな　{r2[ゆめ]}夢{/r2}の{r2[くに]}国{/r2}なのさ {r2[あそ]}遊{/r2}ぼう{[0004]}{r2[な]}泣{/r2}いて{r2[わら]}笑{/r2}って　お{r2[なか]}腹{/r2}いっぱいほおばり おひるね{[0004]}だれも{r2[じゃま]}邪魔{/r2}できない　キミだけのFIELD{[0004]}あの{r2[そら]}空{/r2}も　{r2[ぜんぶ]}全部{/r2}キャンバスさ{[0004]}{r2[はし]}走{/r2}れ{[0004]}ハート{r2[いろ]}色{/r2}の　クルマ{r2[の]}乗{/r2}りこみ{[0004]}{r2[かぜ]}風{/r2}よ{[0004]}きらめく{r2[そうげん]}草原{/r2}をなで ようこそ！　NEW WORLD{[0004]}
ThemeSongLocalLyric	STRANGE HORIZON. READY TO GO.{[0004]}FEAST YOUR EYES ON A NEW WORLD!{[0004]}A NEW DREAMLAND. A PLACE WHERE YOU'LL LAUGH AND SMILE.{[0004]}ALONG THE WAY, STUFF YOUR BELLY AND NAP AWHILE.{[0004]}NO ONE CAN HOLD YOU BACK. NEW FIELDS FULL OF MYSTERY.{[0004]}THE SKY'S OPENED UP, AND THERE'S SO MUCH TO SEE.{[0004]}RUNNING WILD!{[0004]}JUST LET YOUR HEART TAKE THE WHEEL AND SHOW YOU THE WAY.{[0004]}FRESH SPRING BREEZE!{[0004]}ADVENTURE IS AWAITING YOU IN THE FIELDS OF A NEW WORLD!
FullThemeSong	さぁ{r2[じゅんび]}準備{/r2}は　できたかい？{[0004]}{r2[み]}見{/r2}えたよ　NEW WORLD{[0004]}そこはフシギな　{r2[ゆめ]}夢{/r2}の{r2[くに]}国{/r2}なのさ {r2[あそ]}遊{/r2}ぼう{[0004]}{r2[な]}泣{/r2}いて{r2[わら]}笑{/r2}って　お{r2[なか]}腹{/r2}いっぱいほおばり おひるね{[0004]}だれも{r2[じゃま]}邪魔{/r2}できない　キミだけのFIELD{[0004]}あの{r2[そら]}空{/r2}も　{r2[ぜんぶ]}全部{/r2}キャンバスさ{[0004]}{r2[はし]}走{/r2}れ{[0004]}ハート{r2[いろ]}色{/r2}の　クルマ{r2[の]}乗{/r2}りこみ{[0004]}{r2[かぜ]}風{/r2}よ{[0004]}きらめく{r2[そうげん]}草原{/r2}をなで ようこそ！　NEW WORLD{[0004]}{r2[め]}目{/r2}を{r2[と]}閉{/r2}じ　{r2[かん]}感{/r2}じた{[0004]}{r2[うみな]}海鳴{/r2}り　NEW WORLD{[0004]}モヤモヤしても　おいしいモノあれば ゴキゲン{[0004]}{r2[と]}止{/r2}まらない{r2[きも]}気持{/r2}ち　ドキドキのトビラ くぐって{[0004]}{r2[しんぱい]}心配{/r2}しないでと　キミとならFREEDOM{[0004]}{r2[ぬ]}脱{/r2}いだ{r2[ふく]}服{/r2}　{r2[なみ]}波{/r2}がさらって{[0004]}{r2[わら]}笑{/r2}おう{[0004]}{r2[となり]}隣{/r2}にはいつも　ボクがいるよ{[0004]}だれもが{[0004]}それぞれの{r2[あい]}愛{/r2}を{r2[むね]}胸{/r2}に ようこそ！　NEW WORLD{[0004]}{r2[はし]}走{/r2}れ{[0004]}ハート{r2[いろ]}色{/r2}の　クルマ{r2[の]}乗{/r2}りこみ{[0004]}{r2[かぜ]}風{/r2}よ{[0004]}きらめく{r2[そうげん]}草原{/r2}をなで ようこそ{[0004]}ときめくハートはもう {r2[じゆう]}自由{/r2}さ{[0004]}それぞれの{r2[あい]}愛{/r2}を{r2[むね]}胸{/r2}に Wow Oh Oh！{[0004]}NEW WORLD{[0004]}NEW WORLD{[0004]}NEW WORLD{[0004]}
FullThemeSongLocalLyric	STRANGE HORIZON. READY TO GO.{[0004]}FEAST YOUR EYES ON A NEW WORLD!{[0004]}A NEW DREAMLAND. A PLACE WHERE YOU'LL LAUGH AND SMILE.{[0004]}ALONG THE WAY, STUFF YOUR BELLY AND NAP AWHILE.{[0004]}NO ONE CAN HOLD YOU BACK. NEW FIELDS FULL OF MYSTERY.{[0004]}THE SKY'S OPENED UP, AND THERE'S SO MUCH TO SEE.{[0004]}RUNNING WILD!{[0004]}JUST LET YOUR HEART TAKE THE WHEEL AND SHOW YOU THE WAY.{[0004]}FRESH SPRING BREEZE!{[0004]}ADVENTURE IS AWAITING YOU IN THE FIELDS OF A NEW WORLD!{[0004]}STRANGE EMOTION. WHAT DO YOU FEEL?{[0004]}THE ROARING OCEAN OF A NEW WORLD!{[0004]}DON'T BE AFRAID. FACE YOUR FEARS#YOU'LL HUNGER FOR MORE.{[0004]}THE TENSION BUILDS; PLUNGE AHEAD ON THIS THRILLING TOUR.{[0004]}THINK OF THE FRIENDS YOU'VE MADE, ALL OF THEM LIVING FREE.{[0004]}THEIR CARES HAVE BEEN WASHED AWAY BY A WILD SEA.{[0004]}LAUGHING LOUD!{[0004]}EVEN IF YOU'RE FAR APART, THEY'RE RIGHT BY YOUR SIDE.{[0004]}HEARTS FULL OF LOVE!{[0004]}EVERYONE IS WELCOME TO LIVE IN THIS NEW WORLD.{[0004]}RUNNING WILD!{[0004]}JUST LET YOUR HEART TAKE THE WHEEL AND SHOW YOU THE WAY.{[0004]}FRESH SPRING BREEZE!{[0004]}ADVENTURE IS AWAITING YOU IN THE FIELDS OF A#{[0004]}OPEN HEARTS ALREADY FLUTTERING FREE AND RIDING THE BREEZE.{[0004]}NOTHING BUT LOVE TO SHARE WITH EVERYONE WE KNOW. WHOA!{[0004]}NEW WORLD{[0004]}NEW WORLD{[0004]}NEW WORLD{[0004]}
EventMovieEnding	カービィここが… ポップスターなの！？{[0004]}このままじゃ、{r2[ぜんぶ]}全部{/r2}のみこまれちゃう…っ！{[0004]}ボクの すべての{r2[ちから]}力{/r2}で…{[0004]}{r2[せかい]}世界{/r2}のつながりを… とじるっ！{[0004]}カービィ、いままで…{[0004]}ありが…とう……{[0004]}
Cmn.msbt
$HeroPanelRevivalText	ふっかつ
$CameraResetText	カメラリセット
$Back	もどる
$CmnSkipText	スキップ
$New	NEW!
$BestScore	BEST
$TextMission	ミッション
$StandardModeClearText	{size[6400]}{color[ff4d2fff]}ワイルドモード{color[000000ff]}でクリア！{size[6400]}
$PointStarPenaltySign	-
$ClosingBracket	)
$OpeningBracket	(
$Slash	/
CstageTitle	トレジャーロード
$StageStartCstageBestTime	ベストタイム
$StageStartCstageDifficult	なんいど
$StageStartCstageTargetTime	もくひょうタイム
SoulScore	レオンのソウル
SoulScoreUnreveale	？？？
$EstoryCountSlash	/
TimeDisplayCsecPunctuation	.
TimeDisplaySecPunctuation	:
TimeDisplayCsecPunctuation_Cstage	.
TimeDisplaySecPunctuation_Cstage	:
TimeDisplayCsecPunctuation_Mgame	.
TimeDisplaySecPunctuation_Mgame	:
TimeDisplayCsecPunctuation_MgameBest	.
TimeDisplaySecPunctuation_MgameBest	:
TimeDisplayCsecPunctuation_ArenaRank	.
TimeDisplaySecPunctuation_ArenaRank	:
TimeDisplayCsecPunctuation_ArenaTimer	.
TimeDisplaySecPunctuation_ArenaTimer	:
TimeDisplayEmpty	--
TimeDisplayEmptyHour	-
TimeDisplayEmpty_CstageBestTime	--
DestInfo_ToLv0	はじまりの{r2[ち]}地{/r2}へ
DestInfo_ToWmap	ワールドマップへ
DestInfo_ToEstory	{r2[ぜっとう]}絶島{/r2}の{r2[くうかん]}空間{/r2}へ
$ToWmapNew	NEW!
DestInfo_Retry	リトライ
$CmnVolShadowText	{r2[ボリューム]}Vol.{/r2}
$CmnVolText	{r2[ボリューム]}Vol.{/r2}
$CmnDifficultySelectTitle	なんいどを えらんでください
$CmnDifficultySelectCasual	はるかぜ\nモード
$CmnDifficultySelectStandard	ワイルド\nモード
DifficultySelectExplanationCasual	あそびやすい いつもの{r2[ほし]}星{/r2}のカービィ。\n{color[ff4d2fff]}{r2[たいりょく]}体力{/r2}がおおく {color[000000ff]}アクションが とくいではない{r2[ひと]}人{/r2}に。
DifficultySelectExplanationStandard	ちょっとワイルドで {r2[は]}歯{/r2}ごたえある{r2[ほし]}星{/r2}のカービィ。\n{[0100|8000]}コインスターも {color[ff4d2fff]}たくさんゲットできて オススメです！{color[000000ff]}
$DifficultySelectExplanationSub	※あとからでも へんこうできます。
$Explanation	せつめい
StrengthenedCopyAbilityName	{[0309|0000]}{[0108|0100]}{[0301|0000]}
KiloSeparator	,
KiloSeparator_MgameFish	,
DecimalPoint	.
MaxStrengthenedCopyAbilityName	{[0309|0000]}{[0108|0100]}{[010a|0300]}
Credit.msbt
EndTextNormal	To be continued...
EndTextEstory	THE END
Staff	スタッフ
GeneralDirector	ゼネラルディレクター
GeneralDirector_00	{r2[くまざき]}熊崎{/r2} {r2[しんや]}信也{/r2}
Director	ディレクター
Director_00	{r2[かみやま]}神山{/r2} {r2[たつや]}達哉{/r2}
LevelDesignDirector	レベルデザインディレクター
LevelDesignDirector_00	{r2[えんどう]}遠藤{/r2} {r2[ゆうき]}裕貴{/r2}
GameDesigners	ゲームデザイナー
GameDesigners_00	{r2[こづか]}小塚{/r2} {r2[ゆうや]}悠矢{/r2}
GameDesigners_01	{r2[やまざき]}山㌦{/r2} {r2[こうすけ]}耕典{/r2}
GameDesigners_02	{r2[さかもと]}坂本{/r2} {r2[りょうすけ]}竜輔{/r2}
GameDesigners_03	{r2[こいぬま]}鯉沼{/r2} {r2[たく]}拓{/r2}
GameDesigners_04	{r2[うえだ]}上田{/r2} {r2[まり]}麻里{/r2}
GameDesigners_05	{r2[もりぐち]}森口{/r2} {r2[ひろき]}皓貴{/r2}
GameDesigners_06	{r2[たかはら]}高原{/r2} {r2[まり]}真理{/r2}
GameDesigners_07	{r2[たかはら]}高原{/r2} {r2[ゆうき]}佑季{/r2}
GameDesigners_08	{r2[やまだ]}山田{/r2} {r2[しょうた]}翔太{/r2}
GameDesigners_09	{r2[おおの]}大野{/r2} {r2[あきら]}慧{/r2}
GameDesigners_10	{r2[たにふじ]}谷藤{/r2} {r2[けいた]}圭太{/r2}
GameDesigners_11	{r2[わたなべ]}渡辺{/r2} {r2[ゆたか]}豊{/r2}
GameDesigners_12	{r2[やまなか]}山中{/r2} {r2[りょうた]}椋太{/r2}
TechnicalDirector	テクニカルディレクター
TechnicalDirector_00	{r2[ひらた]}平田{/r2} {r2[ゆうだい]}雄大{/r2}
LeadTechnicalProgrammer	リードテクニカルプログラマー
LeadTechnicalProgrammer_00	{r2[なかの]}中野{/r2} {r2[ひろあき]}宏晃{/r2}
LeadActionProgrammer	リードアクションプログラマー
LeadActionProgrammer_00	{r2[すみとも]}住友{/r2} {r2[かつよし]}克禎{/r2}
LeadCharacterProgrammer	リードキャラクタープログラマー
LeadCharacterProgrammer_00	{r2[のずえ]}野末{/r2} {r2[たかし]}高士{/r2}
LeadRenderingProgrammer	リードレンダリングプログラマー
