glossary.msbt
gl_799	クッパケーキ
inst_hsmg428_rule	スイッチを{r2[ひとり]}1人{/r2}ずつ{r2[じゅんばん]}順番{/r2}に{r2[お]}押{/r2}しましょう。\r\n{r2[ばくはつ]}爆発{/r2}したらリタイアです！
inst_hsmg429_rule	ハチの{r2[す]}巣{/r2}に{r2[あ]}当{/r2}たったらリタイアです。\r\nフルーツを{r2[と]}取{/r2}る{r2[かず]}数{/r2}が{r2[き]}決{/r2}め{r2[て]}手{/r2}ですよ！
inst_hsmg430_rule	{r2[お]}落{/r2}ちた{r2[もの]}物{/r2}を {r2[もとどお]}元通{/r2}りにしてください。\r\nカンニング{r2[ぼうし]}防止{/r2}にはカーテンをどうぞ。
inst_hsmg431_rule	{color[ff3502ff]}クッパ{color[000000ff]}{color[110c1dff]}の{r2[かお]}顔{/r2}を{r2[ひ]}引{/r2}っ{r2[ぱ]}張{/r2}って\r\nお{r2[てほん]}手本{/r2}ソックリに{r2[ちか]}近{/r2}づけましょう。{color[000000ff]}
inst_hsmg432_rule	{r2[くるま]}車{/r2}のトゲで ライバルの{r2[ふうせん]}風船{/r2}を{r2[わ]}割{/r2}りましょう。
inst_hsmg433_rule	{color[ff3502ff]}{r2[きょだい]}巨大{/r2}プクプク{color[000000ff]}{color[110c1dff]}から{r2[に]}逃{/r2}げてください！\r\nばくだんはギリギリで かわしましょう。{color[000000ff]}
inst_hsmg434_rule	{r2[あいて]}相手{/r2}をしっかりねらって {r2[う]}撃{/r2}ちましょう。\r\n{r2[たいほう]}大砲{/r2}に{r2[あ]}当{/r2}てても ダメですよ！
inst_hsmg435_rule	{r2[ま]}真{/r2}っ{r2[くら]}暗{/r2}な{r2[なか]}中{/r2}で {color[ff3502ff]}クッパ{color[000000ff]}{color[110c1dff]}が{r2[こうげき]}攻撃{/r2}してきます。\r\nなんとか{r2[に]}逃{/r2}げきってください！{color[000000ff]}
inst_hsmg436_rule	{color[ff3502ff]}クッパ{color[000000ff]}{color[110c1dff]}が{r2[な]}投{/r2}げるトゲトゲのボールから\r\nなんとか{r2[に]}逃{/r2}げきってください！{color[000000ff]}
inst_hsmg437_rule	{r2[さいご]}最後{/r2}まで{r2[い]}生{/r2}き{r2[のこ]}残{/r2}りましょう。\r\n{r2[あな]}穴{/r2}から{r2[お]}落{/r2}ちないように{r2[き]}気{/r2}をつけて！
inst_hsmg438_rule	シャッターが{r2[き]}切{/r2}られる{r2[しゅんかん]}瞬間{/r2}に\r\n{r2[だい]}台{/r2}の{r2[ま]}真{/r2}ん{r2[なか]}中{/r2}で カメラ{r2[めせん]}目線{/r2}を{r2[き]}決{/r2}めましょう。
inst_hsmg439_rule	{r2[あか]}赤{/r2}いボタンを{r2[お]}押{/r2}して {r2[でぐち]}出口{/r2}から{r2[に]}逃{/r2}げてください。\r\n{color[ff3502ff]}ワンワン{color[000000ff]}{color[110c1dff]}が{r2[お]}起{/r2}きそうになったら タルに{r2[かく]}隠{/r2}れましょう。{color[000000ff]}
inst_hsmg440_rule	スピード{r2[ちょうせい]}調整{/r2}だけで{r2[きそ]}競{/r2}うレース(4{r2[しゅう]}周{/r2})です。\r\n{r2[はや]}速{/r2}すぎるとスピンしてしまうので{r2[ちゅうい]}注意{/r2}です！
inst_hsmg441_rule	{r2[はた]}旗{/r2}に{r2[む]}向{/r2}かって ボールを{r2[う]}打{/r2}ちましょう。\r\n{r2[いちばん]}一番{/r2}{r2[ちか]}近{/r2}づけた{r2[ひと]}人{/r2}が{r2[か]}勝{/r2}ちです。
inst_hsmg442_rule	タイミングよくカゴを{r2[お]}落{/r2}として\r\n{color[ff3502ff]}クリボー{color[000000ff]}{color[110c1dff]}をたくさんつかまえましょう。{color[000000ff]}
inst_hsmg443_rule	{color[ff3502ff]}パタパタ{color[000000ff]}{color[110c1dff]}を{r2[あしば]}足場{/r2}にしながら\r\nジャンプで{r2[のぼ]}登{/r2}っていきましょう。{color[000000ff]}
inst_hsmg444_rule	{r2[くうちゅう]}空中{/r2}で できるだけたくさん\r\nスノーボードを{r2[かいてん]}回転{/r2}させましょう。
inst_hsmg445_rule	{r2[もくば]}木馬{/r2}で{r2[すす]}進{/r2}むレースです。\r\n{r2[はや]}速{/r2}すぎるとバテてしまうので {r2[き]}気{/r2}をつけて！
inst_hsmg446_rule	{r2[いちばんはや]}一番早{/r2}く5{r2[しゅう]}周{/r2}した{r2[ひと]}人{/r2}の{r2[か]}勝{/r2}ちです。\r\nスピードを{r2[お]}落{/r2}とさないのが {r2[き]}決{/r2}め{r2[て]}手{/r2}！
inst_hsmg447_rule	いち{r2[はや]}早{/r2}くゴールを{r2[めざ]}目指{/r2}しましょう。\r\n{r2[と]}飛{/r2}ばしすぎて {color[ff3502ff]}ウニラ{color[000000ff]}{color[110c1dff]}に{r2[あ]}当{/r2}たらないように{r2[ちゅうい]}注意{/r2}！{color[000000ff]}
inst_hsmg448_rule	{r2[した]}下{/r2}の{r2[かい]}階{/r2}へのドアを{r2[み]}見{/r2}つけ\r\nいち{r2[はや]}早{/r2}くマンションから{r2[だっしゅつ]}脱出{/r2}しましょう。
inst_hsmg449_rule	{r2[よこぎ]}横切{/r2}る{color[ff3502ff]}クリボー{color[000000ff]}{color[110c1dff]}を{r2[かぞ]}数{/r2}えましょう。\r\n{r2[お]}押{/r2}したカウントは もどせません！{color[000000ff]}
inst_hsmg101_rule	{r2[ひとりがわ]}1人側{/r2}はヒップドロップでウェーブを{r2[お]}起{/r2}こして\r\nライバルをステージから{r2[お]}落{/r2}としてください。\r\n3{r2[にんがわ]}人側{/r2}はウェーブをジャンプで よけ{r2[つづ]}続{/r2}けましょう。
inst_hsmg102_rule	3{r2[にんがわ]}人側{/r2}は{r2[ちょうじょう]}頂上{/r2}を{r2[めざ]}目指{/r2}しましょう。\r\n{r2[ひとりがわ]}1人側{/r2}は{r2[いわ]}岩{/r2}を{r2[お]}落{/r2}として ジャマをしてください。
inst_hsmg103_rule	{r2[ひとりがわ]}1人側{/r2}は{r2[ころ]}転{/r2}がってやしの{r2[み]}実{/r2}をよけましょう。\r\n3{r2[にんがわ]}人側{/r2}はヒップドロップで やしの{r2[み]}実{/r2}を{r2[お]}落{/r2}とし\r\nライバルに{r2[あ]}当{/r2}てましょう。
inst_hsmg104_rule	{r2[ひとりがわ]}1人側{/r2}はボタン{r2[れんだ]}連打{/r2}で{r2[に]}逃{/r2}げましょう。\r\n3{r2[にんがわ]}人側{/r2}はヒップドロップで{r2[あめ]}雨{/r2}を{r2[ふ]}降{/r2}らせ\r\n{color[ff3502ff]}ボスパックン{color[000000ff]}{color[110c1dff]}に {r2[ちから]}力{/r2}をあたえましょう。{color[000000ff]}
inst_hsmg105_rule	つなを{r2[ひ]}引{/r2}っ{r2[ぱ]}張{/r2}ってライバルを{r2[お]}落{/r2}としましょう。\r\n{r2[ひとりがわ]}1人側{/r2}は{color[ff3502ff]}クッパ{color[000000ff]}{color[110c1dff]}の{r2[き]}着{/r2}ぐるみで\r\n{r2[ちから]}力{/r2}が{r2[つよ]}強{/r2}くなっています。{color[000000ff]}
inst_hsmg106_rule	サーチライトを{r2[どうじ]}同時{/r2}にライバルに{r2[あ]}当{/r2}てましょう。\r\n{r2[ひとりがわ]}1人側{/r2}は サーチライトから{r2[に]}逃{/r2}げましょう。
inst_hsmg107_rule	3{r2[にんがわ]}人側{/r2}は{r2[きょうりょく]}協力{/r2}してライバルを{r2[お]}追{/r2}いつめましょう。\r\n{r2[ひとりがわ]}1人側{/r2}は つぶされないように{r2[に]}逃{/r2}げましょう。
inst_hsmg108_rule	{r2[ひとりがわ]}1人側{/r2}はトゲトゲのマシーンで{r2[たいあ]}体当{/r2}たりしましょう。\r\n3{r2[にんがわ]}人側{/r2}はスピードを{r2[ちょうせつ]}調節{/r2}して{r2[に]}逃{/r2}げましょう！
inst_hsmg109_rule	{r2[ひとりがわ]}1人側{/r2}はステージを{r2[まわ]}回{/r2}して ライバルを{r2[お]}落{/r2}としましょう。\r\n3{r2[にんがわ]}人側{/r2}は{r2[あな]}穴{/r2}から{r2[お]}落{/r2}ちないようがんばってください！
inst_hsmg110_rule	{r2[ひとりがわ]}1人側{/r2}はボールを{r2[も]}持{/r2}ってゴールを{r2[めざ]}目指{/r2}しましょう。\r\n3{r2[にんがわ]}人側{/r2}はタックルでジャマしましょう。
inst_hsmg111_rule	{r2[ひとりがわ]}1人側{/r2}は{r2[や]}矢{/r2}をライバルの{r2[まと]}的{/r2}に{r2[あ]}当{/r2}てましょう。\r\n3{r2[にんがわ]}人側{/r2}は{r2[や]}矢{/r2}を かわしましょう。
inst_hsmg112_rule	3{r2[にんがわ]}人側{/r2}は10{r2[てん]}点{/r2}{r2[と]}取{/r2}りましょう。\r\n{r2[ひとりがわ]}1人側{/r2}はゴールを{r2[まも]}守{/r2}りましょう。
inst_hsmg113_rule	3{r2[にんがわ]}人側{/r2}はトゲこんぼうから{r2[に]}逃{/r2}げ{r2[つづ]}続{/r2}けてください！\r\n{r2[ひとりがわ]}1人側{/r2}はフェイントも{r2[つか]}使{/r2}えますよ！
inst_hsmg114_rule	3{r2[にんがわ]}人側{/r2}は {r2[かく]}隠{/r2}れる{r2[ばしょ]}場所{/r2}を{r2[き]}決{/r2}めましょう。\r\n{r2[ひとりがわ]}1人側{/r2}は3{r2[かい]}回{/r2}までに{r2[ぜんいん]}全員{/r2}{r2[み]}見{/r2}つけてください。
inst_hsmg115_rule	{r2[おんがく]}音楽{/r2}が{r2[な]}鳴{/r2}り{r2[お]}終{/r2}わった{r2[あと]}後{/r2}に{r2[かお]}顔{/r2}の{r2[む]}向{/r2}きを{r2[き]}決{/r2}めます。\r\n3{r2[にんがわ]}人側{/r2}は{r2[ひとりがわ]}1人側{/r2}と{r2[おな]}同{/r2}じ{r2[ほうこう]}方向{/r2}を{r2[む]}向{/r2}いてしまうと{r2[ま]}負{/r2}けです。\r\nフェイントにも{r2[ちゅうい]}注意{/r2}してください！
inst_hsmg201_rule	{r2[ふたり]}2人{/r2}で{r2[いき]}息{/r2}を{r2[あ]}合{/r2}わせて{r2[おな]}同{/r2}じ{r2[あし]}足{/r2}を{r2[だ]}出{/r2}して{r2[すす]}進{/r2}みましょう。\r\nタイミングが{r2[あ]}合{/r2}わないと{r2[ころ]}転{/r2}んでしまいますよ！
inst_hsmg202_rule	{r2[おお]}大{/r2}きなピザを{r2[きょうりょく]}協力{/r2}して {r2[じかんない]}時間内{/r2}にたくさん{r2[た]}食{/r2}べましょう。\r\nサラミと{r2[みみ]}耳{/r2}は{r2[すこ]}少{/r2}し{r2[は]}歯{/r2}ごたえがありますよ！
inst_hsmg203_rule	{r2[ふたり]}2人{/r2}で{r2[きょうりょく]}協力{/r2}して{r2[し]}仕{/r2}かけいっぱいの{r2[ちか]}地下{/r2}{r2[めいきゅう]}迷宮{/r2}から\r\n{r2[いそ]}急{/r2}いで{r2[だっしゅつ]}脱出{/r2}しましょう。
inst_hsmg204_rule	コウラをライバルのゴールへ{r2[い]}入{/r2}れましょう。\r\n{r2[さき]}先{/r2}に3{r2[てんき]}点決{/r2}めたチームが{r2[か]}勝{/r2}ちです。
inst_hsmg205_rule	{r2[ふたり]}2人{/r2}で{r2[きょうりょく]}協力{/r2}してケーキを{r2[つく]}作{/r2}りましょう。\r\n{r2[ひとり]}1人{/r2}が{r2[お]}置{/r2}いたスポンジに\r\nもう{r2[ひとり]}1人{/r2}がイチゴを{r2[の]}乗{/r2}せましょう。
inst_hsmg206_rule	{r2[ふたり]}2人{/r2}で{r2[きょうりょく]}協力{/r2}するボブスレー{r2[きょうそう]}競走{/r2}です。\r\n{r2[いき]}息{/r2}を{r2[あ]}合{/r2}わせて{r2[お]}落{/r2}ちないように{r2[ま]}曲{/r2}がりましょう。\r\n{r2[お]}落{/r2}ちてしまうとリタイアです！
inst_hsmg207_rule	{r2[ふたり]}2人{/r2}で{r2[きょうりょく]}協力{/r2}するトロッコレースです。\r\nカーブではスピードの{r2[だ]}出{/r2}しすぎに{r2[ちゅうい]}注意{/r2}しましょう。\r\n{r2[ようがん]}溶岩{/r2}に{r2[お]}落{/r2}ちたらリタイアです！
inst_hsmg208_rule	{r2[ふたり]}2人{/r2}で{r2[きょうりょく]}協力{/r2}して{r2[うご]}動{/r2}くスタンプを\r\nクレヨンで{r2[かこ]}囲{/r2}みましょう。
inst_hsmg209_rule	さくらんぼをタイミングよくパスして\r\nたくさんカゴの{r2[なか]}中{/r2}まで{r2[はこ]}運{/r2}びましょう。
inst_hsmg210_rule	{r2[はや]}早{/r2}く{color[ff3502ff]}クッパ{r2[ふうせん]}風船{/r2}{color[000000ff]}{color[110c1dff]}を{r2[わ]}割{/r2}りましょう。\r\n{r2[くうき]}空気{/r2}はゲージを よく{r2[み]}見{/r2}て{r2[いちど]}一度{/r2}に たくさん{r2[い]}入{/r2}れましょう。{color[000000ff]}
inst_hsmg211_rule	{color[ff3502ff]}ボムへい{color[000000ff]}{color[110c1dff]}を{r2[あいてがわ]}相手側{/r2}で{r2[ばくはつ]}爆発{/r2}させてください。\r\n{r2[さき]}先{/r2}に10{r2[かい]}回{/r2}{r2[ばくはつ]}爆発{/r2}させると{r2[か]}勝{/r2}ちです！\r\n{r2[ひか]}光{/r2}っているスイッチを{r2[お]}押{/r2}すとボムへいが{r2[はんたい]}反対{/r2}を{r2[む]}向{/r2}きます。{color[000000ff]}
inst_hsmg212_rule	グルグル{r2[まわ]}回{/r2}るトゲトゲぼうを\r\nジャンプでかわしてください！
inst_hsmg213_rule	{r2[みち]}道{/r2}をふさいでいる{r2[いわ]}岩{/r2}をこわして ゴールを{r2[めざ]}目指{/r2}しましょう。
inst_hsmg214_rule	{color[ff3502ff]}クリボー{color[000000ff]}{color[110c1dff]}にペンキを{r2[あ]}当{/r2}てて\r\n{r2[じぶん]}自分{/r2}のチームの{r2[いろ]}色{/r2}にしましょう。{color[000000ff]}
inst_hsmg215_rule	{r2[ふたり]}2人{/r2}でチームを{r2[く]}組{/r2}んで{r2[ひこうき]}飛行機{/r2}を{r2[そうじゅう]}操縦{/r2}し\r\nゴールを{r2[めざ]}目指{/r2}しましょう。
inst_hsmg701_rule	{r2[とけい]}時計{/r2}の{r2[はり]}針{/r2}に{r2[あ]}当{/r2}たらないように\r\nジャンプでかわしてください！
inst_hsmg702_rule	{r2[さゆう]}左右{/r2}にゆれるツタを\r\nタイミングよくわたって\r\nゴールを{r2[めざ]}目指{/r2}しましょう。
inst_hsmg703_rule	{r2[かいてん]}回転{/r2}するゲートを{r2[とお]}通{/r2}って\r\nゴールを{r2[めざ]}目指{/r2}しましょう。
inst_hsmg704_rule	コウラに{r2[の]}乗{/r2}ってライバルより{r2[はや]}早{/r2}く\r\nゴールを{r2[めざ]}目指{/r2}しましょう。\r\n{color[ff3502ff]}ビリキュー{color[000000ff]}{color[110c1dff]}は うまくよけてください！{color[000000ff]}
inst_hsmg705_rule	{r2[なが]}流{/r2}れてくるいん{r2[せき]}石{/r2}をよけて\r\nゴールを{r2[めざ]}目指{/r2}しましょう。
inst_hsmg801_rule	ハンマーに{r2[ちゅうい]}注意{/r2}して{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めましょう。\r\n{r2[あしば]}足場{/r2}から{r2[お]}落{/r2}ちると{color[000000ff]} {color[ffffffff]}{color[000000ff]}{color[110c1dff]}0コインになってしまいますよ！{color[000000ff]}
inst_hsmg802_rule	{r2[らっか]}落下{/r2}しながら{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めましょう。\r\nハンマーには{r2[き]}気{/r2}をつけてくださいね！{color[000000ff]}
inst_hsmg803_rule	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインをつりあげて{r2[あつ]}集{/r2}めましょう。\r\nスティックで{r2[きょり]}距離{/r2}を{r2[ちょうせい]}調整{/r2}して {r2[おおもの]}大物{/r2}を ねらいましょう。{color[000000ff]}
inst_hsmg804_rule	{color[110c1dff]}シルエットで{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインの{r2[はい]}入{/r2}っている{r2[はこ]}箱{/r2}を{r2[おぼ]}覚{/r2}えて\r\n{r2[め]}目{/r2}の{r2[まえ]}前{/r2}に{r2[き]}来{/r2}たら {r2[あ]}開{/r2}けましょう。{color[000000ff]}
inst_hsmg805_rule	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めてください。\r\n3{r2[にんがわ]}人側{/r2}は ありじごくに{r2[の]}飲{/r2}みこまれたらリタイアです。\r\n{r2[ひとりがわ]}1人側{/r2}はコインを{r2[と]}取{/r2}られないようにジャマをしましょう。{color[000000ff]}
inst_hsmg806_rule	{r2[なが]}流{/r2}れてくる{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めましょう。\r\n{r2[まるた]}丸太{/r2}に ぶつからないように{r2[ちゅうい]}注意{/r2}してください！{color[000000ff]}
inst_hsmg807_rule	{r2[なが]}流{/r2}れてくる{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めましょう。\r\nコンベアーから{r2[お]}落{/r2}ちるとタイムロスになります！{color[000000ff]}
inst_hsmg808_rule	{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めましょう。\r\n{color[ff3502ff]}パックンフラワー{color[110c1dff]}に{r2[ちゅうい]}注意{/r2}です！{color[000000ff]}
inst_hsmg809_rule	{r2[そら]}空{/r2}にうかぶ{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めましょう。\r\nシーソーを{r2[つか]}使{/r2}ってジャンプします。\r\nチャンスは{r2[ひとり]}1人{/r2}2{r2[かい]}回{/r2}ですよ！{color[000000ff]}
inst_hsmg810_rule	{r2[ふたり]}2人{/r2}でイカダをこいで{color[ffffffff]}{color[000000ff]}{color[110c1dff]}コインを{r2[あつ]}集{/r2}めましょう。\r\nハンマーに{r2[あ]}当{/r2}たらないよう{r2[ちゅうい]}注意{/r2}です！{color[000000ff]}
inst_hsmg501_rule	ビーチバレー{r2[たいけつ]}対決{/r2}です。\r\n3{r2[かい]}回{/r2}{r2[いない]}以内{/r2}にボールを{r2[あいて]}相手{/r2}コートに{r2[かえ]}返{/r2}しましょう。
inst_hsmg502_rule	アイスホッケーで{r2[たいけつ]}対決{/r2}です。\r\n{r2[よわ]}弱{/r2}いショットも うまく{r2[つか]}使{/r2}いましょう。
inst_hsmg503_rule	{r2[ふたり]}2人{/r2}でチームを{r2[く]}組{/r2}んで\r\nライバルの{color[ff3502ff]}クリボー{color[000000ff]}{color[110c1dff]}をコウラで{r2[ぜんぶ]}全部{/r2}たおしてください。{color[000000ff]}
inst_hsmg601_rule	{r2[おな]}同{/r2}じ{r2[いろ]}色{/r2}のブロックを\r\n2{r2[こ]}個{/r2}{r2[いじょう]}以上{/r2}つなげて{r2[け]}消{/r2}しましょう。\r\n{color[ff3502ff]}ドッスン{color[000000ff]}{color[110c1dff]}はブロックを{r2[お]}押{/r2}しつぶしてくれます。{color[000000ff]}
inst_hsmg601_rule2	{r2[おな]}同{/r2}じ{r2[いろ]}色{/r2}のブロックを\r\n2{r2[こ]}個{/r2}{r2[いじょう]}以上{/r2}つなげて{r2[け]}消{/r2}しましょう。\r\n{color[ff3502ff]}ドッスン{color[000000ff]}{color[110c1dff]}はブロックを{r2[お]}押{/r2}しつぶしてくれます。{color[000000ff]}
inst_hsmg602_rule	ブロックを5{r2[こ]}個{/r2}{r2[いじょう]}以上{/r2}つなげて{r2[け]}消{/r2}しましょう。\r\n★を{r2[してい]}指定{/r2}の{r2[かず]}数{/r2}{r2[け]}消{/r2}したらレベルクリアです！\r\nタイムが0になるとゲームオーバーです。
inst_hsmg602_rule2	ブロックを5{r2[こ]}個{/r2}{r2[いじょう]}以上{/r2}つなげて{r2[け]}消{/r2}しましょう。\r\n{r2[さき]}先{/r2}に{r2[のこ]}残{/r2}りタイムが0になった{r2[ほう]}方{/r2}が{r2[ま]}負{/r2}けです！\r\n↑↓ブロックを{r2[け]}消{/r2}すと おジャマブロックを{r2[おく]}送{/r2}りこめます。
inst_hsmg603_rule	ボールを5{r2[こ]}個{/r2}{r2[いじょう]}以上{/r2}つなげて{r2[け]}消{/r2}しましょう。\r\n{r2[してい]}指定{/r2}の{r2[かず]}数{/r2}{r2[け]}消{/r2}したらレベルクリアとなります！\r\nステージから10{r2[こ]}個{/r2}はみ{r2[で]}出{/r2}るとゲームオーバーです。
inst_hsmg603_rule2	ボールを5{r2[こ]}個{/r2}{r2[いじょう]}以上{/r2}つなげて{r2[け]}消{/r2}しましょう。\r\n{r2[すうじ]}数字{/r2}の{r2[か]}書{/r2}かれたボールを{r2[け]}消{/r2}すと{r2[あいて]}相手{/r2}に{r2[おく]}送{/r2}れます。\r\n10{r2[こ]}個{/r2}ステージからはみ{r2[で]}出{/r2}た{r2[ほう]}方{/r2}が{r2[ま]}負{/r2}けです！
hsmg_item.msbt
hsmg900_tlp_gotItem	GOT ITEM!
hsmg900_tlp_miss	MISS!
hsmg901_tlp_smallRule	ロケットでねらえ！
hsmg902_tlp_smallRule	{r2[ふうせん]}風船{/r2}を{r2[わ]}割{/r2}れ！
hsmg903_tlp_smallRule	ルーレットを{r2[と]}止{/r2}めろ！
hsmg904_tlp_smallRule	{r2[と]}飛{/r2}び{r2[の]}乗{/r2}れ！
hsmg905_tlp_smallRule00	{r2[みのが]}見逃{/r2}すな！
hsmg905_tlp_smallRule02	タルをこわせ！
hsmg901_pop_ctrl02	{r2[れんだ]}連打{/r2}でふり{r2[あ]}上{/r2}げ　たたく
hsmg902_pop_ctrl00	{r2[や]}矢{/r2}を{r2[はな]}放{/r2}つ
hsmg903_pop_ctrl00	スイッチを{r2[お]}押{/r2}す
hsmg904_pop_ctrl00	ジャンプ
hsmg905_pop_ctrl02	{r2[いどう]}移動{/r2}　パンチ
hsmm01.msbt
hsmm01_mgtype	[0]
hsmm01_winHist	{r2[しょうはいひょう]}勝敗表{/r2}
hsmm01_ctlr_iconL	
hsmm01_ctlr_iconR	
hsmm01_ctlr_iconL01	
hsmm01_ctlr_iconR01	
hsmm01_mg_ctrl_winHist	勝敗表
hsmm01_mg_ctrl_random	おまかせ
hsmm01_mgname0	[0]
hsmm01_mgname1	[0]
hsmm01_vs00	vs
hsmm01_rule_mgname	[0]
hsmm01_rule_mgtype	[0]
hsmm01_match00	[0]点マッチ
hsmm01_match01	[0]分マッチ
hsmm01_plyNum00	プレイ回数
hsmm01_record00	ハイスコア
hsmm01_record01	勝利数
hsmm01_plyNum00_0	[0]回
hsmm01_record00_0	[0]
hsmm01_record00_0_m	[0]m
hsmm01_record00_0_point_m	[0].[1]m
hsmm01_record00_0_degree	[0]°
hsmm01_record00_0_timer	[0]:[1].[2]
hsmm01_record00_1	ステージ [0]
hsmm01_record00_2_timer	[0]:[1].[2]
hsmm01_record00_3	[0]勝
hsmm01_rule03	マッチ
hsmm01_rule04	制限時間
hsmm01_rule06	勝利条件
hsmm01_rule10	ラウンド
hsmm01_rule11	勝利条件
hsmm01_rule12	モード
hsmm01_rule00_0	[0]P
hsmm01_rule00_1	CPU
hsmm01_rule02_0	ステージ [0]
hsmm01_rule03_0	[0]点
hsmm01_rule04_0	[0]分
hsmm01_rule06_0	[0]点
hsmm01_rule08_0	CPU [0]
hsmm01_rule09_0	説明あり
hsmm01_rule09_1	説明なし
hsmm01_rule10_0	[0]
hsmm01_rule11_0	[0]
hsmm01_rule12_0	ノーマル
hsmm01_rule12_1	エンドレス
hsmm01_addFav	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}に{r2[とうろく]}登録{/r2}しました{color[000000ff]}
hsmm01_blankFav	{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}にしたミニゲームだけで{r2[あそ]}遊{/r2}べます。{color[000000ff]}
hsmm01_blankWinlist	ミニゲームをプレイすると、\r\n{r2[しょうはいひょう]}勝敗表{/r2}を{r2[み]}見{/r2}ることができます。
hsmm01_mw00	{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}へようこそ！\r\nここでは、{r2[す]}好{/r2}きなミニゲームを{r2[えら]}選{/r2}んで{r2[れんしゅう]}練習{/r2}できます。{color[000000ff]}
