glossary.msbt
gl_799	Bowser Cake
hsmm01_ctlr_iconL	
hsmm01_ctlr_iconR	
hsmm01_ctlr_iconL01	
hsmm01_ctlr_iconR01	
hsmm01_mg_ctrl_winHist	 Wins/Losses
hsmm01_mg_ctrl_random	 Random
hsmm01_mgname0	[0]
hsmm01_mgname1	[0]
hsmm01_vs00	vs.
hsmm01_rule_mgname	[0]
hsmm01_rule_mgtype	[0]
hsmm01_match00	[0]-Point Game
hsmm01_match01	[0]-Min. Game
hsmm01_plyNum00	Plays
hsmm01_record00	High Score
hsmm01_record01	Number of Wins
hsmm01_plyNum00_0	[0] {[0101|1400740069006d0065002c00740069006d0065007300]}
hsmm01_record00_0	[0]
hsmm01_record00_0_m	[0] yd.
hsmm01_record00_0_point_m	[0].[1] yd.
hsmm01_record00_0_degree	[0]°
hsmm01_record00_0_timer	[0]:[1].[2]
hsmm01_record00_1	Stage [0]
hsmm01_record00_2_timer	[0]:[1].[2]
hsmm01_record00_3	[0]
hsmm01_rule03	Match Points
hsmm01_rule04	Time Limit
hsmm01_rule06	Point Game
hsmm01_rule10	Rounds
hsmm01_rule11	Stars to Win
hsmm01_rule12	Mode
hsmm01_rule00_0	P[0]
hsmm01_rule00_1	CPU
hsmm01_rule02_0	Stage [0]
hsmm01_rule03_0	[0] pts.
hsmm01_rule04_0	[0] mins.
hsmm01_rule06_0	[0]
hsmm01_rule08_0	CPU [0]
hsmm01_rule09_0	Help ON
hsmm01_rule09_1	Help OFF
hsmm01_rule10_0	[0]
hsmm01_rule11_0	[0]
hsmm01_rule12_0	Normal
hsmm01_rule12_1	Endless
hsmm01_addFav	Registered to {color[ff3502ff]}[0]{color[000000ff]}
hsmm01_blankFav	There are no minigames\r\nregistered to {color[ff3502ff]}[0]{color[000000ff]}
hsmm01_blankWinlist	You can view your win and loss records\r\nafter you've played some minigames.
hsmm01_mw00	Welcome to {color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}!\r\nPractice playing any minigame you'd like.{color[000000ff]}
hsmm02.msbt
hsmm02_mw_op01	You can play {color[ff3502ff]}Sports and Puzzles{color[000000ff]}{color[ffffffff]}\r\nminigames with custom rules.{color[000000ff]}
hsmm02_mw_op02	Compete against people around the world,\r\nand aim for the highest skill grade!
hsmm02_mgtype	[0]
hsmm02_record00	Skill Grade
hsmm02_record00_rank	[0]
hsmm03.msbt
hsmm03_mw_op00	If you win in minigames, you can earn\r\nyourself a whole lot of  coins!
hsmm03_mw_op01	Without further delay,\r\n{color[ff3502ff]}[0] {color[000000ff]}{color[ffffffff]}begins now!{color[000000ff]}
hsmm03_mw_rd00	Here's the first minigame.
hsmm03_mw_rd01	Cast your votes, and a minigame will be\r\nselected by the roulette wheel.
hsmm03_mw_rd10	Let's move right along\r\nto the next minigame.
hsmm03_mw_rd20	{color[ff3502ff]}[0]{color[000000ff]} {color[ffffffff]}makes a comeback\r\nand takes the lead!{color[000000ff]}
hsmm03_mw_rd30	Currently, {color[ff3502ff]}[0] {color[ffffffff]}and{color[ff3502ff]}\r\n[1]{color[000000ff]}{color[ffffffff]} are both in the lead!{color[000000ff]}
hsmm03_mw_rd40	At this moment, {color[ff3502ff]}[0]{color[ffffffff]}, {color[ff3502ff]}[1]{color[000000ff]}{color[ffffffff]},\r\nand {color[ff3502ff]}[2] {color[ffffffff]}have all taken the lead!{color[000000ff]}
hsmm03_mw_rd50	Wow, {[0106|0000]}this is incredible!{[0106|0c00]}\r\n{[0106|0100]}It's all tied up!
hsmm03_mw_rd90	Last, but not least, it's the final minigame!
hsmm03_mw_evnt00	All the  coins you get in the game\r\nwill be yours to keep!
hsmm03_mw_evnt10	The  coins you get here will be doubled!
hsmm03_mw_evnt20	Battle it out in a minigame where\r\neveryone's {color[ffffffff]} {color[000000ff]}{color[ffffffff]}coins are at stake!{color[000000ff]}
hsmm03_mw_evnt21	Now, I'll go ahead and collect 10  coins\r\nfrom each of you.
hsmm03_mw_evnt22	{[0106|0000]}What's going on here?{[0106|0c00]}\r\n{[0106|0100]}Do you not have enough  coins?
hsmm03_mw_evnt23	I guess this is your lucky day.\r\nHere's a gift of 10  coins.
hsmm03_mw_evnt24	All right then! Let's play a minigame\r\nwith [0]  coins at stake!
hsmm03_mw_evnt30	{color[ffffffff]}We'll even let {color[ff3502ff]}[0] {color[ffffffff]}select\r\nthe next minigame for us.{color[000000ff]}
hsmm03_mw_evnt40	The leader, {color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}, will face the rest!\r\nWhichever side wins gets 20  coins.{color[000000ff]}
hsmm04.msbt
hsmm04_mw_op00	Work with your partner to secure victory.\r\nThe first team to get [0] wins, well...wins!
hsmm04_mw_rd00	Which team will come out on top?\r\nLet's choose a minigame and see!
hsmm04_mw_rd10	The team of {color[ffffffff]}{color[ff3502ff]}[0]{color[ffffffff]} and\r\n{color[ff3502ff]}[1]{color[ffffffff]} makes a comeback!{color[000000ff]}
hsmm04_mw_rd11	We'll let {color[ff3502ff]}[0]{color[ffffffff]} choose\r\n{color[ff3502ff]}{color[000000ff]}{color[ffffffff]}the next minigame.{color[000000ff]}
hsmm04_mw_rd20	There were no winners!\r\nThat's...too bad.
hsmm04_mw_rd21	Let's keep on marching ahead!\r\nHere's the next minigame!
hsmm04_mw_rd90	One more victory will decide it all.
hsmm04_mw_rd91	Will this next minigame\r\ndetermine the winner?!
hsmm05.msbt
hsmm05_mw_op00	Battle your foes, and get five wins in a\r\nrow. How far do you think you can go?
hsmm05_mw_op00_st2	This foe is even stronger than the\r\none from before! Can you make it?
hsmm05_mw_op00_st3	I didn't expect you to get so far!\r\nCan you reach the end THIS time?
hsmm05_mw_op00_st4	From here on out, you'll be all by yourself!\r\nI don't see you getting many wins now!
hsmm05_mw_op00_st5	Argh! You're so frustrating to deal with!\r\nLet's see how you like these new foes!
hsmm05_mw_op00_st6	You're nearing the end. I must have \r\nunderestimated you... But this is it!
hsmm05_mw_op01	Not bad. Will you be so lucky next time\r\nthough? Will you? Eheeheehee!
hsmm05_mw_op01b	I would have been surprised if you DIDN'T\r\nwin that one. But how will you do now?
hsmm05_mw_op02	Grr... I'll give you that one. But I'm\r\nnot through yet!
hsmm05_mw_op02b	I guess you're a little more skilled than\r\nI thought... But you're in for it now!
hsmm05_mw_op03	Gah! Why won't you lose? I still have some\r\ntricks up my sleeve though!
hsmm05_mw_op03b	You've made it much further than I\r\nthought you would. But the end is here!
hsmm05_mw_op04	No! I'm not having this! That's it! You leave\r\nme no choice. Take this!
hsmm05_mw_op04b	How did you make it this far? I can't\r\nlet you go any further. I won't!
hsmm05_mw_lose00	Had enough? If you think you can win,\r\nchallenge me again!
hsmm05_mw_lose00b	I hope you're not angry! Eheeheehee!\r\nTrain a little and challenge me again!
hsmm05_mw_lose00c	Phew, that was close. But you lost!\r\nCan't you just leave me alone?
hsmm06.msbt
hsmm06_mw_op00	Here you'll play against opponents online\r\nand try to keep your win streak alive!
hsmm06_mw_op01	{color[ff3502ff]}[0]{color[000000ff]} {color[ffffffff]}starts now!{color[000000ff]}
hsmm06_mw_mg01	Next up is a 1 vs. 1 Duel Minigame!
hsmm06_mw_mg10	I'm in charge here, so I'm gonna choose\r\nthe minigame. Let's see how you do!
hsmm06_mw_rtry00	Someone doesn't know when to give up!\r\nOK then, {color[ff3502ff]}[0] {color[000000ff]}{color[ffffffff]}starts now!{color[000000ff]}
hsmm06_mw_rtry10	Not bad! Better than I thought you'd do.\r\nThink you can win the next one too?
hsmm06_mw_rtry11	Keep going! You can't stop there. \r\nYou gotta win the next one too!
hsmm06_mw_rtry12	Well, look at you go!\r\nYou might get further than I thought.
hsmm06_mw_lose00	You got [0] {[0101|1000770069006e002c00770069006e007300]}. Not your best work,\r\nbut you're not gonna give up, are you?
hsmm06_mw_lose01	[0], huh? Yikes. That's too bad...\r\nI have a good feeling about the next one!
hsmm06_mw_lose02	How many wins was that? [0]?\r\nEh, I'm sure you'll get the hang of it.
hsmm06_mw_lose03	That wasn't a great matchup.\r\nYou got [0] {[0101|1000770069006e002c00770069006e007300]}, but don't let it get ya down!
hsmm06_mw_lose04	So, it's game over after [0] wins.\r\nNot too bad though! I've seen worse.
hsmm06_mw_lose05	[0] wins... That's unfortunate.\r\nMaybe you'll do better next time... Maybe.
hsmm06_mw_lose06	You only managed [0] wins, huh?\r\nYeah, I could probably beat that record.
hsmm06_mw_lose07	[0] wins! That's pretty good!\r\nIt could have been better, but, you know...
hsmm06_mw_lose08	[0] wins...\r\nI expected nothing less from you!
hsmm06_mw_lose09	[0] wins?! Not bad at all!\r\nI could still get more though.
hsmm06_mw_lose10	Well, well, well. Look at you!\r\nYou got [0] wins! Not too shabby!
hsmm06_mw_lose11	Getting [0] wins isn't easy to do!\r\nIt's not difficult for me, but it isn't easy!
hsmm06_mw_lose12	You got [0] wins?! I'm impressed!\r\nUh... I mean... It's impressive for you!
hsmm06_mw_lose13	[0] wins?! I would've never guessed!\r\nI'm actually a little jealous!
hsmm06_mw_lose14	You gotta be kidding me!\r\nHow did you manage to get [0] wins?!
hsmm06_mw_lose15	Th-that's incredible!\r\nI didn't even know [0] wins was possible!
hsmm06_mw_update00	Wow, look at you! That's a new high score.\r\nI look forward to seeing how you rank!
hsmm07.msbt
hsmm07_mw_op00	It's time for a {color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}.\r\nWin a minigame to get a  Star!{color[000000ff]}
hsmm07_mw_op01	Let's get started!
hsmm07_mw_op_mgpk00	In this pack, clear the games\r\nas quickly as possible.
hsmm07_mw_op_mgpk01	In this pack, whoever lasts\r\nthe longest wins.
hsmm07_mw_op_mgpk02	In this pack, look and think carefully.
hsmm07_mw_op_mgpk03	In this pack, you'll face off in \r\n1 vs. 1 minigames.
hsmm07_mw_op_mgpk04	In this pack, keep your eyes peeled and\r\ndon't miss anything.
hsmm07_mw_op_mgpk05	In this pack, collect as \r\nmany  coins as you can.
hsmm07_mw_op_mgpk07	In this pack, you'll collect  coins in\r\n1 vs. 3 minigames.
hsmm07_mw_op_mgpk08	In this pack, reach the finish line\r\nas quickly as possible.
hsmm07_mw_op_mgpk10	In this pack, run, run—as fast as you can!
hsmm07_mw_op_mgpk11	In this pack, shove your opponents off,\r\nbut don't get shoved off yourself.
hsmm07_mw_op_mgpk12	In this pack, aim carefully\r\nand blast away!
hsmm07_mw_op_mgpk13	In this pack, jump and jump\r\nand jump everywhere!
hsmm07_mw_op_mgpk14	In this pack, compete in sports with a\r\nfocus on technique.
hsmm07_mw_op_mgpk16	In this pack, control is key as you aim for\r\na perfect score.
hsmm07_mw_op_mgpk17	In this pack, run from your rivals!
hsmm07_mw_op_mgpk20	In this pack, you need quick reflexes.
hsmm07_mw_op_mgpk21	In this pack, think on your feet\r\nand survive!
hsmm07_mw_op_mgpk22	In this pack, gather\r\nmore than anyone else.
hsmm07_mw_op_mgpk23	In this pack, jostle for a prime position!
hsmm07_mw_op_mgpk24	In this pack, you become the rival to\r\nbeat—or must flee from that foe!
hsmm07_mw_op_mgpk25	In this pack, you fight alone or as a team\r\nin 1 vs. 3 minigames.
hsmm07_mw_rd00	Round 1, start!
hsmm07_mw_rd01	Round 2, start!
hsmm07_mw_rd02	And now for the final minigame!\r\nGive it all you've got!
hsmmet.msbt
hsmmet_tlp_course00	[0]
hsmmet_mw_crs01	Choose whichever minigame you want\r\nto play!
hsmmet_mw_crs01b	Get ready to play!\r\nYou can practice any minigame you'd like.
hsmmet_mw_crs01_rule00	There are 100 minigames in total!\r\nYou're free to choose which one to play.
hsmmet_mw_crs01_rule02	If you're having trouble finding your next \r\nminigame, try selecting by genre!
hsmmet_mw_crs01_rule01	Register the minigames you like to your \r\nfavorites for quick and easy access!
hsmmet_mw_crs02	Play with people all over the world, and\r\nraise your skill grade.
hsmmet_mw_crs02_rule01	Battle opponents around the world. Aim\r\nto achieve an S Rank skill grade!
hsmmet_mw_crs02_rule00	Winning minigames fills the \r\nskill-grade meter.
hsmmet_mw_crs02_rule02	It's not all about winning though! How you\r\nplay can also help you rank up.
hsmmet_mw_crs02b	Have fun playing sports or test your\r\nmettle with puzzles in {color[ff3502ff]}Score Attack{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
hsmmet_mw_crs02b_rule00	Play {color[ff3502ff]}Sports and Puzzles {color[000000ff]}{color[110c1dff]}minigames.\r\nChange the settings to polish your skills!{color[000000ff]}
hsmmet_mw_crs02b_rule01	If you're playing puzzle minigames by \r\nyourself, I recommend {color[ff3502ff]}Score Attack{color[000000ff]}{color[110c1dff]}.{color[000000ff]}
hsmmet_mw_crs03	Collect as many coins as you can.\r\nWhoever gets the most wins!
hsmmet_mw_crs03_rule00	Play with three other players, and see\r\nwho can rack up the most coins!
hsmmet_mw_crs03_rule01	{color[ff3502ff]}Coin Minigames{color[000000ff]}{color[110c1dff]}, {color[000000ff]}{color[ff3502ff]}Bonus Minigames{color[000000ff]}{color[110c1dff]}, and \r\nother events can happen sometimes too.{color[000000ff]}
hsmmet_mw_crs03_rule03	In {color[ff3502ff]}1 vs. 3 Minigames{color[000000ff]}{color[110c1dff]}, the player who's\r\nin the lead faces off against three rivals.{color[000000ff]} 
hsmmet_mw_crs03_rule02	After the dust has settled, whoever has\r\nthe most coins wins!
hsmmet_mw_crs04	In {color[ff3502ff]}2 vs. 2 Minigames{color[000000ff]}{color[110c1dff]}, split into two teams\r\nand go head-to-head!{color[000000ff]}
hsmmet_mw_crs04_b	This is where you play in {color[ff3502ff]}2 vs. 2\r\nMinigames{color[000000ff]}{color[110c1dff]}. Try playing with a friend!{color[000000ff]}
hsmmet_mw_crs04_not	If you bring a friend, you can\r\nplay online.
hsmmet_mw_crs04_rule00	In {color[ff3502ff]}2 vs. 2 Minigames{color[000000ff]}{color[110c1dff]}, your teamwork\r\nis really put to the test.{color[000000ff]}
hsmmet_mw_crs04_rule01	Good thing you can choose your\r\nteammate!
hsmmet_mw_crs04_rule02	Go ahead and decide on the number\r\nof {color[ffffffff]}{color[000000ff]}{color[110c1dff]} Stars you'll need to win.{color[000000ff]}
hsmmet_mw_crs05	Maintain your win streak in {color[ff3502ff]}1 vs. 3 \r\nMinigames{color[000000ff]}{color[110c1dff]}! Play solo or as a team.{color[000000ff]}
hsmmet_mw_crs05_b	This is where you play {color[ff3502ff]}1 vs. 3 Minigames{color[000000ff]}{color[110c1dff]}.\r\nTry playing with a friend!{color[000000ff]}
hsmmet_mw_crs05_not	If you bring a friend, you can\r\nplay online.
hsmmet_mw_crs05_mc00	Don't think this will\r\nbe easy!
hsmmet_mw_crs05_mc01	Clear a stage to move\r\non to the next one!
hsmmet_mw_crs05_mc02	All that's left is one\r\nfinal stage!
hsmmet_mw_crs05_mc03	You cleared all the\r\nstages! Good work!
hsmmet_mw_crs05_rule00	To clear each stage, you'll have to win in\r\n{color[ff3502ff]}1 vs. 3 Minigames{color[000000ff]}{color[110c1dff]} five times in a row.{color[000000ff]}
hsmmet_mw_crs05_rule03	Each time you clear a stage, I'll send\r\nstronger foes after you!
hsmmet_mw_crs05_rule01	Clear a stage, and I'll assign you a rank.
hsmmet_mw_crs05_rule02	But if you lose, you'll have to start all over\r\nagain! Do you have what it takes?
hsmmet_mw_crs06	How many wins can you rack up battling\r\nplayers from around the world?
hsmmet_mw_crs06_b	Just one player can play online. Compete\r\nwith players from around the world for\r\na streak of wins!
hsmmet_mw_crs06_not	This course is online only.\r\nIt can be played by only one\r\nlocal player at a time.
hsmmet_mw_crs06_mc00	I can't wait to see\r\nhow you do!
hsmmet_mw_crs06_rule00	Compete in minigames with players from\r\nall over the world!
hsmmet_mw_crs06_rule01	Can you maintain the longest win streak\r\nin the world? Find out here!
hsmmet_mw_crs06_rule03	As long as you keep winning, you can\r\neven take a break and resume later.
hsmmet_mw_crs06_rule02	You can keep on trying, so you'd better\r\nnot give up without a fight!
hsmmet_mw_crs06b	You can pick up from where you left\r\noff last time, if you'd like!
hsmmet_mw_crs06b_rty00	Continue from where you left off?\r\nOnce resumed, data will be deleted.
hsmmet_mw_crs06b_rty00_a0	Continue
hsmmet_mw_crs06b_rty00_a1	Start Over
hsmmet_mw_crs07	Here are today's recommended minigame\r\npacks. Give them a whirl!
hsmmet_mw_crs07_b	Just one player can play online. You can\r\nplay varied, themed packs of minigames.
hsmmet_mw_crs07_not	This course is online only.\r\nIt can be played by only one\r\nlocal player at a time.
hsmmet_mw_crs07_mc00	Why don't you give\r\n{color[ff3502ff]}[0]{color[000000ff]} {color[110c1dff]}a try?{color[000000ff]}
hsmmet_mw_crs07_rule00	These sets of minigames change\r\nevery day. Have fun!
hsmmet_mw_crs07_rule01	First-place winners earn {color[ffffffff]}{color[000000ff]} {color[110c1dff]}Stars, and you\r\ncan get up to three from each pack!{color[000000ff]}
hsmmet_mw_crs07_rule02	The minigames change every day, so keep\r\ncoming back to earn more {color[ffffffff]} {color[000000ff]}{color[110c1dff]}Stars!{color[000000ff]}
hsmmet_mw_dialog_rm00	Connect to the internet and play\r\nwith players around the world?
hsmmet_mw_dialog_rm00_a0	Yes
hsmmet_mw_dialog_rm00t_a1	No
hsmmet_crs_rule_img00	[0]
hsmmet_crs_rule_img01	[0]
hsmmet_crs_rule_img02	[0]
hsmmet_crs_rule_img03	P[0]
hsmmet_crs_rule_img04	[0]
hsmmet_crs_rule_img05	[0]
hsmmet_crs_rule_img06	[0]
hsmmet_crs_rule_img07	+[0]
hsmmet_myRec01	Minigames Played
hsmmet_myRec02	Wins and High Scores
hsmmet_myRec02rm	Skill Grade
hsmmet_myRec03	High Score
hsmmet_myRec_name	[0]
hsmmet_myRec01_a	[0]
hsmmet_myRec01_b	/100
hsmmet_myRec02_mgtype	[0]
hsmmet_myRec02_win999	Wins: [0]
hsmmet_myRec02_best9999	[0] Points
hsmmet_myRec02_rank	[0]
hsmmet_myRec03_a	[0] 
hsmmet_myRec03_b	[0] Rounds
hsmmet_myRec06_win	High Score
hsmmet_myRec06_rank	Global Ranking
hsmmet_myRec06_guide	 Global Ranking
hsmmet_myRec06_b	Wins: [0]
hsmmet_myRec06_c	[0]
hsmmet_myRec06_top3	[0]
hsmmet_myRec06_top3_name	[0]
hsmmet_cfg_mgpk_today	Today's Selection
hsmmet_cfg_mgpk_time	Pack updates in [0][1]:[2][3]:[4][5]
hsmmet_cfg_mgpk	[0]
hsmmet_cfg_team1	Play Solo
hsmmet_cfg_team3	Play as a Team
hsmmet_cfg_record01	Minigames Cleared: [0]
hsmmet_cfg_record10	[0] Rank Cleared
hsmmet_cfg_stage00	[0]
hsmmet_cfg_stage01	[0]
hsmmet_cfg_rank00	[0]
hsmmet_cfg_6mg_rank	[0]
hsmmet_rule_OK	Play
hsmmet_rule_save00	You'll continue from [0] {[0101|1000770069006e002c00770069006e007300]}.
hsmmet_mw_op00	Welcome to {color[ff3502ff]}Mt. Minigames{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
hsmmet_mw_op02	Select which course you want to play.
hsmmet_mw_menuOK	Return to the Village Square?
hsmmet_mw_menuOK_a0	No
hsmmet_mw_menuOK_a1	Yes
hsmmet_mw_ed00	I'm ready to announce who won...{[0106|1e00]}
hsmmet_mw_ed01	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{[0106|0c00]}{[0106|0100]}{color[110c1dff]}!{color[000000ff]}
hsmmet_mw_ed02	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{[0106|0c00]}{[0106|0000]} {color[110c1dff]}and {color[ff3502ff]}[1]{color[110c1dff]}{[0106|0c00]}{[0106|0100]}.\r\nHow exciting!{color[000000ff]}
hsmmet_mw_ed03	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}, {[0106|0c00]}{[0106|0000]}{color[ff3502ff]}[1]{color[110c1dff]},\r\n{[0106|0c00]}and {color[ff3502ff]}[2]{color[110c1dff]}{[0106|0c00]}{[0106|0100]}! Incredible!{color[000000ff]}
hsmmet_mw_ed04	What's this? {[0106|0000]}I can't believe it!{[0106|1e00]}\r\n{[0106|0100]}We have a tie! Everyone's a winner!
hsmmet_mw_ed10	Congratulations!\r\nYou cleared {color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}!{color[000000ff]}
hsmmet_mw_ed11	Oh no... You weren't able to clear\r\nall of the minigames.
hsmmet_mw_ed12	Great job! You cleared all the stages\r\nfrom the team side!
hsmmet_mw_ed13	Now you can play stages\r\non the solo side!
hsmmet_mw_ed14	Nice playing!\r\nKeep it up, and give the next stage a try!
hsmmet_mw_ed15	You did it!\r\nYou cleared every stage!
hsmmet_mw_ed16	Try playing stages you've already\r\ncleared and bettering your rank!
hsmmet_mw_ed17	You cleared more minigames than before!\r\nKeep up the great work!
