glossary.msbt
gl_799	酷霸王蛋糕
hsmm01_record00_0_timer	[0]:[1].[2]
hsmm01_record00_1	关卡[0]
hsmm01_record00_2_timer	[0]:[1].[2]
hsmm01_record00_3	[0]胜
hsmm01_rule03	赛点
hsmm01_rule04	限制时间
hsmm01_rule06	胜利条件
hsmm01_rule10	回合
hsmm01_rule11	胜利条件
hsmm01_rule12	模式
hsmm01_rule00_0	[0]P
hsmm01_rule00_1	CPU
hsmm01_rule02_0	关卡[0]
hsmm01_rule03_0	[0]分
hsmm01_rule04_0	[0]分钟
hsmm01_rule06_0	[0]分
hsmm01_rule08_0	CPU[0]
hsmm01_rule09_0	有说明
hsmm01_rule09_1	无说明
hsmm01_rule10_0	[0]
hsmm01_rule11_0	[0]
hsmm01_rule12_0	标准
hsmm01_rule12_1	无尽
hsmm01_addFav	已添加到{color[ff3502ff]}[0]{color[000000ff]}
hsmm01_blankFav	{color[ffffffff]}能够仅以{color[ff3502ff]}[0]{color[ffffffff]}中的小游戏进行游玩。{color[000000ff]}
hsmm01_blankWinlist	游玩小游戏后，\r\n可以查看胜负表。
hsmm01_mw00	{color[ffffffff]}欢迎来到{color[ff3502ff]}[0]{color[ffffffff]}！{color[000000ff]}\r\n{color[ffffffff]}在这里可以选择自己喜欢的小游戏进行练习。{color[000000ff]}
hsmm02.msbt
hsmm02_mw_op01	游玩运动和益智小游戏时，\r\n可以对游戏规则进行更改。
hsmm02_mw_op02	通过运动小游戏和益智小游戏\r\n与全世界的人比比谁更厉害吧！
hsmm02_mgtype	[0]
hsmm02_record00	等级
hsmm02_record00_rank	[0]
hsmm03.msbt
hsmm03_mw_op00	在小游戏中赢得胜利，\r\n多多获取金币吧。
hsmm03_mw_op01	那么，\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}，开始！！{color[000000ff]}
hsmm03_mw_rd00	首先是第一个小游戏。
hsmm03_mw_rd01	将从各自选择的小游戏中\r\n以轮盘来决定。
hsmm03_mw_rd10	那么，进行下一个小游戏！
hsmm03_mw_rd20	{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}后来居上，\r\n成为了第一名！{color[000000ff]}
hsmm03_mw_rd30	现在领先的是\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}和{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[ffffffff]}两人！{color[000000ff]}
hsmm03_mw_rd40	现在领先的是\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}、{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[ffffffff]}和{color[ff3502ff]}[2]{color[ffffffff]}三人！{color[000000ff]}
hsmm03_mw_rd50	噢——{[0106|0000]}天呐！！{[0106|0c00]}\r\n{[0106|0100]}所有人得分相同。
hsmm03_mw_rd90	终于到最后的小游戏了！
hsmm03_mw_evnt00	这是一个可以直接拿到\r\n在小游戏中所获金币的机会！
hsmm03_mw_evnt10	获得的金币将会变为2倍！
hsmm03_mw_evnt20	赌上收集的金币，全员对战！
hsmm03_mw_evnt21	首先，我会从每人那里各收集10金币。
hsmm03_mw_evnt22	{[0106|0000]}哎呀？{[0106|0c00]}\r\n{[0106|0100]}你的金币好像不够啊……
hsmm03_mw_evnt23	这次我就额外\r\n送你10金币吧！
hsmm03_mw_evnt24	那么，赌上这[0]金币，\r\n通过小游戏一决胜负吧！
hsmm03_mw_evnt30	要以哪个小游戏对战，\r\n就让{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}来选择吧。{color[000000ff]}
hsmm03_mw_evnt40	由领先的{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}和其他3人进行对战！\r\n胜利的一方将获得20金币。{color[000000ff]}
hsmm04.msbt
hsmm04_mw_op00	两人齐心协力，\r\n率先赢得[0]胜的队伍获胜！
hsmm04_mw_rd00	能拿下第一场胜利的会是谁呢？\r\n首先来决定第一个小游戏吧！
hsmm04_mw_rd10	{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}和{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[ffffffff]}的队伍\r\n逆转了比分——！！{color[000000ff]}
hsmm04_mw_rd11	下一个小游戏就让\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}来选择吧！{color[000000ff]}
hsmm04_mw_rd20	真可惜，不分胜负……
hsmm04_mw_rd21	打起精神，迎接下个小游戏吧！
hsmm04_mw_rd90	……再胜利1次，就能分出胜负了。
hsmm04_mw_rd91	那么，接下来会是最后一场比赛吗！？
hsmm05.msbt
hsmm05_mw_op00	与敌人对战，连赢5场就能过关！\r\n那么，你究竟能赢多少场呢？
hsmm05_mw_op00_st2	我召集了比刚才更强的敌人！\r\n看你这次还能赢多少？
hsmm05_mw_op00_st3	没想到你竟能做到这种地步……\r\n不过，这次你也能赢到最后吗！？
hsmm05_mw_op00_st4	那么，接下来是1人挑战！\r\n你能赢多少呢？
hsmm05_mw_op00_st5	唔！我召集了更强的敌人！\r\n看你这次还能赢多少？
hsmm05_mw_op00_st6	没想到你一个人能做到这种地步……\r\n不过，面对这些敌人你还能赢到最后吗！？
hsmm05_mw_op01	呵呵，真有两下子呢。\r\n那么，接下来如何呢？
hsmm05_mw_op01b	嗯，胜利都是理所当然的。\r\n接下来会怎么样呢？
hsmm05_mw_op02	……唔，好厉害。\r\n不过，胜负现在才开始！
hsmm05_mw_op02b	……哦，看来有两把刷子。\r\n不过，下次你输定了！
hsmm05_mw_op03	……唔！这样也不行吗！\r\n不、不过，比赛还没结束！
hsmm05_mw_op03b	……呵呵呵，我承认你很厉害。\r\n不过，下次你输定了！
hsmm05_mw_op04	……可、可、可恶啊——！\r\n既然如此，这样如何——！！
hsmm05_mw_op04b	……怎么可能！竟然能赢这么多。\r\n我不会再让你赢了——！！
hsmm05_mw_lose00	怎么样，认输了吗！\r\n好好提升自己的实力，重新再来吧！
hsmm05_mw_lose00b	不甘心吗？一定很不甘心吧。\r\n好好练习，重新再来吧！
hsmm05_mw_lose00c	唔，你差一点就能赢了。\r\n但是，输了就是输了，赶快认输吧。
hsmm06.msbt
hsmm06_mw_op00	通过线上游戏和世界各地的人对战！\r\n不断提高自己的连胜纪录！
hsmm06_mw_op01	那么，{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}开始！！{color[000000ff]}
hsmm06_mw_mg01	接下来是1对1的决斗小游戏！
hsmm06_mw_mg10	对战的小游戏将由我来选择。\r\n谁能获胜，真是令人期待呢！
hsmm06_mw_rtry00	噢，很有干劲呢！\r\n再试一次吧，{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}开始！！{color[000000ff]}
hsmm06_mw_rtry10	你很厉害啊！\r\n不过，下次也能获胜吗！？
hsmm06_mw_rtry11	好好努力，\r\n争取下次获胜吧！
hsmm06_mw_rtry12	赢得漂亮！\r\n我很好奇你能走多远！
hsmm06_mw_lose00	[0]胜呢。\r\n你想挑战多少次都可以，所以不要放弃啊！
hsmm06_mw_lose01	[0]胜啊！\r\n真可惜，不过下次肯定会更好！
hsmm06_mw_lose02	虽然只有[0]胜，\r\n但感觉就快要掌握诀窍了。
hsmm06_mw_lose03	这次是对手太强了。\r\n虽然只有[0]胜，但不用在意。
hsmm06_mw_lose04	[0]胜出局了啊。\r\n不过你好像快要掌握诀窍了！
hsmm06_mw_lose05	[0]胜吗……\r\n很遗憾，但下次你应该能获得更多胜利。
hsmm06_mw_lose06	[0]胜啊！\r\n你的表现仅次于我呢。
hsmm06_mw_lose07	[0]胜啊！很不错哦！
hsmm06_mw_lose08	[0]胜啊……\r\n嗯，我本以为这样可以赢的！
hsmm06_mw_lose09	[0]胜吗！？\r\n嗯，和我差不多呢！
hsmm06_mw_lose10	和我预判的一样，\r\n[0]胜呢！
hsmm06_mw_lose11	好厉害！\r\n要想获得[0]胜可不容易哦！
hsmm06_mw_lose12	获得[0]胜吗！\r\n真是惊人，好厉害！
hsmm06_mw_lose13	竟然获得[0]胜！！\r\n没想到你这么厉害！好不甘心！
hsmm06_mw_lose14	哇，真的假的？\r\n你是怎么获得[0]胜的啊！！
hsmm06_mw_lose15	太、太厉害了！\r\n就连我都没有获得过[0]胜！
hsmm06_mw_update00	太棒了，刷新了高分！\r\n排行榜好有趣呢！
hsmm07.msbt
hsmm07_mw_op00	{color[ffffffff]}欢迎来到{color[ff3502ff]}[0]{color[ffffffff]}！{color[000000ff]}\r\n{color[ffffffff]}小游戏获胜后，可以获得星星。{color[000000ff]}
hsmm07_mw_op01	那么，开始！
hsmm07_mw_op_mgpk00	这个组合包的小游戏，\r\n一句话，快速通过吧。
hsmm07_mw_op_mgpk01	这个组合包的小游戏，\r\n是生存下来就算赢的对战。
hsmm07_mw_op_mgpk02	在这个组合包的小游戏里\r\n哪个是正确的，好好看看并想一想吧。
hsmm07_mw_op_mgpk03	这个组合包的小游戏是\r\n1vs1的全力对决。
hsmm07_mw_op_mgpk04	在这个组合包的小游戏里，\r\n禁止眨眼看到最后吧。
hsmm07_mw_op_mgpk05	在这个组合包的小游戏里，\r\n一句话，多多收集金币吧。
hsmm07_mw_op_mgpk07	在这个组合包的小游戏里，\r\n分成1vs3收集金币。
hsmm07_mw_op_mgpk08	在这个组合包的小游戏里，\r\n一句话，快速抵达终点吧。
hsmm07_mw_op_mgpk10	在这个组合包的小游戏里，\r\n要逃啊逃啊，一个劲地逃跑吧。
hsmm07_mw_op_mgpk11	在这个组合包的小游戏里，\r\n掉落时要注意不要掉下去。
hsmm07_mw_op_mgpk12	在这个组合包的小游戏里，\r\n瞄准好后再操作吧。
hsmm07_mw_op_mgpk13	在这个组合包的小游戏里，\r\n飞起跳跃是关键。
hsmm07_mw_op_mgpk14	这个组合包的小游戏很集中都是以体育技能进行比赛。
hsmm07_mw_op_mgpk16	在这个组合包的小游戏里，\r\n细心操作，以满分为目标。
hsmm07_mw_op_mgpk17	在这个组合包的小游戏里，\r\n从对手那逃脱吧。
hsmm07_mw_op_mgpk20	在这个组合包的小游戏里，\r\n反应迅速是必须的。
hsmm07_mw_op_mgpk21	在这个组合包的小游戏里，\r\n迅速判断并存活下来吧。
hsmm07_mw_op_mgpk22	在这个组合包的小游戏里，\r\n需要的东西，多多集齐吧。
hsmm07_mw_op_mgpk23	在这个组合包的小游戏里，\r\n争夺有利位置吧。
hsmm07_mw_op_mgpk24	这个组合包的小游戏是\r\n打倒或是逃跑的1vs3对战。
hsmm07_mw_op_mgpk25	这个组合包的小游戏是\r\n1vs3的不平衡对战。
hsmm07_mw_rd00	首先第一个小游戏，在这边！
hsmm07_mw_rd01	下一个小游戏，在这边。
hsmm07_mw_rd02	……终于来到最后的比赛了。\r\n尽全力加油吧！！
hsmmet.msbt
hsmmet_tlp_course00	[0]
hsmmet_mw_crs01	可以自由游玩喜欢的小游戏！
hsmmet_mw_crs01b	来准备对战吧！\r\n所有的小游戏都可以练习哦。
hsmmet_mw_crs01_rule00	小游戏的数量一共有100个！\r\n可以随意选择要玩的小游戏。
hsmmet_mw_crs01_rule02	难以找到小游戏时，\r\n试着切换游戏类型寻找一下吧。
hsmmet_mw_crs01_rule01	可以将自己喜欢的小游戏添加到\r\n“我的最爱”汇总在一起！
hsmmet_mw_crs02	和全世界的人对战，并锻炼技术吧。
hsmmet_mw_crs02_rule01	与全世界的对手对战，\r\n以技术等级S为目标吧。
hsmmet_mw_crs02_rule00	如果在小游戏中胜出，条形槽就会增加！
hsmmet_mw_crs02_rule02	影响技术等级的不单单是胜负，\r\n根据有些游戏内容，技术等级也会上升。
hsmmet_mw_crs02b	可以尽情享受运动游戏，\r\n或在益智游戏中挑战{color[ff3502ff]}高分挑战{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
hsmmet_mw_crs02b_rule00	通过各种设置游玩运动和益智小游戏，\r\n提高自己的技术吧！
hsmmet_mw_crs02b_rule01	独自游玩益智游戏时，\r\n{color[110c1dff]}推荐游玩{color[000000ff]}{color[ff3502ff]}高分挑战{color[000000ff]}{color[110c1dff]}。{color[000000ff]}
hsmmet_mw_crs03	在小游戏中收集金币，\r\n然后比谁金币数量多的战斗！
hsmmet_mw_crs03_rule00	4人在小游戏中进行对决，\r\n比比谁的金币数量最多！
hsmmet_mw_crs03_rule01	{color[110c1dff]}有时还会出现像{color[000000ff]}{color[ff3502ff]}金币小游戏{color[000000ff]}{color[110c1dff]}和\r\n{color[000000ff]}{color[ff3502ff]}奖励小游戏{color[000000ff]}{color[110c1dff]}这样的机遇事件。{color[000000ff]}
hsmmet_mw_crs03_rule03	{color[110c1dff]}在{color[000000ff]}{color[ff3502ff]}1vs3小游戏{color[000000ff]}{color[110c1dff]}中，\r\n领先的玩家会和其他3人进行对决。{color[000000ff]}
hsmmet_mw_crs03_rule02	最后，拥有更多金币的玩家\r\n将会获得胜利！
hsmmet_mw_crs04	分成2vs2，队伍与队伍之间进行对决！
hsmmet_mw_crs04_b	在这里可以进行2vs2的队伍对决。\r\n来和朋友一起玩吧！
hsmmet_mw_crs04_not	如果和朋友一起来的话，\r\n也可以游玩线上游戏。
hsmmet_mw_crs04_rule00	通过{color[ff3502ff]}2vs2小游戏{color[000000ff]}{color[110c1dff]}进行对决。\r\n团队的实力将会受到考验！{color[000000ff]}
hsmmet_mw_crs04_rule01	顺便说一句，可以自由选择组队。
hsmmet_mw_crs04_rule02	决定收集多少\r\n星星后能获胜吧。
hsmmet_mw_crs05	以全胜为目标，通过{color[ff3502ff]}1vs3小游戏{color[000000ff]}{color[110c1dff]}来对战！\r\n无论是自己1人还是3人合作，都能游玩。{color[000000ff]}
hsmmet_mw_crs05_b	在这里可以选择1vs3和敌人对战。\r\n来和朋友一起玩吧！
hsmmet_mw_crs05_not	如果和朋友一起来的话，\r\n也可以游玩线上游戏。
hsmmet_mw_crs05_mc00	我不会让你轻易获胜的！
hsmmet_mw_crs05_mc01	过关后，\r\n就能进入下一关！
hsmmet_mw_crs05_mc02	终于还剩\r\n最后的关卡了！
hsmmet_mw_crs05_mc03	没想到你竟能全部过关，\r\n真是好厉害！！
hsmmet_mw_crs05_rule00	在{color[ff3502ff]}1vs3小游戏{color[000000ff]}{color[110c1dff]}中和等待你的对手连续进行5场对战！\r\n全部取胜的话就能过关。{color[000000ff]}
hsmmet_mw_crs05_rule03	随着你不断地获胜，对手也会越来越强。
hsmmet_mw_crs05_rule01	如果成功过关，\r\n就会为你评定等级。
hsmmet_mw_crs05_rule02	不过，一旦游戏输了就当场结束。\r\n……那么，你真的能过关吗？
hsmmet_mw_crs06	你究竟能够连胜几次呢？\r\n和全世界的人们对战吧！
hsmmet_mw_crs06_b	这是线上游戏的1人游玩专区。\r\n与世界各地的人对战，看看能连赢几次吧！
hsmmet_mw_crs06_not	这是线上游戏的\r\n1人游玩专用赛道。
hsmmet_mw_crs06_mc00	看你能连赢几次！
hsmmet_mw_crs06_rule00	将通过小游戏和全世界的人全力对战！
hsmmet_mw_crs06_rule01	你究竟有多擅长小游戏，\r\n在连胜纪录的排名中以世界第一位目标吧！
hsmmet_mw_crs06_rule03	连续获胜时，也可以休息一会，\r\n从上次中断的地方继续游戏。
hsmmet_mw_crs06_rule02	……即使输了，也不要放弃。\r\n因为你想挑战多少次都可以！
hsmmet_mw_crs06b	可以从上次中断的地方继续游戏哦。
hsmmet_mw_crs06b_rty00	要从上次的地方继续游戏吗？\r\n中断数据不会被删除。
hsmmet_mw_crs06b_rty00_a0	继续游戏
hsmmet_mw_crs06b_rty00_a1	从头开始
hsmmet_mw_crs07	这是今日推荐的小游戏组合包。\r\n请一定要玩玩看哦！
hsmmet_mw_crs07_b	这是线上游戏的1人游玩专区。\r\n可以游玩推荐的小游戏组合包！
hsmmet_mw_crs07_not	这是线上游戏的\r\n1人游玩专用赛道。
hsmmet_mw_crs07_mc00	{color[ff3502ff]}[0]\r\n{color[000000ff]}{color[110c1dff]}可以吗？{color[000000ff]}
hsmmet_mw_crs07_rule00	请随意玩玩每天都会更换内容的\r\n小游戏组合包吧！
hsmmet_mw_crs07_rule01	在小游戏中获得第一，{color[110c1dff]}就能获得{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星。\r\n在1个组合包中最多能获得3颗星星。{color[000000ff]}
hsmmet_mw_crs07_rule02	小游戏每天都会变换，\r\n多多游玩，{color[110c1dff]}收集{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星吧！{color[000000ff]}
hsmmet_mw_dialog_rm00	要连接互联网，\r\n和世界各地的人游玩吗？
hsmmet_mw_dialog_rm00_a0	是
hsmmet_mw_dialog_rm00t_a1	否
hsmmet_crs_rule_img00	[0]
hsmmet_crs_rule_img01	[0]
hsmmet_crs_rule_img02	[0]
hsmmet_crs_rule_img03	[0]P
hsmmet_crs_rule_img04	[0]
hsmmet_crs_rule_img05	[0]
hsmmet_crs_rule_img06	[0]
hsmmet_crs_rule_img07	+[0]
hsmmet_myRec01	玩过的小游戏
hsmmet_myRec02	获胜次数和高分
hsmmet_myRec02rm	技术等级
hsmmet_myRec03	高分
hsmmet_myRec_name	[0]
hsmmet_myRec01_a	[0]
hsmmet_myRec01_b	/100
hsmmet_myRec02_mgtype	[0]
hsmmet_myRec02_win999	[0]{size[4b00]}胜{size[6400]}
hsmmet_myRec02_best9999	[0]{size[4b00]}分{size[6400]}
hsmmet_myRec02_rank	[0]
hsmmet_myRec03_a	 [0]
hsmmet_myRec03_b	[0]回合
hsmmet_myRec06_win	高分
hsmmet_myRec06_rank	世界排名
hsmmet_myRec06_guide	世界排名
hsmmet_myRec06_b	[0]{size[4b00]}胜{size[6400]}
hsmmet_myRec06_c	{size[4b00]}第{size[6400]}[0]{size[4b00]}名{size[6400]}
hsmmet_myRec06_top3	第[0]名
hsmmet_myRec06_top3_name	[0]
hsmmet_cfg_mgpk_today	今日小游戏
hsmmet_cfg_mgpk_time	还剩[0][1]:[2][3]:[4][5]
hsmmet_cfg_mgpk	[0]
hsmmet_cfg_team1	1人挑战
hsmmet_cfg_team3	3人挑战
hsmmet_cfg_record01	[0]场游戏过关
hsmmet_cfg_record10	过关等级[0]
hsmmet_cfg_stage00	[0]
hsmmet_cfg_stage01	[0]
hsmmet_cfg_rank00	[0]
hsmmet_cfg_6mg_rank	[0]
hsmmet_rule_OK	游玩
hsmmet_rule_save00	可以从[0]胜继续游戏！
hsmmet_mw_op00	欢迎来到{color[ff3502ff]}小游戏山丘{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
hsmmet_mw_op02	那么，请选择要游玩的赛道吧。
hsmmet_mw_menuOK	要返回广场吗？
hsmmet_mw_menuOK_a0	不返回
hsmmet_mw_menuOK_a1	返回
hsmmet_mw_ed00	这次获胜的是……{[0106|1e00]}
hsmmet_mw_ed01	{[0106|0000]}是{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}{[0106|0c00]}{[0106|0100]}！！{color[000000ff]}
hsmmet_mw_ed02	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}、{color[000000ff]}{[0106|0c00]}{[0106|0000]}{color[ff3502ff]}[1]{color[000000ff]}，{color[110c1dff]}{[0106|0c00]}{[0106|0100]}\r\n这2位哦～！！{color[000000ff]}
hsmmet_mw_ed03	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}、{color[000000ff]}{[0106|0c00]}{[0106|0000]}{color[ff3502ff]}[1]{color[000000ff]}{color[110c1dff]}、{color[000000ff]}\r\n{[0106|0c00]}{[0106|0000]}{color[ff3502ff]}[2]{color[000000ff]}{color[110c1dff]}、这3位～！！{color[000000ff]}
hsmmet_mw_ed04	……哇哦，{[0106|0000]}真没想到！{[0106|1e00]}\r\n{[0106|0100]}竟同分全员获胜～！！
hsmmet_mw_ed10	恭喜！\r\n{color[110c1dff]}通过{color[000000ff]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
hsmmet_mw_ed11	……太遗憾了。\r\n没能过关。
hsmmet_mw_ed12	太棒了！通过了\r\n3人挑战的所有关卡！
hsmmet_mw_ed13	这样一来，可以游玩\r\n1人挑战的关卡了。
hsmmet_mw_ed14	真是精彩纷呈！\r\n保持这个势头，挑战下一个关卡吧！
hsmmet_mw_ed15	噢～干得好！！\r\n这样一来所有关卡都过关了～！
hsmmet_mw_ed16	对于已通过的关卡，\r\n请一定要去挑战下提升过关等级哦！
hsmmet_mw_ed17	完成的小游戏增加了呢。\r\n照这个状态继续挑战吧！
hsmmet_mw_ed20	欢迎回来！那么，\r\n我来发表这次的最高纪录和排行榜！
hsmmet_mw_ed21	你成功了！\r\n刷新了连胜纪录！
hsmmet_mw_ed22	太棒了！\r\n你现在是堂堂第[0]名了！！
hsmmet_mw_ed30	欢迎回来！\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}，你玩得开心吗？{color[000000ff]}
hsmmet_mw_ed31	太棒了！\r\n{color[110c1dff]}获得了[0]颗{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星呢！{color[000000ff]}
hsmmet_mw_ed36	今天的组合包都玩过了呢，\r\n十分感谢～
hsmmet_mw_ed37	这个组合包是第一次玩吧。\r\n感谢你的游玩！
hsmmet_mw_ed40	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}的结果是……{color[000000ff]}{[0106|1e00]}
hsmmet_mw_ed41	{[0106|0000]}获胜{[0106|0c00]}{[0106|0100]}～！！
hsmmet_mw_ed42	{[0106|0000]}第[0]名{[0106|0c00]}{[0106|0100]}～！
hsmmet_rslt01	[0]
hsmmet_rslt02	[0]过关！
hsmmet_rslt03	[0]出局
hsmmet_rslt_wins	这次的最好纪录
hsmmet_rslt_wr	世界排名
hsmmet_rslt_update	刷新高分！
hsmmet_rslt_num00	[0]{size[4b00]}胜{size[6400]}
