glossary.msbt
gl_799	庫巴蛋糕
hsmm01_match00	[0]分賽制
hsmm01_match01	[0]分鐘賽制
hsmm01_plyNum00	遊玩次數
hsmm01_record00	高分
hsmm01_record01	獲勝次數
hsmm01_plyNum00_0	[0]次
hsmm01_record00_0	[0]
hsmm01_record00_0_m	[0]m
hsmm01_record00_0_point_m	[0].[1]m
hsmm01_record00_0_degree	[0]°
hsmm01_record00_0_timer	[0]:[1].[2]
hsmm01_record00_1	關卡[0]
hsmm01_record00_2_timer	[0]:[1].[2]
hsmm01_record00_3	[0]{size[4b00]}勝{size[6400]}
hsmm01_rule03	賽點
hsmm01_rule04	限制時間
hsmm01_rule06	獲勝條件
hsmm01_rule10	回合
hsmm01_rule11	獲勝條件
hsmm01_rule12	模式
hsmm01_rule00_0	[0]P
hsmm01_rule00_1	CPU
hsmm01_rule02_0	關卡[0]
hsmm01_rule03_0	[0]分
hsmm01_rule04_0	[0]分鐘
hsmm01_rule06_0	[0]分
hsmm01_rule08_0	CPU[0]
hsmm01_rule09_0	附說明
hsmm01_rule09_1	無說明
hsmm01_rule10_0	[0]
hsmm01_rule11_0	[0]
hsmm01_rule12_0	標準
hsmm01_rule12_1	永無止境
hsmm01_addFav	已登錄到{color[ff3502ff]}[0]{color[000000ff]}
hsmm01_blankFav	{color[ffffffff]}能夠只遊玩已登錄到{color[ff3502ff]}[0]{color[ffffffff]}的小遊戲。{color[000000ff]}
hsmm01_blankWinlist	遊玩小遊戲後，\r\n可以查看勝負表。
hsmm01_mw00	{color[ffffffff]}歡迎來到{color[ff3502ff]}[0]{color[ffffffff]} ！\r\n在這裡可以選擇喜歡的小遊戲來練習。{color[000000ff]}
hsmm02.msbt
hsmm02_mw_op01	運動小遊戲和益智小遊戲\r\n可以更改遊戲規則喔。
hsmm02_mw_op02	藉由運動小遊戲和益智小遊戲\r\n和世界各地的人一較高下吧！
hsmm02_mgtype	[0]
hsmm02_record00	等級
hsmm02_record00_rank	[0]
hsmm03.msbt
hsmm03_mw_op00	在小遊戲中獲勝，\r\n多多獲得金幣吧。
hsmm03_mw_op01	那麼，{color[ff3502ff]}[0]{color[000000ff]}\r\n{color[ffffffff]}開始！！{color[000000ff]}
hsmm03_mw_rd00	首先是第一個小遊戲。
hsmm03_mw_rd01	將從各自選擇的小遊戲中，\r\n以輪盤來決定。
hsmm03_mw_rd10	那麼，下一個小遊戲！
hsmm03_mw_rd20	大逆轉，\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}領先了！{color[000000ff]}
hsmm03_mw_rd30	現在領先的是\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}和{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[ffffffff]}兩位！{color[000000ff]}
hsmm03_mw_rd40	領先的是{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}、\r\n{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[ffffffff]}和{color[000000ff]}{color[ff3502ff]}[2]{color[000000ff]}{color[ffffffff]}三位！{color[000000ff]}
hsmm03_mw_rd50	喔，{[0106|0000]}真沒想到！！{[0106|0c00]}\r\n{[0106|0100]}竟然全員同分。
hsmm03_mw_rd90	終於來到最後一個小遊戲了！
hsmm03_mw_evnt00	這是一個好機會，\r\n在小遊戲中獲得的金幣都可以直接帶走！
hsmm03_mw_evnt10	已獲得的金幣將變2倍！
hsmm03_mw_evnt20	賭上收集到的金幣，全員對戰吧！
hsmm03_mw_evnt21	首先，將各收取10金幣。
hsmm03_mw_evnt22	{[0106|0000]}哎呀？{[0106|0c00]}\r\n{[0106|0100]}金幣好像不夠呢……
hsmm03_mw_evnt23	我這次就額外\r\n送你10金幣吧！
hsmm03_mw_evnt24	那麼，賭上這[0]金幣，\r\n以小遊戲來一決勝負吧。
hsmm03_mw_evnt30	要以哪個小遊戲對戰，\r\n{color[ffffffff]}就讓{color[000000ff]}{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}來選擇吧。{color[000000ff]}
hsmm03_mw_evnt40	由領先的{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}和其他3人進行對戰！\r\n獲勝者將會獲得{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[ffffffff]}20金幣。{color[000000ff]}
hsmm04.msbt
hsmm04_mw_op00	兩人同心協力，\r\n率先贏得[0]勝的隊伍就獲勝！
hsmm04_mw_rd00	哪一邊能拿下第一場勝利呢？\r\n先來決定第一個小遊戲吧。
hsmm04_mw_rd10	{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}和{color[000000ff]}{color[ff3502ff]}[1]{color[000000ff]}{color[ffffffff]}的隊伍\r\n逆轉領先了！！{color[000000ff]}
hsmm04_mw_rd11	下一個小遊戲，\r\n{color[ffffffff]}就讓{color[000000ff]}{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}來選擇吧。{color[000000ff]}
hsmm04_mw_rd20	很可惜，不分勝負……
hsmm04_mw_rd21	打起精神，迎接下一個小遊戲吧！
hsmm04_mw_rd90	……再贏一次就能分出勝負了。
hsmm04_mw_rd91	那麼，接下來就是最後一場了！？
hsmm05.msbt
hsmm05_mw_op00	與敵人對戰，5連勝就過關！\r\n那麼，你能取得最後勝利嗎？
hsmm05_mw_op00_st2	我召集了比剛剛更強的敵人！\r\n這次你能贏到哪裡呢？
hsmm05_mw_op00_st3	沒想到你能贏到這裡……\r\n這次你也能贏到最後嗎！？
hsmm05_mw_op00_st4	那麼，接下來是1人挑戰！\r\n你能贏到哪裡呢？
hsmm05_mw_op00_st5	唔！我召集了更強的敵人！\r\n這次你能贏到哪裡呢？
hsmm05_mw_op00_st6	沒想到你一個人也能贏到這裡……\r\n不過你面對這些敵人也能贏到最後嗎！？
hsmm05_mw_op01	呵呵，做得不錯嘛。\r\n那麼，接下來會如何呢？
hsmm05_mw_op01b	嗯，這一場獲勝是理所當然的。\r\n接下來會怎麼樣呢？
hsmm05_mw_op02	……唔唔，很厲害嘛。\r\n不過，勝負現在才正要開始！
hsmm05_mw_op02b	……喔，還不錯嘛。\r\n不過，下次你輸定了！
hsmm05_mw_op03	……唔！還是不行啊！\r\n不、不過一切都還沒結束！
hsmm05_mw_op03b	……呵呵呵，我承認你很厲害。\r\n不過，下次你真的輸定了！
hsmm05_mw_op04	……可、可、可惡！\r\n既然如此，那這樣如何！！
hsmm05_mw_op04b	……怎麼可能！竟然能贏到這裡。\r\n接下來絕對不會再讓你贏了！！
hsmm05_mw_lose00	怎麼樣，認輸了嗎！\r\n回去磨鍊磨鍊再來吧！
hsmm05_mw_lose00b	不甘心嗎？一定很不甘心吧。\r\n回去好好練習再過來吧！
hsmm05_mw_lose00c	唔，你差一點就贏了。\r\n不過，輸了就是輸了，還是認清事實吧。
hsmm06.msbt
hsmm06_mw_op00	透過網路與世界各地的人對戰！\r\n不斷刷新連勝紀錄吧！
hsmm06_mw_op01	那麼，{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}開始！！{color[000000ff]}
hsmm06_mw_mg01	接下來是1vs1決鬥小遊戲！
hsmm06_mw_mg10	對戰的小遊戲將由我來選擇。\r\n好想知道究竟哪一邊會贏！
hsmm06_mw_rtry00	喔，很有幹勁呢！\r\n再來一次吧，{color[ff3502ff]}[0]{color[000000ff]}{color[ffffffff]}開始！！{color[000000ff]}
hsmm06_mw_rtry10	很厲害嘛！\r\n不過，下次也能獲勝嗎！？
hsmm06_mw_rtry11	為了下次的獲勝，\r\n好好努力吧！
hsmm06_mw_rtry12	贏得漂亮！\r\n我很好奇你能前進到哪裡喔！
hsmm06_mw_lose00	[0]勝啊。\r\n挑戰多少次都可以，不要放棄！
hsmm06_mw_lose01	[0]勝啊。\r\n真是可惜，下次會更好的！
hsmm06_mw_lose02	雖然只有[0]勝，但感覺\r\n快要掌握到訣竅了。
hsmm06_mw_lose03	這次是對手太強了。\r\n雖然只有[0]勝，但不用放在心上。
hsmm06_mw_lose04	[0]勝出局啊！\r\n不過好像有點掌握到訣竅了呢！
hsmm06_mw_lose05	[0]勝啊……\r\n雖然很可惜，但下次一定能贏更多的。
hsmm06_mw_lose06	[0]勝啊！\r\n你的表現僅次於我呢。
hsmm06_mw_lose07	[0]勝啊！還是挺不錯的嘛！
hsmm06_mw_lose08	[0]勝啊……\r\n嗯，我本來以為這種程度能贏的！
hsmm06_mw_lose09	[0]勝嗎！？\r\n嗯，跟我差不多嘛！
hsmm06_mw_lose10	跟我預測的一樣，\r\n得[0]勝了！
hsmm06_mw_lose11	你很厲害嘛！\r\n[0]勝可不是那麼簡單的！
hsmm06_mw_lose12	[0]勝呀！\r\n太驚人了，真厲害！
hsmm06_mw_lose13	竟然[0]勝呀！！\r\n真沒想到！我好不甘心啊！
hsmm06_mw_lose14	哇，真的假的？\r\n你是怎麼獲得[0]勝的！！
hsmm06_mw_lose15	太、太厲害了！\r\n我都沒有獲得過[0]勝呢！
hsmm06_mw_update00	太好了，刷新高分了！\r\n真期待看到排名！
hsmm07.msbt
hsmm07_mw_op00	{color[ffffffff]}歡迎來到{color[ff3502ff]}[0]{color[ffffffff]}！\r\n小遊戲獲勝後，就能得到星星。{color[000000ff]}
hsmm07_mw_op01	那麼，開始！
hsmm07_mw_op_mgpk00	這個組合包的小遊戲\r\n簡單說，就是要快速過關。
hsmm07_mw_op_mgpk01	這個組合包的小遊戲\r\n是生存下來就贏了的對戰。
hsmm07_mw_op_mgpk02	這個組合包的小遊戲\r\n要仔細查看並思考哪個是正確答案。
hsmm07_mw_op_mgpk03	這個組合包的小遊戲\r\n是1vs1的全力對決。
hsmm07_mw_op_mgpk04	這個組合包的小遊戲，\r\n禁止眨眼，要好好看清楚喔。
hsmm07_mw_op_mgpk05	這個組合包的小遊戲\r\n就是要多多收集金幣。
hsmm07_mw_op_mgpk07	這個組合包的小遊戲\r\n就是要分成1vs3收集金幣。
hsmm07_mw_op_mgpk08	這個組合包的小遊戲\r\n簡單說，就是要快速抵達終點。
hsmm07_mw_op_mgpk10	這個組合包的小遊戲\r\n要一直逃，逃到天涯海角吧。
hsmm07_mw_op_mgpk11	這個組合包的小遊戲\r\n要弄下去卻不被弄下去。
hsmm07_mw_op_mgpk12	這個組合包的小遊戲\r\n要瞄準後再進行操作。
hsmm07_mw_op_mgpk13	這個組合包的小遊戲，\r\n飛起跳躍是關鍵。
hsmm07_mw_op_mgpk14	這個組合包的小遊戲是要集中在某個點上，\r\n以運動技巧來進行比賽。
hsmm07_mw_op_mgpk16	這個組合包的小遊戲\r\n要靠著精細的操作以達到滿分。
hsmm07_mw_op_mgpk17	這個組合包的小遊戲\r\n要從對手那裡逃走。
hsmm07_mw_op_mgpk20	這個組合包的小遊戲，\r\n迅速反應是必須的。
hsmm07_mw_op_mgpk21	這個組合包的小遊戲\r\n要藉由迅速的判斷生存下來。
hsmm07_mw_op_mgpk22	這個組合包的小遊戲\r\n就是要多多收集需要的東西。
hsmm07_mw_op_mgpk23	這個組合包的小遊戲\r\n就是要爭奪最佳位置。
hsmm07_mw_op_mgpk24	這個組合包的小遊戲\r\n是打倒或逃跑的1vs3對戰。
hsmm07_mw_op_mgpk25	這個組合包的小遊戲\r\n是1vs3的不平衡對戰。
hsmm07_mw_rd00	首先第一個小遊戲，在這邊！
hsmm07_mw_rd01	接下來的小遊戲，在這邊。
hsmm07_mw_rd02	終於來到最後一場比賽了。\r\n盡全力加油吧！！
hsmmet.msbt
hsmmet_tlp_course00	[0]
hsmmet_mw_crs01	可以隨意遊玩喜歡的小遊戲！
hsmmet_mw_crs01b	來準備對戰吧！\r\n所有的小遊戲都可以練習喔。
hsmmet_mw_crs01_rule00	小遊戲一共有100個！\r\n可以隨意選擇遊玩。
hsmmet_mw_crs01_rule02	找不到小遊戲時，\r\n試著切換類型找找看吧。
hsmmet_mw_crs01_rule01	也可以將喜歡的小遊戲\r\n登錄至「我的最愛」整合在一起！
hsmmet_mw_crs02	和世界各地的人對戰，磨練技術吧。
hsmmet_mw_crs02_rule01	與世界各地的對手對戰，\r\n以技術等級S為目標吧。
hsmmet_mw_crs02_rule00	在小遊戲中獲勝，量條就會增加！
hsmmet_mw_crs02_rule02	不單只是勝負，\r\n遊戲內容也會影響技術的上升。
hsmmet_mw_crs02b	盡情享受運動遊戲，\r\n或玩益智遊戲來{color[ff3502ff]}挑戰高分{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
hsmmet_mw_crs02b_rule00	調整運動和益智小遊戲的各種設定，\r\n來磨練技術吧！
hsmmet_mw_crs02b_rule01	1個人玩益智遊戲時，\r\n建議玩{color[ff3502ff]}高分挑戰{color[000000ff]}{color[110c1dff]}喔。{color[000000ff]}
hsmmet_mw_crs03	這個對戰是在小遊戲中收集金幣，\r\n比賽誰收集到的金幣數量最多！
hsmmet_mw_crs03_rule00	4人進行小遊戲比賽，\r\n看誰的金幣數量最多！
hsmmet_mw_crs03_rule01	有時候也會出現{color[ff3502ff]}金幣小遊戲{color[000000ff]}{color[110c1dff]}或\r\n{color[000000ff]}{color[ff3502ff]}獎勵小遊戲{color[000000ff]}{color[110c1dff]}之類的機會事件。{color[000000ff]}
hsmmet_mw_crs03_rule03	在{color[ff3502ff]}1vs3小遊戲{color[000000ff]}{color[110c1dff]}中，\r\n領先者將與其他3人進行比賽。{color[000000ff]}
hsmmet_mw_crs03_rule02	最後，持有較多金幣的人\r\n將獲得勝利！
hsmmet_mw_crs04	分成2vs2，進行分隊對決。
hsmmet_mw_crs04_b	這裡可以2vs2分隊對決。\r\n來和朋友一起玩吧！
hsmmet_mw_crs04_not	如果和朋友一起來的話，\r\n也可以線上遊玩。
hsmmet_mw_crs04_rule00	{color[ff3502ff]}2vs2小遊戲{color[000000ff]}{color[110c1dff]}的對決\r\n將考驗團隊的實力！{color[000000ff]}
hsmmet_mw_crs04_rule01	對了，可以自由選擇要分到哪一隊。
hsmmet_mw_crs04_rule02	請決定要收集到多少顆星星才能獲勝。
hsmmet_mw_crs05	以全勝為目標，用{color[ff3502ff]}1vs3小遊戲{color[000000ff]}{color[110c1dff]}來對戰吧！\r\n不論是自己1人還是3人合作，都能玩喔！{color[000000ff]}
hsmmet_mw_crs05_b	這裡可以1vs3和敵人對戰。\r\n來和朋友一起玩吧！
hsmmet_mw_crs05_not	如果和朋友一起來的話，\r\n也可以線上遊玩。
hsmmet_mw_crs05_mc00	不會這麼容易就獲勝的！
hsmmet_mw_crs05_mc01	過關後，\r\n會進入下一個關卡！
hsmmet_mw_crs05_mc02	終於只剩下\r\n最後的關卡了！
hsmmet_mw_crs05_mc03	竟然全部過關了，\r\n真是太厲害了！！
hsmmet_mw_crs05_rule00	在{color[ff3502ff]}1vs3小遊戲{color[000000ff]}{color[110c1dff]}中和等待你的敵人連續對戰5次！\r\n全勝就能過關。{color[000000ff]}
hsmmet_mw_crs05_rule03	持續獲勝的話，敵人也會越來越強喔。
hsmmet_mw_crs05_rule01	成功通過關卡後，\r\n就會為你評定等級。
hsmmet_mw_crs05_rule02	不過，一旦遊戲輸了就當場結束了。\r\n真的能夠過關嗎？
hsmmet_mw_crs06	究竟能夠連勝幾次呢？\r\n和世界各地的人們對戰吧！
hsmmet_mw_crs06_b	這裡是線上的1人遊玩專區。\r\n可以和世界各地的人對戰，看看自己能夠幾連勝。
hsmmet_mw_crs06_not	這是線上的\r\n1人遊玩專用賽道。
hsmmet_mw_crs06_mc00	很想知道你能幾連勝！
hsmmet_mw_crs06_rule00	在小遊戲中，和世界各地的人全力對戰！
hsmmet_mw_crs06_rule01	你有多擅長玩小遊戲呢？\r\n在連勝紀錄的排名中，拿下世界第一吧！
hsmmet_mw_crs06_rule03	連勝時，也可以稍作休息，\r\n再從中斷點繼續遊玩。
hsmmet_mw_crs06_rule02	不要因為輸了就放棄喔。\r\n要挑戰幾次都可以！
hsmmet_mw_crs06b	可以從上次的中斷點繼續遊戲喔。
hsmmet_mw_crs06b_rty00	要從上次的中斷點開始遊戲嗎？\r\n中斷資料將會被消除。
hsmmet_mw_crs06b_rty00_a0	從中斷點開始
hsmmet_mw_crs06b_rty00_a1	從頭開始
hsmmet_mw_crs07	本日推薦的小遊戲組合包，\r\n請一定要玩玩看喔！
hsmmet_mw_crs07_b	這裡是線上的1人遊玩專區。\r\n可以遊玩推薦的小遊戲組合包！
hsmmet_mw_crs07_not	這是線上的\r\n1人遊玩專用賽道。
hsmmet_mw_crs07_mc00	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}，\r\n要玩玩看嗎？{color[000000ff]}
hsmmet_mw_crs07_rule00	每天更換的小遊戲組合包，\r\n請隨意遊玩吧！
hsmmet_mw_crs07_rule01	在小遊戲中獲得第一名，就能獲得{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星。\r\n一個組合包最多可以獲得3顆星星。{color[000000ff]}
hsmmet_mw_crs07_rule02	小遊戲會每天更換，\r\n多多遊玩，收集{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星吧！{color[000000ff]}
hsmmet_mw_dialog_rm00	要連接網路，\r\n與世界各地的人遊玩嗎？
hsmmet_mw_dialog_rm00_a0	是
hsmmet_mw_dialog_rm00t_a1	否
hsmmet_crs_rule_img00	[0]
hsmmet_crs_rule_img01	[0]
hsmmet_crs_rule_img02	[0]
hsmmet_crs_rule_img03	[0]P
hsmmet_crs_rule_img04	[0]
hsmmet_crs_rule_img05	[0]
hsmmet_crs_rule_img06	[0]
hsmmet_crs_rule_img07	+[0]
hsmmet_myRec01	玩過的小遊戲
hsmmet_myRec02	獲勝次數和高分
hsmmet_myRec02rm	技術等級
hsmmet_myRec03	高分
hsmmet_myRec_name	[0]
hsmmet_myRec01_a	[0]
hsmmet_myRec01_b	/100
hsmmet_myRec02_mgtype	[0]
hsmmet_myRec02_win999	[0]{size[4b00]}勝{size[6400]}
hsmmet_myRec02_best9999	[0]{size[4b00]}分{size[6400]}
hsmmet_myRec02_rank	[0]
hsmmet_myRec03_a	[0]
hsmmet_myRec03_b	[0]回合
hsmmet_myRec06_win	高分
hsmmet_myRec06_rank	世界排名
hsmmet_myRec06_guide	世界排名
hsmmet_myRec06_b	[0]{size[4b00]}連勝{size[6400]}
hsmmet_myRec06_c	{size[4b00]}第{size[6400]}[0]{size[4b00]}名{size[6400]}
hsmmet_myRec06_top3	第[0]名
hsmmet_myRec06_top3_name	[0]
hsmmet_cfg_mgpk_today	今日小遊戲
hsmmet_cfg_mgpk_time	還有[0][1]:[2][3]:[4][5]
hsmmet_cfg_mgpk	[0]
hsmmet_cfg_team1	1人挑戰
hsmmet_cfg_team3	3人挑戰
hsmmet_cfg_record01	[0]場遊戲過關
hsmmet_cfg_record10	過關等級[0]
hsmmet_cfg_stage00	[0]
hsmmet_cfg_stage01	[0]
hsmmet_cfg_rank00	[0]
hsmmet_cfg_6mg_rank	[0]
hsmmet_rule_OK	遊玩
hsmmet_rule_save00	可以從[0]勝繼續挑戰！
hsmmet_mw_op00	歡迎來到{color[ff3502ff]}小遊戲山丘{color[000000ff]}{color[110c1dff]}！{color[000000ff]}
hsmmet_mw_op02	那麼，請選擇要玩的賽道吧。
hsmmet_mw_menuOK	要返回廣場嗎？
hsmmet_mw_menuOK_a0	不返回
hsmmet_mw_menuOK_a1	返回
hsmmet_mw_ed00	這次的冠軍是……{[0106|1e00]}
hsmmet_mw_ed01	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}{[0106|0c00]}{[0106|0100]}！！{color[000000ff]}
hsmmet_mw_ed02	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}和{color[000000ff]}{[0106|0c00]}{[0106|0000]}{color[ff3502ff]}[1]{color[000000ff]}{color[110c1dff]}，{[0106|0c00]}{[0106|0100]}\r\n這兩位喔！！{color[000000ff]}
hsmmet_mw_ed03	{[0106|0000]}{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}、{color[000000ff]}{[0106|0c00]}{[0106|0000]}{color[ff3502ff]}[1]{color[000000ff]}{color[110c1dff]}和{color[000000ff]}\r\n{[0106|0c00]}{[0106|0000]}{color[ff3502ff]}[2]{color[000000ff]}{color[110c1dff]}，{[0106|0c00]}{[0106|0100]}這三位！！{color[000000ff]}
hsmmet_mw_ed04	……喔喔，{[0106|0000]}真沒想到！{[0106|1e00]}\r\n{[0106|0100]}竟然全都同分，所以全員冠軍！！
hsmmet_mw_ed10	恭喜！\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}，過關！{color[000000ff]}
hsmmet_mw_ed11	……很遺憾，\r\n沒能過關。
hsmmet_mw_ed12	太厲害了！3人挑戰的\r\n所有關卡都過關了！
hsmmet_mw_ed13	這樣一來，也能遊玩\r\n1人挑戰的關卡了。
hsmmet_mw_ed14	玩得太精彩了！\r\n保持這個氣勢，挑戰下一個關卡吧！
hsmmet_mw_ed15	喔～你做到了！！\r\n這樣一來，所有關卡都過關了！！
hsmmet_mw_ed16	已經過關的關卡，可以提升等級，\r\n請一定要挑戰看看喔！
hsmmet_mw_ed17	過關的小遊戲變多了。\r\n就照這個狀態繼續挑戰吧！
hsmmet_mw_ed20	歡迎回來！那麼，\r\n我將發表這次的最高紀錄和排名！
hsmmet_mw_ed21	你做到了！\r\n刷新了連勝紀錄！
hsmmet_mw_ed22	太厲害了！\r\n你的排名來到了第[0]位！！
hsmmet_mw_ed30	歡迎回來！\r\n{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}好玩嗎？{color[000000ff]}
hsmmet_mw_ed31	太厲害了！\r\n{color[110c1dff]}獲得了[0]顆{color[000000ff]}{color[ffffffff]}{color[000000ff]}{color[110c1dff]}星星呢！{color[000000ff]}
hsmmet_mw_ed36	本日的組合包全都玩過了，\r\n非常感謝你～！
hsmmet_mw_ed37	這個組合包是第一次玩吧。\r\n非常感謝你的遊玩！
hsmmet_mw_ed40	{color[ff3502ff]}[0]{color[000000ff]}{color[110c1dff]}的結果是……{color[000000ff]}{[0106|1e00]}
hsmmet_mw_ed41	{[0106|0000]}冠軍{[0106|0c00]}{[0106|0100]}～！！
hsmmet_mw_ed42	{[0106|0000]}第[0]名{[0106|0c00]}{[0106|0100]}～！
hsmmet_rslt01	[0]
hsmmet_rslt02	[0]過關！
hsmmet_rslt03	[0]出局
hsmmet_rslt_wins	這次的最高紀錄
hsmmet_rslt_wr	世界排名
hsmmet_rslt_update	刷新高分！
hsmmet_rslt_num00	[0]{size[4b00]}連勝{size[6400]}
hsmmet_rslt_num01	{size[4b00]}第{size[6400]}[0]{size[4b00]}名{size[6400]}
hsmmet_rslt_rank00	[0]
hsmmet_rslt_rank01	[0]
hsmmet_rslt_win00	獲勝
hsmmet_rslt_lose00	失敗
hsmmet_rslt_clear00	[0]達成
hsmmet_rslt_retire00	出局
hsmmet_rslt_name00	[0]
hsmmet_rslt_name01	[0]
hsmmet_rslt_pt999	[0]
hsmmet_rslt_pt99	[0]
hsmmet_rslt_pt99_minus	-[0]
hsmmet_rslt_st_rank00	過關等級
hsmmet_rslt_st_rank01	[0]
hsmm_common.msbt
hsmm_ctrl_cancel	返回
hsmm_ctrl_next	下一步
