affection.txt
msg_affection_talk_01	这位优秀的训练家，\c\n可以让我看看你和宝可梦的\n关系好不好吗？
msg_waiter_01	请问您要点什么？
msg_waiter_select_01	咖啡饮品
msg_waiter_select_02	茶类饮品
msg_waiter_select_03	其他饮品
msg_waiter_select_04	还是算了
msg_waiter_02	我明白了。\n期待您再次光临。
msg_waiter_07	价格是[VAR 0206(0000,0000)]，\n您要点一杯吗？
msg_waiter_08	请问您要点什么？
msg_waiter_03	不好意思，\n您的钱好像不够。
msg_waiter_04	是[VAR 01CF(0000)]对吧？\n请坐下稍等片刻。
msg_waiter_05	您点的[VAR 01CF(0000)]。
msg_waiter_06	要从咖啡馆出去吗？
msg_bbcc4af200235ea9e349bfd7a062a526	[~ 27]
msg_nuvoboss_01	要点什么？
msg_nuvoboss_select_01	咖啡饮品
msg_nuvoboss_select_02	茶类饮品
msg_nuvoboss_select_03	其他饮品
msg_nuvoboss_select_04	和上次一样
msg_nuvoboss_select_05	我总点的那个
msg_nuvoboss_select_06	还是算了
msg_nuvoboss_02	你是来干嘛的啊。
msg_nuvoboss_11	[VAR 0206(0000,0000)]。
msg_nuvoboss_12	要点什么？
msg_nuvoboss_03	明明就没钱，\n你是来干嘛的啊。
msg_nuvoboss_04	[VAR 01CF(0000)]是吧。\n稍等一下啊！
msg_nuvoboss_05	来，你点的火花烘焙咖啡！\n感受一下这款豆子略带焦香的风味吧。
msg_nuvoboss_06	来，你点的喷射火焰烘焙咖啡！\n品一品它的酸味、苦味和甜味吧。
msg_nuvoboss_07	来，你点的大字爆炎烘焙咖啡！\n它的香气和苦味比酸味要更重一些。
msg_nuvoboss_08	来，你点的燃尽烘焙咖啡！\n它的烘焙度最深，能尝到很重的苦味。
msg_nuvoboss_09	来，你点的阿萨姆克儿红茶！它的香气甘甜，\n风味浓厚……还带有天空的味道！
msg_nuvoboss_13	来，你点的猫老大吉岭红茶！\n它的口感丝滑，带有独特的高雅香气。
msg_nuvoboss_14	来，你点的罗丝雷朵茶！它的香气浓郁，\n茶性温和，是在阿罗拉也很受欢迎的茶。
msg_nuvoboss_15	来，你点的哞哞鲜奶！\n它可是营养丰富的鲜奶哦。
msg_nuvoboss_16	来，你点的美味之水！\n它的含镁量好像比其他地区更高一些。
msg_nuvoboss_17	来，你点的激爽之水！\n感受与硬水绝配的美味吧。
msg_nuvoboss_10	要从咖啡馆出去吗？
msg_addf8ce61558846d7b28bcb156e35584	[~ 51]
msg_cafe_welcome_01	欢迎光临！\n这里是为喜欢联机的人\r\n开设的咖啡店“帕生”。
msg_cafe_welcome_02	欢迎光临！\n这里是有趣客人的聚集地，\r\n咖啡馆“龙卷风”。
msg_cafe_welcome_03	欢迎光临！\n这里是时尚爱好者的聚集地，\r\n咖啡馆“时髦”。
msg_cafe_welcome_04	欢迎光临！\n这里是为热爱多丽米亚的人\r\n而开的咖啡馆“汪汪”。
msg_cafe_welcome_05	欢迎光临！\n这里是讲究时髦的\r\n咖啡馆“旭日”。
msg_cafe_welcome_06	欢迎光临！\n这里是为爱好拍照的人\r\n而开的咖啡馆“定焦”。
msg_cafe_welcome_07	欢迎光临！\n这里是以巧克力挞著称的\r\n咖啡馆“回旋”。
msg_cafe_welcome_08	欢迎光临！\n这里是追求浓郁苦味的\r\n咖啡馆“英俊”。
msg_cafe_welcome_09	欢迎光临！\n这里是可以和关系好的宝可梦\r\n一起放松享受的咖啡馆“友友乐”。
msg_cafe_welcome_10	欢迎光临！\n这里是非常安静的\r\n咖啡馆……“罗雀”。
msg_cafe_welcome_11	欢迎光临！\n这里是可以畅谈和搭档的\r\n牵绊的咖啡馆“牵绊”。
msg_cafe_welcome_12	欢迎光临！\n这里是追求究极咖啡的\r\n咖啡馆“极训”。
msg_cafe_welcome_13	欢迎光临！\n这里是为想要拍出好看照片的人\r\n而开的咖啡馆“开拍”。
msg_cafe_welcome_14	欢迎光临！\n这里是集聚宝可梦对战爱好者的\r\n咖啡馆“对战迷”。
msg_cafe_welcome_15	这里是新咖啡。
msg_cafe_welcome_16	欢迎光临！\n这里是爱与放松的餐车\r\n“新咖啡”2号店。
msg_cafe_welcome_17	欢迎光临！\n这里是爱与放松的餐车\r\n“新咖啡”3号店。
msg_b79ee38cde4621f5209d61cbb8ff516b	[~ 69]
msg_cof_01	梦妖魔卡咖啡
msg_cof_02	乞力肯泰罗咖啡
msg_cof_03	布鲁皇咖啡
msg_cof_04	帕生混合咖啡
msg_cof_05	帕生欧蕾咖啡
msg_cof_06	龙卷风混合咖啡
msg_cof_07	时髦欧蕾咖啡
msg_cof_08	野生混合咖啡
msg_cof_09	心混合咖啡
msg_cof_10	星混合咖啡
msg_cof_11	菱混合咖啡
msg_cof_12	淑女混合咖啡
msg_cof_13	贵妇混合咖啡
msg_cof_14	绅士混合咖啡
msg_cof_15	女王混合咖啡
msg_cof_16	歌舞伎混合咖啡
msg_cof_17	国王混合咖啡
msg_cof_18	旭日混合咖啡
msg_cof_19	定焦混合咖啡
msg_cof_20	定焦欧蕾咖啡
msg_cof_21	回旋混合咖啡
msg_cof_22	英俊黑咖啡
msg_cof_23	罗雀滴滤咖啡
msg_cof_24	牵绊混合咖啡
msg_cof_25	极训咖啡
msg_cof_26	对战迷混合咖啡
msg_cof_27	对战迷欧蕾咖啡
msg_cof_28	火花烘焙咖啡
msg_cof_29	喷射火焰烘焙咖啡
msg_cof_30	大字爆炎烘焙咖啡
msg_cof_31	燃尽烘焙咖啡
msg_tea_01	阿萨姆克儿红茶
msg_tea_02	猫老大吉岭红茶
msg_tea_03	罗丝雷朵茶
msg_tea_04	来杯茶
msg_tea_05	乌波红茶
msg_tea_06	小仙奶茶
msg_tea_07	哞哞鲜奶茶
msg_tea_08	开拍混合茶
msg_tea_09	伽勒尔早餐茶
msg_tea_10	每日薄荷茶
msg_tea_11	橙橙风味茶
msg_tea_12	桃桃风味茶
msg_tea_13	樱子风味茶
msg_tea_14	综合风味茶
msg_tea_15	三辕茶
msg_etc_01	哞哞鲜奶
msg_etc_02	热哞哞鲜奶
msg_etc_03	美味之水
msg_etc_04	激爽之水
msg_7697c8f73edb7b4b4355a76a251a5ea7	[~ 120]
msg_cafe_photo_01	要结束拍照吗？
msg_cafe_photo_02	结束
msg_cafe_photo_03	不结束
msg_4b1a1f1e12686df522a8724f141c1c3f	[~ 124]
msg_cafe_welcome_18	欢迎光临！\n这里是不希望客人点寿司＆咖啡的\r\n咖啡馆“罗雀”。
msg_560d7ece1e0bdea11564f74b0aa5df31	[~ 126]
msg_Ev_sub_salon_01_talk_01	[VAR 0100(0000)]，\n今天是哪位要入睡呢？[VAR 0114(01BB)]
msg_Ev_sub_salon_01_select_01	[VAR 0100(0000)]
msg_Ev_sub_salon_01_select_02	[VAR 0102(0002)]
msg_Ev_sub_salon_01_select_03	[VAR 0102(0003)]
msg_Ev_sub_salon_01_select_04	[VAR 0102(0004)]
msg_Ev_sub_salon_01_select_05	[VAR 0102(0005)]
msg_Ev_sub_salon_01_select_06	[VAR 0102(0006)]
msg_Ev_sub_salon_01_select_07	[VAR 0102(0007)]
msg_Ev_sub_salon_01_select_08	还是算了
msg_Ev_sub_salon_01_talk_02	欢迎再次光临。[VAR 0114(01BB)]
msg_Ev_sub_salon_01_talk_03	[VAR 0100(0000)]，请喝杯咖啡，\n好好放松一下。\c\n那么梦梦蚀，\n就拜托你咯。[VAR 0114(01BB)]
msg_Ev_sub_salon_01_talk_04	梦梦嗯♪
msg_Ev_sub_salon_01_talk_05	看来它睡得很香。\n欢迎再次光临。[VAR 0114(01BB)]
msg_Ev_sub_salon_01_talk_06	那么梦梦蚀，\n就拜托你咯。[VAR 0114(01BB)]
msg_Ev_sub_salon_01_talk_07	梦梦嗯♪
msg_Ev_sub_salon_01_talk_08	要叫醒宝可梦吗？
msg_Ev_sub_salon_01_select_09	叫醒它
msg_Ev_sub_salon_01_select_10	让它睡
msg_Ev_sub_salon_01_talk_09	看来它睡得很香。\n欢迎再次光临。[VAR 0114(01BB)]
msg_Ev_sub_salon_01_wait_01	梦梦嗯。
change_deox_scr.txt
msg_26397c07d2ba6dfbedcc7969a606e712	[~ 0]
msg_8006910c5e48d4794506afc41a03ee9e	[~ 1]
msg_c07da045aeb27c71c05f161148852ee7	[~ 2]
msg_3127948137aafe53a422285a8f40af03	[~ 3]
msg_6b38a0941cc26d3bceed40149ef513f9	[~ 4]
msg_1c819c019972414616a2397acb7685d1	[~ 5]
msg_bef1771349a36488b104d4d02e0a3fa3	[~ 6]
msg_68c05403d8abd66a27df9b3a5ee6dd37	[~ 7]
msg_5eb0cefcbe512ec490524212ef45e8e3	[~ 8]
change_rotom_scr.txt
msg_060a5bb077425739c2a1569dc0007914	[~ 0]
msg_ccc59f48369949e46544b4d832f21106	[~ 1]
msg_ddc84141147b11f8c943cd605ac35351	[~ 2]
msg_f0a4f39e35a07d267bb7da5dfe4a8a35	[~ 3]
msg_e6d36bb53577b70593f88b5be6930d97	[~ 4]
msg_316e2e9a7c40d95ac3d3813738a6879d	[~ 5]
msg_24b6a932d78c9496fd6212bf5fe9e05d	[~ 6]
msg_26a3d186481a9f0179dd52b3dc23eb0b	[~ 7]
msg_6cd6effad3fc640bf3c5866928ecaf4d	[~ 8]
msg_7cdd533249d8be8bc9a79c7142945d5a	[~ 9]
msg_c338c6d5c0b19ae8842da1b4605ea339	[~ 10]
msg_47b95df8d6c0000e62d737c8c4d2edfa	[~ 11]
msg_99a78aacbb7c28a51fe792ed66e76ff3	[~ 12]
msg_9db742fa75803161214e1bb1875a3185	[~ 13]
msg_e50b532a5a2957a69f2b3828c43bba42	[~ 14]
msg_97d18d5e37ab83e44d4b6c43f12e3b6b	[~ 15]
msg_305bb6a43b8fd3e380d0845b85c67e2c	[~ 16]
msg_234ce9c9733c954a5ec1f53963790956	[~ 17]
msg_28eb82b6bbbf0b6c9c8fd85f6f460ad9	[~ 18]
msg_590234e52af2c15c94098b38ada4e1f7	[~ 19]
msg_3a2e5538f85829b8c7b3182e785b76b0	[~ 20]
msg_6ff06e1d54c5344baadf519da6ea7284	[~ 21]
msg_c97883acc9134d937c2c2ca1148e6008	[~ 22]
msg_7c8519c570de607893a74f3145cb037d	[~ 23]
msg_237df4ee9e46e62769d8da2813a83380	[~ 24]
change_torimian_scr.txt
msg_torimian_badgirl_01	如果你带着多丽米亚，这里可以\n以1次500的价格为它修剪！[VAR 0114(0142)]
msg_torimian_select_yes	委托修剪
msg_torimian_select_no	还是算了
msg_torimian_badgirl_02	请别开玩笑了。\n你的钱不够呀。[VAR 0114(0142)]
msg_torimian_badgirl_03	请别开玩笑了。\n你没带着多丽米亚吧？[VAR 0114(0142)]
msg_torimian_badgirl_04	要修剪哪只多丽米亚呢？[VAR 0114(0142)]
msg_torimian_badgirl_05	请选择要修剪的造型。\n飞天螳螂会剪得非常完美的 ！[VAR 0114(0142)]
msg_torimian_select_01	心形造型
msg_torimian_select_02	星形造型
msg_torimian_select_03	菱形造型
msg_torimian_select_04	淑女造型
msg_torimian_select_05	贵妇造型
msg_torimian_select_06	绅士造型
msg_torimian_select_07	女王造型
msg_torimian_select_08	歌舞伎造型
msg_torimian_select_09	国王造型
msg_torimian_select_10	回到自然状态
msg_torimian_select_11	还是算了
msg_torimian_select_12	关于委托
msg_torimian_badgirl_06	请交给我们吧！\n那么修剪费我就先收下了。[VAR 0114(0142)]
msg_torimian_badgirl_07	好了，飞天螳螂，\n来为多丽米亚修剪完美的造型吧！[VAR 0114(0142)]
msg_torimian_badgirl_08	咔嚓！[WAIT 5]唰唰……！[WAIT 5]\n被修剪的多丽米亚很棒，\r\n修剪它的飞天螳螂也很棒♪[VAR 0114(0142)]
msg_torimian_badgirl_09	飞天螳螂好像也\n对修剪出的造型很满意！[VAR 0114(0142)]
msg_torimian_badgirl_10	想为多丽米亚改变造型的时候\n请随时再来哦！[VAR 0114(0142)]
msg_torimian_badgirl_11	想要保持[VAR 0194(0000)]，\n只打理一下就好，对吧？[VAR 0114(0142)]
msg_torimian_badgirl_12	那就恢复成粗犷的造型了哦？[VAR 0114(0142)]
msg_torimian_badgirl_13	别开玩笑了！\n还没有给蛋修剪造型的服务哦！
msg_torimian_badgirl_14	我只对多丽米亚情有独钟，\n可不会给其他宝可梦修剪哦！
msg_torimian_badgirl_15	嗯！？选这个造型的话\n不会有任何变化啊……[VAR 0114(0142)]
msg_torimian_badgirl_16	因为我太想给毛茸茸的贵宾犬宝可梦\n多丽米亚修剪造型了，\r\n所以正在和我的搭档飞天螳螂一起修行！[VAR 0114(0142)]
common_scr.txt
msg_common_scr_yes	是
msg_common_scr_no	否
msg_common_money	[VAR 0206(0008,0000)]
msg_common_report_01	要保存目前为止的\n冒险记录吗？
msg_common_report_02	正在写入记录……\n请勿切断电源。
msg_common_report_03	[VAR 0100(0000)]\n完好地写下了记录！
msg_common_report_04	因为已经写入了其他的宝可梦记录，\n所以不能再写入。\c\n详情请查看使用说明书。
msg_common_report_05	保存记录失败。
msg_common_getmoney_01	[VAR 0100(0000)]\n得到了[VAR 0207(0002,0000)]！
msg_common_pokeget_01	[VAR 0100(0000)]\n得到了[VAR 0101(0001)]！
msg_common_lpget_01	[VAR 0100(0000)]\n得到了[VAR 0207(0002,0000)]LP！
msg_yoroi_00	[VAR 0109(0001)]
msg_yoroi_01	×
msg_yoroi_02	[VAR 0202(0002)]
coordination.txt
msg_coordination_speech_01	为你！\n献上最棒的穿搭！[VAR BD0A(000A)]Text_icon1
msg_coordination_talk_01	我是世界级的时尚搭配师！[VAR 0114(0191)]
msg_coordination_talk_02	而现在引起我关注的……[VAR 0114(0191)]
msg_coordination_talk_03	就是你！[VAR 0114(0191)]
msg_coordination_talk_04	我要擅自地庆祝这场邂逅，\n为你做一个全身的穿搭！[VAR 0114(0191)]
msg_coordination_talk_05	请不要担心。\c\n时尚物品我会借给你的，\n也不会收你钱哦！[VAR 0114(0191)]
msg_coordination_talk_06	那么……[VAR 0114(0191)]
msg_coordination_talk_07	我要把你从头到脚\n通通打扮一番！[VAR 0114(0191)]
msg_coordination_select_01	拜托你了
msg_coordination_select_02	还是算了
msg_coordination_talk_15	哎……有些可能性要由他人做选择才看得到，\n你居然连试都不试一下……！[VAR 0114(0191)]
msg_coordination_talk_08	有一个要注意的地方。\c\n虽然你可以自由地换装，\n但我给你配搭的服装将会被归还。\r\n这样也没问题吧？[VAR 0114(0191)]
msg_coordination_select_03	明白了
msg_coordination_select_04	还是算了
msg_coordination_talk_09	好的！为你！\n献上最棒的穿搭！！[VAR 0114(0191)]
msg_coordination_talk_10	不愧是我做的穿搭！\n现在你在密阿雷可是独一无二的哦！[VAR 0114(0191)]
msg_coordination_talk_11	那么请你到明天早上为止\n都好好享受这身装扮吧。\c\n要是在哪再遇到我，要来打声招呼哦。[VAR 0114(0191)]
msg_coordination_talk_12	要归还借来的服装吗？[VAR 0114(0191)]
msg_coordination_select_05	归还
msg_coordination_select_06	不归还
msg_coordination_talk_13	需要归还借来的服装，\n否则无法购买新的衣服等物品。
msg_coordination_talk_14	我的穿搭服务一天只能提供一次！\n还有需要的话，就等明天再来吧！[VAR 0114(0191)]
demo_01.txt
msg_demo_01_03	棱镜塔正在发生异变，\n我想让公司的队伍去调查。
msg_demo_01_04	密阿雷市的问题必须由我们来解决。
msg_demo_01_01	要寻找最强的超级进化训练家。
msg_demo_01_02	本次列车即将到达密阿雷南站。
demo_03.txt
msg_demo_03_01	欢迎来到人类与宝可梦共同生活的城市，\n密阿雷市！
msg_demo_03_02	我是阔星公司的总裁，捷朵。
msg_demo_03_03	有许多叫做宝可梦的神奇的生物……
msg_demo_03_04	它们也生活在我们的周围。
msg_demo_03_14	不过，近来它们也经常在市内现身。
msg_9d515e5d61a65d35b37dcd35290b04ff	[~ 5]
msg_64a14a687fa3bc06252799344689a369	[~ 6]
msg_b00ac5df824f943926751e4e89dc5a90	[~ 7]
msg_demo_03_18	因此，我们设立了名为\n野生特区的区域来与它们共存。
msg_demo_03_05	宝可梦们多种多样，\n各自拥有着强大的力量。
msg_demo_03_06	我们和这些宝可梦们\n同心协力，一起生活。
msg_demo_03_07	为了加深宝可梦和人之间的牵绊……
msg_demo_03_08	阔星公司正在推进都市开发计划。
msg_demo_03_09	通过阔星公司开发并设置在\n城市各处的特殊全息影像……
msg_demo_03_10	我们可以从视觉上\n获取关于密阿雷市的各种资讯了。
msg_demo_03_11	是的，密阿雷市\n会变成更加美丽的城市。
msg_demo_03_12	希望大家给予理解和帮助。
msg_demo_03_13	阔星公司将实现\n密阿雷市的超级进化。
demo_04.txt
msg_demo_04_01	让一下，\n我在带客人去旅馆。
msg_demo_04_02	我在带客人去旅馆。\n你们要是能让开，我会很开心的。
msg_demo_04_03	我才不管[VAR 1100(00FF,0101)]他她是不是客人！\n只要在对战特区，就是对战的对手。
msg_demo_04_04	真没办法，\n我来应战吧。
msg_demo_04_05	真没办法，\n这里就由我来……
msg_demo_04_06	啾噜噜！
msg_demo_04_07	拿着黑花的花叶蒂？\n和我对战的居然是这么少见的宝可梦啊。
msg_demo_04_08	别打到他们！
msg_demo_04_09	别打到他们！
demo_30.txt
msg_demo_30_01	啾噜噜！！
msg_demo_30_02	那就是花叶蒂进化石……
msg_demo_30_03	那就是花叶蒂进化石……
msg_demo_30_04	花叶蒂，超级进化吧！
msg_demo_30_05	花叶蒂，超级进化吧！
msg_demo_30_06	上吧，花叶蒂！
msg_demo_30_07	要上了，花叶蒂！
demo_31.txt
msg_demo_31_01	这里就是棱镜塔的驾驶室吗？
msg_demo_31_02	这里就是棱镜塔的驾驶室……
msg_demo_31_03	简直是个王座啊。
msg_demo_31_04	简直就像王座一样。
msg_demo_31_05	好！这样应该就OK了。
msg_demo_31_06	好，准备完毕！
msg_demo_31_07	[VAR 0100(0000)]，\n你在好好看直播吗？
msg_demo_31_08	[VAR 0100(0000)]，\n你要好好看直播哦。
msg_demo_31_09	说起来，我第一次遇到你的时候，\n就是在车站前请你帮忙拍摄啊。
msg_demo_31_10	说起来，我第一次遇到你的时候，\n就是在车站前请你帮忙拍摄啊。
msg_demo_31_11	花叶蒂，动手吧！
msg_demo_31_12	花叶蒂，动手吧！
msg_demo_31_13	我是马斯卡托，\n棱镜塔的光芒似乎已经收敛了。
demo_35.txt
msg_demo_35_01	基格尔德的基格尔德进化石\n和[VAR 0100(0000)]的钥石产生了反应！
msg_demo_35_02	基格尔德\n超级进化成了超级基格尔德！
demo_37.txt
msg_demo_37_01	未来总是由现在创造的。
msg_demo_37_02	我衷心感谢超Z队。
elevator.txt
msg_elevator_01	要去几楼？
msg_elevator_03	要去1楼大厅吗？
msg_elevator_02	[VAR 0100(0000)]\n搭上了电梯！
msg_select_cancel	取消
msg_select_hotelz_01	1楼大厅
msg_select_hotelz_02	2楼
msg_select_hotelz_03	3楼
msg_select_hotelz_04	顶楼
msg_select_lab_01	1楼：大厅
msg_select_lab_02	2楼：研究室
msg_select_lab_03	3楼：所长室
msg_select_richissime_01	入口
msg_select_richissime_02	宴会厅
msg_select_labo_01	地下1楼
msg_select_labo_02	地下2楼
msg_select_labo_03	地下3楼
field_event.txt
msg_fld_loss_01	输掉了……\n训练一下宝可梦再来挑战吧！
msg_fld_loss_02	不能在这里输掉……\n再挑战一次吧！
msg_fld_approval_01	已确认挑战券！\n批准开始升级战。\c
msg_fld_rematch_01	要马上再进行挑战吗？
msg_fld_rematch_select_01	再次挑战
msg_fld_rematch_select_02	继承HP
msg_fld_rematch_select_03	放弃
msg_fld_rematch_02	选择继承HP，\n就能继承对手HP\r\n已减少的状态再次挑战。\c\n要选择继承HP吗？
msg_fld_rematch_select_04	选择并再次挑战
msg_fld_rematch_select_05	不选择并再次挑战
msg_fld_rematch_select_06	返回
msg_fld_rematch_select_07	建议
msg_fld_rematch_03	用路卡利欧的招式不断命中对手\n来收集超级能的能量团吧。
msg_fld_rematch_04	等超级能累积到最大之后，\n就用力按下[VAR BD0A(000C)]Stick_R_Push来超级进化！\r\n连续使出强化后的招式来战斗吧。
msg_fld_rematch_05	如果阿勃梭鲁开始积蓄力量，\n就赶快远离它，做好接招的准备吧。
msg_fld_rematch_06	太过接近阿勃梭鲁是很危险的！\n危急时刻就用[VAR BD0A(0004)]Sp_2来翻滚吧！
msg_fld_ev_spray_01	喷雾的效果消失了！
msg_fld_ev_spray_02	喷雾的效果消失了！\n要继续使用吗？
msg_fld_ev_spray_03	[VAR 0100(0000)]\n使用了[VAR 0109(0001)]！
msg_egg_event_01	……咦？
msg_ride_check_ng_01	这里无法骑行[VAR 0101(0000)]！
msg_ride_check_ng_02	这里无法骑行[VAR 0102(0000)]！
msg_fld_ev_boxfull_01	盒子已经满了！\n……下次再来吧。
msg_fld_ev_peoneymemo_01	[VAR 0100(0000)]将当前的状况\n记录到了[VAR 0109(0001)]上！
msg_fld_field_magicaltrade_01	有未完成的魔法交换。\n请连接到互联网。
msg_fld_field_cliff_return	要回到掉落之前的地点吗？
msg_fld_atlantis_back	[VAR 0100(0000)]\n慌忙回到了大家的身边！
msg_fld_power_empty	饱腹能量似乎用尽了！
msg_fld_rematch_sa_01	即将离开异次元，\n可以吗？
msg_fld_rematch_select_10	是
msg_fld_rematch_select_11	否
msg_fld_izigen_mega_01	超级风铃铃\n袭击过来了！
msg_fld_izigen_mega_02	超级烈咬陆鲨Z\n袭击过来了！
msg_fld_izigen_mega_03	超级泥偶巨人\n袭击过来了！
msg_fld_izigen_mega_04	超级具甲武者\n袭击过来了！
msg_fld_izigen_mega_05	超级狠辣椒\n袭击过来了！
msg_fld_izigen_mega_06	超级晶光花\n袭击过来了！
msg_7922e57b2b7e4c4cca040e453fd96a35	[~ 37]
msg_fld_izigen_legend_01	你附近有\n[VAR 0101(0002)]的反应！[VAR 0114(0007)]
msg_fld_izigen_legend_02	寻找并试着捕捉吧！[VAR 0114(0007)]
msg_fld_izigen_ball	从金色的奖励球中\n出来了各种各样的东西！
field_trade.txt
msg_field_trade_system_01	……那只宝可梦\n似乎不满足交换的条件！
msg_field_trade_a_01	听说叫做花蓓蓓的宝可梦，\n花的颜色每只都不一样！\c\n不管什么颜色都可以，\n你愿意跟我的雪吞虫交换吗？
msg_field_trade_a_02	要用那只花蓓蓓\n跟我交换吗？
msg_field_trade_a_03	唉～真遗憾！\n如果你改变主意的话，就拜托啦！
msg_field_trade_a_04	咦，它好小巧……！太可爱了……！\n啊，它还坐在花上……哇！\c\n……呼！不过雪吞虫的可爱\n也不输给它，请你好好珍惜哦。
msg_field_trade_a_05	花蓓蓓太可爱了……！\c\n要不我去把所有颜色的\n花蓓蓓都捉起来好了！
msg_field_trade_a_06	只有1只宝可梦的话，\n是无法交换的哦！\c\n等你准备好2只以上\n同行宝可梦，到时候就拜托了！
msg_field_trade_a_nickname	小由吉
msg_field_trade_a_parent_01	彼加太郎
fld_item.txt
msg_ui_item_get_item	[VAR 0109(0000)]
msg_ui_item_get_item_00	[VAR 0107(0000)]
msg_item_get_06	[VAR 0100(0000)]\n获得了[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_get_05	[VAR 0100(0000)]\n获得了[VAR 0200(0002)]个[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_get_02	[VAR 0100(0000)]\n获得了[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_get_03	[VAR 0100(0000)]\n获得了[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_get_04	[VAR 0100(0000)]获得了[VAR 0109(0001)]\n“[VAR FF00(0008)][VAR 0107(0002)][VAR FF00(0000)]”！
msg_item_get_field_01	[VAR 0100(0000)]\n找到了[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_get_field_02	[VAR 0100(0000)]\n找到了[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_get_field_04	[VAR 0100(0000)]找到了\n[VAR 0200(0002)]个[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_get_field_03	[VAR 0100(0000)]找到了[VAR 0109(0001)]\n“[VAR FF00(0008)][VAR 0107(0002)][VAR FF00(0000)]”！
msg_item_get_fail_nowait	太遗憾了！[VAR FF00(0008)][VAR 0109(0000)][VAR FF00(0000)]的\n数量已满，没法再携带了！
msg_item_get_fail_field	获得了[VAR FF00(0008)][VAR 0109(0000)][VAR FF00(0000)]！\c\n太遗憾了！\n腰包满了……
msg_item_get_pocket_nowait	[VAR 0100(0000)]把[VAR 0109(0001)]\n放入了[VAR FF00(0008)][VAR 0112(0002)][VAR FF00(0000)]口袋里。
msg_item_pass_06	[VAR 0100(0000)]交出了\n[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_pass_05	[VAR 0100(0000)]交出了\n[VAR 0200(0002)]个[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_pass_02	[VAR 0100(0000)]交出了\n[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_pass_03	[VAR 0100(0000)]交出了\n[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_fc48960c66765f662a1d4949b8e346aa	[~ 18]
msg_fc7afa7b3b33b4e450a4e6219e052c95	[~ 19]
msg_ee12cf987eea3d625bbb715a3f671abf	[~ 20]
msg_item_get_ribbon_02	[VAR 0100(0000)]给[VAR 0101(0002)]戴上了\n[VAR 0127(0001)]！
msg_item_get_mega_01	[VAR 0100(0000)]\n获得了[VAR FF00(0008)][VAR 0109(0001)][VAR FF00(0000)]！
msg_item_amaimitu_01	宝可梦好像没有出来……
msg_593bb7508c0dca30290844dc4f0dcca1	[~ 24]
msg_fld_rotompower_01	宝可梦的蛋变得容易孵化了！
msg_fld_rotompower_02	友好商店的商品变得划算了！
msg_fld_rotompower_03	对战后所得的奖金增加了！
msg_fld_rotompower_04	所得的经验值增加了！
msg_fld_rotompower_05	宝可梦变得容易亲近了！
msg_fld_rotompower_06	与野生宝可梦变得容易相遇了！
msg_fld_rotompower_07	与野生宝可梦变得难以相遇了！
msg_item_get_07	[VAR 0100(0000)]获得了招式学习器[VAR 0202(0002)]\n[VAR 0107(0003)]！
fossil.txt
msg_fossil_speech_01	我能复原化石哦。[VAR BD0A(000A)]Text_icon1[VAR 0114(0141)]
msg_fossil_01	我在这里研究\n宝可梦的化石。\c\n要是你把化石拿来，\n我能把它复活成宝可梦哦！[VAR 0114(0141)]
msg_fossil_02	如果你得到了化石或琥珀，\n就来找我吧！[VAR 0114(0141)]
msg_fossil_03	我说你啊！你带着化石吧？\n要把它变回宝可梦吗？[VAR 0114(0141)]
msg_fossil_select_01	颚之化石
msg_fossil_select_02	鳍之化石
msg_fossil_select_03	秘密琥珀
