Adventure.txt
MID_ADV_アドベンチャー外へ出る	Go outside?
MID_DNG_女神の試練_看板５	But despite clash after heated\nclash, not once did Duma turn the\nKingsfang upon his sister.\n —Valentian Revelations, Chapter 30
EC.txt
MID_EC_コンテンツ遊ぶ	Play DLC
MID_EC_コンテンツ購入	Purchase DLC
MID_EC_説明	Use this area to purchase and\nplay downloadable content.\nContent can also be obtained\nby entering a download code.
MID_EC_コンテンツ遊ぶ_説明	Play purchased downloadable content.
MID_EC_コンテンツ購入_説明	Connect to the Internet to acquire DLC.
MID_EC_インターネット接続中	Connecting...
MID_EC_SDカード抜け	You need an SD Card to store\ndownloadable content.
MID_EC_購入_OK	OK
MID_EC_購入_案内	Please use touch controls to\nmake selections in these menus.
MID_EC_購入_コンテンツの購入	Purchase Content
MID_EC_購入_ダウンロード番号の入力	Enter Download Code
MID_EC_購入_終了	Exit
MID_EC_購入_一覧取得待ち	Obtaining list of downloadable content...
MID_EC_購入_準備中	Check back soon for DLC.
MID_EC_購入_戻る	Back
MID_EC_購入_残高の追加	Add Funds
MID_EC_購入_購入	Buy
MID_EC_購入_再受信	Download
MID_EC_購入_残高	$aFunds	$a0$a1$a2
MID_EC_購入_リリース日_タイトル	Release Date
MID_EC_購入_リリース日_内容	$a$a1/$a2/$a0
MID_EC_購入_価格_タイトル	Price
MID_EC_購入_価格_内容	$a$a0$a1$a2
MID_EC_購入_価格_無料	Free
MID_EC_購入_価格_なし	None
MID_EC_購入_最大ブロック数_タイトル	Max Blocks
MID_EC_購入_ブロック数_タイトル	Blocks Required
MID_EC_購入_ブロック数_内容	$a$a0 blocks
MID_EC_購入_ページ数	$a$a0/$a1
MID_EC_購入_購入済	Purchased
MID_EC_購入_受信可能	Downloadable
MID_EC_購入_受信済	Downloaded
MID_EC_購入_重複購入確認	You have already purchased\nsome of this content.\n\nContinue with the purchase?
MID_EC_購入_残高更新待ち	Please wait.
MID_EC_遊ぶ_ロード待ち	Checking downloadable content...
MID_EC_遊ぶ_タイトル	Play DLC
MID_EC_遊ぶ_ターン数	$aTurns	$a0
MID_EC_遊ぶ_プレイ済	Played
MID_EC_遊ぶ_未プレイ	----
MID_EC_遊ぶ_確認	Load this content?
MID_EC_管理_コンテンツの消去	Delete
MID_H_EC_管理_コンテンツの消去	Delete downloadable content from the SD Card.
MID_EC_管理_コンテンツの再受信	Download Separately
MID_H_EC_管理_コンテンツの再受信	Redownload purchased content.
MID_EC_管理_コンテンツの全更新	Redownload All
MID_H_EC_管理_コンテンツの一括再受信	Redownload all purchased content.
MID_EC_管理_ロード待ち	Checking downloadable content...
MID_EC_管理_削除可能コンテンツなし	There is no downloadable content\nthat can be deleted.
MID_EC_管理_削除説明	Select content to delete.
MID_EC_管理_削除確認	Delete this content? You can\ndownload the content again later.
MID_EC_管理_削除待ち	The content will be deleted.\n\nPlease do not turn the power off\nor remove the SD Card.
MID_EC_管理_削除完了	Content deleted.
MID_EC_管理_再受信可能コンテンツなし	There is no downloadable content\nto redownload.
MID_EC_管理_再受信説明	Select content to download.
MID_EC_管理_再受信確認	Download this content?
Fld_拠点_ギースの砦_作戦室.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThis must be the war room.\nIt looks...lived in.$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa*cough cough* Gods, there's sand\neverywhere in here!$k
MID_ADV調べる_clash_wallA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThe walls in here are just as bad as\nthose near the entrance...$k
MID_ADV調べる_clash_wallB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThese walls look ready to fall down...$k
MID_ADV調べる_baggageA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThe stash of supplies seems overly\nlarge for a building of this size.$k
MID_ADV調べる_baggageB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaWhy so many supplies, fellows?\nYou planning to open a shop?$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaI expect those thieves spent most of\ntheir time in this room.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaAugh! Sand just blew through the\nwindow and right into my eye!$k
MID_ADV調べる_clash_wallA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThese walls are crumbling. I guess they\nnever bothered with repairs.$k
MID_ADV調べる_clash_wallB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThis wall seems ready to collapse at\nany moment. ...Perhaps I'll step away.$k
MID_ADV調べる_baggageA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaQuite the store of supplies.\nAll stolen, no doubt.$k
MID_ADV調べる_baggageB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaIt seems the life of a thief can be rather\nlucrative at times.$k
MID_ADV_調べるエリア_clash_wallA	Crumbling Walls
MID_ADV_調べるエリア_clash_wallB	Crumbling Walls
MID_ADV_調べるエリア_baggageA	Supplies
MID_ADV_調べるエリア_baggageB	Supplies
Fld_拠点_ギースの砦_牢獄１.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaGods, the gate is covered in blood!\n...No, wait. It's rust. Whew!$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaI don't think this is a place I'll be\nvacationing any time soon.$k
MID_ADV調べる_woodbox_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaAt some point, I'd like to find a random\npile of supplies we can USE.$k
MID_ADV調べる_table_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThis furniture is covered in dust.$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaI can't help but think of all the poor\nsouls who were imprisoned here.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe bars are red with rust—I could\nprobably snap them in half myself.$k
MID_ADV調べる_woodbox_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaAll manner of junk is piled here.\n...And not even fun junk!$k
MID_ADV調べる_table_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe table and chairs are caked in dust.\nThey must not see much use.$k
MID_ADV_調べるエリア_woodbox	Crates
MID_ADV_調べるエリア_table	Table
Fld_拠点_ギースの砦_牢獄２.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThis is where they chain up prisoners.\nLook at all the rust!$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaIt's dark, but the air is dry at least.\nI suppose that's something.$k
MID_ADV調べる_woodbox_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaNope. Nothing good here.$k
MID_ADV調べる_table_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaMaybe I'll just sit down for a moment...\nWow. That is one uncomfortable chair.$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThis must be the dungeon. It's dark,\nbut at least the air feels dry.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaI'm shocked those rusty bars are still\nin one piece.$k
MID_ADV調べる_woodbox_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThis is a rather dull pile of junk,\nas such things go.$k
MID_ADV調べる_table_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaWell, function over fashion, I suppose.$k
MID_ADV_調べるエリア_woodbox	Crates
MID_ADV_調べるエリア_table	Table
Fld_拠点_ギースの砦_玄関.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThis citadel appears to be rather old.$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaI'm guessing they built this near the\nwater to help keep pirates away.$k
MID_ADV調べる_clash_parts_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThe wall is starting to crumble.\n...So much for carving my name in it.$k
MID_ADV調べる_clash_wall_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaI bet I could tunnel through this wall in\nan hour given its condition.$k
MID_ADV調べる_waterjug_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaI wonder where they found fresh water\naround here?$k
MID_ADV調べる_weapon_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaWhoever used to lord over this place\ndropped their weapons in a hurry.$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe records say this hold was built\nnearly two hundred years ago.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe drastic temperature shifts of the\ndesert must take a toll on buildings.$k
MID_ADV調べる_clash_parts_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThis wall is starting to come down.$k
MID_ADV調べる_clash_wall_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe maintenance bill for this place\nmust be astronomical.$k
MID_ADV調べる_waterjug_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaWater is a critical commodity here in\nthe desert. ...Well, and everywhere.$k
MID_ADV調べる_weapon_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaWho leaves weapons lying on the floor?\nReally, people! Buy a hook!$k
MID_ADV_調べるエリア_clash_parts	Crumbling Wall
MID_ADV_調べるエリア_clash_wall	Crumbling Wall
MID_ADV_調べるエリア_waterjug	Water Jugs
MID_ADV_調べるエリア_weapon	Weapons
Fld_拠点_ソフィアの港_出入り口.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThis is the largest port in all of Zofia.$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaThey say this port even draws ships\nfrom the continent across the sea.$k
MID_ADV調べる_cat_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaIt wouldn't be a port town without an\nabsurd number of cats.$k
MID_ADV調べる_marchais_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaWhat's for sale today? Looks like...\nfish and fruit? Well, don't mind if I do.$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThis is Zofia's greatest port.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaIt's so lively here. Everyone seems\nhappy with their lot in life.$k
MID_ADV調べる_cat_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaHello, Mr. Kitty. You're looking very\nplump today.$k
MID_ADV調べる_marchais_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThey're selling fish and fresh fruit. So\nmany different kinds grow here in Zofia.$k
MID_ADV_調べるエリア_cat	Cat
MID_ADV_調べるエリア_marchais	Market
Fld_拠点_ソフィアの港_桟橋.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThe setting sun has painted the pier a\nbright gold.$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaFisherman fresh from the sea are busy\nunloading their catch of the day.$k
MID_ADV調べる_townscape_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaI can see the town over past the wall.\nHellooooo! ...Wait, they can't hear me.$k
MID_ADV調べる_fishnetA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThat is a lot of fish. ...Or one meal,\nfor some people I know.$k
MID_ADV調べる_fishnetB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaI wonder if I would have made a good\nfisherman. Hmm...$k
MID_ADV調べる_catA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThe cats have figured out where to\ncome for dinner.$k
MID_ADV調べる_catB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaDo all port towns have this many\nstrays prowling about?$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaWe've found the docks.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaMy, but the gulls are noisy here.\nI suppose one gets used to it...$k
MID_ADV調べる_townscape_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe town is just beyond that wall.$k
MID_ADV調べる_catA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaSo many cats! It must be an easy\nlife for them here.$k
MID_ADV調べる_catB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa$E特殊1,|They look alike—perhaps they all come\nfrom one big cat family?$k
MID_ADV調べる_fishnetA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe life of a fisherman is hard, though I\nimagine it carries its own reward.$k
MID_ADV調べる_fishnetB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaI've not seen most of these fish.\nThe boats must come in from all over.$k
MID_ADV_調べるエリア_townscape	Town
MID_ADV_調べるエリア_catA	Cat
MID_ADV_調べるエリア_catB	Cat
MID_ADV_調べるエリア_fishnetA	Fish
MID_ADV_調べるエリア_fishnetB	Fish
Fld_拠点_ソフィアの港_酒場.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaHey, a tavern! ...Maybe a brawl will\nbreak out if I wait long enough.$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaListen to all the different dialects...\nWhat an interesting place!$k
MID_ADV調べる_barrel_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaI wonder if this mountain of ale casks\nis enough to quench everyone's thirst?$k
MID_ADV調べる_chandelier_ARUM_RANDOM_0	$Z$t0$Wmアルム|6I never did understand rich people's\nfascination with chandeliers.$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaTaverns are always such lively places.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaI'm not much for spirits myself, but\nthese are fine places to gather info.$k
MID_ADV調べる_barrel_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa$E驚,|How long would it take to drink all this?\n...Probably not as long as I imagine.$k
MID_ADV調べる_chandelier_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe chandelier is rather old,\nbut still quite impressive.$k
MID_ADV_調べるエリア_barrel	Casks
MID_ADV_調べるエリア_chandelier	Chandelier
Fld_拠点_ソフィア城_バルコニー.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaOh wow... You can see all of Zofia\nfrom here!$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaHeights never bothered me.\nAlthough that IS a long way down...$k
MID_ADV調べる_woodboxA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThink you have enough supplies there,\nguys?$k
MID_ADV調べる_woodboxB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaStuff... Junk... Trash...\nYeah, this is all useless.$k
MID_ADV調べる_woodboxC_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaSomeone around here is a real\npack rat.$k
MID_ADV調べる_sun_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaIt's so bright today... OW!\nOh gods, I looked right at the sun!$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaYou can survey all of Zofia from here.\nIt's really a magnificent view.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaI always loved this spot, even as a child.$k
MID_ADV調べる_woodboxA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaSo much clutter! Does no one clean\naround here?$k
MID_ADV調べる_woodboxB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaSomeone must have fired the butler.$k
MID_ADV調べる_woodboxC_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaNow that's just excessive.\nWho needs so many supplies?!$k
MID_ADV調べる_sun_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThe balcony's awash with the setting\nsun's light. It's lovely.$k
MID_ADV_調べるエリア_woodboxA	Supplies
MID_ADV_調べるエリア_woodboxB	Supplies
MID_ADV_調べるエリア_woodboxC	Supplies
MID_ADV_調べるエリア_sun	Sunset
Fld_拠点_ソフィア城_中央ホール.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaThis is the castle's great hall.$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$WaWhooooooa... That might be the\ntallest ceiling I've ever seen!$k
MID_ADV調べる_door_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaBig doors at the top of a staircase\nusually lead to a throne room.$k
MID_ADV調べる_armor_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$WaHey, a suit of armor! Anyone in there?\nHellooooo? ...Nope. Empty.$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThis hall connects to much of the\ncastle.$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThis was a common meeting place\nfor people.$k
MID_ADV調べる_door_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$WaThose doors open into the audience\nchamber.$k
