Adventure.txt
MID_ADV_アドベンチャー外へ出る	要到外头吗？
MID_DNG_女神の試練_看板２	多玛遭神龙王\n逐出遥远之地，米拉也相随。\n两人长途跋涉后，\n降临在这片大地之上。\n――瓦伦西亚默示录　第２２章
MID_DNG_女神の試練_看板３	在这片大地上，\n多玛寻求压倒一切的力量，\n米拉则寻求爱与安稳，\n两人的道路没有交集。\n――瓦伦西亚默示录　第２６章
MID_DNG_女神の試練_看板４	将万物生灵卷入，\n将天地撕裂的战斗揭开序幕。\n雷鸣宛若米拉哀叹的歌声。\n――瓦伦西亚默示录　第２９章
MID_DNG_女神の試練_看板５	即使不断发生激烈的冲突，\n多玛也绝不用\n王之牙对付米拉。\n――瓦伦西亚默示录　第３０章
EC.txt
MID_EC_コンテンツ遊ぶ	游玩追加内容
MID_EC_コンテンツ購入	购买追加内容
MID_EC_説明	在这里可以购买及游玩\n追加内容，\n也可以输入下载编号，\n获得内容。
MID_EC_コンテンツ遊ぶ_説明	可以游玩已经购买的追加内容
MID_EC_コンテンツ購入_説明	需要网路环境
MID_EC_インターネット接続中	正在连接至互联网
MID_EC_SDカード抜け	必须有SD卡\n才能使用追加内容。
MID_EC_購入_OK	OK
MID_EC_購入_案内	之后只能使用\n点触操作。
MID_EC_購入_コンテンツの購入	购买追加内容
MID_EC_購入_ダウンロード番号の入力	输入下载编号
MID_EC_購入_終了	结束
MID_EC_購入_一覧取得待ち	正在载入追加内容一览
MID_EC_購入_準備中	正在准备追加内容。
MID_EC_購入_戻る	返回
MID_EC_購入_残高の追加	余额充值
MID_EC_購入_購入	购买
MID_EC_購入_再受信	下载
MID_EC_購入_残高	$a余额　$a0$a1$a2
MID_EC_購入_リリース日_タイトル	发售日
MID_EC_購入_リリース日_内容	$a$a0/$a1/$a2
MID_EC_購入_価格_タイトル	价格
MID_EC_購入_価格_内容	$a$a0$a1$a2
MID_EC_購入_価格_無料	免费
MID_EC_購入_価格_なし	无
MID_EC_購入_最大ブロック数_タイトル	最大格数
MID_EC_購入_ブロック数_タイトル	所需格数
MID_EC_購入_ブロック数_内容	$a$a0格
MID_EC_購入_ページ数	$a$a0/$a1
MID_EC_購入_購入済	已购买
MID_EC_購入_受信可能	可以下载
MID_EC_購入_受信済	已下载
MID_EC_購入_重複購入確認	您要购买的追加内容，\n含有部分已购买的\n内容。\n\n要继续购买吗？
MID_EC_購入_残高更新待ち	请稍候。
MID_EC_遊ぶ_ロード待ち	正在确认追加内容。
MID_EC_遊ぶ_タイトル	游玩追加内容
MID_EC_遊ぶ_ターン数	$a$a0回合
MID_EC_遊ぶ_プレイ済	已游玩
MID_EC_遊ぶ_未プレイ	----
MID_EC_遊ぶ_確認	要游玩此追加内容吗？
MID_EC_管理_コンテンツの消去	删除
MID_H_EC_管理_コンテンツの消去	从SD卡中删除追加内容
MID_EC_管理_コンテンツの再受信	分别下载
MID_H_EC_管理_コンテンツの再受信	重新下载已购买的追加内容
MID_EC_管理_コンテンツの全更新	同时下载
MID_H_EC_管理_コンテンツの一括再受信	重新下载所有已购买的追加内容
MID_EC_管理_ロード待ち	正在确认追加内容
MID_EC_管理_削除可能コンテンツなし	找不到可以删除的\n追加内容。
MID_EC_管理_削除説明	请选择要删除的追加内容
MID_EC_管理_削除確認	要删除这项追加内容吗？\n即使删除追加内容，\n之后仍可再次下载。
MID_EC_管理_削除待ち	正在删除追加内容。\n请勿关闭电源，\n或取出SD卡。
MID_EC_管理_削除完了	已删除追加内容。
MID_EC_管理_再受信可能コンテンツなし	找不到可以下载的\n追加内容。
MID_EC_管理_再受信説明	请选择要下载的追加内容
MID_EC_管理_再受信確認	要下载这项追加内容吗？
Fld_拠点_ギースの砦_作戦室.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里是作战室吗？\n还残留着鲜明的生活痕迹。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa风沙从窗外吹进来，\n到处都是灰尘。$k
MID_ADV調べる_clash_wallA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这个房间的墙壁也崩塌得很严重。$k
MID_ADV調べる_clash_wallB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这个房间的墙壁也崩塌得很严重。$k
MID_ADV調べる_baggageA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是大量的物资。\n不知道要用在哪里？$k
MID_ADV調べる_baggageB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是大量的物资。\n不知道要用在哪里？$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是作战室吧。\n以前是盗贼们生活的中心吗？$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa风沙从窗外吹进来了。$k
MID_ADV調べる_clash_wallA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里的墙壁也坏掉了。\n他们没想过要修理吗？$k
MID_ADV調べる_clash_wallB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里的墙壁也坏掉了。\n他们没想过要修理吗？$k
MID_ADV調べる_baggageA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa有许多货物堆在一起呢。\n这些是抢来的东西吗？$k
MID_ADV調べる_baggageB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa有许多货物堆在一起呢。\n这些是抢来的东西吗？$k
MID_ADV_調べるエリア_clash_wallA	崩塌的墙壁
MID_ADV_調べるエリア_clash_wallB	崩塌的墙壁
MID_ADV_調べるエリア_baggageA	货物
MID_ADV_調べるエリア_baggageB	货物
Fld_拠点_ギースの砦_牢獄１.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是用来囚禁俘虏的监牢。\n铁栅栏上都是红色的铁锈。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa虽然阴暗，不过空气很干燥。$k
MID_ADV調べる_woodbox_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa东西杂乱地堆在一起。$k
MID_ADV調べる_table_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是桌椅。\n似乎很久没有人使用了。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是监牢吧。\n虽然阴暗，不过空气很干燥。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa铁栅栏都锈成红色了。\n感觉随时都会坏掉。$k
MID_ADV調べる_woodbox_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa里面的东西五花八门，\n是拿来充当置物柜吗？$k
MID_ADV調べる_table_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是积了一层灰的桌椅。\n看来没有人使用呢。$k
MID_ADV_調べるエリア_woodbox	木箱
MID_ADV_調べるエリア_table	桌子
Fld_拠点_ギースの砦_牢獄２.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是用来囚禁俘虏的监牢。\n铁栅栏上都是红色的铁锈。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa虽然阴暗，不过空气很干燥。$k
MID_ADV調べる_woodbox_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa东西杂乱地堆在一起。$k
MID_ADV調べる_table_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是桌椅。\n似乎很久没有人使用了。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是监牢吧。\n虽然阴暗，不过空气很干燥。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa铁栅栏都锈成红色了呢。\n感觉随时都会坏掉。$k
MID_ADV調べる_woodbox_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa里面的东西真是五花八门呢。\n是拿来充当置物柜吗？$k
MID_ADV調べる_table_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是积了一层灰的桌椅呢。\n看来没有人使用啊。$k
MID_ADV_調べるエリア_woodbox	木箱
MID_ADV_調べるエリア_table	桌子
Fld_拠点_ギースの砦_玄関.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa好古老的堡垒……$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa既然位于海边，\n应该是为了抵御海盗而建造的吧。$k
MID_ADV調べる_clash_parts_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa墙壁受损出现崩塌。$k
MID_ADV調べる_clash_wall_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa墙壁受损出现崩塌。$k
MID_ADV調べる_waterjug_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是水瓶。\n不知道是从哪里汲水回来？$k
MID_ADV調べる_weapon_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这些是堡垒主人所用的武器吗？\n杂乱地丢在地上。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa好古老的堡垒呢。\n根据记录，似乎建造于两百年前。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa因为沙漠温差大，\n所以导致建筑物损坏得快吗？$k
MID_ADV調べる_clash_parts_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa墙壁受损崩塌了呢。$k
MID_ADV調べる_clash_wall_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa墙壁受损崩塌了呢。$k
MID_ADV調べる_waterjug_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa是水瓶呢。\n在沙漠中确保饮水是最重要的一件事。$k
MID_ADV調べる_weapon_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa武器杂乱地散落一地呢。$k
MID_ADV_調べるエリア_clash_parts	崩塌的墙壁
MID_ADV_調べるエリア_clash_wall	崩塌的墙壁
MID_ADV_調べるエリア_waterjug	水瓶
MID_ADV_調べるエリア_weapon	武器
Fld_拠点_ソフィアの港_出入り口.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里是索菲亚王国最大的港口城镇。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa来自海洋彼端大陆的船只，\n好像也会停靠在这里。$k
MID_ADV調べる_cat_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa港口城镇果然有很多猫。$k
MID_ADV調べる_marchais_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是市场。\n卖鱼货和水果。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是索菲亚王国第一大的港口城镇。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa真热闹。\n大家都很情绪激昂啊。$k
MID_ADV調べる_cat_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里也有猫咪呢。$k
MID_ADV調べる_marchais_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa卖鱼货和水果。\n索菲亚的水果种类也很丰富啊。$k
MID_ADV_調べるエリア_cat	猫
MID_ADV_調べるエリア_marchais	市场
Fld_拠点_ソフィアの港_桟橋.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa是这座港口的栈桥。\n在夕阳照耀下很美丽。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa捕完鱼回港的人们，\n正在卸下渔获。$k
MID_ADV調べる_townscape_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa城墙的另一边\n可以看到港口城镇的街景。$k
MID_ADV調べる_fishnetA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa一篮篮堆着的渔获。$k
MID_ADV調べる_fishnetB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa不愧是大港口，\n渔获量也很多。$k
MID_ADV調べる_catA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa为了吃鱼聚集而来的猫群。$k
MID_ADV調べる_catB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa不知道是不是每个港口\n都像这样到处都是猫。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是港口的栈桥啊。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa可以听见黑尾鸥的叫声呢。$k
MID_ADV調べる_townscape_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa那道城墙的另一边，\n就是索菲亚的港口城镇啊。$k
MID_ADV調べる_catA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa港口到处都是猫咪啊。$k
MID_ADV調べる_catB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa$E特殊1,|每只猫咪都长得好像。\n它们是兄弟姐妹吗？$k
MID_ADV調べる_fishnetA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa从船上卸下的渔获堆在一起呢。$k
MID_ADV調べる_fishnetB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这些是从各个地方捕回来的吗？\n全是我没见过的鱼类呢。$k
MID_ADV_調べるエリア_townscape	街景
MID_ADV_調べるエリア_catA	猫
MID_ADV_調べるエリア_catB	猫
MID_ADV_調べるエリア_fishnetA	鱼
MID_ADV_調べるエリア_fishnetB	鱼
Fld_拠点_ソフィアの港_酒場.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa不愧是索菲亚最大的港口城镇，\n连酒馆也很大。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa可以听到各地的语言，\n真有趣。$k
MID_ADV調べる_barrel_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa装酒的木桶\n堆得跟小山一样高。$k
MID_ADV調べる_chandelier_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa大型吊灯照亮着店内。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是酒馆啊。\n气氛真热闹呢。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa虽然不是很想来……\n不过这里对收集情报很有利。$k
MID_ADV調べる_barrel_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa$E驚,|好多酒桶堆在一起。\n这么多喝得完吗……$k
MID_ADV調べる_chandelier_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa虽然老旧，\n却很巨大的吊灯呢。$k
MID_ADV_調べるエリア_barrel	木桶
MID_ADV_調べるエリア_chandelier	吊灯
Fld_拠点_ソフィア城_バルコニー.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa从这里可以眺望索菲亚的大地。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa我并不讨厌高的地方。$k
MID_ADV調べる_woodboxA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa连这里都堆满了补给物资。$k
MID_ADV調べる_woodboxB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa连这里都堆满了补给物资。$k
MID_ADV調べる_woodboxC_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa连这里都堆满了补给物资。$k
MID_ADV調べる_sun_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa夕阳好耀眼……$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa可以将辽阔的索菲亚大地一览无遗呢。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是我从小就最喜欢的地方。$k
MID_ADV調べる_woodboxA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa怎么这么乱呀。\n没有人来收拾吗？$k
MID_ADV調べる_woodboxB_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa怎么这么乱呀。\n没有人来收拾吗？$k
MID_ADV調べる_woodboxC_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa怎么这么乱呀。\n没有人来收拾吗？$k
MID_ADV調べる_sun_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa美丽的夕阳照耀着露台。$k
MID_ADV_調べるエリア_woodboxA	货物
MID_ADV_調べるエリア_woodboxB	货物
MID_ADV_調べるエリア_woodboxC	货物
MID_ADV_調べるエリア_sun	夕阳
Fld_拠点_ソフィア城_中央ホール.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里是索菲亚城堡的中央大厅。$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa天花板高到都看不清楚了。\n真夸张……$k
MID_ADV調べる_door_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa里面有一扇雄伟的门。\n是通往国王的宝座吗？$k
MID_ADV調べる_armor_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa装饰着铠甲。\n里面似乎并没有人。$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是大厅，\n可以通往城堡的许多地方。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa城堡中的人也会选在这里碰面。$k
MID_ADV調べる_door_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa那扇门可以通往\n谒见厅呢。$k
MID_ADV調べる_armor_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa装饰着威风的铠甲呢。$k
MID_ADV_調べるエリア_door	门
MID_ADV_調べるエリア_armor	铠甲
Fld_拠点_ソフィア城_宝物庫.txt
MID_ADV調べる_empty_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa这里是宝物库吗？$k
MID_ADV調べる_empty_ARUM_RANDOM_1	$Z$t0$Wmアルム|6$Wsアルム|$Wa被翻得乱七八糟……\n是多哲他们做的好事吗？$k
MID_ADV調べる_treasure_boxA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa宝箱里空空如也。$k
MID_ADV調べる_treasure_boxB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa里面的东西已经被拿走了。$k
MID_ADV調べる_baggageA_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa没有什么派得上用场的东西。$k
MID_ADV調べる_baggageB_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa货物杂乱地堆在一起。$k
MID_ADV調べる_sun_ARUM_RANDOM_0	$Z$t0$Wmアルム|6$Wsアルム|$Wa夕阳好耀眼……$k
MID_ADV調べる_empty_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa这里是宝物库呢。$k
MID_ADV調べる_empty_CELLICA_RANDOM_1	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa$E特殊1,|还记得我小时候，\n经常躲在这里玩耍。$k
MID_ADV調べる_treasure_boxA_CELLICA_RANDOM_0	$Z$t0$Wmセリカ|6$Wsセリカ|$Wa宝箱里空无一物呢。$k
